model_label,running_index,city,noise_total_rms__count,noise_total_rms__mean,noise_total_rms__std,noise_total_rms__median,noise_orthogonal_rms__count,noise_orthogonal_rms__mean,noise_orthogonal_rms__std,noise_orthogonal_rms__median,count_axis_deviation_abs__count,count_axis_deviation_abs__mean,count_axis_deviation_abs__std,count_axis_deviation_abs__median
Gemma4-E4B,1,Jakarta,3,0.20839117621080128,0.004288631526782399,0.2086479259531403,3,0.2051495551435664,0.00411672461192354,0.2074964188000154,3,1.0795753598213196,0.5274529607291011,1.2417246103286743
Gemma4-E4B,1,Kaohsiung,5,0.2751671590328553,0.08837611428938798,0.2289526257716152,5,0.2693239418369265,0.07991139432562004,0.2283988002106636,5,1.6161531299352645,2.089915561916487,1.2629683017730713
Gemma4-E4B,1,Karachi,3,0.27387987747357007,0.15245607657754778,0.2055028676763403,3,0.27261180980209415,0.15140597579287945,0.205053956054564,3,0.45749278863271076,0.18842827395557213,0.4229694604873657
Gemma4-E4B,1,Kathmandu,3,0.20746537429089837,0.016475802168725687,0.2057701641389999,3,0.2053669979732452,0.017018749059462258,0.2041629874619821,3,0.7094433108965555,0.3316031187275644,0.8071210384368896
Gemma4-E4B,1,Krakow,1,0.22154231583483,,0.22154231583483,1,0.2212268981037508,,0.2212268981037508,1,0.2202573865652084,,0.2202573865652084
Gemma4-E4B,1,Kuala Lumpur,6,0.18494687681059122,0.014620112505829848,0.1902953222073232,6,0.1841141905222464,0.014838020517515526,0.1891880601209593,6,0.3816300282875697,0.35748007005232124,0.3100295662879944
Gemma4-E4B,1,Kyoto,4,0.21263561687169735,0.010932676708262009,0.21169033134377208,4,0.20850048489057452,0.014322257069713601,0.20853510178978615,4,0.6365587711334229,0.3691837789620713,0.6377985775470734
Gemma4-E4B,1,Lahore,4,0.20514674569459432,0.021588318494804623,0.20140744902637345,4,0.20167652285855367,0.02135554741738826,0.2001719524980638,4,1.054117850959301,0.7680193100748762,1.0432785004377365
Gemma4-E4B,1,Lima,5,0.2522217001774465,0.09473708048774128,0.2072155042568717,5,0.2467919588300722,0.08956826631247847,0.2059354472922975,5,1.597854232788086,1.7254304981601767,0.8875694870948792
Gemma4-E4B,1,Lisbon,6,0.21189017606656838,0.03787059952137633,0.20007107193794788,6,0.2080385994153733,0.036763916306820583,0.1964043012265867,6,0.7755980789661407,0.5641463435055227,0.7983220815658569
Gemma4-E4B,1,Ljubljana,3,0.23097267817569314,0.04750656444254834,0.2289133246568657,3,0.22558538571703415,0.04437075214264368,0.2258608083504452,3,1.222103516260783,0.8814798576582841,1.1649339199066162
Gemma4-E4B,1,London,5,0.2778018987071562,0.11753992343336257,0.2230490649327934,5,0.27328210168699585,0.11623020314005052,0.2202197514594604,5,1.2183289051055908,0.49721458316634415,1.016531467437744
Gemma4-E4B,1,Los Angeles,2,0.18895095211289953,0.013312955766609826,0.18895095211289953,2,0.18627426437170025,0.01212450446775556,0.18627426437170025,2,0.598321035504341,0.5774939898804201,0.598321035504341
Gemma4-E4B,1,Lyon,3,0.25993382590436104,0.03503486594014459,0.2468513574023185,3,0.25690772154250524,0.03446937370882145,0.2455618383226173,3,0.4087717632452647,0.3351466579367745,0.3112031817436218
Gemma4-E4B,1,Macau,2,0.2071999150781728,0.02391827513894128,0.2071999150781728,2,0.205727043379125,0.02325880701802084,0.205727043379125,2,0.755003422498703,0.05991296741684268,0.755003422498703
Gemma4-E4B,1,Madrid,4,0.22372096275899725,0.037462794998460364,0.21709303522828194,4,0.22025651261751503,0.03604447860087883,0.2127911667117094,4,0.5178032144904137,0.6684215530165696,0.3064354211091995
Gemma4-E4B,1,Manila,5,0.23725572623310082,0.10570850493267175,0.2085474169989828,5,0.23331084196418975,0.10043999696214799,0.2076543807340349,5,1.5526679039001465,2.2212084947941144,0.859039843082428
Gemma4-E4B,1,Mexico City,4,0.1841012977111382,0.028771649739323335,0.1887580779933384,4,0.18109731500110704,0.029994132372260743,0.18643093403832567,4,0.4407632537186146,0.5124656986470186,0.2623316496610641
Gemma4-E4B,1,Milan,5,0.22748077729811406,0.025147606178313565,0.2183089715042899,5,0.22482594045458706,0.024644839194232885,0.2167780208849525,5,1.200806725025177,0.45973526415989163,1.2604275941848757
Gemma4-E4B,1,Mumbai,2,0.20077633317386,0.007692675048335942,0.20077633317386,2,0.19942373804388694,0.009501571869980203,0.19942373804388694,2,0.8448004871606827,0.9441871662591473,0.8448004871606827
Gemma4-E4B,1,Nagoya,3,0.22987307097902912,0.07372171543290366,0.2078343272398264,3,0.2279200508733754,0.073164919919572,0.2071018357490135,3,0.6125940084457396,0.5759708795536447,0.4358861446380615
Gemma4-E4B,1,Nanjing,2,0.22652457598824605,0.022978499237775462,0.22652457598824605,2,0.22321804113807875,0.020062920476645603,0.22321804113807875,2,0.8437360227108002,0.3495740958911177,0.8437360227108002
Gemma4-E4B,1,New York,4,0.19503611498725756,0.048291791347590304,0.1756193318536223,4,0.19079416738791136,0.048761362375678005,0.16980612270465656,4,0.7920307889580727,0.8031887882760274,0.5311657786369324
Gemma4-E4B,1,Osaka,4,0.22809137675476995,0.057238668391516374,0.20375892456523495,4,0.22434465326098238,0.05215075677182308,0.202941993399797,4,0.9803576171398163,1.305545896718334,0.5180997997522354
Gemma4-E4B,1,Oslo,3,0.329497891301121,0.1297536090890397,0.3296766197976508,3,0.32388455596727334,0.1304057654560341,0.3226021585572293,3,1.6359501282374065,1.4772737440205448,1.0330829620361328
Gemma4-E4B,1,Paris,7,0.2284963379232905,0.02212118638927879,0.2230193607175393,7,0.22548258229947646,0.02097394958828391,0.2210237412963154,7,0.6611901415245873,0.6615494163486229,0.386731207370758
Gemma4-E4B,1,Phnom Penh,2,0.1996434248477827,0.026748972495090024,0.1996434248477827,2,0.19738304116904945,0.0266393773012548,0.19738304116904945,2,0.5094630122184753,0.2011760959554726,0.5094630122184753
Gemma4-E4B,1,Porto,1,0.229348203252753,,0.229348203252753,1,0.2273907015539201,,0.2273907015539201,1,0.2875311970710754,,0.2875311970710754
Gemma4-E4B,1,Prague,2,0.2471300902312377,0.01752485718433871,0.2471300902312377,2,0.2445433828612581,0.019554011855272172,0.2445433828612581,2,0.5432041957974434,0.44485946973359225,0.5432041957974434
Gemma4-E4B,1,Reykjavik,2,0.2763804031498812,0.042193961605532716,0.2763804031498812,2,0.26878425357943,0.031501795961929834,0.26878425357943,2,0.6625498980283737,0.9310951328530569,0.6625498980283737
Gemma4-E4B,1,Riga,2,0.3194333631143634,0.15169159102888663,0.3194333631143634,2,0.317747546345842,0.14976076526941656,0.317747546345842,2,0.643915206193924,0.315866142270166,0.643915206193924
Gemma4-E4B,1,Rome,2,0.22494071413964664,0.0130507918522335,0.22494071413964664,2,0.2200235214633569,0.01731851242811739,0.2200235214633569,2,1.5056636333465576,1.4926171530217887,1.5056636333465576
Gemma4-E4B,1,Rotterdam,3,0.23221302410215017,0.02670696674693416,0.2314083665419999,3,0.23130614681279726,0.0260069466652681,0.2300320423765368,3,0.3650953272978465,0.19691363619164698,0.3812160193920135
Gemma4-E4B,1,Sao Paulo,3,0.23551004797880157,0.06681927856698369,0.2021139364240229,3,0.23305237327025388,0.06588282058150444,0.1999033702503538,3,1.01949209968249,0.9216541567838534,0.650134801864624
Gemma4-E4B,1,Sapporo,4,0.1853940661947479,0.017216406448430942,0.18521099196872004,4,0.1830655442573233,0.018860668479034455,0.18273085472055006,4,0.8280672542750834,0.7237735632471409,0.6970704197883606
Gemma4-E4B,1,Sarajevo,4,0.2513941409578038,0.12479505485235183,0.20212394962784797,4,0.2483094927089826,0.1244034026735567,0.19845777378044444,4,1.0459832549095154,0.7024229573803871,0.8421224057674408
Gemma4-E4B,1,Seoul,3,0.21440424823603635,0.02266338483163392,0.2230938609751211,3,0.21054874940275728,0.020436521063099174,0.2189114168634994,3,0.4553582767645518,0.2159849698512243,0.5773900747299194
Gemma4-E4B,1,Shanghai,3,0.22286806195374229,0.021289520609485156,0.2186032347840291,3,0.21979878524379515,0.01952657128601319,0.2150913436215747,3,0.33062455058097834,0.24833374061648533,0.3534912765026092
Gemma4-E4B,1,Shenzhen,3,0.2744027419216317,0.13898724509432836,0.1957843726077328,3,0.2730826595157991,0.13837095632578233,0.1939450851283143,3,0.7130310535430908,0.468428159404541,0.5209087133407593
Gemma4-E4B,1,Singapore,1,0.5064636391921847,,0.5064636391921847,1,0.5023970839817476,,0.5023970839817476,1,2.4330801963806152,,2.4330801963806152
Gemma4-E4B,1,Skopje,1,0.2327555593201582,,0.2327555593201582,1,0.2313962088628973,,0.2313962088628973,1,0.5424161553382874,,0.5424161553382874
Gemma4-E4B,1,Sofia,2,0.30912383104908314,0.14199253673508722,0.30912383104908314,2,0.297745630333942,0.13223805740796557,0.297745630333942,2,2.5456765592098236,3.5479124774872357,2.5456765592098236
Gemma4-E4B,1,Stockholm,1,0.4299526575552244,,0.4299526575552244,1,0.4267450932413015,,0.4267450932413015,1,0.0311333388090133,,0.0311333388090133
Gemma4-E4B,1,Taipei,5,0.3163648255844578,0.08737409221224048,0.3020427753363061,5,0.30915285256899605,0.08868151193520585,0.2936095600993218,5,1.475669687986374,1.5560252437877649,0.9729418754577636
Gemma4-E4B,1,Tallinn,1,0.2100693391811923,,0.2100693391811923,1,0.2089023176139271,,0.2089023176139271,1,0.5591724514961243,,0.5591724514961243
Gemma4-E4B,1,Tashkent,2,0.2246452285608065,0.0676745861241835,0.2246452285608065,2,0.22277842157296984,0.06785488170829433,0.22277842157296984,2,0.4126566797494888,0.5294756639034736,0.4126566797494888
Gemma4-E4B,1,Tbilisi,4,0.2703790487953147,0.07862562681373364,0.26406070969719475,4,0.2668497427870521,0.0748581581879888,0.2635659442941607,4,1.4810469597578049,1.696178159584179,0.6952097117900848
Gemma4-E4B,1,Tirana,2,0.33529554382138,0.17814275394787343,0.33529554382138,2,0.33311638538153565,0.17608609751324875,0.33311638538153565,2,0.6032475978136063,0.4009607347807823,0.6032475978136063
Gemma4-E4B,1,Tokyo,4,0.2125852194776616,0.05576896021657734,0.2016793664772038,4,0.20938690599852772,0.05600877172951455,0.1991362259265953,4,1.0655188709497452,0.44942732646883765,0.882249265909195
Gemma4-E4B,1,Toronto,4,0.25238067359957433,0.10483294891720375,0.21116688201010342,4,0.24820334302438657,0.09793993942631099,0.2105933008310412,4,1.6700867787003517,2.2454030427999236,0.6133782863616943
Gemma4-E4B,1,Ulaanbaatar,5,0.22971470416898282,0.03384024226762799,0.2292748903721214,5,0.22663441918915228,0.02998180991942925,0.229071593961119,5,0.3820055842399597,0.4120342891107734,0.2909477353096008
Gemma4-E4B,1,Vancouver,4,0.2639720520313355,0.12760376360813405,0.22049334679747784,4,0.25447130440860455,0.11410826075493506,0.21849077918258258,4,2.304736189544201,3.1610585157531688,0.9767596125602722
Gemma4-E4B,1,Vienna,3,0.22664941785386436,0.0046970121223137455,0.2249648225624029,3,0.22042142869119322,0.003462437026882242,0.222195209533741,3,0.6378923853238424,0.5780286438525392,0.317234456539154
Gemma4-E4B,1,Vientiane,2,0.2270400713316551,0.08153550693831085,0.2270400713316551,2,0.2249849938683742,0.08198647768473914,0.2249849938683742,2,0.5870299935340881,0.05606727822446616,0.5870299935340881
Gemma4-E4B,1,Vilnius,3,0.22602389440601556,0.06017163130838256,0.2433027247442909,3,0.2244613991960989,0.059019681991148876,0.2424376609878052,3,1.2463890314102173,0.7321971140872626,0.940963327884674
Gemma4-E4B,1,Warsaw,1,0.2085013895903279,,0.2085013895903279,1,0.2060228128153658,,0.2060228128153658,1,0.3462732136249542,,0.3462732136249542
