model_label,marker_kind,eligibility,retained_labels,retained_class_count,site_kind,site_role,layer,discovery_oof_logistic_balanced_accuracy,discovery_oof_ncc_balanced_accuracy,discovery_selection_score,discovery_oof_rows,discovery_fold_count,discovery_pca_components_min,discovery_pca_components_max,confirmation_logistic_balanced_accuracy,confirmation_ncc_balanced_accuracy,confirmation_class_balanced_snr,confirmation_class_balanced_snr_db,confirmation_signal_power,confirmation_noise_power,confirmation_rows,confirmation_seed_count,confirmation_support_min,confirmation_support_max,confirmation_pca_components,chance_balanced_accuracy,selector,selector_candidate_sites
Gemma4-E4B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,item_end,completed_item_endpoint,20,0.4333333333333333,0.475,0.4541666666666666,39,4,16,16,0.33333333333333337,0.3333333333333333,0.571579070760168,-2.4292368194506238,635.51513671875,1111.8586547851562,30,3,3,3,16,0.1,fixed_item_end,item_end
Gemma4-E4B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,27,0.525,0.5083333333333333,0.5166666666666666,39,4,16,16,0.3,0.3333333333333333,0.6227140843599072,-2.05711311425517,748.8635864257812,1202.5801330566405,30,3,3,3,16,0.1,post_marker_site_search,city_end item_end post_boundary
Gemma4-E4B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,marker_end,explicit_ordinal_cue_endpoint,1,1.0,1.0,1.0,39,4,16,16,1.0,1.0,17.985556710310032,12.549238851611328,2698.129638671875,150.0164649963379,30,3,3,3,16,0.1,all_site_search,city_end item_end marker_end post_boundary
Gemma4-E4B,bullet,claim_grade,1 2 3 4 5 6 7 8 9,9,item_end,completed_item_endpoint,22,0.7057454890788224,0.7254985754985755,0.715622032288699,67,13,16,16,0.6296296296296295,0.6296296296296295,0.725362710854726,-1.394447742122698,443.3204345703125,611.1706983778212,29,6,2,6,16,0.1111111111111111,fixed_item_end,item_end
Gemma4-E4B,bullet,claim_grade,1 2 3 4 5 6 7 8 9,9,item_end,completed_item_endpoint,22,0.7057454890788224,0.7254985754985755,0.715622032288699,67,13,16,16,0.6296296296296295,0.6296296296296295,0.725362710854726,-1.394447742122698,443.3204345703125,611.1706983778212,29,6,2,6,16,0.1111111111111111,post_marker_site_search,city_end item_end post_boundary
Gemma4-E4B,bullet,claim_grade,1 2 3 4 5 6 7 8 9,9,item_end,completed_item_endpoint,22,0.7057454890788224,0.7254985754985755,0.715622032288699,67,13,16,16,0.6296296296296295,0.6296296296296295,0.725362710854726,-1.394447742122698,443.3204345703125,611.1706983778212,29,6,2,6,16,0.1111111111111111,all_site_search,city_end item_end marker_end post_boundary
Gemma4-E4B,audit_sentence,exploratory_only,1 2 3 4 5 6 7 8,8,item_end,completed_item_endpoint,23,0.5416666666666667,0.5833333333333333,0.5625,24,3,8,8,0.375,0.375,,,782.6072998046875,0.0,8,1,1,1,16,0.125,fixed_item_end,item_end
Gemma4-E4B,audit_sentence,exploratory_only,1 2 3 4 5 6 7 8,8,item_end,completed_item_endpoint,23,0.5416666666666667,0.5833333333333333,0.5625,24,3,8,8,0.375,0.375,,,782.6072998046875,0.0,8,1,1,1,16,0.125,post_marker_site_search,city_end item_end post_boundary
Gemma4-E4B,audit_sentence,exploratory_only,1 2 3 4 5 6 7 8,8,item_end,completed_item_endpoint,23,0.5416666666666667,0.5833333333333333,0.5625,24,3,8,8,0.375,0.375,,,782.6072998046875,0.0,8,1,1,1,16,0.125,all_site_search,city_end item_end post_boundary
