model_label,marker_kind,eligibility,retained_labels,retained_class_count,site_kind,site_role,layer,discovery_oof_logistic_balanced_accuracy,discovery_oof_ncc_balanced_accuracy,discovery_selection_score,discovery_oof_rows,discovery_fold_count,discovery_pca_components_min,discovery_pca_components_max,confirmation_logistic_balanced_accuracy,confirmation_ncc_balanced_accuracy,confirmation_class_balanced_snr,confirmation_class_balanced_snr_db,confirmation_signal_power,confirmation_noise_power,confirmation_rows,confirmation_seed_count,confirmation_support_min,confirmation_support_max,confirmation_pca_components,chance_balanced_accuracy
Gemma4-E4B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,1,0.225,0.125,0.175,39,4,16,16,0.16666666666666666,0.19999999999999998,0.397911705375604,-4.002132850173192,232.19601440429688,583.5365264892578,30,3,3,3,16,0.1
Gemma4-E4B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,2,0.25,0.2,0.225,39,4,16,16,0.2,0.19999999999999998,0.38832387109566,-4.108059116263135,252.50881958007812,650.2531478881835,30,3,3,3,16,0.1
Gemma4-E4B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,3,0.25,0.225,0.2375,39,4,16,16,0.16666666666666666,0.19999999999999998,0.4476500492688277,-3.490613633721677,208.0082244873047,464.6670425415039,30,3,3,3,16,0.1
Gemma4-E4B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,4,0.275,0.275,0.275,39,4,16,16,0.13333333333333333,0.16666666666666666,0.4744126282363889,-3.2384375914551002,209.2079620361328,440.98312225341795,30,3,3,3,16,0.1
Gemma4-E4B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,5,0.30833333333333335,0.25,0.2791666666666667,39,4,16,16,0.1,0.16666666666666666,0.46712888879615533,-3.3056327367389478,196.2239532470703,420.0638366699219,30,3,3,3,16,0.1
Gemma4-E4B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,6,0.2833333333333333,0.25,0.26666666666666666,39,4,16,16,0.1,0.16666666666666666,0.4856465195541655,-3.1367971934214163,202.267333984375,416.49085464477537,30,3,3,3,16,0.1
Gemma4-E4B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,7,0.25,0.225,0.2375,39,4,16,16,0.19999999999999998,0.16666666666666666,0.4890652351482359,-3.106332075935498,242.58004760742188,496.00754699707034,30,3,3,3,16,0.1
Gemma4-E4B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,8,0.30833333333333335,0.25,0.2791666666666667,39,4,16,16,0.13333333333333333,0.16666666666666666,0.5497477554361035,-2.598365351435331,349.4234313964844,635.6068359375,30,3,3,3,16,0.1
Gemma4-E4B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,9,0.275,0.30833333333333335,0.2916666666666667,39,4,16,16,0.16666666666666666,0.19999999999999998,0.6335359384912737,-1.9822874392853258,378.3476257324219,597.1999420166015,30,3,3,3,16,0.1
Gemma4-E4B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,10,0.25,0.325,0.2875,39,4,16,16,0.19999999999999998,0.19999999999999998,0.8286188212637609,-0.8164520635251966,360.83453369140625,435.46504669189454,30,3,3,3,16,0.1
Gemma4-E4B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,11,0.38333333333333336,0.325,0.3541666666666667,39,4,16,16,0.19999999999999998,0.23333333333333334,0.7795586595212756,-1.0815119984922785,332.61810302734375,426.6748870849609,30,3,3,3,16,0.1
Gemma4-E4B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,12,0.3,0.25,0.275,39,4,16,16,0.2666666666666667,0.2666666666666667,0.8296521898991764,-0.811039361364886,381.043701171875,459.28125762939453,30,3,3,3,16,0.1
Gemma4-E4B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,13,0.275,0.3,0.2875,39,4,16,16,0.26666666666666666,0.2333333333333333,0.7482559941515252,-1.2594979541459483,476.17803955078125,636.3838623046875,30,3,3,3,16,0.1
Gemma4-E4B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,14,0.275,0.375,0.325,39,4,16,16,0.19999999999999998,0.23333333333333334,0.7030853242126774,-1.5299196717625272,532.873046875,757.9066558837891,30,3,3,3,16,0.1
Gemma4-E4B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,15,0.375,0.4,0.3875,39,4,16,16,0.26666666666666666,0.3,0.617804936623653,-2.091486257531729,516.7462158203125,836.4229309082032,30,3,3,3,16,0.1
Gemma4-E4B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,16,0.425,0.375,0.4,39,4,16,16,0.3666666666666667,0.33333333333333337,0.7839699890470325,-1.0570056211241745,540.2125244140625,689.072964477539,30,3,3,3,16,0.1
Gemma4-E4B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,17,0.4333333333333333,0.425,0.42916666666666664,39,4,16,16,0.30000000000000004,0.3333333333333333,0.9094786871658856,-0.4120747379093456,512.5689697265625,563.585466003418,30,3,3,3,16,0.1
Gemma4-E4B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,18,0.4333333333333333,0.4,0.41666666666666663,39,4,16,16,0.33333333333333337,0.36666666666666664,0.8461414651757931,-0.7255702182017891,497.57611083984375,588.0530990600586,30,3,3,3,16,0.1
Gemma4-E4B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,19,0.35833333333333334,0.35833333333333334,0.35833333333333334,39,4,16,16,0.3,0.4,0.8256861538606339,-0.8318499813672858,535.4417724609375,648.4809875488281,30,3,3,3,16,0.1
Gemma4-E4B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,20,0.33333333333333337,0.38333333333333336,0.3583333333333334,39,4,16,16,0.36666666666666664,0.36666666666666664,0.9222360393599739,-0.3515791032161702,545.701171875,591.7152969360352,30,3,3,3,16,0.1
Gemma4-E4B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,21,0.30833333333333335,0.38333333333333336,0.3458333333333333,39,4,16,16,0.33333333333333337,0.3333333333333333,0.951381921853579,-0.2164510529558713,464.56512451171875,488.3056045532227,30,3,3,3,16,0.1
Gemma4-E4B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,22,0.33333333333333337,0.35833333333333334,0.3458333333333333,39,4,16,16,0.33333333333333337,0.36666666666666664,1.1286982857295067,0.5257786543733887,416.7835998535156,369.26041717529296,30,3,3,3,16,0.1
Gemma4-E4B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,23,0.425,0.4916666666666667,0.45833333333333337,39,4,16,16,0.36666666666666664,0.4,1.1846250342405098,0.7358090618575521,705.0252075195312,595.1463012695312,30,3,3,3,16,0.1
Gemma4-E4B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,24,0.4916666666666667,0.4916666666666667,0.4916666666666667,39,4,16,16,0.36666666666666664,0.39999999999999997,0.833938533047767,-0.7886595864516635,726.0887451171875,870.6741760253906,30,3,3,3,16,0.1
Gemma4-E4B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,25,0.4916666666666667,0.5166666666666667,0.5041666666666667,39,4,16,16,0.3333333333333333,0.39999999999999997,0.7596177937016281,-1.1940487066498322,753.2837524414062,991.6615417480468,30,3,3,3,16,0.1
Gemma4-E4B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,26,0.4083333333333333,0.4583333333333333,0.43333333333333335,39,4,16,16,0.26666666666666666,0.36666666666666664,0.5837545824434965,-2.3376969722306833,798.8106079101562,1368.401434326172,30,3,3,3,16,0.1
Gemma4-E4B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,27,0.525,0.5083333333333333,0.5166666666666666,39,4,16,16,0.3,0.3333333333333333,0.6227140843599072,-2.05711311425517,748.8635864257812,1202.5801330566405,30,3,3,3,16,0.1
Gemma4-E4B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,28,0.5,0.525,0.5125,39,4,16,16,0.33333333333333337,0.3333333333333333,0.6939131972017792,-1.5869485279303435,608.1449584960938,876.3991821289062,30,3,3,3,16,0.1
Gemma4-E4B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,29,0.475,0.45,0.4625,39,4,16,16,0.3666666666666667,0.2333333333333333,0.8464445001922007,-0.7240151251128912,513.00439453125,606.0697357177735,30,3,3,3,16,0.1
Gemma4-E4B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,30,0.475,0.475,0.475,39,4,16,16,0.30000000000000004,0.23333333333333334,0.5411334075717792,-2.666956535074278,607.8809814453125,1123.347723388672,30,3,3,3,16,0.1
Gemma4-E4B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,31,0.475,0.5,0.4875,39,4,16,16,0.2333333333333333,0.2666666666666667,0.5133415202031214,-2.8959360761562625,580.5081787109375,1130.8420532226562,30,3,3,3,16,0.1
Gemma4-E4B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,32,0.425,0.525,0.475,39,4,16,16,0.3,0.3,0.473913891619384,-3.2430056084012144,604.6427001953125,1275.8492858886718,30,3,3,3,16,0.1
Gemma4-E4B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,33,0.45,0.45,0.45,39,4,16,16,0.3,0.3,0.5544520257159615,-2.561360254718707,563.5169677734375,1016.3493713378906,30,3,3,3,16,0.1
Gemma4-E4B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,34,0.45,0.45,0.45,39,4,16,16,0.3333333333333333,0.3,0.5750652994919616,-2.4028283774714416,576.9146728515625,1003.2159362792969,30,3,3,3,16,0.1
Gemma4-E4B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,35,0.5,0.425,0.4625,39,4,16,16,0.2666666666666667,0.36666666666666664,0.5702885390602165,-2.4390535622993923,541.8280639648438,950.0946044921875,30,3,3,3,16,0.1
Gemma4-E4B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,36,0.5,0.475,0.4875,39,4,16,16,0.26666666666666666,0.36666666666666664,0.5412532814286932,-2.6659945765556796,603.2566528320312,1114.5551879882812,30,3,3,3,16,0.1
Gemma4-E4B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,37,0.475,0.475,0.475,39,4,16,16,0.26666666666666666,0.36666666666666664,0.3728301391680894,-4.284889870226833,603.9775390625,1619.9804565429688,30,3,3,3,16,0.1
Gemma4-E4B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,38,0.475,0.45,0.4625,39,4,16,16,0.26666666666666666,0.36666666666666664,0.5341858895525454,-2.723075879926735,618.403076171875,1157.655206298828,30,3,3,3,16,0.1
Gemma4-E4B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,39,0.475,0.45,0.4625,39,4,16,16,0.3,0.36666666666666664,0.48900617239059063,-3.1068565903945604,655.6661376953125,1340.813623046875,30,3,3,3,16,0.1
Gemma4-E4B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,40,0.45,0.475,0.4625,39,4,16,16,0.3,0.36666666666666664,0.7725151205510018,-1.120930113107694,603.972412109375,781.8260070800782,30,3,3,3,16,0.1
Gemma4-E4B,indexed,claim_grade,1 2 3 4 5 6 7 8 9 10,10,city_end,entity_endpoint,41,0.45,0.475,0.4625,39,4,16,16,0.3,0.26666666666666666,0.24146652319225406,-6.171430711263613,509.6808166503906,2110.77216796875,30,3,3,3,16,0.1
Gemma4-E4B,bullet,claim_grade,1 2 3 4 5 6 7 8 9,9,city_end,entity_endpoint,0,0.08941120607787274,0.06481481481481481,0.07711301044634378,67,13,16,16,0.14814814814814814,0.018518518518518517,0.40435168296868507,-3.9324074495476955,178.298828125,440.94988505045575,29,6,2,6,16,0.1111111111111111
Gemma4-E4B,bullet,claim_grade,1 2 3 4 5 6 7 8 9,9,city_end,entity_endpoint,1,0.06030389363722696,0.1289173789173789,0.09461063627730293,67,13,16,16,0.14814814814814814,0.037037037037037035,0.24202940930957054,-6.1613185912352675,179.76962280273438,742.7594163682726,29,6,2,6,16,0.1111111111111111
Gemma4-E4B,bullet,claim_grade,1 2 3 4 5 6 7 8 9,9,city_end,entity_endpoint,2,0.1454178537511871,0.21168091168091166,0.17854938271604937,67,13,16,16,0.16666666666666663,0.12962962962962962,0.20416531732840454,-6.900180319464292,178.297119140625,873.2977837456597,29,6,2,6,16,0.1111111111111111
Gemma4-E4B,bullet,claim_grade,1 2 3 4 5 6 7 8 9,9,city_end,entity_endpoint,3,0.18143399810066477,0.18924501424501425,0.1853395061728395,67,13,16,16,0.24074074074074073,0.20370370370370366,0.23436975512499691,-6.300984337367784,150.82298278808594,643.5257941351997,29,6,2,6,16,0.1111111111111111
Gemma4-E4B,bullet,claim_grade,1 2 3 4 5 6 7 8 9,9,city_end,entity_endpoint,4,0.203656220322887,0.23461538461538461,0.2191358024691358,67,13,16,16,0.25925925925925924,0.18518518518518517,0.2753471240280072,-5.601194553195771,176.9663543701172,642.7027520073784,29,6,2,6,16,0.1111111111111111
Gemma4-E4B,bullet,claim_grade,1 2 3 4 5 6 7 8 9,9,city_end,entity_endpoint,5,0.1322412155745489,0.08881766381766382,0.11052943969610636,67,13,16,16,0.18518518518518517,0.09259259259259259,0.32415093679997414,-4.892527189431643,175.68638610839844,541.9894443088108,29,6,2,6,16,0.1111111111111111
Gemma4-E4B,bullet,claim_grade,1 2 3 4 5 6 7 8 9,9,city_end,entity_endpoint,6,0.1475783475783476,0.14520417853751189,0.14639126305792974,67,13,16,16,0.24074074074074073,0.16666666666666666,0.3220363673178804,-4.920950809947458,171.6239013671875,532.9332919650608,29,6,2,6,16,0.1111111111111111
Gemma4-E4B,bullet,claim_grade,1 2 3 4 5 6 7 8 9,9,city_end,entity_endpoint,7,0.23390313390313391,0.21146723646723645,0.22268518518518518,67,13,16,16,0.40740740740740733,0.18518518518518517,0.23368910605148277,-6.313615327596894,167.3505096435547,716.1245659722222,29,6,2,6,16,0.1111111111111111
Gemma4-E4B,bullet,claim_grade,1 2 3 4 5 6 7 8 9,9,city_end,entity_endpoint,8,0.2895773979107312,0.21346153846153845,0.25151946818613485,67,13,16,16,0.2962962962962963,0.16666666666666666,0.20951635286508308,-6.787820744546988,215.9010772705078,1030.4736328125,29,6,2,6,16,0.1111111111111111
Gemma4-E4B,bullet,claim_grade,1 2 3 4 5 6 7 8 9,9,city_end,entity_endpoint,9,0.2331908831908832,0.28176638176638175,0.25747863247863245,67,13,16,16,0.16666666666666663,0.16666666666666663,0.23972944428285356,-6.202786213512606,236.5904998779297,986.9063042534722,29,6,2,6,16,0.1111111111111111
Gemma4-E4B,bullet,claim_grade,1 2 3 4 5 6 7 8 9,9,city_end,entity_endpoint,10,0.2348528015194682,0.32827635327635324,0.28156457739791074,67,13,16,16,0.3333333333333333,0.24074074074074073,0.25898518514996177,-5.867250783575208,224.56968688964844,867.114027235243,29,6,2,6,16,0.1111111111111111
Gemma4-E4B,bullet,claim_grade,1 2 3 4 5 6 7 8 9,9,city_end,entity_endpoint,11,0.27426400759734093,0.269017094017094,0.2716405508072175,67,13,16,16,0.4074074074074074,0.2222222222222222,0.2641462985974708,-5.781554705721824,206.88980102539062,783.2394476996528,29,6,2,6,16,0.1111111111111111
Gemma4-E4B,bullet,claim_grade,1 2 3 4 5 6 7 8 9,9,city_end,entity_endpoint,12,0.2965811965811966,0.25975783475783476,0.27816951566951564,67,13,16,16,0.37037037037037035,0.20370370370370366,0.24802808686704464,-6.0549913659034775,205.9661407470703,830.4145846896702,29,6,2,6,16,0.1111111111111111
Gemma4-E4B,bullet,claim_grade,1 2 3 4 5 6 7 8 9,9,city_end,entity_endpoint,13,0.32723171889838554,0.22827635327635332,0.2777540360873694,67,13,16,16,0.20370370370370366,0.2962962962962963,0.25516076558200074,-5.931861034664761,233.20249938964844,913.9434068467882,29,6,2,6,16,0.1111111111111111
Gemma4-E4B,bullet,claim_grade,1 2 3 4 5 6 7 8 9,9,city_end,entity_endpoint,14,0.31716524216524217,0.269017094017094,0.2930911680911681,67,13,16,16,0.2777777777777778,0.3333333333333333,0.29419503107623957,-5.313646667355929,281.36676025390625,956.3953518337673,29,6,2,6,16,0.1111111111111111
Gemma4-E4B,bullet,claim_grade,1 2 3 4 5 6 7 8 9,9,city_end,entity_endpoint,15,0.25049857549857557,0.3143874643874644,0.28244301994302,67,13,16,16,0.31481481481481477,0.2962962962962963,0.3096838890207484,-5.090813877700693,296.76275634765625,958.276380750868,29,6,2,6,16,0.1111111111111111
Gemma4-E4B,bullet,claim_grade,1 2 3 4 5 6 7 8 9,9,city_end,entity_endpoint,16,0.41963437796771136,0.3359924026590693,0.37781339031339034,67,13,16,16,0.4074074074074074,0.37037037037037035,0.4262689703323988,-3.70316280076036,332.0687255859375,779.012193467882,29,6,2,6,16,0.1111111111111111
Gemma4-E4B,bullet,claim_grade,1 2 3 4 5 6 7 8 9,9,city_end,entity_endpoint,17,0.3659306742640076,0.3554368471035138,0.36068376068376073,67,13,16,16,0.4074074074074074,0.2777777777777778,0.4892054723093232,-3.1050869353998385,340.1501159667969,695.3113471137153,29,6,2,6,16,0.1111111111111111
Gemma4-E4B,bullet,claim_grade,1 2 3 4 5 6 7 8 9,9,city_end,entity_endpoint,18,0.3718898385565052,0.31531339031339034,0.34360161443494774,67,13,16,16,0.48148148148148145,0.37037037037037035,0.3956135672213935,-4.027288230699254,313.8293762207031,793.2725321451823,29,6,2,6,16,0.1111111111111111
Gemma4-E4B,bullet,claim_grade,1 2 3 4 5 6 7 8 9,9,city_end,entity_endpoint,19,0.40914055080721745,0.3606837606837606,0.38491215574548904,67,13,16,16,0.3888888888888889,0.4444444444444444,0.4674741262319976,-3.302424214666122,375.9786376953125,804.2768927680122,29,6,2,6,16,0.1111111111111111
Gemma4-E4B,bullet,claim_grade,1 2 3 4 5 6 7 8 9,9,city_end,entity_endpoint,20,0.38670465337132004,0.32858499525166196,0.357644824311491,67,13,16,16,0.31481481481481477,0.31481481481481477,0.3810617540962651,-4.19004637736529,323.50091552734375,848.9461669921875,29,6,2,6,16,0.1111111111111111
Gemma4-E4B,bullet,claim_grade,1 2 3 4 5 6 7 8 9,9,city_end,entity_endpoint,21,0.38516144349477677,0.33321462488129155,0.35918803418803413,67,13,16,16,0.31481481481481477,0.24074074074074073,0.38496378999703507,-4.145801186578502,314.27783203125,816.3828396267361,29,6,2,6,16,0.1111111111111111
Gemma4-E4B,bullet,claim_grade,1 2 3 4 5 6 7 8 9,9,city_end,entity_endpoint,22,0.3622269705603039,0.31932573599240266,0.34077635327635325,67,13,16,16,0.37037037037037035,0.27777777777777773,0.31953868107213423,-4.9547656173293975,231.6200408935547,724.8575981987847,29,6,2,6,16,0.1111111111111111
Gemma4-E4B,bullet,claim_grade,1 2 3 4 5 6 7 8 9,9,city_end,entity_endpoint,23,0.41469610636277304,0.37951092117758783,0.39710351377018044,67,13,16,16,0.4074074074074074,0.4074074074074074,0.2752457871004448,-5.602793195970163,337.5971374511719,1226.5297173394097,29,6,2,6,16,0.1111111111111111
Gemma4-E4B,bullet,claim_grade,1 2 3 4 5 6 7 8 9,9,city_end,entity_endpoint,24,0.4239553656220323,0.37951092117758783,0.40173314339981003,67,13,16,16,0.537037037037037,0.3703703703703704,0.21274595248149822,-6.721386936719148,294.5938720703125,1384.7213948567708,29,6,2,6,16,0.1111111111111111
Gemma4-E4B,bullet,claim_grade,1 2 3 4 5 6 7 8 9,9,city_end,entity_endpoint,25,0.41839981006647675,0.36716524216524216,0.39278252611585945,67,13,16,16,0.5555555555555556,0.4074074074074074,0.18629619899224933,-7.297960059386038,274.0214538574219,1470.8912760416667,29,6,2,6,16,0.1111111111111111
Gemma4-E4B,bullet,claim_grade,1 2 3 4 5 6 7 8 9,9,city_end,entity_endpoint,26,0.4591405508072175,0.31932573599240266,0.3892331433998101,67,13,16,16,0.5185185185185185,0.3703703703703704,0.17002040816877242,-7.694989455445265,256.3718566894531,1507.8887261284722,29,6,2,6,16,0.1111111111111111
Gemma4-E4B,bullet,claim_grade,1 2 3 4 5 6 7 8 9,9,city_end,entity_endpoint,27,0.4239553656220323,0.31469610636277306,0.3693257359924027,67,13,16,16,0.5185185185185185,0.3333333333333333,0.15662344080355908,-8.051432394058128,230.07693481445312,1468.9814860026042,29,6,2,6,16,0.1111111111111111
Gemma4-E4B,bullet,claim_grade,1 2 3 4 5 6 7 8 9,9,city_end,entity_endpoint,28,0.41623931623931626,0.3162393162393162,0.36623931623931627,67,13,16,16,0.4259259259259259,0.3333333333333333,0.15153695785064916,-8.194814355895447,209.24420166015625,1380.8130018446182,29,6,2,6,16,0.1111111111111111
Gemma4-E4B,bullet,claim_grade,1 2 3 4 5 6 7 8 9,9,city_end,entity_endpoint,29,0.3955603038936373,0.2869183285849953,0.34123931623931625,67,13,16,16,0.5185185185185185,0.2222222222222222,0.11982098165403031,-9.214671266987324,186.8109588623047,1559.0838623046875,29,6,2,6,16,0.1111111111111111
Gemma4-E4B,bullet,claim_grade,1 2 3 4 5 6 7 8 9,9,city_end,entity_endpoint,30,0.40698005698005696,0.2591405508072175,0.3330603038936372,67,13,16,16,0.5555555555555556,0.18518518518518517,0.11255755239371683,-9.486253593673764,185.90219116210938,1651.6189914279514,29,6,2,6,16,0.1111111111111111
Gemma4-E4B,bullet,claim_grade,1 2 3 4 5 6 7 8 9,9,city_end,entity_endpoint,31,0.4437084520417854,0.2329059829059829,0.33830721747388415,67,13,16,16,0.48148148148148145,0.18518518518518517,0.10555685564532546,-9.765135551346628,181.03106689453125,1715.010036892361,29,6,2,6,16,0.1111111111111111
Gemma4-E4B,bullet,claim_grade,1 2 3 4 5 6 7 8 9,9,city_end,entity_endpoint,32,0.3029677113010446,0.2467948717948718,0.2748812915479582,67,13,16,16,0.48148148148148145,0.18518518518518517,0.09976456992422968,-10.010236653092004,172.8289337158203,1732.3678521050347,29,6,2,6,16,0.1111111111111111
Gemma4-E4B,bullet,claim_grade,1 2 3 4 5 6 7 8 9,9,city_end,entity_endpoint,33,0.32281576448243116,0.2606837606837607,0.29174976258309593,67,13,16,16,0.5,0.18518518518518517,0.10319560364136703,-9.863388042104031,173.42950439453125,1680.5900472005208,29,6,2,6,16,0.1111111111111111
Gemma4-E4B,bullet,claim_grade,1 2 3 4 5 6 7 8 9,9,city_end,entity_endpoint,34,0.3659306742640076,0.2467948717948718,0.3063627730294397,67,13,16,16,0.4629629629629629,0.18518518518518517,0.10135980851957484,-9.94134218556448,170.33827209472656,1680.5307210286458,29,6,2,6,16,0.1111111111111111
Gemma4-E4B,bullet,claim_grade,1 2 3 4 5 6 7 8 9,9,city_end,entity_endpoint,35,0.3413342830009497,0.2452516619183286,0.29329297245963915,67,13,16,16,0.4629629629629629,0.18518518518518517,0.09332062680003342,-10.30022352873553,154.57455444335938,1656.3814425998264,29,6,2,6,16,0.1111111111111111
Gemma4-E4B,bullet,claim_grade,1 2 3 4 5 6 7 8 9,9,city_end,entity_endpoint,36,0.3675688509021842,0.2591405508072175,0.31335470085470085,67,13,16,16,0.4444444444444444,0.18518518518518517,0.08553169949315824,-10.678728985640278,146.6448516845703,1714.5088026258682,29,6,2,6,16,0.1111111111111111
Gemma4-E4B,bullet,claim_grade,1 2 3 4 5 6 7 8 9,9,city_end,entity_endpoint,37,0.3635565052231719,0.2452516619183286,0.3044040835707502,67,13,16,16,0.5185185185185185,0.18518518518518517,0.08497474244776519,-10.707101430577463,149.63438415527344,1760.9277750651042,29,6,2,6,16,0.1111111111111111
Gemma4-E4B,bullet,claim_grade,1 2 3 4 5 6 7 8 9,9,city_end,entity_endpoint,38,0.38321462488129154,0.2591405508072175,0.32117758784425454,67,13,16,16,0.4259259259259259,0.18518518518518517,0.08424142575411686,-10.744742914913063,146.779052734375,1742.3619249131943,29,6,2,6,16,0.1111111111111111
Gemma4-E4B,bullet,claim_grade,1 2 3 4 5 6 7 8 9,9,city_end,entity_endpoint,39,0.3761158594491928,0.2606837606837607,0.3183998100664768,67,13,16,16,0.3888888888888889,0.18518518518518517,0.08603868038795841,-10.653062591937202,147.40321350097656,1713.2202962239583,29,6,2,6,16,0.1111111111111111
Gemma4-E4B,bullet,claim_grade,1 2 3 4 5 6 7 8 9,9,city_end,entity_endpoint,40,0.36293922127255457,0.2467948717948718,0.3048670465337132,67,13,16,16,0.38888888888888884,0.18518518518518517,0.08649024460883954,-10.630328746331516,146.13906860351562,1689.6595594618057,29,6,2,6,16,0.1111111111111111
Gemma4-E4B,bullet,claim_grade,1 2 3 4 5 6 7 8 9,9,city_end,entity_endpoint,41,0.36849477682811016,0.2591405508072175,0.31381766381766385,67,13,16,16,0.4444444444444444,0.18518518518518517,0.07561764130553641,-11.21376873442223,130.3352508544922,1723.6090494791667,29,6,2,6,16,0.1111111111111111
Gemma4-E4B,audit_sentence,exploratory_only,1 2 3 4 5 6 7 8,8,city_end,entity_endpoint,0,0.041666666666666664,0.041666666666666664,0.041666666666666664,24,3,8,8,0.0,0.0,,,786.7178955078125,0.0,8,1,1,1,16,0.125
Gemma4-E4B,audit_sentence,exploratory_only,1 2 3 4 5 6 7 8,8,city_end,entity_endpoint,1,0.041666666666666664,0.08333333333333333,0.0625,24,3,8,8,0.0,0.125,,,977.2913818359375,0.0,8,1,1,1,16,0.125
Gemma4-E4B,audit_sentence,exploratory_only,1 2 3 4 5 6 7 8,8,city_end,entity_endpoint,2,0.125,0.125,0.125,24,3,8,8,0.0,0.125,,,878.8539428710938,0.0,8,1,1,1,16,0.125
Gemma4-E4B,audit_sentence,exploratory_only,1 2 3 4 5 6 7 8,8,city_end,entity_endpoint,3,0.16666666666666666,0.16666666666666666,0.16666666666666666,24,3,8,8,0.0,0.125,,,720.777099609375,0.0,8,1,1,1,16,0.125
Gemma4-E4B,audit_sentence,exploratory_only,1 2 3 4 5 6 7 8,8,city_end,entity_endpoint,4,0.125,0.041666666666666664,0.08333333333333333,24,3,8,8,0.0,0.125,,,874.9571533203125,0.0,8,1,1,1,16,0.125
Gemma4-E4B,audit_sentence,exploratory_only,1 2 3 4 5 6 7 8,8,city_end,entity_endpoint,5,0.08333333333333333,0.0,0.041666666666666664,24,3,8,8,0.125,0.125,,,648.6823120117188,0.0,8,1,1,1,16,0.125
Gemma4-E4B,audit_sentence,exploratory_only,1 2 3 4 5 6 7 8,8,city_end,entity_endpoint,6,0.041666666666666664,0.08333333333333333,0.0625,24,3,8,8,0.125,0.125,,,526.0734252929688,0.0,8,1,1,1,16,0.125
Gemma4-E4B,audit_sentence,exploratory_only,1 2 3 4 5 6 7 8,8,city_end,entity_endpoint,7,0.125,0.125,0.125,24,3,8,8,0.125,0.125,,,603.2467041015625,0.0,8,1,1,1,16,0.125
