model_label,pooling,layer,metric,family,mean,ci95_low,ci95_high,exact_sign_flip_p,seed_units,scope
Qwen3-8B,span_end,30,accuracy_damage_specificity,retention,0.060000001639127734,-0.030000000447034835,0.1600000038743019,0.34375,10,exploratory_layerwise_no_layer_selection
Qwen3-8B,span_end,30,relative_rms_specificity,deformation,0.7608400996774435,0.7421454038470984,0.7769858772028237,0.001953125,10,exploratory_layerwise_no_layer_selection
Qwen3-8B,span_end,30,cosine_specificity,deformation,0.34697227359283717,0.3327736750635086,0.35928063695318996,0.001953125,10,exploratory_layerwise_no_layer_selection
Qwen3-8B,span_end,31,correct_distance_specificity,retention,0.6276910364627838,0.571093989610672,0.6833438146114349,0.001953125,10,exploratory_layerwise_no_layer_selection
Qwen3-8B,span_end,31,margin_damage_specificity,retention,0.38369517363607886,0.35074023829773066,0.416200985647738,0.001953125,10,exploratory_layerwise_no_layer_selection
Qwen3-8B,span_end,31,accuracy_damage_specificity,retention,0.030000001937150956,-0.020000000298023225,0.09000000357627869,0.375,10,exploratory_layerwise_no_layer_selection
Qwen3-8B,span_end,31,relative_rms_specificity,deformation,0.7110558833926917,0.6946639930829406,0.7263616800308228,0.001953125,10,exploratory_layerwise_no_layer_selection
Qwen3-8B,span_end,31,cosine_specificity,deformation,0.3059484308469109,0.2944438420329243,0.3158417646453017,0.001953125,10,exploratory_layerwise_no_layer_selection
Qwen3-8B,span_end,32,correct_distance_specificity,retention,0.6566338658332824,0.6006668777763843,0.7127528129518031,0.001953125,10,exploratory_layerwise_no_layer_selection
Qwen3-8B,span_end,32,margin_damage_specificity,retention,0.388959664106369,0.36009421246126294,0.41866403110325334,0.001953125,10,exploratory_layerwise_no_layer_selection
Qwen3-8B,span_end,32,accuracy_damage_specificity,retention,0.040000001341104506,-0.010000000149011612,0.09000000357627869,0.3125,10,exploratory_layerwise_no_layer_selection
Qwen3-8B,span_end,32,relative_rms_specificity,deformation,0.7070737216621638,0.6902000159025192,0.7230250685103238,0.001953125,10,exploratory_layerwise_no_layer_selection
Qwen3-8B,span_end,32,cosine_specificity,deformation,0.2980737048550509,0.2873528102273121,0.3080109572969377,0.001953125,10,exploratory_layerwise_no_layer_selection
Qwen3-8B,span_end,33,correct_distance_specificity,retention,0.7132049858570099,0.651287978887558,0.7735720533132553,0.001953125,10,exploratory_layerwise_no_layer_selection
Qwen3-8B,span_end,33,margin_damage_specificity,retention,0.3882649574428797,0.36125601828098297,0.4168131373822689,0.001953125,10,exploratory_layerwise_no_layer_selection
Qwen3-8B,span_end,33,accuracy_damage_specificity,retention,0.04000000059604645,0.010000000149011612,0.07000000104308128,0.125,10,exploratory_layerwise_no_layer_selection
