model_label,mode,layer,n_confirmation,n_confirmation_seed_clusters,min_confirmation_per_class,max_confirmation_per_class,pca_components,logistic_accuracy,logistic_balanced_accuracy,ncc_accuracy,ncc_balanced_accuracy,nc4_probe_ncc_disagreement,nc1_trace_sigmaw_sigmab_pinv_over_c,nc2_etf_gram_relative_error,nc2_centered_centroid_norm_cv,pillai_trace_regularized,lawley_hotelling_trace_regularized,wilks_lambda_regularized,wilks_log_separation_regularized,covariance_ridge,covariance_ridge_attempts,covariance_min_eigenvalue_before_ridge,covariance_within_scale
Qwen3-8B,non_thinking,0,100,10,10,10,16,0.31,0.31,0.32,0.32000000000000006,0.45,58968369.40857534,1.7938646078109741,0.4907090365886688,1.8841479068373572,13.35015909078434,0.026027466985149905,3.6486028760764566,0.00016868562150001526,1,16.32172440715212,168.68562150001526
Qwen3-8B,native_thinking,0,92,10,9,10,16,0.17391304347826086,0.17222222222222222,0.13043478260869565,0.12777777777777777,0.6521739130434783,6079112.341688004,1.1674925088882446,0.3701711893081665,1.411594384567374,1.9441373633805883,0.19317745880535075,1.6441460368606773,9.679203569889068e-05,1,0.7708738770495797,96.79203569889069
Qwen3-8B,non_thinking,1,100,10,10,10,16,0.42,0.42000000000000004,0.34,0.34,0.46,109447765.85707524,2.0479259490966797,0.8423926830291748,2.5957680270879835,46.543519909260716,0.0017975812970853335,6.321313241527936,0.00012125270652770995,1,5.171104864122847,121.25270652770996
Qwen3-8B,native_thinking,1,92,10,9,10,16,0.14130434782608695,0.1388888888888889,0.07608695652173914,0.07444444444444445,0.75,-536681169.3780104,0.8956405520439148,0.27068930864334106,1.41416564111734,1.8130374703980063,0.20304974473139303,1.594304282021795,0.00011234600210189819,1,0.8629448563157446,112.3460021018982
Qwen3-8B,non_thinking,2,100,10,10,10,16,0.43,0.43,0.39,0.38999999999999996,0.54,-41597358.40303338,1.993263840675354,0.9004753232002258,2.4918525359268586,61.6482771707652,0.0013011452429357011,6.644510446224341,0.00010981862628459929,1,4.743422578437225,109.8186262845993
Qwen3-8B,native_thinking,2,92,10,9,10,16,0.16304347826086957,0.1588888888888889,0.10869565217391304,0.10777777777777778,0.7282608695652174,105667553.30202925,0.8875617384910583,0.29009178280830383,1.6822025537151521,2.537014818613208,0.13114785052058767,2.0314299622767797,0.00010348956954479217,1,1.2143560047226734,103.48956954479218
Qwen3-8B,non_thinking,3,100,10,10,10,16,0.46,0.4600000000000001,0.39,0.39,0.5,7027986.873199356,2.167428970336914,0.8719552159309387,2.4031125409198513,93.79673726559393,0.0007544600122999453,7.189508280100632,0.00010792633938789367,1,5.424692859597227,107.92633938789368
Qwen3-8B,native_thinking,3,92,10,9,10,16,0.18478260869565216,0.18222222222222223,0.14130434782608695,0.14111111111111113,0.6956521739130435,-152920717.2534266,0.8450505137443542,0.2766462564468384,1.7907671338223958,2.9733843641737976,0.10648905073796569,2.239713109090118,9.003540241718292e-05,1,0.5989642508615981,90.03540241718292
Qwen3-8B,non_thinking,4,100,10,10,10,16,0.56,0.5599999999999999,0.41,0.41000000000000003,0.54,98526270.48488884,2.0932796001434326,0.8067277073860168,2.3961727152120758,94.55017370040348,0.0007645959084084913,7.176163087999969,0.0001034839140176773,1,3.5160797151939978,103.48391401767731
Qwen3-8B,native_thinking,4,92,10,9,10,16,0.2391304347826087,0.23333333333333334,0.17391304347826086,0.17333333333333334,0.782608695652174,463541292.135194,0.7368192672729492,0.33206912875175476,1.791816648424883,3.198775207099548,0.09963501828367084,2.3062415869910993,7.9493621468544e-05,1,0.8260267024396324,79.493621468544
Qwen3-8B,non_thinking,5,100,10,10,10,16,0.57,0.5700000000000001,0.43,0.43000000000000005,0.52,53824184.832747266,2.1228485107421875,0.8343894481658936,2.5536862686670307,123.31709566230113,0.00039037465623007714,7.848403622976015,8.840282809734344e-05,1,4.8733659834262655,88.40282809734344
Qwen3-8B,native_thinking,5,92,10,9,10,16,0.2391304347826087,0.23222222222222225,0.21739130434782608,0.21222222222222223,0.6630434782608695,-12829640.182033664,0.7732464075088501,0.4250100255012512,1.8457078328201768,3.385340940006347,0.09075651014290757,2.3995750712982313,8.013216120004654e-05,1,0.7988154907686015,80.13216120004654
Qwen3-8B,non_thinking,6,100,10,10,10,16,0.56,0.5599999999999999,0.41,0.41000000000000003,0.53,-3617802.311474836,2.1413512229919434,0.8292137384414673,2.637748433519755,135.43022107241785,0.0002851313896648479,8.162560467563132,8.249551457166672e-05,1,4.725126475516423,82.49551457166672
Qwen3-8B,native_thinking,6,92,10,9,10,16,0.32608695652173914,0.32,0.22826086956521738,0.22333333333333333,0.6195652173913043,320255457.8310808,0.8327624797821045,0.4086313247680664,1.8573152702870859,3.6877152394965096,0.08395336073906663,2.4774938636325143,7.642569625377654e-05,1,1.168538619461554,76.42569625377655
Qwen3-8B,non_thinking,7,100,10,10,10,16,0.6,0.6,0.44,0.44000000000000006,0.4,3897099.4274179293,2.0723869800567627,0.7996642589569092,2.824030114510724,153.38641377659138,0.00016914228961339132,8.6847702469075,7.275806391239167e-05,1,5.001416404564946,72.75806391239166
