model_label,layer,mode,metric,estimand,estimate,jackknife_se,ci_low_normal,ci_high_normal,jackknife_seed_count
Qwen3-8B,0,non_thinking,centroid_nearest_squared,quality_slope_per_index,-62.33549573493726,34.220094424000415,-129.40688080597806,4.735889336103547,10
Qwen3-8B,0,non_thinking,centroid_nearest_squared,quality_spearman,-0.38415348299103563,0.512456641238165,-1.388568499817839,0.6202615338357678,10
Qwen3-8B,0,non_thinking,centroid_nearest_squared,late_8_10_minus_early_1_3,-461.00744120279955,230.7851351615793,-913.346306119495,-8.668576286104155,10
Qwen3-8B,0,non_thinking,class_nc1_ratio,quality_slope_per_index,0.5231533035952947,0.5466487578043723,-0.5482782617012749,1.5945848688918642,10
Qwen3-8B,0,non_thinking,class_nc1_ratio,quality_spearman,0.0303030303030303,0.2648311484513909,-0.48876602066169583,0.5493720812677564,10
Qwen3-8B,0,non_thinking,class_nc1_ratio,late_8_10_minus_early_1_3,0.8767613775955105,1.750011873790052,-2.5532618950329913,4.306784650224012,10
Qwen3-8B,0,non_thinking,fisher_nearest,quality_slope_per_index,-0.009783222934119595,0.024344905527573013,-0.0574992377681627,0.03793279189992351,10
Qwen3-8B,0,non_thinking,fisher_nearest,quality_spearman,-0.41818181818181815,0.38490526901525063,-1.1725961454517093,0.33623250908807306,10
Qwen3-8B,0,non_thinking,fisher_nearest,late_8_10_minus_early_1_3,-0.06818731783835867,0.18331897022102445,-0.4274924994715666,0.2911178637948492,10
Qwen3-8B,0,non_thinking,logistic_f1,quality_slope_per_index,-0.03635405561383606,0.01749234067607399,-0.07063904333894108,-0.002069067888731041,10
Qwen3-8B,0,non_thinking,logistic_f1,quality_spearman,-0.3939393939393939,0.26477385069096165,-0.9128961412936788,0.12501735341489095,10
Qwen3-8B,0,non_thinking,logistic_f1,late_8_10_minus_early_1_3,-0.2116130343684523,0.1310696355954159,-0.4685095201354675,0.04528345139856288,10
Qwen3-8B,0,non_thinking,logistic_precision,quality_slope_per_index,-0.038617123617123585,0.018922149242731633,-0.07570453613287759,-0.0015297111013695824,10
Qwen3-8B,0,non_thinking,logistic_precision,quality_spearman,-0.5515151515151515,0.17853571069740598,-0.9014451444820673,-0.20158515854823578,10
Qwen3-8B,0,non_thinking,logistic_precision,late_8_10_minus_early_1_3,-0.22751322751322753,0.14459385341392805,-0.5109171802045265,0.05589072517807145,10
Qwen3-8B,0,non_thinking,logistic_recall,quality_slope_per_index,-0.03454545454545452,0.018002482568657927,-0.06983032038002406,0.000739411289115019,10
Qwen3-8B,0,non_thinking,logistic_recall,quality_spearman,-0.40149268907191515,0.2069069346585755,-0.8070302810027231,0.004044902858892807,10
Qwen3-8B,0,non_thinking,logistic_recall,late_8_10_minus_early_1_3,-0.2,0.13333333333333328,-0.4613333333333332,0.061333333333333184,10
Qwen3-8B,0,non_thinking,mean_bhattacharyya,quality_slope_per_index,-0.13681907679898153,0.047200491961396175,-0.22933204104331803,-0.04430611255464503,10
Qwen3-8B,0,non_thinking,mean_bhattacharyya,quality_spearman,-0.13939393939393938,0.05863460180580764,-0.2543177589333223,-0.02447011985455641,10
Qwen3-8B,0,non_thinking,mean_bhattacharyya,late_8_10_minus_early_1_3,-0.8635211388270059,0.33561233211202834,-1.5213213097665814,-0.20572096788743033,10
Qwen3-8B,0,non_thinking,min_bhattacharyya,quality_slope_per_index,-0.04173944375731727,0.043232650804920204,-0.12647543933496086,0.04299655182032632,10
Qwen3-8B,0,non_thinking,min_bhattacharyya,quality_spearman,-0.5215116512688716,0.5383159658606584,-1.576610944355762,0.533587641818019,10
Qwen3-8B,0,non_thinking,min_bhattacharyya,late_8_10_minus_early_1_3,-0.31898482640584314,0.2742581067830041,-0.8565307157005312,0.21856106288884491,10
Qwen3-8B,0,non_thinking,nc2_class_cosine_deviation,quality_slope_per_index,-0.015634833229444412,0.004984280089390189,-0.02540402220464918,-0.005865644254239643,10
Qwen3-8B,0,non_thinking,nc2_class_cosine_deviation,quality_spearman,-0.3696969696969697,0.31834281641075324,-0.9936488898620459,0.2542549504681066,10
Qwen3-8B,0,non_thinking,nc2_class_cosine_deviation,late_8_10_minus_early_1_3,-0.03190233052512759,0.038485998636102935,-0.10733488785188934,0.04353022680163417,10
Qwen3-8B,0,non_thinking,ncc_recall,quality_slope_per_index,-0.025454545454545393,0.010133281780997533,-0.04531577774530056,-0.005593313163790227,10
Qwen3-8B,0,non_thinking,ncc_recall,quality_spearman,-0.16993235521110622,0.14962568266353046,-0.46319869323162594,0.12333398280941349,10
Qwen3-8B,0,non_thinking,ncc_recall,late_8_10_minus_early_1_3,-0.1333333333333333,0.08888888888888893,-0.3075555555555556,0.040888888888889,10
Qwen3-8B,0,non_thinking,silhouette_cosine,quality_slope_per_index,-0.010732398362773812,0.006206839744343975,-0.022897804261688002,0.0014330075361403787,10
Qwen3-8B,0,non_thinking,silhouette_cosine,quality_spearman,0.07878787878787878,0.16806138193878314,-0.25061242981213616,0.40818818738789375,10
Qwen3-8B,0,non_thinking,silhouette_cosine,late_8_10_minus_early_1_3,-0.05061893289287886,0.05035105727511929,-0.14930700515211268,0.04806913936635496,10
Qwen3-8B,0,non_thinking,within_trace,quality_slope_per_index,251.8113340435606,229.70223930823568,-198.4050550005813,702.0277230877025,10
Qwen3-8B,0,non_thinking,within_trace,quality_spearman,0.6969696969696969,0.4867975973918177,-0.25715359391826575,1.6510929878576595,10
Qwen3-8B,0,non_thinking,within_trace,late_8_10_minus_early_1_3,1757.3188069661458,1462.2976132835988,-1108.7845150697078,4623.422129002,10
Qwen3-8B,0,native_thinking,centroid_nearest_squared,quality_slope_per_index,-0.26886309999408514,4.48838709936408,-9.066101814747682,8.528375614759511,10
Qwen3-8B,0,native_thinking,centroid_nearest_squared,quality_spearman,0.10334394242561099,0.32904824188146053,-0.5415906116620517,0.7482784965132736,10
Qwen3-8B,0,native_thinking,centroid_nearest_squared,late_8_10_minus_early_1_3,-24.997578303019196,63.679881961039,-149.81014694665564,99.81499034061724,10
Qwen3-8B,0,native_thinking,class_nc1_ratio,quality_slope_per_index,-0.3868686061394464,1.4268340761732021,-3.1834633954389226,2.40972618316003,10
Qwen3-8B,0,native_thinking,class_nc1_ratio,quality_spearman,-0.12727272727272726,0.561650460401682,-1.228107629660024,0.9735621751145696,10
Qwen3-8B,0,native_thinking,class_nc1_ratio,late_8_10_minus_early_1_3,-4.089063189841985,7.9364326421658795,-19.644471168487108,11.466344788803138,10
Qwen3-8B,0,native_thinking,fisher_nearest,quality_slope_per_index,-0.001378344945641614,0.01302129696052602,-0.026900086988272613,0.024143397096989386,10
Qwen3-8B,0,native_thinking,fisher_nearest,quality_spearman,-0.0303030303030303,0.5104397715015734,-1.030764982446114,0.9701589218400535,10
Qwen3-8B,0,native_thinking,fisher_nearest,late_8_10_minus_early_1_3,-0.014857023247259384,0.10792119785792018,-0.22638257104878293,0.19666852455426417,10
Qwen3-8B,0,native_thinking,logistic_f1,quality_slope_per_index,-0.02032058780966623,0.010745985450565678,-0.041382719292774955,0.000741543673442497,10
Qwen3-8B,0,native_thinking,logistic_f1,quality_spearman,-0.6969696969696969,0.35074518225742163,-1.3844302541942433,-0.009509139745150552,10
Qwen3-8B,0,native_thinking,logistic_f1,late_8_10_minus_early_1_3,-0.14438797917058788,0.07483117511976009,-0.2910570824053177,0.0022811240641419095,10
Qwen3-8B,0,native_thinking,logistic_precision,quality_slope_per_index,-0.01823055732146641,0.011219231006399169,-0.040220250094008786,0.0037591354510759616,10
Qwen3-8B,0,native_thinking,logistic_precision,quality_spearman,-0.6361123976285639,0.30656670184272444,-1.2369831332403036,-0.035241662016823994,10
Qwen3-8B,0,native_thinking,logistic_precision,late_8_10_minus_early_1_3,-0.1282051282051282,0.06125912515668081,-0.24827301351222258,-0.008137242898033803,10
Qwen3-8B,0,native_thinking,logistic_recall,quality_slope_per_index,-0.022962962962962984,0.014154845713671297,-0.050706460561758725,0.0047805346358327575,10
Qwen3-8B,0,native_thinking,logistic_recall,quality_spearman,-0.6273323266748674,0.4655378362891253,-1.539786485801553,0.2851218324518182,10
Qwen3-8B,0,native_thinking,logistic_recall,late_8_10_minus_early_1_3,-0.16666666666666663,0.10865337342004418,-0.3796272785699532,0.04629394523661995,10
Qwen3-8B,0,native_thinking,mean_bhattacharyya,quality_slope_per_index,-0.03252714917515273,0.06094281178516281,-0.15197506027407182,0.08692076192376637,10
Qwen3-8B,0,native_thinking,mean_bhattacharyya,quality_spearman,-0.2121212121212121,0.20813218940006084,-0.6200603033453314,0.19581787910290716,10
