model_label,mode_native,layer,occurrence,metric,value_native,quality_direction_native,quality_value_native,mode_nonthinking,value_nonthinking,quality_direction_nonthinking,quality_value_nonthinking,native_minus_nonthinking_quality
Qwen3-8B,native_thinking,1,3,class_nc1_ratio,11.362214077137565,lower,-11.362214077137565,non_thinking,6.0618361121170405,lower,-6.0618361121170405,-5.300377965020525
Qwen3-8B,native_thinking,1,3,centroid_nearest_squared,162.008056640625,higher,162.008056640625,non_thinking,274.986328125,higher,274.986328125,-112.978271484375
Qwen3-8B,native_thinking,1,3,fisher_nearest,0.08426143959657209,higher,0.08426143959657209,non_thinking,0.09371872749534149,higher,0.09371872749534149,-0.009457287898769401
Qwen3-8B,native_thinking,1,3,min_bhattacharyya,0.7865719571709633,higher,0.7865719571709633,non_thinking,0.9434247016906738,higher,0.9434247016906738,-0.15685274451971054
Qwen3-8B,native_thinking,1,3,mean_bhattacharyya,1.4619808288084135,higher,1.4619808288084135,non_thinking,2.957848264111413,higher,2.957848264111413,-1.4958674353029995
Qwen3-8B,native_thinking,1,3,nc2_class_cosine_deviation,0.22056013603269317,lower,-0.22056013603269317,non_thinking,0.2957325001925598,lower,-0.2957325001925598,0.07517236415986664
Qwen3-8B,native_thinking,1,4,logistic_precision,0.09090909090909091,higher,0.09090909090909091,non_thinking,0.2,higher,0.2,-0.1090909090909091
Qwen3-8B,native_thinking,1,4,logistic_recall,0.1111111111111111,higher,0.1111111111111111,non_thinking,0.2222222222222222,higher,0.2222222222222222,-0.1111111111111111
Qwen3-8B,native_thinking,1,4,logistic_f1,0.1,higher,0.1,non_thinking,0.21052631578947367,higher,0.21052631578947367,-0.11052631578947367
Qwen3-8B,native_thinking,1,4,ncc_recall,0.0,higher,0.0,non_thinking,0.4444444444444444,higher,0.4444444444444444,-0.4444444444444444
Qwen3-8B,native_thinking,1,4,silhouette_cosine,-0.22230035066604614,higher,-0.22230035066604614,non_thinking,-0.20631414651870728,higher,-0.20631414651870728,-0.015986204147338867
Qwen3-8B,native_thinking,1,4,within_trace,2150.836181640625,lower,-2150.836181640625,non_thinking,2317.03759765625,lower,-2317.03759765625,166.201416015625
Qwen3-8B,native_thinking,1,4,class_nc1_ratio,28.220527896574037,lower,-28.220527896574037,non_thinking,5.454976793606234,lower,-5.454976793606234,-22.7655511029678
Qwen3-8B,native_thinking,1,4,centroid_nearest_squared,125.22770690917969,higher,125.22770690917969,non_thinking,120.52238464355469,higher,120.52238464355469,4.705322265625
Qwen3-8B,native_thinking,1,4,fisher_nearest,0.05822280096369678,higher,0.05822280096369678,non_thinking,0.052015722474881954,higher,0.052015722474881954,0.006207078488814827
