model_label,layer,metric,estimand,native_minus_nonthinking,jackknife_se,ci_low_normal,ci_high_normal,jackknife_seed_count
Qwen3-8B,0,centroid_nearest_squared,quality_slope_per_index,62.066632634943176,35.142436675260136,-6.8125432485666835,130.94580851845302,10
Qwen3-8B,0,centroid_nearest_squared,quality_spearman,0.48749742541664665,0.5481863453091278,-0.5869478113892439,1.5619426622225372,10
Qwen3-8B,0,centroid_nearest_squared,late_8_10_minus_early_1_3,436.0098628997804,252.2787445753157,-58.4564764678384,930.4762022673992,10
Qwen3-8B,0,class_nc1_ratio,quality_slope_per_index,-0.9100219097347411,1.107543080845916,-3.080806348192736,1.260762528723254,10
Qwen3-8B,0,class_nc1_ratio,quality_spearman,-0.15757575757575756,0.4849333259103898,-1.1080450763601215,0.7928935612086064,10
Qwen3-8B,0,class_nc1_ratio,late_8_10_minus_early_1_3,-4.965824567437496,7.464139984334393,-19.595538936732908,9.663889801857914,10
Qwen3-8B,0,fisher_nearest,quality_slope_per_index,0.008404877988477982,0.029430026035373313,-0.04927797304085371,0.06608772901780967,10
Qwen3-8B,0,fisher_nearest,quality_spearman,0.3878787878787879,0.7533155364922863,-1.0886196636460932,1.864377239403669,10
Qwen3-8B,0,fisher_nearest,late_8_10_minus_early_1_3,0.05333029459109929,0.22577755964088633,-0.3891937223050379,0.49585431148723647,10
Qwen3-8B,0,logistic_f1,quality_slope_per_index,0.01603346780416983,0.0233128061735576,-0.029659632296003068,0.06172656790434273,10
Qwen3-8B,0,logistic_f1,quality_spearman,-0.303030303030303,0.5266999860965252,-1.3353622757794925,0.7293016697188865,10
Qwen3-8B,0,logistic_f1,late_8_10_minus_early_1_3,0.06722505519786443,0.1666888737822131,-0.25948513741527324,0.3939352478110021,10
Qwen3-8B,0,logistic_precision,quality_slope_per_index,0.020386566295657174,0.021004378167721875,-0.020782014913077698,0.061555147504392047,10
Qwen3-8B,0,logistic_precision,quality_spearman,-0.08459724611341235,0.2960587259338469,-0.6648723489437522,0.49567785671692755,10
