model_label,seed,gold_count,patch_layer,normalized_recovery_full_minus_endpoint,expected_absolute_error_reduction_full_minus_endpoint,strict_absolute_error_reduction_full_minus_endpoint,clean_strict_correct
Gemma4-E4B,1245,5,17,0.02765695111220055,0.0734720167845282,0.0,False
Gemma4-E4B,1245,5,18,0.001841460300775196,0.00489192758730761,0.0,False
Gemma4-E4B,1245,5,19,-0.027551272999382606,-0.07319127781054613,0.0,False
Gemma4-E4B,1245,5,20,0.007850787260122075,0.02085599280294481,0.0,False
Gemma4-E4B,1245,5,21,-0.0220000675865209,-0.05844423445014435,0.0,False
Gemma4-E4B,1245,5,22,-0.04196778138307328,-0.1114894236055668,0.0,False
Gemma4-E4B,1245,5,23,0.0,0.0,0.0,False
Gemma4-E4B,1245,5,24,0.0,0.0,0.0,False
Gemma4-E4B,1245,5,25,0.0,0.0,0.0,False
Gemma4-E4B,1245,5,26,0.0,0.0,0.0,False
Gemma4-E4B,1245,5,27,0.0,0.0,0.0,False
Gemma4-E4B,1245,5,28,0.0,0.0,0.0,False
Gemma4-E4B,1245,5,29,0.0,0.0,0.0,False
Gemma4-E4B,1245,5,30,0.0,0.0,0.0,False
Gemma4-E4B,1245,5,31,0.0,0.0,0.0,False
Gemma4-E4B,1245,5,32,0.0,0.0,0.0,False
Gemma4-E4B,1245,5,33,0.0,0.0,0.0,False
Gemma4-E4B,1245,5,34,0.0,0.0,0.0,False
Gemma4-E4B,1245,5,35,0.0,0.0,0.0,False
Gemma4-E4B,1245,5,36,0.0,0.0,0.0,False
Gemma4-E4B,1245,5,37,0.0,0.0,0.0,False
Gemma4-E4B,1245,5,38,0.0,0.0,0.0,False
Gemma4-E4B,1245,5,39,0.0,0.0,0.0,False
Gemma4-E4B,1245,5,40,0.0,0.0,0.0,False
Gemma4-E4B,1245,5,41,0.0,0.0,0.0,False
Gemma4-E4B,1245,6,0,1.0396725984189115,2.75179217856759,8.0,False
Gemma4-E4B,1245,6,1,1.058386983979085,2.8013251756760065,8.0,False
Gemma4-E4B,1245,6,2,1.2130588428325701,3.210708679756812,9.0,False
Gemma4-E4B,1245,6,3,1.1250146619858317,2.9776744643789206,8.0,False
Gemma4-E4B,1245,6,4,1.098007159759393,2.9061913518083076,8.0,False
Gemma4-E4B,1245,6,5,1.0622832932852266,2.811637877472924,8.0,False
Gemma4-E4B,1245,6,6,1.036411033623311,2.743159510448728,8.0,False
Gemma4-E4B,1245,6,7,1.0436195945921565,2.7622390377181434,8.0,False
Gemma4-E4B,1245,6,8,1.0110629696555815,2.6760685779048634,8.0,False
Gemma4-E4B,1245,6,9,1.1425900194603262,3.0241926964717862,8.0,False
Gemma4-E4B,1245,6,10,1.0946910445625,2.897414300382775,8.0,False
Gemma4-E4B,1245,6,11,1.0150648244714526,2.686660636211318,8.0,False
Gemma4-E4B,1245,6,12,1.033691953995764,2.735962685156454,8.0,False
Gemma4-E4B,1245,6,13,1.0260042158651754,2.715614877884433,8.0,False
Gemma4-E4B,1245,6,14,1.0301976201751701,2.726713926949844,8.0,False
Gemma4-E4B,1245,6,15,0.9912711572996016,2.6236838612895665,8.0,False
Gemma4-E4B,1245,6,16,0.9045906294018596,2.394258945151682,8.0,False
Gemma4-E4B,1245,6,17,-0.021053116714659155,-0.055723120911307156,0.0,False
Gemma4-E4B,1245,6,18,-0.02519390971936275,-0.06668291904462276,0.0,False
Gemma4-E4B,1245,6,19,-0.031952499290807644,-0.08457146775614355,0.0,False
Gemma4-E4B,1245,6,20,-0.03894789457576384,-0.10308679081111816,0.0,False
Gemma4-E4B,1245,6,21,-0.031407412816295624,-0.08312873982478663,0.0,False
Gemma4-E4B,1245,6,22,-0.008758045750972748,-0.023180683836156568,0.0,False
Gemma4-E4B,1245,6,23,0.0,0.0,0.0,False
Gemma4-E4B,1245,6,24,0.0,0.0,0.0,False
Gemma4-E4B,1245,6,25,0.0,0.0,0.0,False
Gemma4-E4B,1245,6,26,0.0,0.0,0.0,False
Gemma4-E4B,1245,6,27,0.0,0.0,0.0,False
Gemma4-E4B,1245,6,28,0.0,0.0,0.0,False
Gemma4-E4B,1245,6,29,0.0,0.0,0.0,False
Gemma4-E4B,1245,6,30,0.0,0.0,0.0,False
Gemma4-E4B,1245,6,31,0.0,0.0,0.0,False
Gemma4-E4B,1245,6,32,0.0,0.0,0.0,False
Gemma4-E4B,1245,6,33,0.0,0.0,0.0,False
Gemma4-E4B,1245,6,34,0.0,0.0,0.0,False
Gemma4-E4B,1245,6,35,0.0,0.0,0.0,False
Gemma4-E4B,1245,6,36,0.0,0.0,0.0,False
Gemma4-E4B,1245,6,37,0.0,0.0,0.0,False
Gemma4-E4B,1245,6,38,0.0,0.0,0.0,False
Gemma4-E4B,1245,6,39,0.0,0.0,0.0,False
Gemma4-E4B,1245,6,40,0.0,0.0,0.0,False
Gemma4-E4B,1245,6,41,0.0,0.0,0.0,False
Gemma4-E4B,1245,7,0,0.9725692347879278,3.713613508619745,8.0,False
Gemma4-E4B,1245,7,1,0.9973527765003839,3.8082458412113542,8.0,False
Gemma4-E4B,1245,7,2,0.9995233926289715,3.8165340217221306,8.0,False
Gemma4-E4B,1245,7,3,1.0220132639345012,3.9024083090221477,8.0,False
Gemma4-E4B,1245,7,4,0.9846805493413037,3.759858793504134,8.0,False
Gemma4-E4B,1245,7,5,0.9764927116572806,3.7285947317364343,8.0,False
Gemma4-E4B,1245,7,6,0.9753905957835128,3.724386463316571,8.0,False
Gemma4-E4B,1245,7,7,1.0050589471574685,3.8376707278191633,8.0,False
Gemma4-E4B,1245,7,8,0.9801936900976681,3.7427263771141845,8.0,False
Gemma4-E4B,1245,7,9,1.011757651797591,3.8632487526548323,8.0,False
Gemma4-E4B,1245,7,10,0.9595338982125544,3.663839980664928,8.0,False
Gemma4-E4B,1245,7,11,0.7495859134156435,2.8621842788790186,7.0,False
Gemma4-E4B,1245,7,12,0.7726669368079139,2.95031579404153,7.0,False
Gemma4-E4B,1245,7,13,0.7152733574383846,2.731166797722312,7.0,False
Gemma4-E4B,1245,7,14,0.7618963972438272,2.909190062536114,7.0,False
Gemma4-E4B,1245,7,15,0.7109682602778651,2.7147284132871805,7.0,False
Gemma4-E4B,1245,7,16,0.6817789773939503,2.603273401811041,7.0,False
Gemma4-E4B,1245,7,17,-0.0077235399740868535,-0.029491208806731173,0.0,False
Gemma4-E4B,1245,7,18,-0.00810681037957876,-0.030954670845605214,0.0,False
Gemma4-E4B,1245,7,19,-0.004106884177844087,-0.015681537124197398,0.0,False
Gemma4-E4B,1245,7,20,-0.012443129372436773,-0.04751227128530289,0.0,False
Gemma4-E4B,1245,7,21,-0.0009949256296909095,-0.003798978135781006,0.0,False
Gemma4-E4B,1245,7,22,-0.011370846378926778,-0.04341791535944495,0.0,False
Gemma4-E4B,1245,7,23,0.0,0.0,0.0,False
Gemma4-E4B,1245,7,24,0.0,0.0,0.0,False
Gemma4-E4B,1245,7,25,0.0,0.0,0.0,False
Gemma4-E4B,1245,7,26,0.0,0.0,0.0,False
Gemma4-E4B,1245,7,27,0.0,0.0,0.0,False
Gemma4-E4B,1245,7,28,0.0,0.0,0.0,False
Gemma4-E4B,1245,7,29,0.0,0.0,0.0,False
Gemma4-E4B,1245,7,30,0.0,0.0,0.0,False
Gemma4-E4B,1245,7,31,0.0,0.0,0.0,False
Gemma4-E4B,1245,7,32,0.0,0.0,0.0,False
Gemma4-E4B,1245,7,33,0.0,0.0,0.0,False
Gemma4-E4B,1245,7,34,0.0,0.0,0.0,False
Gemma4-E4B,1245,7,35,0.0,0.0,0.0,False
Gemma4-E4B,1245,7,36,0.0,0.0,0.0,False
Gemma4-E4B,1245,7,37,0.0,0.0,0.0,False
Gemma4-E4B,1245,7,38,0.0,0.0,0.0,False
Gemma4-E4B,1245,7,39,0.0,0.0,0.0,False
Gemma4-E4B,1245,7,40,0.0,0.0,0.0,False
Gemma4-E4B,1245,7,41,0.0,0.0,0.0,False
Gemma4-E4B,1245,8,0,1.0084890949789957,4.63707328193237,8.0,False
Gemma4-E4B,1245,8,1,1.0144836097478582,4.664636301117441,8.0,False
Gemma4-E4B,1245,8,2,0.9939813268445311,4.570365982535943,8.0,False
Gemma4-E4B,1245,8,3,1.0150833954275194,4.6673941397137035,8.0,False
Gemma4-E4B,1245,8,4,0.9857410560310322,4.5324768870411045,8.0,False
Gemma4-E4B,1245,8,5,0.8939218516699765,4.110288505004303,7.0,False
Gemma4-E4B,1245,8,6,0.8524418677276815,3.919561876197468,7.0,False
Gemma4-E4B,1245,8,7,0.8781136553101682,4.037601784502744,7.0,False
Gemma4-E4B,1245,8,8,0.8895391327320967,4.090136587655623,7.0,False
Gemma4-E4B,1245,8,9,1.0231076236085297,4.704289862524734,8.0,False
Gemma4-E4B,1245,8,10,0.8748681424283093,4.022678786182224,7.0,False
Gemma4-E4B,1245,8,11,0.788215225773141,3.6242452020971507,7.0,False
Gemma4-E4B,1245,8,12,0.8170539249648405,3.756846696920751,7.0,False
Gemma4-E4B,1245,8,13,0.7155982693454648,3.2903495257407913,7.0,False
Gemma4-E4B,1245,8,14,0.7801944351528767,3.587365285328218,7.0,False
Gemma4-E4B,1245,8,15,0.6012669847230908,2.7646496963118397,6.0,False
Gemma4-E4B,1245,8,16,0.5626313484893884,2.587001492278964,6.0,False
Gemma4-E4B,1245,8,17,0.010035801331672381,0.046145016787561666,0.0,False
Gemma4-E4B,1245,8,18,-0.0014053952366926397,-0.006462063630701564,0.0,False
Gemma4-E4B,1245,8,19,-0.026343375514411446,-0.12112789653549338,0.0,False
Gemma4-E4B,1245,8,20,-0.0027662115147277684,-0.012719151422638575,0.0,False
Gemma4-E4B,1245,8,21,-0.03593905991695273,-0.1652492380417252,0.0,False
Gemma4-E4B,1245,8,22,0.0031819559894637993,0.014630761181740226,0.0,False
Gemma4-E4B,1245,8,23,0.0,0.0,0.0,False
Gemma4-E4B,1245,8,24,0.0,0.0,0.0,False
Gemma4-E4B,1245,8,25,0.0,0.0,0.0,False
Gemma4-E4B,1245,8,26,0.0,0.0,0.0,False
Gemma4-E4B,1245,8,27,0.0,0.0,0.0,False
Gemma4-E4B,1245,8,28,0.0,0.0,0.0,False
Gemma4-E4B,1245,8,29,0.0,0.0,0.0,False
Gemma4-E4B,1245,8,30,0.0,0.0,0.0,False
Gemma4-E4B,1245,8,31,0.0,0.0,0.0,False
Gemma4-E4B,1245,8,32,0.0,0.0,0.0,False
Gemma4-E4B,1245,8,33,0.0,0.0,0.0,False
Gemma4-E4B,1245,8,34,0.0,0.0,0.0,False
Gemma4-E4B,1245,8,35,0.0,0.0,0.0,False
Gemma4-E4B,1245,8,36,0.0,0.0,0.0,False
Gemma4-E4B,1245,8,37,0.0,0.0,0.0,False
Gemma4-E4B,1245,8,38,0.0,0.0,0.0,False
Gemma4-E4B,1245,8,39,0.0,0.0,0.0,False
Gemma4-E4B,1245,8,40,0.0,0.0,0.0,False
Gemma4-E4B,1245,8,41,0.0,0.0,0.0,False
Gemma4-E4B,1245,9,0,0.9475003143969131,4.658028683051288,7.0,False
Gemma4-E4B,1245,9,1,0.9952432179355524,4.8927386992022415,7.0,False
Gemma4-E4B,1245,9,2,0.9808955486248897,4.822203783098767,7.0,False
Gemma4-E4B,1245,9,3,0.972620769099452,4.781523943958082,7.0,False
Gemma4-E4B,1245,9,4,0.9768458208509615,4.802294820702787,7.0,False
Gemma4-E4B,1245,9,5,0.9719887368111296,4.778416795091864,7.0,False
Gemma4-E4B,1245,9,6,0.9779006883272868,4.8074806796274565,7.0,False
Gemma4-E4B,1245,9,7,1.0350599407273446,5.088482630904597,7.0,False
Gemma4-E4B,1245,9,8,1.0619935827977982,5.2208917450726124,7.0,False
Gemma4-E4B,1245,9,9,1.1412028414850497,5.610294253253613,8.0,False
Gemma4-E4B,1245,9,10,1.0182820847151342,5.00600061653743,7.0,False
Gemma4-E4B,1245,9,11,0.9155918057471727,4.501162509747183,7.0,False
Gemma4-E4B,1245,9,12,1.0294711958854705,5.061007670337143,7.0,False
Gemma4-E4B,1245,9,13,0.8290009641630389,4.075471227475498,7.0,False
Gemma4-E4B,1245,9,14,0.9279992781748438,4.5621591781114,7.0,False
Gemma4-E4B,1245,9,15,0.7709474013341637,3.790072735568568,6.0,False
Gemma4-E4B,1245,9,16,0.7069236120741361,3.4753238724395255,6.0,False
Gemma4-E4B,1245,9,17,-0.015113170493453117,-0.07429821455537677,0.0,False
Gemma4-E4B,1245,9,18,-0.02108610231460003,-0.10366188580916535,0.0,False
Gemma4-E4B,1245,9,19,-0.04622287281824013,-0.22723735721126204,0.0,False
Gemma4-E4B,1245,9,20,-0.03537653388906458,-0.1739154141253083,0.0,False
Gemma4-E4B,1245,9,21,-0.017964652878939447,-0.08831645448521286,0.0,False
Gemma4-E4B,1245,9,22,-0.01299862075220758,-0.0639028266100663,0.0,False
Gemma4-E4B,1245,9,23,0.0,0.0,0.0,False
Gemma4-E4B,1245,9,24,0.0,0.0,0.0,False
Gemma4-E4B,1245,9,25,0.0,0.0,0.0,False
Gemma4-E4B,1245,9,26,0.0,0.0,0.0,False
Gemma4-E4B,1245,9,27,0.0,0.0,0.0,False
Gemma4-E4B,1245,9,28,0.0,0.0,0.0,False
Gemma4-E4B,1245,9,29,0.0,0.0,0.0,False
Gemma4-E4B,1245,9,30,0.0,0.0,0.0,False
Gemma4-E4B,1245,9,31,0.0,0.0,0.0,False
Gemma4-E4B,1245,9,32,0.0,0.0,0.0,False
Gemma4-E4B,1245,9,33,0.0,0.0,0.0,False
Gemma4-E4B,1245,9,34,0.0,0.0,0.0,False
Gemma4-E4B,1245,9,35,0.0,0.0,0.0,False
Gemma4-E4B,1245,9,36,0.0,0.0,0.0,False
Gemma4-E4B,1245,9,37,0.0,0.0,0.0,False
Gemma4-E4B,1245,9,38,0.0,0.0,0.0,False
Gemma4-E4B,1245,9,39,0.0,0.0,0.0,False
Gemma4-E4B,1245,9,40,0.0,0.0,0.0,False
Gemma4-E4B,1245,9,41,0.0,0.0,0.0,False
Gemma4-E4B,1245,10,0,0.9498309788158102,5.5630397629702495,7.0,False
Gemma4-E4B,1245,10,1,0.9771625283308278,5.72311718740338,7.0,False
Gemma4-E4B,1245,10,2,0.9837599898983558,5.7617576843479865,7.0,False
Gemma4-E4B,1245,10,3,0.9799571402695838,5.739484875638556,7.0,False
Gemma4-E4B,1245,10,4,1.0050317827342727,5.88634388127684,7.0,False
Gemma4-E4B,1245,10,5,0.9497082732257198,5.56232109186767,7.0,False
Gemma4-E4B,1245,10,6,0.944421240976228,5.531355613495192,7.0,False
Gemma4-E4B,1245,10,7,0.9006596955931371,5.275049783842556,7.0,False
Gemma4-E4B,1245,10,8,0.9596466377259647,5.620528834220612,7.0,False
Gemma4-E4B,1245,10,9,1.0048929145009056,5.88553054761931,7.0,False
Gemma4-E4B,1245,10,10,0.9543427705898396,5.589464756048978,7.0,False
Gemma4-E4B,1245,10,11,0.8677049306359008,5.0820378986490375,6.0,False
Gemma4-E4B,1245,10,12,0.9184912565518254,5.379486978313391,7.0,False
Gemma4-E4B,1245,10,13,0.8259648726235083,4.8375716645395554,6.0,False
Gemma4-E4B,1245,10,14,0.8582047212552243,5.026396375346506,6.0,False
Gemma4-E4B,1245,10,15,0.678648816442622,3.974760178563427,5.0,False
Gemma4-E4B,1245,10,16,0.5792420129995118,3.3925471189796674,5.0,False
Gemma4-E4B,1245,10,17,0.0706053796335606,0.41352676754216056,0.0,False
Gemma4-E4B,1245,10,18,0.022755265578472926,0.13327470892538784,0.0,False
Gemma4-E4B,1245,10,19,-0.04176740935397237,-0.24462642745353413,0.0,False
Gemma4-E4B,1245,10,20,-0.010719221695789549,-0.0627811240649514,0.0,False
Gemma4-E4B,1245,10,21,-0.026318986865053462,-0.15414697321614312,0.0,False
Gemma4-E4B,1245,10,22,-0.012783799863546157,-0.07487309694976041,0.0,False
Gemma4-E4B,1245,10,23,0.0,0.0,0.0,False
Gemma4-E4B,1245,10,24,0.0,0.0,0.0,False
Gemma4-E4B,1245,10,25,0.0,0.0,0.0,False
Gemma4-E4B,1245,10,26,0.0,0.0,0.0,False
Gemma4-E4B,1245,10,27,0.0,0.0,0.0,False
Gemma4-E4B,1245,10,28,0.0,0.0,0.0,False
Gemma4-E4B,1245,10,29,0.0,0.0,0.0,False
Gemma4-E4B,1245,10,30,0.0,0.0,0.0,False
Gemma4-E4B,1245,10,31,0.0,0.0,0.0,False
Gemma4-E4B,1245,10,32,0.0,0.0,0.0,False
Gemma4-E4B,1245,10,33,0.0,0.0,0.0,False
Gemma4-E4B,1245,10,34,0.0,0.0,0.0,False
Gemma4-E4B,1245,10,35,0.0,0.0,0.0,False
Gemma4-E4B,1245,10,36,0.0,0.0,0.0,False
Gemma4-E4B,1245,10,37,0.0,0.0,0.0,False
Gemma4-E4B,1245,10,38,0.0,0.0,0.0,False
Gemma4-E4B,1245,10,39,0.0,0.0,0.0,False
Gemma4-E4B,1245,10,40,0.0,0.0,0.0,False
Gemma4-E4B,1245,10,41,0.0,0.0,0.0,False
Gemma4-E4B,1246,1,0,1.0129740259450704,0.2969459285541747,10.0,True
Gemma4-E4B,1246,1,1,0.9869658611830213,0.28932182523321215,10.0,True
Gemma4-E4B,1246,1,2,1.0654936907592585,0.3123416842558602,10.0,True
Gemma4-E4B,1246,1,3,1.061287704106532,0.31110873002397343,10.0,True
Gemma4-E4B,1246,1,4,1.0246105329248358,0.3003570854858737,10.0,True
Gemma4-E4B,1246,1,5,1.2023375856623184,0.352456471405558,10.0,True
Gemma4-E4B,1246,1,6,1.184033489991553,0.3470907596043804,10.0,True
Gemma4-E4B,1246,1,7,1.2039253927855613,0.3529219254532434,10.0,True
Gemma4-E4B,1246,1,8,1.0280233721086292,0.30135753433696055,10.0,True
Gemma4-E4B,1246,1,9,1.1788341839387604,0.34556662105379576,10.0,True
Gemma4-E4B,1246,1,10,1.2055089040330964,0.3533861201963777,10.0,True
Gemma4-E4B,1246,1,11,1.0901832477265205,0.3195792473438128,10.0,True
Gemma4-E4B,1246,1,12,1.0817122446818046,0.3170960347436165,10.0,True
Gemma4-E4B,1246,1,13,1.2571234611684574,0.3685165502004175,10.0,True
Gemma4-E4B,1246,1,14,1.0932635466714369,0.32048221445550085,10.0,True
Gemma4-E4B,1246,1,15,1.094076122879241,0.3207204152290324,10.0,True
Gemma4-E4B,1246,1,16,1.0495336026822968,0.3076631011407618,10.0,True
Gemma4-E4B,1246,1,17,0.6949158807479168,0.2037095090204435,0.0,True
Gemma4-E4B,1246,1,18,0.5509273590446796,0.1615003267677988,0.0,True
Gemma4-E4B,1246,1,19,0.23609706701346583,0.06921012878669064,0.0,True
Gemma4-E4B,1246,1,20,0.34735198794812816,0.10182369533134361,0.0,True
Gemma4-E4B,1246,1,21,0.30159110997939476,0.08840922857124855,0.0,True
Gemma4-E4B,1246,1,22,0.25900097872640077,0.07592424302547873,0.0,True
Gemma4-E4B,1246,1,23,0.0,0.0,0.0,True
Gemma4-E4B,1246,1,24,0.0,0.0,0.0,True
Gemma4-E4B,1246,1,25,0.0,0.0,0.0,True
Gemma4-E4B,1246,1,26,0.0,0.0,0.0,True
Gemma4-E4B,1246,1,27,0.0,0.0,0.0,True
Gemma4-E4B,1246,1,28,0.0,0.0,0.0,True
Gemma4-E4B,1246,1,29,0.0,0.0,0.0,True
Gemma4-E4B,1246,1,30,0.0,0.0,0.0,True
Gemma4-E4B,1246,1,31,0.0,0.0,0.0,True
Gemma4-E4B,1246,1,32,0.0,0.0,0.0,True
Gemma4-E4B,1246,1,33,0.0,0.0,0.0,True
Gemma4-E4B,1246,1,34,0.0,0.0,0.0,True
Gemma4-E4B,1246,1,35,0.0,0.0,0.0,True
Gemma4-E4B,1246,1,36,0.0,0.0,0.0,True
Gemma4-E4B,1246,1,37,0.0,0.0,0.0,True
Gemma4-E4B,1246,1,38,0.0,0.0,0.0,True
Gemma4-E4B,1246,1,39,0.0,0.0,0.0,True
Gemma4-E4B,1246,1,40,0.0,0.0,0.0,True
Gemma4-E4B,1246,1,41,0.0,0.0,0.0,True
Gemma4-E4B,1246,2,0,0.9231894316868896,0.6724544636721186,10.0,True
Gemma4-E4B,1246,2,1,0.8130301313708257,0.5935757340986851,10.0,True
Gemma4-E4B,1246,2,2,1.0662018927720573,0.6615389490218702,10.0,True
Gemma4-E4B,1246,2,3,0.9629978664747711,0.6640808499442941,10.0,True
Gemma4-E4B,1246,2,4,0.9202409224517198,0.6051356188789356,10.0,True
Gemma4-E4B,1246,2,5,1.0269071242560481,0.7540882846998893,10.0,True
Gemma4-E4B,1246,2,6,0.8767764369465016,0.6439483339468997,10.0,True
Gemma4-E4B,1246,2,7,0.9546051201154194,0.7013607220861986,10.0,True
Gemma4-E4B,1246,2,8,1.000273570247423,0.7346771651445227,10.0,True
Gemma4-E4B,1246,2,9,0.9416688277842025,0.6892655377891035,10.0,True
Gemma4-E4B,1246,2,10,0.9331002139437072,0.6833543345266804,10.0,True
Gemma4-E4B,1246,2,11,0.9673865646799088,0.7109557351703151,10.0,True
Gemma4-E4B,1246,2,12,0.982924517040211,0.7218951591288016,10.0,True
Gemma4-E4B,1246,2,13,0.9927381671361454,0.7296163992598703,10.0,True
Gemma4-E4B,1246,2,14,0.8702717733025418,0.6398924604286635,10.0,True
Gemma4-E4B,1246,2,15,0.9340724291338056,0.6868545947977565,10.0,True
Gemma4-E4B,1246,2,16,1.0053569543066545,0.7393356871476551,10.0,True
Gemma4-E4B,1246,2,17,0.11429573362207235,0.08405264855784256,0.0,True
Gemma4-E4B,1246,2,18,0.04363554584712588,0.03208941474443461,0.0,True
Gemma4-E4B,1246,2,19,0.010526289088694907,0.007740993030552312,0.0,True
Gemma4-E4B,1246,2,20,-0.04954154542352796,-0.036432664409549176,0.0,True
Gemma4-E4B,1246,2,21,0.05254859667694699,0.038644038484410004,0.0,True
Gemma4-E4B,1246,2,22,0.09007722588923488,0.06624244992178019,0.0,True
Gemma4-E4B,1246,2,23,0.0,0.0,0.0,True
Gemma4-E4B,1246,2,24,0.0,0.0,0.0,True
Gemma4-E4B,1246,2,25,0.0,0.0,0.0,True
Gemma4-E4B,1246,2,26,0.0,0.0,0.0,True
Gemma4-E4B,1246,2,27,0.0,0.0,0.0,True
Gemma4-E4B,1246,2,28,0.0,0.0,0.0,True
Gemma4-E4B,1246,2,29,0.0,0.0,0.0,True
Gemma4-E4B,1246,2,30,0.0,0.0,0.0,True
Gemma4-E4B,1246,2,31,0.0,0.0,0.0,True
Gemma4-E4B,1246,2,32,0.0,0.0,0.0,True
Gemma4-E4B,1246,2,33,0.0,0.0,0.0,True
Gemma4-E4B,1246,2,34,0.0,0.0,0.0,True
Gemma4-E4B,1246,2,35,0.0,0.0,0.0,True
Gemma4-E4B,1246,2,36,0.0,0.0,0.0,True
Gemma4-E4B,1246,2,37,0.0,0.0,0.0,True
Gemma4-E4B,1246,2,38,0.0,0.0,0.0,True
Gemma4-E4B,1246,2,39,0.0,0.0,0.0,True
Gemma4-E4B,1246,2,40,0.0,0.0,0.0,True
Gemma4-E4B,1246,2,41,0.0,0.0,0.0,True
Gemma4-E4B,1246,3,0,0.9413639877229565,1.665463421939992,10.0,True
Gemma4-E4B,1246,3,1,0.9778550645194659,1.7347045197036524,10.0,True
Gemma4-E4B,1246,3,2,0.9689422350949873,1.7115518608240496,10.0,True
Gemma4-E4B,1246,3,3,0.928613987589949,1.6383392292420869,10.0,True
Gemma4-E4B,1246,3,4,0.9760436799019518,1.7341696187064053,10.0,True
Gemma4-E4B,1246,3,5,0.9756345716527431,1.7348990304716134,10.0,True
Gemma4-E4B,1246,3,6,0.9751538883641854,1.7348778236209628,10.0,True
Gemma4-E4B,1246,3,7,0.9512946855922194,1.6932374037702975,10.0,True
Gemma4-E4B,1246,3,8,0.9584095108142757,1.708264516990218,10.0,True
Gemma4-E4B,1246,3,9,0.9286694161841182,1.6515676993638282,10.0,True
Gemma4-E4B,1246,3,10,0.9451412483761801,1.6856807683713233,10.0,True
Gemma4-E4B,1246,3,11,0.9925458895951806,1.7730467375093588,10.0,True
Gemma4-E4B,1246,3,12,0.9500272652648916,1.6975075912323045,10.0,True
Gemma4-E4B,1246,3,13,0.9630889623017769,1.7208462160119913,10.0,True
Gemma4-E4B,1246,3,14,0.9718093744253269,1.7364278380555156,10.0,True
Gemma4-E4B,1246,3,15,0.9564811500359055,1.7090393848894898,10.0,True
Gemma4-E4B,1246,3,16,0.9221350478595055,1.6476698102411,10.0,True
Gemma4-E4B,1246,3,17,0.2942088703089409,0.5256920606568658,0.0,True
Gemma4-E4B,1246,3,18,0.31847313923044135,0.5690474275983237,0.0,True
Gemma4-E4B,1246,3,19,0.3495624624288878,0.6245977934301112,0.0,True
Gemma4-E4B,1246,3,20,0.17673263204366407,0.31578565740314457,0.0,True
Gemma4-E4B,1246,3,21,0.07928054353595931,0.14165838119581764,0.0,True
Gemma4-E4B,1246,3,22,0.06960692303023301,0.1243735675451354,0.0,True
Gemma4-E4B,1246,3,23,0.0,0.0,0.0,True
Gemma4-E4B,1246,3,24,0.0,0.0,0.0,True
Gemma4-E4B,1246,3,25,0.0,0.0,0.0,True
Gemma4-E4B,1246,3,26,0.0,0.0,0.0,True
Gemma4-E4B,1246,3,27,0.0,0.0,0.0,True
Gemma4-E4B,1246,3,28,0.0,0.0,0.0,True
Gemma4-E4B,1246,3,29,0.0,0.0,0.0,True
Gemma4-E4B,1246,3,30,0.0,0.0,0.0,True
Gemma4-E4B,1246,3,31,0.0,0.0,0.0,True
Gemma4-E4B,1246,3,32,0.0,0.0,0.0,True
Gemma4-E4B,1246,3,33,0.0,0.0,0.0,True
Gemma4-E4B,1246,3,34,0.0,0.0,0.0,True
Gemma4-E4B,1246,3,35,0.0,0.0,0.0,True
Gemma4-E4B,1246,3,36,0.0,0.0,0.0,True
Gemma4-E4B,1246,3,37,0.0,0.0,0.0,True
Gemma4-E4B,1246,3,38,0.0,0.0,0.0,True
Gemma4-E4B,1246,3,39,0.0,0.0,0.0,True
Gemma4-E4B,1246,3,40,0.0,0.0,0.0,True
Gemma4-E4B,1246,3,41,0.0,0.0,0.0,True
Gemma4-E4B,1246,4,0,0.9333028101632252,1.7472656076032722,9.0,False
Gemma4-E4B,1246,4,1,0.9674477203615913,1.8111893701963293,9.0,False
Gemma4-E4B,1246,4,2,0.994739144381122,1.8622825052995058,9.0,False
Gemma4-E4B,1246,4,3,1.0205234840681072,1.9105541803220527,9.0,False
Gemma4-E4B,1246,4,4,1.0255246677136376,1.9199170538567585,9.0,False
Gemma4-E4B,1246,4,5,1.0407789449836868,1.9484750671323638,9.0,False
Gemma4-E4B,1246,4,6,1.0653689345730484,1.994510761692525,9.0,False
Gemma4-E4B,1246,4,7,0.9805940743773657,1.8358010739081427,9.0,False
Gemma4-E4B,1246,4,8,0.9404698059516512,1.7606831663147515,9.0,False
Gemma4-E4B,1246,4,9,0.9891451502252793,1.851809812523698,9.0,False
Gemma4-E4B,1246,4,10,1.0190675418705226,1.9078284650442292,9.0,False
Gemma4-E4B,1246,4,11,0.9294139756048485,1.739985197854669,9.0,False
Gemma4-E4B,1246,4,12,0.9203501069585127,1.7230164436785125,9.0,False
Gemma4-E4B,1246,4,13,0.9566150618781784,1.790909208815835,9.0,False
Gemma4-E4B,1246,4,14,0.9085399905989741,1.7009063525997061,9.0,False
Gemma4-E4B,1246,4,15,0.9574504393931381,1.7924731453917881,9.0,False
Gemma4-E4B,1246,4,16,0.9420499223362596,1.7636413520019394,9.0,False
Gemma4-E4B,1246,4,17,0.4311794469557735,0.8072246329564385,0.0,False
Gemma4-E4B,1246,4,18,0.36070099473648726,0.6752797011520091,0.0,False
Gemma4-E4B,1246,4,19,0.36021944572597997,0.6743781780715339,0.0,False
