model_label,population,patch_layer,rows,seeds,mean_normalized_recovery_specificity,median_normalized_recovery_specificity,mean_expected_absolute_error_reduction_specificity,median_expected_absolute_error_reduction_specificity,mean_strict_absolute_error_reduction_specificity,median_strict_absolute_error_reduction_specificity
Qwen3-8B,discovery,24,200,20,-0.07301392478060699,-0.052976071845107546,-0.06566519819314659,-0.041825088962884505,0.005,0.0
Qwen3-8B,discovery,25,200,20,-0.23145375688083794,-0.0468206459936742,-0.06693011965149569,-0.049412348196120615,0.0,0.0
Qwen3-8B,discovery,26,200,20,-0.041177779708134236,-0.03904057990249918,-0.04304898491299276,-0.025567193599740023,0.0,0.0
Qwen3-8B,discovery,27,200,20,-0.4333714799192349,-0.034479554948607535,-0.05647941406706849,-0.02800505269797582,0.0,0.0
Qwen3-8B,discovery,28,200,20,-0.29928633882024464,0.0005650095903013748,-0.015783929974636193,-0.017420175090891776,0.0,0.0
Qwen3-8B,discovery,29,200,20,-0.27855414495626757,-0.031451920802758174,-0.016654025906912312,-0.017492787891730366,0.0,0.0
Qwen3-8B,discovery,30,200,20,-0.5409130405703595,-0.013656173678706796,-0.01880381872262835,-0.010122819070957245,0.0,0.0
Qwen3-8B,discovery,31,200,20,-0.32017985306969027,-0.010886960079905143,0.0007702762066986457,-0.005382864678572075,0.0,0.0
Qwen3-8B,discovery,32,200,20,-0.010750032477535055,-0.00723951106473995,-0.0011553217643131386,0.0027115859957398403,0.0,0.0
Qwen3-8B,discovery,33,200,20,-0.6719968786926769,-0.007356511088193941,0.00635823863396966,-0.0017223211921577608,0.0,0.0
Qwen3-8B,discovery,34,200,20,0.06127040086772511,0.003728244977134023,0.004647911972746585,0.0038112816935496063,0.0,0.0
Qwen3-8B,discovery,35,200,20,0.0,0.0,0.0,0.0,0.0,0.0
Gemma4-E4B,confirmation,0,100,10,-0.6175405338009131,0.2595658028700714,2.5735775203350397,2.3251961904444016,8.69,9.0
