model_label,mode,layer,occurrence,n_confirmation_class,metric,value,quality_direction,quality_value
Qwen3-8B,non_thinking,0,1,10,logistic_precision,0.7272727272727273,higher,0.7272727272727273
Qwen3-8B,non_thinking,0,1,10,logistic_recall,0.8,higher,0.8
Qwen3-8B,non_thinking,0,1,10,logistic_f1,0.7619047619047619,higher,0.7619047619047619
Qwen3-8B,non_thinking,0,1,10,ncc_recall,1.0,higher,1.0
Qwen3-8B,non_thinking,0,1,10,silhouette_cosine,0.16356424987316132,higher,0.16356424987316132
Qwen3-8B,non_thinking,0,1,10,within_trace,4028.396240234375,lower,-4028.396240234375
Qwen3-8B,non_thinking,0,1,10,class_nc1_ratio,1.5364535875553629,lower,-1.5364535875553629
Qwen3-8B,non_thinking,0,1,10,centroid_nearest_squared,884.573974609375,higher,884.573974609375
Qwen3-8B,non_thinking,0,1,10,fisher_nearest,0.21958464904085748,higher,0.21958464904085748
Qwen3-8B,non_thinking,0,1,10,min_bhattacharyya,4.140057325363159,higher,4.140057325363159
Qwen3-8B,non_thinking,0,1,10,mean_bhattacharyya,13.074288977517021,higher,13.074288977517021
Qwen3-8B,non_thinking,0,1,10,nc2_class_cosine_deviation,0.5737207518131644,lower,-0.5737207518131644
Qwen3-8B,non_thinking,0,2,10,logistic_precision,0.2727272727272727,higher,0.2727272727272727
Qwen3-8B,non_thinking,0,2,10,logistic_recall,0.3,higher,0.3
Qwen3-8B,non_thinking,0,2,10,logistic_f1,0.2857142857142857,higher,0.2857142857142857
Qwen3-8B,non_thinking,0,2,10,ncc_recall,0.3,higher,0.3
Qwen3-8B,non_thinking,0,2,10,silhouette_cosine,-0.11813192069530487,higher,-0.11813192069530487
Qwen3-8B,non_thinking,0,2,10,within_trace,5344.67919921875,lower,-5344.67919921875
Qwen3-8B,non_thinking,0,2,10,class_nc1_ratio,3.4712615367801365,lower,-3.4712615367801365
Qwen3-8B,non_thinking,0,2,10,centroid_nearest_squared,884.573974609375,higher,884.573974609375
Qwen3-8B,non_thinking,0,2,10,fisher_nearest,0.165505532069853,higher,0.165505532069853
Qwen3-8B,non_thinking,0,2,10,min_bhattacharyya,4.140057325363159,higher,4.140057325363159
Qwen3-8B,non_thinking,0,2,10,mean_bhattacharyya,7.791863520940145,higher,7.791863520940145
Qwen3-8B,non_thinking,0,2,10,nc2_class_cosine_deviation,0.5946421121005658,lower,-0.5946421121005658
Qwen3-8B,non_thinking,0,3,10,logistic_precision,0.3333333333333333,higher,0.3333333333333333
Qwen3-8B,non_thinking,0,3,10,logistic_recall,0.3,higher,0.3
Qwen3-8B,non_thinking,0,3,10,logistic_f1,0.3157894736842105,higher,0.3157894736842105
Qwen3-8B,non_thinking,0,3,10,ncc_recall,0.3,higher,0.3
Qwen3-8B,non_thinking,0,3,10,silhouette_cosine,-0.10944267362356186,higher,-0.10944267362356186
Qwen3-8B,non_thinking,0,3,10,within_trace,4347.61328125,lower,-4347.61328125
Qwen3-8B,non_thinking,0,3,10,class_nc1_ratio,8.90908741482603,lower,-8.90908741482603
Qwen3-8B,non_thinking,0,3,10,centroid_nearest_squared,604.908447265625,higher,604.908447265625
