scope,feature_set,target,model,rows,groups,heldout_r2_log1p,heldout_mae_log1p,numeric_factors,categorical_factors,post_outcome_diagnostic,feature_order,incremental_r2
Qwen3-8B/all_sites,count_only,count_axis_deviation_abs,elastic_net,35460,10,0.325865055993771,0.5411023920976522,"[""running_index"", ""gold_count""]","[""site_scope""]",False,0,
Qwen3-8B/all_sites,plus_trace_position,count_axis_deviation_abs,elastic_net,35460,10,0.3451753937788897,0.531092529826727,"[""running_index"", ""gold_count"", ""count_progress"", ""trace_position"", ""trace_progress"", ""previous_same_site_gap"", ""token_span""]","[""site_scope""]",False,1,0.019310337785118703
Qwen3-8B/all_sites,plus_trace_form,count_axis_deviation_abs,elastic_net,35460,10,0.3572666303748203,0.5252163285682138,"[""running_index"", ""gold_count"", ""count_progress"", ""trace_position"", ""trace_progress"", ""previous_same_site_gap"", ""token_span"", ""input_tokens"", ""output_tokens"", ""sequence_length"", ""item_count"", ""duplicate_gold_city_items"", ""city_occurrences_in_item""]","[""state_kind"", ""marker_kind"", ""termination_kind"", ""trace_order_class"", ""trace_one_to_one"", ""site_scope""]",False,2,0.012091236595930588
Qwen3-8B/all_sites,plus_outcome_diagnostic,count_axis_deviation_abs,elastic_net,35460,10,0.3572666303748203,0.5252163285682138,"[""running_index"", ""gold_count"", ""count_progress"", ""trace_position"", ""trace_progress"", ""previous_same_site_gap"", ""token_span"", ""input_tokens"", ""output_tokens"", ""sequence_length"", ""item_count"", ""duplicate_gold_city_items"", ""city_occurrences_in_item""]","[""state_kind"", ""marker_kind"", ""termination_kind"", ""trace_order_class"", ""trace_one_to_one"", ""baseline_correct"", ""cutoff_correct"", ""site_scope""]",True,3,0.0
Qwen3-8B/all_sites,count_only,count_axis_deviation_abs,hist_gradient_boosting,35460,10,0.47064991857617544,0.46349873300288996,"[""running_index"", ""gold_count""]","[""site_scope""]",False,0,
Qwen3-8B/all_sites,plus_trace_position,count_axis_deviation_abs,hist_gradient_boosting,35460,10,0.630652039544046,0.37399993757848765,"[""running_index"", ""gold_count"", ""count_progress"", ""trace_position"", ""trace_progress"", ""previous_same_site_gap"", ""token_span""]","[""site_scope""]",False,1,0.1600021209678706
Qwen3-8B/all_sites,plus_trace_form,count_axis_deviation_abs,hist_gradient_boosting,35460,10,0.6731744082471234,0.34671345135349074,"[""running_index"", ""gold_count"", ""count_progress"", ""trace_position"", ""trace_progress"", ""previous_same_site_gap"", ""token_span"", ""input_tokens"", ""output_tokens"", ""sequence_length"", ""item_count"", ""duplicate_gold_city_items"", ""city_occurrences_in_item""]","[""state_kind"", ""marker_kind"", ""termination_kind"", ""trace_order_class"", ""trace_one_to_one"", ""site_scope""]",False,2,0.04252236870307735
Qwen3-8B/all_sites,plus_outcome_diagnostic,count_axis_deviation_abs,hist_gradient_boosting,35460,10,0.6731744082471234,0.34671345135349074,"[""running_index"", ""gold_count"", ""count_progress"", ""trace_position"", ""trace_progress"", ""previous_same_site_gap"", ""token_span"", ""input_tokens"", ""output_tokens"", ""sequence_length"", ""item_count"", ""duplicate_gold_city_items"", ""city_occurrences_in_item""]","[""state_kind"", ""marker_kind"", ""termination_kind"", ""trace_order_class"", ""trace_one_to_one"", ""baseline_correct"", ""cutoff_correct"", ""site_scope""]",True,3,0.0
Qwen3-8B/all_sites,count_only,noise_total_rms,elastic_net,35460,10,0.7561623951341754,0.07797535627918656,"[""running_index"", ""gold_count""]","[""site_scope""]",False,0,
Qwen3-8B/all_sites,plus_trace_position,noise_total_rms,elastic_net,35460,10,0.7711372249554823,0.07379205649367374,"[""running_index"", ""gold_count"", ""count_progress"", ""trace_position"", ""trace_progress"", ""previous_same_site_gap"", ""token_span""]","[""site_scope""]",False,1,0.014974829821306934
Qwen3-8B/all_sites,plus_trace_form,noise_total_rms,elastic_net,35460,10,0.8162262477276746,0.062788536749417,"[""running_index"", ""gold_count"", ""count_progress"", ""trace_position"", ""trace_progress"", ""previous_same_site_gap"", ""token_span"", ""input_tokens"", ""output_tokens"", ""sequence_length"", ""item_count"", ""duplicate_gold_city_items"", ""city_occurrences_in_item""]","[""state_kind"", ""marker_kind"", ""termination_kind"", ""trace_order_class"", ""trace_one_to_one"", ""site_scope""]",False,2,0.04508902277219229
Qwen3-8B/all_sites,plus_outcome_diagnostic,noise_total_rms,elastic_net,35460,10,0.8162262477276746,0.06278853674941702,"[""running_index"", ""gold_count"", ""count_progress"", ""trace_position"", ""trace_progress"", ""previous_same_site_gap"", ""token_span"", ""input_tokens"", ""output_tokens"", ""sequence_length"", ""item_count"", ""duplicate_gold_city_items"", ""city_occurrences_in_item""]","[""state_kind"", ""marker_kind"", ""termination_kind"", ""trace_order_class"", ""trace_one_to_one"", ""baseline_correct"", ""cutoff_correct"", ""site_scope""]",True,3,0.0
Qwen3-8B/all_sites,count_only,noise_total_rms,hist_gradient_boosting,35460,10,0.8042791984877767,0.06517005741273717,"[""running_index"", ""gold_count""]","[""site_scope""]",False,0,
Qwen3-8B/all_sites,plus_trace_position,noise_total_rms,hist_gradient_boosting,35460,10,0.8943981883198706,0.03257014938672749,"[""running_index"", ""gold_count"", ""count_progress"", ""trace_position"", ""trace_progress"", ""previous_same_site_gap"", ""token_span""]","[""site_scope""]",False,1,0.09011898983209388
Qwen3-8B/all_sites,plus_trace_form,noise_total_rms,hist_gradient_boosting,35460,10,0.9089033183413362,0.02733364042155088,"[""running_index"", ""gold_count"", ""count_progress"", ""trace_position"", ""trace_progress"", ""previous_same_site_gap"", ""token_span"", ""input_tokens"", ""output_tokens"", ""sequence_length"", ""item_count"", ""duplicate_gold_city_items"", ""city_occurrences_in_item""]","[""state_kind"", ""marker_kind"", ""termination_kind"", ""trace_order_class"", ""trace_one_to_one"", ""site_scope""]",False,2,0.014505130021465584
Qwen3-8B/all_sites,plus_outcome_diagnostic,noise_total_rms,hist_gradient_boosting,35460,10,0.9089033183413362,0.02733364042155088,"[""running_index"", ""gold_count"", ""count_progress"", ""trace_position"", ""trace_progress"", ""previous_same_site_gap"", ""token_span"", ""input_tokens"", ""output_tokens"", ""sequence_length"", ""item_count"", ""duplicate_gold_city_items"", ""city_occurrences_in_item""]","[""state_kind"", ""marker_kind"", ""termination_kind"", ""trace_order_class"", ""trace_one_to_one"", ""baseline_correct"", ""cutoff_correct"", ""site_scope""]",True,3,0.0
Qwen3-8B/city_end,count_only,count_axis_deviation_abs,elastic_net,2926,10,0.062686203408571,0.5561608646138276,"[""running_index"", ""gold_count""]",[],False,0,
Qwen3-8B/city_end,plus_trace_position,count_axis_deviation_abs,elastic_net,2926,10,0.09563044518338426,0.5462543556308475,"[""running_index"", ""gold_count"", ""count_progress"", ""trace_position"", ""trace_progress"", ""previous_same_site_gap"", ""token_span""]",[],False,1,0.032944241774813254
Qwen3-8B/city_end,plus_trace_form,count_axis_deviation_abs,elastic_net,2926,10,0.1070184922901356,0.5425789290744534,"[""running_index"", ""gold_count"", ""count_progress"", ""trace_position"", ""trace_progress"", ""previous_same_site_gap"", ""token_span"", ""input_tokens"", ""output_tokens"", ""sequence_length"", ""item_count"", ""duplicate_gold_city_items"", ""city_occurrences_in_item""]","[""state_kind"", ""marker_kind"", ""termination_kind"", ""trace_order_class"", ""trace_one_to_one""]",False,2,0.011388047106751342
Qwen3-8B/city_end,plus_outcome_diagnostic,count_axis_deviation_abs,elastic_net,2926,10,0.1070184922901356,0.5425789290744534,"[""running_index"", ""gold_count"", ""count_progress"", ""trace_position"", ""trace_progress"", ""previous_same_site_gap"", ""token_span"", ""input_tokens"", ""output_tokens"", ""sequence_length"", ""item_count"", ""duplicate_gold_city_items"", ""city_occurrences_in_item""]","[""state_kind"", ""marker_kind"", ""termination_kind"", ""trace_order_class"", ""trace_one_to_one"", ""baseline_correct"", ""cutoff_correct""]",True,3,0.0
Qwen3-8B/city_end,count_only,count_axis_deviation_abs,hist_gradient_boosting,2926,10,0.19889009183152706,0.5020383823886355,"[""running_index"", ""gold_count""]",[],False,0,
Qwen3-8B/city_end,plus_trace_position,count_axis_deviation_abs,hist_gradient_boosting,2926,10,0.18072616271891773,0.4976748273388435,"[""running_index"", ""gold_count"", ""count_progress"", ""trace_position"", ""trace_progress"", ""previous_same_site_gap"", ""token_span""]",[],False,1,-0.018163929112609334
Qwen3-8B/city_end,plus_trace_form,count_axis_deviation_abs,hist_gradient_boosting,2926,10,0.24923923420340166,0.4783946214100771,"[""running_index"", ""gold_count"", ""count_progress"", ""trace_position"", ""trace_progress"", ""previous_same_site_gap"", ""token_span"", ""input_tokens"", ""output_tokens"", ""sequence_length"", ""item_count"", ""duplicate_gold_city_items"", ""city_occurrences_in_item""]","[""state_kind"", ""marker_kind"", ""termination_kind"", ""trace_order_class"", ""trace_one_to_one""]",False,2,0.06851307148448393
Qwen3-8B/city_end,plus_outcome_diagnostic,count_axis_deviation_abs,hist_gradient_boosting,2926,10,0.24923923420340166,0.4783946214100771,"[""running_index"", ""gold_count"", ""count_progress"", ""trace_position"", ""trace_progress"", ""previous_same_site_gap"", ""token_span"", ""input_tokens"", ""output_tokens"", ""sequence_length"", ""item_count"", ""duplicate_gold_city_items"", ""city_occurrences_in_item""]","[""state_kind"", ""marker_kind"", ""termination_kind"", ""trace_order_class"", ""trace_one_to_one"", ""baseline_correct"", ""cutoff_correct""]",True,3,0.0
Qwen3-8B/city_end,count_only,noise_total_rms,elastic_net,2926,10,0.11165818364362978,0.05128885710303207,"[""running_index"", ""gold_count""]",[],False,0,
Qwen3-8B/city_end,plus_trace_position,noise_total_rms,elastic_net,2926,10,0.38153145289028667,0.04237567257666812,"[""running_index"", ""gold_count"", ""count_progress"", ""trace_position"", ""trace_progress"", ""previous_same_site_gap"", ""token_span""]",[],False,1,0.2698732692466569
Qwen3-8B/city_end,plus_trace_form,noise_total_rms,elastic_net,2926,10,0.484881617643241,0.03812706118360213,"[""running_index"", ""gold_count"", ""count_progress"", ""trace_position"", ""trace_progress"", ""previous_same_site_gap"", ""token_span"", ""input_tokens"", ""output_tokens"", ""sequence_length"", ""item_count"", ""duplicate_gold_city_items"", ""city_occurrences_in_item""]","[""state_kind"", ""marker_kind"", ""termination_kind"", ""trace_order_class"", ""trace_one_to_one""]",False,2,0.10335016475295433
Qwen3-8B/city_end,plus_outcome_diagnostic,noise_total_rms,elastic_net,2926,10,0.484881617643241,0.03812706118360213,"[""running_index"", ""gold_count"", ""count_progress"", ""trace_position"", ""trace_progress"", ""previous_same_site_gap"", ""token_span"", ""input_tokens"", ""output_tokens"", ""sequence_length"", ""item_count"", ""duplicate_gold_city_items"", ""city_occurrences_in_item""]","[""state_kind"", ""marker_kind"", ""termination_kind"", ""trace_order_class"", ""trace_one_to_one"", ""baseline_correct"", ""cutoff_correct""]",True,3,0.0
Qwen3-8B/city_end,count_only,noise_total_rms,hist_gradient_boosting,2926,10,0.20590510990092714,0.04849603992199943,"[""running_index"", ""gold_count""]",[],False,0,
Qwen3-8B/city_end,plus_trace_position,noise_total_rms,hist_gradient_boosting,2926,10,0.6867411570181525,0.0279997517098215,"[""running_index"", ""gold_count"", ""count_progress"", ""trace_position"", ""trace_progress"", ""previous_same_site_gap"", ""token_span""]",[],False,1,0.4808360471172254
Qwen3-8B/city_end,plus_trace_form,noise_total_rms,hist_gradient_boosting,2926,10,0.6967295902628975,0.027646754851105813,"[""running_index"", ""gold_count"", ""count_progress"", ""trace_position"", ""trace_progress"", ""previous_same_site_gap"", ""token_span"", ""input_tokens"", ""output_tokens"", ""sequence_length"", ""item_count"", ""duplicate_gold_city_items"", ""city_occurrences_in_item""]","[""state_kind"", ""marker_kind"", ""termination_kind"", ""trace_order_class"", ""trace_one_to_one""]",False,2,0.009988433244744965
Qwen3-8B/city_end,plus_outcome_diagnostic,noise_total_rms,hist_gradient_boosting,2926,10,0.6967295902628975,0.027646754851105813,"[""running_index"", ""gold_count"", ""count_progress"", ""trace_position"", ""trace_progress"", ""previous_same_site_gap"", ""token_span"", ""input_tokens"", ""output_tokens"", ""sequence_length"", ""item_count"", ""duplicate_gold_city_items"", ""city_occurrences_in_item""]","[""state_kind"", ""marker_kind"", ""termination_kind"", ""trace_order_class"", ""trace_one_to_one"", ""baseline_correct"", ""cutoff_correct""]",True,3,0.0
Qwen3-8B/item_end,count_only,count_axis_deviation_abs,elastic_net,2924,10,0.11944064856967918,0.6932660739621797,"[""running_index"", ""gold_count""]",[],False,0,
Qwen3-8B/item_end,plus_trace_position,count_axis_deviation_abs,elastic_net,2924,10,0.2764775780969778,0.6207993310015976,"[""running_index"", ""gold_count"", ""count_progress"", ""trace_position"", ""trace_progress"", ""previous_same_site_gap"", ""token_span""]",[],False,1,0.15703692952729864
Qwen3-8B/item_end,plus_trace_form,count_axis_deviation_abs,elastic_net,2924,10,0.31358711584767096,0.5868464070234382,"[""running_index"", ""gold_count"", ""count_progress"", ""trace_position"", ""trace_progress"", ""previous_same_site_gap"", ""token_span"", ""input_tokens"", ""output_tokens"", ""sequence_length"", ""item_count"", ""duplicate_gold_city_items"", ""city_occurrences_in_item""]","[""state_kind"", ""marker_kind"", ""termination_kind"", ""trace_order_class"", ""trace_one_to_one""]",False,2,0.037109537750693145
Qwen3-8B/item_end,plus_outcome_diagnostic,count_axis_deviation_abs,elastic_net,2924,10,0.31358711584767096,0.5868464070234382,"[""running_index"", ""gold_count"", ""count_progress"", ""trace_position"", ""trace_progress"", ""previous_same_site_gap"", ""token_span"", ""input_tokens"", ""output_tokens"", ""sequence_length"", ""item_count"", ""duplicate_gold_city_items"", ""city_occurrences_in_item""]","[""state_kind"", ""marker_kind"", ""termination_kind"", ""trace_order_class"", ""trace_one_to_one"", ""baseline_correct"", ""cutoff_correct""]",True,3,0.0
Qwen3-8B/item_end,count_only,count_axis_deviation_abs,hist_gradient_boosting,2924,10,0.36393480821440394,0.5525740252468263,"[""running_index"", ""gold_count""]",[],False,0,
Qwen3-8B/item_end,plus_trace_position,count_axis_deviation_abs,hist_gradient_boosting,2924,10,0.65549455293393,0.36664538763087895,"[""running_index"", ""gold_count"", ""count_progress"", ""trace_position"", ""trace_progress"", ""previous_same_site_gap"", ""token_span""]",[],False,1,0.29155974471952606
Qwen3-8B/item_end,plus_trace_form,count_axis_deviation_abs,hist_gradient_boosting,2924,10,0.7511745488432039,0.31378039198523267,"[""running_index"", ""gold_count"", ""count_progress"", ""trace_position"", ""trace_progress"", ""previous_same_site_gap"", ""token_span"", ""input_tokens"", ""output_tokens"", ""sequence_length"", ""item_count"", ""duplicate_gold_city_items"", ""city_occurrences_in_item""]","[""state_kind"", ""marker_kind"", ""termination_kind"", ""trace_order_class"", ""trace_one_to_one""]",False,2,0.0956799959092739
Qwen3-8B/item_end,plus_outcome_diagnostic,count_axis_deviation_abs,hist_gradient_boosting,2924,10,0.7511745488432039,0.31378039198523267,"[""running_index"", ""gold_count"", ""count_progress"", ""trace_position"", ""trace_progress"", ""previous_same_site_gap"", ""token_span"", ""input_tokens"", ""output_tokens"", ""sequence_length"", ""item_count"", ""duplicate_gold_city_items"", ""city_occurrences_in_item""]","[""state_kind"", ""marker_kind"", ""termination_kind"", ""trace_order_class"", ""trace_one_to_one"", ""baseline_correct"", ""cutoff_correct""]",True,3,0.0
Qwen3-8B/item_end,count_only,noise_total_rms,elastic_net,2924,10,0.2151650467334968,0.07202048447712808,"[""running_index"", ""gold_count""]",[],False,0,
Qwen3-8B/item_end,plus_trace_position,noise_total_rms,elastic_net,2924,10,0.3787031322240676,0.06404717102281447,"[""running_index"", ""gold_count"", ""count_progress"", ""trace_position"", ""trace_progress"", ""previous_same_site_gap"", ""token_span""]",[],False,1,0.1635380854905708
Qwen3-8B/item_end,plus_trace_form,noise_total_rms,elastic_net,2924,10,0.6606416441365561,0.04542574474002831,"[""running_index"", ""gold_count"", ""count_progress"", ""trace_position"", ""trace_progress"", ""previous_same_site_gap"", ""token_span"", ""input_tokens"", ""output_tokens"", ""sequence_length"", ""item_count"", ""duplicate_gold_city_items"", ""city_occurrences_in_item""]","[""state_kind"", ""marker_kind"", ""termination_kind"", ""trace_order_class"", ""trace_one_to_one""]",False,2,0.28193851191248853
Qwen3-8B/item_end,plus_outcome_diagnostic,noise_total_rms,elastic_net,2924,10,0.6606416441365561,0.04542574474002831,"[""running_index"", ""gold_count"", ""count_progress"", ""trace_position"", ""trace_progress"", ""previous_same_site_gap"", ""token_span"", ""input_tokens"", ""output_tokens"", ""sequence_length"", ""item_count"", ""duplicate_gold_city_items"", ""city_occurrences_in_item""]","[""state_kind"", ""marker_kind"", ""termination_kind"", ""trace_order_class"", ""trace_one_to_one"", ""baseline_correct"", ""cutoff_correct""]",True,3,0.0
Qwen3-8B/item_end,count_only,noise_total_rms,hist_gradient_boosting,2924,10,0.32067540740199674,0.06668020569661004,"[""running_index"", ""gold_count""]",[],False,0,
Qwen3-8B/item_end,plus_trace_position,noise_total_rms,hist_gradient_boosting,2924,10,0.7815735290662302,0.032858851209826366,"[""running_index"", ""gold_count"", ""count_progress"", ""trace_position"", ""trace_progress"", ""previous_same_site_gap"", ""token_span""]",[],False,1,0.4608981216642335
Qwen3-8B/item_end,plus_trace_form,noise_total_rms,hist_gradient_boosting,2924,10,0.8557475916005817,0.027399649945998257,"[""running_index"", ""gold_count"", ""count_progress"", ""trace_position"", ""trace_progress"", ""previous_same_site_gap"", ""token_span"", ""input_tokens"", ""output_tokens"", ""sequence_length"", ""item_count"", ""duplicate_gold_city_items"", ""city_occurrences_in_item""]","[""state_kind"", ""marker_kind"", ""termination_kind"", ""trace_order_class"", ""trace_one_to_one""]",False,2,0.07417406253435144
Qwen3-8B/item_end,plus_outcome_diagnostic,noise_total_rms,hist_gradient_boosting,2924,10,0.8557475916005817,0.027399649945998257,"[""running_index"", ""gold_count"", ""count_progress"", ""trace_position"", ""trace_progress"", ""previous_same_site_gap"", ""token_span"", ""input_tokens"", ""output_tokens"", ""sequence_length"", ""item_count"", ""duplicate_gold_city_items"", ""city_occurrences_in_item""]","[""state_kind"", ""marker_kind"", ""termination_kind"", ""trace_order_class"", ""trace_one_to_one"", ""baseline_correct"", ""cutoff_correct""]",True,3,0.0
Qwen3-8B/marker_end,count_only,count_axis_deviation_abs,elastic_net,3012,10,0.010533930431213312,0.46740381441033146,"[""running_index"", ""gold_count""]",[],False,0,
Qwen3-8B/marker_end,plus_trace_position,count_axis_deviation_abs,elastic_net,3012,10,0.1357952273265136,0.4333989502720462,"[""running_index"", ""gold_count"", ""count_progress"", ""trace_position"", ""trace_progress"", ""previous_same_site_gap"", ""token_span""]",[],False,1,0.1252612968953003
Qwen3-8B/marker_end,plus_trace_form,count_axis_deviation_abs,elastic_net,3012,10,0.4695933116577411,0.3187858080951501,"[""running_index"", ""gold_count"", ""count_progress"", ""trace_position"", ""trace_progress"", ""previous_same_site_gap"", ""token_span"", ""input_tokens"", ""output_tokens"", ""sequence_length"", ""item_count"", ""duplicate_gold_city_items"", ""city_occurrences_in_item""]","[""state_kind"", ""marker_kind"", ""termination_kind"", ""trace_order_class"", ""trace_one_to_one""]",False,2,0.3337980843312275
Qwen3-8B/marker_end,plus_outcome_diagnostic,count_axis_deviation_abs,elastic_net,3012,10,0.4695933116577411,0.3187858080951501,"[""running_index"", ""gold_count"", ""count_progress"", ""trace_position"", ""trace_progress"", ""previous_same_site_gap"", ""token_span"", ""input_tokens"", ""output_tokens"", ""sequence_length"", ""item_count"", ""duplicate_gold_city_items"", ""city_occurrences_in_item""]","[""state_kind"", ""marker_kind"", ""termination_kind"", ""trace_order_class"", ""trace_one_to_one"", ""baseline_correct"", ""cutoff_correct""]",True,3,0.0
Qwen3-8B/marker_end,count_only,count_axis_deviation_abs,hist_gradient_boosting,3012,10,0.030654590874546805,0.4554174455587531,"[""running_index"", ""gold_count""]",[],False,0,
Qwen3-8B/marker_end,plus_trace_position,count_axis_deviation_abs,hist_gradient_boosting,3012,10,0.5065625779690164,0.29499465867146685,"[""running_index"", ""gold_count"", ""count_progress"", ""trace_position"", ""trace_progress"", ""previous_same_site_gap"", ""token_span""]",[],False,1,0.4759079870944696
Qwen3-8B/marker_end,plus_trace_form,count_axis_deviation_abs,hist_gradient_boosting,3012,10,0.6574953715795333,0.24466801632873572,"[""running_index"", ""gold_count"", ""count_progress"", ""trace_position"", ""trace_progress"", ""previous_same_site_gap"", ""token_span"", ""input_tokens"", ""output_tokens"", ""sequence_length"", ""item_count"", ""duplicate_gold_city_items"", ""city_occurrences_in_item""]","[""state_kind"", ""marker_kind"", ""termination_kind"", ""trace_order_class"", ""trace_one_to_one""]",False,2,0.15093279361051692
Qwen3-8B/marker_end,plus_outcome_diagnostic,count_axis_deviation_abs,hist_gradient_boosting,3012,10,0.6574953715795333,0.24466801632873572,"[""running_index"", ""gold_count"", ""count_progress"", ""trace_position"", ""trace_progress"", ""previous_same_site_gap"", ""token_span"", ""input_tokens"", ""output_tokens"", ""sequence_length"", ""item_count"", ""duplicate_gold_city_items"", ""city_occurrences_in_item""]","[""state_kind"", ""marker_kind"", ""termination_kind"", ""trace_order_class"", ""trace_one_to_one"", ""baseline_correct"", ""cutoff_correct""]",True,3,0.0
Qwen3-8B/marker_end,count_only,noise_total_rms,elastic_net,3012,10,0.07733283070032837,0.08156225420300721,"[""running_index"", ""gold_count""]",[],False,0,
Qwen3-8B/marker_end,plus_trace_position,noise_total_rms,elastic_net,3012,10,0.1435064571219692,0.07949009346479464,"[""running_index"", ""gold_count"", ""count_progress"", ""trace_position"", ""trace_progress"", ""previous_same_site_gap"", ""token_span""]",[],False,1,0.06617362642164082
Qwen3-8B/marker_end,plus_trace_form,noise_total_rms,elastic_net,3012,10,0.8350299239111906,0.03182123652622192,"[""running_index"", ""gold_count"", ""count_progress"", ""trace_position"", ""trace_progress"", ""previous_same_site_gap"", ""token_span"", ""input_tokens"", ""output_tokens"", ""sequence_length"", ""item_count"", ""duplicate_gold_city_items"", ""city_occurrences_in_item""]","[""state_kind"", ""marker_kind"", ""termination_kind"", ""trace_order_class"", ""trace_one_to_one""]",False,2,0.6915234667892214
Qwen3-8B/marker_end,plus_outcome_diagnostic,noise_total_rms,elastic_net,3012,10,0.8350299239111906,0.03182123652622192,"[""running_index"", ""gold_count"", ""count_progress"", ""trace_position"", ""trace_progress"", ""previous_same_site_gap"", ""token_span"", ""input_tokens"", ""output_tokens"", ""sequence_length"", ""item_count"", ""duplicate_gold_city_items"", ""city_occurrences_in_item""]","[""state_kind"", ""marker_kind"", ""termination_kind"", ""trace_order_class"", ""trace_one_to_one"", ""baseline_correct"", ""cutoff_correct""]",True,3,0.0
Qwen3-8B/marker_end,count_only,noise_total_rms,hist_gradient_boosting,3012,10,0.10214811150432068,0.07984321966596711,"[""running_index"", ""gold_count""]",[],False,0,
Qwen3-8B/marker_end,plus_trace_position,noise_total_rms,hist_gradient_boosting,3012,10,0.7515552769380829,0.030227490497368132,"[""running_index"", ""gold_count"", ""count_progress"", ""trace_position"", ""trace_progress"", ""previous_same_site_gap"", ""token_span""]",[],False,1,0.6494071654337622
Qwen3-8B/marker_end,plus_trace_form,noise_total_rms,hist_gradient_boosting,3012,10,0.9361503043310474,0.016661247462059128,"[""running_index"", ""gold_count"", ""count_progress"", ""trace_position"", ""trace_progress"", ""previous_same_site_gap"", ""token_span"", ""input_tokens"", ""output_tokens"", ""sequence_length"", ""item_count"", ""duplicate_gold_city_items"", ""city_occurrences_in_item""]","[""state_kind"", ""marker_kind"", ""termination_kind"", ""trace_order_class"", ""trace_one_to_one""]",False,2,0.18459502739296452
Qwen3-8B/marker_end,plus_outcome_diagnostic,noise_total_rms,hist_gradient_boosting,3012,10,0.9361503043310474,0.016661247462059128,"[""running_index"", ""gold_count"", ""count_progress"", ""trace_position"", ""trace_progress"", ""previous_same_site_gap"", ""token_span"", ""input_tokens"", ""output_tokens"", ""sequence_length"", ""item_count"", ""duplicate_gold_city_items"", ""city_occurrences_in_item""]","[""state_kind"", ""marker_kind"", ""termination_kind"", ""trace_order_class"", ""trace_one_to_one"", ""baseline_correct"", ""cutoff_correct""]",True,3,0.0
