model_label,target_passage_tokens,num_needles,query_order,q_hat,q_hat_power_N,all_pairs_found,exact_correct,scheme
Qwen3-8B,2000,20,query_first,0.998175290620306,0.964131556970987,1.0,0.0,seed
Qwen3-8B,2000,20,query_first,0.9972882038165324,0.9471388314006296,1.0,1.0,seed
Qwen3-8B,2000,2,query_first,0.9945289858669039,0.9890879037294522,1.0,0.0,seed
Qwen3-8B,2000,2,query_first,0.9961762379688228,0.9923670970937167,1.0,1.0,seed
Qwen3-8B,2000,2,query_first,0.993944939648308,0.9879265430524786,1.0,0.0,seed
Qwen3-8B,2000,2,query_first,0.9963298592385582,0.9926731884103253,1.0,0.0,seed
Qwen3-8B,2000,2,query_first,0.9953529989556056,0.9907275925299178,1.0,1.0,seed
Qwen3-8B,2000,30,query_first,0.9964679628755274,0.8992909272162227,1.0,1.0,seed
Qwen3-8B,2000,30,query_first,0.9985784314405706,0.9582204636662647,1.0,1.0,seed
Qwen3-8B,2000,30,query_first,0.9972333322578425,0.9202452565732331,1.0,1.0,seed
Qwen3-8B,2000,30,query_first,0.9983867472467995,0.9527176792936772,1.0,0.0,seed
Qwen3-8B,2000,30,query_first,0.9975338190732925,0.9286003664231647,1.0,1.0,seed
Qwen3-8B,2000,3,query_first,0.9948756562235694,0.984705610808499,1.0,1.0,seed
Qwen3-8B,2000,3,query_first,0.9967022111942344,0.9901392239509168,1.0,0.0,seed
Qwen3-8B,2000,3,query_first,0.9946140169166018,0.983928920950149,1.0,0.0,seed
Qwen3-8B,2000,3,query_first,0.99675447851326,0.9902950015825353,1.0,0.0,seed
Qwen3-8B,2000,3,query_first,0.9957731484524909,0.9873729686613988,1.0,0.0,seed
Qwen3-8B,2000,4,query_first,0.995108283309226,0.9805762389491474,1.0,1.0,seed
Qwen3-8B,2000,4,query_first,0.9970310385293558,0.9881769379060065,1.0,1.0,seed
Qwen3-8B,2000,4,query_first,0.9950436262055511,0.9803214122468159,1.0,1.0,seed
Qwen3-8B,2000,4,query_first,0.99702570046875,0.9881557754514096,1.0,0.0,seed
Qwen3-8B,2000,4,query_first,0.9960480961818479,0.984285843357903,1.0,0.0,seed
Qwen3-8B,2000,5,query_first,0.9952814599672859,0.9766288979480505,1.0,0.0,seed
Qwen3-8B,2000,5,query_first,0.9972634060506342,0.9863917150558211,1.0,0.0,seed
Qwen3-8B,2000,5,query_first,0.9953532251909303,0.9769810500893307,1.0,0.0,seed
Qwen3-8B,2000,5,query_first,0.9972204115367046,0.9861791043479554,1.0,0.0,seed
Qwen3-8B,2000,5,query_first,0.996249031268172,0.9813853272416413,1.0,1.0,seed
Qwen3-8B,2000,6,query_first,0.9954184156335102,0.9728234406948566,1.0,1.0,seed
Qwen3-8B,2000,6,query_first,0.9974397328331072,0.9847363865126001,0.0,0.0,seed
Qwen3-8B,2000,6,query_first,0.995591838288337,0.9738408005509186,1.0,0.0,seed
Qwen3-8B,2000,6,query_first,0.9973700264568479,0.9843235470525616,1.0,0.0,seed
Qwen3-8B,2000,6,query_first,0.996405626770653,0.9786266271562496,1.0,1.0,seed
Qwen3-8B,2000,8,query_first,0.9956265116763635,0.9655430015409756,1.0,1.0,seed
Qwen3-8B,2000,8,query_first,0.9976951908641564,0.9817095833142917,0.0,0.0,seed
Qwen3-8B,2000,8,query_first,0.9959437703983831,0.968007128755217,1.0,0.0,seed
Qwen3-8B,2000,8,query_first,0.9975899326387442,0.9808813154313472,1.0,1.0,seed
Qwen3-8B,2000,8,query_first,0.9966395719661775,0.9734306489127678,1.0,0.0,seed
Qwen3-8B,5000,10,query_first,0.995108283309226,0.9521457063784546,1.0,0.0,seed
Qwen3-8B,5000,10,query_first,0.9970310385293558,0.970703924030064,1.0,0.0,seed
Qwen3-8B,5000,10,query_first,0.9950436262055511,0.951527231107264,1.0,0.0,seed
Qwen3-8B,5000,10,query_first,0.99702570046875,0.9706519542183213,1.0,0.0,seed
Qwen3-8B,5000,10,query_first,0.9960480961818479,0.9611763959837312,1.0,0.0,seed
Qwen3-8B,5000,1,query_first,0.992907371316602,0.992907371316602,1.0,1.0,seed
Qwen3-8B,5000,1,query_first,0.9931265894977056,0.9931265894977056,1.0,1.0,seed
Qwen3-8B,5000,1,query_first,0.9903712448842744,0.9903712448842744,1.0,1.0,seed
Qwen3-8B,5000,1,query_first,0.994024583799585,0.994024583799585,1.0,1.0,seed
Qwen3-8B,5000,1,query_first,0.9932339238921786,0.9932339238921786,1.0,1.0,seed
Qwen3-8B,5000,20,query_first,0.9956265116763635,0.9160708226444954,1.0,0.0,seed
Qwen3-8B,5000,20,query_first,0.9976951908641564,0.9548993030120804,1.0,0.0,seed
Qwen3-8B,5000,20,query_first,0.9959437703983831,0.9219266920531706,1.0,1.0,seed
Qwen3-8B,5000,20,query_first,0.9975899326387442,0.9528864571597138,1.0,0.0,seed
Qwen3-8B,5000,20,query_first,0.9966395719661775,0.9348943609055984,1.0,1.0,seed
Qwen3-8B,5000,2,query_first,0.9936572780877058,0.9873547862966682,1.0,0.0,seed
Qwen3-8B,5000,2,query_first,0.9946594829633791,0.9893474870489767,1.0,0.0,seed
Qwen3-8B,5000,2,query_first,0.9921132306239101,0.9842886623790118,1.0,0.0,seed
Qwen3-8B,5000,2,query_first,0.9951553690480595,0.9903342085451794,1.0,1.0,seed
Qwen3-8B,5000,2,query_first,0.9942441588730219,0.9885214474531228,1.0,0.0,seed
Qwen3-8B,5000,30,query_first,0.9959039238283206,0.8841446114576508,1.0,0.0,seed
Qwen3-8B,5000,30,query_first,0.9980126430842299,0.9420659182950977,1.0,1.0,seed
Qwen3-8B,5000,30,query_first,0.9963927807215008,0.8972576441445942,1.0,1.0,seed
Qwen3-8B,5000,30,query_first,0.997869078718956,0.938008894388616,1.0,0.0,seed
Qwen3-8B,5000,30,query_first,0.9969437556556711,0.9122622951738932,1.0,1.0,seed
Qwen3-8B,5000,3,query_first,0.9940588541669243,0.9822822444363077,1.0,0.0,seed
Qwen3-8B,5000,3,query_first,0.9953931268471395,0.9862429526091983,1.0,0.0,seed
Qwen3-8B,5000,3,query_first,0.9929832808038433,0.9790971999927666,1.0,0.0,seed
Qwen3-8B,5000,3,query_first,0.9957152873479671,0.9872008596694107,1.0,0.0,seed
Qwen3-8B,5000,3,query_first,0.9947640345988634,0.9843742062518973,1.0,0.0,seed
Qwen3-8B,5000,4,query_first,0.9943283497898177,0.9775056761167995,1.0,0.0,seed
Qwen3-8B,5000,4,query_first,0.9958519416526904,0.9835107197427312,1.0,1.0,seed
Qwen3-8B,5000,4,query_first,0.993542120098541,0.9744176301271443,1.0,0.0,seed
Qwen3-8B,5000,4,query_first,0.9960730103571187,0.9843843269159022,1.0,0.0,seed
Qwen3-8B,5000,4,query_first,0.9951043003230614,0.9805605397605873,1.0,0.0,seed
Qwen3-8B,5000,5,query_first,0.9945289858669039,0.9729426161819729,1.0,0.0,seed
Qwen3-8B,5000,5,query_first,0.9961762379688228,0.981026843394684,1.0,0.0,seed
Qwen3-8B,5000,5,query_first,0.993944939648308,0.9700891225006372,1.0,0.0,seed
Qwen3-8B,5000,5,query_first,0.9963298592385582,0.9817835020658994,1.0,0.0,seed
Qwen3-8B,5000,5,query_first,0.9953529989556056,0.9769799397924078,1.0,0.0,seed
Qwen3-8B,5000,6,query_first,0.994687665526093,0.9685463201639811,1.0,0.0,seed
Qwen3-8B,5000,6,query_first,0.9964223628834542,0.9787252562262596,1.0,1.0,seed
Qwen3-8B,5000,6,query_first,0.994255451214136,0.966023929809555,1.0,0.0,seed
Qwen3-8B,5000,6,query_first,0.9965272423492358,0.9793435193272514,1.0,0.0,seed
Qwen3-8B,5000,6,query_first,0.9955468348200813,0.973576708824737,1.0,0.0,seed
Qwen3-8B,5000,8,query_first,0.9949287832233507,0.9601430912134625,1.0,0.0,seed
Qwen3-8B,5000,8,query_first,0.9967790041257765,0.9745206639600824,1.0,0.0,seed
Qwen3-8B,5000,8,query_first,0.994713509236876,0.9584823703826054,1.0,0.0,seed
Qwen3-8B,5000,8,query_first,0.9968173933581055,0.9748209603611651,0.0,0.0,seed
Qwen3-8B,5000,8,query_first,0.995836442218455,0.967172902823492,1.0,0.0,seed
Qwen3-8B,10000,10,query_last,0.6635031537043777,0.016535979094052584,0.0,1.0,seed
Qwen3-8B,10000,10,query_last,0.6631098154130649,0.01643821151250633,1.0,1.0,seed
Qwen3-8B,10000,10,query_last,0.7357333444419444,0.04647339426489566,1.0,1.0,seed
Qwen3-8B,10000,10,query_last,0.6785512679492351,0.02069315275101676,1.0,1.0,seed
Qwen3-8B,10000,10,query_last,0.6158998848835714,0.007854186855622523,1.0,1.0,seed
Qwen3-8B,10000,1,query_last,0.5757175829308969,0.5757175829308969,0.0,0.0,seed
Qwen3-8B,10000,1,query_last,0.45854826745774596,0.45854826745774596,0.0,1.0,seed
Qwen3-8B,10000,1,query_last,0.5878592958722091,0.5878592958722091,1.0,1.0,seed
Qwen3-8B,10000,1,query_last,0.5116134532221318,0.5116134532221318,1.0,1.0,seed
Qwen3-8B,10000,1,query_last,0.48291365000628855,0.48291365000628855,1.0,1.0,seed
Qwen3-8B,10000,20,query_last,0.6881421252331756,0.0005669736657598066,0.0,1.0,seed
Qwen3-8B,10000,20,query_last,0.7172910683989037,0.0012998955648752036,1.0,1.0,seed
Qwen3-8B,10000,20,query_last,0.7729832939903518,0.005799654971634881,0.0,1.0,seed
Qwen3-8B,10000,20,query_last,0.7227295271455605,0.0015118752725579874,1.0,1.0,seed
Qwen3-8B,10000,20,query_last,0.6536005785466833,0.00020241773409399063,1.0,1.0,seed
Qwen3-8B,10000,2,query_last,0.6029377602933391,0.3635339427875481,1.0,1.0,seed
Qwen3-8B,10000,2,query_last,0.5219089348031031,0.2723889362273097,1.0,1.0,seed
Qwen3-8B,10000,2,query_last,0.6356301742444553,0.40402571841003665,0.0,1.0,seed
Qwen3-8B,10000,2,query_last,0.5639925683429462,0.31808761714607287,1.0,1.0,seed
Qwen3-8B,10000,2,query_last,0.523570194541363,0.2741257486120807,1.0,1.0,seed
Qwen3-8B,10000,30,query_last,0.7020874289852164,2.4645402157745773e-05,1.0,1.0,seed
Qwen3-8B,10000,30,query_last,0.7464134120701478,0.00015466179109900762,1.0,1.0,seed
Qwen3-8B,10000,30,query_last,0.7929830617300272,0.0009504238458722999,0.0,1.0,seed
Qwen3-8B,10000,30,query_last,0.7467629240067041,0.00015684924279842284,1.0,1.0,seed
Qwen3-8B,10000,30,query_last,0.6748251577902112,7.511695028783827e-06,1.0,1.0,seed
Qwen3-8B,10000,3,query_last,0.6185813152442414,0.2366957134438914,1.0,1.0,seed
Qwen3-8B,10000,3,query_last,0.5587775599806614,0.17446843712717072,1.0,1.0,seed
Qwen3-8B,10000,3,query_last,0.6624463176084818,0.2907047117409643,0.0,1.0,seed
Qwen3-8B,10000,3,query_last,0.5940568394815167,0.20964475480323977,0.0,0.0,seed
Qwen3-8B,10000,3,query_last,0.5472430043119874,0.1638855471487539,1.0,1.0,seed
Qwen3-8B,10000,4,query_last,0.6295353410819707,0.15706537763642256,1.0,1.0,seed
Qwen3-8B,10000,4,query_last,0.5845723661295312,0.11677587395655752,1.0,1.0,seed
Qwen3-8B,10000,4,query_last,0.6808698764689575,0.21490992912954848,0.0,1.0,seed
Qwen3-8B,10000,4,query_last,0.6149816426616568,0.14303707110717193,0.0,0.0,seed
Qwen3-8B,10000,4,query_last,0.5639167430144855,0.10112533118549435,1.0,1.0,seed
Qwen3-8B,10000,5,query_last,0.637941739044922,0.10565865787858558,1.0,1.0,seed
Qwen3-8B,10000,5,query_last,0.6042734385443461,0.08056891665078345,1.0,1.0,seed
Qwen3-8B,10000,5,query_last,0.6947846539724755,0.16190158001368637,1.0,1.0,seed
Qwen3-8B,10000,5,query_last,0.6309285470986898,0.09997718169603244,1.0,1.0,seed
Qwen3-8B,10000,5,query_last,0.576753071679908,0.06381893916944366,1.0,1.0,seed
Qwen3-8B,10000,6,query_last,0.6447484206764211,0.0718359305637064,1.0,1.0,seed
Qwen3-8B,10000,6,query_last,0.6201258858393831,0.05686946760846765,1.0,1.0,seed
Qwen3-8B,10000,6,query_last,0.705897085006578,0.12372239855878707,0.0,0.0,seed
Qwen3-8B,10000,6,query_last,0.6437508599473427,0.07117163341889943,1.0,1.0,seed
Qwen3-8B,10000,6,query_last,0.5871655485620519,0.040979192354592714,1.0,1.0,seed
Qwen3-8B,10000,8,query_last,0.6553696310569891,0.03403223748242744,1.0,1.0,seed
Qwen3-8B,10000,8,query_last,0.6446152008544161,0.02981290801747716,1.0,1.0,seed
Qwen3-8B,10000,8,query_last,0.7229409751167962,0.07461441260391952,1.0,1.0,seed
Qwen3-8B,10000,8,query_last,0.6635648150893803,0.037589521659915345,1.0,1.0,seed
Qwen3-8B,10000,8,query_last,0.6034344745363269,0.017580893544310652,1.0,1.0,seed
Qwen3-8B,2000,10,query_last,0.7191337385684432,0.036991048721883114,1.0,1.0,seed
Qwen3-8B,2000,10,query_last,0.7801730827729704,0.08354291481776854,1.0,1.0,seed
Qwen3-8B,2000,10,query_last,0.8162839095527741,0.13134464119676925,1.0,1.0,seed
Qwen3-8B,2000,10,query_last,0.7750173548044552,0.07818335030234987,1.0,1.0,seed
Qwen3-8B,2000,10,query_last,0.7005695910628402,0.028478218901641872,1.0,1.0,seed
Qwen3-8B,2000,1,query_last,0.637941739044922,0.637941739044922,1.0,1.0,seed
Qwen3-8B,2000,1,query_last,0.6042734385443461,0.6042734385443461,1.0,1.0,seed
Qwen3-8B,2000,1,query_last,0.6947846539724755,0.6947846539724755,1.0,1.0,seed
Qwen3-8B,2000,1,query_last,0.6309285470986898,0.6309285470986898,0.0,1.0,seed
Qwen3-8B,2000,1,query_last,0.576753071679908,0.576753071679908,1.0,1.0,seed
Qwen3-8B,2000,20,query_last,0.741287616142747,0.002510353595469235,1.0,1.0,seed
Qwen3-8B,2000,20,query_last,0.8206202746720067,0.019179834411508306,1.0,1.0,seed
Qwen3-8B,2000,20,query_last,0.8445782989136615,0.03410345382321331,1.0,1.0,seed
Qwen3-8B,2000,20,query_last,0.8096568118724206,0.014656135835048172,1.0,1.0,seed
Qwen3-8B,2000,20,query_last,0.7335549354342455,0.0020354145202269593,1.0,1.0,seed
Qwen3-8B,2000,2,query_last,0.6635031537043777,0.4402364349756551,1.0,1.0,seed
Qwen3-8B,2000,2,query_last,0.6631098154130649,0.439714627297149,1.0,1.0,seed
Qwen3-8B,2000,2,query_last,0.7357333444419444,0.5413035541237288,1.0,1.0,seed
Qwen3-8B,2000,2,query_last,0.6785512679492351,0.46043182323551474,1.0,1.0,seed
Qwen3-8B,2000,2,query_last,0.6158998848835714,0.3793326681995965,1.0,1.0,seed
Qwen3-8B,2000,30,query_last,0.7537069936755536,0.00020705053344671328,1.0,1.0,seed
Qwen3-8B,2000,30,query_last,0.8414512533863346,0.005634674720141162,1.0,1.0,seed
Qwen3-8B,2000,30,query_last,0.8594177974281172,0.010620141262453277,1.0,1.0,seed
Qwen3-8B,2000,30,query_last,0.8279491745771229,0.0034682494442031687,1.0,1.0,seed
Qwen3-8B,2000,30,query_last,0.7517413371044217,0.00019144893850376126,1.0,1.0,seed
Qwen3-8B,2000,3,query_last,0.6780347395048663,0.31171366203840545,1.0,1.0,seed
Qwen3-8B,2000,3,query_last,0.6954436851692186,0.33634571861979157,1.0,1.0,seed
Qwen3-8B,2000,3,query_last,0.7579873160894047,0.4354976492106209,1.0,1.0,seed
Qwen3-8B,2000,3,query_last,0.7048501508562026,0.35017923617637736,1.0,1.0,seed
Qwen3-8B,2000,3,query_last,0.6381556071728163,0.2598841352467388,1.0,1.0,seed
Qwen3-8B,2000,4,query_last,0.6881421252331756,0.22423973810778297,1.0,1.0,seed
Qwen3-8B,2000,4,query_last,0.7172910683989037,0.26471691467413005,0.0,1.0,seed
Qwen3-8B,2000,4,query_last,0.7729832939903518,0.3570100414919353,1.0,1.0,seed
Qwen3-8B,2000,4,query_last,0.7227295271455605,0.27283695428532023,1.0,1.0,seed
Qwen3-8B,2000,4,query_last,0.6536005785466833,0.1824944712261773,1.0,1.0,seed
Qwen3-8B,2000,5,query_last,0.6958611322945075,0.163159699611459,1.0,1.0,seed
Qwen3-8B,2000,5,query_last,0.7335667868959452,0.21242141601751707,1.0,1.0,seed
Qwen3-8B,2000,5,query_last,0.7841549604388671,0.29648960425068716,1.0,1.0,seed
Qwen3-8B,2000,5,query_last,0.736128516495487,0.21615645528720656,1.0,1.0,seed
Qwen3-8B,2000,5,query_last,0.6653635670982532,0.13040525236811637,1.0,1.0,seed
Qwen3-8B,2000,6,query_last,0.7020874289852164,0.11976976070455392,1.0,1.0,seed
Qwen3-8B,2000,6,query_last,0.7464134120701478,0.17293249488781492,1.0,1.0,seed
Qwen3-8B,2000,6,query_last,0.7929830617300272,0.24864713804453467,1.0,1.0,seed
Qwen3-8B,2000,6,query_last,0.7467629240067041,0.17341892321338517,1.0,1.0,seed
Qwen3-8B,2000,6,query_last,0.6748251577902112,0.0944381757970025,1.0,1.0,seed
Qwen3-8B,2000,8,query_last,0.7117607261869726,0.06586764941275239,1.0,1.0,seed
Qwen3-8B,2000,8,query_last,0.7658356033841467,0.1183271546058692,1.0,1.0,seed
Qwen3-8B,2000,8,query_last,0.8063645326442407,0.17875217677027533,1.0,1.0,seed
Qwen3-8B,2000,8,query_last,0.7629571973489557,0.11481573076888137,1.0,1.0,seed
Qwen3-8B,2000,8,query_last,0.6894665705675478,0.05106292761355665,1.0,1.0,seed
Qwen3-8B,5000,10,query_last,0.6881421252331756,0.023811208826092944,1.0,1.0,seed
Qwen3-8B,5000,10,query_last,0.7172910683989037,0.03605406447094701,0.0,0.0,seed
Qwen3-8B,5000,10,query_last,0.7729832939903518,0.07615546580275694,0.0,1.0,seed
Qwen3-8B,5000,10,query_last,0.7227295271455605,0.03888284033552574,0.0,1.0,seed
Qwen3-8B,5000,10,query_last,0.6536005785466833,0.014227358647830266,1.0,1.0,seed
Qwen3-8B,5000,1,query_last,0.6029377602933391,0.6029377602933391,0.0,1.0,seed
Qwen3-8B,5000,1,query_last,0.5219089348031031,0.5219089348031031,1.0,1.0,seed
Qwen3-8B,5000,1,query_last,0.6356301742444553,0.6356301742444553,1.0,1.0,seed
Qwen3-8B,5000,1,query_last,0.5639925683429462,0.5639925683429462,0.0,1.0,seed
Qwen3-8B,5000,1,query_last,0.523570194541363,0.523570194541363,0.0,1.0,seed
Qwen3-8B,5000,20,query_last,0.7117607261869726,0.0011134748527022482,1.0,1.0,seed
Qwen3-8B,5000,20,query_last,0.7658356033841467,0.004816272524127333,0.0,1.0,seed
Qwen3-8B,5000,20,query_last,0.8063645326442407,0.013509160077582374,0.0,1.0,seed
Qwen3-8B,5000,20,query_last,0.7629571973489557,0.004466871773972816,0.0,1.0,seed
Qwen3-8B,5000,20,query_last,0.6894665705675478,0.00058920208764276,1.0,1.0,seed
Qwen3-8B,5000,2,query_last,0.6295353410819707,0.39631474567119324,1.0,1.0,seed
Qwen3-8B,5000,2,query_last,0.5845723661295312,0.3417248512422787,1.0,1.0,seed
Qwen3-8B,5000,2,query_last,0.6808698764689575,0.4635837886828534,1.0,1.0,seed
Qwen3-8B,5000,2,query_last,0.6149816426616568,0.3782024208108297,0.0,1.0,seed
Qwen3-8B,5000,2,query_last,0.5639167430144855,0.3180020930520652,1.0,1.0,seed
Qwen3-8B,5000,30,query_last,0.7250718357272374,6.477852860341993e-05,1.0,1.0,seed
Qwen3-8B,5000,30,query_last,0.7914114824416838,0.0008955099428856243,0.0,1.0,seed
Qwen3-8B,5000,30,query_last,0.8240927148449632,0.0030149648067274923,0.0,1.0,seed
Qwen3-8B,5000,30,query_last,0.7845432100773286,0.0006894551866928907,0.0,1.0,seed
Qwen3-8B,5000,30,query_last,0.7094704077849674,3.373094967764582e-05,1.0,1.0,seed
Qwen3-8B,5000,3,query_last,0.6447484206764211,0.26802225759012327,0.0,1.0,seed
Qwen3-8B,5000,3,query_last,0.6201258858393831,0.23847320102784642,1.0,1.0,seed
Qwen3-8B,5000,3,query_last,0.705897085006578,0.35174194881871435,1.0,1.0,seed
Qwen3-8B,5000,3,query_last,0.6437508599473427,0.26678012185861866,0.0,1.0,seed
Qwen3-8B,5000,3,query_last,0.5871655485620519,0.20243317997451088,0.0,1.0,seed
Qwen3-8B,5000,4,query_last,0.6553696310569891,0.1844782845822983,0.0,1.0,seed
Qwen3-8B,5000,4,query_last,0.6446152008544161,0.17266414803738836,1.0,1.0,seed
Qwen3-8B,5000,4,query_last,0.7229409751167962,0.27315638854678015,0.0,1.0,seed
Qwen3-8B,5000,4,query_last,0.6635648150893803,0.19388017345751304,0.0,1.0,seed
Qwen3-8B,5000,4,query_last,0.6034344745363269,0.13259296189583614,0.0,1.0,seed
Qwen3-8B,5000,5,query_last,0.6635031537043777,0.12859229795774155,0.0,1.0,seed
Qwen3-8B,5000,5,query_last,0.6631098154130649,0.12821158883855363,0.0,1.0,seed
Qwen3-8B,5000,5,query_last,0.7357333444419444,0.21557688713054482,1.0,1.0,seed
Qwen3-8B,5000,5,query_last,0.6785512679492351,0.14385114789606915,0.0,0.0,seed
Qwen3-8B,5000,5,query_last,0.6158998848835714,0.08862385037687386,0.0,1.0,seed
Qwen3-8B,5000,6,query_last,0.6700778080166931,0.0905214308054491,1.0,1.0,seed
Qwen3-8B,5000,6,query_last,0.677861811268486,0.09701681354138764,0.0,1.0,seed
Qwen3-8B,5000,6,query_last,0.7459001469057218,0.17222022652002147,1.0,1.0,seed
Qwen3-8B,5000,6,query_last,0.6905306037808876,0.10841704988783814,0.0,0.0,seed
Qwen3-8B,5000,6,query_last,0.6259738465836281,0.060164059438332355,1.0,1.0,seed
Qwen3-8B,5000,8,query_last,0.6803172117823262,0.04588721168109339,1.0,1.0,seed
