model_label,target_passage_tokens,num_needles,query_order,q_hat,q_hat_power_N,all_pairs_found,exact_correct,scheme
Gemma4-E4B,5000,6,query_first,0.9987199665618344,0.9923443347489703,1.0,1.0,seed
Gemma4-E4B,5000,8,query_first,0.9999997135091957,0.9999977080758637,1.0,1.0,seed
Gemma4-E4B,5000,8,query_first,0.9989446199848182,0.9915880812920546,1.0,1.0,seed
Gemma4-E4B,5000,8,query_first,0.9989219230448023,0.99140785728298,1.0,1.0,seed
Gemma4-E4B,5000,8,query_first,0.9989294390835328,0.9914675348687034,1.0,1.0,seed
Gemma4-E4B,5000,8,query_first,0.9989254393942548,0.9914357768178066,1.0,1.0,seed
Gemma4-E4B,10000,10,query_last,0.9300679276317563,0.4843359263160778,1.0,1.0,seed
Gemma4-E4B,10000,10,query_last,0.9425305701865991,0.5532920764304216,1.0,1.0,seed
Gemma4-E4B,10000,10,query_last,0.9561006600226923,0.6383166605440266,0.0,0.0,seed
Gemma4-E4B,10000,10,query_last,0.9321959256727105,0.4955323414002915,1.0,1.0,seed
Gemma4-E4B,10000,10,query_last,0.9370629047188971,0.5220203807632227,0.0,0.0,seed
Gemma4-E4B,10000,1,query_last,0.7444031694315507,0.7444031694315507,1.0,1.0,seed
Gemma4-E4B,10000,1,query_last,0.7670984645678796,0.7670984645678796,1.0,1.0,seed
Gemma4-E4B,10000,1,query_last,0.8973450082406581,0.8973450082406581,1.0,1.0,seed
Gemma4-E4B,10000,1,query_last,0.7624366059256049,0.7624366059256049,1.0,1.0,seed
Gemma4-E4B,10000,1,query_last,0.785580214822321,0.785580214822321,1.0,1.0,seed
Gemma4-E4B,10000,20,query_last,0.9545628351338076,0.3945394469979528,1.0,1.0,seed
Gemma4-E4B,10000,20,query_last,0.9637559689850834,0.47790504708613085,0.0,0.0,seed
Gemma4-E4B,10000,20,query_last,0.9662933845793478,0.5037094814942642,0.0,0.0,seed
Gemma4-E4B,10000,20,query_last,0.955163927096352,0.3995381450163649,1.0,1.0,seed
Gemma4-E4B,10000,20,query_last,0.9578193337271922,0.4223494975795488,1.0,1.0,seed
Gemma4-E4B,10000,2,query_last,0.8214454395143123,0.6747726100988617,1.0,1.0,seed
Gemma4-E4B,10000,2,query_last,0.8422742102319873,0.709425845221918,1.0,1.0,seed
Gemma4-E4B,10000,2,query_last,0.9200389307851898,0.8464716341603553,1.0,1.0,seed
Gemma4-E4B,10000,2,query_last,0.8325814500840165,0.6931918710240037,0.0,0.0,seed
Gemma4-E4B,10000,2,query_last,0.8482021632943172,0.7194469098171595,1.0,1.0,seed
Gemma4-E4B,10000,30,query_last,0.9648504739780729,0.3418223344421608,1.0,1.0,seed
Gemma4-E4B,10000,30,query_last,0.9724347080919554,0.43232817336550594,0.0,0.0,seed
Gemma4-E4B,10000,30,query_last,0.9711543610366095,0.41557359196875876,0.0,0.0,seed
Gemma4-E4B,10000,30,query_last,0.9649416508931621,0.34279271429199243,1.0,1.0,seed
Gemma4-E4B,10000,30,query_last,0.9667408212256294,0.36249474905624784,1.0,1.0,seed
Gemma4-E4B,10000,3,query_last,0.8573693297546429,0.6302369053531677,1.0,1.0,seed
Gemma4-E4B,10000,3,query_last,0.8763087226988636,0.672932345672618,1.0,1.0,seed
Gemma4-E4B,10000,3,query_last,0.9310947924869324,0.8072010033899741,0.0,0.0,seed
Gemma4-E4B,10000,3,query_last,0.8653223523843188,0.6479384710209666,1.0,1.0,seed
Gemma4-E4B,10000,3,query_last,0.8773393050729468,0.6753093440550054,1.0,1.0,seed
Gemma4-E4B,10000,4,query_last,0.8790390066419947,0.5970800876028975,1.0,1.0,seed
Gemma4-E4B,10000,4,query_last,0.8964600144562387,0.6458381456892558,1.0,1.0,seed
Gemma4-E4B,10000,4,query_last,0.9380621978909274,0.7743308108625482,0.0,0.0,seed
Gemma4-E4B,10000,4,query_last,0.8851350688671341,0.613815980536432,1.0,1.0,seed
Gemma4-E4B,10000,4,query_last,0.8949801276715819,0.6415840652528673,1.0,1.0,seed
Gemma4-E4B,10000,5,query_last,0.8938365844285703,0.5705459554890738,1.0,1.0,seed
Gemma4-E4B,10000,5,query_last,0.9100353798187414,0.6241534630175718,1.0,1.0,seed
Gemma4-E4B,10000,5,query_last,0.9430074944692394,0.7457198805582164,0.0,0.0,seed
Gemma4-E4B,10000,5,query_last,0.8987098888093031,0.5862699062390906,1.0,1.0,seed
Gemma4-E4B,10000,5,query_last,0.9070834054970092,0.6140957749561565,1.0,1.0,seed
Gemma4-E4B,10000,6,query_last,0.9047195245241177,0.5483827396431409,1.0,1.0,seed
Gemma4-E4B,10000,6,query_last,0.9199139093233879,0.606014636332735,1.0,1.0,seed
Gemma4-E4B,10000,6,query_last,0.9467702394925871,0.7202239977360141,0.0,0.0,seed
Gemma4-E4B,10000,6,query_last,0.9087251341312937,0.5631125952065398,1.0,1.0,seed
Gemma4-E4B,10000,6,query_last,0.9160272962536038,0.5908136099637468,1.0,1.0,seed
Gemma4-E4B,10000,8,query_last,0.9198677114726637,0.5126287965275442,0.0,0.0,seed
Gemma4-E4B,10000,8,query_last,0.9335003111524892,0.5766545675774151,1.0,1.0,seed
Gemma4-E4B,10000,8,query_last,0.9522339233540732,0.6760038872915752,0.0,0.0,seed
Gemma4-E4B,10000,8,query_last,0.9227229894254368,0.5254975901037395,0.0,0.0,seed
Gemma4-E4B,10000,8,query_last,0.9285571731919536,0.5526742040996259,0.0,0.0,seed
Gemma4-E4B,2000,10,query_last,0.9746498885522459,0.7735464095394967,1.0,1.0,seed
Gemma4-E4B,2000,10,query_last,0.980533137812299,0.8215287290518002,1.0,1.0,seed
Gemma4-E4B,2000,10,query_last,0.9763175061121319,0.7868840930681328,1.0,1.0,seed
Gemma4-E4B,2000,10,query_last,0.9743645002113348,0.7712843616993549,1.0,1.0,seed
Gemma4-E4B,2000,10,query_last,0.9754134036629927,0.7796275752772919,1.0,1.0,seed
Gemma4-E4B,2000,1,query_last,0.8938365844285703,0.8938365844285703,1.0,1.0,seed
Gemma4-E4B,2000,1,query_last,0.9100353798187414,0.9100353798187414,1.0,1.0,seed
Gemma4-E4B,2000,1,query_last,0.9430074944692394,0.9430074944692394,1.0,1.0,seed
Gemma4-E4B,2000,1,query_last,0.8987098888093031,0.8987098888093031,1.0,1.0,seed
Gemma4-E4B,2000,1,query_last,0.9070834054970092,0.9070834054970092,1.0,1.0,seed
Gemma4-E4B,2000,20,query_last,0.9838011738140069,0.7213511491234484,1.0,1.0,seed
Gemma4-E4B,2000,20,query_last,0.9879030475560139,0.7839466408663683,1.0,1.0,seed
Gemma4-E4B,2000,20,query_last,0.9819050405719661,0.6940484511053746,1.0,1.0,seed
Gemma4-E4B,2000,20,query_last,0.9833041221224744,0.7140969786150628,1.0,1.0,seed
Gemma4-E4B,2000,20,query_last,0.9837414227904994,0.7204754313272091,0.0,0.0,seed
Gemma4-E4B,2000,2,query_last,0.9300679276317563,0.8650263500092298,1.0,1.0,seed
Gemma4-E4B,2000,2,query_last,0.9425305701865991,0.8883638757362757,1.0,1.0,seed
Gemma4-E4B,2000,2,query_last,0.9561006600226923,0.9141284720958279,1.0,1.0,seed
Gemma4-E4B,2000,2,query_last,0.9321959256727105,0.8689892438408016,1.0,1.0,seed
Gemma4-E4B,2000,2,query_last,0.9370629047188971,0.8780868874002168,1.0,1.0,seed
Gemma4-E4B,2000,30,query_last,0.987555131435284,0.6868161510114571,1.0,1.0,seed
Gemma4-E4B,2000,30,query_last,0.9908545665140134,0.7590973181631727,1.0,1.0,seed
Gemma4-E4B,2000,30,query_last,0.9845505892512121,0.6268174714826366,1.0,1.0,seed
Gemma4-E4B,2000,30,query_last,0.9870284514471159,0.6759119835285364,1.0,1.0,seed
Gemma4-E4B,2000,30,query_last,0.9872531830418114,0.6805441092380439,1.0,1.0,seed
Gemma4-E4B,2000,3,query_last,0.9455854234567102,0.8454779901608905,1.0,1.0,seed
Gemma4-E4B,2000,3,query_last,0.9560600705055559,0.8738875281419933,1.0,1.0,seed
Gemma4-E4B,2000,3,query_last,0.9623743366720708,0.8913168153431453,1.0,1.0,seed
Gemma4-E4B,2000,3,query_last,0.9467029611270511,0.8484792122373338,1.0,1.0,seed
Gemma4-E4B,2000,3,query_last,0.950146009583261,0.8577703817083674,1.0,1.0,seed
Gemma4-E4B,2000,4,query_last,0.9545628351338076,0.8302675919088637,1.0,1.0,seed
Gemma4-E4B,2000,4,query_last,0.9637559689850834,0.8627169353142409,1.0,1.0,seed
Gemma4-E4B,2000,4,query_last,0.9662933845793478,0.8718384634744172,0.0,0.0,seed
Gemma4-E4B,2000,4,query_last,0.955163927096352,0.832360859120344,1.0,1.0,seed
Gemma4-E4B,2000,4,query_last,0.9578193337271922,0.8416555593173816,1.0,1.0,seed
Gemma4-E4B,2000,5,query_last,0.9605361042170467,0.8176519331828207,1.0,1.0,seed
Gemma4-E4B,2000,5,query_last,0.9688149432738227,0.8535012162645121,1.0,1.0,seed
Gemma4-E4B,2000,5,query_last,0.969058967972301,0.8545766555187012,1.0,1.0,seed
Gemma4-E4B,2000,5,query_last,0.9608289378943182,0.8188990599541606,1.0,1.0,seed
Gemma4-E4B,2000,5,query_last,0.9629801101775796,0.8281072474386278,0.0,0.0,seed
Gemma4-E4B,2000,6,query_last,0.9648504739780729,0.8067892208486875,1.0,1.0,seed
Gemma4-E4B,2000,6,query_last,0.9724347080919554,0.8455955865823924,1.0,1.0,seed
Gemma4-E4B,2000,6,query_last,0.9711543610366095,0.838937463078885,1.0,1.0,seed
Gemma4-E4B,2000,6,query_last,0.9649416508931621,0.8072467711211594,1.0,1.0,seed
Gemma4-E4B,2000,6,query_last,0.9667408212256294,0.816319825305752,1.0,1.0,seed
Gemma4-E4B,2000,8,query_last,0.9707478289119595,0.7885902864864444,1.0,1.0,seed
Gemma4-E4B,2000,8,query_last,0.977330658521635,0.8324002101876047,1.0,1.0,seed
Gemma4-E4B,2000,8,query_last,0.9741834239951456,0.8111961583090717,1.0,1.0,seed
Gemma4-E4B,2000,8,query_last,0.97059713022199,0.7876114537191857,0.0,0.0,seed
Gemma4-E4B,2000,8,query_last,0.971935383222505,0.7963411224220385,1.0,1.0,seed
Gemma4-E4B,5000,10,query_last,0.9545628351338076,0.6281237513404129,1.0,1.0,seed
Gemma4-E4B,5000,10,query_last,0.9637559689850834,0.6913067677132424,1.0,1.0,seed
Gemma4-E4B,5000,10,query_last,0.9662933845793478,0.709724933685061,1.0,1.0,seed
Gemma4-E4B,5000,10,query_last,0.955163927096352,0.6320902981507982,0.0,0.0,seed
Gemma4-E4B,5000,10,query_last,0.9578193337271922,0.6498842185955501,1.0,1.0,seed
Gemma4-E4B,5000,1,query_last,0.8214454395143123,0.8214454395143123,1.0,1.0,seed
Gemma4-E4B,5000,1,query_last,0.8422742102319873,0.8422742102319873,1.0,1.0,seed
Gemma4-E4B,5000,1,query_last,0.9200389307851898,0.9200389307851898,1.0,1.0,seed
Gemma4-E4B,5000,1,query_last,0.8325814500840165,0.8325814500840165,1.0,1.0,seed
Gemma4-E4B,5000,1,query_last,0.8482021632943172,0.8482021632943172,1.0,1.0,seed
Gemma4-E4B,5000,20,query_last,0.9707478289119595,0.5522408874575538,0.0,0.0,seed
Gemma4-E4B,5000,20,query_last,0.977330658521635,0.6321650082645586,0.0,0.0,seed
Gemma4-E4B,5000,20,query_last,0.9741834239951456,0.5926724135784862,1.0,1.0,seed
Gemma4-E4B,5000,20,query_last,0.97059713022199,0.5505288185533039,0.0,0.0,seed
Gemma4-E4B,5000,20,query_last,0.971935383222505,0.5659106372551187,1.0,1.0,seed
Gemma4-E4B,5000,2,query_last,0.8790390066419947,0.7727095751981449,1.0,1.0,seed
Gemma4-E4B,5000,2,query_last,0.8964600144562387,0.8036405575188796,1.0,1.0,seed
Gemma4-E4B,5000,2,query_last,0.9380621978909274,0.8799606871119574,1.0,1.0,seed
Gemma4-E4B,5000,2,query_last,0.8851350688671341,0.7834640901384262,1.0,1.0,seed
Gemma4-E4B,5000,2,query_last,0.8949801276715819,0.800989428927041,1.0,1.0,seed
Gemma4-E4B,5000,30,query_last,0.9774574879734026,0.5045873265224214,0.0,0.0,seed
Gemma4-E4B,5000,30,query_last,0.9828168528641887,0.5945355774789461,1.0,0.0,seed
Gemma4-E4B,5000,30,query_last,0.9779325293230585,0.511996242682229,1.0,1.0,seed
Gemma4-E4B,5000,30,query_last,0.9770899509654899,0.49892630522176873,0.0,0.0,seed
Gemma4-E4B,5000,30,query_last,0.9779399973503551,0.512113552165821,1.0,0.0,seed
Gemma4-E4B,5000,3,query_last,0.9047195245241177,0.7405286892775599,1.0,1.0,seed
Gemma4-E4B,5000,3,query_last,0.9199139093233879,0.7784694190093372,1.0,1.0,seed
Gemma4-E4B,5000,3,query_last,0.9467702394925871,0.8486601190912733,1.0,1.0,seed
Gemma4-E4B,5000,3,query_last,0.9087251341312937,0.7504082856728994,1.0,1.0,seed
Gemma4-E4B,5000,3,query_last,0.9160272962536038,0.7686440073036065,1.0,1.0,seed
Gemma4-E4B,5000,4,query_last,0.9198677114726637,0.7159810029096751,1.0,1.0,seed
Gemma4-E4B,5000,4,query_last,0.9335003111524892,0.7593777502517539,0.0,0.0,seed
Gemma4-E4B,5000,4,query_last,0.9522339233540732,0.8221945556202469,0.0,1.0,seed
Gemma4-E4B,5000,4,query_last,0.9227229894254368,0.7249121257805938,1.0,1.0,seed
Gemma4-E4B,5000,4,query_last,0.9285571731919536,0.7434206104888577,0.0,0.0,seed
Gemma4-E4B,5000,5,query_last,0.9300679276317563,0.6959424734244044,1.0,1.0,seed
Gemma4-E4B,5000,5,query_last,0.9425305701865991,0.7438360548067172,0.0,0.0,seed
Gemma4-E4B,5000,5,query_last,0.9561006600226923,0.7989472201240997,0.0,0.0,seed
Gemma4-E4B,5000,5,query_last,0.9321959256727105,0.7039405808733373,1.0,1.0,seed
Gemma4-E4B,5000,5,query_last,0.9370629047188971,0.7225097790087154,0.0,0.0,seed
Gemma4-E4B,5000,6,query_last,0.9374964670354828,0.6789188056774829,1.0,1.0,seed
Gemma4-E4B,5000,6,query_last,0.9490407821466358,0.7306497699578893,0.0,0.0,seed
Gemma4-E4B,5000,6,query_last,0.9590365216242808,0.7780560367143956,0.0,0.0,seed
Gemma4-E4B,5000,6,query_last,0.9391244531537986,0.6860233434257855,1.0,1.0,seed
Gemma4-E4B,5000,6,query_last,0.9433014305110555,0.7045356251105241,0.0,0.0,seed
Gemma4-E4B,5000,8,query_last,0.9477346453410738,0.650869702161437,1.0,1.0,seed
Gemma4-E4B,5000,8,query_last,0.957911959103587,0.7089322971069729,1.0,1.0,seed
Gemma4-E4B,5000,8,query_last,0.963289970988159,0.7414063651613428,0.0,0.0,seed
Gemma4-E4B,5000,8,query_last,0.9487233521343457,0.6563216408208631,1.0,1.0,seed
Gemma4-E4B,5000,8,query_last,0.9519749960186585,0.6745347575827253,0.0,0.0,seed
Gemma4-12B,10000,10,query_first,0.9999996948193023,0.999996948197214,1.0,1.0,seed
Gemma4-12B,10000,10,query_first,0.9999996934500259,0.999996934504488,1.0,1.0,seed
Gemma4-12B,10000,10,query_first,0.9999997110100654,0.9999971101044117,1.0,1.0,seed
Gemma4-12B,10000,10,query_first,0.9999997023583733,0.9999970235877198,1.0,1.0,seed
Gemma4-12B,10000,10,query_first,0.9999997312805537,0.9999973128087869,1.0,1.0,seed
Gemma4-12B,10000,1,query_first,0.9999995250651108,0.9999995250651108,1.0,1.0,seed
Gemma4-12B,10000,1,query_first,0.9999995215154851,0.9999995215154851,1.0,1.0,seed
Gemma4-12B,10000,1,query_first,0.9999996178063046,0.9999996178063046,1.0,1.0,seed
Gemma4-12B,10000,1,query_first,0.99999958087917,0.99999958087917,1.0,1.0,seed
Gemma4-12B,10000,1,query_first,0.9999996966593622,0.9999996966593622,1.0,1.0,seed
Gemma4-12B,10000,20,query_first,0.9999997328617273,0.9999946572481044,1.0,1.0,seed
Gemma4-12B,10000,20,query_first,0.9999997319028916,0.9999946380714884,1.0,1.0,seed
Gemma4-12B,10000,20,query_first,0.9999997343331102,0.9999946866756135,1.0,1.0,seed
Gemma4-12B,10000,20,query_first,0.9999997314983929,0.9999946299815565,1.0,1.0,seed
Gemma4-12B,10000,20,query_first,0.9999997409071458,0.999994818155671,1.0,1.0,seed
Gemma4-12B,10000,2,query_first,0.9999995842683053,0.9999991685367834,1.0,1.0,seed
Gemma4-12B,10000,2,query_first,0.9999995815353823,0.9999991630709396,1.0,1.0,seed
Gemma4-12B,10000,2,query_first,0.9999996486513922,0.9999992973029079,1.0,1.0,seed
Gemma4-12B,10000,2,query_first,0.9999996219123686,0.9999992438248801,1.0,1.0,seed
Gemma4-12B,10000,2,query_first,0.9999997075262217,0.9999994150525289,1.0,1.0,seed
Gemma4-12B,10000,30,query_first,0.9999997528770803,0.9999925863389748,1.0,1.0,seed
Gemma4-12B,10000,30,query_first,0.999999752119732,0.999992563618689,1.0,1.0,seed
Gemma4-12B,10000,30,query_first,0.9999997470936057,0.9999924128359952,1.0,1.0,seed
Gemma4-12B,10000,30,query_first,0.9999997472031257,0.9999924161215695,1.0,1.0,seed
Gemma4-12B,10000,30,query_first,0.9999997463776701,0.9999923913580835,1.0,1.0,seed
Gemma4-12B,10000,3,query_first,0.9999996154170263,0.9999988462515227,1.0,1.0,seed
Gemma4-12B,10000,3,query_first,0.9999996130912292,0.9999988392741367,1.0,1.0,seed
Gemma4-12B,10000,3,query_first,0.9999996655273453,0.9999989965823716,1.0,1.0,seed
Gemma4-12B,10000,3,query_first,0.9999996440268152,0.9999989320808257,1.0,1.0,seed
Gemma4-12B,10000,3,query_first,0.9999997137015555,0.9999991411049124,1.0,1.0,seed
Gemma4-12B,10000,4,query_first,0.999999636091505,0.9999985443668146,1.0,1.0,seed
Gemma4-12B,10000,4,query_first,0.9999996340265371,0.9999985361069521,1.0,1.0,seed
Gemma4-12B,10000,4,query_first,0.9999996770071162,0.9999987080290909,1.0,1.0,seed
Gemma4-12B,10000,4,query_first,0.999999658928294,0.999998635713874,1.0,1.0,seed
Gemma4-12B,10000,4,query_first,0.9999997180037874,0.9999988720156268,1.0,1.0,seed
Gemma4-12B,10000,5,query_first,0.9999996513593622,0.9999982567980265,1.0,1.0,seed
Gemma4-12B,10000,5,query_first,0.9999996494819113,0.9999982474107854,1.0,1.0,seed
Gemma4-12B,10000,5,query_first,0.9999996856394784,0.9999984281983801,1.0,1.0,seed
Gemma4-12B,10000,5,query_first,0.9999996700558379,0.9999983502802782,1.0,1.0,seed
Gemma4-12B,10000,5,query_first,0.9999997212962861,0.9999986064822073,1.0,1.0,seed
Gemma4-12B,10000,6,query_first,0.9999996633573712,0.9999979801459273,1.0,1.0,seed
Gemma4-12B,10000,6,query_first,0.9999996616240986,0.9999979697463091,1.0,1.0,seed
Gemma4-12B,10000,6,query_first,0.9999996925210894,0.9999981551279549,1.0,1.0,seed
Gemma4-12B,10000,6,query_first,0.99999967887767,0.9999980732675671,1.0,1.0,seed
Gemma4-12B,10000,6,query_first,0.9999997239578964,0.9999983437485213,1.0,1.0,seed
Gemma4-12B,10000,8,query_first,0.9999996814546654,0.9999974516401647,1.0,1.0,seed
Gemma4-12B,10000,8,query_first,0.9999996799333347,0.9999974394695461,1.0,1.0,seed
Gemma4-12B,10000,8,query_first,0.999999703074381,0.9999976245975167,1.0,1.0,seed
Gemma4-12B,10000,8,query_first,0.9999996923202493,0.9999975385646452,1.0,1.0,seed
Gemma4-12B,10000,8,query_first,0.9999997281060056,0.9999978248501145,1.0,1.0,seed
Gemma4-12B,2000,10,query_first,0.9999997759726844,0.9999977597291025,1.0,1.0,seed
Gemma4-12B,2000,10,query_first,0.9999997754340995,0.9999977543432639,1.0,1.0,seed
Gemma4-12B,2000,10,query_first,0.9999997623010893,0.9999976230134359,1.0,1.0,seed
Gemma4-12B,2000,10,query_first,0.9999997656878218,0.9999976568806884,1.0,1.0,seed
Gemma4-12B,2000,10,query_first,0.9999997531055912,0.999997531058655,1.0,1.0,seed
Gemma4-12B,2000,1,query_first,0.9999996513593622,0.9999996513593622,1.0,1.0,seed
Gemma4-12B,2000,1,query_first,0.9999996494819113,0.9999996494819113,1.0,1.0,seed
Gemma4-12B,2000,1,query_first,0.9999996856394784,0.9999996856394784,1.0,1.0,seed
Gemma4-12B,2000,1,query_first,0.9999996700558379,0.9999996700558379,1.0,1.0,seed
Gemma4-12B,2000,1,query_first,0.9999997212962861,0.9999997212962861,1.0,1.0,seed
Gemma4-12B,2000,20,query_first,0.9999998038989033,0.9999960779853727,1.0,1.0,seed
Gemma4-12B,2000,20,query_first,0.9999998036030889,0.9999960720691072,1.0,1.0,seed
Gemma4-12B,2000,20,query_first,0.9999997814846728,0.999995629702529,1.0,1.0,seed
Gemma4-12B,2000,20,query_first,0.9999997886276975,0.9999957725624379,1.0,1.0,seed
Gemma4-12B,2000,20,query_first,0.9999997619503243,0.9999952390172518,1.0,1.0,seed
Gemma4-12B,2000,2,query_first,0.9999996948193023,0.9999993896386977,1.0,1.0,seed
Gemma4-12B,2000,2,query_first,0.9999996934500259,0.9999993869001458,1.0,1.0,seed
Gemma4-12B,2000,2,query_first,0.9999997110100654,0.9999994220202142,1.0,1.0,seed
Gemma4-12B,2000,2,query_first,0.9999997023583733,0.9999994047168352,1.0,1.0,seed
Gemma4-12B,2000,2,query_first,0.9999997312805537,0.9999994625611797,1.0,1.0,seed
Gemma4-12B,2000,30,query_first,0.9999998185917922,0.9999945577680817,1.0,1.0,seed
Gemma4-12B,2000,30,query_first,0.9999998184131155,0.9999945524078077,1.0,1.0,seed
Gemma4-12B,2000,30,query_first,0.999999791980388,0.999993759430464,1.0,1.0,seed
Gemma4-12B,2000,30,query_first,0.999999800990922,0.9999940297448882,1.0,1.0,seed
Gemma4-12B,2000,30,query_first,0.9999997669765398,0.9999930093198146,1.0,1.0,seed
Gemma4-12B,2000,3,query_first,0.9999997176849857,0.9999991530551964,1.0,1.0,seed
Gemma4-12B,2000,3,query_first,0.9999997165665444,0.9999991496998742,1.0,1.0,seed
Gemma4-12B,2000,3,query_first,0.9999997248908119,0.9999991746726627,1.0,1.0,seed
Gemma4-12B,2000,3,query_first,0.9999997197675129,0.9999991593027743,1.0,1.0,seed
Gemma4-12B,2000,3,query_first,0.9999997369543353,0.9999992108632135,1.0,1.0,seed
Gemma4-12B,2000,4,query_first,0.9999997328617273,0.9999989314473373,1.0,1.0,seed
Gemma4-12B,2000,4,query_first,0.9999997319028916,0.9999989276119976,1.0,1.0,seed
Gemma4-12B,2000,4,query_first,0.9999997343331102,0.9999989373328642,1.0,1.0,seed
Gemma4-12B,2000,4,query_first,0.9999997314983929,0.9999989259940043,1.0,1.0,seed
Gemma4-12B,2000,4,query_first,0.9999997409071458,0.9999989636289861,1.0,1.0,seed
Gemma4-12B,2000,5,query_first,0.9999997440695705,0.9999987203485075,1.0,1.0,seed
Gemma4-12B,2000,5,query_first,0.9999997432248644,0.9999987161249814,1.0,1.0,seed
Gemma4-12B,2000,5,query_first,0.9999997414333686,0.9999987071675114,1.0,1.0,seed
Gemma4-12B,2000,5,query_first,0.9999997402583212,0.9999987012922805,1.0,1.0,seed
Gemma4-12B,2000,5,query_first,0.9999997439322322,0.9999987196618169,1.0,1.0,seed
Gemma4-12B,2000,6,query_first,0.9999997528770803,0.999998517263398,1.0,1.0,seed
Gemma4-12B,2000,6,query_first,0.999999752119732,0.9999985127193138,1.0,1.0,seed
Gemma4-12B,2000,6,query_first,0.9999997470936057,0.9999984825625938,1.0,1.0,seed
Gemma4-12B,2000,6,query_first,0.9999997472031257,0.9999984832197126,1.0,1.0,seed
Gemma4-12B,2000,6,query_first,0.9999997463776701,0.9999984782669854,1.0,1.0,seed
Gemma4-12B,2000,8,query_first,0.9999997661619592,0.9999981292972044,1.0,1.0,seed
Gemma4-12B,2000,8,query_first,0.9999997655323266,0.9999981242601522,1.0,1.0,seed
Gemma4-12B,2000,8,query_first,0.9999997557738599,0.9999980461925494,1.0,1.0,seed
Gemma4-12B,2000,8,query_first,0.9999997577855171,0.9999980622857794,1.0,1.0,seed
Gemma4-12B,2000,8,query_first,0.9999997501888753,0.99999800151275,1.0,1.0,seed
Gemma4-12B,5000,10,query_first,0.9999997328617273,0.9999973286204841,1.0,1.0,seed
Gemma4-12B,5000,10,query_first,0.9999997319028916,0.9999973190321504,1.0,1.0,seed
Gemma4-12B,5000,10,query_first,0.9999997343331102,0.9999973433342778,1.0,1.0,seed
Gemma4-12B,5000,10,query_first,0.9999997314983929,0.9999973149871736,1.0,1.0,seed
Gemma4-12B,5000,10,query_first,0.9999997409071458,0.9999974090744791,1.0,1.0,seed
Gemma4-12B,5000,1,query_first,0.9999995842683053,0.9999995842683053,1.0,1.0,seed
Gemma4-12B,5000,1,query_first,0.9999995815353823,0.9999995815353823,1.0,1.0,seed
Gemma4-12B,5000,1,query_first,0.9999996486513922,0.9999996486513922,1.0,1.0,seed
Gemma4-12B,5000,1,query_first,0.9999996219123686,0.9999996219123686,1.0,1.0,seed
Gemma4-12B,5000,1,query_first,0.9999997075262217,0.9999997075262217,1.0,1.0,seed
Gemma4-12B,5000,20,query_first,0.9999997661619592,0.9999953232495729,1.0,1.0,seed
Gemma4-12B,5000,20,query_first,0.9999997655323266,0.9999953106569774,1.0,1.0,seed
Gemma4-12B,5000,20,query_first,0.9999997557738599,0.999995115488531,1.0,1.0,seed
Gemma4-12B,5000,20,query_first,0.9999997577855171,0.9999951557214886,1.0,1.0,seed
Gemma4-12B,5000,20,query_first,0.9999997501888753,0.9999950037893636,1.0,1.0,seed
Gemma4-12B,5000,2,query_first,0.999999636091505,0.9999992721831424,1.0,1.0,seed
Gemma4-12B,5000,2,query_first,0.9999996340265371,0.9999992680532082,1.0,1.0,seed
Gemma4-12B,5000,2,query_first,0.9999996770071162,0.9999993540143368,1.0,1.0,seed
Gemma4-12B,5000,2,query_first,0.999999658928294,0.9999993178567044,1.0,1.0,seed
Gemma4-12B,5000,2,query_first,0.9999997180037874,0.9999994360076543,1.0,1.0,seed
Gemma4-12B,5000,30,query_first,0.9999997836822908,0.9999935104890794,1.0,1.0,seed
Gemma4-12B,5000,30,query_first,0.9999997832132174,0.9999934964169643,1.0,1.0,seed
Gemma4-12B,5000,30,query_first,0.9999997675045148,0.9999930251589576,1.0,1.0,seed
Gemma4-12B,5000,30,query_first,0.9999997719527087,0.9999931586038842,1.0,1.0,seed
Gemma4-12B,5000,30,query_first,0.999999755463424,0.9999926639287324,1.0,1.0,seed
Gemma4-12B,5000,3,query_first,0.9999996633573712,0.9999989900724536,1.0,1.0,seed
Gemma4-12B,5000,3,query_first,0.9999996616240986,0.9999989848726393,1.0,1.0,seed
Gemma4-12B,5000,3,query_first,0.9999996925210894,0.999999077563552,1.0,1.0,seed
Gemma4-12B,5000,3,query_first,0.99999967887767,0.9999990366333195,1.0,1.0,seed
Gemma4-12B,5000,3,query_first,0.9999997239578964,0.9999991718739177,1.0,1.0,seed
Gemma4-12B,5000,4,query_first,0.9999996814546654,0.9999987258192706,1.0,1.0,seed
Gemma4-12B,5000,4,query_first,0.9999996799333347,0.9999987197339535,1.0,1.0,seed
Gemma4-12B,5000,4,query_first,0.999999703074381,0.9999988122980531,1.0,1.0,seed
Gemma4-12B,5000,4,query_first,0.9999996923202493,0.9999987692815653,1.0,1.0,seed
Gemma4-12B,5000,4,query_first,0.9999997281060056,0.9999989124244658,1.0,1.0,seed
Gemma4-12B,5000,5,query_first,0.9999996948193023,0.9999984740974428,1.0,1.0,seed
Gemma4-12B,5000,5,query_first,0.9999996934500259,0.9999984672510693,1.0,1.0,seed
Gemma4-12B,5000,5,query_first,0.9999997110100654,0.9999985550511619,1.0,1.0,seed
