mode,target,candidate,link,term,estimate,kind
direct,asinh_signed_error,exponential_separable,identity,Qwen3-1.7B::raw_N,-0.32472675980293964,continuous
direct,asinh_signed_error,exponential_separable,identity,Qwen3-32B::intercept,0.21133541510961615,continuous
direct,asinh_signed_error,exponential_separable,identity,Qwen3-32B::query_last,0.31190878196567573,continuous
direct,asinh_signed_error,exponential_separable,identity,Qwen3-32B::raw_L,0.33342779239329545,continuous
direct,asinh_signed_error,exponential_separable,identity,Qwen3-32B::raw_N,0.3644199407073126,continuous
direct,asinh_signed_error,exponential_separable,identity,Qwen3-8B::intercept,-0.8760197019428887,continuous
direct,asinh_signed_error,exponential_separable,identity,Qwen3-8B::query_last,1.8788030011930859,continuous
direct,asinh_signed_error,exponential_separable,identity,Qwen3-8B::raw_L,0.08415305335282505,continuous
direct,asinh_signed_error,exponential_separable,identity,Qwen3-8B::raw_N,-0.08152137590863313,continuous
direct,signed_log_count_ratio,log_density,identity,Gemma4-12B::intercept,0.0,continuous
direct,signed_log_count_ratio,log_density,identity,Gemma4-12B::query_last,0.0,continuous
direct,signed_log_count_ratio,log_density,identity,Gemma4-12B::log_density,0.0,continuous
direct,signed_log_count_ratio,log_density,identity,Gemma4-E4B::intercept,-0.11682966912205624,continuous
direct,signed_log_count_ratio,log_density,identity,Gemma4-E4B::query_last,0.06606725346916752,continuous
direct,signed_log_count_ratio,log_density,identity,Gemma4-E4B::log_density,-0.04397780234595795,continuous
direct,signed_log_count_ratio,log_density,identity,Llama3.1-8B::intercept,-0.9793535810725688,continuous
direct,signed_log_count_ratio,log_density,identity,Llama3.1-8B::query_last,0.9694794373050412,continuous
direct,signed_log_count_ratio,log_density,identity,Llama3.1-8B::log_density,0.17346501370802692,continuous
direct,signed_log_count_ratio,log_density,identity,Llama3.2-3B::intercept,0.2952242152045411,continuous
direct,signed_log_count_ratio,log_density,identity,Llama3.2-3B::query_last,-0.34051849980640136,continuous
direct,signed_log_count_ratio,log_density,identity,Llama3.2-3B::log_density,0.05928168128689974,continuous
direct,signed_log_count_ratio,log_density,identity,OLMo-Hybrid-7B::intercept,-0.04858288671398959,continuous
direct,signed_log_count_ratio,log_density,identity,OLMo-Hybrid-7B::query_last,0.018467436848537556,continuous
direct,signed_log_count_ratio,log_density,identity,OLMo-Hybrid-7B::log_density,-0.010218412167245096,continuous
direct,signed_log_count_ratio,log_density,identity,Qwen3-1.7B::intercept,-0.9682287560555328,continuous
direct,signed_log_count_ratio,log_density,identity,Qwen3-1.7B::query_last,1.0848418500315518,continuous
direct,signed_log_count_ratio,log_density,identity,Qwen3-1.7B::log_density,-0.11084018742191037,continuous
direct,signed_log_count_ratio,log_density,identity,Qwen3-32B::intercept,0.05038711712960461,continuous
direct,signed_log_count_ratio,log_density,identity,Qwen3-32B::query_last,0.061000842907448,continuous
direct,signed_log_count_ratio,log_density,identity,Qwen3-32B::log_density,0.02710343116963268,continuous
direct,signed_log_count_ratio,log_density,identity,Qwen3-8B::intercept,-0.15587375589041372,continuous
direct,signed_log_count_ratio,log_density,identity,Qwen3-8B::query_last,0.30687595237833704,continuous
direct,signed_log_count_ratio,log_density,identity,Qwen3-8B::log_density,-0.013964658426812538,continuous
direct,log1p_output_tokens,piecewise_power,identity,Gemma4-12B::intercept,4.1549579197420865,continuous
direct,log1p_output_tokens,piecewise_power,identity,Gemma4-12B::query_last,0.11118955953644159,continuous
direct,log1p_output_tokens,piecewise_power,identity,Gemma4-12B::log_L,0.1560172382987843,continuous
direct,log1p_output_tokens,piecewise_power,identity,Gemma4-12B::log_N,0.17841692667385278,continuous
direct,log1p_output_tokens,piecewise_power,identity,Gemma4-12B::hinge_L,-0.19039055819174763,continuous
direct,log1p_output_tokens,piecewise_power,identity,Gemma4-12B::hinge_N,-0.2385624228192009,continuous
direct,log1p_output_tokens,piecewise_power,identity,Gemma4-E4B::intercept,2.4448917456211277,continuous
direct,log1p_output_tokens,piecewise_power,identity,Gemma4-E4B::query_last,-0.48624349045295506,continuous
direct,log1p_output_tokens,piecewise_power,identity,Gemma4-E4B::log_L,-0.38836217474886425,continuous
direct,log1p_output_tokens,piecewise_power,identity,Gemma4-E4B::log_N,0.3455483977800849,continuous
direct,log1p_output_tokens,piecewise_power,identity,Gemma4-E4B::hinge_L,0.4459906956288518,continuous
direct,log1p_output_tokens,piecewise_power,identity,Gemma4-E4B::hinge_N,-0.72494628693521,continuous
direct,log1p_output_tokens,piecewise_power,identity,Llama3.1-8B::intercept,1.7959172294233763,continuous
direct,log1p_output_tokens,piecewise_power,identity,Llama3.1-8B::query_last,-0.041657056330143855,continuous
direct,log1p_output_tokens,piecewise_power,identity,Llama3.1-8B::log_L,-1.6033038739012385e-07,continuous
direct,log1p_output_tokens,piecewise_power,identity,Llama3.1-8B::log_N,-0.03436674918693826,continuous
direct,log1p_output_tokens,piecewise_power,identity,Llama3.1-8B::hinge_L,0.09014828170034564,continuous
direct,log1p_output_tokens,piecewise_power,identity,Llama3.1-8B::hinge_N,0.08538137021982183,continuous
direct,log1p_output_tokens,piecewise_power,identity,Llama3.2-3B::intercept,2.1925927668889993,continuous
direct,log1p_output_tokens,piecewise_power,identity,Llama3.2-3B::query_last,-0.6118998167127087,continuous
direct,log1p_output_tokens,piecewise_power,identity,Llama3.2-3B::log_L,0.05200609121653357,continuous
direct,log1p_output_tokens,piecewise_power,identity,Llama3.2-3B::log_N,0.08298225950663313,continuous
direct,log1p_output_tokens,piecewise_power,identity,Llama3.2-3B::hinge_L,1.0315530091282823,continuous
direct,log1p_output_tokens,piecewise_power,identity,Llama3.2-3B::hinge_N,-0.13770594940828004,continuous
direct,log1p_output_tokens,piecewise_power,identity,OLMo-Hybrid-7B::intercept,1.7917591974946456,continuous
direct,log1p_output_tokens,piecewise_power,identity,OLMo-Hybrid-7B::query_last,1.1945059694092644e-07,continuous
direct,log1p_output_tokens,piecewise_power,identity,OLMo-Hybrid-7B::log_L,-1.9554460018464974e-07,continuous
direct,log1p_output_tokens,piecewise_power,identity,OLMo-Hybrid-7B::log_N,-5.079045360427352e-08,continuous
direct,log1p_output_tokens,piecewise_power,identity,OLMo-Hybrid-7B::hinge_L,4.5404051095077437e-07,continuous
direct,log1p_output_tokens,piecewise_power,identity,OLMo-Hybrid-7B::hinge_N,1.594812744819988e-07,continuous
direct,log1p_output_tokens,piecewise_power,identity,Qwen3-1.7B::intercept,1.7811883537147928,continuous
direct,log1p_output_tokens,piecewise_power,identity,Qwen3-1.7B::query_last,0.059055192746337665,continuous
direct,log1p_output_tokens,piecewise_power,identity,Qwen3-1.7B::log_L,0.015140815765943293,continuous
direct,log1p_output_tokens,piecewise_power,identity,Qwen3-1.7B::log_N,0.020631345770562155,continuous
direct,log1p_output_tokens,piecewise_power,identity,Qwen3-1.7B::hinge_L,0.025924095034049115,continuous
direct,log1p_output_tokens,piecewise_power,identity,Qwen3-1.7B::hinge_N,0.03764859037567356,continuous
direct,log1p_output_tokens,piecewise_power,identity,Qwen3-32B::intercept,1.8689869443477647,continuous
direct,log1p_output_tokens,piecewise_power,identity,Qwen3-32B::query_last,-0.022519202284236026,continuous
direct,log1p_output_tokens,piecewise_power,identity,Qwen3-32B::log_L,0.055370338563371896,continuous
direct,log1p_output_tokens,piecewise_power,identity,Qwen3-32B::log_N,0.038933393469122134,continuous
direct,log1p_output_tokens,piecewise_power,identity,Qwen3-32B::hinge_L,-0.11744632643187534,continuous
direct,log1p_output_tokens,piecewise_power,identity,Qwen3-32B::hinge_N,0.11854093452261069,continuous
direct,log1p_output_tokens,piecewise_power,identity,Qwen3-8B::intercept,1.7995354540693707,continuous
direct,log1p_output_tokens,piecewise_power,identity,Qwen3-8B::query_last,-0.041665009610343966,continuous
direct,log1p_output_tokens,piecewise_power,identity,Qwen3-8B::log_L,0.00504686188902876,continuous
direct,log1p_output_tokens,piecewise_power,identity,Qwen3-8B::log_N,0.022551356940035835,continuous
direct,log1p_output_tokens,piecewise_power,identity,Qwen3-8B::hinge_L,0.1473883176930257,continuous
direct,log1p_output_tokens,piecewise_power,identity,Qwen3-8B::hinge_N,0.24815635367273825,continuous
enumeration,exact_correct,log_burden,logistic,Gemma4-12B::intercept,16.06933052320657,binary
enumeration,exact_correct,log_burden,logistic,Gemma4-12B::query_last,-13.202646345462973,binary
enumeration,exact_correct,log_burden,logistic,Gemma4-12B::log_burden,-2.2739855314345063,binary
enumeration,exact_correct,log_burden,logistic,Gemma4-E4B::intercept,3.3747459935908717,binary
enumeration,exact_correct,log_burden,logistic,Gemma4-E4B::query_last,-2.048582406094564,binary
enumeration,exact_correct,log_burden,logistic,Gemma4-E4B::log_burden,-0.732246576055796,binary
enumeration,exact_correct,log_burden,logistic,Llama3.1-8B::intercept,-0.9835309134664593,binary
enumeration,exact_correct,log_burden,logistic,Llama3.1-8B::query_last,0.4890752602300158,binary
enumeration,exact_correct,log_burden,logistic,Llama3.1-8B::log_burden,0.07599362713594787,binary
enumeration,exact_correct,log_burden,logistic,Llama3.2-3B::intercept,-2.7939466265298623,binary
enumeration,exact_correct,log_burden,logistic,Llama3.2-3B::query_last,-1.1431079088049247,binary
enumeration,exact_correct,log_burden,logistic,Llama3.2-3B::log_burden,0.22553971955280516,binary
enumeration,exact_correct,log_burden,logistic,OLMo-Hybrid-7B::intercept,-0.31794355664730994,binary
enumeration,exact_correct,log_burden,logistic,OLMo-Hybrid-7B::query_last,-0.16977326083886254,binary
enumeration,exact_correct,log_burden,logistic,OLMo-Hybrid-7B::log_burden,-0.8940631455806467,binary
enumeration,exact_correct,log_burden,logistic,Qwen3-1.7B::intercept,-2.4511641803752173,binary
enumeration,exact_correct,log_burden,logistic,Qwen3-1.7B::query_last,1.4934053290609848,binary
enumeration,exact_correct,log_burden,logistic,Qwen3-1.7B::log_burden,-1.3900835670590757,binary
enumeration,exact_correct,log_burden,logistic,Qwen3-32B::intercept,0.056732002165662584,binary
enumeration,exact_correct,log_burden,logistic,Qwen3-32B::query_last,4.457192358346677,binary
enumeration,exact_correct,log_burden,logistic,Qwen3-32B::log_burden,-0.5268937948431337,binary
enumeration,exact_correct,log_burden,logistic,Qwen3-8B::intercept,-0.8028755282488126,binary
enumeration,exact_correct,log_burden,logistic,Qwen3-8B::query_last,4.0585243912568165,binary
enumeration,exact_correct,log_burden,logistic,Qwen3-8B::log_burden,-0.5863142433473549,binary
enumeration,parse_success,intercept_only,logistic,Gemma4-12B::intercept,13.371834285785537,binary
enumeration,parse_success,intercept_only,logistic,Gemma4-12B::query_last,-10.00451775659686,binary
enumeration,parse_success,intercept_only,logistic,Gemma4-E4B::intercept,14.02584508775412,binary
enumeration,parse_success,intercept_only,logistic,Gemma4-E4B::query_last,1.8711580367325389,binary
enumeration,parse_success,intercept_only,logistic,Llama3.1-8B::intercept,-0.5179427353323803,binary
enumeration,parse_success,intercept_only,logistic,Llama3.1-8B::query_last,0.732090526267094,binary
enumeration,parse_success,intercept_only,logistic,Llama3.2-3B::intercept,0.026667763176833382,binary
enumeration,parse_success,intercept_only,logistic,Llama3.2-3B::query_last,-1.7876546215076607,binary
enumeration,parse_success,intercept_only,logistic,OLMo-Hybrid-7B::intercept,2.6390549069293465,binary
enumeration,parse_success,intercept_only,logistic,OLMo-Hybrid-7B::query_last,0.3778790080231318,binary
enumeration,parse_success,intercept_only,logistic,Qwen3-1.7B::intercept,3.1780470356706494,binary
enumeration,parse_success,intercept_only,logistic,Qwen3-1.7B::query_last,-0.7356993339069386,binary
enumeration,parse_success,intercept_only,logistic,Qwen3-32B::intercept,14.025845087754151,binary
enumeration,parse_success,intercept_only,logistic,Qwen3-32B::query_last,1.8711580367325276,binary
enumeration,parse_success,intercept_only,logistic,Qwen3-8B::intercept,13.438323836620357,binary
enumeration,parse_success,intercept_only,logistic,Qwen3-8B::query_last,-8.43429261813188,binary
enumeration,truncated,intercept_only,logistic,Gemma4-12B::intercept,-13.438323836653204,binary
enumeration,truncated,intercept_only,logistic,Gemma4-12B::query_last,8.434292618164765,binary
enumeration,truncated,intercept_only,logistic,Gemma4-E4B::intercept,-14.025845087813032,binary
enumeration,truncated,intercept_only,logistic,Gemma4-E4B::query_last,-1.8711580364716638,binary
enumeration,truncated,intercept_only,logistic,Llama3.1-8B::intercept,-4.304093575204552,binary
enumeration,truncated,intercept_only,logistic,Llama3.1-8B::query_last,-9.924463729417836,binary
enumeration,truncated,intercept_only,logistic,Llama3.2-3B::intercept,-3.0169304853589076,binary
enumeration,truncated,intercept_only,logistic,Llama3.2-3B::query_last,-0.35036461973548383,binary
enumeration,truncated,intercept_only,logistic,OLMo-Hybrid-7B::intercept,-2.751532374357047,binary
enumeration,truncated,intercept_only,logistic,OLMo-Hybrid-7B::query_last,-0.2654017091427497,binary
enumeration,truncated,intercept_only,logistic,Qwen3-1.7B::intercept,-14.025845087813181,binary
enumeration,truncated,intercept_only,logistic,Qwen3-1.7B::query_last,-1.8711580364715685,binary
enumeration,truncated,intercept_only,logistic,Qwen3-32B::intercept,-14.025845087812908,binary
enumeration,truncated,intercept_only,logistic,Qwen3-32B::query_last,-1.8711580364717595,binary
enumeration,truncated,intercept_only,logistic,Qwen3-8B::intercept,-14.02584508781297,binary
enumeration,truncated,intercept_only,logistic,Qwen3-8B::query_last,-1.8711580364716913,binary
enumeration,exact_given_parsed,log_burden,logistic,Gemma4-12B::intercept,15.805345832764084,binary
enumeration,exact_given_parsed,log_burden,logistic,Gemma4-12B::query_last,-12.936388303096791,binary
enumeration,exact_given_parsed,log_burden,logistic,Gemma4-12B::log_burden,-2.1357156233115573,binary
enumeration,exact_given_parsed,log_burden,logistic,Gemma4-E4B::intercept,3.3747459935908783,binary
enumeration,exact_given_parsed,log_burden,logistic,Gemma4-E4B::query_last,-2.048582406094571,binary
enumeration,exact_given_parsed,log_burden,logistic,Gemma4-E4B::log_burden,-0.7322465760557976,binary
enumeration,exact_given_parsed,log_burden,logistic,Llama3.1-8B::intercept,1.264462336459556,binary
enumeration,exact_given_parsed,log_burden,logistic,Llama3.1-8B::query_last,-0.4195604145713317,binary
enumeration,exact_given_parsed,log_burden,logistic,Llama3.1-8B::log_burden,-0.3494342630108121,binary
enumeration,exact_given_parsed,log_burden,logistic,Llama3.2-3B::intercept,-2.028959767683336,binary
enumeration,exact_given_parsed,log_burden,logistic,Llama3.2-3B::query_last,0.09209658315524206,binary
enumeration,exact_given_parsed,log_burden,logistic,Llama3.2-3B::log_burden,0.521041971616469,binary
enumeration,exact_given_parsed,log_burden,logistic,OLMo-Hybrid-7B::intercept,-0.19803595334888963,binary
enumeration,exact_given_parsed,log_burden,logistic,OLMo-Hybrid-7B::query_last,-0.18866336021393176,binary
enumeration,exact_given_parsed,log_burden,logistic,OLMo-Hybrid-7B::log_burden,-0.9678877690166526,binary
enumeration,exact_given_parsed,log_burden,logistic,Qwen3-1.7B::intercept,-2.3854709920044495,binary
enumeration,exact_given_parsed,log_burden,logistic,Qwen3-1.7B::query_last,1.5641930418607288,binary
enumeration,exact_given_parsed,log_burden,logistic,Qwen3-1.7B::log_burden,-1.3622919808781049,binary
enumeration,exact_given_parsed,log_burden,logistic,Qwen3-32B::intercept,0.0567320021656627,binary
enumeration,exact_given_parsed,log_burden,logistic,Qwen3-32B::query_last,4.457192358346679,binary
enumeration,exact_given_parsed,log_burden,logistic,Qwen3-32B::log_burden,-0.5268937948431337,binary
enumeration,exact_given_parsed,log_burden,logistic,Qwen3-8B::intercept,-0.8111465801293883,binary
enumeration,exact_given_parsed,log_burden,logistic,Qwen3-8B::query_last,4.258722159841462,binary
enumeration,exact_given_parsed,log_burden,logistic,Qwen3-8B::log_burden,-0.6258260146457233,binary
enumeration,within_one,inverse_separable,survival_loglog,Gemma4-12B::intercept,-17.097356556547748,binary
enumeration,within_one,inverse_separable,survival_loglog,Gemma4-12B::query_last,13.055762746602142,binary
enumeration,within_one,inverse_separable,survival_loglog,Gemma4-12B::inv_L,-2.6403679319580307,binary
enumeration,within_one,inverse_separable,survival_loglog,Gemma4-12B::inv_N,-3.7543923928957397,binary
enumeration,within_one,inverse_separable,survival_loglog,Gemma4-E4B::intercept,-3.237688697551034,binary
enumeration,within_one,inverse_separable,survival_loglog,Gemma4-E4B::query_last,0.4549468832774862,binary
enumeration,within_one,inverse_separable,survival_loglog,Gemma4-E4B::inv_L,-0.8190491694187532,binary
enumeration,within_one,inverse_separable,survival_loglog,Gemma4-E4B::inv_N,-0.9847543493087995,binary
enumeration,within_one,inverse_separable,survival_loglog,Llama3.1-8B::intercept,-1.8053613256289405,binary
enumeration,within_one,inverse_separable,survival_loglog,Llama3.1-8B::query_last,0.5275365693104332,binary
enumeration,within_one,inverse_separable,survival_loglog,Llama3.1-8B::inv_L,-0.2010036154541104,binary
enumeration,within_one,inverse_separable,survival_loglog,Llama3.1-8B::inv_N,0.01952618860453688,binary
enumeration,within_one,inverse_separable,survival_loglog,Llama3.2-3B::intercept,0.9697359410615756,binary
enumeration,within_one,inverse_separable,survival_loglog,Llama3.2-3B::query_last,-0.36142829761463446,binary
enumeration,within_one,inverse_separable,survival_loglog,Llama3.2-3B::inv_L,-0.3644935352820253,binary
enumeration,within_one,inverse_separable,survival_loglog,Llama3.2-3B::inv_N,-0.17865466728322169,binary
enumeration,within_one,inverse_separable,survival_loglog,OLMo-Hybrid-7B::intercept,-0.37463036304600705,binary
enumeration,within_one,inverse_separable,survival_loglog,OLMo-Hybrid-7B::query_last,0.04965507878224469,binary
enumeration,within_one,inverse_separable,survival_loglog,OLMo-Hybrid-7B::inv_L,-0.32869512030211967,binary
enumeration,within_one,inverse_separable,survival_loglog,OLMo-Hybrid-7B::inv_N,-0.8159723266774056,binary
enumeration,within_one,inverse_separable,survival_loglog,Qwen3-1.7B::intercept,0.8994072884959178,binary
enumeration,within_one,inverse_separable,survival_loglog,Qwen3-1.7B::query_last,-1.0963276268103537,binary
enumeration,within_one,inverse_separable,survival_loglog,Qwen3-1.7B::inv_L,0.02045080115754985,binary
enumeration,within_one,inverse_separable,survival_loglog,Qwen3-1.7B::inv_N,-0.8632642518740217,binary
enumeration,within_one,inverse_separable,survival_loglog,Qwen3-32B::intercept,-0.3620054020994664,binary
enumeration,within_one,inverse_separable,survival_loglog,Qwen3-32B::query_last,-4.644112185636786,binary
enumeration,within_one,inverse_separable,survival_loglog,Qwen3-32B::inv_L,0.09625097564652522,binary
enumeration,within_one,inverse_separable,survival_loglog,Qwen3-32B::inv_N,-0.42591077003693945,binary
enumeration,within_one,inverse_separable,survival_loglog,Qwen3-8B::intercept,0.5077921689753889,binary
enumeration,within_one,inverse_separable,survival_loglog,Qwen3-8B::query_last,-12.375177260600108,binary
enumeration,within_one,inverse_separable,survival_loglog,Qwen3-8B::inv_L,-0.7842671797305307,binary
enumeration,within_one,inverse_separable,survival_loglog,Qwen3-8B::inv_N,-0.3542916075576105,binary
enumeration,undercount,log_burden,logistic,Gemma4-12B::intercept,-16.387960989092765,binary
enumeration,undercount,log_burden,logistic,Gemma4-12B::query_last,13.059978643818242,binary
enumeration,undercount,log_burden,logistic,Gemma4-12B::log_burden,2.429327978654594,binary
enumeration,undercount,log_burden,logistic,Gemma4-E4B::intercept,-5.388405753984212,binary
enumeration,undercount,log_burden,logistic,Gemma4-E4B::query_last,3.940337624190244,binary
enumeration,undercount,log_burden,logistic,Gemma4-E4B::log_burden,0.7266370859699522,binary
enumeration,undercount,log_burden,logistic,Llama3.1-8B::intercept,-4.0098207430044654,binary
enumeration,undercount,log_burden,logistic,Llama3.1-8B::query_last,1.2175282032413468,binary
enumeration,undercount,log_burden,logistic,Llama3.1-8B::log_burden,1.6210220518318474,binary
enumeration,undercount,log_burden,logistic,Llama3.2-3B::intercept,-2.558016137572668,binary
enumeration,undercount,log_burden,logistic,Llama3.2-3B::query_last,0.4389699907678306,binary
enumeration,undercount,log_burden,logistic,Llama3.2-3B::log_burden,1.5597745443281155,binary
enumeration,undercount,log_burden,logistic,OLMo-Hybrid-7B::intercept,-1.7826534216554224,binary
enumeration,undercount,log_burden,logistic,OLMo-Hybrid-7B::query_last,0.5468222993079065,binary
enumeration,undercount,log_burden,logistic,OLMo-Hybrid-7B::log_burden,0.6030220985663854,binary
enumeration,undercount,log_burden,logistic,Qwen3-1.7B::intercept,-2.1592186568035707,binary
enumeration,undercount,log_burden,logistic,Qwen3-1.7B::query_last,1.0317476540395152,binary
enumeration,undercount,log_burden,logistic,Qwen3-1.7B::log_burden,0.708294454500643,binary
enumeration,undercount,log_burden,logistic,Qwen3-32B::intercept,-13.087427007770827,binary
enumeration,undercount,log_burden,logistic,Qwen3-32B::query_last,-8.918583079343053e-05,binary
enumeration,undercount,log_burden,logistic,Qwen3-32B::log_burden,4.964552151532013,binary
enumeration,undercount,log_burden,logistic,Qwen3-8B::intercept,-4.42103827212506,binary
enumeration,undercount,log_burden,logistic,Qwen3-8B::query_last,1.135991971425643,binary
enumeration,undercount,log_burden,logistic,Qwen3-8B::log_burden,0.38261167906230054,binary
enumeration,overcount,log_burden,logistic,Gemma4-12B::intercept,-13.440490756902138,binary
enumeration,overcount,log_burden,logistic,Gemma4-12B::query_last,9.14950305324878,binary
enumeration,overcount,log_burden,logistic,Gemma4-12B::log_burden,0.18918551809243858,binary
enumeration,overcount,log_burden,logistic,Gemma4-E4B::intercept,-3.427771860085952,binary
enumeration,overcount,log_burden,logistic,Gemma4-E4B::query_last,-0.7241745683708031,binary
enumeration,overcount,log_burden,logistic,Gemma4-E4B::log_burden,0.5964328655299863,binary
enumeration,overcount,log_burden,logistic,Llama3.1-8B::intercept,-1.611812506353563,binary
enumeration,overcount,log_burden,logistic,Llama3.1-8B::query_last,-0.4433892703705329,binary
enumeration,overcount,log_burden,logistic,Llama3.1-8B::log_burden,-0.5654259974652818,binary
enumeration,overcount,log_burden,logistic,Llama3.2-3B::intercept,1.3390532660619228,binary
enumeration,overcount,log_burden,logistic,Llama3.2-3B::query_last,-0.34466607151807505,binary
enumeration,overcount,log_burden,logistic,Llama3.2-3B::log_burden,-1.3157397472761334,binary
enumeration,overcount,log_burden,logistic,OLMo-Hybrid-7B::intercept,-0.537063250790965,binary
enumeration,overcount,log_burden,logistic,OLMo-Hybrid-7B::query_last,-0.22134729831488503,binary
enumeration,overcount,log_burden,logistic,OLMo-Hybrid-7B::log_burden,0.48283270670142453,binary
enumeration,overcount,log_burden,logistic,Qwen3-1.7B::intercept,0.9434042194521133,binary
enumeration,overcount,log_burden,logistic,Qwen3-1.7B::query_last,-1.5407078551601914,binary
enumeration,overcount,log_burden,logistic,Qwen3-1.7B::log_burden,0.36408380418176967,binary
enumeration,overcount,log_burden,logistic,Qwen3-32B::intercept,-0.10145610245168145,binary
enumeration,overcount,log_burden,logistic,Qwen3-32B::query_last,-13.891482590883031,binary
enumeration,overcount,log_burden,logistic,Qwen3-32B::log_burden,0.3476117445481718,binary
enumeration,overcount,log_burden,logistic,Qwen3-8B::intercept,0.7447794206633532,binary
enumeration,overcount,log_burden,logistic,Qwen3-8B::query_last,-14.86693258039486,binary
enumeration,overcount,log_burden,logistic,Qwen3-8B::log_burden,0.6311530779902264,binary
enumeration,all_pairs_found,power_separable,logistic,Gemma4-12B::intercept,16.473792288971758,binary
enumeration,all_pairs_found,power_separable,logistic,Gemma4-12B::query_last,-13.086941431664004,binary
enumeration,all_pairs_found,power_separable,logistic,Gemma4-12B::log_L,-2.692451466706216,binary
enumeration,all_pairs_found,power_separable,logistic,Gemma4-12B::log_N,-2.3900814494636213,binary
enumeration,all_pairs_found,power_separable,logistic,Gemma4-E4B::intercept,5.395937428930482,binary
enumeration,all_pairs_found,power_separable,logistic,Gemma4-E4B::query_last,-4.03817480873303,binary
enumeration,all_pairs_found,power_separable,logistic,Gemma4-E4B::log_L,-0.9560461128719271,binary
enumeration,all_pairs_found,power_separable,logistic,Gemma4-E4B::log_N,-0.6606348243904985,binary
enumeration,all_pairs_found,power_separable,logistic,Llama3.1-8B::intercept,2.869338561797069,binary
enumeration,all_pairs_found,power_separable,logistic,Llama3.1-8B::query_last,-2.4599511329236026,binary
enumeration,all_pairs_found,power_separable,logistic,Llama3.1-8B::log_L,0.2843620055300995,binary
enumeration,all_pairs_found,power_separable,logistic,Llama3.1-8B::log_N,-0.5558696601486313,binary
enumeration,all_pairs_found,power_separable,logistic,Llama3.2-3B::intercept,-0.10432803903410384,binary
enumeration,all_pairs_found,power_separable,logistic,Llama3.2-3B::query_last,-0.6120774331329414,binary
enumeration,all_pairs_found,power_separable,logistic,Llama3.2-3B::log_L,-1.433856132326467,binary
enumeration,all_pairs_found,power_separable,logistic,Llama3.2-3B::log_N,-0.7891233166980757,binary
enumeration,all_pairs_found,power_separable,logistic,OLMo-Hybrid-7B::intercept,-0.40680882018746817,binary
enumeration,all_pairs_found,power_separable,logistic,OLMo-Hybrid-7B::query_last,-0.3959845214620109,binary
enumeration,all_pairs_found,power_separable,logistic,OLMo-Hybrid-7B::log_L,-0.39462067021252417,binary
enumeration,all_pairs_found,power_separable,logistic,OLMo-Hybrid-7B::log_N,-0.37345680869675074,binary
enumeration,all_pairs_found,power_separable,logistic,Qwen3-1.7B::intercept,0.04536544474991691,binary
enumeration,all_pairs_found,power_separable,logistic,Qwen3-1.7B::query_last,0.7037061890199942,binary
enumeration,all_pairs_found,power_separable,logistic,Qwen3-1.7B::log_L,0.4547331657544188,binary
enumeration,all_pairs_found,power_separable,logistic,Qwen3-1.7B::log_N,-1.965020696769368,binary
enumeration,all_pairs_found,power_separable,logistic,Qwen3-32B::intercept,17.864480755626023,binary
enumeration,all_pairs_found,power_separable,logistic,Qwen3-32B::query_last,0.00012120691973347931,binary
enumeration,all_pairs_found,power_separable,logistic,Qwen3-32B::log_L,-13.832376153056911,binary
enumeration,all_pairs_found,power_separable,logistic,Qwen3-32B::log_N,-4.185568774899443,binary
enumeration,all_pairs_found,power_separable,logistic,Qwen3-8B::intercept,3.62705737775407,binary
enumeration,all_pairs_found,power_separable,logistic,Qwen3-8B::query_last,-2.725105677174795,binary
enumeration,all_pairs_found,power_separable,logistic,Qwen3-8B::log_L,-0.6138300394237269,binary
enumeration,all_pairs_found,power_separable,logistic,Qwen3-8B::log_N,-0.00620056151845353,binary
enumeration,no_hallucinations,intercept_only,logistic,Gemma4-12B::intercept,14.025845087753767,binary
enumeration,no_hallucinations,intercept_only,logistic,Gemma4-12B::query_last,1.871158036732611,binary
enumeration,no_hallucinations,intercept_only,logistic,Gemma4-E4B::intercept,13.438323836616618,binary
enumeration,no_hallucinations,intercept_only,logistic,Gemma4-E4B::query_last,-8.43429261812816,binary
enumeration,no_hallucinations,intercept_only,logistic,Llama3.1-8B::intercept,2.751529885832194,binary
enumeration,no_hallucinations,intercept_only,logistic,Llama3.1-8B::query_last,-1.8399005672265991,binary
enumeration,no_hallucinations,intercept_only,logistic,Llama3.2-3B::intercept,0.6044192755870247,binary
enumeration,no_hallucinations,intercept_only,logistic,Llama3.2-3B::query_last,1.3263382691279675,binary
enumeration,no_hallucinations,intercept_only,logistic,OLMo-Hybrid-7B::intercept,2.751533060377447,binary
enumeration,no_hallucinations,intercept_only,logistic,OLMo-Hybrid-7B::query_last,0.8457770278407478,binary
enumeration,no_hallucinations,intercept_only,logistic,Qwen3-1.7B::intercept,2.8763809219645577,binary
enumeration,no_hallucinations,intercept_only,logistic,Qwen3-1.7B::query_last,-0.6027828909621908,binary
enumeration,no_hallucinations,intercept_only,logistic,Qwen3-32B::intercept,14.025845087754151,binary
enumeration,no_hallucinations,intercept_only,logistic,Qwen3-32B::query_last,1.8711580367325276,binary
enumeration,no_hallucinations,intercept_only,logistic,Qwen3-8B::intercept,13.438323836616638,binary
enumeration,no_hallucinations,intercept_only,logistic,Qwen3-8B::query_last,-8.43429261812816,binary
