candidate,link,complexity,description,selection_score,selection_se,converged_all_folds,seed_log_loss,seed_brier,cell_log_loss,cell_brier,mode,target,kind
rawL_logN,survival_loglog,2,raw/scaled length plus log needle count,0.15119259297138585,0.0183766959020833,False,0.1632237368379072,0.040700419466965766,0.1391614491048645,0.03761215316708742,native_thinking,parse_success,binary
intercept_only,logistic,0,Model and query-order baselines only,0.17123146235317777,0.016658492898626094,True,0.18030287645454557,0.052263883518480325,0.16216004825180994,0.049513886549554305,native_thinking,truncated,binary
intercept_only,survival_loglog,0,Model and query-order baselines only,0.1785786608856057,0.021440791685897354,True,0.19265606118716955,0.05226394961330297,0.16450126058404185,0.049513864554310734,native_thinking,truncated,binary
log_density,logistic,1,log(N/L) density coordinate,0.1707552997960995,0.01648697131476358,True,0.17943687943446598,0.05178792829580833,0.16207372015773297,0.04970964522849535,native_thinking,truncated,binary
log_density,survival_loglog,1,log(N/L) density coordinate,0.17935808589748836,0.021392459970542326,True,0.19344438477390505,0.05193512334453472,0.16527178702107168,0.04975883375207881,native_thinking,truncated,binary
log_burden,logistic,1,log(N×L) burden coordinate,0.1595794406012544,0.020031875596526656,True,0.17205157057622875,0.044244559680757474,0.14710731062628005,0.04083184604739977,native_thinking,truncated,binary
log_burden,survival_loglog,1,log(N×L) burden coordinate,0.16921890083912594,0.024888856764717235,True,0.1864919403222588,0.04425663813258521,0.15194586135599308,0.04088478627356114,native_thinking,truncated,binary
power_separable,logistic,2,separate log L and log N orders,0.15031573748572233,0.019220011363045953,True,0.16363707723568488,0.04011857491384113,0.13699439773575978,0.036466025911909644,native_thinking,truncated,binary
power_separable,survival_loglog,2,separate log L and log N orders,0.16249646395259704,0.024146137027698557,True,0.1798416770347565,0.04054414238198441,0.14515125087043754,0.0366793089596725,native_thinking,truncated,binary
power_interaction,logistic,3,power surface plus log L × log N,0.15115185592599922,0.017596196711383388,True,0.16026382524611477,0.04024659077089973,0.1420398866058837,0.03974085493375837,native_thinking,truncated,binary
power_interaction,survival_loglog,3,power surface plus log L × log N,0.16782665304684713,0.02409729386496678,True,0.1801008529110439,0.040658166759211675,0.15555245318265035,0.038523210974739416,native_thinking,truncated,binary
power_quadratic,logistic,5,quadratic response surface in log coordinates,0.18560816427136873,0.03054739861352791,True,0.2149908529113558,0.04168821483476592,0.15622547563138162,0.03952167000061777,native_thinking,truncated,binary
