draw,sampled_seeds,converged,model_label,log_kappa,kappa,tau,query_last_log_neff_effect
128,"1234,1237,1236,1237,1234",True,Qwen3-1.7B,-0.26486191110183077,0.7673118999152436,0.7663704351807682,0.0
128,"1234,1237,1236,1237,1234",True,Qwen3-32B,0.08201338700987792,1.085470340934461,0.7663704351807682,0.0
128,"1234,1237,1236,1237,1234",True,Qwen3-8B,-1.3414338655062146,0.2614704861530478,0.7663704351807682,0.0
129,"1237,1237,1235,1238,1236",True,Gemma4-12B,-0.3948053864173609,0.6738111592933153,0.6762041422253049,0.0
129,"1237,1237,1235,1238,1236",True,Gemma4-E4B,0.43875501749507995,1.5507753280234886,0.6762041422253049,0.0
129,"1237,1237,1235,1238,1236",True,Llama3.1-8B,-0.6000179545865942,0.5488017824964412,0.6762041422253049,0.0
129,"1237,1237,1235,1238,1236",True,Llama3.2-3B,-0.6304389490813742,0.5323580716264991,0.6762041422253049,0.0
129,"1237,1237,1235,1238,1236",True,OLMo-Hybrid-7B,-0.6906169890556354,0.5012666975701009,0.6762041422253049,0.0
129,"1237,1237,1235,1238,1236",True,Qwen3-1.7B,0.3143078147775048,1.3693111658948225,0.6762041422253049,0.0
129,"1237,1237,1235,1238,1236",True,Qwen3-32B,-0.4090615326541154,0.6642733565619453,0.6762041422253049,0.0
129,"1237,1237,1235,1238,1236",True,Qwen3-8B,-1.1398497089555462,0.3198670913632496,0.6762041422253049,0.0
130,"1236,1237,1238,1238,1236",True,Gemma4-12B,-0.031510736797829224,0.9689805526495938,0.7156544963123352,0.0
130,"1236,1237,1238,1238,1236",True,Gemma4-E4B,0.6714320757121303,1.9570379413103485,0.7156544963123352,0.0
130,"1236,1237,1238,1238,1236",True,Llama3.1-8B,-0.9904148189738076,0.3714225859254539,0.7156544963123352,0.0
130,"1236,1237,1238,1238,1236",True,Llama3.2-3B,-0.7430116787016932,0.47567916329419846,0.7156544963123352,0.0
130,"1236,1237,1238,1238,1236",True,OLMo-Hybrid-7B,-0.7716599740742279,0.46224511618845165,0.7156544963123352,0.0
130,"1236,1237,1238,1238,1236",True,Qwen3-1.7B,0.6088766139644043,1.8383650447227324,0.7156544963123352,0.0
130,"1236,1237,1238,1238,1236",True,Qwen3-32B,-0.4111107979033046,0.6629134781081093,0.7156544963123352,0.0
130,"1236,1237,1238,1238,1236",True,Qwen3-8B,-1.429598159752789,0.23940510552409108,0.7156544963123352,0.0
131,"1238,1238,1235,1238,1238",True,Gemma4-12B,0.7015231548853667,2.0168223018851896,0.7084083140722254,0.0
131,"1238,1238,1235,1238,1238",True,Gemma4-E4B,0.320812456190401,1.3782470749469122,0.7084083140722254,0.0
131,"1238,1238,1235,1238,1238",True,Llama3.1-8B,-1.2351394133237934,0.290794218953167,0.7084083140722254,0.0
131,"1238,1238,1235,1238,1238",True,Llama3.2-3B,-0.5381125828993661,0.5838491800188931,0.7084083140722254,0.0
131,"1238,1238,1235,1238,1238",True,OLMo-Hybrid-7B,-1.027822583335464,0.35778516039962255,0.7084083140722254,0.0
131,"1238,1238,1235,1238,1238",True,Qwen3-1.7B,1.040410048271356,2.8303773677817863,0.7084083140722254,0.0
131,"1238,1238,1235,1238,1238",True,Qwen3-32B,0.8899575393014891,2.435026256179046,0.7084083140722254,0.0
131,"1238,1238,1235,1238,1238",True,Qwen3-8B,-2.110327643647385,0.1211982500906169,0.7084083140722254,0.0
132,"1234,1235,1237,1235,1235",True,Gemma4-12B,-0.4641501056664907,0.628669180577895,0.7568516240513513,0.0
132,"1234,1235,1237,1235,1235",True,Gemma4-E4B,-0.09982569724240116,0.9049951474390375,0.7568516240513513,0.0
132,"1234,1235,1237,1235,1235",True,Llama3.1-8B,-0.3958481657317961,0.6731088891745818,0.7568516240513513,0.0
132,"1234,1235,1237,1235,1235",True,Llama3.2-3B,-0.6616133709236373,0.5160181338883334,0.7568516240513513,0.0
132,"1234,1235,1237,1235,1235",True,OLMo-Hybrid-7B,-0.9991696263278779,0.3681850454392151,0.7568516240513513,0.0
132,"1234,1235,1237,1235,1235",True,Qwen3-1.7B,-0.022296608537107188,0.9779501236730348,0.7568516240513513,0.0
132,"1234,1235,1237,1235,1235",True,Qwen3-32B,0.36304642945108967,1.4377026094345964,0.7568516240513513,0.0
132,"1234,1235,1237,1235,1235",True,Qwen3-8B,-1.4049835244613018,0.245371099040662,0.7568516240513513,0.0
133,"1238,1238,1236,1235,1234",True,Gemma4-12B,0.1722943502173315,1.1880274778987021,0.7713626529683675,0.0
133,"1238,1238,1236,1235,1234",True,Gemma4-E4B,0.27373777355968254,1.3148699633577927,0.7713626529683675,0.0
133,"1238,1238,1236,1235,1234",True,Llama3.1-8B,-1.1074736492302693,0.330392595192885,0.7713626529683675,0.0
