scheme,fold,candidate,link,n_rows,rmse,nrmse,mae,r2,mode,target,direction
seed,seed=1238,power_interaction,identity,154,0.10886461972428109,0.5761663770350881,0.08353216090746837,0.5828266186037026,direct,under_log1p_relative_magnitude,under
cell,cell_fold=0,power_interaction,identity,110,0.13509385024541057,0.7149846704352043,0.10751547149400559,0.5463773701274843,direct,under_log1p_relative_magnitude,under
cell,cell_fold=1,power_interaction,identity,150,0.11542391359064773,0.6108814625464741,0.090886667526197,0.6121563930068161,direct,under_log1p_relative_magnitude,under
cell,cell_fold=2,power_interaction,identity,144,0.1264203539947877,0.6690801614808211,0.09435707678626375,0.6202373041740938,direct,under_log1p_relative_magnitude,under
cell,cell_fold=3,power_interaction,identity,135,0.1170304388426712,0.6193840030083622,0.09069078614849044,0.542607005375926,direct,under_log1p_relative_magnitude,under
cell,cell_fold=4,power_interaction,identity,171,0.11131714533706029,0.5891463773371108,0.08671576767353775,0.6180425241681662,direct,under_log1p_relative_magnitude,under
seed,seed=1234,power_quadratic,identity,141,0.10858705745478937,0.5746973777622325,0.08297115212909095,0.4673816743842433,direct,under_log1p_relative_magnitude,under
seed,seed=1235,power_quadratic,identity,137,0.11711242086660827,0.6198178931540629,0.08738571914505074,0.6645003512981549,direct,under_log1p_relative_magnitude,under
seed,seed=1236,power_quadratic,identity,152,0.137444569726634,0.7274258614332767,0.10599842410050857,0.6009955703525618,direct,under_log1p_relative_magnitude,under
seed,seed=1237,power_quadratic,identity,126,0.11903916754067308,0.6300152066014613,0.08829455871977403,0.4900295079258702,direct,under_log1p_relative_magnitude,under
seed,seed=1238,power_quadratic,identity,154,0.10281568202455897,0.5441523533037168,0.07752929263544149,0.6278981824815735,direct,under_log1p_relative_magnitude,under
cell,cell_fold=0,power_quadratic,identity,110,0.12221395785727233,0.6468177953506239,0.09813444961482971,0.6287511041012929,direct,under_log1p_relative_magnitude,under
cell,cell_fold=1,power_quadratic,identity,150,0.10979255022235394,0.5810774524108078,0.08214777425527117,0.6490778416674575,direct,under_log1p_relative_magnitude,under
cell,cell_fold=2,power_quadratic,identity,144,0.11689963186808255,0.6186917066421915,0.0840192242328867,0.675283330057511,direct,under_log1p_relative_magnitude,under
cell,cell_fold=3,power_quadratic,identity,135,0.1108680653097522,0.5867696197368157,0.08590558210559475,0.5895079225653733,direct,under_log1p_relative_magnitude,under
cell,cell_fold=4,power_quadratic,identity,171,0.11038160140938771,0.5841950078588591,0.08412071057406346,0.624435724536469,direct,under_log1p_relative_magnitude,under
seed,seed=1234,piecewise_power,identity,141,0.10685005928495794,0.565504308930843,0.08090831596499018,0.48428529998188874,direct,under_log1p_relative_magnitude,under
seed,seed=1235,piecewise_power,identity,137,0.11424557765750411,0.6046451155381523,0.08655799436266845,0.6807249742476529,direct,under_log1p_relative_magnitude,under
seed,seed=1236,piecewise_power,identity,152,0.13926195867232793,0.7370443987244197,0.10746805932220056,0.5903739730287929,direct,under_log1p_relative_magnitude,under
seed,seed=1237,piecewise_power,identity,126,0.11895683933714143,0.629579484299057,0.0889232142130701,0.49073466131042953,direct,under_log1p_relative_magnitude,under
seed,seed=1238,piecewise_power,identity,154,0.10305848537786465,0.5454373908922411,0.07698848477690381,0.626138640610413,direct,under_log1p_relative_magnitude,under
cell,cell_fold=0,piecewise_power,identity,110,0.11794337439501987,0.6242157175818889,0.09521205261951218,0.6542432630474139,direct,under_log1p_relative_magnitude,under
cell,cell_fold=1,piecewise_power,identity,150,0.1090711910126715,0.5772596562945281,0.08171633305035952,0.653673952000734,direct,under_log1p_relative_magnitude,under
cell,cell_fold=2,piecewise_power,identity,144,0.11689240966389396,0.6186534831015033,0.08626981670713171,0.6753234516149964,direct,under_log1p_relative_magnitude,under
cell,cell_fold=3,piecewise_power,identity,135,0.11322794633096094,0.5992592982169991,0.085786979187036,0.5718468906071493,direct,under_log1p_relative_magnitude,under
cell,cell_fold=4,piecewise_power,identity,171,0.10800088481925778,0.5715950570579788,0.0847760425553829,0.6404614020027886,direct,under_log1p_relative_magnitude,under
seed,seed=1234,exponential_separable,identity,141,0.12108736769709968,0.640855313025016,0.09265707134889338,0.3376955816606727,direct,under_log1p_relative_magnitude,under
seed,seed=1235,exponential_separable,identity,137,0.12631794291797216,0.6685381505019877,0.0969206249705496,0.6096841011023245,direct,under_log1p_relative_magnitude,under
seed,seed=1236,exponential_separable,identity,152,0.14741997125585907,0.7802207085849081,0.11221813122358144,0.5409762153504971,direct,under_log1p_relative_magnitude,under
seed,seed=1237,exponential_separable,identity,126,0.13320884746536726,0.7050082866915298,0.10050266434187456,0.3613963051755439,direct,under_log1p_relative_magnitude,under
seed,seed=1238,exponential_separable,identity,154,0.11399062973489342,0.6032958027745083,0.08791879453889741,0.5426155709435139,direct,under_log1p_relative_magnitude,under
cell,cell_fold=0,exponential_separable,identity,110,0.14384061837561374,0.7612769710661053,0.11764999610351365,0.4857353931200725,direct,under_log1p_relative_magnitude,under
cell,cell_fold=1,exponential_separable,identity,150,0.10823262866078402,0.5728215621420963,0.08246386035325315,0.6589787367551541,direct,under_log1p_relative_magnitude,under
cell,cell_fold=2,exponential_separable,identity,144,0.13291676266024835,0.7034624268485562,0.10302578686155685,0.5802044723177149,direct,under_log1p_relative_magnitude,under
cell,cell_fold=3,exponential_separable,identity,135,0.12061042681875603,0.6383311017740957,0.09405448267014781,0.5141954810267291,direct,under_log1p_relative_magnitude,under
cell,cell_fold=4,exponential_separable,identity,171,0.11915026525048564,0.6306031916155248,0.08736303587617139,0.5623963653630517,direct,under_log1p_relative_magnitude,under
seed,seed=1234,exponential_interaction,identity,141,0.12361117619555662,0.6542125782464364,0.09534126671367142,0.3097992075045277,direct,under_log1p_relative_magnitude,under
seed,seed=1235,exponential_interaction,identity,137,0.12669658658992816,0.6705421234475663,0.09602551033194898,0.6073406153505776,direct,under_log1p_relative_magnitude,under
seed,seed=1236,exponential_interaction,identity,152,0.1464196564029075,0.7749265387602285,0.1116846260227572,0.5471844715005677,direct,under_log1p_relative_magnitude,under
seed,seed=1237,exponential_interaction,identity,126,0.13110905482434318,0.6938951268645089,0.09803002064940462,0.3813704536462248,direct,under_log1p_relative_magnitude,under
seed,seed=1238,exponential_interaction,identity,154,0.11341079237125928,0.6002270115187194,0.08651910738548381,0.547256900892354,direct,under_log1p_relative_magnitude,under
cell,cell_fold=0,exponential_interaction,identity,110,0.14507447744111437,0.7678071744447779,0.11544827049179839,0.47687487039524257,direct,under_log1p_relative_magnitude,under
cell,cell_fold=1,exponential_interaction,identity,150,0.1250870450898339,0.6620236194823143,0.09629321231788422,0.5444986034052508,direct,under_log1p_relative_magnitude,under
cell,cell_fold=2,exponential_interaction,identity,144,0.12955924819689105,0.6856927699196576,0.0981380207953549,0.6011449125017969,direct,under_log1p_relative_magnitude,under
cell,cell_fold=3,exponential_interaction,identity,135,0.1197718862798566,0.6338931230669788,0.09363376753855564,0.5209270827779116,direct,under_log1p_relative_magnitude,under
cell,cell_fold=4,exponential_interaction,identity,171,0.11730220120375927,0.6208223062458986,0.0867688107572475,0.5758658742179781,direct,under_log1p_relative_magnitude,under
seed,seed=1234,root_separable,identity,141,0.11872875170883665,0.6283723297360803,0.09041578583632995,0.363245857031557,direct,under_log1p_relative_magnitude,under
seed,seed=1235,root_separable,identity,137,0.12217243682977483,0.6465980451687503,0.09499141540127544,0.6348825199113797,direct,under_log1p_relative_magnitude,under
seed,seed=1236,root_separable,identity,152,0.1433762835771492,0.758819477536617,0.10989747049237313,0.5658126332493022,direct,under_log1p_relative_magnitude,under
seed,seed=1237,root_separable,identity,126,0.13109428908991724,0.6938169791639062,0.09882877794901444,0.381509788114448,direct,under_log1p_relative_magnitude,under
seed,seed=1238,root_separable,identity,154,0.11197473269241728,0.5926266606934455,0.0869702485315337,0.5586499922314405,direct,under_log1p_relative_magnitude,under
cell,cell_fold=0,root_separable,identity,110,0.13756095573097246,0.7280418347644391,0.113612595522031,0.5296578260994647,direct,under_log1p_relative_magnitude,under
cell,cell_fold=1,root_separable,identity,150,0.10702549415880888,0.5664327986084656,0.08175218628467192,0.6665432372872023,direct,under_log1p_relative_magnitude,under
cell,cell_fold=2,root_separable,identity,144,0.1311593791778838,0.6941614686799635,0.10166993287214059,0.5912318945559387,direct,under_log1p_relative_magnitude,under
cell,cell_fold=3,root_separable,identity,135,0.118649847966205,0.6279547314048526,0.09261562140473961,0.5298610709064968,direct,under_log1p_relative_magnitude,under
cell,cell_fold=4,root_separable,identity,171,0.1178460156191719,0.6237004459234294,0.08770755494812489,0.5719241766544797,direct,under_log1p_relative_magnitude,under
seed,seed=1234,inverse_separable,identity,141,0.11187375371330771,0.5920922290966824,0.0871819529156612,0.4346513019351358,direct,under_log1p_relative_magnitude,under
seed,seed=1235,inverse_separable,identity,137,0.11715569998795355,0.6200469480537165,0.09065007767180279,0.6642523363929715,direct,under_log1p_relative_magnitude,under
seed,seed=1236,inverse_separable,identity,152,0.13172444941393024,0.6971521048618362,0.10401879475267745,0.6335157383506269,direct,under_log1p_relative_magnitude,under
seed,seed=1237,inverse_separable,identity,126,0.12224556238424347,0.6469850624191076,0.09258568777383615,0.462186758133879,direct,under_log1p_relative_magnitude,under
seed,seed=1238,inverse_separable,identity,154,0.1108802311236418,0.586834007348973,0.0845899953098858,0.5672358120492351,direct,under_log1p_relative_magnitude,under
cell,cell_fold=0,inverse_separable,identity,110,0.12062185892350369,0.6383916062280773,0.09944987869310462,0.6383607270464118,direct,under_log1p_relative_magnitude,under
cell,cell_fold=1,inverse_separable,identity,150,0.11165716387626613,0.5909459266337984,0.08578031528149156,0.6370571618307875,direct,under_log1p_relative_magnitude,under
cell,cell_fold=2,inverse_separable,identity,144,0.12513928250463113,0.6623000861810969,0.09593022366590692,0.6278949032092452,direct,under_log1p_relative_magnitude,under
cell,cell_fold=3,inverse_separable,identity,135,0.11609408969842942,0.6144283719186284,0.09025418927290776,0.5498968392323912,direct,under_log1p_relative_magnitude,under
cell,cell_fold=4,inverse_separable,identity,171,0.10890905940661784,0.5764015742078097,0.08488581230587423,0.6343892910107191,direct,under_log1p_relative_magnitude,under
seed,seed=1234,logL_rawN,identity,141,0.12189390095805042,0.6451238931027052,0.09377686153404828,0.32884330347592594,direct,under_log1p_relative_magnitude,under
seed,seed=1235,logL_rawN,identity,137,0.12511133285101808,0.6621521625425226,0.09643568112167358,0.617105212342063,direct,under_log1p_relative_magnitude,under
seed,seed=1236,logL_rawN,identity,152,0.146784460743284,0.7768572669954784,0.11229143085477267,0.544925282285101,direct,under_log1p_relative_magnitude,under
seed,seed=1237,logL_rawN,identity,126,0.1342428600166393,0.7104808017013107,0.10149692011260911,0.3514437069896743,direct,under_log1p_relative_magnitude,under
seed,seed=1238,logL_rawN,identity,154,0.12006161163032485,0.6354264954880399,0.09002467071179572,0.49259889656295663,direct,under_log1p_relative_magnitude,under
cell,cell_fold=0,logL_rawN,identity,110,0.14306212166862176,0.757156774547371,0.1178853534080298,0.49128695300514746,direct,under_log1p_relative_magnitude,under
cell,cell_fold=1,logL_rawN,identity,150,0.10765711666008602,0.5697756628846316,0.08236813164973786,0.6625957612028723,direct,under_log1p_relative_magnitude,under
cell,cell_fold=2,logL_rawN,identity,144,0.1348833686546735,0.7138706958870481,0.10489690470912705,0.5676901757811378,direct,under_log1p_relative_magnitude,under
cell,cell_fold=3,logL_rawN,identity,135,0.12085324978194886,0.6396162431480156,0.09403244815166205,0.5122373876194122,direct,under_log1p_relative_magnitude,under
cell,cell_fold=4,logL_rawN,identity,171,0.11790929320018159,0.6240353427401384,0.08789278973936321,0.571464341422707,direct,under_log1p_relative_magnitude,under
seed,seed=1234,rawL_logN,identity,141,0.11396978902035518,0.6031855032206153,0.08638574328174925,0.4132684195278351,direct,under_log1p_relative_magnitude,under
seed,seed=1235,rawL_logN,identity,137,0.11961277309844662,0.6330510160031438,0.09391663279883977,0.6500215760350985,direct,under_log1p_relative_magnitude,under
seed,seed=1236,rawL_logN,identity,152,0.13902271505537447,0.7357782010528717,0.10725852563368918,0.5917801895409784,direct,under_log1p_relative_magnitude,under
seed,seed=1237,rawL_logN,identity,126,0.12618479093144291,0.6678334431519976,0.09541774064358671,0.4269674256088394,direct,under_log1p_relative_magnitude,under
seed,seed=1238,rawL_logN,identity,154,0.10972092416926726,0.5806983712767093,0.08486790411402824,0.5762380252347159,direct,under_log1p_relative_magnitude,under
cell,cell_fold=0,rawL_logN,identity,110,0.12930382402328103,0.6843409365959497,0.106673631240974,0.5844279880891328,direct,under_log1p_relative_magnitude,under
cell,cell_fold=1,rawL_logN,identity,150,0.107908832705997,0.571107870929646,0.08296279574322502,0.6610161285292613,direct,under_log1p_relative_magnitude,under
cell,cell_fold=2,rawL_logN,identity,144,0.12549746313182364,0.6641957583913737,0.09564737063401813,0.625761734851594,direct,under_log1p_relative_magnitude,under
cell,cell_fold=3,rawL_logN,identity,135,0.11657798516609755,0.6169893903576416,0.0916087745460644,0.5461368408448746,direct,under_log1p_relative_magnitude,under
cell,cell_fold=4,rawL_logN,identity,171,0.11720383504964686,0.6203017030344847,0.09055495291672147,0.5765769086161188,direct,under_log1p_relative_magnitude,under
seed,seed=1234,intercept_only,identity,105,0.24716515816990905,0.6559207677425652,0.16032141644497697,0.5523564956556766,direct,over_log1p_relative_magnitude,over
seed,seed=1235,intercept_only,identity,123,0.4252299050785103,1.128464577577954,0.2062985670757863,0.3514281328470683,direct,over_log1p_relative_magnitude,over
seed,seed=1236,intercept_only,identity,93,0.22585665999288843,0.5993728036718996,0.1571025330983329,0.3812944873455967,direct,over_log1p_relative_magnitude,over
seed,seed=1237,intercept_only,identity,106,0.20954065894077284,0.5560738046712586,0.14488443799372103,0.5610217767058301,direct,over_log1p_relative_magnitude,over
seed,seed=1238,intercept_only,identity,80,0.2760212213081468,0.7324982725486822,0.18767923152259308,-0.3908580545272753,direct,over_log1p_relative_magnitude,over
cell,cell_fold=0,intercept_only,identity,98,0.28309433386178284,0.7512687232499952,0.16122985161690842,0.4562173003049591,direct,over_log1p_relative_magnitude,over
cell,cell_fold=1,intercept_only,identity,124,0.26833047991314485,0.7120887737436302,0.1731891879590147,0.3994721392637526,direct,over_log1p_relative_magnitude,over
cell,cell_fold=2,intercept_only,identity,86,0.36238212428518274,0.9616806953588519,0.18427469455050882,0.39800499518471455,direct,over_log1p_relative_magnitude,over
cell,cell_fold=3,intercept_only,identity,108,0.22442305345632182,0.5955683341946154,0.13010512402333468,0.5840111066236233,direct,over_log1p_relative_magnitude,over
cell,cell_fold=4,intercept_only,identity,91,0.29818944306018297,0.7913277497239696,0.20151403716590557,0.2355071393913385,direct,over_log1p_relative_magnitude,over
seed,seed=1234,log_density,identity,105,0.21855634364523308,0.5799994051760404,0.14127008547336067,0.649986641523318,direct,over_log1p_relative_magnitude,over
seed,seed=1235,log_density,identity,123,0.34819832197316936,0.9240400725020935,0.18059200633345607,0.5651255872936278,direct,over_log1p_relative_magnitude,over
seed,seed=1236,log_density,identity,93,0.2521641158308267,0.6691868776228569,0.168690989736829,0.22876851398721199,direct,over_log1p_relative_magnitude,over
seed,seed=1237,log_density,identity,106,0.21160535551473691,0.5615530452405099,0.15188610592148372,0.5523282639031684,direct,over_log1p_relative_magnitude,over
seed,seed=1238,log_density,identity,80,0.26343383845013335,0.6990941880521847,0.1848809844271991,-0.266896054012034,direct,over_log1p_relative_magnitude,over
cell,cell_fold=0,log_density,identity,98,0.26764383239712025,0.7102665655925535,0.17211786918241795,0.5139538445576711,direct,over_log1p_relative_magnitude,over
cell,cell_fold=1,log_density,identity,124,0.2590156428994824,0.6873692902588332,0.17486397454194338,0.44044196941552294,direct,over_log1p_relative_magnitude,over
cell,cell_fold=2,log_density,identity,86,0.27140916143801963,0.7202589024316006,0.15388342968626578,0.6623176503482643,direct,over_log1p_relative_magnitude,over
cell,cell_fold=3,log_density,identity,108,0.20094977031421515,0.5332755174642528,0.13042353691621572,0.6664800402762525,direct,over_log1p_relative_magnitude,over
cell,cell_fold=4,log_density,identity,91,0.22915063961470428,0.608114285110738,0.16513243668768257,0.5485277577076235,direct,over_log1p_relative_magnitude,over
seed,seed=1234,log_burden,identity,105,0.21786579941728854,0.5781668560274982,0.14506903565861437,0.6521949313099974,direct,over_log1p_relative_magnitude,over
seed,seed=1235,log_burden,identity,123,0.3940089392137341,1.045611152559162,0.20401103325555495,0.44316995848695984,direct,over_log1p_relative_magnitude,over
seed,seed=1236,log_burden,identity,93,0.18292283860833558,0.4854360931209764,0.1357361311379617,0.5941607496742397,direct,over_log1p_relative_magnitude,over
seed,seed=1237,log_burden,identity,106,0.17871084797221,0.47425841681648373,0.1313896866895299,0.6806931783546373,direct,over_log1p_relative_magnitude,over
seed,seed=1238,log_burden,identity,80,0.2624957821969866,0.6966047976287709,0.1809778246700494,-0.25788958876428536,direct,over_log1p_relative_magnitude,over
cell,cell_fold=0,log_burden,identity,98,0.26538202508384023,0.704264237431104,0.15497021486092796,0.5221341009120574,direct,over_log1p_relative_magnitude,over
cell,cell_fold=1,log_burden,identity,124,0.2277857714376409,0.6044922317873832,0.15886613155451806,0.5672407783373292,direct,over_log1p_relative_magnitude,over
cell,cell_fold=2,log_burden,identity,86,0.319891474658799,0.8489200630303305,0.17344291837125259,0.5309008061963726,direct,over_log1p_relative_magnitude,over
cell,cell_fold=3,log_burden,identity,108,0.21337662994088502,0.5662536093899405,0.12954074799398158,0.6239544059143927,direct,over_log1p_relative_magnitude,over
cell,cell_fold=4,log_burden,identity,91,0.2506339957785337,0.6651262829708049,0.17325079615546643,0.4599066098667801,direct,over_log1p_relative_magnitude,over
seed,seed=1234,power_separable,identity,105,0.1892737485924702,0.5022899805519624,0.12936315538815726,0.7374944114014714,direct,over_log1p_relative_magnitude,over
seed,seed=1235,power_separable,identity,123,0.35086066546606914,0.9311053336448344,0.18093746192063237,0.5584500163121269,direct,over_log1p_relative_magnitude,over
seed,seed=1236,power_separable,identity,93,0.21839008889205144,0.5795582024347027,0.1528048885568859,0.4215257484166861,direct,over_log1p_relative_magnitude,over
seed,seed=1237,power_separable,identity,106,0.187119791927292,0.49657386376604923,0.13163145872084456,0.6499373165740204,direct,over_log1p_relative_magnitude,over
seed,seed=1238,power_separable,identity,80,0.2497343103674545,0.6627387201365798,0.17258882194168823,-0.13855572054538423,direct,over_log1p_relative_magnitude,over
cell,cell_fold=0,power_separable,identity,98,0.23990979784070268,0.6366666724136818,0.14861293666121028,0.6094658630225779,direct,over_log1p_relative_magnitude,over
cell,cell_fold=1,power_separable,identity,124,0.22119394949826776,0.586999018183532,0.15323250645198427,0.5919253354271699,direct,over_log1p_relative_magnitude,over
cell,cell_fold=2,power_separable,identity,86,0.25901562559420155,0.687369244334508,0.15194685924619503,0.6924531497163577,direct,over_log1p_relative_magnitude,over
cell,cell_fold=3,power_separable,identity,108,0.1922812691434544,0.5102712640120163,0.12641840522146766,0.6946339429455428,direct,over_log1p_relative_magnitude,over
cell,cell_fold=4,power_separable,identity,91,0.1980666653092036,0.5256244048949416,0.14220914102663967,0.6627036156181902,direct,over_log1p_relative_magnitude,over
seed,seed=1234,power_interaction,identity,105,0.19067097617692902,0.5059979084682398,0.1282586172284917,0.7336044494192706,direct,over_log1p_relative_magnitude,over
seed,seed=1235,power_interaction,identity,123,0.3526496142161997,0.9358528014769756,0.18210995159111237,0.5539358364988494,direct,over_log1p_relative_magnitude,over
seed,seed=1236,power_interaction,identity,93,0.22002899247893934,0.5839074841333334,0.14844253741836433,0.41281087594660604,direct,over_log1p_relative_magnitude,over
seed,seed=1237,power_interaction,identity,106,0.19167610727839204,0.5086653004608456,0.13243474652091988,0.632681901549162,direct,over_log1p_relative_magnitude,over
seed,seed=1238,power_interaction,identity,80,0.24640621206009786,0.6539066953761018,0.1718054484125885,-0.10841187127971641,direct,over_log1p_relative_magnitude,over
cell,cell_fold=0,power_interaction,identity,98,0.2512534323979202,0.6667701285110268,0.15271983597809713,0.5716615712541089,direct,over_log1p_relative_magnitude,over
cell,cell_fold=1,power_interaction,identity,124,0.21399404736883706,0.5678920964500039,0.14775074351298378,0.6180587794411848,direct,over_log1p_relative_magnitude,over
cell,cell_fold=2,power_interaction,identity,86,0.25741195997885946,0.6831134762909618,0.1538823456166817,0.6962496427267022,direct,over_log1p_relative_magnitude,over
cell,cell_fold=3,power_interaction,identity,108,0.1958934284042656,0.5198571226868501,0.12788689768099734,0.6830530801883268,direct,over_log1p_relative_magnitude,over
cell,cell_fold=4,power_interaction,identity,91,0.20648085476171685,0.5479537722155164,0.14439277205308498,0.6334371191329212,direct,over_log1p_relative_magnitude,over
seed,seed=1234,power_quadratic,identity,105,0.21980822533036334,0.5833216177488539,0.14393499626965697,0.6459654337128101,direct,over_log1p_relative_magnitude,over
seed,seed=1235,power_quadratic,identity,123,0.36365693017432615,0.9650637436158189,0.17812741494886544,0.5256550906212135,direct,over_log1p_relative_magnitude,over
seed,seed=1236,power_quadratic,identity,93,0.23058305448376207,0.6119155921703372,0.15436991488653218,0.3551288344935767,direct,over_log1p_relative_magnitude,over
seed,seed=1237,power_quadratic,identity,106,0.1891906059845948,0.5020693387608882,0.13438732151184885,0.6421463078826948,direct,over_log1p_relative_magnitude,over
seed,seed=1238,power_quadratic,identity,80,0.2386550884970312,0.6333369558707497,0.16696621896187486,-0.03977473574722579,direct,over_log1p_relative_magnitude,over
cell,cell_fold=0,power_quadratic,identity,98,0.24188874662560775,0.641918357626635,0.1491129563672433,0.6029964769252755,direct,over_log1p_relative_magnitude,over
cell,cell_fold=1,power_quadratic,identity,124,0.21617429641865704,0.5736779873143014,0.14910111498870401,0.6102364212408167,direct,over_log1p_relative_magnitude,over
cell,cell_fold=2,power_quadratic,identity,86,0.2811173781446344,0.746022327190832,0.16797541561288845,0.637728022266361,direct,over_log1p_relative_magnitude,over
cell,cell_fold=3,power_quadratic,identity,108,0.23319156336809033,0.6188379883637996,0.1455833283167672,0.5508695817690947,direct,over_log1p_relative_magnitude,over
cell,cell_fold=4,power_quadratic,identity,91,0.2146964804513496,0.5697561959459883,0.15284122525967056,0.6036866003668147,direct,over_log1p_relative_magnitude,over
seed,seed=1234,piecewise_power,identity,105,0.216881455882016,0.5755546295625749,0.1450357785743902,0.6553306805740275,direct,over_log1p_relative_magnitude,over
seed,seed=1235,piecewise_power,identity,123,0.3563060648549255,0.9455561995122161,0.18069932015813445,0.5446378415003006,direct,over_log1p_relative_magnitude,over
seed,seed=1236,piecewise_power,identity,93,0.22640637406404154,0.6008316212425451,0.15570876491930521,0.3782790790276288,direct,over_log1p_relative_magnitude,over
seed,seed=1237,piecewise_power,identity,106,0.18598053991387167,0.4935505450231169,0.13427883372251884,0.6541869532933302,direct,over_log1p_relative_magnitude,over
seed,seed=1238,piecewise_power,identity,80,0.246588115271882,0.6543894256088406,0.1682507929537974,-0.11004898991803103,direct,over_log1p_relative_magnitude,over
cell,cell_fold=0,piecewise_power,identity,98,0.2311064408378644,0.6133045418983276,0.14452236247029449,0.6376008829213891,direct,over_log1p_relative_magnitude,over
cell,cell_fold=1,piecewise_power,identity,124,0.21725171099797358,0.5765372034080056,0.150962158730051,0.6063415692259577,direct,over_log1p_relative_magnitude,over
cell,cell_fold=2,piecewise_power,identity,86,0.2727394704763294,0.7237892435695016,0.1620873386225251,0.6589992449745818,direct,over_log1p_relative_magnitude,over
cell,cell_fold=3,piecewise_power,identity,108,0.2207593025386991,0.5858455628602648,0.14108521549634617,0.5974824431440047,direct,over_log1p_relative_magnitude,over
cell,cell_fold=4,piecewise_power,identity,91,0.216351981350075,0.5741495231792061,0.15739196968809316,0.5975511785430052,direct,over_log1p_relative_magnitude,over
seed,seed=1234,exponential_separable,identity,105,0.187978162760373,0.4988517869976694,0.13167974027882068,0.7410758328131126,direct,over_log1p_relative_magnitude,over
seed,seed=1235,exponential_separable,identity,123,0.37468351700773095,0.994325826325612,0.180676832550897,0.4964533815660256,direct,over_log1p_relative_magnitude,over
seed,seed=1236,exponential_separable,identity,93,0.20855767539375988,0.5534651873094546,0.14112872679821015,0.47244160573504856,direct,over_log1p_relative_magnitude,over
seed,seed=1237,exponential_separable,identity,106,0.18700958390090613,0.49628139643847907,0.13219951661247287,0.650349548288238,direct,over_log1p_relative_magnitude,over
seed,seed=1238,exponential_separable,identity,80,0.26573889012249646,0.705211277021429,0.1771719446125921,-0.28916378588372726,direct,over_log1p_relative_magnitude,over
cell,cell_fold=0,exponential_separable,identity,98,0.25380754801659344,0.6735481772048957,0.15189563356537727,0.562908763239198,direct,over_log1p_relative_magnitude,over
cell,cell_fold=1,exponential_separable,identity,124,0.21562423727130345,0.5722182539889921,0.15005587091358447,0.6122174177054017,direct,over_log1p_relative_magnitude,over
cell,cell_fold=2,exponential_separable,identity,86,0.3156024490975609,0.8375379533518261,0.17744227160335796,0.5433956085738076,direct,over_log1p_relative_magnitude,over
cell,cell_fold=3,exponential_separable,identity,108,0.19349300142086273,0.5134869290822109,0.11429408889915817,0.6907730590947132,direct,over_log1p_relative_magnitude,over
cell,cell_fold=4,exponential_separable,identity,91,0.20622466717965063,0.5472739079629688,0.14830960433158535,0.6343461680646458,direct,over_log1p_relative_magnitude,over
seed,seed=1234,exponential_interaction,identity,105,0.20311130636031952,0.5390117482233203,0.13497793759156052,0.6977084651607256,direct,over_log1p_relative_magnitude,over
seed,seed=1235,exponential_interaction,identity,123,0.3783155853408692,1.0039645192028976,0.18832509200055125,0.4866436081400263,direct,over_log1p_relative_magnitude,over
seed,seed=1236,exponential_interaction,identity,93,0.2113198823642459,0.5607954636726772,0.14158472600914412,0.4583747490752401,direct,over_log1p_relative_magnitude,over
seed,seed=1237,exponential_interaction,identity,106,0.185252021078428,0.49161721980285816,0.13017654789478864,0.6568908693945078,direct,over_log1p_relative_magnitude,over
seed,seed=1238,exponential_interaction,identity,80,0.2642012169412919,0.7011306380631682,0.17680968196992167,-0.27428769946786513,direct,over_log1p_relative_magnitude,over
cell,cell_fold=0,exponential_interaction,identity,98,0.25777719229289275,0.6840827207491974,0.15355386849980554,0.5491293030271818,direct,over_log1p_relative_magnitude,over
cell,cell_fold=1,exponential_interaction,identity,124,0.21128207268269347,0.5606951252773483,0.14792861193012885,0.6276782190946573,direct,over_log1p_relative_magnitude,over
cell,cell_fold=2,exponential_interaction,identity,86,0.3277008965646038,0.8696445132320043,0.19134549930223707,0.5077172547788305,direct,over_log1p_relative_magnitude,over
cell,cell_fold=3,exponential_interaction,identity,108,0.19959180769400395,0.5296717899364338,0.1201858826610567,0.6709724796137946,direct,over_log1p_relative_magnitude,over
cell,cell_fold=4,exponential_interaction,identity,91,0.21965445840944067,0.5829135549071014,0.16270497440953144,0.5851711507533285,direct,over_log1p_relative_magnitude,over
seed,seed=1234,root_separable,identity,105,0.186207349266926,0.49415244606001113,0.1293193878914724,0.7459311496748928,direct,over_log1p_relative_magnitude,over
seed,seed=1235,root_separable,identity,123,0.36391504204243386,0.9657487144909465,0.1800589441538976,0.5249815024650186,direct,over_log1p_relative_magnitude,over
seed,seed=1236,root_separable,identity,93,0.21364770067163508,0.5669729701734045,0.14626919149716802,0.4463763565682187,direct,over_log1p_relative_magnitude,over
seed,seed=1237,root_separable,identity,106,0.1869479890171658,0.4961179374633909,0.13191861495578788,0.6505798373646849,direct,over_log1p_relative_magnitude,over
seed,seed=1238,root_separable,identity,80,0.25913080725652726,0.6876749105738029,0.17534498131571744,-0.22584612768871892,direct,over_log1p_relative_magnitude,over
cell,cell_fold=0,root_separable,identity,98,0.24670415666186388,0.6546973733720707,0.15012845556318763,0.5870324129089297,direct,over_log1p_relative_magnitude,over
cell,cell_fold=1,root_separable,identity,124,0.21592627514571186,0.5730197946103975,0.1490415720869243,0.6111302759219281,direct,over_log1p_relative_magnitude,over
