mode,target,model_label,candidate,link,intercept,query_last,length_order_log,needle_order_log,log_interaction,density_order,burden_order,raw_length_order,raw_needle_order
enumeration,missing_fraction,Qwen3-1.7B,exponential_separable,identity,0.14212721146101925,-0.060722204650781146,,,,,,-0.029153907883181725,0.023267758490170556
enumeration,missing_fraction,Qwen3-32B,exponential_separable,identity,-0.00041991298850707333,0.0007777776460798925,,,,,,0.0016581631341210568,0.0008247039678394262
enumeration,missing_fraction,Qwen3-8B,exponential_separable,identity,-0.0003506349428161852,0.2678332975988513,,,,,,0.028558671280197404,0.00048226066374192257
enumeration,no_duplicates,Gemma4-12B,intercept_only,logistic,13.39270380328953,-9.500851188857258,,,,,,,
enumeration,no_duplicates,Gemma4-E4B,intercept_only,logistic,13.409392035359497,-9.105280799493482,,,,,,,
enumeration,no_duplicates,Llama3.1-8B,intercept_only,logistic,3.367290801333547,0.9367695447386405,,,,,,,
enumeration,no_duplicates,Llama3.2-3B,intercept_only,logistic,2.442345660915829,0.9249482553863051,,,,,,,
enumeration,no_duplicates,OLMo-Hybrid-7B,intercept_only,logistic,3.0169299603465767,4.5208512544079105e-06,,,,,,,
enumeration,no_duplicates,Qwen3-1.7B,intercept_only,logistic,13.380936723855797,-9.783599333860572,,,,,,,
enumeration,no_duplicates,Qwen3-32B,intercept_only,logistic,14.025845087754151,1.8711580367325276,,,,,,,
enumeration,no_duplicates,Qwen3-8B,intercept_only,logistic,14.0258450877537,1.8711580367326561,,,,,,,
enumeration,no_hallucinations,Gemma4-12B,intercept_only,logistic,14.025845087753767,1.871158036732611,,,,,,,
enumeration,no_hallucinations,Gemma4-E4B,intercept_only,logistic,13.438323836616618,-8.43429261812816,,,,,,,
enumeration,no_hallucinations,Llama3.1-8B,intercept_only,logistic,2.751529885832194,-1.8399005672265991,,,,,,,
enumeration,no_hallucinations,Llama3.2-3B,intercept_only,logistic,0.6044192755870247,1.3263382691279675,,,,,,,
enumeration,no_hallucinations,OLMo-Hybrid-7B,intercept_only,logistic,2.751533060377447,0.8457770278407478,,,,,,,
enumeration,no_hallucinations,Qwen3-1.7B,intercept_only,logistic,2.8763809219645577,-0.6027828909621908,,,,,,,
enumeration,no_hallucinations,Qwen3-32B,intercept_only,logistic,14.025845087754151,1.8711580367325276,,,,,,,
enumeration,no_hallucinations,Qwen3-8B,intercept_only,logistic,13.438323836616638,-8.43429261812816,,,,,,,
enumeration,numeric_list_consistent,Gemma4-12B,piecewise_power,logistic,13.377081798721523,1.8253094045969005,-0.8650828689157617,-0.26511451968783806,,,,,
enumeration,numeric_list_consistent,Gemma4-E4B,piecewise_power,logistic,3.7351849046098673,1.1406041097927988,-4.2601505595475826e-05,-0.4965975359795229,,,,,
enumeration,numeric_list_consistent,Llama3.1-8B,piecewise_power,logistic,0.8074857755367453,0.2475344081767087,0.21466870130085727,0.19705681557387222,,,,,
enumeration,numeric_list_consistent,Llama3.2-3B,piecewise_power,logistic,-3.452664358758862,-0.5085713684274519,2.232448334786525,-3.040564117591996,,,,,
enumeration,numeric_list_consistent,OLMo-Hybrid-7B,piecewise_power,logistic,-2.8430874296849566,0.8540380863129728,-0.7650629466393059,-1.888717115605401,,,,,
enumeration,numeric_list_consistent,Qwen3-1.7B,piecewise_power,logistic,-1.8362136554291983,1.9720987912364316,0.08846466681128544,-2.186016946378805,,,,,
enumeration,numeric_list_consistent,Qwen3-32B,piecewise_power,logistic,0.05573025384910269,14.178304195208812,0.7551975896451761,-1.8697793126171869,,,,,
enumeration,numeric_list_consistent,Qwen3-8B,piecewise_power,logistic,-2.3757732504926374,2.323816126310326,-2.8672223769065885,-0.9283279276004088,,,,,
enumeration,overcount,Gemma4-12B,log_burden,logistic,-13.440490756902138,9.14950305324878,,,,,0.18918551809243858,,
enumeration,overcount,Gemma4-E4B,log_burden,logistic,-3.427771860085952,-0.7241745683708031,,,,,0.5964328655299863,,
enumeration,overcount,Llama3.1-8B,log_burden,logistic,-1.611812506353563,-0.4433892703705329,,,,,-0.5654259974652818,,
enumeration,overcount,Llama3.2-3B,log_burden,logistic,1.3390532660619228,-0.34466607151807505,,,,,-1.3157397472761334,,
enumeration,overcount,OLMo-Hybrid-7B,log_burden,logistic,-0.537063250790965,-0.22134729831488503,,,,,0.48283270670142453,,
enumeration,overcount,Qwen3-1.7B,log_burden,logistic,0.9434042194521133,-1.5407078551601914,,,,,0.36408380418176967,,
enumeration,overcount,Qwen3-32B,log_burden,logistic,-0.10145610245168145,-13.891482590883031,,,,,0.3476117445481718,,
enumeration,overcount,Qwen3-8B,log_burden,logistic,0.7447794206633532,-14.86693258039486,,,,,0.6311530779902264,,
enumeration,pair_recall_continuous,Gemma4-12B,exponential_separable,identity,1.0080200941425894,-0.02649992926533551,,,,,,-0.017181110848179637,-0.007345318372864734
enumeration,pair_recall_continuous,Gemma4-E4B,exponential_separable,identity,0.9997778652264397,-0.047666593659262166,,,,,,-0.014285702990605404,0.0022993487299270807
enumeration,pair_recall_continuous,Llama3.1-8B,exponential_separable,identity,0.9667806704889161,-0.30294433959982164,,,,,,0.11992347007504746,0.005920945822606326
enumeration,pair_recall_continuous,Llama3.2-3B,exponential_separable,identity,0.7220998547852665,-0.1391665999711302,,,,,,-0.25747871442322945,0.02814462214823471
enumeration,pair_recall_continuous,OLMo-Hybrid-7B,exponential_separable,identity,0.4248260812099596,0.017888914825437967,,,,,,-0.033214278837416816,0.06601455264287341
enumeration,pair_recall_continuous,Qwen3-1.7B,exponential_separable,identity,0.8578727138660875,0.060722271317432554,,,,,,0.029153918087261733,-0.023267749970050784
enumeration,pair_recall_continuous,Qwen3-32B,exponential_separable,identity,1.0004198383156129,-0.0007777109794275359,,,,,,-0.0016581529300412662,-0.0008246954477198294
enumeration,pair_recall_continuous,Qwen3-8B,exponential_separable,identity,1.0003505602699219,-0.2678332309321987,,,,,,-0.02855866107611727,-0.00048225214362227343
enumeration,pair_retrieval,Gemma4-12B,log_density,logistic,15.24688808812725,-12.478999242410342,,,,0.14404112875781996,,,
enumeration,pair_retrieval,Gemma4-E4B,log_density,logistic,6.773138004656415,-4.031664243306875,,,,0.6054224589210817,,,
enumeration,pair_retrieval,Llama3.1-8B,log_density,logistic,4.152998582147381,-3.0676713020395456,,,,-0.16939517753177144,,,
enumeration,pair_retrieval,Llama3.2-3B,log_density,logistic,0.592099976899068,-0.7920069831898695,,,,0.6661566156979968,,,
enumeration,pair_retrieval,OLMo-Hybrid-7B,log_density,logistic,-0.016054602718818783,-0.2256470639166157,,,,0.5042337220967734,,,
enumeration,pair_retrieval,Qwen3-1.7B,log_density,logistic,1.8453805690931462,0.31461224730065057,,,,-0.3233755096943733,,,
enumeration,pair_retrieval,Qwen3-32B,log_density,logistic,6.364847380062954,-0.6946465574995178,,,,0.14042007315338256,,,
enumeration,pair_retrieval,Qwen3-8B,log_density,logistic,5.34304994455181,-4.628995279226985,,,,0.2658177825573063,,,
enumeration,parse_success,Gemma4-12B,intercept_only,logistic,13.371834285785537,-10.00451775659686,,,,,,,
enumeration,parse_success,Gemma4-E4B,intercept_only,logistic,14.02584508775412,1.8711580367325389,,,,,,,
enumeration,parse_success,Llama3.1-8B,intercept_only,logistic,-0.5179427353323803,0.732090526267094,,,,,,,
enumeration,parse_success,Llama3.2-3B,intercept_only,logistic,0.026667763176833382,-1.7876546215076607,,,,,,,
enumeration,parse_success,OLMo-Hybrid-7B,intercept_only,logistic,2.6390549069293465,0.3778790080231318,,,,,,,
enumeration,parse_success,Qwen3-1.7B,intercept_only,logistic,3.1780470356706494,-0.7356993339069386,,,,,,,
enumeration,parse_success,Qwen3-32B,intercept_only,logistic,14.025845087754151,1.8711580367325276,,,,,,,
enumeration,parse_success,Qwen3-8B,intercept_only,logistic,13.438323836620357,-8.43429261813188,,,,,,,
enumeration,signed_log_count_ratio,Gemma4-12B,piecewise_power,identity,0.025960466460544205,-0.01307240521606126,0.010760973317729261,0.0014407513034883244,,,,,
enumeration,signed_log_count_ratio,Gemma4-E4B,piecewise_power,identity,0.14002178631131806,-0.21589096155852736,-0.06790392127653468,0.03232735142774002,,,,,
enumeration,signed_log_count_ratio,Llama3.1-8B,piecewise_power,identity,0.757075648672256,-0.31068180201256085,-0.21508580662796942,-0.4071109729800941,,,,,
enumeration,signed_log_count_ratio,Llama3.2-3B,piecewise_power,identity,3.660836787750591,-0.19752089936599596,-0.5922651063278459,0.44440616073330974,,,,,
enumeration,signed_log_count_ratio,OLMo-Hybrid-7B,piecewise_power,identity,1.679640933955657,-0.36809297045490597,0.3490309296724566,0.7573583952087054,,,,,
enumeration,signed_log_count_ratio,Qwen3-1.7B,piecewise_power,identity,2.5077226834414743,-1.3237381441573537,0.05734784502653815,0.8707364496387997,,,,,
enumeration,signed_log_count_ratio,Qwen3-32B,piecewise_power,identity,2.0863006614432016,-2.03670218516599,-0.32423107926719535,0.7689585258445378,,,,,
enumeration,signed_log_count_ratio,Qwen3-8B,piecewise_power,identity,3.127069084719331,-2.675844990444648,0.879810340832334,0.6014603316361788,,,,,
enumeration,signed_relative_error,Gemma4-12B,intercept_only,identity,6.168581135300743e-10,0.009252872308231156,,,,,,,
enumeration,signed_relative_error,Gemma4-E4B,intercept_only,identity,3.6043328502223035,-3.64233260740013,,,,,,,
enumeration,signed_relative_error,Llama3.1-8B,intercept_only,identity,11.973657760914067,-4.565223475947385,,,,,,,
enumeration,signed_relative_error,Llama3.2-3B,intercept_only,identity,50.374443261062424,-14.174815605843209,,,,,,,
enumeration,signed_relative_error,OLMo-Hybrid-7B,intercept_only,identity,21.461724173283542,-6.778973116478897,,,,,,,
enumeration,signed_relative_error,Qwen3-1.7B,intercept_only,identity,28.411686327323938,-21.808182331561934,,,,,,,
enumeration,signed_relative_error,Qwen3-32B,intercept_only,identity,36.049161860030445,-36.050381678893885,,,,,,,
enumeration,signed_relative_error,Qwen3-8B,intercept_only,identity,42.46266100443436,-42.470823702141935,,,,,,,
enumeration,truncated,Gemma4-12B,intercept_only,logistic,-13.438323836653204,8.434292618164765,,,,,,,
enumeration,truncated,Gemma4-E4B,intercept_only,logistic,-14.025845087813032,-1.8711580364716638,,,,,,,
enumeration,truncated,Llama3.1-8B,intercept_only,logistic,-4.304093575204552,-9.924463729417836,,,,,,,
enumeration,truncated,Llama3.2-3B,intercept_only,logistic,-3.0169304853589076,-0.35036461973548383,,,,,,,
enumeration,truncated,OLMo-Hybrid-7B,intercept_only,logistic,-2.751532374357047,-0.2654017091427497,,,,,,,
enumeration,truncated,Qwen3-1.7B,intercept_only,logistic,-14.025845087813181,-1.8711580364715685,,,,,,,
enumeration,truncated,Qwen3-32B,intercept_only,logistic,-14.025845087812908,-1.8711580364717595,,,,,,,
enumeration,truncated,Qwen3-8B,intercept_only,logistic,-14.02584508781297,-1.8711580364716913,,,,,,,
enumeration,undercount,Gemma4-12B,log_burden,logistic,-16.387960989092765,13.059978643818242,,,,,2.429327978654594,,
enumeration,undercount,Gemma4-E4B,log_burden,logistic,-5.388405753984212,3.940337624190244,,,,,0.7266370859699522,,
enumeration,undercount,Llama3.1-8B,log_burden,logistic,-4.0098207430044654,1.2175282032413468,,,,,1.6210220518318474,,
enumeration,undercount,Llama3.2-3B,log_burden,logistic,-2.558016137572668,0.4389699907678306,,,,,1.5597745443281155,,
enumeration,undercount,OLMo-Hybrid-7B,log_burden,logistic,-1.7826534216554224,0.5468222993079065,,,,,0.6030220985663854,,
enumeration,undercount,Qwen3-1.7B,log_burden,logistic,-2.1592186568035707,1.0317476540395152,,,,,0.708294454500643,,
enumeration,undercount,Qwen3-32B,log_burden,logistic,-13.087427007770827,-8.918583079343053e-05,,,,,4.964552151532013,,
enumeration,undercount,Qwen3-8B,log_burden,logistic,-4.42103827212506,1.135991971425643,,,,,0.38261167906230054,,
enumeration,within_one,Gemma4-12B,inverse_separable,survival_loglog,-17.097356556547748,13.055762746602142,,,,,,,
enumeration,within_one,Gemma4-E4B,inverse_separable,survival_loglog,-3.237688697551034,0.4549468832774862,,,,,,,
enumeration,within_one,Llama3.1-8B,inverse_separable,survival_loglog,-1.8053613256289405,0.5275365693104332,,,,,,,
enumeration,within_one,Llama3.2-3B,inverse_separable,survival_loglog,0.9697359410615756,-0.36142829761463446,,,,,,,
enumeration,within_one,OLMo-Hybrid-7B,inverse_separable,survival_loglog,-0.37463036304600705,0.04965507878224469,,,,,,,
enumeration,within_one,Qwen3-1.7B,inverse_separable,survival_loglog,0.8994072884959178,-1.0963276268103537,,,,,,,
enumeration,within_one,Qwen3-32B,inverse_separable,survival_loglog,-0.3620054020994664,-4.644112185636786,,,,,,,
enumeration,within_one,Qwen3-8B,inverse_separable,survival_loglog,0.5077921689753889,-12.375177260600108,,,,,,,
native_thinking,asinh_signed_error,Gemma4-12B,exponential_separable,identity,0.010517170013327384,0.06726043057664996,,,,,,0.015314451329163436,-0.02249670624025767
native_thinking,asinh_signed_error,Gemma4-E4B,exponential_separable,identity,0.04115752509115788,-0.13039725437793662,,,,,,-0.06433615568660828,-0.07181593543105043
native_thinking,asinh_signed_error,Qwen3-1.7B,exponential_separable,identity,-0.21322496172251323,-0.03647809625490219,,,,,,0.11902134901495649,-0.4386122366754593
native_thinking,asinh_signed_error,Qwen3-32B,exponential_separable,identity,0.03460349197575287,-0.027251702301123167,,,,,,-0.01222882805691813,-0.01344268730010303
native_thinking,asinh_signed_error,Qwen3-8B,exponential_separable,identity,0.004628165995950329,2.460354028573118e-05,,,,,,-0.006685291015430814,-0.005057456817684932
native_thinking,exact_correct,Gemma4-12B,root_separable,logistic,1.589665237652397,-1.7347207149094728,,,,,,,
native_thinking,exact_correct,Gemma4-E4B,root_separable,logistic,4.27320343670353,-2.472147445423274,,,,,,,
native_thinking,exact_correct,Qwen3-1.7B,root_separable,logistic,1.6437740912281638,-0.9221775045347633,,,,,,,
native_thinking,exact_correct,Qwen3-32B,root_separable,logistic,5.0956341576306174,-0.7277101494301803,,,,,,,
native_thinking,exact_correct,Qwen3-8B,root_separable,logistic,4.582009462987613,0.30797139735719314,,,,,,,
native_thinking,exact_given_parsed,Gemma4-12B,log_burden,survival_loglog,-3.6004237972171627,1.1763772939995,,,,,0.03158751295874194,,
native_thinking,exact_given_parsed,Gemma4-E4B,log_burden,survival_loglog,-3.9998629252363305,2.274127339894752,,,,,0.9652042588133015,,
native_thinking,exact_given_parsed,Qwen3-1.7B,log_burden,survival_loglog,-1.2131080887083443,0.4208492808839979,,,,,0.8654197080440905,,
native_thinking,exact_given_parsed,Qwen3-32B,log_burden,survival_loglog,-4.923412363388608,0.7370982019901204,,,,,0.9261219913793298,,
native_thinking,exact_given_parsed,Qwen3-8B,log_burden,survival_loglog,-4.957881771342465,-9.88636132792506,,,,,0.9959692343281487,,
native_thinking,log1p_absolute_error,Gemma4-12B,logL_rawN,identity,0.03405171210829048,0.056502752859745084,0.041774408782285985,,,,,,-0.004580719573682467
native_thinking,log1p_absolute_error,Gemma4-E4B,logL_rawN,identity,0.002264064361719893,0.22723808792596029,0.14874606915546504,,,,,,0.062491024918953905
native_thinking,log1p_absolute_error,Qwen3-1.7B,logL_rawN,identity,0.1549221090279978,0.14224670900309536,-0.04697747921017963,,,,,,0.33527621693254195
native_thinking,log1p_absolute_error,Qwen3-32B,logL_rawN,identity,0.015672780253839048,0.011945062580364025,0.02272402279236948,,,,,,0.00462971120994825
native_thinking,log1p_absolute_error,Qwen3-8B,logL_rawN,identity,0.007631629532911888,-0.009374822760090492,0.00450889051679957,,,,,,0.0028176102046301786
native_thinking,log1p_output_tokens,Gemma4-12B,logL_rawN,identity,7.196471212826156,0.31976721654504947,0.7516692507775773,,,,,,0.17340998349966288
native_thinking,log1p_output_tokens,Gemma4-E4B,logL_rawN,identity,5.940360965885029,0.15766787505858876,0.19270266862247334,,,,,,0.22505172338079762
native_thinking,log1p_output_tokens,Qwen3-1.7B,logL_rawN,identity,6.196680511462675,-0.197390725419855,0.14562685670173608,,,,,,0.24111709993684302
native_thinking,log1p_output_tokens,Qwen3-32B,logL_rawN,identity,5.9891532051879866,-0.20950433284363698,0.08091061044007675,,,,,,0.22723992810052893
native_thinking,log1p_output_tokens,Qwen3-8B,logL_rawN,identity,6.09724169004533,0.06402663891968849,0.10308391858100327,,,,,,0.2640566169397643
native_thinking,log1p_relative_error,Gemma4-12B,intercept_only,identity,0.006048206829793543,0.04018271382298676,,,,,,,
native_thinking,log1p_relative_error,Gemma4-E4B,intercept_only,identity,0.007361484310214521,0.048020750365708936,,,,,,,
native_thinking,log1p_relative_error,Qwen3-1.7B,intercept_only,identity,0.05380529321955846,0.05399918670409268,,,,,,,
native_thinking,log1p_relative_error,Qwen3-32B,intercept_only,identity,0.007649349151528572,-0.0003614764696241223,,,,,,,
native_thinking,log1p_relative_error,Qwen3-8B,intercept_only,identity,0.0014534550712692234,-0.0014534549723947356,,,,,,,
native_thinking,overcount,Gemma4-12B,intercept_only,logistic,-4.709461352261155,2.1142021013386447,,,,,,,
native_thinking,overcount,Gemma4-E4B,intercept_only,logistic,-4.99714203128955,1.9802045827414334,,,,,,,
native_thinking,overcount,Qwen3-1.7B,intercept_only,logistic,-13.347285687730102,10.610023779640063,,,,,,,
native_thinking,overcount,Qwen3-32B,intercept_only,logistic,-4.304046829070521,-0.6998924310024808,,,,,,,
native_thinking,overcount,Qwen3-8B,intercept_only,logistic,-4.990475820373357,-9.28453182858037,,,,,,,
native_thinking,parse_success,Gemma4-12B,log_burden,survival_loglog,-1.5063742904208273,1.0972451114100963,,,,,0.71909638379733,,
native_thinking,parse_success,Gemma4-E4B,log_burden,survival_loglog,-5.187775300332545,-9.32385077481035,,,,,0.4790826145192817,,
native_thinking,parse_success,Qwen3-1.7B,log_burden,survival_loglog,-14.262918645718296,8.878878405425052,,,,,-1.3566126698547363,,
native_thinking,parse_success,Qwen3-32B,log_burden,survival_loglog,-14.466941247950409,-2.9356720448627933,,,,,-0.08236549102279013,,
native_thinking,parse_success,Qwen3-8B,log_burden,survival_loglog,-5.042285670008384,0.4073535100832675,,,,,1.030890729314748,,
native_thinking,signed_log_count_ratio,Gemma4-12B,log_density,identity,0.005112207551391226,0.03847516829105874,,,,-0.01843485431387898,,,
native_thinking,signed_log_count_ratio,Gemma4-E4B,log_density,identity,0.0021919686779360175,-0.007508872655283159,,,,-0.01104342688027209,,,
native_thinking,signed_log_count_ratio,Qwen3-1.7B,log_density,identity,-0.05025983627778584,-0.0017672187017293895,,,,-0.07341751377888016,,,
native_thinking,signed_log_count_ratio,Qwen3-32B,log_density,identity,0.00778078928514261,-0.002565732563286472,,,,-0.00401670964136603,,,
native_thinking,signed_log_count_ratio,Qwen3-8B,log_density,identity,0.0009308390907831339,-0.0009034978718158644,,,,-0.0001502248607940441,,,
native_thinking,signed_relative_error,Gemma4-12B,intercept_only,identity,0.0018601254945533972,0.07406579014445723,,,,,,,
native_thinking,signed_relative_error,Gemma4-E4B,intercept_only,identity,0.0016778531715036205,0.013933257010723687,,,,,,,
native_thinking,signed_relative_error,Qwen3-1.7B,intercept_only,identity,-0.05961110577182258,0.020478221505276083,,,,,,,
native_thinking,signed_relative_error,Qwen3-32B,intercept_only,identity,0.013666665429629816,-0.004888887325926216,,,,,,,
native_thinking,signed_relative_error,Qwen3-8B,intercept_only,identity,0.0011261259739469458,-0.001126125897339742,,,,,,,
native_thinking,truncated,Gemma4-12B,log_burden,logistic,-1.4291243819672619,1.4792559169402615,,,,,1.0064764471209817,,
native_thinking,truncated,Gemma4-E4B,log_burden,logistic,-5.185042796446658,-9.29260778791658,,,,,0.4828239952873785,,
native_thinking,truncated,Qwen3-1.7B,log_burden,logistic,-14.487431184099787,9.108628390246167,,,,,-1.3699129089323177,,
native_thinking,truncated,Qwen3-32B,log_burden,logistic,-14.024938167879283,-1.8711118833084834,,,,,-0.03584067698719136,,
native_thinking,truncated,Qwen3-8B,log_burden,logistic,-5.061622983724672,0.4243167992217407,,,,,1.0612599180692446,,
native_thinking,undercount,Gemma4-12B,inverse_separable,logistic,-4.218218806679597,0.4523534245639056,,,,,,,
native_thinking,undercount,Gemma4-E4B,inverse_separable,logistic,-4.0685549847122395,2.5344853265711595,,,,,,,
native_thinking,undercount,Qwen3-1.7B,inverse_separable,logistic,-1.96325413229214,0.4847428918776404,,,,,,,
native_thinking,undercount,Qwen3-32B,inverse_separable,logistic,-26.027905272390868,9.385999992310499,,,,,,,
native_thinking,undercount,Qwen3-8B,inverse_separable,logistic,-54.681032107324484,-9.482772998948768,,,,,,,
native_thinking,within_one,Gemma4-12B,log_density,logistic,5.143410490164973,-0.6563721771073353,,,,1.0144852108544993,,,
native_thinking,within_one,Gemma4-E4B,log_density,logistic,3.7405551469481915,-1.550317766713518,,,,-0.34701067660595514,,,
native_thinking,within_one,Qwen3-1.7B,log_density,logistic,2.9261598046032393,-0.7256379340716507,,,,-2.0811246728597044,,,
native_thinking,within_one,Qwen3-32B,log_density,logistic,5.011675271052644,-0.7008578442246587,,,,0.3331854300405641,,,
native_thinking,within_one,Qwen3-8B,log_density,logistic,14.001853962130985,1.86579158603804,,,,0.12684808397934064,,,
