scheme,fold,candidate,link,n_rows,rmse,nrmse,mae,r2,mode,target,kind
seed,seed=1237,log_density,identity,480,0.16585118431892867,0.6230581847493689,0.06579482662067467,-0.22331471791841917,enumeration,log1p_hallucination_rate,continuous
seed,seed=1238,log_density,identity,480,0.1876655426656816,0.7050088477417037,0.06522957468804615,0.06113136047541179,enumeration,log1p_hallucination_rate,continuous
cell,cell_fold=0,log_density,identity,480,0.3294667416721466,1.237717721730544,0.09400270071173258,0.15597889351142002,enumeration,log1p_hallucination_rate,continuous
cell,cell_fold=1,log_density,identity,480,0.16891936844554567,0.6345845253073642,0.06098481732269464,-0.10636366577863066,enumeration,log1p_hallucination_rate,continuous
cell,cell_fold=2,log_density,identity,480,0.3006208630971564,1.1293515329918913,0.08816183807526937,0.13257978688399608,enumeration,log1p_hallucination_rate,continuous
cell,cell_fold=3,log_density,identity,480,0.19146477717776536,0.7192815475011705,0.06839455591425829,0.1579856792380473,enumeration,log1p_hallucination_rate,continuous
cell,cell_fold=4,log_density,identity,480,0.23471721625637454,0.8817692999339714,0.07570055008119204,-0.08375867408656834,enumeration,log1p_hallucination_rate,continuous
seed,seed=1234,log_burden,identity,480,0.3115010773673614,1.1702255646167856,0.07917183287322606,0.14227977888135168,enumeration,log1p_hallucination_rate,continuous
seed,seed=1235,log_burden,identity,480,0.2354199366272998,0.8844092309087972,0.07792917014741435,0.22385255458362707,enumeration,log1p_hallucination_rate,continuous
seed,seed=1236,log_burden,identity,480,0.29391219230599197,1.1041488655379996,0.08820906184124411,0.20341530351451287,enumeration,log1p_hallucination_rate,continuous
seed,seed=1237,log_burden,identity,480,0.1771561750586402,0.6655279870472425,0.06737510491163286,-0.3957692832171491,enumeration,log1p_hallucination_rate,continuous
seed,seed=1238,log_burden,identity,480,0.19169011606367026,0.720128084942443,0.06681189368055386,0.02043063281354618,enumeration,log1p_hallucination_rate,continuous
cell,cell_fold=0,log_burden,identity,480,0.3185489818980324,1.196702641770015,0.08959593329818169,0.21098985344888976,enumeration,log1p_hallucination_rate,continuous
cell,cell_fold=1,log_burden,identity,480,0.1838223560165771,0.6905710316532793,0.06656743395561837,-0.3101941703567863,enumeration,log1p_hallucination_rate,continuous
cell,cell_fold=2,log_burden,identity,480,0.2940795897908008,1.1047777327567954,0.08387305919728284,0.16991785707349683,enumeration,log1p_hallucination_rate,continuous
cell,cell_fold=3,log_burden,identity,480,0.18382591945630644,0.6905844185356121,0.0662382448248353,0.223832970797466,enumeration,log1p_hallucination_rate,continuous
cell,cell_fold=4,log_burden,identity,480,0.23011707912951213,0.8644878249801988,0.07138352987091962,-0.04169457076877303,enumeration,log1p_hallucination_rate,continuous
seed,seed=1234,power_separable,identity,480,0.3098291878873829,1.1639447265945873,0.08046334761198766,0.15146218753351515,enumeration,log1p_hallucination_rate,continuous
seed,seed=1235,power_separable,identity,480,0.24143488422849146,0.9070057673709931,0.08394942490462026,0.1836849640302628,enumeration,log1p_hallucination_rate,continuous
seed,seed=1236,power_separable,identity,480,0.2921553272109057,1.0975487970399116,0.08850024139952833,0.21291003794184982,enumeration,log1p_hallucination_rate,continuous
seed,seed=1237,power_separable,identity,480,0.17809631812081034,0.6690598510621175,0.06833601410268081,-0.41062289697456933,enumeration,log1p_hallucination_rate,continuous
seed,seed=1238,power_separable,identity,480,0.19048815096662863,0.7156126261317616,0.06737660359609925,0.03267661429519997,enumeration,log1p_hallucination_rate,continuous
cell,cell_fold=0,power_separable,identity,480,0.31853125890045936,1.1966360612463878,0.09230224515659241,0.2110776467661254,enumeration,log1p_hallucination_rate,continuous
cell,cell_fold=1,power_separable,identity,480,0.18265719969736013,0.6861938534969596,0.06530397930553247,-0.2936375018418722,enumeration,log1p_hallucination_rate,continuous
cell,cell_fold=2,power_separable,identity,480,0.29204506335485664,1.097134565460707,0.08589455523184747,0.18136361692260272,enumeration,log1p_hallucination_rate,continuous
cell,cell_fold=3,power_separable,identity,480,0.18402478413721415,0.6913314995263565,0.06668310596818537,0.22215273224442544,enumeration,log1p_hallucination_rate,continuous
cell,cell_fold=4,power_separable,identity,480,0.2353390961480833,0.8841055350235869,0.07570309320200329,-0.08950908789555068,enumeration,log1p_hallucination_rate,continuous
seed,seed=1234,power_interaction,identity,480,0.3081411022904551,1.1576030441276064,0.0800324407647326,0.16068341220165172,enumeration,log1p_hallucination_rate,continuous
seed,seed=1235,power_interaction,identity,480,0.2455485790200941,0.9224598096197367,0.08524595478288312,0.1556303669198862,enumeration,log1p_hallucination_rate,continuous
seed,seed=1236,power_interaction,identity,480,0.29093213120511363,1.0929535794290688,0.08770182179087008,0.2194870177556445,enumeration,log1p_hallucination_rate,continuous
seed,seed=1237,power_interaction,identity,480,0.17705875788621342,0.6651620169948433,0.06937892768288452,-0.39423465410472813,enumeration,log1p_hallucination_rate,continuous
seed,seed=1238,power_interaction,identity,480,0.19117567047374046,0.7181954515595085,0.06741542862738642,0.025681387906955067,enumeration,log1p_hallucination_rate,continuous
cell,cell_fold=0,power_interaction,identity,480,0.31669944150264756,1.1897544171546688,0.09214826193283546,0.22012546368336883,enumeration,log1p_hallucination_rate,continuous
cell,cell_fold=1,power_interaction,identity,480,0.1812294991353404,0.6808303674043483,0.06698816041140945,-0.2734936592945245,enumeration,log1p_hallucination_rate,continuous
cell,cell_fold=2,power_interaction,identity,480,0.2925876077217802,1.0991727583731636,0.08499197186485238,0.17831916133113934,enumeration,log1p_hallucination_rate,continuous
cell,cell_fold=3,power_interaction,identity,480,0.18409291349728002,0.691587443163932,0.06643599682295245,0.2215766788986736,enumeration,log1p_hallucination_rate,continuous
cell,cell_fold=4,power_interaction,identity,480,0.23420194557327578,0.8798335668984525,0.074433897000659,-0.0790055833135892,enumeration,log1p_hallucination_rate,continuous
seed,seed=1234,power_quadratic,identity,480,0.29642526307947,1.113589794891021,0.08024100588015529,0.22329344443251675,enumeration,log1p_hallucination_rate,continuous
seed,seed=1235,power_quadratic,identity,480,0.24818425461188653,0.9323613322199765,0.08730693686782823,0.1374064503162451,enumeration,log1p_hallucination_rate,continuous
seed,seed=1236,power_quadratic,identity,480,0.27980265546286465,1.0511431396564876,0.08726232713057289,0.2780611421859591,enumeration,log1p_hallucination_rate,continuous
seed,seed=1237,power_quadratic,identity,480,0.1860560096991139,0.6989622663286008,0.07108905468906451,-0.539531047398299,enumeration,log1p_hallucination_rate,continuous
seed,seed=1238,power_quadratic,identity,480,0.18979569573615587,0.713011258522056,0.06612769082365301,0.039696585540666574,enumeration,log1p_hallucination_rate,continuous
cell,cell_fold=0,power_quadratic,identity,480,0.308763848430195,1.159942533477528,0.08860672371940839,0.25871871432382265,enumeration,log1p_hallucination_rate,continuous
cell,cell_fold=1,power_quadratic,identity,480,0.17226989220770064,0.6471715397551691,0.060881221254656025,-0.1506884940494908,enumeration,log1p_hallucination_rate,continuous
cell,cell_fold=2,power_quadratic,identity,480,0.28310901314418735,1.063564234046116,0.08950394393330117,0.23069475173180254,enumeration,log1p_hallucination_rate,continuous
cell,cell_fold=3,power_quadratic,identity,480,0.1824361470535555,0.6853634183116544,0.06517848513580152,0.2355246616001201,enumeration,log1p_hallucination_rate,continuous
cell,cell_fold=4,power_quadratic,identity,480,0.23317060856792146,0.8759591118256129,0.0811722310862277,-0.06952344030082513,enumeration,log1p_hallucination_rate,continuous
seed,seed=1234,piecewise_power,identity,480,0.30089107621400635,1.1303666508203913,0.08157598026446496,0.19971411314652943,enumeration,log1p_hallucination_rate,continuous
seed,seed=1235,piecewise_power,identity,480,0.24074288654134054,0.9044061186281906,0.08581577619750212,0.18835768215054316,enumeration,log1p_hallucination_rate,continuous
seed,seed=1236,piecewise_power,identity,480,0.2830598005186426,1.0633793554800415,0.08808360546937467,0.26115532626615623,enumeration,log1p_hallucination_rate,continuous
seed,seed=1237,piecewise_power,identity,480,0.18678832609679732,0.7017133815966439,0.0715609918668467,-0.5516740854276225,enumeration,log1p_hallucination_rate,continuous
seed,seed=1238,piecewise_power,identity,480,0.1873834563790805,0.7039491256155451,0.06645892330874804,0.0639517282212213,enumeration,log1p_hallucination_rate,continuous
cell,cell_fold=0,piecewise_power,identity,480,0.3110537480722802,1.1685450690585355,0.08898211223892026,0.24768274470409712,enumeration,log1p_hallucination_rate,continuous
cell,cell_fold=1,piecewise_power,identity,480,0.17799279470738205,0.6686709415085647,0.062467134299708245,-0.2284114355292275,enumeration,log1p_hallucination_rate,continuous
cell,cell_fold=2,piecewise_power,identity,480,0.2842160463076652,1.0677230591767677,0.08896419876479736,0.22466660379226377,enumeration,log1p_hallucination_rate,continuous
cell,cell_fold=3,piecewise_power,identity,480,0.18566903754844177,0.6975085162891516,0.06816738859238451,0.20819057126874918,enumeration,log1p_hallucination_rate,continuous
cell,cell_fold=4,piecewise_power,identity,480,0.2357231381286572,0.8855482772039732,0.07928702983100111,-0.0930678559485052,enumeration,log1p_hallucination_rate,continuous
seed,seed=1234,exponential_separable,identity,480,0.31899901515436685,1.1983932953816854,0.08052142246925297,0.10049159183184564,enumeration,log1p_hallucination_rate,continuous
seed,seed=1235,exponential_separable,identity,480,0.2377552633712754,0.893182423864116,0.07919836451604591,0.20837767127916484,enumeration,log1p_hallucination_rate,continuous
seed,seed=1236,exponential_separable,identity,480,0.3010155313112233,1.1308341950665977,0.08930820774150965,0.16444592285408455,enumeration,log1p_hallucination_rate,continuous
seed,seed=1237,exponential_separable,identity,480,0.17567269056726836,0.6599549357718257,0.06689514577201601,-0.3724911491283043,enumeration,log1p_hallucination_rate,continuous
seed,seed=1238,exponential_separable,identity,480,0.190561145344567,0.7158868463298382,0.06699607912584475,0.03193512253272757,enumeration,log1p_hallucination_rate,continuous
cell,cell_fold=0,exponential_separable,identity,480,0.32519709211085723,1.2216777994586758,0.09253523799358042,0.1777129467176617,enumeration,log1p_hallucination_rate,continuous
cell,cell_fold=1,exponential_separable,identity,480,0.18868984094952107,0.7088568602355045,0.06992046752253273,-0.3804988315439328,enumeration,log1p_hallucination_rate,continuous
cell,cell_fold=2,exponential_separable,identity,480,0.3007185419388148,1.1297184860650455,0.08498278337564899,0.13201600454407225,enumeration,log1p_hallucination_rate,continuous
cell,cell_fold=3,exponential_separable,identity,480,0.18369104997813282,0.6900777502679477,0.06699629016662337,0.22497147010403407,enumeration,log1p_hallucination_rate,continuous
cell,cell_fold=4,exponential_separable,identity,480,0.23264707435829773,0.8739923349488492,0.0687762108626842,-0.06472606460105879,enumeration,log1p_hallucination_rate,continuous
seed,seed=1234,exponential_interaction,identity,480,0.31790431458943463,1.1942808004988077,0.08076926030874777,0.10665463776233364,enumeration,log1p_hallucination_rate,continuous
seed,seed=1235,exponential_interaction,identity,480,0.23868562779791053,0.8966775521816802,0.08027767073555407,0.20217012622733999,enumeration,log1p_hallucination_rate,continuous
seed,seed=1236,exponential_interaction,identity,480,0.29928013784416685,1.1243147896861037,0.08877464909012867,0.17405230640714175,enumeration,log1p_hallucination_rate,continuous
seed,seed=1237,exponential_interaction,identity,480,0.1721252226599483,0.6466280552682705,0.06749910644981688,-0.3176196919198073,enumeration,log1p_hallucination_rate,continuous
seed,seed=1238,exponential_interaction,identity,480,0.19130050151383593,0.7186644081217523,0.06771485199523972,0.024408580400251623,enumeration,log1p_hallucination_rate,continuous
cell,cell_fold=0,exponential_interaction,identity,480,0.3229082691140247,1.2130793085436107,0.09273400559913372,0.18924715973464057,enumeration,log1p_hallucination_rate,continuous
cell,cell_fold=1,exponential_interaction,identity,480,0.18437728148225158,0.6926557370157052,0.07091204497615947,-0.3181165749591037,enumeration,log1p_hallucination_rate,continuous
cell,cell_fold=2,exponential_interaction,identity,480,0.302060831122635,1.134761104637316,0.08825378613159861,0.12425003332816364,enumeration,log1p_hallucination_rate,continuous
cell,cell_fold=3,exponential_interaction,identity,480,0.18379500075152277,0.6904682652976571,0.06751921789498455,0.22409404454728776,enumeration,log1p_hallucination_rate,continuous
cell,cell_fold=4,exponential_interaction,identity,480,0.23476640387822875,0.8819540845679218,0.06860413822705619,-0.08421294922058387,enumeration,log1p_hallucination_rate,continuous
seed,seed=1234,root_separable,identity,480,0.31560323353335096,1.1856362593600018,0.08092589400726936,0.11954040415143818,enumeration,log1p_hallucination_rate,continuous
seed,seed=1235,root_separable,identity,480,0.23881558488613125,0.8971657659247092,0.08165502923217048,0.20130110135517532,enumeration,log1p_hallucination_rate,continuous
seed,seed=1236,root_separable,identity,480,0.2974287428152413,1.117359597712568,0.08906782763019691,0.18423958889344005,enumeration,log1p_hallucination_rate,continuous
seed,seed=1237,root_separable,identity,480,0.17712878481090294,0.6654250892711121,0.06771916372969317,-0.39533771473224233,enumeration,log1p_hallucination_rate,continuous
seed,seed=1238,root_separable,identity,480,0.1902256531236982,0.7146264925072807,0.06728589790409614,0.03534077315591089,enumeration,log1p_hallucination_rate,continuous
cell,cell_fold=0,root_separable,identity,480,0.3223568880442543,1.2110079185210005,0.09293044186335238,0.1920135930874255,enumeration,log1p_hallucination_rate,continuous
cell,cell_fold=1,root_separable,identity,480,0.18809948216777087,0.706639041457673,0.06917256024785287,-0.3718739404021718,enumeration,log1p_hallucination_rate,continuous
cell,cell_fold=2,root_separable,identity,480,0.2974971823530809,1.1176167066044134,0.08579374287096683,0.1505124524510285,enumeration,log1p_hallucination_rate,continuous
cell,cell_fold=3,root_separable,identity,480,0.1834661192190728,0.6892327460491974,0.06690688406494506,0.22686836189999426,enumeration,log1p_hallucination_rate,continuous
cell,cell_fold=4,root_separable,identity,480,0.2333780360523182,0.8767383609604689,0.07193698426312879,-0.07142717281503908,enumeration,log1p_hallucination_rate,continuous
seed,seed=1234,inverse_separable,identity,480,0.3009184788668724,1.130469595199246,0.07633659741430963,0.19956833976417543,enumeration,log1p_hallucination_rate,continuous
seed,seed=1235,inverse_separable,identity,480,0.250273387637653,0.9402096417516767,0.08402442632312582,0.12282327459177078,enumeration,log1p_hallucination_rate,continuous
seed,seed=1236,inverse_separable,identity,480,0.28607825918265534,1.0747188908813943,0.08653396021932615,0.24531370536711294,enumeration,log1p_hallucination_rate,continuous
seed,seed=1237,inverse_separable,identity,480,0.1741139622060861,0.6540992135638491,0.06474551333387638,-0.34824321644356204,enumeration,log1p_hallucination_rate,continuous
seed,seed=1238,inverse_separable,identity,480,0.19409017178269455,0.7291444472055971,0.06512803534680547,-0.004252319941187466,enumeration,log1p_hallucination_rate,continuous
cell,cell_fold=0,inverse_separable,identity,480,0.3185881733085832,1.196849873333153,0.08857274919948209,0.21079569603795334,enumeration,log1p_hallucination_rate,continuous
cell,cell_fold=1,inverse_separable,identity,480,0.16670381877959345,0.6262613025413708,0.056329743737806776,-0.07753181948915389,enumeration,log1p_hallucination_rate,continuous
cell,cell_fold=2,inverse_separable,identity,480,0.2829251832540516,1.0628736347108083,0.08295437810616278,0.23169348634272036,enumeration,log1p_hallucination_rate,continuous
cell,cell_fold=3,inverse_separable,identity,480,0.18443000787563896,0.6928538158602261,0.06240629288331081,0.21872331138856393,enumeration,log1p_hallucination_rate,continuous
cell,cell_fold=4,inverse_separable,identity,480,0.24236954205173833,0.9105170248220955,0.08043049427604695,-0.1555767075992005,enumeration,log1p_hallucination_rate,continuous
seed,seed=1234,logL_rawN,identity,480,0.3198556420172957,1.2016114115526115,0.08080189650326924,0.09565409941603975,enumeration,log1p_hallucination_rate,continuous
seed,seed=1235,logL_rawN,identity,480,0.2390044803478538,0.897875395246752,0.07971846343953656,0.20003711128343415,enumeration,log1p_hallucination_rate,continuous
seed,seed=1236,logL_rawN,identity,480,0.30202619117503005,1.134630971693357,0.08966611831714445,0.15882575697570067,enumeration,log1p_hallucination_rate,continuous
seed,seed=1237,logL_rawN,identity,480,0.173710506187061,0.6525835380751737,0.06638228931116848,-0.3420021705580012,enumeration,log1p_hallucination_rate,continuous
seed,seed=1238,logL_rawN,identity,480,0.1907027322180093,0.7164187500404663,0.06679258735427922,0.03049604429070174,enumeration,log1p_hallucination_rate,continuous
cell,cell_fold=0,logL_rawN,identity,480,0.3266999067612966,1.2273234689301518,0.09288563011535492,0.17009541015680896,enumeration,log1p_hallucination_rate,continuous
cell,cell_fold=1,logL_rawN,identity,480,0.18510651667463146,0.6953952770261391,0.06767457546204948,-0.3285638258682255,enumeration,log1p_hallucination_rate,continuous
cell,cell_fold=2,logL_rawN,identity,480,0.30179512179155643,1.1337629063177044,0.0851600641285806,0.1257900714147644,enumeration,log1p_hallucination_rate,continuous
cell,cell_fold=3,logL_rawN,identity,480,0.18430487583100938,0.6923837285051008,0.06705618583909015,0.21978311272528916,enumeration,log1p_hallucination_rate,continuous
cell,cell_fold=4,logL_rawN,identity,480,0.23270443579795827,0.8742078264125748,0.07002534510716901,-0.06525116683417242,enumeration,log1p_hallucination_rate,continuous
seed,seed=1234,rawL_logN,identity,480,0.3089447614076417,1.1606221747582848,0.08039137730035932,0.1562996799925469,enumeration,log1p_hallucination_rate,continuous
seed,seed=1235,rawL_logN,identity,480,0.24019830753988414,0.9023602821423469,0.08360388498860101,0.19202552419120378,enumeration,log1p_hallucination_rate,continuous
seed,seed=1236,rawL_logN,identity,480,0.2911104002618567,1.093623288212563,0.08833393162030964,0.21853020393066247,enumeration,log1p_hallucination_rate,continuous
seed,seed=1237,rawL_logN,identity,480,0.18001070192626004,0.6762516748868025,0.06907294742659963,-0.44111187680870634,enumeration,log1p_hallucination_rate,continuous
seed,seed=1238,rawL_logN,identity,480,0.19034640449851803,0.7150801228669926,0.06747649006283966,0.03411569234504719,enumeration,log1p_hallucination_rate,continuous
cell,cell_fold=0,rawL_logN,identity,480,0.31703936415836054,1.1910314149264571,0.09206602138543193,0.21845044152106652,enumeration,log1p_hallucination_rate,continuous
cell,cell_fold=1,rawL_logN,identity,480,0.18534623461022778,0.6962958326804014,0.06718686125384936,-0.33200710602759,enumeration,log1p_hallucination_rate,continuous
cell,cell_fold=2,rawL_logN,identity,480,0.29103563395104654,1.0933424113404135,0.0858317443403299,0.18701293358601923,enumeration,log1p_hallucination_rate,continuous
cell,cell_fold=3,rawL_logN,identity,480,0.18385865112551888,0.690707382592137,0.06654579444043983,0.22355654074525688,enumeration,log1p_hallucination_rate,continuous
cell,cell_fold=4,rawL_logN,identity,480,0.23395078952348497,0.8788900413329638,0.07518577972539633,-0.07669259252247485,enumeration,log1p_hallucination_rate,continuous
seed,seed=1234,intercept_only,identity,480,0.46928064982674844,1.2524744468630062,0.08241664861399946,0.012240334666171582,enumeration,log1p_duplicate_rate,continuous
seed,seed=1235,intercept_only,identity,480,0.40823215752292574,1.08954065306972,0.07717433959743333,0.02700127090279103,enumeration,log1p_duplicate_rate,continuous
seed,seed=1236,intercept_only,identity,480,0.2702015279773461,0.7211473761381502,0.05914957263929986,-0.007697673294580376,enumeration,log1p_duplicate_rate,continuous
seed,seed=1237,intercept_only,identity,480,0.3167963182484756,0.8455053359071624,0.06439622458120858,0.01586846278839027,enumeration,log1p_duplicate_rate,continuous
seed,seed=1238,intercept_only,identity,480,0.3575434452341924,0.9542563260695175,0.06552907528524846,0.036073869862832675,enumeration,log1p_duplicate_rate,continuous
cell,cell_fold=0,intercept_only,identity,480,0.542093677637401,1.4468068932684488,0.08920217183726088,0.037099373122551516,enumeration,log1p_duplicate_rate,continuous
cell,cell_fold=1,intercept_only,identity,480,0.14401558921766577,0.3843666801766448,0.05130320360416183,-0.7638794628077838,enumeration,log1p_duplicate_rate,continuous
cell,cell_fold=2,intercept_only,identity,480,0.47465250644787393,1.2668115245853788,0.08230948767763674,0.04179773215271265,enumeration,log1p_duplicate_rate,continuous
cell,cell_fold=3,intercept_only,identity,480,0.17798733189135388,0.4750346837048284,0.05245004377925012,-0.39020030497505354,enumeration,log1p_duplicate_rate,continuous
cell,cell_fold=4,intercept_only,identity,480,0.3540316701343274,0.9448836647903138,0.07484197345653651,-0.006534866354310331,enumeration,log1p_duplicate_rate,continuous
seed,seed=1234,log_density,identity,480,0.4620825268827029,1.233263202896046,0.08858040265512253,0.0423097038550162,enumeration,log1p_duplicate_rate,continuous
seed,seed=1235,log_density,identity,480,0.40660575802030224,1.0851999162032444,0.0876750246200927,0.03473869337438118,enumeration,log1p_duplicate_rate,continuous
seed,seed=1236,log_density,identity,480,0.2724290134554916,0.7270923658648002,0.07232851895519166,-0.024380658702268798,enumeration,log1p_duplicate_rate,continuous
seed,seed=1237,log_density,identity,480,0.3168026228455922,0.8455221623984938,0.07550116012012978,0.015829291786499056,enumeration,log1p_duplicate_rate,continuous
seed,seed=1238,log_density,identity,480,0.35925405828810103,0.9588218225145165,0.07881367584442374,0.026828285239060445,enumeration,log1p_duplicate_rate,continuous
cell,cell_fold=0,log_density,identity,480,0.5363947571737879,1.431596906967042,0.09836801391513446,0.05723851090656917,enumeration,log1p_duplicate_rate,continuous
cell,cell_fold=1,log_density,identity,480,0.14057488075612157,0.3751836903628087,0.05574681194772009,-0.680603795624209,enumeration,log1p_duplicate_rate,continuous
cell,cell_fold=2,log_density,identity,480,0.4699834067835978,1.2543500518578723,0.09797006847362462,0.06055645358489736,enumeration,log1p_duplicate_rate,continuous
cell,cell_fold=3,log_density,identity,480,0.18139921799755312,0.4841407488391976,0.059998642410489265,-0.44400938148960356,enumeration,log1p_duplicate_rate,continuous
cell,cell_fold=4,log_density,identity,480,0.3570179578120963,0.9528538400122588,0.09031867498505862,-0.02358689884561027,enumeration,log1p_duplicate_rate,continuous
seed,seed=1234,log_burden,identity,480,0.4610324158251646,1.2304605361625665,0.0956912646934319,0.04665757842277518,enumeration,log1p_duplicate_rate,continuous
seed,seed=1235,log_burden,identity,480,0.3979786335309367,1.0621747755399216,0.0917496304090329,0.07526485916048875,enumeration,log1p_duplicate_rate,continuous
seed,seed=1236,log_burden,identity,480,0.27883423770230514,0.744187423371482,0.08288883753519709,-0.07311645154803315,enumeration,log1p_duplicate_rate,continuous
seed,seed=1237,log_burden,identity,480,0.3111180163145717,0.8303503788970811,0.08210167776047528,0.05083171131640474,enumeration,log1p_duplicate_rate,continuous
seed,seed=1238,log_burden,identity,480,0.34984827235516514,0.9337184935406606,0.08339518570945427,0.07711926716118211,enumeration,log1p_duplicate_rate,continuous
cell,cell_fold=0,log_burden,identity,480,0.526229681950934,1.4044670924908538,0.10061286733952916,0.09263198405066242,enumeration,log1p_duplicate_rate,continuous
cell,cell_fold=1,log_burden,identity,480,0.1672291261645964,0.4463218489185794,0.07422263143199075,-1.3783388676260167,enumeration,log1p_duplicate_rate,continuous
cell,cell_fold=2,log_burden,identity,480,0.4617682235281553,1.2324243510910982,0.0926769279705238,0.09311185497128793,enumeration,log1p_duplicate_rate,continuous
cell,cell_fold=3,log_burden,identity,480,0.2008318524268133,0.5360049756443391,0.07724328951257012,-0.7699637914381965,enumeration,log1p_duplicate_rate,continuous
cell,cell_fold=4,log_burden,identity,480,0.3594943600947518,0.9594631698031298,0.09214832219545747,-0.037836065055431245,enumeration,log1p_duplicate_rate,continuous
seed,seed=1234,power_separable,identity,480,0.45846034138819836,1.2235958646511393,0.09644590341245361,0.05726519564483945,enumeration,log1p_duplicate_rate,continuous
seed,seed=1235,power_separable,identity,480,0.39869472589266214,1.0640859717185538,0.09393413372251841,0.07193406967892846,enumeration,log1p_duplicate_rate,continuous
seed,seed=1236,power_separable,identity,480,0.2785454009482603,0.7434165399909515,0.08464405048644572,-0.07089437912295793,enumeration,log1p_duplicate_rate,continuous
seed,seed=1237,power_separable,identity,480,0.3121177784137389,0.8330186680809869,0.08437319607505761,0.04472170083558569,enumeration,log1p_duplicate_rate,continuous
seed,seed=1238,power_separable,identity,480,0.35296325727054334,0.9420321519246475,0.08701993192539866,0.060611781168765755,enumeration,log1p_duplicate_rate,continuous
cell,cell_fold=0,power_separable,identity,480,0.5272678424387515,1.4072378640605194,0.10475422377620695,0.08904829103614897,enumeration,log1p_duplicate_rate,continuous
cell,cell_fold=1,power_separable,identity,480,0.16389401880566118,0.4374207004349305,0.07245444735132985,-1.2844207781391934,enumeration,log1p_duplicate_rate,continuous
cell,cell_fold=2,power_separable,identity,480,0.4617002282433976,1.2322428768353462,0.09927657016419446,0.0933789135279749,enumeration,log1p_duplicate_rate,continuous
cell,cell_fold=3,power_separable,identity,480,0.19781361374325548,0.5279495256122843,0.07499610184437641,-0.7171631007083399,enumeration,log1p_duplicate_rate,continuous
cell,cell_fold=4,power_separable,identity,480,0.362219041007991,0.9667351364204353,0.0979561546098796,-0.05362762432745294,enumeration,log1p_duplicate_rate,continuous
seed,seed=1234,power_interaction,identity,480,0.4608805794893394,1.230055296503108,0.09710797219593027,0.04728542227413368,enumeration,log1p_duplicate_rate,continuous
seed,seed=1235,power_interaction,identity,480,0.39412587688250045,1.0518920603801776,0.09350161380172022,0.09308257027704547,enumeration,log1p_duplicate_rate,continuous
seed,seed=1236,power_interaction,identity,480,0.28718834114317227,0.7664838915723322,0.08534451900618087,-0.13838264121440425,enumeration,log1p_duplicate_rate,continuous
seed,seed=1237,power_interaction,identity,480,0.30871844219871375,0.8239460976539155,0.08325679572470364,0.0654166357808309,enumeration,log1p_duplicate_rate,continuous
seed,seed=1238,power_interaction,identity,480,0.3504533044104767,0.9353332781883773,0.08626977630638889,0.07392442357355677,enumeration,log1p_duplicate_rate,continuous
cell,cell_fold=0,power_interaction,identity,480,0.5316989900336268,1.4190642607698418,0.10094799809275701,0.07367271628714944,enumeration,log1p_duplicate_rate,continuous
cell,cell_fold=1,power_interaction,identity,480,0.15668092777947884,0.4181695077924775,0.07128552433578107,-1.0877676387596478,enumeration,log1p_duplicate_rate,continuous
cell,cell_fold=2,power_interaction,identity,480,0.46602026405084,1.2437727246148196,0.10381499212781865,0.07633339827520247,enumeration,log1p_duplicate_rate,continuous
cell,cell_fold=3,power_interaction,identity,480,0.20503477699846,0.5472222624215023,0.07581995490979071,-0.8448210872875284,enumeration,log1p_duplicate_rate,continuous
cell,cell_fold=4,power_interaction,identity,480,0.3689864738164947,0.9847969010950334,0.09724542415653474,-0.09336580742182976,enumeration,log1p_duplicate_rate,continuous
seed,seed=1234,power_quadratic,identity,480,0.44585142483809165,1.189943623103428,0.09658517102781791,0.10840769471999201,enumeration,log1p_duplicate_rate,continuous
seed,seed=1235,power_quadratic,identity,480,0.3858619544340877,1.029836278405541,0.09507966720958885,0.13071583615238525,enumeration,log1p_duplicate_rate,continuous
seed,seed=1236,power_quadratic,identity,480,0.30593290225422526,0.8165117028999958,0.09282487016682492,-0.29183494395229626,enumeration,log1p_duplicate_rate,continuous
seed,seed=1237,power_quadratic,identity,480,0.3032746407447566,0.8094170046316607,0.08572553062637973,0.0980860756827816,enumeration,log1p_duplicate_rate,continuous
seed,seed=1238,power_quadratic,identity,480,0.33675374080604276,0.8987701824074995,0.08665001883109356,0.14491168928217413,enumeration,log1p_duplicate_rate,continuous
cell,cell_fold=0,power_quadratic,identity,480,0.5048501852350552,1.3474068379644513,0.11444318996010867,0.1648628080840825,enumeration,log1p_duplicate_rate,continuous
cell,cell_fold=1,power_quadratic,identity,480,0.1524058019678786,0.406759521384279,0.07025701804254943,-0.9753901942135836,enumeration,log1p_duplicate_rate,continuous
cell,cell_fold=2,power_quadratic,identity,480,0.4493664659423771,1.1993250011006158,0.10767137276612172,0.14117049280995153,enumeration,log1p_duplicate_rate,continuous
cell,cell_fold=3,power_quadratic,identity,480,0.20041838486166041,0.5349014620855511,0.07441081366602705,-0.7626833796765942,enumeration,log1p_duplicate_rate,continuous
cell,cell_fold=4,power_quadratic,identity,480,0.3601887266158777,0.9613163813616896,0.09603714938666189,-0.04184911592898932,enumeration,log1p_duplicate_rate,continuous
seed,seed=1234,piecewise_power,identity,480,0.4492289792772002,1.1989580596233098,0.09784346890934702,0.09484798473621758,enumeration,log1p_duplicate_rate,continuous
