scheme,fold,candidate,link,n_rows,rmse,nrmse,mae,r2,mode,target,kind
cell,cell_fold=2,logL_rawN,identity,399,1.7671027868711613,0.7365356977566959,1.2610064078149419,0.3714051386585533,enumeration,log1p_absolute_error,continuous
cell,cell_fold=3,logL_rawN,identity,400,1.7801233531908056,0.7419627232645934,1.2418953904308094,0.5051257851073092,enumeration,log1p_absolute_error,continuous
cell,cell_fold=4,logL_rawN,identity,412,1.985450404826893,0.8275438815133903,1.407302179057552,0.24606005421003052,enumeration,log1p_absolute_error,continuous
seed,seed=1234,rawL_logN,identity,397,1.762398546480298,0.7345749510449359,1.2668670250026328,0.47387278346545936,enumeration,log1p_absolute_error,continuous
seed,seed=1235,rawL_logN,identity,399,1.7256137722588991,0.7192429061014993,1.2535858830511324,0.294359824991393,enumeration,log1p_absolute_error,continuous
seed,seed=1236,rawL_logN,identity,383,2.1858712897290236,0.911080129321463,1.4895283831098212,0.3459915858700512,enumeration,log1p_absolute_error,continuous
seed,seed=1237,rawL_logN,identity,413,1.796894559401575,0.7489530308802257,1.2829542492958914,0.46233763964246233,enumeration,log1p_absolute_error,continuous
seed,seed=1238,rawL_logN,identity,404,1.805105771649584,0.7523754978625928,1.2722796646570467,0.32430170201984554,enumeration,log1p_absolute_error,continuous
cell,cell_fold=0,rawL_logN,identity,396,1.7570628264950081,0.7323510010451975,1.2613235393694364,0.4773998709284253,enumeration,log1p_absolute_error,continuous
cell,cell_fold=1,rawL_logN,identity,389,1.9260971694893996,0.8028052093047287,1.3678519721644116,0.3937642612494606,enumeration,log1p_absolute_error,continuous
cell,cell_fold=2,rawL_logN,identity,399,1.7350221579105574,0.7231643598744164,1.2304947102053303,0.39402144683785467,enumeration,log1p_absolute_error,continuous
cell,cell_fold=3,rawL_logN,identity,400,1.740236148208751,0.725337572440719,1.234566079413501,0.5270546045472158,enumeration,log1p_absolute_error,continuous
cell,cell_fold=4,rawL_logN,identity,412,1.9725624110022937,0.822172112765805,1.394935510796553,0.25581626518252254,enumeration,log1p_absolute_error,continuous
seed,seed=1234,intercept_only,identity,397,1.2980900768199621,0.7699303996143047,0.8751721969425722,0.4057505513031562,enumeration,log1p_relative_error,continuous
seed,seed=1235,intercept_only,identity,399,1.2670097469628623,0.7514958616617121,0.8734561923104898,0.24465788321910986,enumeration,log1p_relative_error,continuous
seed,seed=1236,intercept_only,identity,383,1.64006780299372,0.9727661288706116,1.0396243052757095,0.2683287694399987,enumeration,log1p_relative_error,continuous
seed,seed=1237,intercept_only,identity,413,1.3075835306464918,0.7755612097012949,0.8844083957720428,0.39639357561349664,enumeration,log1p_relative_error,continuous
seed,seed=1238,intercept_only,identity,404,1.357132731176023,0.8049501068552807,0.9071776690166996,0.25888280310371103,enumeration,log1p_relative_error,continuous
cell,cell_fold=0,intercept_only,identity,396,1.3652461069986908,0.8097623574077776,0.9129306489308572,0.4004068117798558,enumeration,log1p_relative_error,continuous
cell,cell_fold=1,intercept_only,identity,389,1.3558795894541174,0.8042068364737031,0.8837532012603523,0.3712733427843373,enumeration,log1p_relative_error,continuous
cell,cell_fold=2,intercept_only,identity,399,1.302927319478737,0.7727994918597563,0.8770369836819825,0.31097910756398917,enumeration,log1p_relative_error,continuous
cell,cell_fold=3,intercept_only,identity,400,1.3393367540105474,0.7943948579898801,0.8846076445794876,0.4351385697429627,enumeration,log1p_relative_error,continuous
cell,cell_fold=4,intercept_only,identity,412,1.3906442508687384,0.8248266456328539,0.9314474975786129,0.2171875841874179,enumeration,log1p_relative_error,continuous
seed,seed=1234,log_density,identity,397,1.2745730531394894,0.7559818518491123,0.8850377842026347,0.4270871115554039,enumeration,log1p_relative_error,continuous
seed,seed=1235,log_density,identity,399,1.2340546624425761,0.7319493588056193,0.8728473238001437,0.2834399629826717,enumeration,log1p_relative_error,continuous
seed,seed=1236,log_density,identity,383,1.6430655854026932,0.9745441902311544,1.068223161464278,0.2656515682599774,enumeration,log1p_relative_error,continuous
seed,seed=1237,log_density,identity,413,1.314022202953533,0.77938015079858,0.9022843628975041,0.39043450309807803,enumeration,log1p_relative_error,continuous
seed,seed=1238,log_density,identity,404,1.356260069674692,0.8044325090163897,0.9204860088804775,0.259835600861101,enumeration,log1p_relative_error,continuous
cell,cell_fold=0,log_density,identity,396,1.374601889604942,0.8153115111755824,0.9468142520479027,0.3921608486631841,enumeration,log1p_relative_error,continuous
cell,cell_fold=1,log_density,identity,389,1.3440609097408105,0.7971968754878893,0.8943215860366828,0.38218630834541933,enumeration,log1p_relative_error,continuous
cell,cell_fold=2,log_density,identity,399,1.277761206987237,0.7578728273752804,0.8932509787356059,0.33733900611872525,enumeration,log1p_relative_error,continuous
cell,cell_fold=3,log_density,identity,400,1.3093893807868564,0.7766323055713293,0.8755412179620873,0.4601165972410248,enumeration,log1p_relative_error,continuous
cell,cell_fold=4,log_density,identity,412,1.4140720038358718,0.8387222446564894,0.966543247179621,0.19058981682000198,enumeration,log1p_relative_error,continuous
seed,seed=1234,log_burden,identity,397,1.2608583687660144,0.747847322043506,0.8667440307427708,0.43935011395107537,enumeration,log1p_relative_error,continuous
seed,seed=1235,log_burden,identity,399,1.2248975101827906,0.726518017772663,0.8646223573742152,0.2940348006368001,enumeration,log1p_relative_error,continuous
seed,seed=1236,log_burden,identity,383,1.6291654646276585,0.9662996733566186,1.0656128118947013,0.2780239954929731,enumeration,log1p_relative_error,continuous
seed,seed=1237,log_burden,identity,413,1.2751617456373312,0.7563310204146896,0.8762832785546011,0.4259555521003874,enumeration,log1p_relative_error,continuous
seed,seed=1238,log_burden,identity,404,1.3257176412806222,0.7863170141685704,0.900826364956015,0.292796645666654,enumeration,log1p_relative_error,continuous
cell,cell_fold=0,log_burden,identity,396,1.3393955825949027,0.7944297507267326,0.9196662684295216,0.42289807728265005,enumeration,log1p_relative_error,continuous
cell,cell_fold=1,log_burden,identity,389,1.371097923498756,0.8132332193277779,0.9218079710941979,0.3570805357773985,enumeration,log1p_relative_error,continuous
cell,cell_fold=2,log_burden,identity,399,1.2597639877442155,0.7471982166905801,0.8686215095758296,0.3558746544123963,enumeration,log1p_relative_error,continuous
cell,cell_fold=3,log_burden,identity,400,1.2875892879568804,0.7637021133728567,0.8603730353303205,0.4779440409131832,enumeration,log1p_relative_error,continuous
cell,cell_fold=4,log_burden,identity,412,1.3723672153215216,0.8139860687469209,0.9377043591919577,0.23762914529437285,enumeration,log1p_relative_error,continuous
seed,seed=1234,power_separable,identity,397,1.2550287301158254,0.7443896143730625,0.8700309219706677,0.4445225116700704,enumeration,log1p_relative_error,continuous
seed,seed=1235,power_separable,identity,399,1.2111536662852822,0.7183661927081278,0.8596735290307,0.309788349732125,enumeration,log1p_relative_error,continuous
seed,seed=1236,power_separable,identity,383,1.6272926555301266,0.9651888624178304,1.0751238615714238,0.27968293817417733,enumeration,log1p_relative_error,continuous
seed,seed=1237,power_separable,identity,413,1.2819609055666397,0.7603637759336581,0.8847728379300173,0.4198176241571957,enumeration,log1p_relative_error,continuous
seed,seed=1238,power_separable,identity,404,1.3172297614065347,0.7812826356920444,0.8990313797559867,0.30182336596904646,enumeration,log1p_relative_error,continuous
cell,cell_fold=0,power_separable,identity,396,1.3372761701391798,0.7931726730338041,0.9297455351560214,0.4247230038546791,enumeration,log1p_relative_error,continuous
cell,cell_fold=1,power_separable,identity,389,1.3556829035062745,0.8040901770113704,0.9163775794401987,0.37145573763738093,enumeration,log1p_relative_error,continuous
cell,cell_fold=2,power_separable,identity,399,1.2574980733590162,0.7458542449591559,0.8825332939672175,0.35818972339849964,enumeration,log1p_relative_error,continuous
cell,cell_fold=3,power_separable,identity,400,1.2660364563426918,0.7509185781206774,0.8526924327516489,0.49527505325431,enumeration,log1p_relative_error,continuous
cell,cell_fold=4,power_separable,identity,412,1.396910332695267,0.8285432189052835,0.9519650060839426,0.2101171667093894,enumeration,log1p_relative_error,continuous
seed,seed=1234,power_interaction,identity,397,1.2496428421540726,0.7411951065767863,0.8616690791660513,0.44927988495016513,enumeration,log1p_relative_error,continuous
seed,seed=1235,power_interaction,identity,399,1.2101867467455083,0.7177926880177009,0.8569358647543751,0.3108899650764101,enumeration,log1p_relative_error,continuous
seed,seed=1236,power_interaction,identity,383,1.61719395066532,0.959199062471747,1.068489424702392,0.28859553044182207,enumeration,log1p_relative_error,continuous
seed,seed=1237,power_interaction,identity,413,1.274451893914301,0.7559099892162088,0.8799142982097083,0.4265944875497999,enumeration,log1p_relative_error,continuous
seed,seed=1238,power_interaction,identity,404,1.3180785598537188,0.7817860797436571,0.9062607294788954,0.30092329189837863,enumeration,log1p_relative_error,continuous
cell,cell_fold=0,power_interaction,identity,396,1.4024396572458357,0.8318228026081693,0.9769278529099685,0.3672922347806772,enumeration,log1p_relative_error,continuous
cell,cell_fold=1,power_interaction,identity,389,1.408375640312685,0.835343585869959,0.9589330827009109,0.3216456138328313,enumeration,log1p_relative_error,continuous
cell,cell_fold=2,power_interaction,identity,399,1.2418002802305643,0.7365434826690225,0.8754561460209652,0.37411359674217126,enumeration,log1p_relative_error,continuous
cell,cell_fold=3,power_interaction,identity,400,1.2781853452672678,0.7581243946287917,0.8713463635087134,0.4855418928930737,enumeration,log1p_relative_error,continuous
cell,cell_fold=4,power_interaction,identity,412,1.4050135225584126,0.8333494279048671,0.9673502038566495,0.20092669168028254,enumeration,log1p_relative_error,continuous
seed,seed=1234,power_quadratic,identity,397,1.2216994115301207,0.7246211437285379,0.8376838688353305,0.4736339659204031,enumeration,log1p_relative_error,continuous
seed,seed=1235,power_quadratic,identity,399,1.201044050395184,0.712369921154093,0.8413983145694772,0.3212627856903304,enumeration,log1p_relative_error,continuous
seed,seed=1236,power_quadratic,identity,383,1.5488160800547737,0.918642399891809,1.011827263817231,0.34748263918590716,enumeration,log1p_relative_error,continuous
seed,seed=1237,power_quadratic,identity,413,1.2007397248585043,0.7121894179006959,0.8249571740586359,0.49100592428078926,enumeration,log1p_relative_error,continuous
seed,seed=1238,power_quadratic,identity,404,1.2123153389407955,0.71905521044877,0.8325330915331597,0.40861072898880535,enumeration,log1p_relative_error,continuous
cell,cell_fold=0,power_quadratic,identity,396,1.332328032576304,0.7902378061866093,0.9161984340925722,0.42897236300808717,enumeration,log1p_relative_error,continuous
cell,cell_fold=1,power_quadratic,identity,389,1.2894972875109265,0.7648337966707595,0.8744357173486467,0.4313297696024013,enumeration,log1p_relative_error,continuous
cell,cell_fold=2,power_quadratic,identity,399,1.2177969825517263,0.7223065133677834,0.8388433290300058,0.3980758096258793,enumeration,log1p_relative_error,continuous
cell,cell_fold=3,power_quadratic,identity,400,1.2337124195826599,0.7317463658187644,0.854063832049502,0.5207189908254661,enumeration,log1p_relative_error,continuous
cell,cell_fold=4,power_quadratic,identity,412,1.205862801890585,0.7152280458179724,0.8276197914659097,0.4113984349376779,enumeration,log1p_relative_error,continuous
seed,seed=1234,piecewise_power,identity,397,1.2136653253682803,0.7198559219002691,0.8377524382604968,0.4805341333030042,enumeration,log1p_relative_error,continuous
seed,seed=1235,piecewise_power,identity,399,1.201469246102805,0.7126221155949325,0.8383783829816778,0.32078212516053894,enumeration,log1p_relative_error,continuous
seed,seed=1236,piecewise_power,identity,383,1.5793407884125132,0.9367473845332132,1.0278264346701185,0.32150902291747097,enumeration,log1p_relative_error,continuous
seed,seed=1237,piecewise_power,identity,413,1.204223506215546,0.7142557376579248,0.8267620144231107,0.4880480868442606,enumeration,log1p_relative_error,continuous
seed,seed=1238,piecewise_power,identity,404,1.229659143217502,0.7293422640177412,0.8347314079889021,0.3915684478145569,enumeration,log1p_relative_error,continuous
cell,cell_fold=0,piecewise_power,identity,396,1.297444338088115,0.7695473954694186,0.9009680628654101,0.4584827856338082,enumeration,log1p_relative_error,continuous
cell,cell_fold=1,piecewise_power,identity,389,1.2854243008829984,0.7624180042091557,0.8528301845957157,0.4349164825502906,enumeration,log1p_relative_error,continuous
cell,cell_fold=2,piecewise_power,identity,399,1.197394805894986,0.7102054609779466,0.8132793920490856,0.4180753556290583,enumeration,log1p_relative_error,continuous
cell,cell_fold=3,piecewise_power,identity,400,1.2753301164317334,0.7564308854358713,0.8754340947248582,0.4878377336448386,enumeration,log1p_relative_error,continuous
cell,cell_fold=4,piecewise_power,identity,412,1.2558200304893645,0.7448589548477286,0.8466221872739761,0.3616183021921634,enumeration,log1p_relative_error,continuous
seed,seed=1234,exponential_separable,identity,397,1.2640580771634995,0.749745150868421,0.8603813789293071,0.43650095591169424,enumeration,log1p_relative_error,continuous
seed,seed=1235,exponential_separable,identity,399,1.2028162891018448,0.7134210812237964,0.8384919448613204,0.31925824332642017,enumeration,log1p_relative_error,continuous
seed,seed=1236,exponential_separable,identity,383,1.615020646834667,0.9579100204270555,1.0511702736615371,0.2905063206450875,enumeration,log1p_relative_error,continuous
seed,seed=1237,exponential_separable,identity,413,1.2863202156866647,0.7629493941759421,0.8711784504935539,0.4158650930665264,enumeration,log1p_relative_error,continuous
seed,seed=1238,exponential_separable,identity,404,1.2919394738323584,0.7662823197925132,0.8707686701871886,0.3283754282321306,enumeration,log1p_relative_error,continuous
cell,cell_fold=0,exponential_separable,identity,396,1.3547652280613,0.8035458802520913,0.9356643826683215,0.4095775271623602,enumeration,log1p_relative_error,continuous
cell,cell_fold=1,exponential_separable,identity,389,1.31380456756391,0.7792510656869266,0.8691784508752238,0.40968861037467963,enumeration,log1p_relative_error,continuous
cell,cell_fold=2,exponential_separable,identity,399,1.238646331589565,0.7346727951251532,0.8481122182244083,0.37728883640546007,enumeration,log1p_relative_error,continuous
cell,cell_fold=3,exponential_separable,identity,400,1.2711441266802999,0.753948067933716,0.8450799721369111,0.4911943352356345,enumeration,log1p_relative_error,continuous
cell,cell_fold=4,exponential_separable,identity,412,1.3605279510983803,0.8069638985622498,0.9203788845301716,0.250726189740896,enumeration,log1p_relative_error,continuous
seed,seed=1234,exponential_interaction,identity,397,1.263756110124921,0.7495660465005233,0.8590724336372237,0.43677014894384303,enumeration,log1p_relative_error,continuous
seed,seed=1235,exponential_interaction,identity,399,1.2041364007106075,0.7142040731568062,0.8373612570404754,0.31776317172084045,enumeration,log1p_relative_error,continuous
seed,seed=1236,exponential_interaction,identity,383,1.609532286834471,0.9546547338459193,1.0460829704871912,0.2953203027803688,enumeration,log1p_relative_error,continuous
seed,seed=1237,exponential_interaction,identity,413,1.2855716450050598,0.7625053977735973,0.8722477965383579,0.4165447668011414,enumeration,log1p_relative_error,continuous
seed,seed=1238,exponential_interaction,identity,404,1.3011830386904137,0.7717649143459344,0.8779449893776994,0.3187303718802934,enumeration,log1p_relative_error,continuous
cell,cell_fold=0,exponential_interaction,identity,396,1.3666569858176691,0.8105991856928875,0.9421069618087395,0.3991669028148914,enumeration,log1p_relative_error,continuous
cell,cell_fold=1,exponential_interaction,identity,389,1.4013060067885945,0.8311504055494807,0.9412536282798236,0.3284388019924033,enumeration,log1p_relative_error,continuous
cell,cell_fold=2,exponential_interaction,identity,399,1.2438846353823687,0.7377797669790438,0.858619968463543,0.3720107394206221,enumeration,log1p_relative_error,continuous
cell,cell_fold=3,exponential_interaction,identity,400,1.2747244517682037,0.75607165024507,0.8553136603358286,0.48832407819957113,enumeration,log1p_relative_error,continuous
cell,cell_fold=4,exponential_interaction,identity,412,1.3733942579875018,0.8145952340000567,0.9288478922610098,0.23648764268533673,enumeration,log1p_relative_error,continuous
seed,seed=1234,root_separable,identity,397,1.2600176949524844,0.7473486969197534,0.8655161212888386,0.4400974882201536,enumeration,log1p_relative_error,continuous
seed,seed=1235,root_separable,identity,399,1.2016314052124668,0.7127182963071439,0.8449668548098421,0.32059876832647705,enumeration,log1p_relative_error,continuous
seed,seed=1236,root_separable,identity,383,1.6216464071364318,0.9618399281953851,1.0641266964889842,0.28467286203479436,enumeration,log1p_relative_error,continuous
seed,seed=1237,root_separable,identity,413,1.2877880231669265,0.7638199883049747,0.8792408822951604,0.4145312311565015,enumeration,log1p_relative_error,continuous
seed,seed=1238,root_separable,identity,404,1.3029381969386464,0.7728059435592218,0.8827910043685678,0.31689121100566553,enumeration,log1p_relative_error,continuous
cell,cell_fold=0,root_separable,identity,396,1.3518153961786503,0.801796259574174,0.9375678698990524,0.4121458702069759,enumeration,log1p_relative_error,continuous
cell,cell_fold=1,root_separable,identity,389,1.3332061092354526,0.7907586158939961,0.8910251951488672,0.39212509028390563,enumeration,log1p_relative_error,continuous
cell,cell_fold=2,root_separable,identity,399,1.2476645172464254,0.7400217115143702,0.8646048828545826,0.3681883080565145,enumeration,log1p_relative_error,continuous
cell,cell_fold=3,root_separable,identity,400,1.2655636012929297,0.7506381157059928,0.8450196820625101,0.4956520047543018,enumeration,log1p_relative_error,continuous
cell,cell_fold=4,root_separable,identity,412,1.3790586880117413,0.8179549522122427,0.9385500750952862,0.2301765910250455,enumeration,log1p_relative_error,continuous
seed,seed=1234,inverse_separable,identity,397,1.2516360590363234,0.7423773344499311,0.8728257057125549,0.4475216544715842,enumeration,log1p_relative_error,continuous
seed,seed=1235,inverse_separable,identity,399,1.2494395159705454,0.7410745086209659,0.8836272618991791,0.2654620074688121,enumeration,log1p_relative_error,continuous
seed,seed=1236,inverse_separable,identity,383,1.613986304999248,0.9572965258499819,1.0604318823809904,0.29141482171662547,enumeration,log1p_relative_error,continuous
seed,seed=1237,inverse_separable,identity,413,1.2592063098355288,0.746867443670465,0.8761631837236296,0.44023111777791935,enumeration,log1p_relative_error,continuous
seed,seed=1238,inverse_separable,identity,404,1.3200902901970615,0.7829792884237207,0.9112375932163463,0.2987877180417856,enumeration,log1p_relative_error,continuous
cell,cell_fold=0,inverse_separable,identity,396,1.3020361451220754,0.7722709135732391,0.8962264476326528,0.4546430176174754,enumeration,log1p_relative_error,continuous
cell,cell_fold=1,inverse_separable,identity,389,1.3616592564082448,0.8076349046540948,0.9340611910944541,0.36590181035278957,enumeration,log1p_relative_error,continuous
cell,cell_fold=2,inverse_separable,identity,399,1.26834263958141,0.7522864343382674,0.8813949383025721,0.3470721461866272,enumeration,log1p_relative_error,continuous
cell,cell_fold=3,inverse_separable,identity,400,1.2883563812729864,0.7641570960231037,0.8811642793788907,0.47732181621597125,enumeration,log1p_relative_error,continuous
cell,cell_fold=4,inverse_separable,identity,412,1.385133957564184,0.8215583498483572,0.9418687082897933,0.22337893045894497,enumeration,log1p_relative_error,continuous
seed,seed=1234,logL_rawN,identity,397,1.2630919015674695,0.7491720874300414,0.861102592760348,0.43736204127664957,enumeration,log1p_relative_error,continuous
seed,seed=1235,logL_rawN,identity,399,1.1992861356420088,0.7113272569872767,0.8413107779521355,0.32324820657972997,enumeration,log1p_relative_error,continuous
seed,seed=1236,logL_rawN,identity,383,1.6136891818732262,0.9571202945304167,1.0547131569946542,0.2916756884456726,enumeration,log1p_relative_error,continuous
seed,seed=1237,logL_rawN,identity,413,1.286663443304292,0.7631529712477628,0.8738396162099997,0.41555332313789084,enumeration,log1p_relative_error,continuous
seed,seed=1238,logL_rawN,identity,404,1.2869674231696528,0.7633332694746665,0.8699942429286567,0.3335349975305635,enumeration,log1p_relative_error,continuous
cell,cell_fold=0,logL_rawN,identity,396,1.3479839105281761,0.7995237075142947,0.9348642459981426,0.41547348833506637,enumeration,log1p_relative_error,continuous
cell,cell_fold=1,logL_rawN,identity,389,1.310048466917671,0.7770232263996601,0.8694701641243427,0.41305912607679063,enumeration,log1p_relative_error,continuous
cell,cell_fold=2,logL_rawN,identity,399,1.2455948391284517,0.7387941325282122,0.8601060510119588,0.37028272081857905,enumeration,log1p_relative_error,continuous
cell,cell_fold=3,logL_rawN,identity,400,1.268252465743483,0.7522329499304365,0.8496201823612504,0.4935066143063631,enumeration,log1p_relative_error,continuous
cell,cell_fold=4,logL_rawN,identity,412,1.3551312072715078,0.8037629518749297,0.9181845748765091,0.2566586205279091,enumeration,log1p_relative_error,continuous
seed,seed=1234,rawL_logN,identity,397,1.255353128483657,0.7445820233356136,0.8705039987451032,0.44423531620644163,enumeration,log1p_relative_error,continuous
seed,seed=1235,rawL_logN,identity,399,1.2152168551118847,0.7207761738433649,0.859658545176858,0.305149525514569,enumeration,log1p_relative_error,continuous
seed,seed=1236,rawL_logN,identity,383,1.6285615691651911,0.9659414875241825,1.0740550857588262,0.27855913723910275,enumeration,log1p_relative_error,continuous
seed,seed=1237,rawL_logN,identity,413,1.281297017284101,0.7599700068264121,0.8842144088968571,0.42041838591816194,enumeration,log1p_relative_error,continuous
seed,seed=1238,rawL_logN,identity,404,1.3209136068973673,0.7834676186000274,0.8994406978608976,0.29791277817063466,enumeration,log1p_relative_error,continuous
cell,cell_fold=0,rawL_logN,identity,396,1.3443569542510674,0.7973724670528785,0.9341821607297652,0.41861477202894826,enumeration,log1p_relative_error,continuous
cell,cell_fold=1,rawL_logN,identity,389,1.3588623502388721,0.8059759881250168,0.9159976093409065,0.36850406446955586,enumeration,log1p_relative_error,continuous
cell,cell_fold=2,rawL_logN,identity,399,1.2526374362687767,0.7429712768785153,0.8762148835600432,0.36314174321659864,enumeration,log1p_relative_error,continuous
cell,cell_fold=3,rawL_logN,identity,400,1.2684031476385185,0.7523223232133319,0.8525089767100619,0.49338625354378873,enumeration,log1p_relative_error,continuous
cell,cell_fold=4,rawL_logN,identity,412,1.4003619900853845,0.8305904851167434,0.9558327307142741,0.20620886533484117,enumeration,log1p_relative_error,continuous
seed,seed=1234,intercept_only,identity,397,32.55506291608694,1.0638535163479745,15.154528464201835,0.22536356066872298,enumeration,signed_relative_error,continuous
seed,seed=1235,intercept_only,identity,399,24.118538935286814,0.7881598177714266,14.228823145100597,0.19196103110036833,enumeration,signed_relative_error,continuous
seed,seed=1236,intercept_only,identity,383,29.56936957347171,0.966285271142453,17.925544904441814,0.21585745725467065,enumeration,signed_relative_error,continuous
seed,seed=1237,intercept_only,identity,413,21.883588770299205,0.7151248002070881,14.077457564678607,0.3369706344697406,enumeration,signed_relative_error,continuous
seed,seed=1238,intercept_only,identity,404,24.782134226114092,0.8098451754498387,15.368100774472547,0.11689177629097036,enumeration,signed_relative_error,continuous
cell,cell_fold=0,intercept_only,identity,396,34.79115073753962,1.136925710920199,16.17789520631417,0.2273934151514987,enumeration,signed_relative_error,continuous
cell,cell_fold=1,intercept_only,identity,389,23.356435348945947,0.7632553480046212,14.475327191340753,0.2872632582851704,enumeration,signed_relative_error,continuous
cell,cell_fold=2,intercept_only,identity,399,22.53394097483865,0.7363773925134619,14.553526124347618,0.2512377121998748,enumeration,signed_relative_error,continuous
cell,cell_fold=3,intercept_only,identity,400,26.184743500917886,0.8556804672724495,15.049073629251907,0.33588690690486167,enumeration,signed_relative_error,continuous
cell,cell_fold=4,intercept_only,identity,412,23.17527717214899,0.7573353544264366,14.861888641821224,0.13435866610533442,enumeration,signed_relative_error,continuous
seed,seed=1234,log_density,identity,397,31.82049005616572,1.0398487118708555,15.427273870972641,0.2599269796292546,enumeration,signed_relative_error,continuous
seed,seed=1235,log_density,identity,399,23.269242696115025,0.7604060151511421,14.048656760340696,0.24786670597939187,enumeration,signed_relative_error,continuous
seed,seed=1236,log_density,identity,383,29.471709592975184,0.9630938807917262,18.486223373208297,0.22102854379775738,enumeration,signed_relative_error,continuous
seed,seed=1237,log_density,identity,413,22.222787449368376,0.7262093343822628,14.734673503987164,0.31625724345805706,enumeration,signed_relative_error,continuous
seed,seed=1238,log_density,identity,404,25.048257271753354,0.8185417010444693,15.833288991760133,0.097823418002421,enumeration,signed_relative_error,continuous
cell,cell_fold=0,log_density,identity,396,34.57734253052313,1.129938760428202,17.30175089111473,0.23686030777422995,enumeration,signed_relative_error,continuous
cell,cell_fold=1,log_density,identity,389,22.727175315337114,0.7426920180802548,14.36839041263955,0.3251504723772479,enumeration,signed_relative_error,continuous
cell,cell_fold=2,log_density,identity,399,21.942457975384936,0.7170485627566029,14.801252809725177,0.2900296559626231,enumeration,signed_relative_error,continuous
cell,cell_fold=3,log_density,identity,400,25.29163095910493,0.8264948097127867,14.868302540399814,0.38041760813238124,enumeration,signed_relative_error,continuous
cell,cell_fold=4,log_density,identity,412,24.009648408770353,0.7846014290246404,15.59180961711109,0.07090587790472869,enumeration,signed_relative_error,continuous
seed,seed=1234,log_burden,identity,397,30.73055759637076,1.0042312571319891,15.148997080641273,0.3097574537393133,enumeration,signed_relative_error,continuous
seed,seed=1235,log_burden,identity,399,23.23863577493492,0.7594058241576255,14.017938150646334,0.2498440238394931,enumeration,signed_relative_error,continuous
seed,seed=1236,log_burden,identity,383,29.40196411311411,0.960814696930499,18.337584121128707,0.22471108902312054,enumeration,signed_relative_error,continuous
seed,seed=1237,log_burden,identity,413,21.816258491307043,0.7129245417020705,14.344135503768623,0.34104430598858204,enumeration,signed_relative_error,continuous
seed,seed=1238,log_burden,identity,404,24.754925359345005,0.8089560280793437,15.697074123976707,0.11882988082501056,enumeration,signed_relative_error,continuous
cell,cell_fold=0,log_burden,identity,396,33.147058708383206,1.0831991034513058,16.655188985947397,0.29868873777462523,enumeration,signed_relative_error,continuous
cell,cell_fold=1,log_burden,identity,389,23.729756948792225,0.7754549710785751,15.248340004853523,0.2642968694028951,enumeration,signed_relative_error,continuous
cell,cell_fold=2,log_burden,identity,399,21.999990445558876,0.7189286426955204,14.40558855194219,0.28630173298872097,enumeration,signed_relative_error,continuous
cell,cell_fold=3,log_burden,identity,400,25.33982684155735,0.8280697831401967,14.896475476271243,0.37805399843626997,enumeration,signed_relative_error,continuous
cell,cell_fold=4,log_burden,identity,412,22.935866631361044,0.7495117557952643,15.122327154782694,0.15215117839788395,enumeration,signed_relative_error,continuous
seed,seed=1234,power_separable,identity,397,30.577926982166197,0.9992435040429409,15.203156697458175,0.31659693364346464,enumeration,signed_relative_error,continuous
seed,seed=1235,power_separable,identity,399,23.068043177589576,0.7538310988064083,14.01401894852956,0.26081724498672343,enumeration,signed_relative_error,continuous
seed,seed=1236,power_separable,identity,383,29.22969202722444,0.9551850882636468,18.480823657309294,0.23376962388032108,enumeration,signed_relative_error,continuous
seed,seed=1237,power_separable,identity,413,21.847489083110492,0.7139451133714716,14.577670180063665,0.33915632813687613,enumeration,signed_relative_error,continuous
seed,seed=1238,power_separable,identity,404,24.559679680555877,0.8025756748154919,15.594145603951189,0.13267489833174706,enumeration,signed_relative_error,continuous
cell,cell_fold=0,power_separable,identity,396,33.17169583739592,1.0840042100610043,16.976818519568475,0.2976458267039991,enumeration,signed_relative_error,continuous
cell,cell_fold=1,power_separable,identity,389,23.25125297722844,0.7598181365239395,15.01226691172284,0.29366822012360083,enumeration,signed_relative_error,continuous
cell,cell_fold=2,power_separable,identity,399,21.905392188798835,0.7158373051559812,14.73209692651646,0.2924262318401961,enumeration,signed_relative_error,continuous
cell,cell_fold=3,power_separable,identity,400,24.814283341055685,0.8108957631592296,14.668383583536219,0.40358457329095077,enumeration,signed_relative_error,continuous
cell,cell_fold=4,power_separable,identity,412,23.585939393706106,0.7707552163250577,15.55353135787116,0.10340880777509331,enumeration,signed_relative_error,continuous
seed,seed=1234,power_interaction,identity,397,30.127951094739366,0.9845389270207818,15.137218946383197,0.3365624631230143,enumeration,signed_relative_error,continuous
seed,seed=1235,power_interaction,identity,399,23.23046207627851,0.7591387192197666,14.132752966534628,0.25037163403421314,enumeration,signed_relative_error,continuous
seed,seed=1236,power_interaction,identity,383,29.04213611140981,0.9490560256024696,18.434865486919218,0.2435712988345794,enumeration,signed_relative_error,continuous
seed,seed=1237,power_interaction,identity,413,21.967431990545606,0.7178646783302232,14.74008136850463,0.3318803350240147,enumeration,signed_relative_error,continuous
seed,seed=1238,power_interaction,identity,404,24.439487259541878,0.7986479561050809,15.636259183195776,0.14114331657080492,enumeration,signed_relative_error,continuous
