candidate,link,complexity,description,selection_score,selection_se,seed_rmse,seed_nrmse,seed_mae,seed_r2,cell_rmse,cell_nrmse,cell_mae,cell_r2,mode,target,kind
power_quadratic,identity,5,quadratic response surface in log coordinates,0.9529086262263723,0.1685167301886712,0.9887010194536866,0.9765156952133376,0.30821223599431913,0.04641709700201202,0.9408977259927924,0.929301557239407,0.29720703491705935,0.1363986157124134,direct,signed_relative_error,continuous
piecewise_power,identity,4,"piecewise log surface (L=5000, N=8 knots)",0.9484982707343146,0.16867766675097084,0.9871227444286856,0.9749568717642344,0.30769134187052405,0.04945909819969829,0.9335452219375903,0.9220396697043948,0.2926258075370785,0.14984284749141064,direct,signed_relative_error,continuous
exponential_separable,identity,2,separate raw/scaled L and N exponential orders,0.9315726575360312,0.17099336493391137,0.9560186329696722,0.9442361053972949,0.2886810971602593,0.10841817726414871,0.9303756988691717,0.9189092096747675,0.28022568725443586,0.1556058643748942,direct,signed_relative_error,continuous
exponential_interaction,identity,3,"raw/scaled L,N surface plus interaction",0.930531434038238,0.1714130340026669,0.9547934568888339,0.9430260290963727,0.2882634847849385,0.11070190844672745,0.9294924424101267,0.9180368389801034,0.2813936414181232,0.1572083622754198,direct,signed_relative_error,continuous
root_separable,identity,2,separate square-root L and N coordinates,0.9347969099766444,0.1709724229413249,0.9607990106948585,0.9489575669775329,0.28947312678137294,0.0994795360760814,0.9321242928556257,0.920636252975756,0.28040645495067446,0.15242888970676005,direct,signed_relative_error,continuous
inverse_separable,identity,2,separate inverse L and N coordinates,0.953900138631798,0.17112922354515425,0.9805387655281314,0.9684540376345626,0.29924800843340005,0.06209677698931326,0.9510677496466802,0.9393462396290335,0.2932361600987691,0.1176286420947944,direct,signed_relative_error,continuous
logL_rawN,identity,2,log length plus raw/scaled needle count,0.9350523617796207,0.17148853672203615,0.9605725490298151,0.9487338963572667,0.2894076722021813,0.09990399390275917,0.9328680333708954,0.9213708272019748,0.2791233145861168,0.15107579878114885,direct,signed_relative_error,continuous
rawL_logN,identity,2,raw/scaled length plus log needle count,0.9368283895195528,0.1704107984169969,0.9633992254149838,0.9515257351448217,0.29160900222356856,0.09459877535710659,0.9336377363284374,0.922131043894284,0.2842744962736422,0.14967433788643802,direct,signed_relative_error,continuous
intercept_only,identity,0,Model and query-order baselines only,0.8319937058279594,0.026085843808112893,1.2989050025831634,0.8332879404765282,1.0140023149890678,0.305631208256386,1.2948701719372737,0.8306994711793905,1.012043710895155,0.30993838858228095,direct,asinh_signed_error,continuous
log_density,identity,1,log(N/L) density coordinate,0.7950308859276256,0.026422743026079488,1.2381563933034208,0.7943158190258764,0.9508307692320781,0.3690623796452508,1.2403856442759775,0.7957459528293747,0.9502101162506369,0.3667883785556705,direct,asinh_signed_error,continuous
log_burden,identity,1,log(N×L) burden coordinate,0.7878120487851348,0.021405514675546085,1.229868147401722,0.7889986516088179,0.9200826833671772,0.37748112775946707,1.226168863471416,0.7866254459614518,0.9190016108397061,0.3812204077659471,direct,asinh_signed_error,continuous
power_separable,identity,2,separate log L and log N orders,0.7619827576972054,0.0224198748841741,1.1854313254156004,0.7604910488199322,0.8898848707239656,0.42165336466475933,1.1900817902284708,0.7634744665744784,0.8941431962935216,0.41710673888881566,direct,asinh_signed_error,continuous
power_interaction,identity,3,power surface plus log L × log N,0.7529270247918463,0.022068935903695814,1.1649774703568034,0.7473692649151397,0.8700039311800747,0.4414391818602039,1.1823040192154897,0.758484784668553,0.8860114241094406,0.4247008314262988,direct,asinh_signed_error,continuous
power_quadratic,identity,5,quadratic response surface in log coordinates,0.7358891324555494,0.02472156012156338,1.146512372172015,0.7355233303729681,0.8373868695492633,0.45900543047705744,1.1476527754634596,0.7362549345381308,0.838956519819372,0.45792867136825255,direct,asinh_signed_error,continuous
piecewise_power,identity,4,"piecewise log surface (L=5000, N=8 knots)",0.7469862021085464,0.024794915945469197,1.1642465360618717,0.7469003478411149,0.8502499903588666,0.4421398703948215,1.1645141903312857,0.7470720563759778,0.849060528473475,0.44188334258216755,direct,asinh_signed_error,continuous
exponential_separable,identity,2,separate raw/scaled L and N exponential orders,0.7493201049851901,0.02346950754153702,1.1663556758947133,0.748253426614382,0.8559142866749017,0.44011680955983556,1.1696810903275627,0.7503867833559983,0.8541394394787428,0.43691967536463805,direct,asinh_signed_error,continuous
exponential_interaction,identity,3,"raw/scaled L,N surface plus interaction",0.7361262665574186,0.023516553657727767,1.144826961654347,0.7344420871285954,0.8385861628308612,0.46059482065419266,1.1500774614614009,0.7378104459862419,0.840307159994026,0.4556357457935829,direct,asinh_signed_error,continuous
root_separable,identity,2,separate square-root L and N coordinates,0.750927042118797,0.022991500616504682,1.1693139757109137,0.7501512679162872,0.8616880596517754,0.4372730752435866,1.171732484232563,0.7517028163213069,0.8617309952675308,0.43494287593461534,direct,asinh_signed_error,continuous
inverse_separable,identity,2,separate inverse L and N coordinates,0.7956919286896916,0.024230698937824632,1.2351034790334825,0.7923572796104542,0.9562178982250218,0.3721699414483205,1.2454993870035507,0.799026577768929,0.9659790299352259,0.3615565280188734,direct,asinh_signed_error,continuous
logL_rawN,identity,2,log length plus raw/scaled needle count,0.7510803944952378,0.023928907454679866,1.1692260398106542,0.7500948543024545,0.8576724032386565,0.43735770954897957,1.1722985025800567,0.7520659346880212,0.8562154494686867,0.4343968298818329,direct,asinh_signed_error,continuous
rawL_logN,identity,2,raw/scaled length plus log needle count,0.7602291036879816,0.022104145700382237,1.1825193693162614,0.7586229384531613,0.8882226121259974,0.4244912372526909,1.1875266566107114,0.761835268922802,0.8919599362352926,0.41960702302532205,direct,asinh_signed_error,continuous
intercept_only,identity,0,Model and query-order baselines only,0.7947256932367028,0.032549089605262094,0.4661974612991019,0.80631858054353,0.2807946096655375,0.34985034667026715,0.4527919048305252,0.7831328059298756,0.27393600178210936,0.38670300827640003,direct,signed_log_count_ratio,continuous
log_density,identity,1,log(N/L) density coordinate,0.7801306782219126,0.03439355456771988,0.4576629541588094,0.791557599941398,0.2783648664121264,0.37343656597501385,0.4444493137327222,0.7687037565024273,0.27189766069604315,0.4090945347390571,direct,signed_log_count_ratio,continuous
log_burden,identity,1,log(N×L) burden coordinate,0.784846569233356,0.031163455675711584,0.46049510171854197,0.7964559818285276,0.27574778003023276,0.3656578690095561,0.44707043605997693,0.7732371566381845,0.2687996505752325,0.4021042995940959,direct,signed_log_count_ratio,continuous
power_separable,identity,2,separate log L and log N orders,0.7613750854125592,0.032508585370957896,0.4469032880573281,0.7729480633860227,0.2739875961581878,0.4025512913077971,0.43352075395458606,0.7498021074390955,0.2676183543438827,0.43779679967989127,direct,signed_log_count_ratio,continuous
power_interaction,identity,3,power surface plus log L × log N,0.7582602964382006,0.03274156770960087,0.4453699115761264,0.770295989854099,0.2729723411576884,0.406644088014694,0.43145231163272973,0.7462246030223022,0.2679035959445122,0.44314884184420755,direct,signed_log_count_ratio,continuous
power_quadratic,identity,5,quadratic response surface in log coordinates,0.7620426798587787,0.03352570494638714,0.44948503302486575,0.7774133578381837,0.27465928282185914,0.3956284710547603,0.4317109888062289,0.7466720018793737,0.2688805578698494,0.44248092160944863,direct,signed_log_count_ratio,continuous
piecewise_power,identity,4,"piecewise log surface (L=5000, N=8 knots)",0.764340845692326,0.033407769740248616,0.45096883743064875,0.7799796932681133,0.2772703570661882,0.39163167808937993,0.4328846924948815,0.7487019981165387,0.26985464281654226,0.4394453180163026,direct,signed_log_count_ratio,continuous
exponential_separable,identity,2,separate raw/scaled L and N exponential orders,0.7606437339547512,0.032863077944801464,0.44676091633142345,0.7727018223026392,0.273039281140234,0.4029318938101808,0.4328174197742281,0.7485856456068631,0.2653384107194012,0.4396195311913561,direct,signed_log_count_ratio,continuous
exponential_interaction,identity,3,"raw/scaled L,N surface plus interaction",0.758365856866863,0.03335420323431414,0.4460423289316135,0.7714589790434832,0.27208506717515607,0.4048510436531867,0.43090196018281285,0.7452727346902429,0.2654511711992831,0.44456855092732694,direct,signed_log_count_ratio,continuous
root_separable,identity,2,separate square-root L and N coordinates,0.7599883729879063,0.03277084557068446,0.44631088914252554,0.7719234712512477,0.2725290207547715,0.4041341545314242,0.4325096134557508,0.748053274724565,0.26521398535112933,0.44041629817385464,direct,signed_log_count_ratio,continuous
inverse_separable,identity,2,separate inverse L and N coordinates,0.7691318792407944,0.03191373265883265,0.4508066193970981,0.7796991267155057,0.27925075561863866,0.3920692717990779,0.43858707227390303,0.7585646317660832,0.27545747099613893,0.42457969943358653,direct,signed_log_count_ratio,continuous
logL_rawN,identity,2,log length plus raw/scaled needle count,0.7616225904610001,0.033120761261341794,0.4473539083468735,0.7737274402432408,0.27260706486413894,0.40134584821464214,0.4333563387160619,0.7495177406787593,0.2650956758886846,0.4382231564078082,direct,signed_log_count_ratio,continuous
rawL_logN,identity,2,raw/scaled length plus log needle count,0.7604127036407189,0.03221196899197557,0.4462908441940821,0.7718888022199516,0.27426687765538155,0.4041876770074486,0.4330203375919644,0.7489366050614861,0.2676646118882254,0.43909396159897585,direct,signed_log_count_ratio,continuous
intercept_only,identity,0,Model and query-order baselines only,0.4963908229678219,0.013717097969937007,0.43024487917611426,0.4984941099907633,0.1769925957818092,0.7515036223045167,0.4266142305769768,0.49428753594488045,0.17628534060812323,0.7556798318095386,direct,log1p_output_tokens,continuous
log_density,identity,1,log(N/L) density coordinate,0.48850138380168306,0.013653232988412164,0.42310541868070234,0.4902221254123768,0.17852750904330672,0.7596822677561719,0.4201351117039561,0.4867806421909894,0.17952073476748553,0.7630446063881279,direct,log1p_output_tokens,continuous
log_burden,identity,1,log(N×L) burden coordinate,0.48919438096370926,0.012402443877699341,0.42225990491623017,0.4892424888102804,0.1856071352816349,0.7606417871427227,0.42217686219126876,0.4891462731171381,0.18602254335862853,0.7607359234956141,direct,log1p_output_tokens,continuous
power_separable,identity,2,separate log L and log N orders,0.4755851792757928,0.012964472029628783,0.41081092230542643,0.47597736777548433,0.18388288324211916,0.7734455453655213,0.4101339349939126,0.4751929907761012,0.1847811166433318,0.7741916215172642,direct,log1p_output_tokens,continuous
power_interaction,identity,3,power surface plus log L × log N,0.4770401023694421,0.012237728158577066,0.4099966624441136,0.4750339428458405,0.1853794447165045,0.7743427531443348,0.41345965165317755,0.4790462618930437,0.18904222606370535,0.7705146789663013,direct,log1p_output_tokens,continuous
power_quadratic,identity,5,quadratic response surface in log coordinates,0.4601790645395513,0.011471456858734769,0.3977818785020126,0.46088154233009915,0.1868910790820951,0.7875882039394291,0.39656927652312957,0.4594765867490035,0.18785676084525893,0.7888812662294855,direct,log1p_output_tokens,continuous
piecewise_power,identity,4,"piecewise log surface (L=5000, N=8 knots)",0.46039831753225047,0.012150061288359491,0.3990974408151646,0.46240579072019716,0.18769516832006863,0.7861808847084293,0.3956321839871013,0.4583908443443038,0.18699490524644446,0.7898778338213162,direct,log1p_output_tokens,continuous
exponential_separable,identity,2,separate raw/scaled L and N exponential orders,0.47240888308880263,0.012928407571867548,0.4092810409269414,0.4742048031429436,0.1819307923833193,0.7751298046761621,0.4061809625460026,0.47061296303466166,0.18087866226605503,0.7785234390237361,direct,log1p_output_tokens,continuous
exponential_interaction,identity,3,"raw/scaled L,N surface plus interaction",0.4727262270191963,0.01319561103462491,0.4084738034013025,0.4732695144936863,0.18174488721591278,0.7760159666509104,0.407535992305303,0.47218293954470625,0.184028014008221,0.7770432716029203,direct,log1p_output_tokens,continuous
root_separable,identity,2,separate square-root L and N coordinates,0.4741817473182224,0.013050615983535616,0.41013682272034374,0.47519633657912375,0.182214821242348,0.7741884417017801,0.4083854606672275,0.473167158057321,0.1824943813715831,0.7761128405359582,direct,log1p_output_tokens,continuous
inverse_separable,identity,2,separate inverse L and N coordinates,0.4774387271998559,0.012177337193776158,0.4121053531442882,0.47747713263078867,0.18734014427437506,0.7720155878146803,0.4120390585194964,0.4774003217689231,0.18851243693788589,0.7720889327749286,direct,log1p_output_tokens,continuous
logL_rawN,identity,2,log length plus raw/scaled needle count,0.4758017092666884,0.013162009376238284,0.41171810702505585,0.4770284581226254,0.18164706523126328,0.7724438501411506,0.40960051966454786,0.47457496041075137,0.1813963981393227,0.7747786069511338,direct,log1p_output_tokens,continuous
rawL_logN,identity,2,raw/scaled length plus log needle count,0.47223882859135113,0.012808493856672326,0.4083684423408351,0.4731474401341589,0.18402468157760357,0.7761314998944926,0.40680001673411903,0.47133021704854344,0.18437665104237594,0.7778478264969728,direct,log1p_output_tokens,continuous
intercept_only,identity,0,Model and query-order baselines only,0.7952627907697871,0.01705064954996982,1.926414158562072,0.802937331651859,1.308938285111772,0.35529164143979264,1.889588509453763,0.7875882498877154,1.2861057441280588,0.37970474863880577,enumeration,log1p_absolute_error,continuous
log_density,identity,1,log(N/L) density coordinate,0.7888062785294783,0.018048016558133734,1.909452657070341,0.7958677081817195,1.3261135025101576,0.3665945910735774,1.8755689714437631,0.7817448488772372,1.3077061631979339,0.3888749912539057,enumeration,log1p_absolute_error,continuous
log_burden,identity,1,log(N×L) burden coordinate,0.7686679204699082,0.01893357464914791,1.8608406694380502,0.7756060321229743,1.3081364449264081,0.3984352829344556,1.8275487150219956,0.761729808816842,1.2905007954447345,0.41976769835985717,enumeration,log1p_absolute_error,continuous
power_separable,identity,2,separate log L and log N orders,0.7674742405219382,0.01937800013647064,1.856660522454986,0.7738637296956503,1.3113896312933673,0.4011349278615375,1.8260010875900123,0.7610847513482262,1.2974515190264388,0.4207500012652087,enumeration,log1p_absolute_error,continuous
power_interaction,identity,3,power surface plus log L × log N,0.767294028999937,0.01952947305975164,1.843019804052975,0.7681782222533148,1.3083224006084566,0.40990221885573674,1.8387770759219817,0.7664098357465593,1.3143713638096015,0.412615963670932,enumeration,log1p_absolute_error,continuous
power_quadratic,identity,5,quadratic response surface in log coordinates,0.7352142366727237,0.017692323760625787,1.7833600967919427,0.7433118112884679,1.2577536477809608,0.44748755119905703,1.744504555332211,0.7271166620569793,1.24839689593199,0.47130135975911647,enumeration,log1p_absolute_error,continuous
piecewise_power,identity,4,"piecewise log surface (L=5000, N=8 knots)",0.7389318386136337,0.018865163979138913,1.794040671694871,0.7477635187652579,1.262731247560536,0.44084972000379974,1.7516625855919887,0.7301001584620095,1.243576556018581,0.46695375861374855,enumeration,log1p_absolute_error,continuous
exponential_separable,identity,2,separate raw/scaled L and N exponential orders,0.7811768007059748,0.019531893957481915,1.8901016660425407,0.7878021356610738,1.3198440578554909,0.379367795047851,1.8583105447193817,0.7745514657508759,1.3068581139825086,0.40007002690316973,enumeration,log1p_absolute_error,continuous
exponential_interaction,identity,3,"raw/scaled L,N surface plus interaction",0.7874633797197754,0.02128967727377303,1.8861175981381437,0.7861415597988904,1.3178786459295557,0.38198144795696753,1.8924602416055323,0.7887851996406603,1.328800435250813,0.3778179088278437,enumeration,log1p_absolute_error,continuous
root_separable,identity,2,separate square-root L and N coordinates,0.7763270683656436,0.019696719361957243,1.877030732696787,0.7823541169698737,1.3200435053065689,0.38792203566028927,1.8481104389008953,0.7703000197614135,1.3085009497484592,0.40663787955556596,enumeration,log1p_absolute_error,continuous
inverse_separable,identity,2,separate inverse L and N coordinates,0.7541083104547681,0.01677331383872807,1.8276339372284534,0.7617653297824385,1.299149967465032,0.41971358234145273,1.7908923638484697,0.7464512911270978,1.2801009347637524,0.44281046997468854,enumeration,log1p_absolute_error,continuous
logL_rawN,identity,2,log length plus raw/scaled needle count,0.7797717588409867,0.01950486562279364,1.887135626576618,0.786565878232339,1.3194369382170132,0.3813141192005891,1.8545346071084206,0.7729776394496343,1.307395334030772,0.4025055689108712,enumeration,log1p_absolute_error,continuous
rawL_logN,identity,2,raw/scaled length plus log needle count,0.768794614159187,0.019383327025968584,1.8594274031713682,0.7750169769397783,1.311361441119819,0.39934868545512703,1.8295699104687173,0.7625722513785957,1.2981391735209218,0.41848356142737964,enumeration,log1p_absolute_error,continuous
intercept_only,identity,0,Model and query-order baselines only,0.8094038689348946,0.019600516948913696,1.3779522966849769,0.8172987232404965,0.9147740168212845,0.33202279698945425,1.3513311058937705,0.8015090146292928,0.8982152883718391,0.35758329946798006,enumeration,log1p_relative_error,continuous
log_density,identity,1,log(N/L) density coordinate,0.8050464151195424,0.021457682951121503,1.3693591753020686,0.8122019233354508,0.928494660736425,0.34032803573019454,1.345231035370648,0.7978909069036342,0.9156658248084092,0.36337010068049613,enumeration,log1p_relative_error,continuous
log_burden,identity,1,log(N×L) burden coordinate,0.7933160449263894,0.021517098177495315,1.3481842061543685,0.7996425079691083,0.9133518302796307,0.3605718594488746,1.3268515794617852,0.7869895818836704,0.9017207091651825,0.38064739800656566,enumeration,log1p_relative_error,continuous
power_separable,identity,2,separate log L and log N orders,0.7911902102638396,0.02211620781110964,1.343829362625176,0.7970595389759989,0.9162346255380639,0.364696091327368,1.3240381779605228,0.7853208815516803,0.9068474199519967,0.3832711129988916,enumeration,log1p_relative_error,continuous
power_interaction,identity,3,power surface plus log L × log N,0.7971736751934471,0.022791559739817824,1.3389996057785607,0.7941948867570526,0.9132091302590268,0.3692544818489525,1.3490439830681615,0.8001524636298414,0.9300011175239439,0.3597560349470954,enumeration,log1p_relative_error,continuous
power_quadratic,identity,5,quadratic response surface in log coordinates,0.7524592791929325,0.020282261375628954,1.2811392698866388,0.7598764428134557,0.8681658052847998,0.4225877916571691,1.256128836479218,0.7450421155724093,0.8618604454589229,0.44491224602338875,enumeration,log1p_relative_error,continuous
piecewise_power,identity,4,"piecewise log surface (L=5000, N=8 knots)",0.7572444674794476,0.021280053483008612,1.2908364413467077,0.7656280830352727,0.8714641373056228,0.41381363846773345,1.2625671635877265,0.7488608519236225,0.857722821230883,0.4392074244562264,enumeration,log1p_relative_error,continuous
exponential_separable,identity,2,separate raw/scaled L and N exponential orders,0.7846783752630819,0.021450706212296305,1.337050407230533,0.793038767282904,0.8969514784851866,0.37108951358641207,1.308859438476234,0.7763179832432598,0.883896982605136,0.3973303888931179,enumeration,log1p_relative_error,continuous
exponential_interaction,identity,3,"raw/scaled L,N surface plus interaction",0.7920787693765752,0.021648566155568576,1.3376264420162467,0.7933804282359272,0.8971627209862996,0.37054749609217663,1.3332372908681007,0.790777110517223,0.9051213333867403,0.37467156148203185,enumeration,log1p_relative_error,continuous
root_separable,identity,2,separate square-root L and N coordinates,0.7878940204524127,0.021885456853871756,1.3400669301205437,0.7948279441016971,0.9058548347339075,0.3682485392750695,1.3166859661085437,0.7809600968031283,0.8955679005091055,0.39010132720124857,enumeration,log1p_relative_error,continuous
inverse_separable,identity,2,separate inverse L and N coordinates,0.7904395067015328,0.02061758885581815,1.3432439409715498,0.7967123104317183,0.9194488357489173,0.3652494944065533,1.3220922517277636,0.7841667029713474,0.9070379141021796,0.3850825819510465,enumeration,log1p_relative_error,continuous
logL_rawN,identity,2,log length plus raw/scaled needle count,0.7833282414909357,0.02134356668400361,1.335022678167787,0.7918360693534859,0.8987321164807714,0.37299563927082147,1.3063345605685823,0.7748204136283854,0.8866495828692521,0.39965332662473785,enumeration,log1p_relative_error,continuous
rawL_logN,identity,2,raw/scaled length plus log needle count,0.7923852277987501,0.022196475031767294,1.34551767605647,0.7980609208200192,0.9160879447310658,0.36309876665990315,1.3263794246153617,0.786709534777481,0.9071521142090996,0.38108810789019965,enumeration,log1p_relative_error,continuous
intercept_only,identity,0,Model and query-order baselines only,0.8690284181817605,0.04635630703734395,26.800203513670322,0.8757928319889895,15.321560431204237,0.23298691543670547,26.38620682389906,0.8622640043745313,15.023513664768421,0.2565007867599982,enumeration,signed_relative_error,continuous
log_density,identity,1,log(N/L) density coordinate,0.860465228524113,0.04540582221551907,26.560749338258688,0.8679678074398897,15.677522162278882,0.24663188524799073,26.10157535446725,0.8529626496083365,15.38960103852117,0.2724547183731263,enumeration,signed_relative_error,continuous
log_burden,identity,1,log(N×L) burden coordinate,0.8477014640589345,0.041025166389563605,26.15682502928495,0.8547681310163556,15.479133161652204,0.26937144219880615,25.72432979592685,0.8406347971015135,15.262463883179906,0.29333313790209714,enumeration,signed_relative_error,continuous
power_separable,identity,2,separate log L and log N orders,0.8442462988071853,0.04085911678060289,26.021805169869815,0.8503558725425863,15.544095610454024,0.2768948900323368,25.64788610246055,0.8381367250717844,15.388831156786962,0.29752683008594416,enumeration,signed_relative_error,continuous
power_interaction,identity,3,power surface plus log L × log N,0.8485190911200966,0.039271344174384167,25.903718564731903,0.846496968923405,15.588026128284074,0.28344288160348785,26.027476797093247,0.8505412133167883,15.93290169349822,0.2765796444496056,enumeration,signed_relative_error,continuous
power_quadratic,identity,5,quadratic response surface in log coordinates,0.8522039824254664,0.04494646322982019,26.151436701921003,0.8545920480817859,15.566069667368437,0.26967243135537844,26.005281941900822,0.8498159167691467,15.64686381850684,0.2778129076058148,enumeration,signed_relative_error,continuous
piecewise_power,identity,4,"piecewise log surface (L=5000, N=8 knots)",0.8384610494820102,0.04401646865897862,25.861318179111713,0.845111384154215,15.40427000526237,0.2857867483729467,25.454303378032936,0.8318107148098054,15.262166377889764,0.30809093472760063,enumeration,signed_relative_error,continuous
exponential_separable,identity,2,separate raw/scaled L and N exponential orders,0.8387159997029249,0.04449763015933367,25.90626648633303,0.8465802314058559,15.427271218742813,0.2833019117928073,25.42495857327658,0.8308517679999938,15.147251920704914,0.3096853396112843,enumeration,signed_relative_error,continuous
exponential_interaction,identity,3,"raw/scaled L,N surface plus interaction",0.8452203694027589,0.04292431594351424,25.91559761658337,0.8468851595749063,15.4567127415703,0.28278552649178545,25.813708873512066,0.8435555792306116,15.584221983253645,0.28841398474890734,enumeration,signed_relative_error,continuous
root_separable,identity,2,separate square-root L and N coordinates,0.839787774810659,0.04281552618060384,25.911220589468016,0.8467421245053744,15.508048502782293,0.2830277745881251,25.48559941442294,0.8328334251159435,15.29215693698171,0.3063884860096461,enumeration,signed_relative_error,continuous
inverse_separable,identity,2,separate inverse L and N coordinates,0.8630539915131934,0.04014907423653209,26.503433499067174,0.8660948066957812,15.545047754797228,0.24987978581459747,26.317329062574508,0.8600131763306055,15.380010036582275,0.26037733653774287,enumeration,signed_relative_error,continuous
logL_rawN,identity,2,log length plus raw/scaled needle count,0.8383925395361516,0.04418259433019789,25.885124898100837,0.8458893541361675,15.446111685884613,0.28447120055909725,25.42630370284536,0.8308957249361355,15.193037100055822,0.30961229428285375,enumeration,signed_relative_error,continuous
rawL_logN,identity,2,raw/scaled length plus log needle count,0.8444640017864289,0.04105679437520749,26.044120056543367,0.85108509154965,15.54908445107962,0.2756541669419239,25.63889510686295,0.8378429120232078,15.37947098503345,0.29801925477247115,enumeration,signed_relative_error,continuous
intercept_only,identity,0,Model and query-order baselines only,0.8279720085251765,0.018870459242873193,2.3876000190355136,0.8352989467986875,1.627405229534226,0.30227566947700324,2.3457137026972665,0.8206450702516653,1.6018392965018335,0.32654166867163925,enumeration,asinh_signed_error,continuous
log_density,identity,1,log(N/L) density coordinate,0.8247208525018879,0.0200765737363624,2.3798052309936866,0.8325719497347124,1.6551430130510683,0.30682394851493977,2.334922425922799,0.8168697552690632,1.633012838918299,0.3327238029266608,enumeration,asinh_signed_error,continuous
log_burden,identity,1,log(N×L) burden coordinate,0.8105584479011476,0.02035006237656012,2.332717808570117,0.8160984725843138,1.6394383560121124,0.33398328304555003,2.301046840733562,0.8050184232179814,1.6214044744434994,0.35194533827963503,enumeration,asinh_signed_error,continuous
power_separable,identity,2,separate log L and log N orders,0.810029804482415,0.020495205849944884,2.3335657824318012,0.8163951352028138,1.649816679676406,0.3334989832171794,2.297176741580169,0.8036644737620163,1.6324472942929367,0.3541234136128212,enumeration,asinh_signed_error,continuous
power_interaction,identity,3,power surface plus log L × log N,0.8167301416311963,0.021120944568023502,2.332169920346728,0.8159067945593886,1.6494526320773102,0.33429610259182363,2.336876794434993,0.817553488703004,1.6588887275056503,0.33160629310954715,enumeration,asinh_signed_error,continuous
power_quadratic,identity,5,quadratic response surface in log coordinates,0.7708266540477311,0.01782181307350671,2.226232589033168,0.7788447487529783,1.5640287570065858,0.39340085733991004,2.1803951002053736,0.762808559342484,1.5481818333177875,0.41812310179384404,enumeration,asinh_signed_error,continuous
piecewise_power,identity,4,"piecewise log surface (L=5000, N=8 knots)",0.7709731350836683,0.01977285824253795,2.2307226650655028,0.7804155963618548,1.5652567176787147,0.3909514969551706,2.1767424204741648,0.7615306738054818,1.5409934350146453,0.4200710328533689,enumeration,asinh_signed_error,continuous
exponential_separable,identity,2,separate raw/scaled L and N exponential orders,0.8062957247474912,0.019344753027209116,2.3251476427582514,0.8134500593327939,1.6368089250313804,0.33829900097147414,2.284248059543113,0.7991413901621885,1.615646366896799,0.36137303852964475,enumeration,asinh_signed_error,continuous
exponential_interaction,identity,3,"raw/scaled L,N surface plus interaction",0.8143416876701297,0.021210210378967347,2.326970685076654,0.8140878484584391,1.6329013728703574,0.33726097499230956,2.328421821843885,0.8145955268818204,1.6337027667623165,0.3364341275841294,enumeration,asinh_signed_error,continuous
root_separable,identity,2,separate square-root L and N coordinates,0.8088058932476447,0.019971064602350274,2.3301966312673303,0.8152164417881501,1.6493963138801078,0.3354221530382676,2.2935490911836305,0.8023953447071395,1.6310263567128376,0.35616171079231085,enumeration,asinh_signed_error,continuous
inverse_separable,identity,2,separate inverse L and N coordinates,0.8064856828980729,0.01965528211304215,2.3271599114022328,0.8141540490570329,1.629952874577715,0.3371531844040384,2.2833217352444057,0.7988173167391129,1.6060799900881362,0.3618908944777237,enumeration,asinh_signed_error,continuous
logL_rawN,identity,2,log length plus raw/scaled needle count,0.8055640813513887,0.019456964098711442,2.3236030852669334,0.8129096977833377,1.6352095104936435,0.3391778232498026,2.2816099904594624,0.7982184649194397,1.6142861815049085,0.3628472822616533,enumeration,asinh_signed_error,continuous
rawL_logN,identity,2,raw/scaled length plus log needle count,0.8106205204112902,0.02039925745468093,2.3346781583494387,0.8167842985572445,1.6507480121610314,0.33286340963035,2.2994413443321022,0.8044567422653359,1.633900904052825,0.35284934982384275,enumeration,asinh_signed_error,continuous
intercept_only,identity,0,Model and query-order baselines only,0.8195329999147172,0.020692394958881193,1.3803222905546564,0.8269687259467873,0.9154594175849204,0.3161227263059476,1.35549983217989,0.812097273882647,0.8997525691126698,0.340498017752373,enumeration,signed_log_count_ratio,continuous
log_density,identity,1,log(N/L) density coordinate,0.8157784882245518,0.022209046444599947,1.3737635056932274,0.8230392741095387,0.9299948310240634,0.3226063532732437,1.3495250446981815,0.808517702339565,0.9173298349642809,0.34629912500355053,enumeration,signed_log_count_ratio,continuous
log_burden,identity,1,log(N×L) burden coordinate,0.803730008258178,0.022246072187149257,1.3514590160423365,0.8096763692896226,0.9151737457427752,0.34442417701397476,1.3316084596141196,0.7977836472267332,0.9036112271296579,0.36354125221761135,enumeration,signed_log_count_ratio,continuous
power_separable,identity,2,separate log L and log N orders,0.802015185712148,0.022620555242410547,1.3486281244891922,0.8079803459789677,0.9187537640455531,0.3471677605117077,1.3287148111444937,0.7960500254453282,0.9095882796555517,0.3663043569884923,enumeration,signed_log_count_ratio,continuous
power_interaction,identity,3,power surface plus log L × log N,0.8081396234550988,0.02307622579556791,1.3448733109534068,0.8057307892000154,0.9155590220566179,0.3507978953351204,1.3529146491859656,0.8105484577101821,0.930722364063515,0.3430111977036452,enumeration,signed_log_count_ratio,continuous
power_quadratic,identity,5,quadratic response surface in log coordinates,0.7640350578164254,0.021054673876607574,1.2890101040306579,0.7722624279540024,0.8755283150525318,0.40361074237058936,1.2615449241823162,0.7558076876788484,0.868527508744818,0.4287547392455523,enumeration,signed_log_count_ratio,continuous
