candidate,link,complexity,description,selection_score,selection_se,seed_rmse,seed_nrmse,seed_mae,seed_r2,cell_rmse,cell_nrmse,cell_mae,cell_r2,mode,target,kind
piecewise_power,identity,4,"piecewise log surface (L=5000, N=8 knots)",0.7679031514715626,0.022013378187845,1.2966892998767083,0.7768631323319287,0.8770477965328567,0.3964836736234242,1.2667784679033547,0.7589431706111966,0.8627852740209562,0.42400526378262415,enumeration,signed_log_count_ratio,continuous
exponential_separable,identity,2,separate raw/scaled L and N exponential orders,0.7949076915502462,0.02212156243610461,1.3400787494734454,0.8028583061388573,0.9013459876897953,0.355418540263845,1.3135374542685885,0.786957076961635,0.887713825969513,0.3806985590199994,enumeration,signed_log_count_ratio,continuous
exponential_interaction,identity,3,"raw/scaled L,N surface plus interaction",0.8024925032302788,0.022300456131756432,1.3412909535005901,0.8035845530645029,0.9015861737927866,0.35425186607612313,1.3376453967067696,0.8014004533960545,0.908187635274233,0.35775731329659843,enumeration,signed_log_count_ratio,continuous
root_separable,identity,2,separate square-root L and N coordinates,0.7983583137819728,0.02249701904399167,1.343791739031163,0.8050828056380036,0.9095110173735398,0.35184167606604055,1.3213435721046425,0.7916338219259418,0.8990059534651047,0.37331589198292636,enumeration,signed_log_count_ratio,continuous
inverse_separable,identity,2,separate inverse L and N coordinates,0.801673323486138,0.02105513344353934,1.349675836929821,0.8086080438927913,0.9225602643004367,0.3461530313518738,1.3265258704178255,0.7947386030794846,0.9098294539667104,0.36839055277526944,enumeration,signed_log_count_ratio,continuous
logL_rawN,identity,2,log length plus raw/scaled needle count,0.7936493155991293,0.022072375526164728,1.3382466580303518,0.8017606767396361,0.9026455397923766,0.35717981723400083,1.311168747493501,0.7855379544586226,0.8897288567649931,0.382930122104963,enumeration,signed_log_count_ratio,continuous
rawL_logN,identity,2,raw/scaled length plus log needle count,0.8031138317770585,0.022666042763071825,1.3501404597973803,0.8088864053910156,0.9189242574551487,0.3457027831736015,1.3308700526266855,0.7973412581631014,0.9102028164417999,0.3642469180308825,enumeration,signed_log_count_ratio,continuous
intercept_only,identity,0,Model and query-order baselines only,0.9932215558490132,0.028528507386931263,0.936122521860719,0.9858056914286514,0.7379044202152635,0.028187138746878504,0.9502067531921602,1.0006374202693749,0.7420169372243995,-0.0012752468433496755,enumeration,log1p_output_tokens,continuous
log_density,identity,1,log(N/L) density coordinate,0.7065301629897354,0.014874773998315664,0.6697089583759807,0.7052526644220871,0.47246432227893925,0.5026186793255469,0.6721351873807803,0.7078076615573836,0.4726234790334472,0.49900831424066827,enumeration,log1p_output_tokens,continuous
log_burden,identity,1,log(N×L) burden coordinate,0.7263876679619299,0.032065439713845956,0.6847617381446174,0.7211043458219198,0.4957012602566334,0.4800085224367411,0.6947958389588278,0.7316709901019399,0.5059779748935285,0.46465756224324695,enumeration,log1p_output_tokens,continuous
power_separable,identity,2,separate log L and log N orders,0.5463246722620931,0.029305665735875862,0.5168314520844138,0.5442614348829381,0.23871293262234142,0.7037794904991654,0.5207499585312021,0.5483879096412481,0.24101821053253014,0.6992707005593024,enumeration,log1p_output_tokens,continuous
power_interaction,identity,3,power surface plus log L × log N,0.5509083994916345,0.030860243306391703,0.5166675985055456,0.544088885043748,0.23947798344727617,0.7039672851718513,0.529619240230335,0.557727913939521,0.24920286259450294,0.6889395740126703,enumeration,log1p_output_tokens,continuous
power_quadratic,identity,5,quadratic response surface in log coordinates,0.5202870607847787,0.02951146342419006,0.49725204462435335,0.5236428824411457,0.21419838751720163,0.7257981316687285,0.49087865834917294,0.5169312391284118,0.21236034979654927,0.7327820940131649,enumeration,log1p_output_tokens,continuous
piecewise_power,identity,4,"piecewise log surface (L=5000, N=8 knots)",0.5244096379719938,0.02827639985382558,0.501289313191712,0.5278944224250542,0.2218147667048739,0.7213274787725183,0.49467100039700235,0.5209248535189335,0.21766221736399538,0.7286372969862778,enumeration,log1p_output_tokens,continuous
exponential_separable,identity,2,separate raw/scaled L and N exponential orders,0.5951014616955173,0.028961991247923445,0.5631503043942719,0.5930385844132589,0.3595097749158807,0.6483052373971181,0.5670681269439842,0.5971643389777757,0.36658429283599153,0.6433947522532362,enumeration,log1p_output_tokens,continuous
exponential_interaction,identity,3,"raw/scaled L,N surface plus interaction",0.6076925991974372,0.02957100149711172,0.5622315274404761,0.5920710448775097,0.3594153946548601,0.6494518778176539,0.5919000289565544,0.6233141535173647,0.3883473571254609,0.611479466024931,enumeration,log1p_output_tokens,continuous
root_separable,identity,2,separate square-root L and N coordinates,0.5401313058757131,0.029802010961458146,0.513139938330124,0.5403740000824884,0.261351666802182,0.707995940034851,0.5126790127849323,0.539888611668938,0.2635735719057578,0.7085202869901868,enumeration,log1p_output_tokens,continuous
inverse_separable,identity,2,separate inverse L and N coordinates,0.7424270579711498,0.024485152237047367,0.6922001095097603,0.7289374965639216,0.504578842431179,0.46865012610312284,0.7178195238692554,0.7559166193783782,0.5273226336889415,0.4285900645475642,enumeration,log1p_output_tokens,continuous
logL_rawN,identity,2,log length plus raw/scaled needle count,0.595790135714172,0.029076226595824945,0.564048461604369,0.5939844098461855,0.3603399158190947,0.6471825208596788,0.5674779014382554,0.5975958615821586,0.36725406013319406,0.6428791862198776,enumeration,log1p_output_tokens,continuous
rawL_logN,identity,2,raw/scaled length plus log needle count,0.545523753918393,0.029055452673583976,0.5158510910921325,0.5432290428367296,0.2383694352252807,0.7049022070186906,0.5202092130696905,0.5478184650000565,0.24038585867355025,0.6998949294049819,enumeration,log1p_output_tokens,continuous
intercept_only,identity,0,Model and query-order baselines only,0.8482854101899433,0.010709631715154145,0.29379083264950623,0.8538648785817313,0.1884626742175391,0.2709147691246051,0.289951357093871,0.8427059417981553,0.18595619301866273,0.2898466956580842,enumeration,missing_fraction,continuous
log_density,identity,1,log(N/L) density coordinate,0.8361843015207666,0.01184427410490261,0.2892255534168695,0.840596487725174,0.18377545616344734,0.2933975448241011,0.28618933564679183,0.8317721153163591,0.18162371586710346,0.3081551481821494,enumeration,missing_fraction,continuous
log_burden,identity,1,log(N×L) burden coordinate,0.8461134540847766,0.010946088837233536,0.29293227504519703,0.851369592469678,0.19043741620900836,0.27516981701801435,0.28931529696972885,0.8408573156998752,0.18803142815282323,0.29295897463400045,enumeration,missing_fraction,continuous
power_separable,identity,2,separate log L and log N orders,0.8268663793857274,0.012857879728920435,0.28631719772396275,0.8321437298286778,0.1840188802071634,0.30753681290681656,0.28268562270616154,0.821589028942777,0.1816965040458752,0.3249914675208646,enumeration,missing_fraction,continuous
power_interaction,identity,3,power surface plus log L × log N,0.8311322087549938,0.013160486224483415,0.28684188243075043,0.8336686577490443,0.1840154612244936,0.304996569086907,0.28509644124766104,0.8285957597609434,0.18264902778520561,0.313429066906185,enumeration,missing_fraction,continuous
power_quadratic,identity,5,quadratic response surface in log coordinates,0.808515999948036,0.013281909964996182,0.2807814735741955,0.8160548669244971,0.1799269066116765,0.33405445416884116,0.2755936503909132,0.8009771329715748,0.17671341912512248,0.35843563245663623,enumeration,missing_fraction,continuous
piecewise_power,identity,4,"piecewise log surface (L=5000, N=8 knots)",0.8132234935954914,0.013846483263114901,0.28248129123766874,0.820995166081361,0.18205569264004504,0.3259669372710384,0.27713326442926933,0.8054518211096217,0.1785680215770275,0.35124736387119393,enumeration,missing_fraction,continuous
exponential_separable,identity,2,separate raw/scaled L and N exponential orders,0.8192900655093308,0.012783494511746872,0.2839414534938194,0.8252389379387528,0.18102559843333463,0.31898069530971906,0.27984777490788537,0.8133411930799088,0.17799995507338104,0.33847610363935043,enumeration,missing_fraction,continuous
exponential_interaction,identity,3,"raw/scaled L,N surface plus interaction",0.8209011788817995,0.012630865697069421,0.28411654942622955,0.8257478315135429,0.18095686064854874,0.3181405187506814,0.28078135635772455,0.816054526250056,0.1788831702913259,0.3340550101867966,enumeration,missing_fraction,continuous
root_separable,identity,2,separate square-root L and N coordinates,0.8220804027028303,0.012803287403829737,0.28483032405328285,0.8278223247159591,0.1819755840335554,0.3147101987018651,0.28087905707519234,0.8163384806897016,0.17928201661261628,0.33359148494522983,enumeration,missing_fraction,continuous
inverse_separable,identity,2,separate inverse L and N coordinates,0.8301173285193338,0.013642882708121315,0.2876051298997332,0.8358869373378028,0.1874643123929821,0.30129302798802804,0.28363481042329464,0.8243477197008648,0.1850425925021416,0.32045083702398425,enumeration,missing_fraction,continuous
logL_rawN,identity,2,log length plus raw/scaled needle count,0.8193821173847267,0.013313180335385505,0.28419565443852085,0.8259777399525033,0.18187888744618608,0.3177607731029549,0.27965691887359734,0.8127864948169499,0.17903550896851958,0.3393781138431763,enumeration,missing_fraction,continuous
rawL_logN,identity,2,raw/scaled length plus log needle count,0.8268254769853126,0.0122944836202754,0.28606488201699015,0.83141040701341,0.18305160388678576,0.30875673510979607,0.28290979168740116,0.8222405469572153,0.18062578661911835,0.3239204829394996,enumeration,missing_fraction,continuous
intercept_only,identity,0,Model and query-order baselines only,0.954781325656473,0.0810608280466425,0.2537819542409347,0.9533903805440463,0.07467346691138754,0.09104678228607843,0.25452246259108624,0.9561722707688997,0.07424728445926657,0.08573458861264582,enumeration,log1p_hallucination_rate,continuous
log_density,identity,1,log(N/L) density coordinate,0.9478076466216778,0.07644391904855984,0.2519236534250909,0.9464092453909114,0.07784460399485277,0.10430954023860528,0.2526681312473955,0.9492060478524441,0.07744889242102938,0.09900787872034356,enumeration,log1p_hallucination_rate,continuous
log_burden,identity,1,log(N×L) burden coordinate,0.9319880026830687,0.06834367426763942,0.2477778260888791,0.9308344898352491,0.07589941269081425,0.13354715253315141,0.24839193076359725,0.9331415155308884,0.07553164022936756,0.12924691199271643,enumeration,log1p_hallucination_rate,continuous
power_separable,identity,2,separate log L and log N orders,0.9331587040665842,0.06759831540161429,0.24804987336983894,0.9318564981238054,0.07772512632298327,0.13164346690443796,0.24874313895280814,0.9344609100093629,0.07717739577283221,0.12678280766447314,enumeration,log1p_hallucination_rate,continuous
power_interaction,identity,3,power surface plus log L × log N,0.9318473999687797,0.0672350930046916,0.24810662597859273,0.9320697023739598,0.07795491472975136,0.13124606991651777,0.2479882771049931,0.9316250975635997,0.07699965760654175,0.13207467758961322,enumeration,log1p_hallucination_rate,continuous
power_quadratic,identity,5,quadratic response surface in log coordinates,0.9134288888414892,0.062310888142831325,0.24429168291130562,0.9177379898077396,0.07840540307825478,0.1577569820636492,0.24199761306006068,0.9091197878752388,0.07706852102587897,0.17350121129368057,enumeration,log1p_hallucination_rate,continuous
piecewise_power,identity,4,"piecewise log surface (L=5000, N=8 knots)",0.9185729870887122,0.06258328746911682,0.24438406917217323,0.9180850600817827,0.0786990554213873,0.1571198224546292,0.2446438306966703,0.9190609140956416,0.07757357274536231,0.15532703618168342,enumeration,log1p_hallucination_rate,continuous
exponential_separable,identity,2,separate raw/scaled L and N exponential orders,0.9472053108452327,0.0719923938132947,0.2514250311114448,0.9445360557908997,0.07658384392493384,0.10785163931096997,0.2528460833433114,0.9498745658995656,0.07664219798421396,0.09773830905711134,enumeration,log1p_hallucination_rate,continuous
exponential_interaction,identity,3,"raw/scaled L,N surface plus interaction",0.9445907108344151,0.07231243618297391,0.2505296618027759,0.9411723946965853,0.07700710771589743,0.11419452346109482,0.25234949755395425,0.9480090269722451,0.07760463856578652,0.10127888477913705,enumeration,log1p_hallucination_rate,continuous
root_separable,identity,2,separate square-root L and N coordinates,0.9418711163204245,0.0700296005076305,0.2500650104148085,0.9394268247055292,0.07733076250068521,0.11747724102368662,0.25136629709741354,0.9443154079353198,0.0773481226620492,0.10826841033595047,enumeration,log1p_hallucination_rate,continuous
inverse_separable,identity,2,separate inverse L and N coordinates,0.9241163167333981,0.0672876791116805,0.24617722741061812,0.9248214721345627,0.0753537065274887,0.14470524467886003,0.2458018183034925,0.9234111613322334,0.07413873164056188,0.14731182712705582,enumeration,log1p_hallucination_rate,continuous
logL_rawN,identity,2,log length plus raw/scaled needle count,0.9484439454039284,0.07327610542873951,0.2518703895052051,0.9462091472042572,0.07667227098507957,0.10468824974699209,0.25306014653657566,0.9506787436035995,0.07656036013044881,0.09620992646028104,enumeration,log1p_hallucination_rate,continuous
