model_label,selected_candidate,kappa,tau,query_last_log_neff_effect,neff_at_N1_query_first,neff_at_N5_query_first,neff_at_N30_query_first,neff_over_N_at_N30,bootstrap_draws,kappa_median,kappa_ci95_low,kappa_ci95_high,tau_median,tau_ci95_low,tau_ci95_high
Gemma4-12B,model_scale_shared_order,0.7923163296639879,0.7474684310931167,0.0,0.7923163296639879,2.6384970889909916,10.069319323339233,0.3356439774446411,400,0.7377539251109899,0.402819039136593,1.56939439367887,0.7474684310931272,0.6405754200699193,0.8496105398437009
Gemma4-E4B,model_scale_shared_order,1.2743525856694846,0.7474684310931167,0.0,1.2743525856694846,4.243728750438631,16.195378834449745,0.5398459611483248,400,1.2492020197257716,0.7073446688346265,2.1215798724907544,0.7474684310931272,0.6405754200699193,0.8496105398437009
Llama3.1-8B,model_scale_shared_order,0.4089392408483644,0.7474684310931167,0.0,0.4089392408483644,1.361810877998918,5.197090664144708,0.17323635547149027,400,0.41856604008553044,0.2132588368167179,0.8438938702719265,0.7474684310931272,0.6405754200699193,0.8496105398437009
Llama3.2-3B,model_scale_shared_order,0.46640142788044053,0.7474684310931167,0.0,0.46640142788044053,1.553166031912616,5.927360997571758,0.1975786999190586,400,0.4676836002968749,0.36104618988445786,0.5899723529376905,0.7474684310931272,0.6405754200699193,0.8496105398437009
OLMo-Hybrid-7B,model_scale_shared_order,0.39522573514883746,0.7474684310931167,0.0,0.39522573514883746,1.3161434551358702,5.022809682217288,0.1674269894072429,400,0.39522573514841985,0.2929948390447557,0.5621227505784493,0.7474684310931272,0.6405754200699193,0.8496105398437009
Qwen3-1.7B,model_scale_shared_order,1.2200397495042223,0.7474684310931167,0.0,1.2200397495042223,4.062861267652226,15.505132691301132,0.5168377563767044,400,1.1977642582765426,0.7085878424829452,2.1628150812651423,0.7474684310931272,0.6405754200699193,0.8496105398437009
Qwen3-32B,model_scale_shared_order,1.2302323293902488,0.7474684310931167,0.0,1.2302323293902488,4.09680363555722,15.634667244305447,0.5211555748101816,400,1.218150189927906,0.2785705600768405,2.474280112307635,0.7474684310931272,0.6405754200699193,0.8496105398437009
Qwen3-8B,model_scale_shared_order,0.2252563599652085,0.7474684310931167,0.0,0.2252563599652085,0.7501274778685446,2.862717999343318,0.09542393331144391,400,0.22750392355659177,0.12166190907209105,0.41461501086427216,0.7474684310931272,0.6405754200699193,0.8496105398437009
