request_id,model_label,seed,target_passage_tokens,num_needles,query_order,exact_correct,mode,p_parse_oof,p_exact_given_parse_oof,p_exact_product_oof
Qwen3-8B/direct/query_first/T5000_N8_seed1236,Qwen3-8B,1236,5000,8,query_first,0,direct,0.9999999939437954,0.1293119818344792,0.12931198105133937
Qwen3-8B/direct/query_first/T5000_N8_seed1237,Qwen3-8B,1237,5000,8,query_first,1,direct,0.9999999939437954,0.1293119818344792,0.12931198105133937
Qwen3-8B/direct/query_first/T5000_N8_seed1238,Qwen3-8B,1238,5000,8,query_first,0,direct,0.9999999939437954,0.1293119818344792,0.12931198105133937
Qwen3-8B/direct/query_last/T10000_N10_seed1234,Qwen3-8B,1234,10000,10,query_last,0,direct,0.9999999847295393,0.05011918741861961,0.050119186653276526
Qwen3-8B/direct/query_last/T10000_N10_seed1235,Qwen3-8B,1235,10000,10,query_last,0,direct,0.9999999847295393,0.05011918741861961,0.050119186653276526
Qwen3-8B/direct/query_last/T10000_N10_seed1236,Qwen3-8B,1236,10000,10,query_last,0,direct,0.9999999847295393,0.05011918741861961,0.050119186653276526
Qwen3-8B/direct/query_last/T10000_N10_seed1237,Qwen3-8B,1237,10000,10,query_last,0,direct,0.9999999847295393,0.05011918741861961,0.050119186653276526
Qwen3-8B/direct/query_last/T10000_N10_seed1238,Qwen3-8B,1238,10000,10,query_last,0,direct,0.9999999847295393,0.05011918741861961,0.050119186653276526
Qwen3-8B/direct/query_last/T10000_N1_seed1234,Qwen3-8B,1234,10000,1,query_last,1,direct,0.999999999,0.9891031137160764,0.9891031127269733
Qwen3-8B/direct/query_last/T10000_N1_seed1235,Qwen3-8B,1235,10000,1,query_last,1,direct,0.999999999,0.9891031137160764,0.9891031127269733
Qwen3-8B/direct/query_last/T10000_N1_seed1236,Qwen3-8B,1236,10000,1,query_last,1,direct,0.999999999,0.9891031137160764,0.9891031127269733
Qwen3-8B/direct/query_last/T10000_N1_seed1237,Qwen3-8B,1237,10000,1,query_last,1,direct,0.999999999,0.9891031137160764,0.9891031127269733
Qwen3-8B/direct/query_last/T10000_N1_seed1238,Qwen3-8B,1238,10000,1,query_last,1,direct,0.999999999,0.9891031137160764,0.9891031127269733
Qwen3-8B/direct/query_last/T10000_N20_seed1234,Qwen3-8B,1234,10000,20,query_last,0,direct,0.99999738779107,0.005134787538757233,0.005134774125619371
Qwen3-8B/direct/query_last/T10000_N20_seed1235,Qwen3-8B,1235,10000,20,query_last,0,direct,0.99999738779107,0.005134787538757233,0.005134774125619371
Qwen3-8B/direct/query_last/T10000_N20_seed1236,Qwen3-8B,1236,10000,20,query_last,0,direct,0.99999738779107,0.005134787538757233,0.005134774125619371
Qwen3-8B/direct/query_last/T10000_N20_seed1237,Qwen3-8B,1237,10000,20,query_last,0,direct,0.99999738779107,0.005134787538757233,0.005134774125619371
Qwen3-8B/direct/query_last/T10000_N20_seed1238,Qwen3-8B,1238,10000,20,query_last,0,direct,0.99999738779107,0.005134787538757233,0.005134774125619371
Qwen3-8B/direct/query_last/T10000_N2_seed1234,Qwen3-8B,1234,10000,2,query_last,1,direct,0.999999999,0.91452902746356,0.914529026549031
Qwen3-8B/direct/query_last/T10000_N2_seed1235,Qwen3-8B,1235,10000,2,query_last,1,direct,0.999999999,0.91452902746356,0.914529026549031
Qwen3-8B/direct/query_last/T10000_N2_seed1236,Qwen3-8B,1236,10000,2,query_last,1,direct,0.999999999,0.91452902746356,0.914529026549031
Qwen3-8B/direct/query_last/T10000_N2_seed1237,Qwen3-8B,1237,10000,2,query_last,1,direct,0.999999999,0.91452902746356,0.914529026549031
Qwen3-8B/direct/query_last/T10000_N2_seed1238,Qwen3-8B,1238,10000,2,query_last,1,direct,0.999999999,0.91452902746356,0.914529026549031
Qwen3-8B/direct/query_last/T10000_N30_seed1234,Qwen3-8B,1234,10000,30,query_last,0,direct,0.999839550152254,0.0031788952525037516,0.003178385199244487
