scheme,fold,candidate,link,n_rows,n_trials,log_loss,brier,converged,iterations,mode,target,kind
seed,seed=1237,inverse_separable,survival_loglog,413,413.0,0.3490000870298831,0.10641858161132614,True,83,enumeration,overcount,binary
seed,seed=1238,inverse_separable,survival_loglog,404,404.0,0.34939904096180846,0.1144231160964971,True,83,enumeration,overcount,binary
cell,cell_fold=0,inverse_separable,survival_loglog,396,396.0,0.3184054050891069,0.10025286161840224,True,56,enumeration,overcount,binary
cell,cell_fold=1,inverse_separable,survival_loglog,389,389.0,0.3571961865427144,0.12114980709795033,True,73,enumeration,overcount,binary
cell,cell_fold=2,inverse_separable,survival_loglog,399,399.0,0.3299497813615864,0.1089501941627948,True,64,enumeration,overcount,binary
cell,cell_fold=3,inverse_separable,survival_loglog,400,400.0,0.31112175930321767,0.10212038383732423,True,73,enumeration,overcount,binary
cell,cell_fold=4,inverse_separable,survival_loglog,412,412.0,0.5075374870869053,0.13003635771748953,True,93,enumeration,overcount,binary
seed,seed=1234,logL_rawN,logistic,397,397.0,0.3316073021170215,0.10852151081612281,True,17,enumeration,overcount,binary
seed,seed=1235,logL_rawN,logistic,399,399.0,0.3342625026495164,0.11073012019209648,True,17,enumeration,overcount,binary
seed,seed=1236,logL_rawN,logistic,383,383.0,0.4545017515889906,0.15636186342219074,True,17,enumeration,overcount,binary
seed,seed=1237,logL_rawN,logistic,413,413.0,0.3750403685422966,0.11951205229318326,True,17,enumeration,overcount,binary
seed,seed=1238,logL_rawN,logistic,404,404.0,0.3481213565663386,0.11757157938900085,True,17,enumeration,overcount,binary
cell,cell_fold=0,logL_rawN,logistic,396,396.0,0.354843117422823,0.11647532237519859,True,17,enumeration,overcount,binary
cell,cell_fold=1,logL_rawN,logistic,389,389.0,0.34058750222096795,0.1161809207574775,True,17,enumeration,overcount,binary
cell,cell_fold=2,logL_rawN,logistic,399,399.0,0.33314676818954436,0.11070971950328753,True,17,enumeration,overcount,binary
cell,cell_fold=3,logL_rawN,logistic,400,400.0,0.3101355890286314,0.10419343955253538,True,17,enumeration,overcount,binary
cell,cell_fold=4,logL_rawN,logistic,412,412.0,0.5717109454049047,0.1435391490414475,True,17,enumeration,overcount,binary
seed,seed=1234,logL_rawN,survival_loglog,397,397.0,0.3325383128039833,0.10870627383134247,True,136,enumeration,overcount,binary
seed,seed=1235,logL_rawN,survival_loglog,399,399.0,0.3328351349705694,0.11006927552597216,True,194,enumeration,overcount,binary
seed,seed=1236,logL_rawN,survival_loglog,383,383.0,0.4681067241601203,0.15696915678477047,True,226,enumeration,overcount,binary
seed,seed=1237,logL_rawN,survival_loglog,413,413.0,0.3874609028054477,0.11957584144254856,True,126,enumeration,overcount,binary
seed,seed=1238,logL_rawN,survival_loglog,404,404.0,0.34611101592878546,0.11744249212015753,True,132,enumeration,overcount,binary
cell,cell_fold=0,logL_rawN,survival_loglog,396,396.0,0.35283189299703616,0.11619970785634567,True,184,enumeration,overcount,binary
cell,cell_fold=1,logL_rawN,survival_loglog,389,389.0,0.3407530974381261,0.11602664530777372,True,151,enumeration,overcount,binary
cell,cell_fold=2,logL_rawN,survival_loglog,399,399.0,0.33391773617905324,0.11106988837142792,True,138,enumeration,overcount,binary
cell,cell_fold=3,logL_rawN,survival_loglog,400,400.0,0.30996493820508747,0.10398404265063739,True,149,enumeration,overcount,binary
cell,cell_fold=4,logL_rawN,survival_loglog,412,412.0,0.6544541174572511,0.14357916699566242,True,150,enumeration,overcount,binary
seed,seed=1234,rawL_logN,logistic,397,397.0,0.31757719584651456,0.10341208169552156,True,17,enumeration,overcount,binary
seed,seed=1235,rawL_logN,logistic,399,399.0,0.34247541625652894,0.1127557764251017,True,17,enumeration,overcount,binary
seed,seed=1236,rawL_logN,logistic,383,383.0,0.4552112667721387,0.15539830862555085,True,17,enumeration,overcount,binary
seed,seed=1237,rawL_logN,logistic,413,413.0,0.3667734348161354,0.11307407534867185,True,17,enumeration,overcount,binary
seed,seed=1238,rawL_logN,logistic,404,404.0,0.3574211394500528,0.11724102654265214,True,17,enumeration,overcount,binary
cell,cell_fold=0,rawL_logN,logistic,396,396.0,0.3388744837763264,0.10978342703146601,True,17,enumeration,overcount,binary
cell,cell_fold=1,rawL_logN,logistic,389,389.0,0.36306324498840065,0.12333269448638536,True,17,enumeration,overcount,binary
cell,cell_fold=2,rawL_logN,logistic,399,399.0,0.3261472018803311,0.10715475609681209,True,17,enumeration,overcount,binary
cell,cell_fold=3,rawL_logN,logistic,400,400.0,0.30316706152009615,0.1004729889517806,True,17,enumeration,overcount,binary
cell,cell_fold=4,rawL_logN,logistic,412,412.0,0.5394331835968635,0.1437228968579633,True,17,enumeration,overcount,binary
seed,seed=1234,rawL_logN,survival_loglog,397,397.0,0.31483405207802445,0.1018530032080054,True,69,enumeration,overcount,binary
seed,seed=1235,rawL_logN,survival_loglog,399,399.0,0.33860555745400556,0.11176704342961971,True,66,enumeration,overcount,binary
seed,seed=1236,rawL_logN,survival_loglog,383,383.0,0.4608720302569461,0.15610453389249995,True,62,enumeration,overcount,binary
seed,seed=1237,rawL_logN,survival_loglog,413,413.0,0.3817932600091025,0.11278692026098704,True,66,enumeration,overcount,binary
seed,seed=1238,rawL_logN,survival_loglog,404,404.0,0.35298622968011567,0.11616163035392807,True,56,enumeration,overcount,binary
cell,cell_fold=0,rawL_logN,survival_loglog,396,396.0,0.3362763559880773,0.10857881166860132,True,69,enumeration,overcount,binary
cell,cell_fold=1,rawL_logN,survival_loglog,389,389.0,0.3587435524248974,0.12266649412523935,True,72,enumeration,overcount,binary
cell,cell_fold=2,rawL_logN,survival_loglog,399,399.0,0.3232491655870842,0.10615376200867004,True,77,enumeration,overcount,binary
cell,cell_fold=3,rawL_logN,survival_loglog,400,400.0,0.30012130389130204,0.09924370561014395,True,68,enumeration,overcount,binary
cell,cell_fold=4,rawL_logN,survival_loglog,412,412.0,0.5839952069018081,0.14297414719403664,True,80,enumeration,overcount,binary
seed,seed=1234,intercept_only,logistic,480,480.0,0.45984821797779496,0.14784284780343732,True,17,enumeration,all_pairs_found,binary
seed,seed=1235,intercept_only,logistic,480,480.0,0.4544628924702394,0.1548784656263446,True,17,enumeration,all_pairs_found,binary
seed,seed=1236,intercept_only,logistic,480,480.0,0.4420657350800424,0.15198785441740187,True,17,enumeration,all_pairs_found,binary
seed,seed=1237,intercept_only,logistic,480,480.0,0.4105257191817643,0.13947047143943395,True,17,enumeration,all_pairs_found,binary
seed,seed=1238,intercept_only,logistic,480,480.0,0.45261211462003775,0.15511720229932927,True,17,enumeration,all_pairs_found,binary
cell,cell_fold=0,intercept_only,logistic,480,480.0,0.4298508518304564,0.14656248123634602,True,17,enumeration,all_pairs_found,binary
cell,cell_fold=1,intercept_only,logistic,480,480.0,0.525629259817037,0.16539931902437902,True,17,enumeration,all_pairs_found,binary
cell,cell_fold=2,intercept_only,logistic,480,480.0,0.40992804913441566,0.13981335482139817,True,17,enumeration,all_pairs_found,binary
cell,cell_fold=3,intercept_only,logistic,480,480.0,0.4502480780521843,0.14433157748908,True,17,enumeration,all_pairs_found,binary
cell,cell_fold=4,intercept_only,logistic,480,480.0,0.41654908446422684,0.14342448662101043,True,17,enumeration,all_pairs_found,binary
seed,seed=1234,intercept_only,survival_loglog,480,480.0,0.45982216763611716,0.14784298955663983,True,117,enumeration,all_pairs_found,binary
seed,seed=1235,intercept_only,survival_loglog,480,480.0,0.4544634881091124,0.15487838307222113,True,165,enumeration,all_pairs_found,binary
seed,seed=1236,intercept_only,survival_loglog,480,480.0,0.4420658291807499,0.15198785160776396,True,132,enumeration,all_pairs_found,binary
seed,seed=1237,intercept_only,survival_loglog,480,480.0,0.4105253077866878,0.13947044205276052,True,133,enumeration,all_pairs_found,binary
seed,seed=1238,intercept_only,survival_loglog,480,480.0,0.4526090726599509,0.15511664077133158,True,137,enumeration,all_pairs_found,binary
cell,cell_fold=0,intercept_only,survival_loglog,480,480.0,0.4298517156413389,0.14656263932118846,True,99,enumeration,all_pairs_found,binary
cell,cell_fold=1,intercept_only,survival_loglog,480,480.0,0.522784645117183,0.1653993425552781,True,89,enumeration,all_pairs_found,binary
cell,cell_fold=2,intercept_only,survival_loglog,480,480.0,0.40992843875144513,0.13981341797130328,True,117,enumeration,all_pairs_found,binary
cell,cell_fold=3,intercept_only,survival_loglog,480,480.0,0.4501767901561838,0.1443315983440374,True,90,enumeration,all_pairs_found,binary
cell,cell_fold=4,intercept_only,survival_loglog,480,480.0,0.416549426281765,0.1434245317324026,True,132,enumeration,all_pairs_found,binary
seed,seed=1234,log_density,logistic,480,480.0,0.440410366438689,0.1404773164565364,True,17,enumeration,all_pairs_found,binary
seed,seed=1235,log_density,logistic,480,480.0,0.4251326329211211,0.1406692232443775,True,17,enumeration,all_pairs_found,binary
seed,seed=1236,log_density,logistic,480,480.0,0.4141944644443443,0.13970492958371683,True,17,enumeration,all_pairs_found,binary
seed,seed=1237,log_density,logistic,480,480.0,0.3882078415470282,0.13049892454513234,True,17,enumeration,all_pairs_found,binary
seed,seed=1238,log_density,logistic,480,480.0,0.43303436695725445,0.14527536885163375,True,17,enumeration,all_pairs_found,binary
cell,cell_fold=0,log_density,logistic,480,480.0,0.4028622322856853,0.13501560642631136,True,17,enumeration,all_pairs_found,binary
cell,cell_fold=1,log_density,logistic,480,480.0,0.48618676513435893,0.14900073632252564,True,17,enumeration,all_pairs_found,binary
cell,cell_fold=2,log_density,logistic,480,480.0,0.4151434251300641,0.1411421586128741,True,17,enumeration,all_pairs_found,binary
cell,cell_fold=3,log_density,logistic,480,480.0,0.43122776095816856,0.13536449461968772,True,17,enumeration,all_pairs_found,binary
cell,cell_fold=4,log_density,logistic,480,480.0,0.3859219109279689,0.13111888463093394,True,17,enumeration,all_pairs_found,binary
seed,seed=1234,log_density,survival_loglog,480,480.0,0.44108317027903376,0.13986903531911601,True,172,enumeration,all_pairs_found,binary
seed,seed=1235,log_density,survival_loglog,480,480.0,0.4274425836799385,0.14174421749494007,True,186,enumeration,all_pairs_found,binary
seed,seed=1236,log_density,survival_loglog,480,480.0,0.41392830706535705,0.139840050555268,True,200,enumeration,all_pairs_found,binary
seed,seed=1237,log_density,survival_loglog,480,480.0,0.38680724422660195,0.12975384931407297,True,197,enumeration,all_pairs_found,binary
seed,seed=1238,log_density,survival_loglog,480,480.0,0.43233799429575787,0.1456012948451531,False,250,enumeration,all_pairs_found,binary
cell,cell_fold=0,log_density,survival_loglog,480,480.0,0.4040061755529482,0.13542466876904907,True,228,enumeration,all_pairs_found,binary
cell,cell_fold=1,log_density,survival_loglog,480,480.0,0.4958978522296989,0.1488989315004429,True,197,enumeration,all_pairs_found,binary
cell,cell_fold=2,log_density,survival_loglog,480,480.0,0.41191131751191096,0.14055665820099944,True,167,enumeration,all_pairs_found,binary
cell,cell_fold=3,log_density,survival_loglog,480,480.0,0.4327252413008004,0.13607143317756926,True,90,enumeration,all_pairs_found,binary
cell,cell_fold=4,log_density,survival_loglog,480,480.0,0.388795974439797,0.13111997126511005,True,196,enumeration,all_pairs_found,binary
seed,seed=1234,log_burden,logistic,480,480.0,0.36971738615609023,0.1164429567629957,True,17,enumeration,all_pairs_found,binary
seed,seed=1235,log_burden,logistic,480,480.0,0.41787730280120006,0.1435615693362438,True,17,enumeration,all_pairs_found,binary
seed,seed=1236,log_burden,logistic,480,480.0,0.3869920573439043,0.13187124918800902,True,17,enumeration,all_pairs_found,binary
seed,seed=1237,log_burden,logistic,480,480.0,0.3907916216616041,0.13391144360212467,True,17,enumeration,all_pairs_found,binary
seed,seed=1238,log_burden,logistic,480,480.0,0.4383117974298149,0.14080466542786813,True,19,enumeration,all_pairs_found,binary
cell,cell_fold=0,log_burden,logistic,480,480.0,0.3801331702314094,0.12971413298384574,True,17,enumeration,all_pairs_found,binary
cell,cell_fold=1,log_burden,logistic,480,480.0,0.44483964011638216,0.13864615999586424,True,20,enumeration,all_pairs_found,binary
cell,cell_fold=2,log_burden,logistic,480,480.0,0.397380458713075,0.1368808169019552,True,17,enumeration,all_pairs_found,binary
cell,cell_fold=3,log_burden,logistic,480,480.0,0.3954816247184375,0.12457528930930899,True,19,enumeration,all_pairs_found,binary
cell,cell_fold=4,log_burden,logistic,480,480.0,0.36499907824410155,0.12207039166017644,True,17,enumeration,all_pairs_found,binary
seed,seed=1234,log_burden,survival_loglog,480,480.0,0.36586032177840955,0.11574795219386459,False,250,enumeration,all_pairs_found,binary
seed,seed=1235,log_burden,survival_loglog,480,480.0,0.41604555134535165,0.14292200616307074,False,250,enumeration,all_pairs_found,binary
seed,seed=1236,log_burden,survival_loglog,480,480.0,0.3860140883033798,0.13157123839184767,False,250,enumeration,all_pairs_found,binary
seed,seed=1237,log_burden,survival_loglog,480,480.0,0.39761723897222306,0.13350784911753005,False,250,enumeration,all_pairs_found,binary
seed,seed=1238,log_burden,survival_loglog,480,480.0,0.4317652206617054,0.14170405439827743,True,180,enumeration,all_pairs_found,binary
cell,cell_fold=0,log_burden,survival_loglog,480,480.0,0.38120182464585234,0.12953922699916623,True,208,enumeration,all_pairs_found,binary
cell,cell_fold=1,log_burden,survival_loglog,480,480.0,0.5594441206813447,0.1383467223533154,False,250,enumeration,all_pairs_found,binary
cell,cell_fold=2,log_burden,survival_loglog,480,480.0,0.3976717230167577,0.13685673131323142,True,219,enumeration,all_pairs_found,binary
cell,cell_fold=3,log_burden,survival_loglog,480,480.0,0.4045530194957172,0.12433771657846586,True,134,enumeration,all_pairs_found,binary
cell,cell_fold=4,log_burden,survival_loglog,480,480.0,0.36194721352488385,0.12130142169862546,True,162,enumeration,all_pairs_found,binary
seed,seed=1234,power_separable,logistic,480,480.0,0.36243091123835425,0.11474053618578986,True,19,enumeration,all_pairs_found,binary
seed,seed=1235,power_separable,logistic,480,480.0,0.405426524828235,0.13600661041644083,True,19,enumeration,all_pairs_found,binary
seed,seed=1236,power_separable,logistic,480,480.0,0.37015454512076185,0.12463040903504077,True,19,enumeration,all_pairs_found,binary
seed,seed=1237,power_separable,logistic,480,480.0,0.373280163025343,0.12761399151688613,True,19,enumeration,all_pairs_found,binary
seed,seed=1238,power_separable,logistic,480,480.0,0.42115283098241846,0.13208785826828676,True,19,enumeration,all_pairs_found,binary
cell,cell_fold=0,power_separable,logistic,480,480.0,0.36114197849509416,0.12095150464178997,True,18,enumeration,all_pairs_found,binary
cell,cell_fold=1,power_separable,logistic,480,480.0,0.40952138221972484,0.1318937334896804,True,19,enumeration,all_pairs_found,binary
cell,cell_fold=2,power_separable,logistic,480,480.0,0.38788990798691925,0.13160886107316339,True,18,enumeration,all_pairs_found,binary
cell,cell_fold=3,power_separable,logistic,480,480.0,0.3851092511256146,0.1207112526438015,True,19,enumeration,all_pairs_found,binary
cell,cell_fold=4,power_separable,logistic,480,480.0,0.3522883313312235,0.11852774408626472,True,19,enumeration,all_pairs_found,binary
seed,seed=1234,power_separable,survival_loglog,480,480.0,0.3645201325775871,0.11402338513080816,True,186,enumeration,all_pairs_found,binary
seed,seed=1235,power_separable,survival_loglog,480,480.0,0.4050866217295044,0.1364993548007584,False,250,enumeration,all_pairs_found,binary
seed,seed=1236,power_separable,survival_loglog,480,480.0,0.3680268712407727,0.12429574072259715,True,157,enumeration,all_pairs_found,binary
seed,seed=1237,power_separable,survival_loglog,480,480.0,0.3778879037414851,0.12625768887082559,False,250,enumeration,all_pairs_found,binary
seed,seed=1238,power_separable,survival_loglog,480,480.0,0.4112485106002209,0.13272184801293319,True,221,enumeration,all_pairs_found,binary
cell,cell_fold=0,power_separable,survival_loglog,480,480.0,0.3616483178098691,0.12101799991328835,True,205,enumeration,all_pairs_found,binary
cell,cell_fold=1,power_separable,survival_loglog,480,480.0,0.5710375481742176,0.1330444270880101,False,250,enumeration,all_pairs_found,binary
cell,cell_fold=2,power_separable,survival_loglog,480,480.0,0.3832849256917432,0.13069483965559378,False,250,enumeration,all_pairs_found,binary
cell,cell_fold=3,power_separable,survival_loglog,480,480.0,0.39099926968847215,0.12030350533591345,False,250,enumeration,all_pairs_found,binary
cell,cell_fold=4,power_separable,survival_loglog,480,480.0,0.35645183629174804,0.11879032980496383,True,237,enumeration,all_pairs_found,binary
seed,seed=1234,power_interaction,logistic,480,480.0,0.3534144961121241,0.1114352728083263,True,18,enumeration,all_pairs_found,binary
seed,seed=1235,power_interaction,logistic,480,480.0,0.40330883311656757,0.1351933170487342,True,18,enumeration,all_pairs_found,binary
seed,seed=1236,power_interaction,logistic,480,480.0,0.36646650507439144,0.12289608314296793,True,18,enumeration,all_pairs_found,binary
seed,seed=1237,power_interaction,logistic,480,480.0,0.3763715519353718,0.12713971858058637,True,18,enumeration,all_pairs_found,binary
seed,seed=1238,power_interaction,logistic,480,480.0,0.4258762796812373,0.13198295250057338,True,19,enumeration,all_pairs_found,binary
cell,cell_fold=0,power_interaction,logistic,480,480.0,0.36200983190895464,0.12072965970093033,True,18,enumeration,all_pairs_found,binary
cell,cell_fold=1,power_interaction,logistic,480,480.0,0.40198024251903325,0.12937290149830233,True,19,enumeration,all_pairs_found,binary
cell,cell_fold=2,power_interaction,logistic,480,480.0,0.39065893494028703,0.13083384901019715,True,18,enumeration,all_pairs_found,binary
cell,cell_fold=3,power_interaction,logistic,480,480.0,0.3871253510679425,0.12166728817955666,True,19,enumeration,all_pairs_found,binary
cell,cell_fold=4,power_interaction,logistic,480,480.0,0.3455544262734008,0.11570105241367945,True,18,enumeration,all_pairs_found,binary
seed,seed=1234,power_interaction,survival_loglog,480,480.0,0.3515127427469455,0.11107293859578136,False,250,enumeration,all_pairs_found,binary
seed,seed=1235,power_interaction,survival_loglog,480,480.0,0.40263609890442115,0.13486516189841327,False,250,enumeration,all_pairs_found,binary
seed,seed=1236,power_interaction,survival_loglog,480,480.0,0.36515397036636915,0.1228131199051641,False,250,enumeration,all_pairs_found,binary
seed,seed=1237,power_interaction,survival_loglog,480,480.0,0.4078791037310642,0.12563966419454067,False,250,enumeration,all_pairs_found,binary
seed,seed=1238,power_interaction,survival_loglog,480,480.0,0.4196432922117262,0.13251559159003282,True,232,enumeration,all_pairs_found,binary
cell,cell_fold=0,power_interaction,survival_loglog,480,480.0,0.3607985735686226,0.11989965197086576,False,250,enumeration,all_pairs_found,binary
cell,cell_fold=1,power_interaction,survival_loglog,480,480.0,0.4932274533231174,0.12974850423159492,True,232,enumeration,all_pairs_found,binary
cell,cell_fold=2,power_interaction,survival_loglog,480,480.0,0.38968247320686017,0.13092653114519318,False,250,enumeration,all_pairs_found,binary
cell,cell_fold=3,power_interaction,survival_loglog,480,480.0,0.39790075256574586,0.12114417158942346,True,175,enumeration,all_pairs_found,binary
cell,cell_fold=4,power_interaction,survival_loglog,480,480.0,0.3493841977164599,0.11625170662566314,False,250,enumeration,all_pairs_found,binary
seed,seed=1234,power_quadratic,logistic,480,480.0,0.35374074024332847,0.11133873340377537,True,23,enumeration,all_pairs_found,binary
seed,seed=1235,power_quadratic,logistic,480,480.0,0.409516080218329,0.13144762212443578,True,22,enumeration,all_pairs_found,binary
seed,seed=1236,power_quadratic,logistic,480,480.0,0.3731110749788436,0.12621291283416836,True,22,enumeration,all_pairs_found,binary
seed,seed=1237,power_quadratic,logistic,480,480.0,0.3674747583035273,0.12289077657127884,True,22,enumeration,all_pairs_found,binary
seed,seed=1238,power_quadratic,logistic,480,480.0,0.4263920595590959,0.12856361550139345,True,23,enumeration,all_pairs_found,binary
cell,cell_fold=0,power_quadratic,logistic,480,480.0,0.3712474568836257,0.12258426089199351,True,21,enumeration,all_pairs_found,binary
cell,cell_fold=1,power_quadratic,logistic,480,480.0,0.3830824994643116,0.1234730281806539,True,22,enumeration,all_pairs_found,binary
cell,cell_fold=2,power_quadratic,logistic,480,480.0,0.3826716501010427,0.12611111841944303,True,22,enumeration,all_pairs_found,binary
cell,cell_fold=3,power_quadratic,logistic,480,480.0,0.39043128763551416,0.1219895802105532,True,21,enumeration,all_pairs_found,binary
cell,cell_fold=4,power_quadratic,logistic,480,480.0,0.33493535366369814,0.1098084977429564,True,23,enumeration,all_pairs_found,binary
seed,seed=1234,power_quadratic,survival_loglog,480,480.0,0.35385800260012434,0.11174079567924487,False,250,enumeration,all_pairs_found,binary
seed,seed=1235,power_quadratic,survival_loglog,480,480.0,0.4052241588445373,0.13134547553659,False,250,enumeration,all_pairs_found,binary
seed,seed=1236,power_quadratic,survival_loglog,480,480.0,0.3749123119509035,0.12692786939121314,False,250,enumeration,all_pairs_found,binary
seed,seed=1237,power_quadratic,survival_loglog,480,480.0,0.39832652385716905,0.12177088960153548,False,250,enumeration,all_pairs_found,binary
seed,seed=1238,power_quadratic,survival_loglog,480,480.0,0.4102958749115126,0.1279784755202599,False,250,enumeration,all_pairs_found,binary
cell,cell_fold=0,power_quadratic,survival_loglog,480,480.0,0.36968925148230425,0.12145417209785961,False,250,enumeration,all_pairs_found,binary
cell,cell_fold=1,power_quadratic,survival_loglog,480,480.0,0.5229292052721576,0.12443090683912474,False,250,enumeration,all_pairs_found,binary
cell,cell_fold=2,power_quadratic,survival_loglog,480,480.0,0.3793724514150965,0.1250199491643643,False,250,enumeration,all_pairs_found,binary
cell,cell_fold=3,power_quadratic,survival_loglog,480,480.0,0.40279047201009605,0.12165998386191516,False,250,enumeration,all_pairs_found,binary
cell,cell_fold=4,power_quadratic,survival_loglog,480,480.0,0.3414874491354079,0.10896700977451924,False,250,enumeration,all_pairs_found,binary
seed,seed=1234,piecewise_power,logistic,480,480.0,0.3615838557266103,0.11424472028314228,True,20,enumeration,all_pairs_found,binary
seed,seed=1235,piecewise_power,logistic,480,480.0,0.41042553061164394,0.1328888233082997,True,20,enumeration,all_pairs_found,binary
seed,seed=1236,piecewise_power,logistic,480,480.0,0.37778348437221976,0.12795280038686938,True,20,enumeration,all_pairs_found,binary
seed,seed=1237,piecewise_power,logistic,480,480.0,0.3639971498285975,0.1226050580181384,True,20,enumeration,all_pairs_found,binary
seed,seed=1238,piecewise_power,logistic,480,480.0,0.4106247834344047,0.129336352604416,True,23,enumeration,all_pairs_found,binary
cell,cell_fold=0,piecewise_power,logistic,480,480.0,0.37158496360724413,0.12383965729814368,True,20,enumeration,all_pairs_found,binary
cell,cell_fold=1,piecewise_power,logistic,480,480.0,0.397619304087265,0.12732296518466177,True,21,enumeration,all_pairs_found,binary
cell,cell_fold=2,piecewise_power,logistic,480,480.0,0.3842160432424787,0.12699872963751674,True,20,enumeration,all_pairs_found,binary
cell,cell_fold=3,piecewise_power,logistic,480,480.0,0.39068531225332936,0.12222573706725834,True,21,enumeration,all_pairs_found,binary
cell,cell_fold=4,piecewise_power,logistic,480,480.0,0.35230052094430964,0.11589451341723706,True,20,enumeration,all_pairs_found,binary
seed,seed=1234,piecewise_power,survival_loglog,480,480.0,0.36159655583907896,0.11441413239137785,False,250,enumeration,all_pairs_found,binary
seed,seed=1235,piecewise_power,survival_loglog,480,480.0,0.4091951809249264,0.13369049724047372,False,250,enumeration,all_pairs_found,binary
seed,seed=1236,piecewise_power,survival_loglog,480,480.0,0.37703643645849305,0.12817843259567158,False,250,enumeration,all_pairs_found,binary
seed,seed=1237,piecewise_power,survival_loglog,480,480.0,0.3631683603063121,0.12102727220488971,False,250,enumeration,all_pairs_found,binary
seed,seed=1238,piecewise_power,survival_loglog,480,480.0,0.4015191565441951,0.12952180781243125,False,250,enumeration,all_pairs_found,binary
cell,cell_fold=0,piecewise_power,survival_loglog,480,480.0,0.3695080439178502,0.12314473322108196,False,250,enumeration,all_pairs_found,binary
cell,cell_fold=1,piecewise_power,survival_loglog,480,480.0,0.4697379458742302,0.12837630133124656,False,250,enumeration,all_pairs_found,binary
cell,cell_fold=2,piecewise_power,survival_loglog,480,480.0,0.37647800385359065,0.12535207674860066,False,250,enumeration,all_pairs_found,binary
cell,cell_fold=3,piecewise_power,survival_loglog,480,480.0,0.38948965596313045,0.12257406078508264,True,236,enumeration,all_pairs_found,binary
cell,cell_fold=4,piecewise_power,survival_loglog,480,480.0,0.3751957157630705,0.11494137793946854,False,250,enumeration,all_pairs_found,binary
seed,seed=1234,exponential_separable,logistic,480,480.0,0.3755451894683708,0.11843278536152267,True,18,enumeration,all_pairs_found,binary
seed,seed=1235,exponential_separable,logistic,480,480.0,0.40474314846429565,0.13618212749178807,True,18,enumeration,all_pairs_found,binary
seed,seed=1236,exponential_separable,logistic,480,480.0,0.38272516746680324,0.12969216036361983,True,18,enumeration,all_pairs_found,binary
seed,seed=1237,exponential_separable,logistic,480,480.0,0.36605187965153063,0.12366872869588645,True,18,enumeration,all_pairs_found,binary
seed,seed=1238,exponential_separable,logistic,480,480.0,0.44071242131105304,0.13768348511254955,True,19,enumeration,all_pairs_found,binary
cell,cell_fold=0,exponential_separable,logistic,480,480.0,0.36870166668393456,0.1230179614561294,True,18,enumeration,all_pairs_found,binary
cell,cell_fold=1,exponential_separable,logistic,480,480.0,0.4222519231796054,0.13279549227159335,True,19,enumeration,all_pairs_found,binary
cell,cell_fold=2,exponential_separable,logistic,480,480.0,0.439671514718993,0.14430527693784848,True,18,enumeration,all_pairs_found,binary
cell,cell_fold=3,exponential_separable,logistic,480,480.0,0.38745802437966775,0.1200354893830938,True,18,enumeration,all_pairs_found,binary
cell,cell_fold=4,exponential_separable,logistic,480,480.0,0.3734729752985665,0.12396139737005842,True,18,enumeration,all_pairs_found,binary
seed,seed=1234,exponential_separable,survival_loglog,480,480.0,0.3726138063169707,0.11799845261535655,False,250,enumeration,all_pairs_found,binary
seed,seed=1235,exponential_separable,survival_loglog,480,480.0,0.4069785652143487,0.1372026942333468,False,250,enumeration,all_pairs_found,binary
seed,seed=1236,exponential_separable,survival_loglog,480,480.0,0.38296742146004864,0.13009609832638036,False,250,enumeration,all_pairs_found,binary
seed,seed=1237,exponential_separable,survival_loglog,480,480.0,0.36855602596577064,0.12330851384931792,False,250,enumeration,all_pairs_found,binary
seed,seed=1238,exponential_separable,survival_loglog,480,480.0,0.4313101258187875,0.138576908074423,False,250,enumeration,all_pairs_found,binary
cell,cell_fold=0,exponential_separable,survival_loglog,480,480.0,0.371781616752413,0.1242830184370804,False,250,enumeration,all_pairs_found,binary
cell,cell_fold=1,exponential_separable,survival_loglog,480,480.0,0.5570745964794135,0.13505659740856546,False,250,enumeration,all_pairs_found,binary
cell,cell_fold=2,exponential_separable,survival_loglog,480,480.0,0.4452946172251245,0.14245750918027855,False,250,enumeration,all_pairs_found,binary
cell,cell_fold=3,exponential_separable,survival_loglog,480,480.0,0.39459681912902256,0.12091425389689227,False,250,enumeration,all_pairs_found,binary
cell,cell_fold=4,exponential_separable,survival_loglog,480,480.0,0.4293590061292012,0.12388264248266748,False,250,enumeration,all_pairs_found,binary
seed,seed=1234,exponential_interaction,logistic,480,480.0,0.36676219701339835,0.11532012815817119,True,20,enumeration,all_pairs_found,binary
seed,seed=1235,exponential_interaction,logistic,480,480.0,0.3943067036095608,0.1322185417963816,True,20,enumeration,all_pairs_found,binary
seed,seed=1236,exponential_interaction,logistic,480,480.0,0.3713675336069482,0.12517699975430344,True,20,enumeration,all_pairs_found,binary
seed,seed=1237,exponential_interaction,logistic,480,480.0,0.3853171349665048,0.12527353843117683,True,20,enumeration,all_pairs_found,binary
seed,seed=1238,exponential_interaction,logistic,480,480.0,0.42633330736775826,0.13597639397246136,True,19,enumeration,all_pairs_found,binary
cell,cell_fold=0,exponential_interaction,logistic,480,480.0,0.3697821977361631,0.12251296736515288,True,20,enumeration,all_pairs_found,binary
cell,cell_fold=1,exponential_interaction,logistic,480,480.0,0.4298195475550228,0.12959341475937217,True,19,enumeration,all_pairs_found,binary
cell,cell_fold=2,exponential_interaction,logistic,480,480.0,0.4117367933821327,0.13539980923112452,True,19,enumeration,all_pairs_found,binary
