scheme,fold,candidate,link,n_rows,n_trials,log_loss,brier,converged,iterations,mode,target,kind
cell,cell_fold=2,power_separable,logistic,402,402.0,0.4718481408901606,0.1363664255135549,True,16,direct,exact_given_parsed,binary
cell,cell_fold=3,power_separable,logistic,404,404.0,0.4527158068692137,0.14672582186612135,True,16,direct,exact_given_parsed,binary
cell,cell_fold=4,power_separable,logistic,403,403.0,0.3815421852217649,0.12454084776928409,True,16,direct,exact_given_parsed,binary
seed,seed=1234,power_separable,survival_loglog,405,405.0,0.4925172090059296,0.14635206934752715,True,58,direct,exact_given_parsed,binary
seed,seed=1235,power_separable,survival_loglog,407,407.0,0.4106176245692886,0.13494351300398616,True,53,direct,exact_given_parsed,binary
seed,seed=1236,power_separable,survival_loglog,403,403.0,0.40815995808022476,0.13435747718421778,True,47,direct,exact_given_parsed,binary
seed,seed=1237,power_separable,survival_loglog,399,399.0,0.5243859784523829,0.1572718105442926,True,54,direct,exact_given_parsed,binary
seed,seed=1238,power_separable,survival_loglog,399,399.0,0.39134098041055043,0.12408986702808289,True,45,direct,exact_given_parsed,binary
cell,cell_fold=0,power_separable,survival_loglog,405,405.0,0.44149737101787945,0.14402768118353657,True,54,direct,exact_given_parsed,binary
cell,cell_fold=1,power_separable,survival_loglog,399,399.0,0.4445372894253469,0.13512759951961617,True,51,direct,exact_given_parsed,binary
cell,cell_fold=2,power_separable,survival_loglog,402,402.0,0.5789198134128842,0.14180413065063044,True,56,direct,exact_given_parsed,binary
cell,cell_fold=3,power_separable,survival_loglog,404,404.0,0.48705685690684997,0.14856468767551403,True,60,direct,exact_given_parsed,binary
cell,cell_fold=4,power_separable,survival_loglog,403,403.0,0.389190755017982,0.1281207475290868,True,52,direct,exact_given_parsed,binary
seed,seed=1234,power_interaction,logistic,405,405.0,0.4372293398873839,0.14094527013861005,True,16,direct,exact_given_parsed,binary
seed,seed=1235,power_interaction,logistic,407,407.0,0.4023674457862363,0.13215094061210975,True,16,direct,exact_given_parsed,binary
seed,seed=1236,power_interaction,logistic,403,403.0,0.4066052571013039,0.13287202018452843,True,16,direct,exact_given_parsed,binary
seed,seed=1237,power_interaction,logistic,399,399.0,0.4752407070673649,0.15005208084974345,True,16,direct,exact_given_parsed,binary
seed,seed=1238,power_interaction,logistic,399,399.0,0.36502417113419705,0.11705842689322006,True,16,direct,exact_given_parsed,binary
cell,cell_fold=0,power_interaction,logistic,405,405.0,0.4530028329078906,0.14488813018597418,True,15,direct,exact_given_parsed,binary
cell,cell_fold=1,power_interaction,logistic,399,399.0,0.4130102277553129,0.13453901095165738,True,16,direct,exact_given_parsed,binary
cell,cell_fold=2,power_interaction,logistic,402,402.0,0.4974040431421833,0.1367129463080438,True,16,direct,exact_given_parsed,binary
cell,cell_fold=3,power_interaction,logistic,404,404.0,0.45523960943335096,0.1461353070053341,True,16,direct,exact_given_parsed,binary
cell,cell_fold=4,power_interaction,logistic,403,403.0,0.39106802373990457,0.1289739749865114,True,16,direct,exact_given_parsed,binary
seed,seed=1234,power_interaction,survival_loglog,405,405.0,0.48330154880317944,0.14485016587741428,True,85,direct,exact_given_parsed,binary
seed,seed=1235,power_interaction,survival_loglog,407,407.0,0.40198412075081386,0.13276044386050712,True,71,direct,exact_given_parsed,binary
seed,seed=1236,power_interaction,survival_loglog,403,403.0,0.41302652764208064,0.13373542785273065,True,60,direct,exact_given_parsed,binary
seed,seed=1237,power_interaction,survival_loglog,399,399.0,0.5128400279809079,0.1550279740679331,True,65,direct,exact_given_parsed,binary
seed,seed=1238,power_interaction,survival_loglog,399,399.0,0.37901101395705106,0.12197987943169505,True,57,direct,exact_given_parsed,binary
cell,cell_fold=0,power_interaction,survival_loglog,405,405.0,0.46100198575309725,0.1457151736824396,True,84,direct,exact_given_parsed,binary
cell,cell_fold=1,power_interaction,survival_loglog,399,399.0,0.4565874655191095,0.1371290449300947,True,63,direct,exact_given_parsed,binary
cell,cell_fold=2,power_interaction,survival_loglog,402,402.0,0.5572945663401715,0.14161906256175105,True,69,direct,exact_given_parsed,binary
cell,cell_fold=3,power_interaction,survival_loglog,404,404.0,0.49412235983689246,0.1476350558700245,True,77,direct,exact_given_parsed,binary
cell,cell_fold=4,power_interaction,survival_loglog,403,403.0,0.40336199265396183,0.13218919372603244,True,68,direct,exact_given_parsed,binary
seed,seed=1234,power_quadratic,logistic,405,405.0,0.4184932200616807,0.13614775599667348,True,17,direct,exact_given_parsed,binary
seed,seed=1235,power_quadratic,logistic,407,407.0,0.39527001072980383,0.12909660861445474,True,17,direct,exact_given_parsed,binary
seed,seed=1236,power_quadratic,logistic,403,403.0,0.4125122395678112,0.13374269446331427,True,17,direct,exact_given_parsed,binary
seed,seed=1237,power_quadratic,logistic,399,399.0,0.4835330215834848,0.1457470295240878,True,17,direct,exact_given_parsed,binary
seed,seed=1238,power_quadratic,logistic,399,399.0,0.353021255345618,0.11439440043894339,True,17,direct,exact_given_parsed,binary
cell,cell_fold=0,power_quadratic,logistic,405,405.0,0.45509805952530247,0.13919626045086134,True,16,direct,exact_given_parsed,binary
cell,cell_fold=1,power_quadratic,logistic,399,399.0,0.4049714514600443,0.12975502755336316,True,17,direct,exact_given_parsed,binary
cell,cell_fold=2,power_quadratic,logistic,402,402.0,0.4708710032724734,0.1332455331087764,True,17,direct,exact_given_parsed,binary
cell,cell_fold=3,power_quadratic,logistic,404,404.0,0.4505325643126267,0.1457435333720359,True,17,direct,exact_given_parsed,binary
cell,cell_fold=4,power_quadratic,logistic,403,403.0,0.4089984771607592,0.13245061126014834,True,17,direct,exact_given_parsed,binary
seed,seed=1234,power_quadratic,survival_loglog,405,405.0,0.45977816217139994,0.13796591603945232,True,117,direct,exact_given_parsed,binary
seed,seed=1235,power_quadratic,survival_loglog,407,407.0,0.3944430538429174,0.13036630613526645,True,120,direct,exact_given_parsed,binary
seed,seed=1236,power_quadratic,survival_loglog,403,403.0,0.4312457067843045,0.1350218943629982,True,138,direct,exact_given_parsed,binary
seed,seed=1237,power_quadratic,survival_loglog,399,399.0,0.5034889446236477,0.1490182656414682,True,127,direct,exact_given_parsed,binary
seed,seed=1238,power_quadratic,survival_loglog,399,399.0,0.3586219788319299,0.11626245629350317,True,113,direct,exact_given_parsed,binary
cell,cell_fold=0,power_quadratic,survival_loglog,405,405.0,0.44613905454864794,0.13869205208488397,True,144,direct,exact_given_parsed,binary
cell,cell_fold=1,power_quadratic,survival_loglog,399,399.0,0.4403116089562631,0.1320271199808045,True,125,direct,exact_given_parsed,binary
cell,cell_fold=2,power_quadratic,survival_loglog,402,402.0,0.43093560550702253,0.13406421509486752,True,112,direct,exact_given_parsed,binary
cell,cell_fold=3,power_quadratic,survival_loglog,404,404.0,0.4940869724641856,0.14393389353660535,True,160,direct,exact_given_parsed,binary
cell,cell_fold=4,power_quadratic,survival_loglog,403,403.0,0.40073503387516163,0.13426326800771346,True,143,direct,exact_given_parsed,binary
seed,seed=1234,piecewise_power,logistic,405,405.0,0.42080433824125035,0.13623476586952663,True,16,direct,exact_given_parsed,binary
seed,seed=1235,piecewise_power,logistic,407,407.0,0.39618435965781,0.12920603984380274,True,16,direct,exact_given_parsed,binary
seed,seed=1236,piecewise_power,logistic,403,403.0,0.41842836474069467,0.13581563622508214,True,16,direct,exact_given_parsed,binary
seed,seed=1237,piecewise_power,logistic,399,399.0,0.46787903682518817,0.14829275867026534,True,16,direct,exact_given_parsed,binary
seed,seed=1238,piecewise_power,logistic,399,399.0,0.3579062164406873,0.11509534834969667,True,16,direct,exact_given_parsed,binary
cell,cell_fold=0,piecewise_power,logistic,405,405.0,0.43255328156587786,0.1350207229861274,True,15,direct,exact_given_parsed,binary
cell,cell_fold=1,piecewise_power,logistic,399,399.0,0.4033896050912345,0.1308312326745716,True,16,direct,exact_given_parsed,binary
cell,cell_fold=2,piecewise_power,logistic,402,402.0,0.4321928293705843,0.13457090869397037,True,16,direct,exact_given_parsed,binary
cell,cell_fold=3,piecewise_power,logistic,404,404.0,0.4495629252764877,0.14252438328357855,True,16,direct,exact_given_parsed,binary
cell,cell_fold=4,piecewise_power,logistic,403,403.0,0.39877518932040834,0.13419033461415122,True,16,direct,exact_given_parsed,binary
seed,seed=1234,piecewise_power,survival_loglog,405,405.0,0.4531133379268247,0.1364732564334166,True,196,direct,exact_given_parsed,binary
seed,seed=1235,piecewise_power,survival_loglog,407,407.0,0.3986578700228189,0.13108461813981015,True,171,direct,exact_given_parsed,binary
seed,seed=1236,piecewise_power,survival_loglog,403,403.0,0.43123068247384055,0.13661976571110807,True,212,direct,exact_given_parsed,binary
seed,seed=1237,piecewise_power,survival_loglog,399,399.0,0.5057144753805373,0.15046029496366453,True,181,direct,exact_given_parsed,binary
seed,seed=1238,piecewise_power,survival_loglog,399,399.0,0.3606235092002564,0.11579261090366567,True,168,direct,exact_given_parsed,binary
cell,cell_fold=0,piecewise_power,survival_loglog,405,405.0,0.4295679832605831,0.1355465305991796,False,250,direct,exact_given_parsed,binary
cell,cell_fold=1,piecewise_power,survival_loglog,399,399.0,0.42850222671886207,0.12856325213926748,True,223,direct,exact_given_parsed,binary
cell,cell_fold=2,piecewise_power,survival_loglog,402,402.0,0.4335420243131977,0.13573832527217608,True,188,direct,exact_given_parsed,binary
cell,cell_fold=3,piecewise_power,survival_loglog,404,404.0,0.4850708652977234,0.1409059104700702,True,187,direct,exact_given_parsed,binary
cell,cell_fold=4,piecewise_power,survival_loglog,403,403.0,0.3985421129300063,0.134126366635793,True,173,direct,exact_given_parsed,binary
seed,seed=1234,exponential_separable,logistic,405,405.0,0.5013956555596536,0.15567616405356008,True,15,direct,exact_given_parsed,binary
seed,seed=1235,exponential_separable,logistic,407,407.0,0.43057287538666966,0.13848480455662374,True,15,direct,exact_given_parsed,binary
seed,seed=1236,exponential_separable,logistic,403,403.0,0.431390834743563,0.13865697664322182,True,15,direct,exact_given_parsed,binary
seed,seed=1237,exponential_separable,logistic,399,399.0,0.5734466278569494,0.16345111189082823,True,15,direct,exact_given_parsed,binary
seed,seed=1238,exponential_separable,logistic,399,399.0,0.4339260658156828,0.13433639124286634,True,15,direct,exact_given_parsed,binary
cell,cell_fold=0,exponential_separable,logistic,405,405.0,0.4749870689517607,0.15408315372441975,True,14,direct,exact_given_parsed,binary
cell,cell_fold=1,exponential_separable,logistic,399,399.0,0.4264412600971784,0.13512015697340846,True,15,direct,exact_given_parsed,binary
cell,cell_fold=2,exponential_separable,logistic,402,402.0,0.6889055348659127,0.14942683581619162,True,15,direct,exact_given_parsed,binary
cell,cell_fold=3,exponential_separable,logistic,404,404.0,0.4776920827489796,0.15565086289184651,True,15,direct,exact_given_parsed,binary
cell,cell_fold=4,exponential_separable,logistic,403,403.0,0.4433024408948116,0.1342185687263123,True,15,direct,exact_given_parsed,binary
seed,seed=1234,exponential_separable,survival_loglog,405,405.0,0.567158218517991,0.17135632995019573,True,102,direct,exact_given_parsed,binary
seed,seed=1235,exponential_separable,survival_loglog,407,407.0,0.4619371551155309,0.15305216787482656,True,84,direct,exact_given_parsed,binary
seed,seed=1236,exponential_separable,survival_loglog,403,403.0,0.44490582369117676,0.1467606080903516,True,87,direct,exact_given_parsed,binary
seed,seed=1237,exponential_separable,survival_loglog,399,399.0,0.5911976047512154,0.1792795049665907,True,94,direct,exact_given_parsed,binary
seed,seed=1238,exponential_separable,survival_loglog,399,399.0,0.46786784177241275,0.15283472077639348,True,85,direct,exact_given_parsed,binary
cell,cell_fold=0,exponential_separable,survival_loglog,405,405.0,0.5298357031480642,0.17290997126883736,True,107,direct,exact_given_parsed,binary
cell,cell_fold=1,exponential_separable,survival_loglog,399,399.0,0.4798564802331396,0.14677642198889373,True,83,direct,exact_given_parsed,binary
cell,cell_fold=2,exponential_separable,survival_loglog,402,402.0,0.8966423693436539,0.1661095424434023,True,71,direct,exact_given_parsed,binary
cell,cell_fold=3,exponential_separable,survival_loglog,404,404.0,0.5184116500780753,0.16455080222775817,True,89,direct,exact_given_parsed,binary
cell,cell_fold=4,exponential_separable,survival_loglog,403,403.0,0.44550274980686033,0.1479085321687895,True,77,direct,exact_given_parsed,binary
seed,seed=1234,exponential_interaction,logistic,405,405.0,0.4843388801799391,0.1517488770767792,True,15,direct,exact_given_parsed,binary
seed,seed=1235,exponential_interaction,logistic,407,407.0,0.4200998548107681,0.13871715137099358,True,15,direct,exact_given_parsed,binary
seed,seed=1236,exponential_interaction,logistic,403,403.0,0.425275641547785,0.13650353003722374,True,15,direct,exact_given_parsed,binary
seed,seed=1237,exponential_interaction,logistic,399,399.0,0.5338956854107314,0.16079306843452895,True,15,direct,exact_given_parsed,binary
seed,seed=1238,exponential_interaction,logistic,399,399.0,0.40719645941020927,0.13189172086024162,True,15,direct,exact_given_parsed,binary
cell,cell_fold=0,exponential_interaction,logistic,405,405.0,0.5073549001519644,0.1544368471819953,True,14,direct,exact_given_parsed,binary
cell,cell_fold=1,exponential_interaction,logistic,399,399.0,0.4509513443216316,0.1438864415839902,True,15,direct,exact_given_parsed,binary
cell,cell_fold=2,exponential_interaction,logistic,402,402.0,0.6723461829447686,0.14731524320613631,True,15,direct,exact_given_parsed,binary
cell,cell_fold=3,exponential_interaction,logistic,404,404.0,0.5141250393529165,0.15942683244431183,True,15,direct,exact_given_parsed,binary
cell,cell_fold=4,exponential_interaction,logistic,403,403.0,0.4462536688966376,0.13792358103634608,True,15,direct,exact_given_parsed,binary
seed,seed=1234,exponential_interaction,survival_loglog,405,405.0,0.5556831928041658,0.15876522800181367,True,144,direct,exact_given_parsed,binary
seed,seed=1235,exponential_interaction,survival_loglog,407,407.0,0.4309492956965773,0.14274568040960983,True,111,direct,exact_given_parsed,binary
seed,seed=1236,exponential_interaction,survival_loglog,403,403.0,0.4399562940071777,0.14122882347578572,True,91,direct,exact_given_parsed,binary
seed,seed=1237,exponential_interaction,survival_loglog,399,399.0,0.5585524324401187,0.17096829859208718,True,106,direct,exact_given_parsed,binary
seed,seed=1238,exponential_interaction,survival_loglog,399,399.0,0.43088515762378726,0.14238113894265406,True,94,direct,exact_given_parsed,binary
cell,cell_fold=0,exponential_interaction,survival_loglog,405,405.0,0.6473796010617732,0.16296749752283515,True,152,direct,exact_given_parsed,binary
cell,cell_fold=1,exponential_interaction,survival_loglog,399,399.0,0.49806506636839476,0.15014790110540732,True,140,direct,exact_given_parsed,binary
cell,cell_fold=2,exponential_interaction,survival_loglog,402,402.0,0.811299568475151,0.15808283225960126,True,87,direct,exact_given_parsed,binary
cell,cell_fold=3,exponential_interaction,survival_loglog,404,404.0,0.5377099373874181,0.16249407014637776,True,129,direct,exact_given_parsed,binary
cell,cell_fold=4,exponential_interaction,survival_loglog,403,403.0,0.5069142648249122,0.14436283418696447,True,111,direct,exact_given_parsed,binary
seed,seed=1234,root_separable,logistic,405,405.0,0.46581335621676867,0.14634922119569388,True,14,direct,exact_given_parsed,binary
seed,seed=1235,root_separable,logistic,407,407.0,0.40908817972238526,0.13168074669842103,True,14,direct,exact_given_parsed,binary
seed,seed=1236,root_separable,logistic,403,403.0,0.4164218698112856,0.1345567645187259,True,14,direct,exact_given_parsed,binary
seed,seed=1237,root_separable,logistic,399,399.0,0.5202295169378305,0.15526422249748936,True,15,direct,exact_given_parsed,binary
seed,seed=1238,root_separable,logistic,399,399.0,0.3936915341518388,0.12260265038471187,True,15,direct,exact_given_parsed,binary
cell,cell_fold=0,root_separable,logistic,405,405.0,0.4378241572674091,0.1421964112660396,True,14,direct,exact_given_parsed,binary
cell,cell_fold=1,root_separable,logistic,399,399.0,0.41030140377235935,0.13160017450470843,True,15,direct,exact_given_parsed,binary
cell,cell_fold=2,root_separable,logistic,402,402.0,0.5522768589686556,0.14097025984259537,True,15,direct,exact_given_parsed,binary
cell,cell_fold=3,root_separable,logistic,404,404.0,0.4622651249306554,0.14990135597474322,True,15,direct,exact_given_parsed,binary
cell,cell_fold=4,root_separable,logistic,403,403.0,0.4034844030113072,0.12658062167956416,True,15,direct,exact_given_parsed,binary
seed,seed=1234,root_separable,survival_loglog,405,405.0,0.5301208602357054,0.15824147880449188,True,94,direct,exact_given_parsed,binary
seed,seed=1235,root_separable,survival_loglog,407,407.0,0.4348495126079841,0.14275826144533943,True,81,direct,exact_given_parsed,binary
seed,seed=1236,root_separable,survival_loglog,403,403.0,0.4229737440556782,0.1387656985935292,True,71,direct,exact_given_parsed,binary
seed,seed=1237,root_separable,survival_loglog,399,399.0,0.5641607537748731,0.16739554210461524,True,85,direct,exact_given_parsed,binary
seed,seed=1238,root_separable,survival_loglog,399,399.0,0.4289491170797097,0.1370314328687436,True,78,direct,exact_given_parsed,binary
cell,cell_fold=0,root_separable,survival_loglog,405,405.0,0.48462787358681847,0.15803342987406271,True,91,direct,exact_given_parsed,binary
cell,cell_fold=1,root_separable,survival_loglog,399,399.0,0.4655373257739383,0.13991481484532214,True,81,direct,exact_given_parsed,binary
cell,cell_fold=2,root_separable,survival_loglog,402,402.0,0.7756989518642124,0.1519478438179713,True,91,direct,exact_given_parsed,binary
cell,cell_fold=3,root_separable,survival_loglog,404,404.0,0.5046146966745317,0.15558561267022053,True,91,direct,exact_given_parsed,binary
cell,cell_fold=4,root_separable,survival_loglog,403,403.0,0.41559357777693245,0.13563841038233485,True,86,direct,exact_given_parsed,binary
seed,seed=1234,inverse_separable,logistic,405,405.0,0.4343133655489177,0.13787727976597391,True,18,direct,exact_given_parsed,binary
seed,seed=1235,inverse_separable,logistic,407,407.0,0.41305270449635334,0.13320502380575894,True,18,direct,exact_given_parsed,binary
seed,seed=1236,inverse_separable,logistic,403,403.0,0.4183694419863983,0.1352428814182355,True,18,direct,exact_given_parsed,binary
seed,seed=1237,inverse_separable,logistic,399,399.0,0.47245039818789364,0.15079062196134266,True,19,direct,exact_given_parsed,binary
seed,seed=1238,inverse_separable,logistic,399,399.0,0.3780990343266161,0.12130843561295153,True,18,direct,exact_given_parsed,binary
cell,cell_fold=0,inverse_separable,logistic,405,405.0,0.42091465311647136,0.13147288101861726,True,17,direct,exact_given_parsed,binary
cell,cell_fold=1,inverse_separable,logistic,399,399.0,0.41959074516381517,0.13729054120150294,True,19,direct,exact_given_parsed,binary
cell,cell_fold=2,inverse_separable,logistic,402,402.0,0.43085931295653324,0.13758073829118472,True,19,direct,exact_given_parsed,binary
cell,cell_fold=3,inverse_separable,logistic,404,404.0,0.4557659773743786,0.14718272776601743,True,17,direct,exact_given_parsed,binary
cell,cell_fold=4,inverse_separable,logistic,403,403.0,0.4016763010025251,0.13043536060269842,True,18,direct,exact_given_parsed,binary
seed,seed=1234,inverse_separable,survival_loglog,405,405.0,0.4496690491933453,0.1379738510778325,True,75,direct,exact_given_parsed,binary
seed,seed=1235,inverse_separable,survival_loglog,407,407.0,0.405910383416165,0.13311684708999066,True,54,direct,exact_given_parsed,binary
seed,seed=1236,inverse_separable,survival_loglog,403,403.0,0.41713022027991253,0.13544610785465333,True,47,direct,exact_given_parsed,binary
seed,seed=1237,inverse_separable,survival_loglog,399,399.0,0.4705400005504636,0.15084889892832432,True,67,direct,exact_given_parsed,binary
seed,seed=1238,inverse_separable,survival_loglog,399,399.0,0.3726667978134049,0.1195961834912785,True,47,direct,exact_given_parsed,binary
cell,cell_fold=0,inverse_separable,survival_loglog,405,405.0,0.409930023803503,0.13060408590562964,True,68,direct,exact_given_parsed,binary
cell,cell_fold=1,inverse_separable,survival_loglog,399,399.0,0.4142950874308694,0.13469694695601067,True,59,direct,exact_given_parsed,binary
cell,cell_fold=2,inverse_separable,survival_loglog,402,402.0,0.43947358256440905,0.137766577551997,True,63,direct,exact_given_parsed,binary
cell,cell_fold=3,inverse_separable,survival_loglog,404,404.0,0.4686390449171204,0.14434487877631652,True,69,direct,exact_given_parsed,binary
cell,cell_fold=4,inverse_separable,survival_loglog,403,403.0,0.39740753979333965,0.13155231388956642,True,51,direct,exact_given_parsed,binary
seed,seed=1234,logL_rawN,logistic,405,405.0,0.5016655930381958,0.1561228610337345,True,15,direct,exact_given_parsed,binary
seed,seed=1235,logL_rawN,logistic,407,407.0,0.4295670174636035,0.13851329936280773,True,15,direct,exact_given_parsed,binary
seed,seed=1236,logL_rawN,logistic,403,403.0,0.4295900581636062,0.13860536186931488,True,15,direct,exact_given_parsed,binary
seed,seed=1237,logL_rawN,logistic,399,399.0,0.5686080715777089,0.16157406700054577,True,15,direct,exact_given_parsed,binary
seed,seed=1238,logL_rawN,logistic,399,399.0,0.4275440125070945,0.13195950795526543,True,15,direct,exact_given_parsed,binary
cell,cell_fold=0,logL_rawN,logistic,405,405.0,0.4741221565154177,0.154213592282672,True,14,direct,exact_given_parsed,binary
cell,cell_fold=1,logL_rawN,logistic,399,399.0,0.4261245323679504,0.13530221436979423,True,15,direct,exact_given_parsed,binary
cell,cell_fold=2,logL_rawN,logistic,402,402.0,0.6872431031700489,0.14866378190057947,True,15,direct,exact_given_parsed,binary
cell,cell_fold=3,logL_rawN,logistic,404,404.0,0.47682565510789326,0.15534960076930326,True,15,direct,exact_given_parsed,binary
cell,cell_fold=4,logL_rawN,logistic,403,403.0,0.4426869416051329,0.13421589209046642,True,15,direct,exact_given_parsed,binary
seed,seed=1234,logL_rawN,survival_loglog,405,405.0,0.5653442999052178,0.17099681881836867,True,107,direct,exact_given_parsed,binary
seed,seed=1235,logL_rawN,survival_loglog,407,407.0,0.4600995303540602,0.15258599355178337,True,89,direct,exact_given_parsed,binary
seed,seed=1236,logL_rawN,survival_loglog,403,403.0,0.44271137468391697,0.1464603279279924,True,78,direct,exact_given_parsed,binary
seed,seed=1237,logL_rawN,survival_loglog,399,399.0,0.5830641911772096,0.17689418891677378,True,99,direct,exact_given_parsed,binary
seed,seed=1238,logL_rawN,survival_loglog,399,399.0,0.46148811507411774,0.15050141967460007,True,79,direct,exact_given_parsed,binary
cell,cell_fold=0,logL_rawN,survival_loglog,405,405.0,0.5282999291497618,0.17205607347674107,True,107,direct,exact_given_parsed,binary
cell,cell_fold=1,logL_rawN,survival_loglog,399,399.0,0.4797942539448989,0.14615885374291437,True,86,direct,exact_given_parsed,binary
cell,cell_fold=2,logL_rawN,survival_loglog,402,402.0,0.8951089186135754,0.16535152474276435,True,74,direct,exact_given_parsed,binary
cell,cell_fold=3,logL_rawN,survival_loglog,404,404.0,0.5157101419769784,0.16358930161642649,True,91,direct,exact_given_parsed,binary
cell,cell_fold=4,logL_rawN,survival_loglog,403,403.0,0.4409764779875413,0.14688440459245478,True,80,direct,exact_given_parsed,binary
seed,seed=1234,rawL_logN,logistic,405,405.0,0.4406297333963307,0.14024341282113537,True,15,direct,exact_given_parsed,binary
seed,seed=1235,rawL_logN,logistic,407,407.0,0.39902358345122935,0.12919919430377527,True,15,direct,exact_given_parsed,binary
seed,seed=1236,rawL_logN,logistic,403,403.0,0.4096628908990445,0.13350066733768473,True,15,direct,exact_given_parsed,binary
seed,seed=1237,rawL_logN,logistic,399,399.0,0.48935902311778673,0.15220748573348478,True,16,direct,exact_given_parsed,binary
seed,seed=1238,rawL_logN,logistic,399,399.0,0.3766061083247099,0.11913986347624915,True,16,direct,exact_given_parsed,binary
cell,cell_fold=0,rawL_logN,logistic,405,405.0,0.41789627524275685,0.1351663527593735,True,15,direct,exact_given_parsed,binary
cell,cell_fold=1,rawL_logN,logistic,399,399.0,0.40394947035902495,0.13057342156772192,True,16,direct,exact_given_parsed,binary
cell,cell_fold=2,rawL_logN,logistic,402,402.0,0.4772995451349699,0.13785140546170385,True,16,direct,exact_given_parsed,binary
cell,cell_fold=3,rawL_logN,logistic,404,404.0,0.451917036642639,0.14615571542677386,True,15,direct,exact_given_parsed,binary
cell,cell_fold=4,rawL_logN,logistic,403,403.0,0.3833458786102328,0.12480150924601317,True,16,direct,exact_given_parsed,binary
seed,seed=1234,rawL_logN,survival_loglog,405,405.0,0.4954421197995686,0.14696023945060557,True,53,direct,exact_given_parsed,binary
seed,seed=1235,rawL_logN,survival_loglog,407,407.0,0.41299202634596066,0.13539802581896465,True,59,direct,exact_given_parsed,binary
seed,seed=1236,rawL_logN,survival_loglog,403,403.0,0.40926184635041096,0.13405015818463994,True,48,direct,exact_given_parsed,binary
seed,seed=1237,rawL_logN,survival_loglog,399,399.0,0.5220094418508237,0.1594289264102955,True,54,direct,exact_given_parsed,binary
seed,seed=1238,rawL_logN,survival_loglog,399,399.0,0.39829231011690513,0.12657184054426154,True,53,direct,exact_given_parsed,binary
cell,cell_fold=0,rawL_logN,survival_loglog,405,405.0,0.44472969825425185,0.1453606377049444,True,54,direct,exact_given_parsed,binary
cell,cell_fold=1,rawL_logN,survival_loglog,399,399.0,0.4353861687535772,0.13496175537126914,True,48,direct,exact_given_parsed,binary
cell,cell_fold=2,rawL_logN,survival_loglog,402,402.0,0.5932281089880451,0.14326332957357185,True,53,direct,exact_given_parsed,binary
cell,cell_fold=3,rawL_logN,survival_loglog,404,404.0,0.487046905941895,0.1483823319429516,True,52,direct,exact_given_parsed,binary
cell,cell_fold=4,rawL_logN,survival_loglog,403,403.0,0.3926779728439461,0.12880922836883696,True,48,direct,exact_given_parsed,binary
seed,seed=1234,intercept_only,logistic,405,405.0,0.6209941508909349,0.21517248129278493,True,14,direct,within_one,binary
seed,seed=1235,intercept_only,logistic,407,407.0,0.6375138917038558,0.22268135210570203,True,14,direct,within_one,binary
seed,seed=1236,intercept_only,logistic,403,403.0,0.6160392487284793,0.21278799200081622,True,14,direct,within_one,binary
seed,seed=1237,intercept_only,logistic,399,399.0,0.6352869212721808,0.22164495981067284,True,15,direct,within_one,binary
seed,seed=1238,intercept_only,logistic,399,399.0,0.628882939779079,0.21908895843909784,True,14,direct,within_one,binary
cell,cell_fold=0,intercept_only,logistic,405,405.0,0.6041485155737776,0.20572172029731653,True,14,direct,within_one,binary
cell,cell_fold=1,intercept_only,logistic,399,399.0,0.6754704614797468,0.24005229337747824,True,15,direct,within_one,binary
cell,cell_fold=2,intercept_only,logistic,402,402.0,0.6060504829809515,0.20802807169570395,True,15,direct,within_one,binary
cell,cell_fold=3,intercept_only,logistic,404,404.0,0.6211546551785637,0.21538526577359804,True,14,direct,within_one,binary
cell,cell_fold=4,intercept_only,logistic,403,403.0,0.6523934980029149,0.22926590560205715,True,14,direct,within_one,binary
seed,seed=1234,intercept_only,survival_loglog,405,405.0,0.6209942546707743,0.21517251633127302,True,39,direct,within_one,binary
seed,seed=1235,intercept_only,survival_loglog,407,407.0,0.6375135180084829,0.22268122067120236,True,38,direct,within_one,binary
seed,seed=1236,intercept_only,survival_loglog,403,403.0,0.6160394811409624,0.21278808567215488,True,39,direct,within_one,binary
seed,seed=1237,intercept_only,survival_loglog,399,399.0,0.6352867313924,0.2216448880142631,True,39,direct,within_one,binary
seed,seed=1238,intercept_only,survival_loglog,399,399.0,0.6288829464217967,0.21908896682318144,True,38,direct,within_one,binary
cell,cell_fold=0,intercept_only,survival_loglog,405,405.0,0.6041487122626676,0.2057217629785283,True,37,direct,within_one,binary
cell,cell_fold=1,intercept_only,survival_loglog,399,399.0,0.6754710791842772,0.24005255176196966,True,40,direct,within_one,binary
cell,cell_fold=2,intercept_only,survival_loglog,402,402.0,0.6060503377778935,0.20802800476714156,True,41,direct,within_one,binary
cell,cell_fold=3,intercept_only,survival_loglog,404,404.0,0.6211546870085819,0.21538529072665022,True,39,direct,within_one,binary
cell,cell_fold=4,intercept_only,survival_loglog,403,403.0,0.6523933461853612,0.22926585464334373,True,41,direct,within_one,binary
seed,seed=1234,log_density,logistic,405,405.0,0.4821674802540721,0.16190551366120548,True,16,direct,within_one,binary
seed,seed=1235,log_density,logistic,407,407.0,0.5064596334099386,0.17036511477420577,True,15,direct,within_one,binary
seed,seed=1236,log_density,logistic,403,403.0,0.5079943428082679,0.16969657549152212,True,16,direct,within_one,binary
