model_label,site,running_index,marker_kind,trace_order_class,noise_total_rms__count,noise_total_rms__mean,noise_total_rms__std,noise_total_rms__median,noise_orthogonal_rms__count,noise_orthogonal_rms__mean,noise_orthogonal_rms__std,noise_orthogonal_rms__median,count_axis_deviation_abs__count,count_axis_deviation_abs__mean,count_axis_deviation_abs__std,count_axis_deviation_abs__median
Gemma4-E4B,city_end,4,bullet,other_permutation,7,0.6213524603108371,0.1576265942257505,0.5095467166840146,7,0.5529337798279659,0.14616068124423195,0.4519666392563485,7,2.8677340277603696,1.8387745172881322,2.3339614868164062
Gemma4-E4B,city_end,4,indexed,forward,14,0.590466855223706,0.11706755425063035,0.5183581404727616,14,0.5256102994516597,0.10751285566715715,0.46461809182299074,14,2.774976419551032,1.5436747811855187,2.804831385612488
Gemma4-E4B,city_end,5,audit_sentence,forward,8,0.5291736253764792,0.08288408666303176,0.5094274422952523,8,0.4739047171317545,0.10203920807405366,0.43598827409763213,8,3.200051859021187,1.5231347554908865,3.049038290977478
Gemma4-E4B,city_end,5,audit_sentence,other_permutation,1,0.4668953125401981,,0.4668953125401981,1,0.4257320428956234,,0.4257320428956234,1,0.0434471145272254,,0.0434471145272254
Gemma4-E4B,city_end,5,bullet,forward,69,0.6171800020584766,0.14714544357744924,0.5220407553946039,69,0.550192817173261,0.13652773868222018,0.4688422430443736,69,3.4665169931840207,1.8297919966664955,3.499192953109741
Gemma4-E4B,city_end,5,bullet,other_permutation,7,0.5930264447829178,0.14168150183468467,0.5274129186408573,7,0.5186095838000487,0.13618588877216065,0.446458626216093,7,3.1734100580215454,1.54233714258229,3.413973331451416
Gemma4-E4B,city_end,5,indexed,forward,14,0.5892012507025228,0.13582703487380368,0.5281602268439662,14,0.5358793052912229,0.12092200679203731,0.48582237687007523,14,2.993856063910893,1.4529427813484108,3.4113733768463135
Gemma4-E4B,city_end,5,indexed,other_permutation,4,0.557922995903261,0.13890241182754787,0.4940348373072073,4,0.5158807645866827,0.14206105390356763,0.4456507338532355,4,3.9182751774787903,1.2574456897157216,3.8868706226348877
Gemma4-E4B,city_end,6,audit_sentence,forward,5,0.47169363940119935,0.028093177985898974,0.4839399783851747,5,0.4016027636790647,0.029558415334550683,0.3958516615885777,5,1.6915541887283325,1.6060054700507935,1.3410727977752686
Gemma4-E4B,city_end,6,audit_sentence,other_permutation,1,0.4556266131588357,,0.4556266131588357,1,0.4287800402551243,,0.4287800402551243,1,0.0374460518360137,,0.0374460518360137
Gemma4-E4B,city_end,6,bullet,forward,49,0.5930017527662551,0.14334104490032684,0.5112081061921935,49,0.5296190956060126,0.1391025882506987,0.4561012589946326,49,2.926306412840376,1.695596265027033,3.0294997692108154
Gemma4-E4B,city_end,6,bullet,other_permutation,8,0.67463669881531,0.15935728940006944,0.7273713910913668,8,0.6061202040593278,0.15473930755530632,0.6581631194031302,8,3.4747451841831207,2.714523298612101,2.655592203140259
Gemma4-E4B,city_end,6,indexed,forward,19,0.5395689384287686,0.10612055539576931,0.4928699424613807,19,0.4786748264396852,0.09778120594802625,0.4415192492548219,19,3.349805999743311,2.107247689190879,3.226739883422852
Gemma4-E4B,city_end,6,indexed,other_permutation,2,0.4664628550364094,0.015606364027349754,0.4664628550364094,2,0.4245530935701317,0.02919379574164722,0.4245530935701317,2,3.365987181663513,0.40260743322552717,3.365987181663513
Gemma4-E4B,city_end,7,audit_sentence,forward,8,0.4783607170739218,0.021003309076360378,0.48009714873555986,8,0.418959149073918,0.030999431574607862,0.4044604388243991,8,2.381073145195842,1.9155203403752494,2.400149345397949
