scope,feature_set,target,model,rows,groups,heldout_r2_log1p,heldout_mae_log1p,numeric_factors,categorical_factors,post_outcome_diagnostic,feature_order,incremental_r2
Gemma4-E4B/item_end,count_only,noise_total_rms,hist_gradient_boosting,1004,10,0.3709101179050345,0.06650290493183571,"[""running_index"", ""gold_count""]",[],False,0,
Gemma4-E4B/item_end,plus_trace_position,noise_total_rms,hist_gradient_boosting,1004,10,0.48677688816854026,0.05877341031848333,"[""running_index"", ""gold_count"", ""count_progress"", ""trace_position"", ""trace_progress"", ""previous_same_site_gap"", ""token_span""]",[],False,1,0.11586677026350578
Gemma4-E4B/item_end,plus_trace_form,noise_total_rms,hist_gradient_boosting,1004,10,0.5260417519319052,0.05700807196136023,"[""running_index"", ""gold_count"", ""count_progress"", ""trace_position"", ""trace_progress"", ""previous_same_site_gap"", ""token_span"", ""input_tokens"", ""output_tokens"", ""sequence_length"", ""item_count"", ""duplicate_gold_city_items"", ""city_occurrences_in_item""]","[""state_kind"", ""marker_kind"", ""termination_kind"", ""trace_order_class"", ""trace_one_to_one""]",False,2,0.03926486376336491
Gemma4-E4B/item_end,plus_outcome_diagnostic,noise_total_rms,hist_gradient_boosting,1004,10,0.5260417519319052,0.05700807196136023,"[""running_index"", ""gold_count"", ""count_progress"", ""trace_position"", ""trace_progress"", ""previous_same_site_gap"", ""token_span"", ""input_tokens"", ""output_tokens"", ""sequence_length"", ""item_count"", ""duplicate_gold_city_items"", ""city_occurrences_in_item""]","[""state_kind"", ""marker_kind"", ""termination_kind"", ""trace_order_class"", ""trace_one_to_one"", ""baseline_correct"", ""cutoff_correct""]",True,3,0.0
Gemma4-E4B/marker_end,count_only,count_axis_deviation_abs,elastic_net,1033,10,0.24160938107551455,0.42853035221773567,"[""running_index"", ""gold_count""]",[],False,0,
Gemma4-E4B/marker_end,plus_trace_position,count_axis_deviation_abs,elastic_net,1033,10,0.3442166218053565,0.4022989298317147,"[""running_index"", ""gold_count"", ""count_progress"", ""trace_position"", ""trace_progress"", ""previous_same_site_gap"", ""token_span""]",[],False,1,0.10260724072984195
Gemma4-E4B/marker_end,plus_trace_form,count_axis_deviation_abs,elastic_net,1033,10,0.3477881608617881,0.4057610683204296,"[""running_index"", ""gold_count"", ""count_progress"", ""trace_position"", ""trace_progress"", ""previous_same_site_gap"", ""token_span"", ""input_tokens"", ""output_tokens"", ""sequence_length"", ""item_count"", ""duplicate_gold_city_items"", ""city_occurrences_in_item""]","[""state_kind"", ""marker_kind"", ""termination_kind"", ""trace_order_class"", ""trace_one_to_one""]",False,2,0.003571539056431594
Gemma4-E4B/marker_end,plus_outcome_diagnostic,count_axis_deviation_abs,elastic_net,1033,10,0.3477881608617881,0.4057610683204296,"[""running_index"", ""gold_count"", ""count_progress"", ""trace_position"", ""trace_progress"", ""previous_same_site_gap"", ""token_span"", ""input_tokens"", ""output_tokens"", ""sequence_length"", ""item_count"", ""duplicate_gold_city_items"", ""city_occurrences_in_item""]","[""state_kind"", ""marker_kind"", ""termination_kind"", ""trace_order_class"", ""trace_one_to_one"", ""baseline_correct"", ""cutoff_correct""]",True,3,0.0
Gemma4-E4B/marker_end,count_only,count_axis_deviation_abs,hist_gradient_boosting,1033,10,0.2897256994292756,0.4174303847913919,"[""running_index"", ""gold_count""]",[],False,0,
Gemma4-E4B/marker_end,plus_trace_position,count_axis_deviation_abs,hist_gradient_boosting,1033,10,0.44476441781671294,0.3495268289685537,"[""running_index"", ""gold_count"", ""count_progress"", ""trace_position"", ""trace_progress"", ""previous_same_site_gap"", ""token_span""]",[],False,1,0.15503871838743732
Gemma4-E4B/marker_end,plus_trace_form,count_axis_deviation_abs,hist_gradient_boosting,1033,10,0.5481852867863177,0.3070322169235386,"[""running_index"", ""gold_count"", ""count_progress"", ""trace_position"", ""trace_progress"", ""previous_same_site_gap"", ""token_span"", ""input_tokens"", ""output_tokens"", ""sequence_length"", ""item_count"", ""duplicate_gold_city_items"", ""city_occurrences_in_item""]","[""state_kind"", ""marker_kind"", ""termination_kind"", ""trace_order_class"", ""trace_one_to_one""]",False,2,0.10342086896960478
Gemma4-E4B/marker_end,plus_outcome_diagnostic,count_axis_deviation_abs,hist_gradient_boosting,1033,10,0.5481852867863177,0.3070322169235386,"[""running_index"", ""gold_count"", ""count_progress"", ""trace_position"", ""trace_progress"", ""previous_same_site_gap"", ""token_span"", ""input_tokens"", ""output_tokens"", ""sequence_length"", ""item_count"", ""duplicate_gold_city_items"", ""city_occurrences_in_item""]","[""state_kind"", ""marker_kind"", ""termination_kind"", ""trace_order_class"", ""trace_one_to_one"", ""baseline_correct"", ""cutoff_correct""]",True,3,0.0
Gemma4-E4B/marker_end,count_only,noise_total_rms,elastic_net,1033,10,0.23883984945222603,0.10308937940752304,"[""running_index"", ""gold_count""]",[],False,0,
Gemma4-E4B/marker_end,plus_trace_position,noise_total_rms,elastic_net,1033,10,0.27379052909362744,0.10087579879584746,"[""running_index"", ""gold_count"", ""count_progress"", ""trace_position"", ""trace_progress"", ""previous_same_site_gap"", ""token_span""]",[],False,1,0.034950679641401416
Gemma4-E4B/marker_end,plus_trace_form,noise_total_rms,elastic_net,1033,10,0.6293361304350342,0.06551578305200803,"[""running_index"", ""gold_count"", ""count_progress"", ""trace_position"", ""trace_progress"", ""previous_same_site_gap"", ""token_span"", ""input_tokens"", ""output_tokens"", ""sequence_length"", ""item_count"", ""duplicate_gold_city_items"", ""city_occurrences_in_item""]","[""state_kind"", ""marker_kind"", ""termination_kind"", ""trace_order_class"", ""trace_one_to_one""]",False,2,0.3555456013414068
Gemma4-E4B/marker_end,plus_outcome_diagnostic,noise_total_rms,elastic_net,1033,10,0.6293361304350342,0.06551578305200803,"[""running_index"", ""gold_count"", ""count_progress"", ""trace_position"", ""trace_progress"", ""previous_same_site_gap"", ""token_span"", ""input_tokens"", ""output_tokens"", ""sequence_length"", ""item_count"", ""duplicate_gold_city_items"", ""city_occurrences_in_item""]","[""state_kind"", ""marker_kind"", ""termination_kind"", ""trace_order_class"", ""trace_one_to_one"", ""baseline_correct"", ""cutoff_correct""]",True,3,0.0
Gemma4-E4B/marker_end,count_only,noise_total_rms,hist_gradient_boosting,1033,10,0.27577953659971566,0.09689227040635096,"[""running_index"", ""gold_count""]",[],False,0,
