endpoint,model_label,mode,analysis_group,selector,token_site,layer,retained_labels,retained_class_count,discovery_oof_logistic_balanced_accuracy,discovery_oof_ncc_balanced_accuracy,discovery_selection_score,discovery_oof_rows,discovery_fold_count,discovery_pca_components_min,discovery_pca_components_max,confirmation_logistic_balanced_accuracy,confirmation_ncc_balanced_accuracy,confirmation_class_balanced_snr,confirmation_class_balanced_snr_db,confirmation_signal_power,confirmation_noise_power,confirmation_rows,confirmation_seed_count,confirmation_support_min,confirmation_support_max,confirmation_pca_components,chance_balanced_accuracy,evaluation_split_role
running_index,Qwen3-8B,non_thinking,all_traces,fixed_span_end_layer_search,span_end,17,1 2 3 4 5 6 7 8 9 10,10,0.5700000000000001,0.505,0.5375000000000001,1100,5,16,16,0.53,0.4600000000000001,0.35527034481221365,-4.494410425020119,2.6486096382141113,7.45519483089447,550,10,10,100,16,0.1,original_confirmation
running_index,Qwen3-8B,native_thinking,all_traces,fixed_item_end_layer_search,item_end,18,1 2 3 4 5 6 7 8 9 10,10,0.6587042885521351,0.5707319704363116,0.6147181294942234,1107,5,16,16,0.6811165141113654,0.588898303884495,0.29878226519352813,-5.246451844910808,3.4591739177703857,11.577574443817138,544,10,10,100,16,0.1,original_confirmation
