model,variant,layer,head,candidate_rank,pool_primary,pool_sum,pool_coverage,pool_enrichment,samples,effective_number_mean,dominant_occurrence,dominant_occurrence_mean_share,winner_occurrence_mode,winner_occurrence_mode_frequency,first_occurrence_share_mean,winner_is_first_mean,local_needle_count_mean,local_effective_fraction_mean,row_dominant_quarter,row_dominant_quarter_mass,span_mean_effective_number_mean,span_mean_dominant_occurrence_mean_share,span_sum_effective_number_mean,span_sum_dominant_occurrence,span_sum_dominant_occurrence_mean_share,end_sum_profile_cosine_mean,end_sum_winner_match_rate,phenotype,target_occurrence,endpoint_profile,span_mean_profile,span_sum_profile
Qwen3-8B,v4.2,21,11,34,0.0015080259158723,0.0030263046423593,0.5047704746383401,6.593564257746284,20,2.6565452654686603,1,0.578455857521614,1,0.95,0.578455857521614,0.95,2.6,0.6586316160040642,4,0.3727679793606652,7.582102668396649,0.18129685798844059,7.513744866214802,3,0.18452018177118454,0.46160325562095694,0.05,broad_span_mean_only,,"[0.578455857521614,0.13170217659570965,0.1059692747247849,0.030461121544927687,0.03200339677972906,0.029148802745826742,0.018309660613536692,0.018746048958681007,0.03093727114639743,0.02426638936879278]","[0.07165482505705276,0.1672167917295848,0.18129685798844059,0.08703900789673816,0.061265545543344554,0.05985504952161848,0.1054533630490772,0.11007725252797076,0.09502698042206795,0.061114326264104714]","[0.07062765632385495,0.17025818179539592,0.18452018177118454,0.0858042248002761,0.060398439802202455,0.059019701390898474,0.10394670469584648,0.10847795401580831,0.09670183939998621,0.06024511600454653]"
Qwen3-8B,v4.2,32,0,35,0.0015050503674782,0.0061796244647767,0.2285974234611208,14.222022805973904,20,1.0318908877257662,1,0.9848080647113079,1,1.0,0.9848080647113079,1.0,2.45,0.5158627618217564,1,0.7555341349007939,4.202281691379206,0.27918279519242856,4.20920908771341,1,0.27639204391923733,0.5652006778199844,0.45,first_needle_locator,1.0,"[0.9848080647113079,0.006568395399496903,0.0019458099258297203,0.0007369319919927284,0.001719611238293433,0.002684521600985391,0.00048055550110306515,0.0008360770654984306,7.252027278497723e-05,0.00014751229270744046]","[0.27918279519242856,0.15556283338864602,0.11538712098162336,0.06739048499215686,0.04657385066093868,0.050205067614866386,0.08634611624072135,0.029736070659702962,0.05283315448394613,0.11678250578496965]","[0.27639204391923733,0.15880031794479416,0.11782355736160768,0.06664570123079487,0.04616485449390462,0.0496810725250224,0.08539736427050543,0.029400235079236826,0.053592372364885975,0.11610248081001069]"
Qwen3-8B,v4.2,34,1,36,0.0014987192845929,0.0051328725284999,0.2554969947596766,13.04918404322493,20,1.1103828500208444,1,0.9516138238219997,1,1.0,0.9516138238219997,1.0,2.45,0.5280991933182757,1,0.7510496778810369,4.585412105026112,0.25499436818958177,4.593868005964326,1,0.25241339798675505,0.5594180501132319,0.5,first_needle_locator,1.0,"[0.9516138238219997,0.020065062897728532,0.006030547340786954,0.0025313902076525225,0.004575678433820762,0.00832670242464721,0.002059633592346024,0.0021691356280818604,0.001295832370879989,0.001332193282056558]","[0.25499436818958177,0.1398654888888961,0.108788686516647,0.06296201938055973,0.05701389075489112,0.053322314708245264,0.10156443114971551,0.03257768169947635,0.07071697527203637,0.11819414343995076]","[0.25241339798675505,0.14287894322585057,0.11108101492515479,0.06226776057493936,0.05649579455999174,0.05276784662029595,0.10057648115652329,0.03223475849241219,0.07180388252541212,0.11748011993266494]"
Qwen3-8B,v4.2,23,29,37,0.0014652990722132,0.0026127676169077,0.5486035159563063,6.727484202188967,20,3.2509466001863645,1,0.41573004776251815,1,0.75,0.41573004776251815,0.75,2.45,0.7680783060581996,3,0.3497855839806395,7.408319459320387,0.15504652504186808,7.4077784805656695,8,0.15338472454362373,0.4197007959686136,0.05,broad_span_mean_only,,"[0.41573004776251815,0.21195982963637056,0.10245090903198573,0.015289092855589123,0.03686935723019629,0.03717630394842859,0.05016848000925876,0.041995399116002266,0.06677364548796451,0.021586934921686004]","[0.017355689421725044,0.12366012845756424,0.09255387300535112,0.05318631388935104,0.10024759106188988,0.07751621597771141,0.14205226612527513,0.15504652504186808,0.12486597634867616,0.11351542067058787]","[0.01716605755515725,0.12625643265560743,0.09453373320591345,0.05259475141325774,0.09913138742300019,0.07666152859541472,0.14048077487938382,0.15338472454362373,0.12748447606664418,0.11230613366199746]"
Qwen3-8B,v4.2,9,13,38,0.001309406462265,0.0018453846375147,0.7417015235867956,3.535416791043528,20,4.882754839316748,1,0.3666971148136294,1,0.8,0.3666971148136294,0.8,2.8,0.774146733134053,4,0.6423988907552444,3.3875761447613693,0.4902644380970256,3.4117485560654783,1,0.48536634303454856,0.9283921923468019,0.8,mixed,,"[0.3666971148136294,0.1458281784747174,0.11829597338587024,0.09902481512043101,0.07147760019479943,0.05083390129618646,0.039522373018511234,0.028992348866446766,0.03311748704451783,0.046210207784890246]","[0.4902644380970256,0.20288860816611795,0.0864187791084329,0.04682484817264122,0.028373755950435713,0.017671538314753585,0.03510405477776816,0.02545933716819928,0.02786902878163538,0.03912561146299014]","[0.48536634303454856,0.2072497949757217,0.08832420634946425,0.04635675474144334,0.02809343988820807,0.017491021032942533,0.034784095449803036,0.025179349193454797,0.028466438652554833,0.03868855668185891]"
Qwen3-8B,v4.2,26,27,39,0.0012734479861748,0.0061662813027699,0.22615084340663,12.248188469255842,20,1.0250886812662805,1,0.987960587152644,1,1.0,0.987960587152644,1.0,2.45,0.5124822245748406,1,0.6421769832403561,5.568447224244208,0.31834521247781933,5.596122465694288,1,0.3153408703285025,0.7255267193515366,0.75,first_needle_locator,1.0,"[0.987960587152644,0.004784024242156864,0.0014159351787431985,0.00047700652906469237,0.001413975191368775,0.002476716696196846,0.0006077820317856344,0.0004183716323284053,0.00029849371738086,0.00014710762833097227]","[0.31834521247781933,0.13176061543195272,0.07420736156610679,0.05177865365222778,0.04935177800766656,0.07144223105544725,0.07437934765853858,0.06518929330818386,0.07849373553831902,0.08505177130373816]","[0.3153408703285025,0.13480216107724785,0.07590593555174302,0.05131630961548471,0.04891495773626995,0.070772863365028,0.07369445009968864,0.06460892294412987,0.08024348315991983,0.08440004612198568]"
Qwen3-8B,v4.2,18,22,40,0.0012437819305873,0.0014844755331674,0.8429216832737563,2.711651898902315,20,6.8569833223483245,1,0.20432449909853895,1,0.5,0.20432449909853895,0.5,2.95,0.8487349754777831,4,0.6700012902407213,7.1026726333690915,0.16305918216400142,7.117283748983152,10,0.161861028635545,0.7028325314214742,0.05,global_endpoint_aggregator,,"[0.20432449909853895,0.1209508862808409,0.0949564876969092,0.07355898022303885,0.05464742156764102,0.049017515260120825,0.0771159217911978,0.08551470672882941,0.1290185137292363,0.11089506762364672]","[0.06668372860932437,0.06939479148578721,0.07637052685544007,0.08340606278655152,0.07989903770206228,0.09490954979924121,0.13129534562666562,0.11656424037830015,0.11841753459262612,0.16305918216400142]","[0.06611832432294099,0.07106670851878073,0.07813652723188176,0.08265463910078752,0.07927047651170621,0.09412816598896181,0.13019400011061524,0.11554349659597643,0.12102663298280429,0.161861028635545]"
Qwen3-8B,v4.2,15,19,41,0.0012358999311949,0.0016001946396297,0.7805012706242939,2.849215306607177,20,5.834795998748797,1,0.19660839465262409,1,0.35,0.19660839465262409,0.35,2.9,0.7877075027344638,4,0.6144655416590347,7.088005118053388,0.13663782085047108,7.100435579539996,7,0.1354291965403876,0.905718554379221,0.55,broad_span_mean_only,,"[0.19660839465262409,0.10182170100610059,0.10214200344311464,0.07584751488636503,0.05732356598527062,0.06529471468949395,0.15127272990321067,0.1365851117943181,0.057574354326997576,0.05552990931250482]","[0.13462523387806585,0.11680243797838023,0.09083169364614693,0.08162840620906922,0.08365542905472152,0.09411036266371701,0.13663782085047108,0.11130572708884046,0.07591499891772555,0.07448788971286216]","[0.13338849574183254,0.11952038208251956,0.09292871255845439,0.08085552165014061,0.08290857741021415,0.09325911566905339,0.1354291965403876,0.11023577466429928,0.07763923049692664,0.07383499318617186]"
Qwen3-8B,v4.2,34,2,42,0.0012084063015149,0.0041359715991549,0.2779346956279288,10.122793790158992,20,1.2679463960002462,1,0.9062298957587929,1,1.0,0.9062298957587929,1.0,2.45,0.5525057553029582,1,0.7479654451819001,4.930810350390551,0.19290271314221383,4.9283728052743525,1,0.19081697754422616,0.46611084252234536,0.4,first_needle_locator,1.0,"[0.9062298957587929,0.035047414843481506,0.0200637412072974,0.00820411096839076,0.009155607103251254,0.005680541324092351,0.004376891576133261,0.0036456452167382297,0.0030130474206319256,0.004583104581190349]","[0.19290271314221383,0.14307131463684378,0.12431390736811473,0.07663339983743898,0.06198680846342288,0.06535142032081365,0.1035994861839636,0.03406438648542055,0.07062822731050526,0.12744833625126276]","[0.19081697754422616,0.14598431895233668,0.12685921514927473,0.07576114194608666,0.06138066065265825,0.06463824476595173,0.10254180482849004,0.033686176578870554,0.07166318628188707,0.12666827330021807]"
Qwen3-8B,v4.2,33,15,43,0.0012077573250136,0.0050112217664718,0.2386040148740217,11.061219162876585,20,1.0633503165203164,1,0.9705990925271639,1,1.0,0.9705990925271639,1.0,2.45,0.5205117629057724,1,0.7575918726157453,3.4715371769873493,0.45594587720204804,3.4953893239062586,1,0.4515335631574632,0.8276895428422758,0.95,first_needle_locator,1.0,"[0.9705990925271639,0.011730515056146253,0.0046028726947735295,0.0016439341299961077,0.001711873918802062,0.003909457905777325,0.0003040824888189892,0.004804530173833151,0.0003589460925046904,0.00033469501218395966]","[0.45594587720204804,0.15964958548703292,0.11468951630052324,0.0567182129706982,0.03287409313895034,0.030111655548527856,0.04471298034196121,0.014441417611879073,0.030202577317436474,0.060654084080942736]","[0.4515335631574632,0.1630837166805172,0.11723974937746835,0.056138743350063726,0.03256439806881928,0.029813039783720317,0.04426635417749268,0.014304473730240177,0.030770328254036937,0.06028563342017814]"
Qwen3-8B,v4.2,8,17,44,0.0011967139401197,0.0016124135918086,0.771635264969078,2.751323663903634,20,5.684541011962176,3,0.16597197640266095,3,0.3,0.042114890983251406,0.0,3.25,0.7704220332944316,4,0.7080182761633547,5.016742303145362,0.3269039006549661,4.946519789579762,2,0.33209546594811673,0.7686648014860704,0.2,mixed,,"[0.042114890983251406,0.1506950405359759,0.16597197640266095,0.15718537381190992,0.15658472292709982,0.09955059395158819,0.10641380754354102,0.05956872028066722,0.03751858434121243,0.024396289222093144]","[0.11971399272178382,0.3269039006549661,0.15347890797742006,0.10424391741153327,0.06778694144520674,0.07184299281853343,0.059076081905204914,0.041251112404377226,0.02470222129676984,0.030999931364204564]","[0.11785674035875122,0.33209546594811673,0.15583876090685372,0.10257229217083963,0.06671596695722308,0.07067709099323113,0.05807592950473116,0.040571728723936176,0.025098951442950372,0.03049707299336677]"
Qwen3-8B,v4.2,22,20,45,0.0011870550484136,0.0017344633738199,0.6882605830502675,3.290509559888063,20,4.519163928695741,1,0.40946295680116807,1,0.95,0.40946295680116807,0.95,2.65,0.7209114823633958,1,0.5852707100540095,4.787550951477079,0.28527933715628906,4.813153876821152,1,0.2832479160192716,0.7588330105612429,0.65,mixed,,"[0.40946295680116807,0.06754311100850145,0.09022828963508238,0.07615761519365315,0.06403339044101233,0.08321077834143922,0.07550723924513554,0.0635388362893704,0.04315291168908274,0.027164871355554693]","[0.28527933715628906,0.08331077505771516,0.0718208985678843,0.10532441246441178,0.04645135449997716,0.0663084713099808,0.09017959448733051,0.05749086987467382,0.07145216089081134,0.12238212569092599]","[0.2832479160192716,0.08542128773443539,0.07354103305097952,0.10456716180529149,0.04616737791788408,0.06583599468275643,0.08947517906772799,0.05706465740672175,0.07283259368189614,0.12184679863303563]"
Qwen3-8B,v4.2,20,25,46,0.0011781014501437,0.0035464134481217,0.3244416052326491,7.700533119248572,20,1.3669651292710223,1,0.8582199588744963,1,1.0,0.8582199588744963,1.0,2.45,0.564418898895324,1,0.5977853724153459,3.974651702566299,0.3533917711216529,3.9949880994432228,1,0.3499232803094886,0.7322045595463563,0.7,first_needle_locator,1.0,"[0.8582199588744963,0.06645308865218773,0.01225882780635851,0.01191376946948407,0.009137675379329562,0.009563917177806282,0.00910051473091909,0.008871989017358072,0.008798301600822591,0.0056819572912378356]","[0.3533917711216529,0.1728346112603982,0.07517923180244242,0.09565705282443766,0.040582044819730184,0.030074096752119507,0.05525955239082016,0.027337406588484065,0.053297525721939555,0.09638670671797536]","[0.3499232803094886,0.17678945792135076,0.07678639294654234,0.09470880943540295,0.040232676505347155,0.029780700548613974,0.05470911103776836,0.027076695612444086,0.05425833412252255,0.0957345415605192]"
Qwen3-8B,v4.2,26,19,47,0.0011705305668881,0.0033641639682981,0.363787198944447,7.059057341617212,20,1.567032724160401,1,0.7708159229574436,1,0.95,0.7708159229574436,0.95,2.45,0.6415515463761399,1,0.774793506052109,3.062765841506727,0.5353363689662922,3.0771335173783005,1,0.5313506833740526,0.8871614513014713,0.8,targeted_occurrence_retriever,1.0,"[0.7708159229574436,0.1436281663599432,0.0370211969616793,0.011869082725939662,0.014770823221529242,0.003978905364787561,0.007060479420372692,0.006042622870693449,0.004145893751592832,0.0006669063660183664]","[0.5353363689662922,0.15722555822558873,0.06418701517788299,0.03359397906940296,0.04268306637819075,0.025150485537690215,0.04297894144279607,0.02581128924524065,0.024579950412849324,0.048453345544066155]","[0.5313506833740526,0.16099964768527833,0.06565182552930945,0.03329812214731978,0.042359443021875935,0.02493924529344763,0.042608178594546645,0.02561215670686163,0.025151316795913092,0.048029380851394785]"
Qwen3-8B,v4.2,21,31,48,0.0011406399271701,0.0034708268112605,0.3338024583080255,7.832085938232233,20,1.4771711852224314,1,0.8262750231279992,1,1.0,0.8262750231279992,1.0,2.45,0.5586993324156684,4,0.5493388977635574,8.030247217691247,0.15257099393766493,8.006069787765568,9,0.15567449581295464,0.2443798476410623,0.0,first_needle_locator,1.0,"[0.8262750231279992,0.046169844649874045,0.03131402108891665,0.00869959279944647,0.019561665455362302,0.015258581538772947,0.0155233445585504,0.014676139782466114,0.01251968366313276,0.010002103335479054]","[0.06095599890918875,0.08414175858704907,0.12441230146077595,0.059279829127549435,0.06788229062629211,0.0747531717919747,0.1326941640005397,0.10628551378124244,0.15257099393766493,0.13702397777772296]","[0.06024176009426084,0.08591907576201105,0.12698951683761966,0.05858331905933778,0.06709500312006882,0.07387705501210814,0.13112600487980694,0.10502075879282406,0.15567449581295464,0.1354730106290081]"
Qwen3-8B,v4.2,35,22,49,0.0011405915077027,0.0036318245861264,0.3426144364806088,7.126859019093456,20,1.817076044809412,1,0.715149233649339,1,0.95,0.715149233649339,0.95,2.6,0.5371133804073855,1,0.40181481406719916,6.2476856681236885,0.17254017950338224,6.256115603765475,1,0.17084174489580845,0.5221020392712099,0.3,targeted_occurrence_retriever,1.0,"[0.715149233649339,0.06845990422078288,0.03939979217681058,0.031260768329895376,0.029387585061697464,0.014181713841339556,0.04686346381474083,0.03749659051016599,0.013488383857765593,0.004312564537462719]","[0.17254017950338224,0.12816217077966252,0.12457868458395596,0.12858298624985756,0.09348760189872768,0.10847761167386342,0.06443633557318836,0.07847236751944477,0.05818181471426367,0.043080247503653794]","[0.17084174489580845,0.13092421556393416,0.1273525582365598,0.12731795439361343,0.09255355095207504,0.10743951117321282,0.06377539975407526,0.07768594461405912,0.05944634372980764,0.042662776686854205]"
Qwen3-8B,v4.2,13,17,50,0.0011369845568757,0.001504083474477,0.767335757438654,2.881995762020978,20,5.2405663030779035,1,0.29615787432955265,1,0.75,0.29615787432955265,0.75,2.4,0.8680850793336994,1,0.6976820256654026,5.079419957643298,0.3414903697585408,5.098028555251065,1,0.3383896268026997,0.9028125371072442,0.8,partition_local_endpoint_aggregator,,"[0.29615787432955265,0.17122045148286175,0.12363103765713253,0.07524208923122719,0.06009483355282409,0.0680779568292735,0.08988353723380603,0.05086054740500395,0.029518237597321632,0.035313434680996666]","[0.3414903697585408,0.16193867435343295,0.07574728790498084,0.06253036055915549,0.05097071628156742,0.07909639687382916,0.08277600878919947,0.06502113220206233,0.044764071080600196,0.03566498219663142]","[0.3383896268026997,0.16564203212993642,0.0774900116503203,0.0619163652236963,0.05052640534803682,0.07844676597381386,0.08206019337077614,0.06440769679472784,0.04577501595307777,0.035345886752914724]"
Qwen3-8B,v4.2,18,13,51,0.0011267616388597,0.0015785925918154,0.7346428414509946,3.066602416233084,20,5.442593262728049,1,0.3341682585908381,1,0.8,0.3341682585908381,0.8,2.45,0.8539606318895313,1,0.3882225767961949,6.7567988588964925,0.2255685933031879,6.751288604347527,10,0.2239685053270722,0.6045842834491243,0.15,broad_span_mean_only,,"[0.3341682585908381,0.14835428243432186,0.0987302588098374,0.053622475709599327,0.03660487308742753,0.03125711869090507,0.05081727840382855,0.05200807738564438,0.09047675574303514,0.10396062114456264]","[0.06853957713343599,0.08165537721483698,0.10528125306379654,0.06244363830841594,0.07746569328837703,0.06395460911934263,0.11813345212883812,0.0732236071301517,0.12373419930961715,0.2255685933031879]","[0.06782974151791848,0.08350030651583257,0.1075078967271506,0.06178843055146218,0.07676179686493337,0.06330004174701968,0.11695772996881618,0.07248585852653464,0.12589969225326014,0.2239685053270722]"
Qwen3-8B,v4.2,8,19,52,0.0011043823490981,0.0012205905384487,0.9078125086233564,2.072737766797766,20,8.172506228387096,1,0.11515190793106216,8,0.2,0.11515190793106216,0.15,3.5,0.8594488748702881,1,0.4954190850235095,7.781421359302715,0.20152967975028777,7.792411602397417,1,0.19966527243802054,0.9139518042267272,0.2,global_endpoint_aggregator,,"[0.11515190793106216,0.10382352166701674,0.08798050323025973,0.08733186342074886,0.10206471610496122,0.09440656667090065,0.11291725992891874,0.11480252274528076,0.1054924789260617,0.07602865937478939]","[0.20152967975028777,0.11765230299563023,0.07086022560852549,0.07536032406195238,0.07668593839556816,0.08127122012531848,0.09174996368406578,0.09575235070916296,0.09725803860722029,0.09187995606226837]","[0.19966527243802054,0.12034115533850445,0.0724698503660692,0.07465633301410839,0.07600004244829474,0.08053159848730361,0.09089508495887608,0.09488205175032992,0.09952636962961532,0.09103224156887778]"
Qwen3-8B,v4.2,32,11,53,0.0010809075512335,0.003833896252844,0.2516440578164801,9.47321272055634,20,1.075144775914746,1,0.9660504741207167,1,1.0,0.9660504741207167,1.0,2.45,0.5242511564393408,1,0.8069667443390601,3.1416835072117766,0.4665955781572266,3.1609995091235796,1,0.4626964663384811,0.7921812738380415,0.7,first_needle_locator,1.0,"[0.9660504741207167,0.013067451229301025,0.008203135665035863,0.0011142296488908811,0.002845688260929883,0.004070902612174799,0.0016457184897056248,0.001220052599033689,0.0006127910897765583,0.001169556284435006]","[0.4665955781572266,0.13932926291341502,0.08657308919405222,0.040837827689853404,0.031705827933498645,0.027401810746558376,0.06408239183701898,0.017685483034647436,0.038076808124331514,0.08771192036939786]","[0.4626964663384811,0.14254779624171696,0.08859593749602021,0.04048732094540503,0.03147717471685293,0.027172235934255662,0.06344703368355903,0.0175300748891494,0.038726418431684555,0.0873195413228751]"
Qwen3-8B,v4.2,29,4,54,0.0010730456003445,0.0017830173174539,0.6185136997872079,3.543998395086719,20,3.707492329425622,1,0.40604720672307054,1,0.7,0.40604720672307054,0.7,2.4,0.7879511906037133,1,0.4251055335889123,7.657168978403048,0.18704285064776757,7.657137924044392,1,0.18507289185439552,0.744858920178287,0.45,broad_span_mean_only,,"[0.40604720672307054,0.15636478076786267,0.10428898744268016,0.04382047577562295,0.043177509580235966,0.05032593237234352,0.05228980714940756,0.04770591481934751,0.07052291779527162,0.02545646757415753]","[0.18704285064776757,0.12739343789229438,0.10392605324710961,0.10585220859865833,0.07746569178010274,0.07446750533338083,0.08385168905824288,0.06272414117668254,0.0906493183934162,0.08662710387234489]","[0.18507289185439552,0.13018661557390235,0.10621588832784097,0.10474485523636738,0.07668820138554272,0.0736865390747278,0.08294461369729768,0.06206778983988505,0.09260159015178084,0.08579101485825971]"
Qwen3-8B,v4.2,14,6,55,0.0010676796457519,0.0015046520365608,0.7177769316385122,2.7830048581675486,20,4.804089238448748,1,0.29517337763232276,1,0.65,0.29517337763232276,0.65,2.75,0.7212582209289602,1,0.4749289211381999,4.144220616922653,0.3662584579615368,4.153064820530223,1,0.36163494476522934,0.8560017785702081,0.65,mixed,,"[0.29517337763232276,0.11638359946741413,0.10502600525513102,0.16849548436330944,0.0770626510556206,0.042228578576620844,0.04496105775306958,0.039795229397929545,0.07388121284119412,0.03699280365738797]","[0.3662584579615368,0.23579800641678855,0.11919436753896961,0.09541909574054845,0.044577317627468756,0.026771269757250978,0.023475489884449544,0.024278081381564228,0.037042996757953896,0.02718491693346913]","[0.36163494476522934,0.24034117298974436,0.12151181864333656,0.09425570015427008,0.04402080001356174,0.0264405321299468,0.023185131764667546,0.023965135065053947,0.03779692856089945,0.02684783591329019]"
Qwen3-8B,v4.2,10,22,56,0.001049215339211,0.0012756115860408,0.8354230055082742,2.2403712447447544,20,7.032188532237588,1,0.1935533695969968,1,0.35,0.1935533695969968,0.35,3.05,0.8742943857945662,4,0.4758151172062889,5.190638698895642,0.34699981908172844,5.21565980109312,1,0.3438445477195782,0.8660720425130941,0.5,global_endpoint_aggregator,,"[0.1935533695969968,0.10142070505790471,0.08043381054077471,0.0673263620370029,0.06418386471319552,0.07345622072764314,0.08355382555418314,0.08700049406594078,0.10335960735542134,0.14571174035093698]","[0.34699981908172844,0.14337260776336347,0.06919860424233826,0.05007327671554561,0.04444203426817846,0.04907982488041995,0.058243210141275426,0.06706961539175321,0.07115222251999172,0.10036878499540532]","[0.3438445477195782,0.1466471379311314,0.0707894608566862,0.04961703423225339,0.04402864559041717,0.04864400588396274,0.05771949288367452,0.06644629007078642,0.07281494466853403,0.09944844016297598]"
Qwen3-8B,v4.2,28,18,57,0.0010430770729125,0.0031350112623638,0.3228739143294291,6.83958534631318,20,1.356702165990804,1,0.861074181333381,1,1.0,0.861074181333381,1.0,2.45,0.5754639317140495,1,0.37637051169324687,7.999125148986058,0.1473353123831836,7.9793477642790736,2,0.15046587253739802,0.34967081467711714,0.05,first_needle_locator,1.0,"[0.861074181333381,0.07650668509689203,0.015588501274437644,0.00812723806927192,0.00788613806986482,0.0018012761880172056,0.00721239732565399,0.005208107785916995,0.01439005939089757,0.0022054154656667184]","[0.10548693104213899,0.1473353123831836,0.09606718824122058,0.0931744112222594,0.09535556247886184,0.09316637004407395,0.10332827393477265,0.09615586389210509,0.08750449538751146,0.08242559137387245]","[0.1043289820073738,0.15046587253739802,0.09816231593340932,0.0922008028176027,0.09434873369053079,0.09219241084573891,0.10220653795239232,0.09511335339851171,0.08940684611673769,0.08157414470030476]"
Qwen3-8B,v4.2,9,14,58,0.0010330696871775,0.0021149774392445,0.5450603517849747,4.234913036448619,20,2.784432550387509,1,0.5835640353241978,1,1.0,0.5835640353241978,1.0,2.45,0.6871130898301612,4,0.5525793507993197,2.0557489653223446,0.6822500451958771,2.0752970823113004,1,0.6777558559699982,0.9675420254602708,1.0,mixed,,"[0.5835640353241978,0.1352989344032788,0.0690588694401141,0.05464885472932305,0.03304792033293139,0.03414373170521959,0.03508289669240326,0.018444875792283856,0.016624668394115482,0.02008521318613276]","[0.6822500451958771,0.14843298070354233,0.04605743793690735,0.024483669242817332,0.016653004340044048,0.014656451616811584,0.02057771761309762,0.013198186729665228,0.013124717149357404,0.02056578947187994]","[0.6777558559699982,0.15221030011585873,0.04720042046249795,0.02429978901798268,0.016543233316337957,0.014559274190058837,0.020440432707430876,0.013103172588909126,0.013453032863360007,0.020434488767565647]"
Qwen3-8B,v4.2,24,5,59,0.0010172558050881,0.0039241525861951,0.2959586155625833,8.125070657898839,20,1.2898008725060355,1,0.8876104375362603,1,1.0,0.8876104375362603,1.0,2.45,0.5760577275909478,1,0.4176310378869762,6.008909882167059,0.257141123791082,6.011297264038893,1,0.2543127810504743,0.6501508489569813,0.65,first_needle_locator,1.0,"[0.8876104375362603,0.0603838835722982,0.02084856528527345,0.002420115725258171,0.006211163431673437,0.00518312046907254,0.010931124564145824,0.002557438900007227,0.0026602608326959597,0.001193889683314814]","[0.257141123791082,0.08016365393727466,0.1742638250903697,0.05477935501086484,0.04193453622738376,0.048928349848564104,0.1305847486970016,0.06513047057623039,0.09149853431792535,0.05557540250330364]","[0.2543127810504743,0.08187256293758775,0.17792538918026035,0.05415823384295676,0.04147435830706062,0.048383030832857485,0.12914247858745648,0.06436207321421816,0.0933889474810562,0.054980144566071934]"
Qwen3-8B,v4.2,19,3,60,0.0010069861363035,0.0013616585069232,0.755578254954363,2.236979954400617,20,6.0532814455749335,8,0.14660152011067806,2,0.15,0.03582583278124627,0.0,3.25,0.7121352743169197,4,0.5119914756702821,6.188188329555572,0.12982486312142527,6.181606250670945,9,0.13241642282257973,0.7295263530633123,0.2,global_endpoint_aggregator,,"[0.03582583278124627,0.11226860088964533,0.09693139210082534,0.07470926057654996,0.11114139300624148,0.09393395466020177,0.12152281005333383,0.14660152011067806,0.1142741338861792,0.09279110193509872]","[0.02351148065315528,0.0959852561906304,0.1209281557379501,0.08913287069678888,0.09060875350350403,0.0961709937189632,0.11953541011023072,0.10835496358436059,0.12982486312142527,0.12594725268299156]","[0.023248530306721426,0.0980306609776512,0.12320357787362719,0.08819334360423582,0.0897523952727239,0.09513496061500484,0.11817895407370767,0.10718633127197301,0.13241642282257973,0.1246548231817752]"
Qwen3-8B,v4.2,33,14,61,0.0009975436048792,0.0037165449725256,0.2421422968817357,9.107335199927876,20,1.0622770058737945,1,0.9711451906866275,1,1.0,0.9711451906866275,1.0,2.45,0.5213877938217895,1,0.8206140958628533,3.241170247639186,0.355273220807222,3.2580493006683753,1,0.3518520217586083,0.6412440418264838,0.6,first_needle_locator,1.0,"[0.9711451906866275,0.012040059039205698,0.004911897980440959,0.0026498290536804275,0.002819319095055286,0.003976567889068672,0.0006351038774230132,0.001014420989557749,0.00037401789343602957,0.00043359349550475216]","[0.355273220807222,0.13650148429161302,0.10852815733175795,0.057586831261323454,0.044936846880059424,0.03290538793123522,0.07076580187062533,0.01383108080388563,0.05284875083766601,0.12682243798461199]","[0.3518520217586083,0.13950849104005564,0.11085840358813004,0.05697705038301461,0.04458621077265281,0.03258085849056678,0.07010065137339963,0.013700770326738462,0.05347302716319623,0.1263625151036375]"
Qwen3-8B,v4.2,18,10,62,0.0009825167100243,0.0030508700344297,0.4814453492671591,6.55281998364875,20,2.317669230429779,1,0.48995933187053764,1,0.5,0.48995933187053764,0.5,2.45,0.7159755667401448,4,0.5172881930202367,6.053974152048747,0.14175134256487965,6.050612453555734,2,0.14477619783416057,0.4556035065132316,0.2,broad_span_mean_only,,"[0.48995933187053764,0.30037984501987486,0.10857858448445463,0.050906879524832395,0.008229311495508467,0.003897598157104875,0.006268661040517034,0.006452500949500295,0.010503518259991181,0.01482376919767856]","[0.10226041433661762,0.14175134256487965,0.09210552318348553,0.09608331586322003,0.06789799331518685,0.0958357608943227,0.09442918024952765,0.08428648004845549,0.09386283427835465,0.1314871552659499]","[0.10126381502636919,0.14477619783416057,0.09399763150826346,0.09509824515013507,0.06712007416367735,0.09494106508168414,0.09344672274620512,0.0834231076417938,0.0956600777292652,0.1302730631184462]"
