model,variant,layer,head,candidate_rank,pool_primary,pool_sum,pool_coverage,pool_enrichment,samples,effective_number_mean,dominant_occurrence,dominant_occurrence_mean_share,winner_occurrence_mode,winner_occurrence_mode_frequency,first_occurrence_share_mean,winner_is_first_mean,local_needle_count_mean,local_effective_fraction_mean,row_dominant_quarter,row_dominant_quarter_mass,span_mean_effective_number_mean,span_mean_dominant_occurrence_mean_share,span_sum_effective_number_mean,span_sum_dominant_occurrence,span_sum_dominant_occurrence_mean_share,end_sum_profile_cosine_mean,end_sum_winner_match_rate,phenotype,target_occurrence,endpoint_profile,span_mean_profile,span_sum_profile
Qwen3-8B,v4.4,8,17,48,0.0011471176853175,0.0015365968147913,0.7710099481181124,2.6598995731757644,20,5.679493106019532,5,0.1716419010703501,3,0.25,0.04578455332722103,0.0,3.3,0.7800990796054105,4,0.7108546294941512,4.55724776918972,0.3690470208761466,4.522760075949642,2,0.3706671702832224,0.7640528195939681,0.3,mixed,,"[0.04578455332722103,0.16676937363794758,0.16169400018665803,0.15307727298647486,0.1716419010703501,0.08553185909525542,0.10254917436138519,0.04827267901197311,0.039301711058944686,0.02537747526379005]","[0.12594024729397718,0.3690470208761466,0.14369411806948468,0.09365371859559694,0.06698585174787183,0.052951892278835955,0.05716337481541002,0.03535743113245919,0.02636164129179434,0.028844703898423335]","[0.12535836166468914,0.3706671702832224,0.14395325954574903,0.09267735086240822,0.06640207760104887,0.05316004062155254,0.05747030624250578,0.03570882263096552,0.02607780159147196,0.028524808956386604]"
Qwen3-8B,v4.4,13,17,49,0.0011280691809416,0.0015020940038892,0.761683021298237,2.90315515037208,20,5.145122598370392,1,0.3072421993055897,1,0.75,0.3072421993055897,0.75,2.4,0.8722600207233091,1,0.699610915176652,5.117981257817916,0.34162644500654915,5.128683156582971,1,0.34058347463375105,0.9107680991299277,0.7,partition_local_endpoint_aggregator,,"[0.3072421993055897,0.1851943311125413,0.11898000014564689,0.06495869915933983,0.06400021747760298,0.06578085002980698,0.07975636062544134,0.04583934503681234,0.03297222189357228,0.03527577521364635]","[0.34162644500654915,0.16260416083390336,0.0793254355993273,0.06257042410088656,0.053020852596053845,0.07810533426459082,0.08661656812540093,0.060217108171667796,0.04218139150549056,0.03373227979612971]","[0.34058347463375105,0.16308617405415077,0.07891013880298066,0.062466928388367406,0.053015367338534,0.07881646847016356,0.0866207272093398,0.06101877189635184,0.04187339897255129,0.033608550233809584]"
Qwen3-8B,v4.4,18,13,50,0.001122771120964,0.0015745302041371,0.7371638571578212,3.066760556979332,20,5.450904081988448,1,0.3326026843349863,1,0.85,0.3326026843349863,0.85,2.6,0.8599810871911447,1,0.38842761393628444,6.441051317042761,0.17480128888243962,6.446647845860854,10,0.1730829062985238,0.5928282322240992,0.05,broad_span_mean_only,,"[0.3326026843349863,0.14671650820248078,0.10776732629422667,0.0537956842349984,0.03832315933926014,0.032083212419891816,0.04745491761197178,0.05845904120148458,0.0863480005704487,0.09644946579025082]","[0.06740896480719505,0.08072282980301768,0.10608373743058738,0.07129995399478575,0.07001918284591453,0.056881528160755056,0.08951909417654123,0.13108014033290163,0.15218327956586206,0.17480128888243962]","[0.06728323308027041,0.08129669736383895,0.10533869789202263,0.07068589613468118,0.07014179045849978,0.05724868361977039,0.09050769940159759,0.13226868199435216,0.15214571375644304,0.1730829062985238]"
Qwen3-8B,v4.4,29,4,51,0.0011198666770599,0.0017962091498904,0.6296354812765731,3.556741945495694,20,3.9003565462549212,1,0.3746994087186068,1,0.65,0.3746994087186068,0.65,2.6,0.7300811916212702,4,0.4274990903688458,7.66444422150104,0.18453346914600205,7.651824248769936,1,0.18365428658411856,0.7427331135776839,0.35,broad_span_mean_only,,"[0.3746994087186068,0.15154851446891043,0.0854714672770663,0.07467893775191513,0.05958675635553532,0.04530221185330634,0.0635556422759277,0.04407318023472037,0.05987588368211044,0.041207997381901146]","[0.18453346914600205,0.12706105142213098,0.10382438006191516,0.08307376297389948,0.08618228507154202,0.07372263500010781,0.09416163336662306,0.06859139184118873,0.09359603444986062,0.08525335666673012]","[0.18365428658411856,0.12763124668692752,0.10349049401962038,0.08221435423667132,0.08612115082394073,0.07406933638950881,0.09535160076016873,0.06941674352165668,0.0939294329120153,0.08412135406537197]"
Qwen3-8B,v4.4,8,19,52,0.0011136130734799,0.0012453330887688,0.8975943193864689,2.1254358317778865,20,8.067599882579126,1,0.11909243394377347,1,0.2,0.11909243394377347,0.2,3.4,0.8821637179203083,1,0.5014233912311276,7.332815082195326,0.22331195840865656,7.356714447599164,1,0.22212486054072444,0.8996419761843815,0.4,global_endpoint_aggregator,,"[0.11909243394377347,0.10878068927500047,0.08118846784630124,0.08531542747129447,0.10341074817075273,0.1088299336027994,0.11142046666693887,0.11092837115810039,0.10111019123056668,0.06992327063447232]","[0.22331195840865656,0.13115676024584214,0.07953147906823724,0.0664649945417429,0.07035290149634203,0.07225411843798173,0.08822750415436235,0.09219461785840612,0.09308039668543801,0.08342526910299088]","[0.22212486054072444,0.13214796629055942,0.07915930987742228,0.06570445602441614,0.07021458885455178,0.07274183316707053,0.08916300356955853,0.0935739617996085,0.09268317276993976,0.08248684710614865]"
Qwen3-8B,v4.4,33,15,53,0.0011007378770308,0.0044758747021356,0.2403426579327335,9.986086610345795,20,1.0593423914517583,1,0.9722242116836199,1,1.0,0.9722242116836199,1.0,2.45,0.5232915557193625,1,0.7619683636514429,3.396772732702253,0.46003307244324887,3.399530366385033,1,0.4583632267100001,0.8225652394369842,0.95,first_needle_locator,1.0,"[0.9722242116836199,0.014185717113596999,0.004348959834057863,0.0026604181740987397,0.0014087291450667295,0.0027828676799216377,0.00026798520054870497,0.00023551369622039809,0.000852407768819274,0.0010331897040498426]","[0.46003307244324887,0.1514809732799075,0.10454196620333969,0.04295083239945953,0.03804119562989195,0.02318266014883462,0.036801264544033,0.04481429797988014,0.03900300769934331,0.059150729672061475]","[0.4583632267100001,0.15203633750879586,0.10449215187353504,0.04263531093997326,0.03783335736737963,0.023425118604140434,0.03781046047168216,0.04548790436379991,0.03959476594190543,0.05832136621878823]"
Qwen3-8B,v4.4,19,3,54,0.0010972794737632,0.0014821896950403,0.7635903510308244,2.402755739629305,20,5.9890953191070615,7,0.13138684911397897,9,0.25,0.03330937498834245,0.0,3.35,0.7196376338699247,4,0.5092911743780302,6.18745316935776,0.15218613844389647,6.178599030015801,9,0.1520538912172933,0.7522564482573042,0.3,broad_span_mean_only,,"[0.03330937498834245,0.09775228213103163,0.0875787795497309,0.0827469125094587,0.11442870998069306,0.10561009334839688,0.13138684911397897,0.1103786846125038,0.12883707706332842,0.10797123670253517]","[0.023392922081450728,0.09418335871299392,0.12879681679603325,0.083108153148653,0.09798078358296321,0.08517459265361024,0.12856076811423736,0.10014210959431805,0.15218613844389647,0.10647435687184384]","[0.023365225426569068,0.09444604167668555,0.1278108602030844,0.08239702492864186,0.09816937427360534,0.08644934889117441,0.12910880506532393,0.10111132969673649,0.1520538912172933,0.10508809862088561]"
Qwen3-8B,v4.4,22,20,55,0.0010831816794319,0.0016376780139074,0.6688908385796778,3.17593135431376,20,4.360794167621845,1,0.42565161999247864,1,0.9,0.42565161999247864,0.9,2.7,0.7199681026580949,1,0.5849133292442781,4.731594346710529,0.281133663001566,4.720066307456182,1,0.27991438651003675,0.7385196106221688,0.55,mixed,,"[0.42565161999247864,0.07264609452538025,0.08058543868015307,0.06384175036699903,0.07354300305039672,0.06975475834100711,0.0869551502524811,0.04821532809782521,0.048060472943984904,0.03074638374929394]","[0.281133663001566,0.0843964221058511,0.08083616530398116,0.053032502468954704,0.06156214980993526,0.050875278726561154,0.08962836504683946,0.09782324776796984,0.09700081366963786,0.1037113920987035]","[0.27991438651003675,0.08483302843775009,0.08049897957611352,0.05234831519113666,0.06121984831932389,0.051195601098083285,0.09086450923849322,0.09869944500417227,0.09781268212142577,0.10261320450346452]"
Qwen3-8B,v4.4,24,5,56,0.0010587055845703,0.0041384955247242,0.2880777899137424,8.794351757632223,20,1.2856025125082944,1,0.8932270123397139,1,1.0,0.8932270123397139,1.0,2.45,0.5706179547602763,1,0.42288927060455705,5.5274126831003745,0.30628281567436094,5.5298506954070294,1,0.30378313206766044,0.7365571756313,0.8,first_needle_locator,1.0,"[0.8932270123397139,0.05530466288040853,0.01829709862481061,0.004600080691287761,0.007042995670733604,0.007131919046964802,0.009686794134321537,0.0028209940436734232,0.001333250191294435,0.0005551923767913742]","[0.30628281567436094,0.08279477828862036,0.12790838280862554,0.08913049898229004,0.04468213353740296,0.07495671698237269,0.0808698783053641,0.07545586530291021,0.06713321126980458,0.05078571884824858]","[0.30378313206766044,0.08349157401831248,0.1279990973501365,0.08882299693611026,0.044567243367212885,0.0755758120363732,0.08177359738384393,0.07657048548846503,0.06696995880901971,0.05044610254286556]"
Qwen3-8B,v4.4,25,30,57,0.0010547537347269,0.002154102259212,0.4986971459563591,4.559770096170211,20,2.5977007915702552,1,0.5569825148028678,1,0.9,0.5569825148028678,0.9,2.5,0.7094003411611244,4,0.45519111219602343,8.668543242354065,0.14458516865048474,8.63092255625865,2,0.14506919503233026,0.5851347432914962,0.2,broad_span_mean_only,,"[0.5569825148028678,0.2031963087833121,0.044256031473726774,0.026492561599407338,0.01999075090421123,0.039307470355769286,0.032441777205138196,0.04537864475466413,0.02227141398408402,0.009682526136819247]","[0.1247662323785899,0.14458516865048474,0.11158363752001041,0.09479400044732343,0.08458204089162583,0.09276763668253632,0.09296362639861384,0.09397051933110621,0.09957326738997913,0.06041387030973018]","[0.1238917167550934,0.14506919503233026,0.1109759628351151,0.09386915939991432,0.08457341580806549,0.09362679443671572,0.09369564476813115,0.09534963020190826,0.09918263616026998,0.059765844602456306]"
Qwen3-8B,v4.4,10,22,58,0.0010499729533,0.0012753427028655,0.8376960842985679,2.249897147074916,20,7.0914983898736805,1,0.19442158424440245,1,0.5,0.19442158424440245,0.5,3.1,0.8492361358355087,4,0.47134647713147093,5.037745059365662,0.3577986492771249,5.054146498789232,1,0.35672251548142614,0.860830770213864,0.55,global_endpoint_aggregator,,"[0.19442158424440245,0.10190460032572819,0.07177187748461437,0.06895725828157409,0.06775432584683708,0.07259097928441464,0.08066347093605522,0.09904003675742437,0.09452198677133403,0.14837388006761554]","[0.3577986492771249,0.1466390845993018,0.0762602872179686,0.04542527768968578,0.04874058307847937,0.04728212100714023,0.053523583284482465,0.06953569601085445,0.06924152186690015,0.08555319596806227]","[0.35672251548142614,0.14744047437935714,0.0759273707650647,0.04522307943186841,0.048500526343279046,0.04753599890594678,0.054109208892778884,0.07080062999397577,0.06895639671674253,0.08478379908956055]"
Qwen3-8B,v4.4,9,14,59,0.0010453693009862,0.0020706186691919,0.5573709942194512,4.155146249155782,20,2.828768600632997,1,0.571568930135989,1,1.0,0.571568930135989,1.0,2.45,0.7110143672879534,4,0.5464833440529364,1.8819607978133859,0.716929358196294,1.886572206669942,1,0.7159091615400224,0.9566841851518824,1.0,mixed,,"[0.571568930135989,0.15078041819687735,0.0774712436038357,0.04805846045813436,0.03209253835132978,0.02968076492337668,0.037189504196192505,0.018136941186970866,0.013866612784679391,0.021154586162614335]","[0.716929358196294,0.13869866822028395,0.04060345060746839,0.019395144483565822,0.014155203155944748,0.013840495394850863,0.017485864173298622,0.011996674107652303,0.0117432154390365,0.015151926221604948]","[0.7159091615400224,0.1397467197560685,0.04038898522374104,0.019284193676177626,0.014009953404013962,0.014004081027872059,0.017583406753493458,0.012236281147706304,0.011684438385345507,0.015152779085559195]"
Qwen3-8B,v4.4,34,2,60,0.0010320993050477,0.0033966753217908,0.2820580002752874,8.470252786210576,20,1.2858359549005969,1,0.893990136455777,1,1.0,0.893990136455777,1.0,2.45,0.5554379255707784,1,0.7525575827366601,5.086514199038144,0.18292760435581354,5.065065657462488,1,0.1820903802628841,0.45579572067153623,0.45,first_needle_locator,1.0,"[0.893990136455777,0.03912490895158418,0.020183580520451466,0.0052132899259824065,0.012591384058104057,0.0061621447511537135,0.00833539177314756,0.0026987797065605203,0.0053816857976253275,0.006318698059613823]","[0.18292760435581354,0.12958804408342725,0.13483901761153133,0.07334938620306666,0.07136793722474982,0.0487138857130436,0.0780489428188729,0.08462749366287112,0.09473471935731682,0.10180296896930693]","[0.1820903802628841,0.1300792923700146,0.13427375270505174,0.07285428986774013,0.07112862351297951,0.04886386840223221,0.07938538393118423,0.08549743275335961,0.09514278138611572,0.10068419480843813]"
Qwen3-8B,v4.4,32,11,61,0.0010254684463436,0.0035857882764603,0.2504660558050747,9.007746439767311,20,1.0702320013741264,1,0.9677993611710141,1,1.0,0.9677993611710141,1.0,2.45,0.5223885694268583,1,0.8096416497173571,3.128750743521717,0.46079690151421326,3.129507883472642,1,0.4587173476236005,0.783309447375218,0.75,first_needle_locator,1.0,"[0.9677993611710141,0.014251095705944572,0.003282440294624403,0.0017826785327075885,0.0028544581607710356,0.0039012990780131996,0.0020420476332567465,0.0005335414790445488,0.0013607592083090347,0.0021923187363148584]","[0.46079690151421326,0.1327464664556333,0.0792840224228358,0.033582668506665005,0.03414491858958928,0.02496249272794261,0.05238908838800717,0.051166753479853375,0.05256505761983686,0.07836163029542335]","[0.4587173476236005,0.13331579903972135,0.0791415176908144,0.033198885294325284,0.0340339844182226,0.025227610558910235,0.05349087351294255,0.05187100357509389,0.05335850705741998,0.07764447122894926]"
Qwen3-8B,v4.4,27,16,62,0.0009933759975386,0.0021865281793805,0.4591224578126497,4.118376941625286,20,2.453679511471843,1,0.6083156016253802,1,0.85,0.6083156016253802,0.85,2.55,0.5964977406754441,1,0.4748836420212979,7.375957462069709,0.1834001666643001,7.339979221617156,2,0.18369970207038142,0.5505125201338568,0.15,broad_span_mean_only,,"[0.6083156016253802,0.1033108801187135,0.04579947429586824,0.04505814032966172,0.052939241748728785,0.025871247573646887,0.0413573122024836,0.020201310372957894,0.04005608413566536,0.01709070759689376]","[0.14217620052806387,0.1834001666643001,0.12215992332624562,0.08423152067001653,0.07895704891583372,0.07273815472383244,0.06428762244583362,0.07119620673060818,0.07840400727689244,0.10244914871837359]","[0.14181944638059205,0.18369970207038142,0.12187570836830322,0.08341763574244401,0.07869571272915939,0.0736902730451823,0.06483775568500436,0.07233334373475872,0.07822509147630853,0.10140533076786604]"
Qwen3-8B,v4.4,18,10,63,0.00098369130184,0.0030486775769127,0.4790090435037868,6.582535730018535,20,2.3429606177146356,1,0.4900577609635882,1,0.5,0.4900577609635882,0.5,2.5,0.7282886312020513,4,0.5111290494907303,6.0350979761047,0.14115586390036733,6.020882066894311,2,0.1413483209745217,0.4490385830742244,0.15,broad_span_mean_only,,"[0.4900577609635882,0.3154735792923521,0.09956248658151148,0.04003707418063409,0.009771079762699387,0.002937575931357594,0.009179526755196205,0.0050694837194977405,0.007820717855205243,0.020090714957957966]","[0.0979064851744682,0.14115586390036733,0.09052949312839857,0.09162884776710932,0.07057896347227535,0.10159171876851088,0.08403650974505697,0.09538429401364909,0.11589501020953374,0.11129281382063058]","[0.09832520292664766,0.1413483209745217,0.08988919044676125,0.09083515193013256,0.07065815549831862,0.10196933731523761,0.08443240754805073,0.09597877942991773,0.11653630900807684,0.11002714492233531]"
Qwen3-8B,v4.4,19,12,64,0.0009831251352833,0.0013604349560207,0.7213512802345327,2.5434923234879494,20,5.320800082309482,1,0.28948014367808683,1,0.65,0.28948014367808683,0.65,3.2,0.7000322164428846,1,0.4053960281920495,7.800110297697219,0.15674551732133288,7.797479557969564,10,0.1545507383009554,0.6096940207224708,0.05,broad_span_mean_only,,"[0.28948014367808683,0.08490858146701301,0.08302159310428488,0.06503840992228035,0.0853763653182316,0.0630840450411549,0.07240846962695549,0.09314761792316886,0.09486756328697617,0.06866721063184791]","[0.04965237461176527,0.10773493857854657,0.07455319478172102,0.0815058623300787,0.09075434555119515,0.08329598897875029,0.10403166070238672,0.11622129722520573,0.13550481991901767,0.15674551732133288]","[0.04953547812367699,0.10824203492994314,0.07435971368610718,0.08070254404135335,0.09064478688944183,0.08394058615346839,0.10506323458054818,0.1174526251389851,0.1355082581555204,0.1545507383009554]"
Qwen3-8B,v4.4,16,24,65,0.0009757823098108,0.0011512007978226,0.8735903637918933,1.8246019650864729,20,6.946587835635887,7,0.1488249411004961,10,0.3,0.06423639247700048,0.0,3.4,0.7861861735324285,4,0.5585189628551206,7.898930718017499,0.14339952357971225,7.885436389210201,2,0.14399084719048708,0.8068101160290947,0.2,global_endpoint_aggregator,,"[0.06423639247700048,0.05520310742346851,0.08303513370954925,0.08683185712271564,0.11133112329123389,0.1196246474396365,0.1488249411004961,0.10595480388122214,0.08130768712002984,0.14365030643464763]","[0.13474650617346015,0.14339952357971225,0.13149986536665964,0.10780603577605186,0.08030005000389782,0.07430898432363468,0.08592716939318491,0.07385592824709067,0.07025803892902457,0.09789789820728345]","[0.1346107045145419,0.14399084719048708,0.1310235805364886,0.10697741397098644,0.08012843525485816,0.0746847496348437,0.08667571320901134,0.07512092058786453,0.06980661303202267,0.09698102206889561]"
Qwen3-8B,v4.4,27,15,66,0.0009526955771072,0.0016179439094331,0.5801241762162177,3.2722061755624603,20,3.511679407739033,1,0.48568878944095106,1,0.9,0.48568878944095106,0.9,2.7,0.6536629239104146,1,0.47017969743850757,9.083051709667831,0.12575037199670053,9.050351911909392,2,0.12616829231459764,0.5439907949387626,0.05,broad_span_mean_only,,"[0.48568878944095106,0.10444923116308454,0.05505963311948867,0.04778943634158931,0.07143350081829795,0.06471047448642331,0.05710088572395637,0.042841512157769025,0.043001680698865515,0.02792485604957417]","[0.08907257157210008,0.12575037199670053,0.10559892894279195,0.09512794007948372,0.08640506987891952,0.09599405533171956,0.09350601576207271,0.1062682618036442,0.10077381358131085,0.10150297105125686]","[0.08846080885622457,0.12616829231459764,0.10517914268295445,0.09406716254275342,0.0860737967790878,0.09687696287467848,0.094460694767371,0.10766140941097187,0.10075108380832425,0.10030064596303642]"
Qwen3-8B,v4.4,33,14,67,0.0009172777011918,0.0033390737242168,0.2400914683440035,8.42125723419831,20,1.0578978089241158,1,0.9731558671729553,1,1.0,0.9731558671729553,1.0,2.45,0.5213803774473541,1,0.8196545243839866,3.06114073533339,0.35855548610553906,3.048466202872187,1,0.35737562293103714,0.6349587268517068,0.6,first_needle_locator,1.0,"[0.9731558671729553,0.012546649901731547,0.004345112116472587,0.0016150569449273615,0.0017765836173828976,0.0030214741865909984,0.0006455432110353084,0.0005406764023006265,0.0006898148721339174,0.001663221574469601]","[0.35855548610553906,0.1302181952954335,0.0936559601926785,0.0435852676538929,0.043872477330132276,0.025617598028515726,0.05364761392601338,0.07243330978742293,0.07615969720272087,0.10225439447765088]","[0.35737562293103714,0.13062235941759465,0.09347779605169165,0.04313357551087395,0.043721503878592714,0.02585641304246226,0.054724489525511046,0.07298856435715105,0.0767731684153019,0.10132650686978359]"
Qwen3-8B,v4.4,17,7,68,0.0009050039848966,0.0013410965601602,0.6882687033791394,2.5897131119496994,20,4.670607565708536,1,0.3464043678261878,1,0.75,0.3464043678261878,0.75,2.75,0.7479506354484383,4,0.8876544169862542,8.688942730453805,0.1138845077290676,8.696954693077995,9,0.1135523452539092,0.7128292894563052,0.1,broad_span_mean_only,,"[0.3464043678261878,0.1412216236565999,0.08911521558780221,0.052542818626348534,0.07792276279113063,0.07033795293234399,0.06187419444011364,0.045467845930772174,0.04851431937519891,0.06659889883350222]","[0.10176536251946848,0.10768673524797186,0.10486195887130753,0.08112982146261036,0.08572463092876162,0.09096143703767565,0.10109770961968749,0.10004045339491144,0.1138845077290676,0.11284738318853797]","[0.10130299715441697,0.10798471000212184,0.1043687221880392,0.08036646301132012,0.08567038969504136,0.09191230040457296,0.10181414137847355,0.10143578585054742,0.1135523452539092,0.11159214506155743]"
Qwen3-8B,v4.4,24,15,69,0.0009008747115539,0.0035605248477723,0.2640779019617496,7.592079201914825,20,1.1444803993451045,1,0.9379460575680177,1,1.0,0.9379460575680177,1.0,2.45,0.5426025892780718,1,0.5534543302010315,7.496850743156999,0.11748586027175863,7.457632717413313,3,0.11686875783059836,0.32342754934718443,0.1,first_needle_locator,1.0,"[0.9379460575680177,0.03193522762952823,0.011623051120578029,0.005046801264664419,0.002645479712347549,0.003073975993404908,0.0027579203217451224,0.0014152289624086989,0.0014086422027062377,0.002147615224599037]","[0.11215560805372186,0.1145163593286294,0.11748586027175863,0.08744429826081562,0.08774077445678787,0.08376648646120893,0.09290078254525153,0.09761071302419622,0.10068181071934254,0.10569730687828735]","[0.11171554214885618,0.11516351739049502,0.11686875783059836,0.08652107126375715,0.08752250202813916,0.08416270159094318,0.09373930052371618,0.09888110299839836,0.1009798477800267,0.10444565644506972]"
Qwen3-8B,v4.4,24,16,70,0.0008978537986497,0.0034441504213544,0.2473755912312114,8.300647861888882,20,1.107196449735522,1,0.9568475575850449,1,1.0,0.9568475575850449,1.0,2.45,0.5423457502064633,1,0.350131392013055,6.5831047226315365,0.1823407102014996,6.589560172398725,1,0.18108934365500376,0.47346170180810876,0.3,first_needle_locator,1.0,"[0.9568475575850449,0.031493915685541676,0.00327465913655961,0.001529134459151114,0.00290742601270937,0.0008647846667698752,0.0009643534412036497,0.00045321565557352936,0.0014091908215387364,0.00025576253590764414]","[0.1823407102014996,0.13411404700167628,0.12554392770291872,0.08672982542853065,0.06856160357574376,0.10033945978555463,0.06863820230868949,0.07728056355126862,0.08580162015267681,0.07065004029144141]","[0.18108934365500376,0.13455182062618207,0.12550850588559634,0.08641947770102938,0.06854750881583721,0.10105776388778738,0.06896546402465253,0.07839026806111751,0.08563553151425567,0.06983431582853813]"
Qwen3-8B,v4.4,25,31,71,0.0008969752732968,0.0014861587021085,0.6259392408221357,3.1543942830245237,20,4.14746351644849,1,0.39503552767489314,1,0.8,0.39503552767489314,0.8,2.6,0.736887882645253,4,0.4057816296280258,7.854963941071377,0.1376581018214815,7.831970675243002,9,0.13804719537431423,0.5850549392543642,0.1,broad_span_mean_only,,"[0.39503552767489314,0.16913848186985603,0.049285828758264656,0.0375685788585369,0.036077811512144474,0.04607390525161108,0.06494217073262669,0.05097823292757446,0.09206288446166726,0.058836577952825285]","[0.07849320033606205,0.11014951099749012,0.09595870030231705,0.07855046231035996,0.08078298524558439,0.07916997478599555,0.10887853815810611,0.10975420633771682,0.1376581018214815,0.12060431970488636]","[0.07823124731311384,0.11070555114269362,0.09531581914807441,0.07774053250517209,0.08061647441108119,0.0796488380358957,0.10998917722215093,0.11067694395213634,0.13804719537431423,0.11902822089536762]"
Qwen3-8B,v4.4,22,16,72,0.000876416433303,0.0010626773039499,0.8470148925488592,1.7787778504626488,20,6.9412956141418745,10,0.15646710195891894,10,0.25,0.12951141607057332,0.1,3.05,0.8383584622819527,4,0.86730432427045,8.146489851366198,0.13478554991020977,8.133707110165114,1,0.13468848847634846,0.8646432306647183,0.25,global_endpoint_aggregator,,"[0.12951141607057332,0.09400424551759791,0.06589312143569713,0.0686202675236518,0.056523311371075066,0.059036517498630404,0.12248612826893253,0.13745167807919192,0.11000621227573096,0.15646710195891894]","[0.13478554991020977,0.11773430665845723,0.10057152900127622,0.07385446193653598,0.07529298367449826,0.0723988952840852,0.09188836438584891,0.10803465043045832,0.10269402736352169,0.12274523135510848]","[0.13468848847634846,0.1181087571642245,0.10014297047227579,0.07332782188307413,0.07516966626973036,0.07286946202524555,0.0924483310257263,0.10943839197107952,0.10269617561884048,0.12110993509345484]"
Qwen3-8B,v4.4,22,13,73,0.0008637047756874,0.0018410255511601,0.4691815143828561,3.9159528776997594,20,2.2334800271126647,1,0.6652908425785784,1,1.0,0.6652908425785784,1.0,2.45,0.6540696016700334,1,0.5208329964203816,5.017961035508408,0.22763498203713364,5.002073059102743,1,0.22654075915466784,0.6331673015727783,0.6,mixed,,"[0.6652908425785784,0.11802998697257998,0.043717846331827556,0.03979891405313139,0.021396594596111367,0.024000313469966134,0.03054284930079721,0.02275613364641562,0.013316845730508526,0.02114967332008392]","[0.22763498203713364,0.13273290408654073,0.09486703869312543,0.056697095747413016,0.0641715200978393,0.0440955540815459,0.07433787367117038,0.09782614566995021,0.10066800713339683,0.10696887878188462]","[0.22654075915466784,0.1334830905672674,0.0941903319292181,0.05602571313134367,0.06413857923961086,0.044321643196053806,0.07534070800708367,0.09872835158669853,0.10124833462163033,0.10598248856642575]"
Qwen3-8B,v4.4,10,9,74,0.0008630947677405,0.0011875510215758,0.7783373070223356,1.8497169297002083,20,5.773492567223736,6,0.1735383144768692,6,0.25,0.07410795420958594,0.0,3.35,0.6700260287857269,1,0.531112753116868,6.841056144897155,0.14463723339022544,6.864153115562398,1,0.14390166079701533,0.8747943925799323,0.4,broad_span_mean_only,,"[0.07410795420958594,0.04214692824903418,0.05980655849623312,0.12442622500799123,0.15306913095687952,0.1735383144768692,0.13895685623100124,0.07710232958232488,0.06630914066793998,0.09053656212214074]","[0.14463723339022544,0.05810175862620507,0.07923393327725306,0.08974976668909368,0.11013695043674951,0.11962000994701054,0.12212959922775793,0.08387187986379901,0.08845451095829189,0.10406435758361385]","[0.14390166079701533,0.05866251271423413,0.07859783630299146,0.08876494444338486,0.11013006822285656,0.12035557378199735,0.12313889199834901,0.08526050457536034,0.08814770210717657,0.10304030505663445]"
Qwen3-8B,v4.4,22,2,75,0.0008424317367814,0.0020557486348681,0.4026553858335127,4.777833233205396,20,1.9081822595056348,1,0.7401538893958837,1,1.0,0.7401538893958837,1.0,2.45,0.6171198373975286,4,0.4134031860847333,8.587498975391469,0.12215289719565052,8.558016724993589,6,0.12266948372693091,0.29912625829124645,0.0,targeted_occurrence_retriever,1.0,"[0.7401538893958837,0.08846597676721009,0.056184567484361514,0.02280748264496995,0.017899733192991048,0.026605654548807922,0.010596731552085376,0.013585726214042424,0.011407058883917185,0.012293179315730773]","[0.054863834957284495,0.11673612565867138,0.11667553448279847,0.11433626035022586,0.10174007776378471,0.12215289719565052,0.10976186641936572,0.09842466078465617,0.08711860099311715,0.07819014139444548]","[0.05485852979171509,0.11684515768694193,0.11599617707693262,0.11329120235622972,0.101612926549936,0.12266948372693091,0.1106660458292918,0.09964505652369147,0.08708472506958774,0.07733069538874261]"
Qwen3-8B,v4.4,34,30,76,0.0008275841898662,0.0025891486141416,0.3197961469710162,5.639746871889971,20,1.575231166402514,1,0.7979388393377967,1,1.0,0.7979388393377967,1.0,2.45,0.6020644407959764,1,0.47340014588959256,6.853646606730185,0.26723152789011195,6.870037104773101,1,0.26625693889000057,0.7399040571735327,1.0,targeted_occurrence_retriever,1.0,"[0.7979388393377967,0.08774335374773694,0.008277842795058218,0.009085565060983018,0.02112092672226293,0.01853071953364691,0.021739905234299608,0.012860797158759435,0.013403107442490805,0.00929894296696537]","[0.26723152789011195,0.13853603172375265,0.10779359853203219,0.07409017209990687,0.07200353434305937,0.055054551152378575,0.062203496175153805,0.0706389232737401,0.08158990258820191,0.07085826222166253]","[0.26625693889000057,0.1390118565664385,0.1075244655684356,0.07355777594837844,0.0718340957783865,0.05562558598705626,0.06276309551206302,0.07181766457530116,0.08146356177259616,0.07014495940134394]"
