registered_bank_size,evaluation_scope,analysis_population,gold_count,estimand,mean,ci95_low,ci95_high,n_seeds,n_anchor_units,anchor_weighted_mean,mean_equalized_strata_per_seed,sign_flip_p,sign_flip_method,inferential_status,holm_family,holm_p
8,full_panel,clean_correct_only,10,selected_failure_minus_mean_random_failure,0.9523809523809524,0.8928571428571429,1.0,28,28,0.9523809523809524,1.0,4.9999750001249995e-06,deterministic_monte_carlo_200000,descriptive_count_stratum,count_strata:K8:full_panel:clean_correct_only,4.4999775001124996e-05
8,discovery,all_examples,2,selected_failure_minus_mean_random_failure,0.26666666666666666,0.08333333333333333,0.4666666666666666,20,20,0.26666666666666666,1.0,0.031250923871112946,exact,descriptive_count_stratum,count_strata:K8:discovery:all_examples,0.031250923871112946
8,discovery,all_examples,3,selected_failure_minus_mean_random_failure,0.5166666666666666,0.3,0.7333333333333333,20,20,0.5166666666666666,1.0,0.000977515242085226,exact,descriptive_count_stratum,count_strata:K8:discovery:all_examples,0.001955030484170452
8,discovery,all_examples,4,selected_failure_minus_mean_random_failure,0.7499999999999999,0.5666666666666667,0.9,20,20,0.7499999999999999,1.0,3.1471222428109714e-05,exact,descriptive_count_stratum,count_strata:K8:discovery:all_examples,9.441366728432914e-05
8,discovery,all_examples,5,selected_failure_minus_mean_random_failure,0.8,0.6333333333333334,0.9333333333333332,20,20,0.8,1.0,8.58306066221174e-06,exact,descriptive_count_stratum,count_strata:K8:discovery:all_examples,4.29153033110587e-05
8,discovery,all_examples,6,selected_failure_minus_mean_random_failure,0.8666666666666666,0.7333333333333333,0.9833333333333332,20,20,0.8666666666666666,1.0,4.768367034562078e-06,exact,descriptive_count_stratum,count_strata:K8:discovery:all_examples,2.8610202207372468e-05
8,discovery,all_examples,7,selected_failure_minus_mean_random_failure,0.9333333333333332,0.85,1.0,20,20,0.9333333333333332,1.0,2.8610202207372468e-06,exact,descriptive_count_stratum,count_strata:K8:discovery:all_examples,2.574918198663522e-05
8,discovery,all_examples,8,selected_failure_minus_mean_random_failure,0.85,0.7499999999999999,0.9333333333333333,20,20,0.85,1.0,2.8610202207372468e-06,exact,descriptive_count_stratum,count_strata:K8:discovery:all_examples,2.574918198663522e-05
8,discovery,all_examples,9,selected_failure_minus_mean_random_failure,0.8166666666666667,0.6666666666666666,0.95,20,20,0.8166666666666667,1.0,8.58306066221174e-06,exact,descriptive_count_stratum,count_strata:K8:discovery:all_examples,4.29153033110587e-05
8,discovery,all_examples,10,selected_failure_minus_mean_random_failure,1.0,1.0,1.0,20,20,1.0,1.0,2.8610202207372468e-06,exact,descriptive_count_stratum,count_strata:K8:discovery:all_examples,2.574918198663522e-05
8,discovery,clean_correct_only,2,selected_failure_minus_mean_random_failure,0.26666666666666666,0.0833333333333333,0.4666666666666666,20,20,0.26666666666666666,1.0,0.031250923871112946,exact,descriptive_count_stratum,count_strata:K8:discovery:clean_correct_only,0.031250923871112946
8,discovery,clean_correct_only,3,selected_failure_minus_mean_random_failure,0.5166666666666666,0.3,0.7333333333333333,20,20,0.5166666666666666,1.0,0.000977515242085226,exact,descriptive_count_stratum,count_strata:K8:discovery:clean_correct_only,0.001955030484170452
8,discovery,clean_correct_only,4,selected_failure_minus_mean_random_failure,0.7368421052631579,0.5438596491228069,0.8947368421052632,19,19,0.7368421052631579,1.0,6.294238482974085e-05,exact,descriptive_count_stratum,count_strata:K8:discovery:clean_correct_only,0.00018882715448922255
8,discovery,clean_correct_only,5,selected_failure_minus_mean_random_failure,0.8245614035087719,0.6666666666666666,0.9649122807017543,19,19,0.8245614035087719,1.0,1.7166104953565686e-05,exact,descriptive_count_stratum,count_strata:K8:discovery:clean_correct_only,6.866441981426274e-05
8,discovery,clean_correct_only,6,selected_failure_minus_mean_random_failure,0.8666666666666666,0.7333333333333333,0.9833333333333332,20,20,0.8666666666666666,1.0,4.768367034562078e-06,exact,descriptive_count_stratum,count_strata:K8:discovery:clean_correct_only,3.3378569241934546e-05
8,discovery,clean_correct_only,7,selected_failure_minus_mean_random_failure,0.9333333333333332,0.85,1.0,20,20,0.9333333333333332,1.0,2.8610202207372468e-06,exact,descriptive_count_stratum,count_strata:K8:discovery:clean_correct_only,2.574918198663522e-05
8,discovery,clean_correct_only,8,selected_failure_minus_mean_random_failure,0.8421052631578947,0.7368421052631579,0.9298245614035089,19,19,0.8421052631578947,1.0,5.722034984521895e-06,exact,descriptive_count_stratum,count_strata:K8:discovery:clean_correct_only,3.433220990713137e-05
8,discovery,clean_correct_only,9,selected_failure_minus_mean_random_failure,0.8166666666666667,0.6666666666666666,0.95,20,20,0.8166666666666667,1.0,8.58306066221174e-06,exact,descriptive_count_stratum,count_strata:K8:discovery:clean_correct_only,4.29153033110587e-05
8,discovery,clean_correct_only,10,selected_failure_minus_mean_random_failure,1.0,1.0,1.0,20,20,1.0,1.0,2.8610202207372468e-06,exact,descriptive_count_stratum,count_strata:K8:discovery:clean_correct_only,2.574918198663522e-05
