model_label,role,layer,rows,seeds,fold,algorithm,rows_train,rows_test,r2,mae,pearson_r
Gemma4-E4B,prompt_running,0,300,30,discovery_to_confirmation,ridge,200,100,0.024839460849761963,2.3651626110076904,0.2678122415705242
Gemma4-E4B,prompt_running,0,300,30,discovery_to_confirmation,knn5_distance,200,100,-0.2686145526897925,2.693099760196501,-0.004253084685897083
Gemma4-E4B,prompt_running,1,300,30,discovery_to_confirmation,ridge,200,100,0.08547306060791016,2.3346097469329834,0.3325458846771986
Gemma4-E4B,prompt_running,1,300,30,discovery_to_confirmation,knn5_distance,200,100,-0.20066373270883653,2.657924800480117,0.050964711327180154
Gemma4-E4B,prompt_running,2,300,30,discovery_to_confirmation,ridge,200,100,0.014066874980926514,2.400712490081787,0.2245737602371303
Gemma4-E4B,prompt_running,2,300,30,discovery_to_confirmation,knn5_distance,200,100,-0.23470800517034185,2.7010011486506715,0.055222724204239425
Gemma4-E4B,prompt_running,3,300,30,discovery_to_confirmation,ridge,200,100,0.10852521657943726,2.2701287269592285,0.3696914215031144
Gemma4-E4B,prompt_running,3,300,30,discovery_to_confirmation,knn5_distance,200,100,0.0680099892304683,2.3076934381253436,0.3098224226758155
Gemma4-E4B,prompt_running,4,300,30,discovery_to_confirmation,ridge,200,100,0.19598692655563354,2.0977513790130615,0.4933866944614558
Gemma4-E4B,prompt_running,4,300,30,discovery_to_confirmation,knn5_distance,200,100,0.1194857523431112,2.236702659871908,0.36855555303977805
Gemma4-E4B,prompt_running,5,300,30,discovery_to_confirmation,ridge,200,100,0.7918161749839783,1.0536353588104248,0.8938930885537001
Gemma4-E4B,prompt_running,5,300,30,discovery_to_confirmation,knn5_distance,200,100,0.27120868166154277,1.9241043780488858,0.752054126470598
Gemma4-E4B,prompt_running,6,300,30,discovery_to_confirmation,ridge,200,100,0.7804460525512695,1.0890169143676758,0.8850042367011681
Gemma4-E4B,prompt_running,6,300,30,discovery_to_confirmation,knn5_distance,200,100,0.2578842554613411,2.0089632930962646,0.7557472469717481
Gemma4-E4B,prompt_running,7,300,30,discovery_to_confirmation,ridge,200,100,0.7182621359825134,1.2344741821289062,0.8509758686240895
Gemma4-E4B,prompt_running,7,300,30,discovery_to_confirmation,knn5_distance,200,100,0.3829836299975594,1.7610014852729514,0.730909561047165
Gemma4-E4B,prompt_running,8,300,30,discovery_to_confirmation,ridge,200,100,0.5914545655250549,1.4734277725219727,0.7713211950473674
Gemma4-E4B,prompt_running,8,300,30,discovery_to_confirmation,knn5_distance,200,100,0.2847960538748173,2.0055704137919452,0.6542276483539642
Gemma4-E4B,prompt_running,9,300,30,discovery_to_confirmation,ridge,200,100,0.7194881439208984,1.248538613319397,0.8484631378327977
Gemma4-E4B,prompt_running,9,300,30,discovery_to_confirmation,knn5_distance,200,100,0.373735099556581,1.840026199076865,0.6806378971375701
Gemma4-E4B,prompt_running,10,300,30,discovery_to_confirmation,ridge,200,100,0.7813552618026733,1.1137080192565918,0.8862798241123255
Gemma4-E4B,prompt_running,10,300,30,discovery_to_confirmation,knn5_distance,200,100,0.4804540470694275,1.6964575692206316,0.7175449488321456
Gemma4-E4B,prompt_running,11,300,30,discovery_to_confirmation,ridge,200,100,0.8567773103713989,0.8591480851173401,0.9325501363551403
Gemma4-E4B,prompt_running,11,300,30,discovery_to_confirmation,knn5_distance,200,100,0.427938645137664,1.6672976550514098,0.743507264709258
Gemma4-E4B,prompt_running,12,300,30,discovery_to_confirmation,ridge,200,100,0.8502401113510132,0.8779172301292419,0.9257312904699243
Gemma4-E4B,prompt_running,12,300,30,discovery_to_confirmation,knn5_distance,200,100,0.5302829213652941,1.5076142689223366,0.7871631666944807
Gemma4-E4B,prompt_running,13,300,30,discovery_to_confirmation,ridge,200,100,0.8381535410881042,0.9271450042724609,0.917311456369519
Gemma4-E4B,prompt_running,13,300,30,discovery_to_confirmation,knn5_distance,200,100,0.5825424668558508,1.4531263113089243,0.8091801372825348
Gemma4-E4B,prompt_running,14,300,30,discovery_to_confirmation,ridge,200,100,0.8242456912994385,0.9533334970474243,0.9140125943079703
Gemma4-E4B,prompt_running,14,300,30,discovery_to_confirmation,knn5_distance,200,100,0.6920453287726651,1.2187986467458998,0.8493162974780121
Gemma4-E4B,prompt_running,15,300,30,discovery_to_confirmation,ridge,200,100,0.8275551795959473,0.9244555830955505,0.9136469176072997
Gemma4-E4B,prompt_running,15,300,30,discovery_to_confirmation,knn5_distance,200,100,0.6885930076734459,1.260290976539111,0.832388244927049
Gemma4-E4B,prompt_running,16,300,30,discovery_to_confirmation,ridge,200,100,0.83352130651474,0.9290434122085571,0.9141313092796387
Gemma4-E4B,prompt_running,16,300,30,discovery_to_confirmation,knn5_distance,200,100,0.7189105052171413,1.1968180400935071,0.8576393487175826
Gemma4-E4B,prompt_running,17,300,30,discovery_to_confirmation,ridge,200,100,0.7759568095207214,1.0287460088729858,0.8811515354799738
Gemma4-E4B,prompt_running,17,300,30,discovery_to_confirmation,knn5_distance,200,100,0.6801238124219335,1.2713472338452825,0.8510680446669121
Gemma4-E4B,prompt_running,18,300,30,discovery_to_confirmation,ridge,200,100,0.8048213720321655,0.9647018313407898,0.8982535259987907
Gemma4-E4B,prompt_running,18,300,30,discovery_to_confirmation,knn5_distance,200,100,0.6476495809746339,1.3361991738714643,0.8296554808742997
Gemma4-E4B,prompt_running,19,300,30,discovery_to_confirmation,ridge,200,100,0.8344529867172241,0.9146134853363037,0.9144155041830724
Gemma4-E4B,prompt_running,19,300,30,discovery_to_confirmation,knn5_distance,200,100,0.6116474051055454,1.420328872381461,0.8080516304220772
Gemma4-E4B,prompt_running,20,300,30,discovery_to_confirmation,ridge,200,100,0.8459003567695618,0.8977729082107544,0.9214223079722598
Gemma4-E4B,prompt_running,20,300,30,discovery_to_confirmation,knn5_distance,200,100,0.6256255102305219,1.3640102548461612,0.8310425104936706
Gemma4-E4B,prompt_running,21,300,30,discovery_to_confirmation,ridge,200,100,0.8423572778701782,0.9485242366790771,0.9178790619740177
Gemma4-E4B,prompt_running,21,300,30,discovery_to_confirmation,knn5_distance,200,100,0.638614915136952,1.345125456033112,0.8437544517163816
Gemma4-E4B,prompt_running,22,300,30,discovery_to_confirmation,ridge,200,100,0.8342087268829346,0.968112587928772,0.9137269747929371
Gemma4-E4B,prompt_running,22,300,30,discovery_to_confirmation,knn5_distance,200,100,0.7284898303124527,1.1854134694747902,0.8569743148205485
Gemma4-E4B,prompt_running,23,300,30,discovery_to_confirmation,ridge,200,100,0.7427107095718384,1.1266043186187744,0.8643229282367293
Gemma4-E4B,prompt_running,23,300,30,discovery_to_confirmation,knn5_distance,200,100,0.528111795164194,1.541980777790705,0.7526369574670242
Gemma4-E4B,prompt_running,24,300,30,discovery_to_confirmation,ridge,200,100,0.759951114654541,1.0913234949111938,0.8722206918245878
Gemma4-E4B,prompt_running,24,300,30,discovery_to_confirmation,knn5_distance,200,100,0.6120036604745432,1.3554682617467555,0.785534047872168
Gemma4-E4B,prompt_running,25,300,30,discovery_to_confirmation,ridge,200,100,0.6947876214981079,1.273940086364746,0.8339050807484603
Gemma4-E4B,prompt_running,25,300,30,discovery_to_confirmation,knn5_distance,200,100,0.5889940299457733,1.4129563992986274,0.7675846043322081
Gemma4-E4B,prompt_running,26,300,30,discovery_to_confirmation,ridge,200,100,0.6562202572822571,1.3570446968078613,0.8105242153877379
Gemma4-E4B,prompt_running,26,300,30,discovery_to_confirmation,knn5_distance,200,100,0.5535391111661067,1.5448125679388625,0.7446315826699662
Gemma4-E4B,prompt_running,27,300,30,discovery_to_confirmation,ridge,200,100,0.6485354900360107,1.382203221321106,0.8057174814412273
Gemma4-E4B,prompt_running,27,300,30,discovery_to_confirmation,knn5_distance,200,100,0.553108108476899,1.5144071794546163,0.7452449607824717
Gemma4-E4B,prompt_running,28,300,30,discovery_to_confirmation,ridge,200,100,0.6430740356445312,1.371401071548462,0.8026670608667372
Gemma4-E4B,prompt_running,28,300,30,discovery_to_confirmation,knn5_distance,200,100,0.4827083040007841,1.5726409725203823,0.7021298836445682
Gemma4-E4B,prompt_running,29,300,30,discovery_to_confirmation,ridge,200,100,0.5724599361419678,1.5239150524139404,0.7582751717586146
Gemma4-E4B,prompt_running,29,300,30,discovery_to_confirmation,knn5_distance,200,100,0.45035024131227086,1.6020726403726664,0.6781665758147707
Gemma4-E4B,prompt_running,30,300,30,discovery_to_confirmation,ridge,200,100,0.6483855247497559,1.3487759828567505,0.8064782845961301
Gemma4-E4B,prompt_running,30,300,30,discovery_to_confirmation,knn5_distance,200,100,0.34469482893423187,1.7332792411669533,0.623286821196643
Gemma4-E4B,prompt_running,31,300,30,discovery_to_confirmation,ridge,200,100,0.6549312472343445,1.3867110013961792,0.811700972017134
Gemma4-E4B,prompt_running,31,300,30,discovery_to_confirmation,knn5_distance,200,100,0.4608758146001264,1.630954555068073,0.6936367829968905
Gemma4-E4B,prompt_running,32,300,30,discovery_to_confirmation,ridge,200,100,0.6415528059005737,1.4156582355499268,0.805049523608032
Gemma4-E4B,prompt_running,32,300,30,discovery_to_confirmation,knn5_distance,200,100,0.45175650107478893,1.6359132104630616,0.697824142518397
Gemma4-E4B,prompt_running,33,300,30,discovery_to_confirmation,ridge,200,100,0.6674123406410217,1.3245331048965454,0.8264556944213822
Gemma4-E4B,prompt_running,33,300,30,discovery_to_confirmation,knn5_distance,200,100,0.379517297897495,1.7720858313742054,0.6369495456290857
Gemma4-E4B,prompt_running,34,300,30,discovery_to_confirmation,ridge,200,100,0.6645769476890564,1.3291823863983154,0.8241193171715884
Gemma4-E4B,prompt_running,34,300,30,discovery_to_confirmation,knn5_distance,200,100,0.4651044506504709,1.6005027363895648,0.701402380334262
Gemma4-E4B,prompt_running,35,300,30,discovery_to_confirmation,ridge,200,100,0.6749029159545898,1.280657172203064,0.8351993800136476
Gemma4-E4B,prompt_running,35,300,30,discovery_to_confirmation,knn5_distance,200,100,0.48435354169522915,1.5880245282958287,0.7172096160115082
Gemma4-E4B,prompt_running,36,300,30,discovery_to_confirmation,ridge,200,100,0.6596627831459045,1.3123936653137207,0.8289902196377008
Gemma4-E4B,prompt_running,36,300,30,discovery_to_confirmation,knn5_distance,200,100,0.492858512882727,1.5991625312826432,0.7191751237645683
Gemma4-E4B,prompt_running,37,300,30,discovery_to_confirmation,ridge,200,100,0.6357254981994629,1.3553751707077026,0.8141916088523
Gemma4-E4B,prompt_running,37,300,30,discovery_to_confirmation,knn5_distance,200,100,0.5005680087223039,1.5732016324322873,0.7186303863012363
Gemma4-E4B,prompt_running,38,300,30,discovery_to_confirmation,ridge,200,100,0.6154974102973938,1.3938461542129517,0.7992123094175884
Gemma4-E4B,prompt_running,38,300,30,discovery_to_confirmation,knn5_distance,200,100,0.4999931393171254,1.5922944482749344,0.7215896890368099
Gemma4-E4B,prompt_running,39,300,30,discovery_to_confirmation,ridge,200,100,0.6102932691574097,1.4114733934402466,0.7968819987433317
Gemma4-E4B,prompt_running,39,300,30,discovery_to_confirmation,knn5_distance,200,100,0.46687322154077615,1.683438234232025,0.6967112957968725
Gemma4-E4B,prompt_running,40,300,30,discovery_to_confirmation,ridge,200,100,0.6641534566879272,1.3249478340148926,0.8266166184691165
Gemma4-E4B,prompt_running,40,300,30,discovery_to_confirmation,knn5_distance,200,100,0.48398901149460627,1.6409500775048438,0.7077655837946382
Gemma4-E4B,prompt_running,41,300,30,discovery_to_confirmation,ridge,200,100,0.6440170407295227,1.3805934190750122,0.8068355786923468
Gemma4-E4B,prompt_running,41,300,30,discovery_to_confirmation,knn5_distance,200,100,0.429709884702585,1.706067340579381,0.670620524551932
Gemma4-E4B,answer_query,0,200,20,group_fold_0,ridge,160,40,-5.807846546173096,5.980977535247803,0.021405738350335456
Gemma4-E4B,answer_query,0,200,20,group_fold_0,knn5_distance,160,40,-0.3822725499870985,2.799624782167773,-0.003306866294798344
Gemma4-E4B,answer_query,0,200,20,group_fold_1,ridge,160,40,-4.287004470825195,5.62191915512085,-0.012846999073344648
Gemma4-E4B,answer_query,0,200,20,group_fold_1,knn5_distance,160,40,-0.2719121706762806,2.7878734869932766,-0.03880488755135401
Gemma4-E4B,answer_query,0,200,20,group_fold_2,ridge,160,40,-0.43921732902526855,2.866654872894287,-0.06098964380752142
Gemma4-E4B,answer_query,0,200,20,group_fold_2,knn5_distance,160,40,0.00287516496071627,2.4884420047839084,0.16680130481674094
Gemma4-E4B,answer_query,0,200,20,group_fold_3,ridge,160,40,-3.356360912322998,5.140669822692871,0.018361640171623048
Gemma4-E4B,answer_query,0,200,20,group_fold_3,knn5_distance,160,40,-0.3036149102304644,2.747934675973341,-0.14568389735870085
Gemma4-E4B,answer_query,0,200,20,group_fold_4,ridge,160,40,-4.219396591186523,5.761420249938965,-0.024936037108613328
Gemma4-E4B,answer_query,0,200,20,group_fold_4,knn5_distance,160,40,-0.641433766341607,3.0810642265946755,-0.14177315263794682
Gemma4-E4B,answer_query,1,200,20,group_fold_0,ridge,160,40,-1.9027175903320312,3.8959617614746094,0.12489259647555262
Gemma4-E4B,answer_query,1,200,20,group_fold_0,knn5_distance,160,40,-0.11699017412846469,2.517300493075914,0.14228204306581463
Gemma4-E4B,answer_query,1,200,20,group_fold_1,ridge,160,40,-1.1439642906188965,3.477607250213623,0.14178352605810185
Gemma4-E4B,answer_query,1,200,20,group_fold_1,knn5_distance,160,40,-0.1008203207716154,2.5911486340909304,0.03286888033407925
Gemma4-E4B,answer_query,1,200,20,group_fold_2,ridge,160,40,-0.06533515453338623,2.4528849124908447,0.27395896860189267
Gemma4-E4B,answer_query,1,200,20,group_fold_2,knn5_distance,160,40,-0.23462728493417107,2.5948871886051528,0.01746977853172968
Gemma4-E4B,answer_query,1,200,20,group_fold_3,ridge,160,40,-10.933213233947754,7.641781806945801,-0.042293625176055914
Gemma4-E4B,answer_query,1,200,20,group_fold_3,knn5_distance,160,40,-0.5407690841092923,3.0326847817277534,-0.4335698461195284
Gemma4-E4B,answer_query,1,200,20,group_fold_4,ridge,160,40,-0.9302361011505127,3.31245493888855,-0.012535633988422577
Gemma4-E4B,answer_query,1,200,20,group_fold_4,knn5_distance,160,40,-0.21859093263398566,2.606836305630133,-0.023214293871162694
Gemma4-E4B,answer_query,2,200,20,group_fold_0,ridge,160,40,-1.785590410232544,4.024179935455322,0.031396751893855414
Gemma4-E4B,answer_query,2,200,20,group_fold_0,knn5_distance,160,40,-0.37940847616936346,2.908808668464375,-0.09240894308633596
Gemma4-E4B,answer_query,2,200,20,group_fold_1,ridge,160,40,-0.8084598779678345,3.1336257457733154,-0.05514447387019501
Gemma4-E4B,answer_query,2,200,20,group_fold_1,knn5_distance,160,40,-0.32637741791803876,2.7580550847433156,-0.03898110353150938
Gemma4-E4B,answer_query,2,200,20,group_fold_2,ridge,160,40,-0.8352828025817871,3.269294023513794,0.07294378297405832
Gemma4-E4B,answer_query,2,200,20,group_fold_2,knn5_distance,160,40,-0.25728082376649786,2.7099738793540165,0.0531970523590557
Gemma4-E4B,answer_query,2,200,20,group_fold_3,ridge,160,40,-0.3940848112106323,2.85041880607605,-0.06840840869300789
Gemma4-E4B,answer_query,2,200,20,group_fold_3,knn5_distance,160,40,-0.3208051968727721,2.7984817990575586,-0.14808230069434003
Gemma4-E4B,answer_query,2,200,20,group_fold_4,ridge,160,40,-1.0006020069122314,3.3245155811309814,0.017260600405211466
Gemma4-E4B,answer_query,2,200,20,group_fold_4,knn5_distance,160,40,-0.3022932233032056,2.729944879568324,-0.056853330829022934
Gemma4-E4B,answer_query,3,200,20,group_fold_0,ridge,160,40,-2.0138113498687744,4.238959789276123,0.03620568865339383
Gemma4-E4B,answer_query,3,200,20,group_fold_0,knn5_distance,160,40,-0.20329634016366116,2.6570001875841824,-0.12335081830540828
Gemma4-E4B,answer_query,3,200,20,group_fold_1,ridge,160,40,-1.5026588439941406,3.701810121536255,-0.018887771461194525
Gemma4-E4B,answer_query,3,200,20,group_fold_1,knn5_distance,160,40,-0.3428045285656538,2.765715590993888,-0.07210605812864425
Gemma4-E4B,answer_query,3,200,20,group_fold_2,ridge,160,40,-1.7933173179626465,3.859950542449951,0.0469550579017939
Gemma4-E4B,answer_query,3,200,20,group_fold_2,knn5_distance,160,40,-0.39760068925922876,2.8056091398819416,-0.06542908698071762
Gemma4-E4B,answer_query,3,200,20,group_fold_3,ridge,160,40,-2.4180054664611816,4.419114112854004,0.019827347975745375
Gemma4-E4B,answer_query,3,200,20,group_fold_3,knn5_distance,160,40,-0.3625339267242669,2.885678626261239,-0.09534500917096592
Gemma4-E4B,answer_query,3,200,20,group_fold_4,ridge,160,40,-1.7997667789459229,3.861801862716675,-0.010415568344010764
Gemma4-E4B,answer_query,3,200,20,group_fold_4,knn5_distance,160,40,-0.1537517157026178,2.655779211489846,0.02366909475065654
Gemma4-E4B,answer_query,4,200,20,group_fold_0,ridge,160,40,-0.3866894245147705,2.7715630531311035,0.1410763985808869
Gemma4-E4B,answer_query,4,200,20,group_fold_0,knn5_distance,160,40,-0.5984632894904838,2.9718858992899526,-0.016840530846932635
Gemma4-E4B,answer_query,4,200,20,group_fold_1,ridge,160,40,-1.6313235759735107,3.8859589099884033,0.040260010546003894
Gemma4-E4B,answer_query,4,200,20,group_fold_1,knn5_distance,160,40,-0.158886038996348,2.5958586378434543,0.0871485157171551
Gemma4-E4B,answer_query,4,200,20,group_fold_2,ridge,160,40,-2.8148508071899414,4.577108860015869,0.0515145057495896
Gemma4-E4B,answer_query,4,200,20,group_fold_2,knn5_distance,160,40,-0.38190660672584675,2.889967171302012,-0.17094958457437093
Gemma4-E4B,answer_query,4,200,20,group_fold_3,ridge,160,40,-1.2452728748321533,3.6218483448028564,0.06821411960655925
Gemma4-E4B,answer_query,4,200,20,group_fold_3,knn5_distance,160,40,-0.12638276438310458,2.59939014553434,0.09829648884961908
Gemma4-E4B,answer_query,4,200,20,group_fold_4,ridge,160,40,-0.8403767347335815,3.1761677265167236,-0.04980495841007065
Gemma4-E4B,answer_query,4,200,20,group_fold_4,knn5_distance,160,40,-0.20928690500062075,2.7153806172305694,0.016805345173838845
Gemma4-E4B,answer_query,5,200,20,group_fold_0,ridge,160,40,0.8136618733406067,1.0080130100250244,0.9158212182001545
Gemma4-E4B,answer_query,5,200,20,group_fold_0,knn5_distance,160,40,0.20721404220567363,2.11821704835845,0.5276627555524882
Gemma4-E4B,answer_query,5,200,20,group_fold_1,ridge,160,40,-0.4597362279891968,2.6320528984069824,0.6346489613698136
Gemma4-E4B,answer_query,5,200,20,group_fold_1,knn5_distance,160,40,0.1441062593617587,2.3040897831186564,0.3976651332819682
Gemma4-E4B,answer_query,5,200,20,group_fold_2,ridge,160,40,0.22531986236572266,2.090933084487915,0.7652269484783405
Gemma4-E4B,answer_query,5,200,20,group_fold_2,knn5_distance,160,40,0.25615605701273103,2.164468433417035,0.5768412618759171
Gemma4-E4B,answer_query,5,200,20,group_fold_3,ridge,160,40,0.41755884885787964,1.7732267379760742,0.7839644898460333
Gemma4-E4B,answer_query,5,200,20,group_fold_3,knn5_distance,160,40,0.17522736623709845,2.1363081016381558,0.42052140134923566
Gemma4-E4B,answer_query,5,200,20,group_fold_4,ridge,160,40,0.45033884048461914,1.7673546075820923,0.7563190456831563
Gemma4-E4B,answer_query,5,200,20,group_fold_4,knn5_distance,160,40,0.29973940479370975,2.0730881770560714,0.7239840010669046
Gemma4-E4B,answer_query,6,200,20,group_fold_0,ridge,160,40,0.4326855540275574,1.795436143875122,0.8155096755860116
Gemma4-E4B,answer_query,6,200,20,group_fold_0,knn5_distance,160,40,-0.06034609623100162,2.4650420813577867,0.1990659781680412
Gemma4-E4B,answer_query,6,200,20,group_fold_1,ridge,160,40,-0.015300869941711426,2.5568175315856934,0.7185284492815922
Gemma4-E4B,answer_query,6,200,20,group_fold_1,knn5_distance,160,40,0.22585226858476737,2.125533629215055,0.4820687158489631
Gemma4-E4B,answer_query,6,200,20,group_fold_2,ridge,160,40,0.9148498773574829,0.6628812551498413,0.9708752936115295
Gemma4-E4B,answer_query,6,200,20,group_fold_2,knn5_distance,160,40,0.19651227484966383,2.2117075332772753,0.46086430667200257
Gemma4-E4B,answer_query,6,200,20,group_fold_3,ridge,160,40,0.5463553667068481,1.718296766281128,0.8081593516182548
Gemma4-E4B,answer_query,6,200,20,group_fold_3,knn5_distance,160,40,-0.07530693751282524,2.56934706344843,0.10351734379932127
Gemma4-E4B,answer_query,6,200,20,group_fold_4,ridge,160,40,0.0268135666847229,2.6161162853240967,0.6347579249801061
Gemma4-E4B,answer_query,6,200,20,group_fold_4,knn5_distance,160,40,-0.2119053321326787,2.702493233604092,0.21308177226741123
Gemma4-E4B,answer_query,7,200,20,group_fold_0,ridge,160,40,0.4709715247154236,1.5443930625915527,0.811886803308785
Gemma4-E4B,answer_query,7,200,20,group_fold_0,knn5_distance,160,40,0.07336804990438373,2.285581064859256,0.5057416655699456
Gemma4-E4B,answer_query,7,200,20,group_fold_1,ridge,160,40,-0.06795692443847656,2.593198776245117,0.7441071408401434
Gemma4-E4B,answer_query,7,200,20,group_fold_1,knn5_distance,160,40,0.16245830618509216,2.1886060375175935,0.413078744916303
Gemma4-E4B,answer_query,7,200,20,group_fold_2,ridge,160,40,0.8573702573776245,0.8357329368591309,0.944154340469541
Gemma4-E4B,answer_query,7,200,20,group_fold_2,knn5_distance,160,40,0.19241378302382506,2.101760027804334,0.4513868607087588
Gemma4-E4B,answer_query,7,200,20,group_fold_3,ridge,160,40,-0.22215652465820312,2.8028178215026855,0.6273198049753135
Gemma4-E4B,answer_query,7,200,20,group_fold_3,knn5_distance,160,40,0.02902407067698365,2.3337508094849175,0.31485000145637915
Gemma4-E4B,answer_query,7,200,20,group_fold_4,ridge,160,40,0.4842735528945923,1.755423903465271,0.7469593664391593
Gemma4-E4B,answer_query,7,200,20,group_fold_4,knn5_distance,160,40,0.01238979005031493,2.3421596829424707,0.19799777014137412
Gemma4-E4B,answer_query,8,200,20,group_fold_0,ridge,160,40,-0.13052833080291748,2.6514506340026855,0.8496236771608284
Gemma4-E4B,answer_query,8,200,20,group_fold_0,knn5_distance,160,40,0.26582728206875894,2.0545296333375527,0.5668628109445666
Gemma4-E4B,answer_query,8,200,20,group_fold_1,ridge,160,40,0.5630956888198853,1.3401861190795898,0.8487751276744746
Gemma4-E4B,answer_query,8,200,20,group_fold_1,knn5_distance,160,40,0.17177489708304605,2.2222576482304652,0.4213307694632425
Gemma4-E4B,answer_query,8,200,20,group_fold_2,ridge,160,40,0.688941240310669,1.336364507675171,0.890499317255568
Gemma4-E4B,answer_query,8,200,20,group_fold_2,knn5_distance,160,40,0.37598110399380835,1.9360803227575984,0.7304327417296503
Gemma4-E4B,answer_query,8,200,20,group_fold_3,ridge,160,40,-0.5158747434616089,3.407675266265869,0.6701981164173376
Gemma4-E4B,answer_query,8,200,20,group_fold_3,knn5_distance,160,40,0.07058414729001361,2.271614548297446,0.3689670197605035
Gemma4-E4B,answer_query,8,200,20,group_fold_4,ridge,160,40,0.04781216382980347,2.372563123703003,0.6332926474501401
Gemma4-E4B,answer_query,8,200,20,group_fold_4,knn5_distance,160,40,0.09827206154342238,2.2109668552734645,0.3438072851340204
Gemma4-E4B,answer_query,9,200,20,group_fold_0,ridge,160,40,0.689638078212738,1.2396562099456787,0.8974739173192245
Gemma4-E4B,answer_query,9,200,20,group_fold_0,knn5_distance,160,40,0.25772355090878374,1.9740104530149978,0.5150879339568057
Gemma4-E4B,answer_query,9,200,20,group_fold_1,ridge,160,40,0.7115452289581299,1.3294563293457031,0.8885227097520906
Gemma4-E4B,answer_query,9,200,20,group_fold_1,knn5_distance,160,40,0.18648128524435892,2.293625853874352,0.4422385025282477
Gemma4-E4B,answer_query,9,200,20,group_fold_2,ridge,160,40,0.13385581970214844,2.267967939376831,0.8872276472625267
Gemma4-E4B,answer_query,9,200,20,group_fold_2,knn5_distance,160,40,0.16157201654000086,2.1966341726493637,0.4361444924674347
Gemma4-E4B,answer_query,9,200,20,group_fold_3,ridge,160,40,-0.9635560512542725,3.46118426322937,0.7287085377015303
Gemma4-E4B,answer_query,9,200,20,group_fold_3,knn5_distance,160,40,-0.12465842719313014,2.5775876128786526,0.25365683561985497
Gemma4-E4B,answer_query,9,200,20,group_fold_4,ridge,160,40,0.1643669605255127,2.196901798248291,0.6259777800259534
Gemma4-E4B,answer_query,9,200,20,group_fold_4,knn5_distance,160,40,0.09830927292030345,2.252688270620792,0.45132238698466537
Gemma4-E4B,answer_query,10,200,20,group_fold_0,ridge,160,40,0.6637527346611023,1.2234702110290527,0.8604733066178776
Gemma4-E4B,answer_query,10,200,20,group_fold_0,knn5_distance,160,40,0.467281279206912,1.7098697715472266,0.7329266067879597
Gemma4-E4B,answer_query,10,200,20,group_fold_1,ridge,160,40,0.5636444091796875,1.5934746265411377,0.9231997858705783
Gemma4-E4B,answer_query,10,200,20,group_fold_1,knn5_distance,160,40,0.2938399937409989,2.031871529065414,0.5509011177107577
Gemma4-E4B,answer_query,10,200,20,group_fold_2,ridge,160,40,0.41894859075546265,1.7893199920654297,0.8929317612451687
Gemma4-E4B,answer_query,10,200,20,group_fold_2,knn5_distance,160,40,0.25243520205787184,2.03330081588778,0.5726527623298835
Gemma4-E4B,answer_query,10,200,20,group_fold_3,ridge,160,40,0.4623798131942749,1.7150681018829346,0.8750750149896585
Gemma4-E4B,answer_query,10,200,20,group_fold_3,knn5_distance,160,40,0.05462122642422307,2.398306663834713,0.3127817435076042
Gemma4-E4B,answer_query,10,200,20,group_fold_4,ridge,160,40,0.45570528507232666,1.8257232904434204,0.8060598903684366
Gemma4-E4B,answer_query,10,200,20,group_fold_4,knn5_distance,160,40,0.19543644256001003,2.1934858214635544,0.4428777846173215
Gemma4-E4B,answer_query,11,200,20,group_fold_0,ridge,160,40,0.6745915412902832,1.3168209791183472,0.8943276945265834
Gemma4-E4B,answer_query,11,200,20,group_fold_0,knn5_distance,160,40,0.4130972743968957,1.8619782744660462,0.6800641797207841
Gemma4-E4B,answer_query,11,200,20,group_fold_1,ridge,160,40,0.6931562423706055,1.3182722330093384,0.894089000164839
Gemma4-E4B,answer_query,11,200,20,group_fold_1,knn5_distance,160,40,0.09498458752667915,2.21674652530152,0.5034978157047185
Gemma4-E4B,answer_query,11,200,20,group_fold_2,ridge,160,40,0.3161658048629761,2.134178638458252,0.7736246478355195
Gemma4-E4B,answer_query,11,200,20,group_fold_2,knn5_distance,160,40,0.2658344088179241,2.0055833181344402,0.580647675238784
Gemma4-E4B,answer_query,11,200,20,group_fold_3,ridge,160,40,0.6772067546844482,1.4149283170700073,0.8337720653885908
Gemma4-E4B,answer_query,11,200,20,group_fold_3,knn5_distance,160,40,0.013926999287778186,2.4239232856306407,0.25550993552893564
Gemma4-E4B,answer_query,11,200,20,group_fold_4,ridge,160,40,0.8048312067985535,1.041905164718628,0.8999215398735544
Gemma4-E4B,answer_query,11,200,20,group_fold_4,knn5_distance,160,40,0.10944312209711937,2.2787653274922617,0.34127552002854544
Gemma4-E4B,answer_query,12,200,20,group_fold_0,ridge,160,40,0.32547420263290405,1.7654212713241577,0.8316502975448676
Gemma4-E4B,answer_query,12,200,20,group_fold_0,knn5_distance,160,40,0.11260162641528815,2.2247631284586418,0.3956229708581059
Gemma4-E4B,answer_query,12,200,20,group_fold_1,ridge,160,40,0.17649304866790771,2.0902340412139893,0.7494031662711846
Gemma4-E4B,answer_query,12,200,20,group_fold_1,knn5_distance,160,40,-0.06334551028625035,2.4020559833556314,0.36260715008945105
Gemma4-E4B,answer_query,12,200,20,group_fold_2,ridge,160,40,-0.21480512619018555,2.502519130706787,0.6778059032331718
Gemma4-E4B,answer_query,12,200,20,group_fold_2,knn5_distance,160,40,0.26295699794952565,2.04989508882083,0.5216697028600887
