model_label,role,layer,rows,seeds,fold,algorithm,rows_train,rows_test,r2,mae,pearson_r
Qwen3-8B,answer_query,14,200,20,group_fold_0,ridge,160,40,0.819028377532959,1.126650094985962,0.9262249465317159
Qwen3-8B,answer_query,14,200,20,group_fold_0,knn5_distance,160,40,0.12678094659490524,2.2778000828074267,0.368229279669698
Qwen3-8B,answer_query,14,200,20,group_fold_1,ridge,160,40,0.7224429845809937,1.4074878692626953,0.8863067710815858
Qwen3-8B,answer_query,14,200,20,group_fold_1,knn5_distance,160,40,0.24659793215863812,2.103945967491854,0.5233296317455609
Qwen3-8B,answer_query,14,200,20,group_fold_2,ridge,160,40,0.8829749822616577,0.8826904296875,0.9773720789430559
Qwen3-8B,answer_query,14,200,20,group_fold_2,knn5_distance,160,40,0.2884702237400779,1.87946931619311,0.5537056895451966
Qwen3-8B,answer_query,14,200,20,group_fold_3,ridge,160,40,0.9123252034187317,0.7329885363578796,0.9711517047211911
Qwen3-8B,answer_query,14,200,20,group_fold_3,knn5_distance,160,40,0.4565180982059469,1.7638014805701108,0.726882131169698
Qwen3-8B,answer_query,14,200,20,group_fold_4,ridge,160,40,0.37181878089904785,2.0232129096984863,0.7861424935948512
Qwen3-8B,answer_query,14,200,20,group_fold_4,knn5_distance,160,40,0.07933497450220794,2.288562013845103,0.36088106144908694
Qwen3-8B,answer_query,15,200,20,group_fold_0,ridge,160,40,0.892419695854187,0.8234580755233765,0.9515703772839834
Qwen3-8B,answer_query,15,200,20,group_fold_0,knn5_distance,160,40,0.2369208290445639,2.0985508894797884,0.48770737683937454
Qwen3-8B,answer_query,15,200,20,group_fold_1,ridge,160,40,0.8163037300109863,1.047360897064209,0.9241252082272406
Qwen3-8B,answer_query,15,200,20,group_fold_1,knn5_distance,160,40,0.47415744858439346,1.7722777329512485,0.7681723915865035
Qwen3-8B,answer_query,15,200,20,group_fold_2,ridge,160,40,0.8011177778244019,1.0388442277908325,0.9437845791015771
Qwen3-8B,answer_query,15,200,20,group_fold_2,knn5_distance,160,40,0.5602218740837047,1.605040707998091,0.7742110622697032
Qwen3-8B,answer_query,15,200,20,group_fold_3,ridge,160,40,0.9162651300430298,0.6758937835693359,0.9597147828284924
Qwen3-8B,answer_query,15,200,20,group_fold_3,knn5_distance,160,40,0.5428996485102318,1.597806466721512,0.7550247592727425
Qwen3-8B,answer_query,15,200,20,group_fold_4,ridge,160,40,0.489205539226532,1.8181015253067017,0.8135236999628159
Qwen3-8B,answer_query,15,200,20,group_fold_4,knn5_distance,160,40,0.07660312816787207,2.3108157943286054,0.3675440281149948
Qwen3-8B,answer_query,16,200,20,group_fold_0,ridge,160,40,0.8773943185806274,0.8687311410903931,0.9399156731835793
Qwen3-8B,answer_query,16,200,20,group_fold_0,knn5_distance,160,40,0.23464028074466947,2.2001078295320324,0.4871213965357568
Qwen3-8B,answer_query,16,200,20,group_fold_1,ridge,160,40,0.8332163095474243,0.9264310598373413,0.9404403987165457
Qwen3-8B,answer_query,16,200,20,group_fold_1,knn5_distance,160,40,0.2407568541647822,2.0907070980513502,0.5326646990453381
Qwen3-8B,answer_query,16,200,20,group_fold_2,ridge,160,40,0.8138465881347656,0.9714072942733765,0.9425875069412549
Qwen3-8B,answer_query,16,200,20,group_fold_2,knn5_distance,160,40,0.5129387307315674,1.676153400065327,0.7496232366262285
Qwen3-8B,answer_query,16,200,20,group_fold_3,ridge,160,40,0.9539510011672974,0.4838234782218933,0.9779395572543994
Qwen3-8B,answer_query,16,200,20,group_fold_3,knn5_distance,160,40,0.3641103319572919,1.9856430355304813,0.6586987382303451
Qwen3-8B,answer_query,16,200,20,group_fold_4,ridge,160,40,0.4063895344734192,1.9217197895050049,0.8053727502979664
Qwen3-8B,answer_query,16,200,20,group_fold_4,knn5_distance,160,40,0.13302267600302486,2.1874825432969516,0.4080192884221264
Qwen3-8B,answer_query,17,200,20,group_fold_0,ridge,160,40,0.8736849427223206,0.9282739758491516,0.9402245024245379
Qwen3-8B,answer_query,17,200,20,group_fold_0,knn5_distance,160,40,0.1503911180156403,2.23163113552013,0.41051513731223677
Qwen3-8B,answer_query,17,200,20,group_fold_1,ridge,160,40,0.925739049911499,0.6197589635848999,0.9635933087582099
Qwen3-8B,answer_query,17,200,20,group_fold_1,knn5_distance,160,40,0.18404991302146323,2.28534206012045,0.4894493681580263
Qwen3-8B,answer_query,17,200,20,group_fold_2,ridge,160,40,0.816226601600647,0.915719211101532,0.9419234157778844
Qwen3-8B,answer_query,17,200,20,group_fold_2,knn5_distance,160,40,0.6911076001435883,1.3873516095567386,0.8826228489027718
Qwen3-8B,answer_query,17,200,20,group_fold_3,ridge,160,40,0.9688026905059814,0.40150731801986694,0.9851844617501511
Qwen3-8B,answer_query,17,200,20,group_fold_3,knn5_distance,160,40,0.4956747552510591,1.7442329741667506,0.7333664131655467
Qwen3-8B,answer_query,17,200,20,group_fold_4,ridge,160,40,0.5912759900093079,1.569448709487915,0.8354402180807698
Qwen3-8B,answer_query,17,200,20,group_fold_4,knn5_distance,160,40,-0.008612626194019146,2.3566643874201167,0.3327605118485587
Qwen3-8B,answer_query,18,200,20,group_fold_0,ridge,160,40,0.8775094747543335,0.8783615231513977,0.9401845768356312
Qwen3-8B,answer_query,18,200,20,group_fold_0,knn5_distance,160,40,0.2275595293816508,2.113490767316575,0.4829048506938597
Qwen3-8B,answer_query,18,200,20,group_fold_1,ridge,160,40,0.8304687738418579,0.9995483160018921,0.9239974723404101
Qwen3-8B,answer_query,18,200,20,group_fold_1,knn5_distance,160,40,0.3236916159173362,1.9827065633046221,0.6413490513036127
Qwen3-8B,answer_query,18,200,20,group_fold_2,ridge,160,40,0.8778764009475708,0.8241325616836548,0.9568984466510594
Qwen3-8B,answer_query,18,200,20,group_fold_2,knn5_distance,160,40,0.6361200796737063,1.4657095274388,0.8391669344542132
Qwen3-8B,answer_query,18,200,20,group_fold_3,ridge,160,40,0.9442015290260315,0.5595942139625549,0.9723445252932478
Qwen3-8B,answer_query,18,200,20,group_fold_3,knn5_distance,160,40,0.6668807454636385,1.3868233627797493,0.8478196565305819
Qwen3-8B,answer_query,18,200,20,group_fold_4,ridge,160,40,0.7232707738876343,1.3079060316085815,0.884184858553041
Qwen3-8B,answer_query,18,200,20,group_fold_4,knn5_distance,160,40,0.24902635160594488,2.1156412878085815,0.5225081992805354
Qwen3-8B,answer_query,19,200,20,group_fold_0,ridge,160,40,0.9435663223266602,0.5574549436569214,0.973761756803668
Qwen3-8B,answer_query,19,200,20,group_fold_0,knn5_distance,160,40,0.5956443630649619,1.5753394809272736,0.8442710022333373
Qwen3-8B,answer_query,19,200,20,group_fold_1,ridge,160,40,0.9120842218399048,0.6579979658126831,0.9673944766116543
Qwen3-8B,answer_query,19,200,20,group_fold_1,knn5_distance,160,40,0.48401671030761306,1.6865407907959011,0.7899625314614953
Qwen3-8B,answer_query,19,200,20,group_fold_2,ridge,160,40,0.9387509226799011,0.5648099780082703,0.9725639611948483
Qwen3-8B,answer_query,19,200,20,group_fold_2,knn5_distance,160,40,0.4481407160003127,1.6944991671725274,0.6800845702127178
Qwen3-8B,answer_query,19,200,20,group_fold_3,ridge,160,40,0.9309255480766296,0.6635165214538574,0.9654683085528584
Qwen3-8B,answer_query,19,200,20,group_fold_3,knn5_distance,160,40,0.5410317276911826,1.6398455145048345,0.7691020608536158
Qwen3-8B,answer_query,19,200,20,group_fold_4,ridge,160,40,0.9610393047332764,0.4617632031440735,0.9830094554847605
Qwen3-8B,answer_query,19,200,20,group_fold_4,knn5_distance,160,40,0.3953618087160261,1.7331435937403092,0.6552561374308905
Qwen3-8B,answer_query,20,200,20,group_fold_0,ridge,160,40,0.9512491822242737,0.4976443350315094,0.9841032739643871
Qwen3-8B,answer_query,20,200,20,group_fold_0,knn5_distance,160,40,0.5410295303334052,1.5279759757187992,0.8423699961761455
Qwen3-8B,answer_query,20,200,20,group_fold_1,ridge,160,40,0.954214334487915,0.46167367696762085,0.978591248627942
Qwen3-8B,answer_query,20,200,20,group_fold_1,knn5_distance,160,40,0.4241616486635754,1.8244256789848698,0.7614936475997379
Qwen3-8B,answer_query,20,200,20,group_fold_2,ridge,160,40,0.9382604360580444,0.5721564292907715,0.9721330627218132
Qwen3-8B,answer_query,20,200,20,group_fold_2,knn5_distance,160,40,0.4444777988814579,1.6253666250663823,0.7559938939652281
Qwen3-8B,answer_query,20,200,20,group_fold_3,ridge,160,40,0.980567991733551,0.33967891335487366,0.9916194377442229
Qwen3-8B,answer_query,20,200,20,group_fold_3,knn5_distance,160,40,0.6890404275290316,1.2662499489135914,0.8376384735384376
Qwen3-8B,answer_query,20,200,20,group_fold_4,ridge,160,40,0.9260298013687134,0.6184333562850952,0.9623673077880086
Qwen3-8B,answer_query,20,200,20,group_fold_4,knn5_distance,160,40,0.2315305047717846,2.0961277075971787,0.4934524731521699
Qwen3-8B,answer_query,21,200,20,group_fold_0,ridge,160,40,0.8325160145759583,0.8466099500656128,0.9505571096066201
Qwen3-8B,answer_query,21,200,20,group_fold_0,knn5_distance,160,40,0.7072897327667915,1.1091045061693028,0.8775961388096911
Qwen3-8B,answer_query,21,200,20,group_fold_1,ridge,160,40,0.8904761075973511,0.7159953713417053,0.9581117954629093
Qwen3-8B,answer_query,21,200,20,group_fold_1,knn5_distance,160,40,0.6025744242549247,1.3699626409194567,0.8416750924632217
Qwen3-8B,answer_query,21,200,20,group_fold_2,ridge,160,40,0.9413785338401794,0.5712097883224487,0.9801559463246692
Qwen3-8B,answer_query,21,200,20,group_fold_2,knn5_distance,160,40,0.27063991555644273,1.9585224466587525,0.7372848038003805
Qwen3-8B,answer_query,21,200,20,group_fold_3,ridge,160,40,0.9366191625595093,0.6123124957084656,0.9692490173195437
Qwen3-8B,answer_query,21,200,20,group_fold_3,knn5_distance,160,40,0.5038973938905253,1.6893014197052636,0.7257862784252546
Qwen3-8B,answer_query,21,200,20,group_fold_4,ridge,160,40,0.8985402584075928,0.7018090486526489,0.95814855784668
Qwen3-8B,answer_query,21,200,20,group_fold_4,knn5_distance,160,40,0.5422167871878403,1.4252545469105986,0.8081667668783189
Qwen3-8B,answer_query,22,200,20,group_fold_0,ridge,160,40,0.8497793674468994,0.7038977742195129,0.9535053318032469
Qwen3-8B,answer_query,22,200,20,group_fold_0,knn5_distance,160,40,0.8182340965466508,0.9044662817123923,0.9310153368371957
Qwen3-8B,answer_query,22,200,20,group_fold_1,ridge,160,40,0.8529261946678162,0.825722336769104,0.9442495901534612
Qwen3-8B,answer_query,22,200,20,group_fold_1,knn5_distance,160,40,0.5462740910051929,1.3618585016407827,0.758663929739758
Qwen3-8B,answer_query,22,200,20,group_fold_2,ridge,160,40,0.9498002529144287,0.5386989712715149,0.9890551287297729
Qwen3-8B,answer_query,22,200,20,group_fold_2,knn5_distance,160,40,0.34025178147294455,1.6192027110172282,0.7183122580918232
Qwen3-8B,answer_query,22,200,20,group_fold_3,ridge,160,40,0.9330713748931885,0.623420238494873,0.9663393599820194
Qwen3-8B,answer_query,22,200,20,group_fold_3,knn5_distance,160,40,0.44719470433459807,1.732020260203879,0.6798456208453203
Qwen3-8B,answer_query,22,200,20,group_fold_4,ridge,160,40,0.9680438041687012,0.389160692691803,0.985306213666353
Qwen3-8B,answer_query,22,200,20,group_fold_4,knn5_distance,160,40,0.4619887666407019,1.6581849620661473,0.7854914373057064
Qwen3-8B,answer_query,23,200,20,group_fold_0,ridge,160,40,0.7156671285629272,0.9659711122512817,0.9185188294156692
Qwen3-8B,answer_query,23,200,20,group_fold_0,knn5_distance,160,40,0.6974603353314777,1.1309159363433545,0.8757189282287117
Qwen3-8B,answer_query,23,200,20,group_fold_1,ridge,160,40,0.9047911763191223,0.750515878200531,0.9530277144519205
Qwen3-8B,answer_query,23,200,20,group_fold_1,knn5_distance,160,40,0.6207365020469306,1.3417738900618363,0.830643329251672
Qwen3-8B,answer_query,23,200,20,group_fold_2,ridge,160,40,0.9588855504989624,0.4564826488494873,0.9800721077865087
Qwen3-8B,answer_query,23,200,20,group_fold_2,knn5_distance,160,40,0.6903332767227575,1.262605201333142,0.9073356857576571
Qwen3-8B,answer_query,23,200,20,group_fold_3,ridge,160,40,0.942319393157959,0.6081160306930542,0.9714467228899184
Qwen3-8B,answer_query,23,200,20,group_fold_3,knn5_distance,160,40,0.7106117909827719,1.0953849583079438,0.8495355105759401
Qwen3-8B,answer_query,23,200,20,group_fold_4,ridge,160,40,0.8643388152122498,0.7547157406806946,0.9382062861053518
Qwen3-8B,answer_query,23,200,20,group_fold_4,knn5_distance,160,40,0.4859368671590678,1.5787566097218013,0.703816458807323
Qwen3-8B,answer_query,24,200,20,group_fold_0,ridge,160,40,0.6472293138504028,0.9842925071716309,0.9107611643065114
Qwen3-8B,answer_query,24,200,20,group_fold_0,knn5_distance,160,40,0.706020410652294,1.1596837538486784,0.8855024063060122
Qwen3-8B,answer_query,24,200,20,group_fold_1,ridge,160,40,0.9030324220657349,0.7600874900817871,0.9515455306378341
Qwen3-8B,answer_query,24,200,20,group_fold_1,knn5_distance,160,40,0.6086982936804147,1.3217197384454842,0.8110060468019926
Qwen3-8B,answer_query,24,200,20,group_fold_2,ridge,160,40,0.9423226118087769,0.4649948179721832,0.9733538510909872
Qwen3-8B,answer_query,24,200,20,group_fold_2,knn5_distance,160,40,0.7712480749655347,1.0660542896788532,0.9164271264104489
Qwen3-8B,answer_query,24,200,20,group_fold_3,ridge,160,40,0.9491768479347229,0.5714570879936218,0.9771485756730689
Qwen3-8B,answer_query,24,200,20,group_fold_3,knn5_distance,160,40,0.8270706811353007,0.9026259781938741,0.9243731121932944
Qwen3-8B,answer_query,24,200,20,group_fold_4,ridge,160,40,0.7937588691711426,0.9786394238471985,0.911640909098469
Qwen3-8B,answer_query,24,200,20,group_fold_4,knn5_distance,160,40,0.5208699850388854,1.4557587434216182,0.7404404167236327
Qwen3-8B,answer_query,25,200,20,group_fold_0,ridge,160,40,0.6071399450302124,1.0775392055511475,0.8972390417535918
Qwen3-8B,answer_query,25,200,20,group_fold_0,knn5_distance,160,40,0.6714027649301569,1.24329991862477,0.8764323352844225
Qwen3-8B,answer_query,25,200,20,group_fold_1,ridge,160,40,0.8862602114677429,0.8491857647895813,0.944122534429397
Qwen3-8B,answer_query,25,200,20,group_fold_1,knn5_distance,160,40,0.7318673687179229,1.0650214260423945,0.8883186688729341
Qwen3-8B,answer_query,25,200,20,group_fold_2,ridge,160,40,0.9138725996017456,0.6006011962890625,0.9574143221797249
Qwen3-8B,answer_query,25,200,20,group_fold_2,knn5_distance,160,40,0.7147276161306788,1.2338130843873212,0.8831538108816781
Qwen3-8B,answer_query,25,200,20,group_fold_3,ridge,160,40,0.9328129291534424,0.6727874875068665,0.9688377170198432
Qwen3-8B,answer_query,25,200,20,group_fold_3,knn5_distance,160,40,0.7743670163559124,0.9634144018032927,0.8990507339968239
Qwen3-8B,answer_query,25,200,20,group_fold_4,ridge,160,40,0.780852198600769,0.9450384378433228,0.9073831061666877
Qwen3-8B,answer_query,25,200,20,group_fold_4,knn5_distance,160,40,0.31708426701699755,1.7216857566802612,0.6263531923472578
Qwen3-8B,answer_query,26,200,20,group_fold_0,ridge,160,40,0.69846510887146,1.0550216436386108,0.9224311535980481
Qwen3-8B,answer_query,26,200,20,group_fold_0,knn5_distance,160,40,0.7471379452053941,0.9918719910720283,0.9010558191063207
Qwen3-8B,answer_query,26,200,20,group_fold_1,ridge,160,40,0.8723834753036499,0.9075471758842468,0.9366976775455224
Qwen3-8B,answer_query,26,200,20,group_fold_1,knn5_distance,160,40,0.8176544759109069,0.9105605969245051,0.9233707454008402
Qwen3-8B,answer_query,26,200,20,group_fold_2,ridge,160,40,0.9286127090454102,0.5518578290939331,0.972562928467804
Qwen3-8B,answer_query,26,200,20,group_fold_2,knn5_distance,160,40,0.9186060066057811,0.6207886503213491,0.9637344609695226
Qwen3-8B,answer_query,26,200,20,group_fold_3,ridge,160,40,0.9134869575500488,0.7148915529251099,0.9588781563034856
Qwen3-8B,answer_query,26,200,20,group_fold_3,knn5_distance,160,40,0.8155597451467477,0.9247929690143183,0.9107879115813168
Qwen3-8B,answer_query,26,200,20,group_fold_4,ridge,160,40,0.905044674873352,0.6642611026763916,0.9548744165631862
Qwen3-8B,answer_query,26,200,20,group_fold_4,knn5_distance,160,40,0.5093758124853347,1.3737782121628623,0.7458830938887842
Qwen3-8B,answer_query,27,200,20,group_fold_0,ridge,160,40,0.7239686250686646,1.0138403177261353,0.9293748696478962
Qwen3-8B,answer_query,27,200,20,group_fold_0,knn5_distance,160,40,0.7854513632055671,0.9400123509752449,0.9169936827910063
Qwen3-8B,answer_query,27,200,20,group_fold_1,ridge,160,40,0.8859745860099792,0.8441163301467896,0.9445564341970843
Qwen3-8B,answer_query,27,200,20,group_fold_1,knn5_distance,160,40,0.8085391476199166,0.928777612211898,0.9147572520487166
Qwen3-8B,answer_query,27,200,20,group_fold_2,ridge,160,40,0.9435330033302307,0.4997391700744629,0.9755198682044903
Qwen3-8B,answer_query,27,200,20,group_fold_2,knn5_distance,160,40,0.8892576677739373,0.7338020450095002,0.950659235743464
Qwen3-8B,answer_query,27,200,20,group_fold_3,ridge,160,40,0.9145563840866089,0.7354598045349121,0.9612235433789765
Qwen3-8B,answer_query,27,200,20,group_fold_3,knn5_distance,160,40,0.8636491419059535,0.799306405452595,0.9412147529516394
Qwen3-8B,answer_query,27,200,20,group_fold_4,ridge,160,40,0.9170070886611938,0.6111038327217102,0.9635841807929747
Qwen3-8B,answer_query,27,200,20,group_fold_4,knn5_distance,160,40,0.5751685916310789,1.3446893858311033,0.7836907745269053
Qwen3-8B,answer_query,28,200,20,group_fold_0,ridge,160,40,0.7714632749557495,0.9028635025024414,0.944328765111937
Qwen3-8B,answer_query,28,200,20,group_fold_0,knn5_distance,160,40,0.7733751458522224,0.8629235350375699,0.9138990479272966
Qwen3-8B,answer_query,28,200,20,group_fold_1,ridge,160,40,0.8757182359695435,0.8378353118896484,0.9379985033974259
Qwen3-8B,answer_query,28,200,20,group_fold_1,knn5_distance,160,40,0.7099008384998503,1.1296226687816389,0.8738404277210601
Qwen3-8B,answer_query,28,200,20,group_fold_2,ridge,160,40,0.9135699272155762,0.5846561789512634,0.9625120125509625
Qwen3-8B,answer_query,28,200,20,group_fold_2,knn5_distance,160,40,0.9286967894749035,0.5924152043740784,0.9661766668778852
Qwen3-8B,answer_query,28,200,20,group_fold_3,ridge,160,40,0.8948578238487244,0.7579062581062317,0.9498156222555566
Qwen3-8B,answer_query,28,200,20,group_fold_3,knn5_distance,160,40,0.8638007049954652,0.8111325617340406,0.9395198969273233
Qwen3-8B,answer_query,28,200,20,group_fold_4,ridge,160,40,0.9206656217575073,0.617120087146759,0.9636702651129556
Qwen3-8B,answer_query,28,200,20,group_fold_4,knn5_distance,160,40,0.6561968071173376,1.1844681446053236,0.81912818585584
Qwen3-8B,answer_query,29,200,20,group_fold_0,ridge,160,40,0.8045104742050171,0.7892730832099915,0.9578630612015349
Qwen3-8B,answer_query,29,200,20,group_fold_0,knn5_distance,160,40,0.8427208388206584,0.8202157711886635,0.9442927923602566
Qwen3-8B,answer_query,29,200,20,group_fold_1,ridge,160,40,0.9001604914665222,0.7118886113166809,0.9510781214336828
Qwen3-8B,answer_query,29,200,20,group_fold_1,knn5_distance,160,40,0.8224537386014056,0.8502780368716681,0.9138280101611018
Qwen3-8B,answer_query,29,200,20,group_fold_2,ridge,160,40,0.9379671812057495,0.48589926958084106,0.9780316232463191
Qwen3-8B,answer_query,29,200,20,group_fold_2,knn5_distance,160,40,0.9629743635348843,0.4164162195369535,0.981846645820231
Qwen3-8B,answer_query,29,200,20,group_fold_3,ridge,160,40,0.877588152885437,0.7915776371955872,0.9390149770881286
Qwen3-8B,answer_query,29,200,20,group_fold_3,knn5_distance,160,40,0.8912876584714804,0.7277971711856007,0.9463289967583997
Qwen3-8B,answer_query,29,200,20,group_fold_4,ridge,160,40,0.9356225728988647,0.5317288637161255,0.971508115193389
Qwen3-8B,answer_query,29,200,20,group_fold_4,knn5_distance,160,40,0.8340662586558177,0.8672348475517829,0.9190652026210131
Qwen3-8B,answer_query,30,200,20,group_fold_0,ridge,160,40,0.8696792125701904,0.6500449180603027,0.9703968322001943
Qwen3-8B,answer_query,30,200,20,group_fold_0,knn5_distance,160,40,0.873160955891116,0.7179007899213085,0.9513717379251828
Qwen3-8B,answer_query,30,200,20,group_fold_1,ridge,160,40,0.901268482208252,0.7059712409973145,0.952257072684746
Qwen3-8B,answer_query,30,200,20,group_fold_1,knn5_distance,160,40,0.8572576885441325,0.8008800896190774,0.9368681259883895
Qwen3-8B,answer_query,30,200,20,group_fold_2,ridge,160,40,0.9325850605964661,0.527970552444458,0.9711759733361806
Qwen3-8B,answer_query,30,200,20,group_fold_2,knn5_distance,160,40,0.8998297518860372,0.6452976539490104,0.9495709515911959
Qwen3-8B,answer_query,30,200,20,group_fold_3,ridge,160,40,0.8784289360046387,0.7885233163833618,0.9399378157271072
Qwen3-8B,answer_query,30,200,20,group_fold_3,knn5_distance,160,40,0.8899713681565301,0.6765094304855882,0.9445894687647951
Qwen3-8B,answer_query,30,200,20,group_fold_4,ridge,160,40,0.9511028528213501,0.4597660005092621,0.9796667850281914
Qwen3-8B,answer_query,30,200,20,group_fold_4,knn5_distance,160,40,0.7390642704604358,1.0125997204863388,0.8705230186540223
Qwen3-8B,answer_query,31,200,20,group_fold_0,ridge,160,40,0.8665005564689636,0.6537957787513733,0.9676137244227203
Qwen3-8B,answer_query,31,200,20,group_fold_0,knn5_distance,160,40,0.8841153064857421,0.686620568783661,0.9539811683685748
Qwen3-8B,answer_query,31,200,20,group_fold_1,ridge,160,40,0.9040718674659729,0.6848809123039246,0.9534596283114779
Qwen3-8B,answer_query,31,200,20,group_fold_1,knn5_distance,160,40,0.8409827626988379,0.8222603949579883,0.9239977007473298
Qwen3-8B,answer_query,31,200,20,group_fold_2,ridge,160,40,0.9310118556022644,0.5431787967681885,0.9705967442358918
Qwen3-8B,answer_query,31,200,20,group_fold_2,knn5_distance,160,40,0.9314065518643471,0.5727856328903516,0.9658830702394259
Qwen3-8B,answer_query,31,200,20,group_fold_3,ridge,160,40,0.890392005443573,0.7483532428741455,0.9459872262059691
Qwen3-8B,answer_query,31,200,20,group_fold_3,knn5_distance,160,40,0.9091396232835174,0.5774651458829035,0.9535615503854666
Qwen3-8B,answer_query,31,200,20,group_fold_4,ridge,160,40,0.9522698521614075,0.47762322425842285,0.9809225216314466
Qwen3-8B,answer_query,31,200,20,group_fold_4,knn5_distance,160,40,0.8107025920831463,0.8387684756631814,0.9060743280523957
Qwen3-8B,answer_query,32,200,20,group_fold_0,ridge,160,40,0.8640020489692688,0.6566517949104309,0.965635874892922
Qwen3-8B,answer_query,32,200,20,group_fold_0,knn5_distance,160,40,0.8802085986008968,0.6865264015776391,0.9585867911374595
Qwen3-8B,answer_query,32,200,20,group_fold_1,ridge,160,40,0.9053801894187927,0.6715244054794312,0.9525967895690867
Qwen3-8B,answer_query,32,200,20,group_fold_1,knn5_distance,160,40,0.8889287550534555,0.6721296948566563,0.9441872736140856
Qwen3-8B,answer_query,32,200,20,group_fold_2,ridge,160,40,0.9300887584686279,0.5386385321617126,0.9680528882365947
Qwen3-8B,answer_query,32,200,20,group_fold_2,knn5_distance,160,40,0.9095671592727287,0.6313228715116657,0.9586066060434233
Qwen3-8B,answer_query,32,200,20,group_fold_3,ridge,160,40,0.8889195322990417,0.7551199197769165,0.9468527439339912
Qwen3-8B,answer_query,32,200,20,group_fold_3,knn5_distance,160,40,0.8561132292949527,0.7600813810973793,0.9358043262768164
Qwen3-8B,answer_query,32,200,20,group_fold_4,ridge,160,40,0.9382754564285278,0.5331045389175415,0.9767006981518292
Qwen3-8B,answer_query,32,200,20,group_fold_4,knn5_distance,160,40,0.8396222049803316,0.8573885586862371,0.9201725678270206
Qwen3-8B,answer_query,33,200,20,group_fold_0,ridge,160,40,0.8467849493026733,0.7236520648002625,0.9652404718819689
Qwen3-8B,answer_query,33,200,20,group_fold_0,knn5_distance,160,40,0.8735983303915713,0.7358667909624681,0.9623282093197918
Qwen3-8B,answer_query,33,200,20,group_fold_1,ridge,160,40,0.9099147915840149,0.6498550176620483,0.9548934430084887
Qwen3-8B,answer_query,33,200,20,group_fold_1,knn5_distance,160,40,0.879824195199085,0.7419048543293278,0.9399679834086918
Qwen3-8B,answer_query,33,200,20,group_fold_2,ridge,160,40,0.9346827268600464,0.5073832273483276,0.9706021192617639
Qwen3-8B,answer_query,33,200,20,group_fold_2,knn5_distance,160,40,0.9298661159495121,0.5472096063314138,0.9660981127512677
Qwen3-8B,answer_query,33,200,20,group_fold_3,ridge,160,40,0.887588381767273,0.7661415934562683,0.9465074462458155
Qwen3-8B,answer_query,33,200,20,group_fold_3,knn5_distance,160,40,0.8591279365933618,0.768292459803463,0.9339282695956015
Qwen3-8B,answer_query,33,200,20,group_fold_4,ridge,160,40,0.9247134923934937,0.5779600143432617,0.973637608691121
Qwen3-8B,answer_query,33,200,20,group_fold_4,knn5_distance,160,40,0.8728969098874618,0.7314008556326863,0.9358000291149128
Qwen3-8B,answer_query,34,200,20,group_fold_0,ridge,160,40,0.8327580094337463,0.7264147996902466,0.9591766225250444
Qwen3-8B,answer_query,34,200,20,group_fold_0,knn5_distance,160,40,0.8653945175998102,0.7032421107758781,0.9543047054344779
Qwen3-8B,answer_query,34,200,20,group_fold_1,ridge,160,40,0.9075803160667419,0.6672473549842834,0.9536472091323196
Qwen3-8B,answer_query,34,200,20,group_fold_1,knn5_distance,160,40,0.8676840412865784,0.7397785768992712,0.9335634946690525
Qwen3-8B,answer_query,34,200,20,group_fold_2,ridge,160,40,0.9407695531845093,0.4836960732936859,0.9738399015335187
Qwen3-8B,answer_query,34,200,20,group_fold_2,knn5_distance,160,40,0.9095780226902122,0.5895193108711558,0.956606572610661
Qwen3-8B,answer_query,34,200,20,group_fold_3,ridge,160,40,0.8839078545570374,0.793718159198761,0.945293651829005
Qwen3-8B,answer_query,34,200,20,group_fold_3,knn5_distance,160,40,0.8447521485052735,0.7971813065983215,0.9315442741860418
Qwen3-8B,answer_query,34,200,20,group_fold_4,ridge,160,40,0.9046134352684021,0.6491973996162415,0.9630925792875773
Qwen3-8B,answer_query,34,200,20,group_fold_4,knn5_distance,160,40,0.7291336324623561,0.9796720709079689,0.8625016746270134
Qwen3-8B,answer_query,35,200,20,group_fold_0,ridge,160,40,0.8705049157142639,0.6888304948806763,0.9706955933409832
Qwen3-8B,answer_query,35,200,20,group_fold_0,knn5_distance,160,40,0.8645493106607083,0.7366176357257093,0.9534579666964913
Qwen3-8B,answer_query,35,200,20,group_fold_1,ridge,160,40,0.9021568894386292,0.7222645282745361,0.9512000813930506
Qwen3-8B,answer_query,35,200,20,group_fold_1,knn5_distance,160,40,0.8678587749155817,0.7333494931896924,0.933278689908144
Qwen3-8B,answer_query,35,200,20,group_fold_2,ridge,160,40,0.9545351266860962,0.3968965411186218,0.9832100375084
Qwen3-8B,answer_query,35,200,20,group_fold_2,knn5_distance,160,40,0.9304498404402809,0.4981105450472828,0.9648276508631771
Qwen3-8B,answer_query,35,200,20,group_fold_3,ridge,160,40,0.8993357419967651,0.7508153319358826,0.9513086103446892
Qwen3-8B,answer_query,35,200,20,group_fold_3,knn5_distance,160,40,0.8940751949155115,0.6676819220829003,0.9472469800275962
Qwen3-8B,answer_query,35,200,20,group_fold_4,ridge,160,40,0.9456449151039124,0.5160085558891296,0.9761346449716084
Qwen3-8B,answer_query,35,200,20,group_fold_4,knn5_distance,160,40,0.8476130640221127,0.8018226580759276,0.9239078634631218
