model_label,role,layer,folds,silhouette_cosine_mean,silhouette_cosine_min,silhouette_cosine_max,calinski_harabasz_mean,calinski_harabasz_min,calinski_harabasz_max,davies_bouldin_mean,davies_bouldin_min,davies_bouldin_max
Qwen3-8B,answer_query,5,5,-0.26137312054634093,-0.2674518823623657,-0.2550826966762543,0.08191451182389042,0.041187144123559775,0.1719558337856917,27.111217072734007,17.724858858365927,30.87044083875112
Qwen3-8B,answer_query,6,5,-0.2621617913246155,-0.2713310718536377,-0.2542308270931244,0.09285884896439148,0.044479791830304184,0.20050393809852599,24.930879565451267,16.68600159014043,30.528211357219057
Qwen3-8B,answer_query,7,5,-0.2627632200717926,-0.2769717276096344,-0.25684255361557007,0.13679902924593293,0.05763688024038914,0.29093637401238437,21.197161918177752,14.884740431499527,28.681623140635434
Qwen3-8B,answer_query,8,5,-0.2612785756587982,-0.27560955286026,-0.2519208788871765,0.2213730902944704,0.09565026287240368,0.4491866031978804,17.761427898190743,12.775410266628267,23.220320022169776
Qwen3-8B,answer_query,9,5,-0.2584995210170746,-0.26258915662765503,-0.25235557556152344,0.23659711118667573,0.1063804803395762,0.44178485663510525,17.15989647491486,12.350298655146778,21.768554887036327
Qwen3-8B,answer_query,10,5,-0.2580205500125885,-0.2642821967601776,-0.2533184289932251,0.2503000504148768,0.110682949918453,0.45562396630476804,16.197161111547075,11.412526438133222,22.067234652472997
Qwen3-8B,answer_query,11,5,-0.25837941765785216,-0.2643563747406006,-0.252787321805954,0.2677764267714726,0.12398200485441686,0.4294105820038614,15.495726333759814,11.777732317331276,21.730085448056364
Qwen3-8B,answer_query,12,5,-0.25982528924942017,-0.2652897834777832,-0.2536320090293884,0.2880248551859087,0.14492172439720824,0.42564683023492883,14.931786934686695,10.407714726447054,19.9389120310267
Qwen3-8B,answer_query,13,5,-0.25909013748168946,-0.2654775083065033,-0.2511672079563141,0.3020696012359013,0.16674164512895664,0.4313757303940816,13.094070415437349,10.366943684421,17.437310601508862
Qwen3-8B,answer_query,14,5,-0.2594331443309784,-0.26644834876060486,-0.2525378167629242,0.3776216461559588,0.21465706461889372,0.5289297272969702,12.672334461026335,10.279880266257475,15.437721524778727
Qwen3-8B,answer_query,15,5,-0.2545344650745392,-0.2649921774864197,-0.2471732199192047,0.3828002778608479,0.23376435864855022,0.5747548229888736,12.090425478114582,9.854610745269632,15.651113553206557
Qwen3-8B,answer_query,16,5,-0.2551425874233246,-0.261320024728775,-0.24503609538078308,0.3602424636774076,0.19778703550825544,0.5369570106230502,11.868765387381616,9.105804939492424,15.626301973514137
Qwen3-8B,answer_query,17,5,-0.2549030900001526,-0.2631952166557312,-0.2406328022480011,0.39646154996399496,0.22919068149281244,0.646477832685618,11.478233505849698,8.580392605821668,14.74840851724008
Qwen3-8B,answer_query,18,5,-0.2560432136058807,-0.26683568954467773,-0.24187788367271423,0.37307186651144203,0.19278286961057375,0.6461823014704854,11.310307049916915,8.349760393993341,14.433355544871954
Qwen3-8B,answer_query,19,5,-0.24814805388450623,-0.2578035593032837,-0.22982406616210938,1.0618979018943542,0.6754435178839313,1.6938599382494055,8.51840422511736,6.240428414786981,9.954751642477937
Qwen3-8B,answer_query,20,5,-0.2162076085805893,-0.23535065352916718,-0.1706203818321228,2.622404697764089,1.0867574808286915,5.179965764434869,7.360973512927709,5.143509931067786,9.387426159301675
Qwen3-8B,answer_query,21,5,-0.14506671726703643,-0.16385535895824432,-0.10009394586086273,5.6292433463325615,2.876309456007867,10.63784811864215,6.380640984369123,4.667616339891599,7.900220365183719
Qwen3-8B,answer_query,22,5,-0.13547977209091186,-0.1512853056192398,-0.10351492464542389,8.08328713991841,4.583035770619199,13.178158518446343,6.071892963510642,4.700824041122823,7.442930330969849
Qwen3-8B,answer_query,23,5,-0.00719850305467844,-0.06694703549146652,0.02962573803961277,14.589736737822482,12.510555334222364,19.12544168797463,4.540009498691214,3.9702302875133326,5.089775534524661
Qwen3-8B,answer_query,24,5,0.016540462896227837,-0.03696315735578537,0.05523546785116196,16.051120671208672,13.272169299991434,21.63282669883315,4.537579967318321,3.9537921864237013,5.194538056448598
Qwen3-8B,answer_query,25,5,0.007657574117183685,-0.05261044576764107,0.057641107589006424,16.74417277041431,13.835852663373801,22.090495109163804,4.248614396304335,3.7943014266325035,4.766354179759466
Qwen3-8B,answer_query,26,5,0.020945093035697936,-0.03178585693240166,0.0648314356803894,17.448698282179283,14.403228508452436,22.77876838087244,4.156988867336261,3.8317643666442174,4.5394440676414956
Qwen3-8B,answer_query,27,5,0.022072632610797883,-0.030538145452737808,0.07145260274410248,17.88109322753071,14.812409590968974,23.40991819131338,4.1080273884639364,3.750764495842728,4.4383796843068914
Qwen3-8B,answer_query,28,5,0.05862373001873493,-0.016495617106556892,0.13120241463184357,16.845749177966006,11.185615806747805,23.58651891246521,4.175339954978949,3.5891682171622343,4.659592714923081
Qwen3-8B,answer_query,29,5,0.055704855173826215,-0.011543531902134418,0.1476360559463501,15.939941329217294,12.16734115897795,22.78051055013587,3.829280449329617,3.3499020217905886,4.198495400503095
Qwen3-8B,answer_query,30,5,0.06644439082592726,0.009589378722012043,0.1573350727558136,15.311312640937198,12.095831678280526,22.657942288411927,3.6867026098774813,3.1882650055547437,4.181634567962886
Qwen3-8B,answer_query,31,5,0.07156032565981149,0.011866687797009945,0.16483338177204132,15.375311657927265,11.849030110382246,23.33468264899455,3.6489794365141925,3.141936443626798,4.178180081794421
Qwen3-8B,answer_query,32,5,0.07367456145584583,0.01747966930270195,0.1611330211162567,15.890345312927312,12.310488491664188,24.553870048610964,3.5788505038771348,3.093229528708664,4.046697536273151
Qwen3-8B,answer_query,33,5,0.08356606625020505,0.02679654024541378,0.17264938354492188,15.86279961359249,12.443739292183015,24.956917780182003,3.4580883978665993,3.029704840060273,3.8329254581750076
Qwen3-8B,answer_query,34,5,0.07925715930759906,0.01899966597557068,0.1622348576784134,15.318481841857357,11.973425951895704,24.265783621024664,3.451580113743698,3.1172158098817366,3.904149081929637
Qwen3-8B,answer_query,35,5,0.08316987864673138,0.02489383891224861,0.16687007248401642,14.723966392425496,11.433135842166553,24.225743554111503,3.420772387576257,3.198739346519991,3.862344891919947
Qwen3-8B,prompt_running,0,1,-0.09906067699193954,-0.09906067699193954,-0.09906067699193954,2.743944221181678,2.743944221181678,2.743944221181678,6.087013898705121,6.087013898705121,6.087013898705121
Qwen3-8B,prompt_running,1,1,-0.13030636310577393,-0.13030636310577393,-0.13030636310577393,11.03107865875545,11.03107865875545,11.03107865875545,6.107203796874398,6.107203796874398,6.107203796874398
Qwen3-8B,prompt_running,2,1,-0.07815639674663544,-0.07815639674663544,-0.07815639674663544,10.16718250680075,10.16718250680075,10.16718250680075,7.778023929973605,7.778023929973605,7.778023929973605
Qwen3-8B,prompt_running,3,1,-0.11610235273838043,-0.11610235273838043,-0.11610235273838043,13.848112810473058,13.848112810473058,13.848112810473058,7.353412329707757,7.353412329707757,7.353412329707757
Qwen3-8B,prompt_running,4,1,-0.11047840863466263,-0.11047840863466263,-0.11047840863466263,13.535295903125451,13.535295903125451,13.535295903125451,7.235888648427833,7.235888648427833,7.235888648427833
Qwen3-8B,prompt_running,5,1,-0.11336712539196014,-0.11336712539196014,-0.11336712539196014,16.11252787310001,16.11252787310001,16.11252787310001,6.44977981235793,6.44977981235793,6.44977981235793
Qwen3-8B,prompt_running,6,1,-0.11072011291980743,-0.11072011291980743,-0.11072011291980743,17.85786849398909,17.85786849398909,17.85786849398909,6.4126730467912125,6.4126730467912125,6.4126730467912125
Qwen3-8B,prompt_running,7,1,-0.07241468131542206,-0.07241468131542206,-0.07241468131542206,19.3867790282739,19.3867790282739,19.3867790282739,5.468307688882059,5.468307688882059,5.468307688882059
Qwen3-8B,prompt_running,8,1,-0.07458151876926422,-0.07458151876926422,-0.07458151876926422,23.74990232248015,23.74990232248015,23.74990232248015,5.097487263479449,5.097487263479449,5.097487263479449
Qwen3-8B,prompt_running,9,1,-0.05520940199494362,-0.05520940199494362,-0.05520940199494362,19.473504668177203,19.473504668177203,19.473504668177203,5.629483948731005,5.629483948731005,5.629483948731005
Qwen3-8B,prompt_running,10,1,-0.05430813878774643,-0.05430813878774643,-0.05430813878774643,21.745706874642668,21.745706874642668,21.745706874642668,5.445236658248366,5.445236658248366,5.445236658248366
Qwen3-8B,prompt_running,11,1,-0.04202883690595627,-0.04202883690595627,-0.04202883690595627,21.786790784657377,21.786790784657377,21.786790784657377,5.023066774239295,5.023066774239295,5.023066774239295
Qwen3-8B,prompt_running,12,1,-0.032363831996917725,-0.032363831996917725,-0.032363831996917725,23.082711609610072,23.082711609610072,23.082711609610072,4.948964749490015,4.948964749490015,4.948964749490015
Qwen3-8B,prompt_running,13,1,-0.025675838813185692,-0.025675838813185692,-0.025675838813185692,23.093361563487413,23.093361563487413,23.093361563487413,4.941070255519983,4.941070255519983,4.941070255519983
Qwen3-8B,prompt_running,14,1,-0.02377069555222988,-0.02377069555222988,-0.02377069555222988,20.981033946847607,20.981033946847607,20.981033946847607,5.175593453370462,5.175593453370462,5.175593453370462
