model_label,role,layer,rows,seeds,population,ss_count,ss_seed_context,ss_count_by_seed_interaction,fraction_count,fraction_seed_context,fraction_count_by_seed_interaction
Gemma4-E4B,prompt_running,22,300,30,discovery,25012.662460350115,17351.31939282668,51225.18059558086,0.2672602447323445,0.18539881049076545,0.5473409447768901
Gemma4-E4B,prompt_running,22,300,30,confirmation,14249.5196918134,9239.966550202858,26007.389591104544,0.287887254538161,0.186677772984208,0.5254349724776308
Gemma4-E4B,prompt_running,23,300,30,all,137274.24053055933,124664.35940369607,246853.18136821108,0.2698043592196953,0.24502038748457222,0.4851752532957324
Gemma4-E4B,prompt_running,23,300,30,discovery,95003.83999671829,76422.03045945452,162267.59213985386,0.28470392934167577,0.22901866241225094,0.48627740824607335
Gemma4-E4B,prompt_running,23,300,30,confirmation,49038.14791970322,45081.31478497626,77817.84184249499,0.2852094724228308,0.2621962400987116,0.45259428747845754
Gemma4-E4B,prompt_running,24,300,30,all,104156.79855513293,79947.28139755072,212997.14440594157,0.2622928164559576,0.2013272095211414,0.5363799740229009
Gemma4-E4B,prompt_running,24,300,30,discovery,72113.99779565506,48558.6006530656,139234.01647340774,0.27746118665452746,0.18683095336998032,0.5357078599754923
Gemma4-E4B,prompt_running,24,300,30,confirmation,38376.32824113968,29201.53086849104,67429.60045087202,0.28425339137606376,0.2162956844277524,0.499450924196184
Gemma4-E4B,prompt_running,25,300,30,all,106342.12583396472,70869.71754991804,225299.6281526021,0.2641965095504751,0.17606881433562868,0.5597346761138962
Gemma4-E4B,prompt_running,25,300,30,discovery,74228.93411828029,42986.760393431585,147641.111852856,0.2802606251172049,0.16230189053273386,0.5574374843500612
Gemma4-E4B,prompt_running,25,300,30,confirmation,38933.82079305366,25761.703419879017,70837.88722237687,0.28726363765761825,0.19007640364881645,0.5226599586935652
Gemma4-E4B,prompt_running,26,300,30,all,105755.0737198423,64711.10049438698,225045.98955462172,0.2673876644199714,0.16361342689881483,0.5689989086812138
Gemma4-E4B,prompt_running,26,300,30,discovery,74540.3977803383,39344.944947271004,149380.13772177315,0.28313775757118315,0.1494496919235706,0.5674125505052463
Gemma4-E4B,prompt_running,26,300,30,confirmation,37835.084872319596,23439.36261247911,69045.44290003297,0.29032471375316116,0.17986020816364415,0.5298150780831947
Gemma4-E4B,prompt_running,27,300,30,all,127684.87563470956,67169.7976307274,252443.51313190264,0.28545806693990433,0.15016782914263768,0.564374103917458
Gemma4-E4B,prompt_running,27,300,30,discovery,88832.3089153701,40817.54702744799,167975.89905599962,0.2984698314019329,0.1371438672288631,0.5643863013692041
Gemma4-E4B,prompt_running,27,300,30,confirmation,46221.47583209712,24321.695986612096,77098.70496314534,0.31306480816679666,0.1647344000005375,0.522200791832666
Gemma4-E4B,prompt_running,28,300,30,all,129609.79914442851,64720.48670041849,257735.18415419877,0.28670581529861616,0.14316618055467742,0.5701280041467064
Gemma4-E4B,prompt_running,28,300,30,discovery,91408.94469305419,39062.39748039755,170204.62260345806,0.30401147880535173,0.1299152644588016,0.5660732567358467
Gemma4-E4B,prompt_running,28,300,30,confirmation,45930.428285293776,23439.795640872107,79800.98771682126,0.3079041041459092,0.1571335070802454,0.5349623887738453
Gemma4-E4B,prompt_running,29,300,30,all,129483.65252577786,93584.30240152586,389027.2434212696,0.21154168971611517,0.1528917440522575,0.6355665662316273
Gemma4-E4B,prompt_running,29,300,30,discovery,91992.18878900498,56386.278056119125,258402.71449689093,0.22614661889105298,0.13861574881634078,0.6352376322926062
Gemma4-E4B,prompt_running,29,300,30,confirmation,49035.48615970766,33616.53728460797,119080.5065014438,0.24307178506556187,0.16663914983689826,0.5902890650975399
Gemma4-E4B,prompt_running,30,300,30,all,121081.6538721377,84111.92899666794,350546.70833918155,0.21787452842216654,0.1513511442797097,0.6307743272981239
Gemma4-E4B,prompt_running,30,300,30,discovery,85430.73386939874,50009.8790535438,231845.47006393963,0.23259997540513927,0.13616056085449318,0.6312394637403675
Gemma4-E4B,prompt_running,30,300,30,confirmation,45821.350248381284,30936.074430954606,108530.80802959965,0.2472976809075666,0.1669618948740867,0.5857404242183467
Gemma4-E4B,prompt_running,31,300,30,all,112882.31649149979,78291.01397999124,343677.8877271613,0.21105367745385498,0.14637905143727784,0.6425672711088671
Gemma4-E4B,prompt_running,31,300,30,discovery,79979.78103261194,46418.27545657032,227772.92838320564,0.22582251073285867,0.13106176801381794,0.6431157212533234
Gemma4-E4B,prompt_running,31,300,30,confirmation,42944.324886763105,28885.983332963406,105863.16991608046,0.24167642694202743,0.16256074019152533,0.5957628328664472
Gemma4-E4B,prompt_running,32,300,30,all,107815.61525147865,73833.00014289709,334497.05593436165,0.20888602044055504,0.14304682620475226,0.6480671533546927
Gemma4-E4B,prompt_running,32,300,30,discovery,76522.90783035432,43697.00089730835,221579.9691470623,0.2238821976946439,0.12784381658943714,0.648273985715919
Gemma4-E4B,prompt_running,32,300,30,confirmation,41018.43006051156,27346.637698424885,103191.36414791213,0.23909584504988818,0.15940316194774626,0.6015009930023656
Gemma4-E4B,prompt_running,33,300,30,all,101354.23862690301,67346.427582708,290726.1385538863,0.2206101985692322,0.14658793715220086,0.632801864278567
Gemma4-E4B,prompt_running,33,300,30,discovery,71140.69310803882,39240.97971290402,191348.98134532972,0.2357754909079799,0.13005300976572232,0.6341714993262979
Gemma4-E4B,prompt_running,33,300,30,confirmation,38491.69690069562,25559.707913508068,91099.0058267252,0.24809278133190746,0.16474147769200542,0.5871657409760871
Gemma4-E4B,prompt_running,34,300,30,all,86734.63324888043,58669.885085472444,254372.16048015648,0.2169577112553983,0.14675664738486266,0.6362856413597391
Gemma4-E4B,prompt_running,34,300,30,discovery,60822.60555942775,34360.92760778887,166570.18179609763,0.23236577776155828,0.13127197683748132,0.6363622454009604
Gemma4-E4B,prompt_running,34,300,30,confirmation,33177.14594457292,22028.620969907548,80536.8604289385,0.2444121393100574,0.16228226461372922,0.5933055960762135
Gemma4-E4B,prompt_running,35,300,30,all,89538.697385908,62275.41502680085,258899.64280205226,0.21800754479013848,0.1516272933061061,0.6303651619037554
Gemma4-E4B,prompt_running,35,300,30,discovery,62758.95934253605,36747.95079548424,170173.00646453162,0.2327164741563932,0.13626506288802562,0.6310184629555811
Gemma4-E4B,prompt_running,35,300,30,confirmation,34311.19802956097,23123.245058635544,81195.17635133164,0.24750264891643817,0.16679873429734238,0.5856986167862195
Gemma4-E4B,prompt_running,36,300,30,all,80908.42889554419,54435.94931476979,226233.77092196164,0.22376470782238994,0.15055099276714193,0.6256842994104682
Gemma4-E4B,prompt_running,36,300,30,discovery,56393.70573431764,31793.13772322827,148573.1322853648,0.23818935424944282,0.13428425823861087,0.6275263875119463
Gemma4-E4B,prompt_running,36,300,30,confirmation,31081.763304279135,20528.419125308632,71093.59849354422,0.253307298849661,0.16730062407912838,0.5793920770712105
Gemma4-E4B,prompt_running,37,300,30,all,78155.24483243744,50470.431873092195,209761.2416588086,0.2309641436797163,0.14915006796672656,0.6198857883535572
Gemma4-E4B,prompt_running,37,300,30,discovery,54258.7516910081,29260.60024897656,137463.1771140015,0.2455341240019597,0.1324113737599056,0.6220545022381347
Gemma4-E4B,prompt_running,37,300,30,confirmation,29988.82998723076,19344.902144299027,66205.72769900579,0.2595548744231285,0.167431128487814,0.5730139970890575
Gemma4-E4B,prompt_running,38,300,30,all,75113.45538337519,45066.183181377746,189658.20832674828,0.24242827703898406,0.14545086610145141,0.6121208568595645
Gemma4-E4B,prompt_running,38,300,30,discovery,52092.162216886536,26348.612961574465,124683.53545089443,0.25645459204506565,0.12971668866191624,0.6138287192930181
Gemma4-E4B,prompt_running,38,300,30,confirmation,28540.09259572482,17080.381830363338,59455.87344661769,0.2716129097891712,0.16255210783548807,0.5658349823753408
Gemma4-E4B,prompt_running,39,300,30,all,70439.70842458383,37791.76812270875,161232.39168761644,0.2614068776121665,0.14024799825764853,0.5983451241301849
Gemma4-E4B,prompt_running,39,300,30,discovery,48537.50215386532,21914.90885470822,105750.61920168228,0.2754634928579124,0.12437305322478315,0.6001634539173044
Gemma4-E4B,prompt_running,39,300,30,confirmation,26607.37024258438,14481.343771981705,50776.60851406827,0.2896345379323181,0.15763667261351944,0.5527287894541625
Gemma4-E4B,prompt_running,40,300,30,all,64202.49295200548,31475.698743561534,131750.1663749871,0.2822976584656528,0.13839830270329334,0.5793040388310539
Gemma4-E4B,prompt_running,40,300,30,discovery,43780.05096796808,18051.962100757777,86663.26213615191,0.2948245384074684,0.12156590218679769,0.5836095594057339
Gemma4-E4B,prompt_running,40,300,30,confirmation,24330.252734512887,12266.789544762369,41179.09348835969,0.3128241393632911,0.15771919527360934,0.5294566653630994
Gemma4-E4B,prompt_running,41,300,30,all,57796.39489753789,14348.837732589061,65818.83522818815,0.41892353418350226,0.1040041653985216,0.47707230041797616
Gemma4-E4B,prompt_running,41,300,30,discovery,37154.72248577464,9269.62737830905,43156.64976605312,0.41476119533360356,0.10347760592739093,0.48176119873900547
Gemma4-E4B,prompt_running,41,300,30,confirmation,22824.52544619429,4568.858597865235,20479.332427703986,0.47677523082812207,0.09543762991933118,0.4277871392525468
