model_label,role,layer,algorithm,folds,r2_mean,r2_min,r2_max,mae_mean,mae_min,mae_max,pearson_r_mean,pearson_r_min,pearson_r_max
Gemma4-E4B,answer_query,9,knn5_distance,5,0.11588553968406337,-0.12465842719313014,0.25772355090878374,2.2589092726076316,1.9740104530149978,2.5775876128786526,0.4196900303114017,0.25365683561985497,0.5150879339568057
Gemma4-E4B,answer_query,9,ridge,5,0.14717000722885132,-0.9635560512542725,0.7115452289581299,2.099033308029175,1.2396562099456787,3.46118426322937,0.8055821184122653,0.6259777800259534,0.8974739173192245
Gemma4-E4B,answer_query,10,knn5_distance,5,0.2527228287980031,0.05462122642422307,0.467281279206912,2.073366920359738,1.7098697715472266,2.398306663834713,0.5224280029907054,0.3127817435076042,0.7329266067879597
Gemma4-E4B,answer_query,10,ridge,5,0.5128861665725708,0.41894859075546265,0.6637527346611023,1.629411244392395,1.2234702110290527,1.8257232904434204,0.871547951818344,0.8060598903684366,0.9231997858705783
Gemma4-E4B,answer_query,11,knn5_distance,5,0.1794572784252793,0.013926999287778186,0.4130972743968957,2.157399346204982,1.8619782744660462,2.4239232856306407,0.47219902524435353,0.25550993552893564,0.6800641797207841
Gemma4-E4B,answer_query,11,ridge,5,0.6331903100013733,0.3161658048629761,0.8048312067985535,1.4452210664749146,1.041905164718628,2.134178638458252,0.8591469895578173,0.7736246478355195,0.8999215398735544
Gemma4-E4B,answer_query,12,knn5_distance,5,0.10517147059391249,-0.06334551028625035,0.26295699794952565,2.2417655714576745,2.04989508882083,2.4020559833556314,0.40505460698470214,0.36260715008945105,0.5216697028600887
Gemma4-E4B,answer_query,12,ridge,5,0.13019317388534546,-0.38742268085479736,0.7512264251708984,2.0818062305450438,1.2414146661758423,2.8094420433044434,0.7526405288421892,0.6099453131776358,0.8943979639840864
Gemma4-E4B,answer_query,13,knn5_distance,5,0.14142821080101423,0.06795393052416343,0.24107395906261908,2.2091049051778056,2.069455766118982,2.3570058050314464,0.4645383821236456,0.3614832665180837,0.6064763876020669
Gemma4-E4B,answer_query,13,ridge,5,0.1664955735206604,-0.6380974054336548,0.694374680519104,2.0687187910079956,1.3470288515090942,2.993863582611084,0.7731998536792972,0.6119604993823708,0.8688530590595198
Gemma4-E4B,answer_query,14,knn5_distance,5,0.26770608013294395,0.11118002902474156,0.49622901112501117,2.057315249414079,1.7516347868973887,2.3173282532139337,0.5635105748614324,0.37531357904493756,0.7334838586201908
