model_label,role,layer,rows,seeds,fold,rows_test,silhouette_cosine,calinski_harabasz,davies_bouldin
Qwen3-8B,answer_query,13,200,20,group_fold_1,40,-0.26081228256225586,0.4313757303940816,10.469032327937688
Qwen3-8B,answer_query,13,200,20,group_fold_2,40,-0.2565496861934662,0.42011181492257066,10.366943684421
Qwen3-8B,answer_query,13,200,20,group_fold_3,40,-0.2511672079563141,0.29455829666854166,12.625794055551845
Qwen3-8B,answer_query,13,200,20,group_fold_4,40,-0.2654775083065033,0.16674164512895664,17.437310601508862
Qwen3-8B,answer_query,14,200,20,group_fold_0,40,-0.26374509930610657,0.25443578446315385,14.946937765448942
Qwen3-8B,answer_query,14,200,20,group_fold_1,40,-0.2609911262989044,0.5289297272969702,10.66451889082573
Qwen3-8B,answer_query,14,200,20,group_fold_2,40,-0.25344333052635193,0.5243736280656711,10.279880266257475
Qwen3-8B,answer_query,14,200,20,group_fold_3,40,-0.2525378167629242,0.36571202633510513,12.03261385782081
Qwen3-8B,answer_query,14,200,20,group_fold_4,40,-0.26644834876060486,0.21465706461889372,15.437721524778727
Qwen3-8B,answer_query,15,200,20,group_fold_0,40,-0.2598153352737427,0.23376435864855022,15.651113553206557
Qwen3-8B,answer_query,15,200,20,group_fold_1,40,-0.2471732199192047,0.5747548229888736,9.859235945814742
Qwen3-8B,answer_query,15,200,20,group_fold_2,40,-0.24976801872253418,0.5154350901640372,9.854610745269632
Qwen3-8B,answer_query,15,200,20,group_fold_3,40,-0.2509235739707947,0.3557240688194085,11.287045646834427
Qwen3-8B,answer_query,15,200,20,group_fold_4,40,-0.2649921774864197,0.23432304868337,13.800121499447556
Qwen3-8B,answer_query,16,200,20,group_fold_0,40,-0.2594159245491028,0.19778703550825544,15.626301973514137
Qwen3-8B,answer_query,16,200,20,group_fold_1,40,-0.24503609538078308,0.5369570106230502,9.99399288035772
Qwen3-8B,answer_query,16,200,20,group_fold_2,40,-0.2509803771972656,0.4827526856434903,9.105804939492424
Qwen3-8B,answer_query,16,200,20,group_fold_3,40,-0.2589605152606964,0.3562896291643865,11.409547450615497
Qwen3-8B,answer_query,16,200,20,group_fold_4,40,-0.261320024728775,0.2274259574478554,13.208179692928303
Qwen3-8B,answer_query,17,200,20,group_fold_0,40,-0.2563435137271881,0.22919068149281244,14.74840851724008
Qwen3-8B,answer_query,17,200,20,group_fold_1,40,-0.2406328022480011,0.646477832685618,8.580392605821668
Qwen3-8B,answer_query,17,200,20,group_fold_2,40,-0.2521139979362488,0.47902234235318386,9.8427090509766
Qwen3-8B,answer_query,17,200,20,group_fold_3,40,-0.2631952166557312,0.39434804820745367,10.718438436691292
Qwen3-8B,answer_query,17,200,20,group_fold_4,40,-0.26222991943359375,0.23326884508090676,13.50121891851885
Qwen3-8B,answer_query,18,200,20,group_fold_0,40,-0.25560399889945984,0.2059089344869513,14.433355544871954
Qwen3-8B,answer_query,18,200,20,group_fold_1,40,-0.24187788367271423,0.6461823014704854,8.349760393993341
Qwen3-8B,answer_query,18,200,20,group_fold_2,40,-0.25509169697761536,0.4236297528889734,10.381818494111064
Qwen3-8B,answer_query,18,200,20,group_fold_3,40,-0.26683568954467773,0.3968554741002263,10.167928781567525
Qwen3-8B,answer_query,18,200,20,group_fold_4,40,-0.2608067989349365,0.19278286961057375,13.218672035040694
Qwen3-8B,answer_query,19,200,20,group_fold_0,40,-0.25074705481529236,0.7794218294565354,9.954751642477937
Qwen3-8B,answer_query,19,200,20,group_fold_1,40,-0.22982406616210938,1.6938599382494055,6.240428414786981
Qwen3-8B,answer_query,19,200,20,group_fold_2,40,-0.25406837463378906,0.9546915891276051,9.3653956658944
Qwen3-8B,answer_query,19,200,20,group_fold_3,40,-0.2578035593032837,1.2060726347542936,7.6275432629134325
Qwen3-8B,answer_query,19,200,20,group_fold_4,40,-0.24829721450805664,0.6754435178839313,9.403902139514049
Qwen3-8B,answer_query,20,200,20,group_fold_0,40,-0.22945204377174377,1.605898195601604,8.65666813840048
Qwen3-8B,answer_query,20,200,20,group_fold_1,40,-0.1706203818321228,5.179965764434869,5.143509931067786
Qwen3-8B,answer_query,20,200,20,group_fold_2,40,-0.23535065352916718,2.385442662144816,7.392000237453638
Qwen3-8B,answer_query,20,200,20,group_fold_3,40,-0.2231709510087967,2.8539593858104655,6.225263098414966
Qwen3-8B,answer_query,20,200,20,group_fold_4,40,-0.22244401276111603,1.0867574808286915,9.387426159301675
Qwen3-8B,answer_query,21,200,20,group_fold_0,40,-0.1632835417985916,3.6540236115249694,7.175292930184161
Qwen3-8B,answer_query,21,200,20,group_fold_1,40,-0.10009394586086273,10.63784811864215,4.667616339891599
Qwen3-8B,answer_query,21,200,20,group_fold_2,40,-0.1467691957950592,5.7635469941916835,6.209602130891817
Qwen3-8B,answer_query,21,200,20,group_fold_3,40,-0.16385535895824432,5.214488551296139,5.95047315569432
Qwen3-8B,answer_query,21,200,20,group_fold_4,40,-0.15133154392242432,2.876309456007867,7.900220365183719
Qwen3-8B,answer_query,22,200,20,group_fold_0,40,-0.1512853056192398,5.3821601396756265,6.833745171253189
Qwen3-8B,answer_query,22,200,20,group_fold_1,40,-0.10351492464542389,13.178158518446343,4.700824041122823
Qwen3-8B,answer_query,22,200,20,group_fold_2,40,-0.12980128824710846,9.638300119413058,5.4063233334298495
Qwen3-8B,answer_query,22,200,20,group_fold_3,40,-0.15092043578624725,7.634781151437819,5.9756419407774946
Qwen3-8B,answer_query,22,200,20,group_fold_4,40,-0.14187690615653992,4.583035770619199,7.442930330969849
Qwen3-8B,answer_query,23,200,20,group_fold_0,40,0.02962573803961277,13.290620058449289,4.897901762413643
Qwen3-8B,answer_query,23,200,20,group_fold_1,40,0.013749840669333935,19.12544168797463,3.9702302875133326
Qwen3-8B,answer_query,23,200,20,group_fold_2,40,-0.06694703549146652,12.510555334222364,5.089775534524661
Qwen3-8B,answer_query,23,200,20,group_fold_3,40,-0.02878538891673088,15.394955095738052,4.087284947989184
Qwen3-8B,answer_query,23,200,20,group_fold_4,40,0.016364330425858498,12.62711151272807,4.654854961015245
Qwen3-8B,answer_query,24,200,20,group_fold_0,40,0.05523546785116196,14.792676167076602,4.876187335898677
Qwen3-8B,answer_query,24,200,20,group_fold_1,40,0.05010925605893135,21.63282669883315,3.9537921864237013
Qwen3-8B,answer_query,24,200,20,group_fold_2,40,-0.03696315735578537,13.272169299991434,5.194538056448598
Qwen3-8B,answer_query,24,200,20,group_fold_3,40,-0.025155896320939064,15.834531029109419,4.1887394133793725
Qwen3-8B,answer_query,24,200,20,group_fold_4,40,0.03947664424777031,14.723400161032771,4.474642844441251
Qwen3-8B,answer_query,25,200,20,group_fold_0,40,0.057641107589006424,16.336463658028933,4.617052367254405
Qwen3-8B,answer_query,25,200,20,group_fold_1,40,0.04609721526503563,22.090495109163804,3.7943014266325035
Qwen3-8B,answer_query,25,200,20,group_fold_2,40,-0.04708681255578995,13.835852663373801,4.766354179759466
Qwen3-8B,answer_query,25,200,20,group_fold_3,40,-0.05261044576764107,14.921513790366273,3.8782974742148064
Qwen3-8B,answer_query,25,200,20,group_fold_4,40,0.03424680605530739,16.536538631138743,4.1870665336604915
Qwen3-8B,answer_query,26,200,20,group_fold_0,40,0.0648314356803894,17.192593606553732,4.436003435278762
Qwen3-8B,answer_query,26,200,20,group_fold_1,40,0.046175021678209305,22.77876838087244,4.033605688042623
Qwen3-8B,answer_query,26,200,20,group_fold_2,40,-0.03178585693240166,14.403228508452436,4.5394440676414956
Qwen3-8B,answer_query,26,200,20,group_fold_3,40,-0.02681717649102211,15.793558459556435,3.8317643666442174
Qwen3-8B,answer_query,26,200,20,group_fold_4,40,0.05232204124331474,17.07534245546136,3.944126779074204
Qwen3-8B,answer_query,27,200,20,group_fold_0,40,0.07145260274410248,17.94920301368148,4.314976663842551
Qwen3-8B,answer_query,27,200,20,group_fold_1,40,0.04858223721385002,23.40991819131338,4.05332099069094
Qwen3-8B,answer_query,27,200,20,group_fold_2,40,-0.02780868113040924,14.812409590968974,4.4383796843068914
Qwen3-8B,answer_query,27,200,20,group_fold_3,40,-0.030538145452737808,16.268059485402688,3.750764495842728
Qwen3-8B,answer_query,27,200,20,group_fold_4,40,0.04867514967918396,16.96587585628703,3.9826951076365704
Qwen3-8B,answer_query,28,200,20,group_fold_0,40,0.13120241463184357,18.718020945590833,4.209551837457539
Qwen3-8B,answer_query,28,200,20,group_fold_1,40,0.10857806354761124,23.58651891246521,4.331847771228787
Qwen3-8B,answer_query,28,200,20,group_fold_2,40,-0.016495617106556892,11.185615806747805,4.659592714923081
Qwen3-8B,answer_query,28,200,20,group_fold_3,40,0.025173712521791458,15.678027709128376,3.5891682171622343
Qwen3-8B,answer_query,28,200,20,group_fold_4,40,0.04466007649898529,15.060562515897812,4.086539234123105
Qwen3-8B,answer_query,29,200,20,group_fold_0,40,0.1476360559463501,17.63258275486989,3.8447332208566225
Qwen3-8B,answer_query,29,200,20,group_fold_1,40,0.1104285717010498,22.78051055013587,4.198495400503095
Qwen3-8B,answer_query,29,200,20,group_fold_2,40,-0.011543531902134418,12.16734115897795,3.951685559809725
Qwen3-8B,answer_query,29,200,20,group_fold_3,40,0.008375552482903004,13.610314729382248,3.3499020217905886
Qwen3-8B,answer_query,29,200,20,group_fold_4,40,0.0236276276409626,13.508957452720505,3.8015860436880518
Qwen3-8B,answer_query,30,200,20,group_fold_0,40,0.1573350727558136,15.446176886188624,3.8451191427924485
Qwen3-8B,answer_query,30,200,20,group_fold_1,40,0.11951931565999985,22.657942288411927,4.181634567962886
Qwen3-8B,answer_query,30,200,20,group_fold_2,40,0.009589378722012043,12.095831678280526,3.6342933326271307
Qwen3-8B,answer_query,30,200,20,group_fold_3,40,0.018657676875591278,13.395701892657035,3.1882650055547437
Qwen3-8B,answer_query,30,200,20,group_fold_4,40,0.02712051011621952,12.960910459147863,3.5842010004502
Qwen3-8B,answer_query,31,200,20,group_fold_0,40,0.16483338177204132,15.650210662693414,3.8151046235477297
Qwen3-8B,answer_query,31,200,20,group_fold_1,40,0.13293099403381348,23.33468264899455,4.178180081794421
Qwen3-8B,answer_query,31,200,20,group_fold_2,40,0.011866687797009945,11.849030110382246,3.5720662313815135
Qwen3-8B,answer_query,31,200,20,group_fold_3,40,0.021073240786790848,13.21776122392415,3.141936443626798
Qwen3-8B,answer_query,31,200,20,group_fold_4,40,0.027097323909401894,12.824873643641965,3.5376098022205
Qwen3-8B,answer_query,32,200,20,group_fold_0,40,0.1611330211162567,15.196969305307093,3.8352411884701567
Qwen3-8B,answer_query,32,200,20,group_fold_1,40,0.13784706592559814,24.553870048610964,4.046697536273151
Qwen3-8B,answer_query,32,200,20,group_fold_2,40,0.01747966930270195,12.310488491664188,3.419112437485672
Qwen3-8B,answer_query,32,200,20,group_fold_3,40,0.022922489792108536,13.807467006042115,3.093229528708664
Qwen3-8B,answer_query,32,200,20,group_fold_4,40,0.02899056114256382,13.5829317130122,3.4999718284480323
Qwen3-8B,answer_query,33,200,20,group_fold_0,40,0.17264938354492188,15.122375801762274,3.8329254581750076
