model_label,layer,metric,estimand,native_minus_nonthinking,jackknife_se,ci_low_normal,ci_high_normal,jackknife_seed_count
Qwen3-8B,0,centroid_nearest_squared,quality_slope_per_index,65.57531460848718,33.3670057439867,0.17598335027324197,130.9746458667011,10
Qwen3-8B,0,centroid_nearest_squared,quality_spearman,0.45849061876389663,0.7147431778468297,-0.9424060098158895,1.8593872473436828,10
Qwen3-8B,0,centroid_nearest_squared,late_8_10_minus_early_1_3,449.37297566731763,238.68283411803768,-18.445379204036215,917.1913305386715,10
Qwen3-8B,0,class_nc1_ratio,quality_slope_per_index,-0.6798364114902566,0.4976070068458548,-1.655146144908132,0.29547332192761877,10
Qwen3-8B,0,class_nc1_ratio,quality_spearman,-0.07272727272727271,0.3960131895290758,-0.8489131242042613,0.7034585787497158,10
Qwen3-8B,0,class_nc1_ratio,late_8_10_minus_early_1_3,-2.6610051254176503,3.8995791077622033,-10.304180176631569,4.982169925796269,10
Qwen3-8B,0,fisher_nearest,quality_slope_per_index,0.004317141279586665,0.031226453386664306,-0.056886707358275376,0.0655209899174487,10
Qwen3-8B,0,fisher_nearest,quality_spearman,0.24242424242424243,0.5315687060542581,-0.7994504214421034,1.2842989062905883,10
Qwen3-8B,0,fisher_nearest,late_8_10_minus_early_1_3,0.02152515306756464,0.24303928009031497,-0.4548318359094527,0.497882142044582,10
Qwen3-8B,0,logistic_f1,quality_slope_per_index,0.018335079294623576,0.013912613885127038,-0.008933643920225418,0.045603802509472574,10
Qwen3-8B,0,logistic_f1,quality_spearman,0.08645270619480694,0.20085991942771783,-0.30723273588352,0.4801381482731339,10
Qwen3-8B,0,logistic_f1,late_8_10_minus_early_1_3,0.19378881987577642,0.10578186888279202,-0.013543643134495936,0.40112128288604876,10
Qwen3-8B,0,logistic_precision,quality_slope_per_index,0.001978526523981089,0.01607487398050439,-0.029528226477807513,0.03348527952576969,10
Qwen3-8B,0,logistic_precision,quality_spearman,0.08645270619480694,0.20574660261545433,-0.31681063493148354,0.4897160473210974,10
Qwen3-8B,0,logistic_precision,late_8_10_minus_early_1_3,0.09786879786879785,0.11070809563035856,-0.11911906956670493,0.3148566653043006,10
Qwen3-8B,0,logistic_recall,quality_slope_per_index,0.029629629629629603,0.01641880275693154,-0.002551223773956217,0.06181048303321542,10
Qwen3-8B,0,logistic_recall,quality_spearman,0.20569175066805823,0.18588175416214586,-0.15863648748974768,0.5700199888258641,10
Qwen3-8B,0,logistic_recall,late_8_10_minus_early_1_3,0.26296296296296306,0.12450519350563871,0.018932783691911204,0.5069931422340149,10
Qwen3-8B,0,mean_bhattacharyya,quality_slope_per_index,0.17145915332466627,0.15730789645972726,-0.13686432373639917,0.4797826303857317,10
Qwen3-8B,0,mean_bhattacharyya,quality_spearman,0.012121212121212116,0.38382158389603727,-0.7401690923150209,0.7644115165574451,10
Qwen3-8B,0,mean_bhattacharyya,late_8_10_minus_early_1_3,0.8864441618875216,0.9934346673552779,-1.0606877861288229,2.8335761099038663,10
Qwen3-8B,0,min_bhattacharyya,quality_slope_per_index,0.08840811704144323,0.14434010769282393,-0.19449849403649166,0.37131472811937816,10
Qwen3-8B,0,min_bhattacharyya,quality_spearman,0.5213978562913593,0.6812374315113253,-0.8138275094708383,1.8566232220535568,10
Qwen3-8B,0,min_bhattacharyya,late_8_10_minus_early_1_3,0.6370375057061513,1.0720986013833993,-1.4642757530053114,2.738350764417614,10
Qwen3-8B,0,nc2_class_cosine_deviation,quality_slope_per_index,0.02486128403445979,0.024645302542826836,-0.023443508949480812,0.07316607701840039,10
Qwen3-8B,0,nc2_class_cosine_deviation,quality_spearman,0.5333333333333333,0.9273012473332412,-1.2841771114398193,2.350843778106486,10
