model,mode,target,candidate,label,formula,k,parsed_n,seed_cv_mse,seed_cv_se,request_oof_r2,cell_crossfit_r2,cell_fit_r2,leave_N_out_r2,leave_L_out_r2
Qwen3-4B,enumeration_bullet,absolute_error,N_piece10_logL,segmented N at 10 + log₂L,b=\alpha+\beta_NN+\beta_H(N-10)_++\beta_L\log_2L_k,4,487,1.0106895563667055,0.47241803481020395,0.22035960135000732,0.789153719428366,0.7891040585513971,0.7147672113907548,0.7309010106246798
Qwen3-4B,enumeration_bullet,absolute_error,logN_L_piece5,log₂N + segmented L at 5k,b=\alpha+\beta_N\log_2N+\beta_LL_k+\beta_H(L_k-5)_+,4,487,1.1581206473653172,0.5135716765880587,0.10473497734625192,0.4343309181813225,0.43678423158893875,-0.08431135358482611,0.37954404468340297
Qwen3-4B,enumeration_bullet,absolute_error,N_piece10_L_piece5,segmented N at 10 + segmented L at 5k,b=\alpha+\beta_NN+\beta_{NH}(N-10)_++\beta_LL_k+\beta_{LH}(L_k-5)_+,5,487,1.0242522366836488,0.47803422138332446,0.2098331819288286,0.7922892203551117,0.7931416660316215,0.7115366341573945,0.7313764098917228
Qwen3-4B,enumeration_bullet,absolute_error,N2_L,quadratic N + L,b=\alpha+\beta_1N+\beta_2N^2+\beta_LL_k,4,487,1.015816388939825,0.4737793860922199,0.21620447699766987,0.7878708391376724,0.7881978128441104,0.7521819987837886,0.6890138177960687
Qwen3-4B,enumeration_bullet,absolute_error,N_L2,N + quadratic L,b=\alpha+\beta_NN+\beta_1L_k+\beta_2L_k^2,4,487,1.0444457971711887,0.48740269757616356,0.19441328371470634,0.7216617559848213,0.7224016047192208,0.5094003128110449,0.11398170826709131
Qwen3-4B,enumeration_bullet,absolute_error,N2_L2,quadratic N + quadratic L,b=\alpha+\beta_1N+\beta_2N^2+\beta_3L_k+\beta_4L_k^2,5,487,1.0227364113369433,0.4743843518107067,0.21066496412610547,0.7932626360776669,0.7939653199448015,0.7549538470766392,0.1392588939086543
Qwen3-4B,native_thinking,signed_error,constant,constant,b=\alpha,1,496,1.0187551615396617,0.4005427338824645,-0.002971594861693516,0.00043474395291387413,-0.000125393666741358,-0.04762914128627349,-0.08261434109665333
Qwen3-4B,native_thinking,signed_error,N,N,b=\alpha+\beta_NN,2,496,0.9962375738971655,0.4365072802490024,0.018572757618046998,0.2070791036198073,0.20474117527418478,0.18880800018062116,-0.18288298974718264
Qwen3-4B,native_thinking,signed_error,L,L,b=\alpha+\beta_LL_k,2,496,0.9939540257485131,0.3937126008222249,0.021325707910238467,0.1383636132042042,0.13810219420081538,-0.028069010842993736,0.044839405500176066
Qwen3-4B,native_thinking,signed_error,logN,log₂ N,b=\alpha+\beta_N\log_2N,2,496,1.0009192401819893,0.4200532464931419,0.01421584891314065,0.13376266566190265,0.13201002656556016,0.03546438669868457,-0.13787776199100366
Qwen3-4B,native_thinking,signed_error,logL,log₂ L,b=\alpha+\beta_L\log_2L_k,2,496,1.0000264285985736,0.39724419528377053,0.015406109164678106,0.10023834896661976,0.1000057509404112,-0.035007870004687414,-0.07640962988753786
Qwen3-4B,native_thinking,signed_error,density,N/L,b=\alpha+\beta_DN/L_k,2,496,1.0252658392577065,0.40344235130816014,-0.009344022627231219,0.00028695224694264,0.00018765913278839808,-0.05512616024660155,-0.09883437221349367
Qwen3-4B,native_thinking,signed_error,inv_density,L/N,b=\alpha+\beta_D L_k/N,2,496,1.0176132716421005,0.4026422115095805,-0.001880785525386619,0.01123809492373884,0.010552855758268143,-0.05032614758371379,-0.10044279819639668
Qwen3-4B,native_thinking,signed_error,product,NL,b=\alpha+\beta_PNL_k,2,496,0.8770841832677594,0.4051095061263939,0.13537438293437243,0.7639633098729822,0.7624982068703102,0.654630859525803,0.3876627478377709
Qwen3-4B,native_thinking,signed_error,log_product,log₂(NL),b=\alpha+\beta_P\log_2(NL_k),2,496,0.9774235604614612,0.4141334473395307,0.03729241206171974,0.2337004683027799,0.2321484661672597,0.06651829643815399,-0.09189328646374717
Qwen3-4B,native_thinking,signed_error,N_L,N + L,b=\alpha+\beta_NN+\beta_LL_k,3,496,0.9711957236968367,0.430027783372348,0.043095557253858274,0.3450578133826365,0.3430651145312079,0.20820685783500448,-0.05692096296145621
Qwen3-4B,native_thinking,signed_error,N_logL,N + log₂L,b=\alpha+\beta_NN+\beta_L\log_2L_k,3,496,0.9774188125397337,0.4335676859701497,0.03703312204761344,0.30691372393301986,0.3049116502003668,0.2014787987922032,-0.17705785864793255
Qwen3-4B,native_thinking,signed_error,logN_L,log₂N + L,b=\alpha+\beta_N\log_2N+\beta_LL_k,3,496,0.9759337045757835,0.41341060877370495,0.03868702313994854,0.2716909202986312,0.2703229236563991,0.05464296293338966,-0.012017880909413803
Qwen3-4B,native_thinking,signed_error,logN_logL,log₂N + log₂L,b=\alpha+\beta_N\log_2N+\beta_L\log_2L_k,3,496,0.9821284542765694,0.4169478530453469,0.03265089171169833,0.23355547956127332,0.23217672151911384,0.04814073133410235,-0.13249763252457325
Qwen3-4B,native_thinking,signed_error,N_density,N + N/L,b=\alpha+\beta_NN+\beta_DN/L_k,3,496,0.9544550216036127,0.4399430524578955,0.05971524440096465,0.44023641507394684,0.4396700164197046,0.389054408829987,-0.661321353861871
Qwen3-4B,native_thinking,signed_error,L_density,L + N/L,b=\alpha+\beta_LL_k+\beta_DN/L_k,3,496,0.9951475406768038,0.4012428379926928,0.020016044026105795,0.16133215887610142,0.1605302573000965,-0.009629170372440488,0.075669227038903
Qwen3-4B,native_thinking,signed_error,N_L_density,N + L + N/L,b=\alpha+\beta_NN+\beta_LL_k+\beta_DN/L_k,4,496,0.955915403226103,0.4387467553570315,0.05821817515652561,0.4515476521097641,0.45094017886004933,0.36179601034262077,-0.6179062480367372
Qwen3-4B,native_thinking,signed_error,N_L_interaction,N + L + NL,b=\alpha+\beta_NN+\beta_LL_k+\beta_{NL}NL_k,4,496,0.8856428336295681,0.40492579650100263,0.12690899058879068,0.8450211861423671,0.8439532650483076,0.7674601737232049,0.5213580049105251
Qwen3-4B,native_thinking,signed_error,N_logL_interaction,N + log₂L + Nlog₂L,b=\alpha+\beta_NN+\beta_L\log_2L_k+\beta_{NL}N\log_2L_k,4,496,0.9104623897698432,0.4222721331187336,0.10280492795750684,0.6766240083118634,0.6755234342353514,0.6207808584522053,-0.09254111329586445
Qwen3-4B,native_thinking,signed_error,logN_logL_interaction,log₂N + log₂L + interaction,b=\alpha+\beta_N\log_2N+\beta_L\log_2L_k+\beta_{NL}\log_2N\log_2L_k,4,496,0.938972074059186,0.4102959357928432,0.07500217231391082,0.46495502870285954,0.46415223509827674,0.17870528249171613,-0.07656544220877448
Qwen3-4B,native_thinking,signed_error,N_piece10_logL,segmented N at 10 + log₂L,b=\alpha+\beta_NN+\beta_H(N-10)_++\beta_L\log_2L_k,4,496,0.9812939464614832,0.4391728039300517,0.03315806094815765,0.3166351183767213,0.31443907527799353,0.22618540471438686,-0.19286466745786712
Qwen3-4B,native_thinking,signed_error,logN_L_piece5,log₂N + segmented L at 5k,b=\alpha+\beta_N\log_2N+\beta_LL_k+\beta_H(L_k-5)_+,4,496,0.9790537990479475,0.41210262988973406,0.035546331835923595,0.2886866415375752,0.28724872310007177,0.053551265585049745,0.08978440261919984
Qwen3-4B,native_thinking,signed_error,N_piece10_L_piece5,segmented N at 10 + segmented L at 5k,b=\alpha+\beta_NN+\beta_{NH}(N-10)_++\beta_LL_k+\beta_{LH}(L_k-5)_+,5,496,0.978153815901452,0.43418584048400777,0.036115363211874474,0.3717540358809597,0.36951498532130156,0.23192796944373328,0.0294607870937309
Qwen3-4B,native_thinking,signed_error,N2_L,quadratic N + L,b=\alpha+\beta_1N+\beta_2N^2+\beta_LL_k,4,496,0.9797521500970706,0.43716618492644266,0.03460699576496462,0.3542154644425347,0.3521328190627474,0.2173431941439702,-0.07717926238729
Qwen3-4B,native_thinking,signed_error,N_L2,N + quadratic L,b=\alpha+\beta_NN+\beta_1L_k+\beta_2L_k^2,4,496,0.971783328475658,0.4284182037049884,0.04245821792887017,0.3593388662597796,0.3573645149051481,0.21411311222317864,-0.7250920262330571
Qwen3-4B,native_thinking,signed_error,N2_L2,quadratic N + quadratic L,b=\alpha+\beta_1N+\beta_2N^2+\beta_3L_k+\beta_4L_k^2,5,496,0.9803487490021917,0.4355469885469739,0.0339606326548334,0.3684985105602162,0.36642808439237096,0.2234270931360003,-0.7456995916191163
Qwen3-4B,native_thinking,absolute_error,constant,constant,b=\alpha,1,496,0.9996802915116039,0.3841430649674419,-0.002333526832225097,6.360038738106866e-05,-7.74036221504737e-05,-0.10756990755571594,-0.05229873573661692
Qwen3-4B,native_thinking,absolute_error,N,N,b=\alpha+\beta_NN,2,496,0.8930706513472304,0.33827541494510177,0.10420933854459435,0.41675539097404923,0.416256604701176,0.2451772185492863,0.1707336065503957
Qwen3-4B,native_thinking,absolute_error,L,L,b=\alpha+\beta_LL_k,2,496,0.981812713839035,0.3844784874135328,0.015423446289401288,0.07916517172506432,0.07906111204956212,-0.08805314378280316,0.05204536969778495
Qwen3-4B,native_thinking,absolute_error,logN,log₂ N,b=\alpha+\beta_N\log_2N,2,496,0.9357854594365806,0.3589572482809174,0.06152430556580246,0.24663852806163766,0.24613376335392734,-0.04744104053368625,0.07497539374581219
Qwen3-4B,native_thinking,absolute_error,logL,log₂ L,b=\alpha+\beta_L\log_2L_k,2,496,0.9817525549852784,0.382479200964603,0.015558200296037716,0.07224765112553455,0.07231958432494767,-0.09270280002907971,0.022336839489203952
Qwen3-4B,native_thinking,absolute_error,density,N/L,b=\alpha+\beta_DN/L_k,2,496,0.9996914958009976,0.3816305305180644,-0.002390313888440465,0.013141739705897604,0.01349910795967002,-0.12577442867754796,-0.18330120182664933
Qwen3-4B,native_thinking,absolute_error,inv_density,L/N,b=\alpha+\beta_D L_k/N,2,496,0.9937790283901217,0.38163254473285263,0.003570953892436557,0.023408446027508467,0.023241727695114678,-0.13245534841115836,-0.07730864323587205
Qwen3-4B,native_thinking,absolute_error,product,NL,b=\alpha+\beta_PNL_k,2,496,0.8179132156887118,0.3475402764272057,0.1788918464821836,0.7063252540396081,0.7058399385570941,0.5561357047837683,0.6663591698051394
Qwen3-4B,native_thinking,absolute_error,log_product,log₂(NL),b=\alpha+\beta_P\log_2(NL_k),2,496,0.9188080242325597,0.35966260161232894,0.07846561544695807,0.3054302509612027,0.30501826861510195,0.0058261401639582155,0.17042741056790645
Qwen3-4B,native_thinking,absolute_error,N_L,N + L,b=\alpha+\beta_NN+\beta_LL_k,3,496,0.8747996499364523,0.33867430528592524,0.12235322296401174,0.49595387822728143,0.49546811368027843,0.26459064159688184,0.27350661729627135
Qwen3-4B,native_thinking,absolute_error,N_logL,N + log₂L,b=\alpha+\beta_NN+\beta_L\log_2L_k,3,496,0.8749414474586427,0.33667812121232743,0.12229236312737968,0.4890044392523779,0.48868040954433434,0.2600809699200569,0.24413569675194935
Qwen3-4B,native_thinking,absolute_error,logN_L,log₂N + L,b=\alpha+\beta_N\log_2N+\beta_LL_k,3,496,0.9176312971988378,0.35927164765621117,0.07955775967085765,0.32577777101105754,0.32534280988646946,-0.028326959832319254,0.17793566535354277
Qwen3-4B,native_thinking,absolute_error,logN_logL,log₂N + log₂L,b=\alpha+\beta_N\log_2N+\beta_L\log_2L_k,3,496,0.9177250766891595,0.35727981174934553,0.07954278225519673,0.3188405955202086,0.3185592255483384,-0.03255396263094679,0.14833817321012377
Qwen3-4B,native_thinking,absolute_error,N_density,N + N/L,b=\alpha+\beta_NN+\beta_DN/L_k,3,496,0.832647545908263,0.3229171796903547,0.16490659627139626,0.6538313172673773,0.6545538205074632,0.4382848949107836,0.2586771864285098
Qwen3-4B,native_thinking,absolute_error,L_density,L + N/L,b=\alpha+\beta_LL_k+\beta_DN/L_k,3,496,0.9664343918470719,0.3763232256898639,0.030658050114666935,0.14504564949534426,0.1448926404621288,-0.051207535405860316,-0.05959131374307858
Qwen3-4B,native_thinking,absolute_error,N_L_density,N + L + N/L,b=\alpha+\beta_NN+\beta_LL_k+\beta_DN/L_k,4,496,0.8358950491690038,0.3236628662630451,0.16166913407232286,0.6539503287955108,0.6546249326357385,0.4305650364932979,0.11547464912038097
Qwen3-4B,native_thinking,absolute_error,N_L_interaction,N + L + NL,b=\alpha+\beta_NN+\beta_LL_k+\beta_{NL}NL_k,4,496,0.8247425134886607,0.34669333298843713,0.17198828866862548,0.7503733358157338,0.7500561042565453,0.5692073640677855,0.6018515291454926
Qwen3-4B,native_thinking,absolute_error,N_logL_interaction,N + log₂L + Nlog₂L,b=\alpha+\beta_NN+\beta_L\log_2L_k+\beta_{NL}N\log_2L_k,4,496,0.8180328182446717,0.33310311148709476,0.17914320276990903,0.7321867771289607,0.7321755514854489,0.546919163574172,0.502389801009496
Qwen3-4B,native_thinking,absolute_error,logN_logL_interaction,log₂N + log₂L + interaction,b=\alpha+\beta_N\log_2N+\beta_L\log_2L_k+\beta_{NL}\log_2N\log_2L_k,4,496,0.8800403116402995,0.3546056777966046,0.11716784735406494,0.47423103823709334,0.4741623739835831,0.06717808113955648,0.30721953156518966
Qwen3-4B,native_thinking,absolute_error,N_piece10_logL,segmented N at 10 + log₂L,b=\alpha+\beta_NN+\beta_H(N-10)_++\beta_L\log_2L_k,4,496,0.8658020109778878,0.3301782565853805,0.13141461842612812,0.5311448130552181,0.5308916171726697,0.37554755238919424,0.2695600498924545
Qwen3-4B,native_thinking,absolute_error,logN_L_piece5,log₂N + segmented L at 5k,b=\alpha+\beta_N\log_2N+\beta_LL_k+\beta_H(L_k-5)_+,4,496,0.923183771577355,0.36012104135742795,0.07403196195241535,0.3284059470392562,0.3277639106881661,-0.03745330532853308,-0.018624318093801495
Qwen3-4B,native_thinking,absolute_error,N_piece10_L_piece5,segmented N at 10 + segmented L at 5k,b=\alpha+\beta_NN+\beta_{NH}(N-10)_++\beta_LL_k+\beta_{LH}(L_k-5)_+,5,496,0.871284139240359,0.33304508326546367,0.12588061927530592,0.5406711766847867,0.5401008643417315,0.3707280724352654,0.10470174836846757
Qwen3-4B,native_thinking,absolute_error,N2_L,quadratic N + L,b=\alpha+\beta_1N+\beta_2N^2+\beta_LL_k,4,496,0.8656917820332843,0.3277790314653667,0.13148324503889397,0.5525262587646909,0.5522135791271086,0.46692084415001556,0.3039276499224959
Qwen3-4B,native_thinking,absolute_error,N_L2,N + quadratic L,b=\alpha+\beta_NN+\beta_1L_k+\beta_2L_k^2,4,496,0.8776669224554208,0.3391948753914247,0.11946059835367062,0.4967383302033699,0.4961531578211472,0.2642821509951997,-2.4145503058038873
Qwen3-4B,native_thinking,absolute_error,N2_L2,quadratic N + quadratic L,b=\alpha+\beta_1N+\beta_2N^2+\beta_3L_k+\beta_4L_k^2,5,496,0.8685833853155799,0.3282785353436001,0.12856680990531433,0.5532849201497532,0.5528965051036692,0.4664083304557325,-2.3738918491033125
Qwen3-8B,direct,signed_error,constant,constant,b=\alpha,1,486,4.883615863893881,0.6838662716248943,-0.017753965737911104,-0.002216820454383539,-0.003415701372683877,-0.025094002061430087,-0.10434741280114213
Qwen3-8B,direct,signed_error,N,N,b=\alpha+\beta_NN,2,486,5.038237423733506,0.7448625918579945,-0.05081125179522483,0.044774703380667025,0.03946453722452814,-0.09771620588063534,-0.30992538554247484
Qwen3-8B,direct,signed_error,L,L,b=\alpha+\beta_LL_k,2,486,4.787042704421036,0.6585548094959766,0.002681294420725844,0.12536499483146668,0.1256194812953607,0.07683544857025071,-0.4428520867946413
Qwen3-8B,direct,signed_error,logN,log₂ N,b=\alpha+\beta_N\log_2N,2,486,4.970342045461798,0.7212690593886931,-0.03647458111321855,0.04266565976700132,0.03905502581963716,-0.028747449640081912,-0.22478761163524275
Qwen3-8B,direct,signed_error,logL,log₂ L,b=\alpha+\beta_L\log_2L_k,2,486,4.827053341020364,0.6738771287508097,-0.005951091632322214,0.07738481429252908,0.0760080032651026,0.029717206123093698,-0.31739106882442303
Qwen3-8B,direct,signed_error,density,N/L,b=\alpha+\beta_DN/L_k,2,486,4.969751432437079,0.6984056981513503,-0.03571768918333551,0.008564875313194054,0.00744413956968748,-0.35032007808479504,-0.369117988875574
Qwen3-8B,direct,signed_error,inv_density,L/N,b=\alpha+\beta_D L_k/N,2,486,4.8996750392315125,0.6880907028947254,-0.021164981623871704,7.054640321269012e-05,-0.0012270043418949328,-0.05598967938695876,-0.11322872913105209
Qwen3-8B,direct,signed_error,product,NL,b=\alpha+\beta_PNL_k,2,486,4.821597017282391,0.69652410047941,-0.005406645712725311,0.19892889767388777,0.19275521924884975,0.15633845271053093,-1.2329664335034698
Qwen3-8B,direct,signed_error,log_product,log₂(NL),b=\alpha+\beta_P\log_2(NL_k),2,486,4.853181081714964,0.7103324416649905,-0.012188836266576297,0.11843567198851679,0.11402478599558563,0.0832253556869843,-0.3384108618635149
Qwen3-8B,direct,signed_error,N_L,N + L,b=\alpha+\beta_NN+\beta_LL_k,3,486,4.932605855910549,0.7213751805581293,-0.028599896413694648,0.176631376308643,0.17235398830053972,0.016373837044858952,-0.6609074092013942
Qwen3-8B,direct,signed_error,N_logL,N + log₂L,b=\alpha+\beta_NN+\beta_L\log_2L_k,3,486,4.976978572169509,0.736575139346917,-0.0381067778301214,0.12731622452011626,0.12154531832386939,-0.033173327873744496,-0.541150601291861
Qwen3-8B,direct,signed_error,logN_L,log₂N + L,b=\alpha+\beta_N\log_2N+\beta_LL_k,3,486,4.865462602607151,0.6967260156541558,-0.014399354928802621,0.17393900615059799,0.171259503540922,0.07849727303273224,-0.5737077178924741
Qwen3-8B,direct,signed_error,logN_logL,log₂N + log₂L,b=\alpha+\beta_N\log_2N+\beta_L\log_2L_k,3,486,4.909288292353307,0.712225513805416,-0.023797778808852366,0.12479127487244157,0.12068521070187543,0.030301833774386444,-0.4525761434058335
Qwen3-8B,direct,signed_error,N_density,N + N/L,b=\alpha+\beta_NN+\beta_DN/L_k,3,486,5.075403362447218,0.742841982689282,-0.058261084782448735,0.04294871442996351,0.03086703153810333,-0.3033286552122578,-1.2383260705856247
Qwen3-8B,direct,signed_error,L_density,L + N/L,b=\alpha+\beta_LL_k+\beta_DN/L_k,3,486,4.798040420844597,0.6741161406423745,0.0002395896233731154,0.20705162085532258,0.20721749186620864,-0.0969578932331383,-0.39795446203506213
Qwen3-8B,direct,signed_error,N_L_density,N + L + N/L,b=\alpha+\beta_NN+\beta_LL_k+\beta_DN/L_k,4,486,4.91770868616351,0.6940805387541399,-0.02436070121959233,0.20519608021838065,0.19539515854129075,-0.1266653924897012,-0.7111659253970624
Qwen3-8B,direct,signed_error,N_L_interaction,N + L + NL,b=\alpha+\beta_NN+\beta_LL_k+\beta_{NL}NL_k,4,486,4.944087065572292,0.70854320714424,-0.03068412479691096,0.21404814295538066,0.21027230318093149,-0.11093764093683944,-3.0479713526408503
Qwen3-8B,direct,signed_error,N_logL_interaction,N + log₂L + Nlog₂L,b=\alpha+\beta_NN+\beta_L\log_2L_k+\beta_{NL}N\log_2L_k,4,486,4.997324568751618,0.7353464712839244,-0.04222251407867428,0.11393138037260431,0.1052455947931975,-0.2013905686755677,-1.7399410805875828
Qwen3-8B,direct,signed_error,logN_logL_interaction,log₂N + log₂L + interaction,b=\alpha+\beta_N\log_2N+\beta_L\log_2L_k+\beta_{NL}\log_2N\log_2L_k,4,486,4.921824022301741,0.7113317901114227,-0.026306712833737533,0.13969946862791272,0.13394869194345593,-0.02441863929515886,-1.2402360630376097
Qwen3-8B,direct,signed_error,N_piece10_logL,segmented N at 10 + log₂L,b=\alpha+\beta_NN+\beta_H(N-10)_++\beta_L\log_2L_k,4,486,4.9926427632456205,0.740342520806246,-0.04129784515433199,0.12856231236295645,0.12264495891653637,-0.36136076222357816,-0.601009780459064
Qwen3-8B,direct,signed_error,logN_L_piece5,log₂N + segmented L at 5k,b=\alpha+\beta_N\log_2N+\beta_LL_k+\beta_H(L_k-5)_+,4,486,4.887399825667994,0.6866877963144469,-0.01853901127921964,0.18314319958170366,0.18206732516600432,0.05630818287136197,-1.355802435379596
Qwen3-8B,direct,signed_error,N_piece10_L_piece5,segmented N at 10 + segmented L at 5k,b=\alpha+\beta_NN+\beta_{NH}(N-10)_++\beta_LL_k+\beta_{LH}(L_k-5)_+,5,486,4.969635093468521,0.7153074266624767,-0.035814445299490405,0.18721027294800197,0.184344186913176,-0.33186311143213376,-1.502602383787135
Qwen3-8B,direct,signed_error,N2_L,quadratic N + L,b=\alpha+\beta_1N+\beta_2N^2+\beta_LL_k,4,486,4.967757885539029,0.7396844814111367,-0.03605682898096485,0.17957805999791798,0.17546644553422586,-1.010130702284607,-0.7319028387276303
Qwen3-8B,direct,signed_error,N_L2,N + quadratic L,b=\alpha+\beta_NN+\beta_1L_k+\beta_2L_k^2,4,486,4.895872951410752,0.6934201401282292,-0.020127972473029,0.24022742445414635,0.2380300691619157,0.00012165706711342317,-5.598254313336291
Qwen3-8B,direct,signed_error,N2_L2,quadratic N + quadratic L,b=\alpha+\beta_1N+\beta_2N^2+\beta_3L_k+\beta_4L_k^2,5,486,4.930953339136532,0.7108797284664601,-0.02756857225175935,0.24316796578924882,0.24112542009598492,-1.0239090877301944,-5.669143355957345
Qwen3-8B,direct,absolute_error,constant,constant,b=\alpha,1,486,3.7282315530643593,0.5375437129605997,-0.004180922830998579,-0.002231142057984359,-0.001064717025473394,-0.19215416661606888,-0.019782509667827686
Qwen3-8B,direct,absolute_error,N,N,b=\alpha+\beta_NN,2,486,1.9659848240688806,0.351365028537414,0.46813239218100045,0.8404599687291859,0.8402111032427284,0.8347174289299838,0.7852951902627787
Qwen3-8B,direct,absolute_error,L,L,b=\alpha+\beta_LL_k,2,486,3.716203391713082,0.520604725190944,-0.0006886625088811105,0.02153948107214898,0.02374839439973142,-0.17885125531473167,-0.023443294505992585
Qwen3-8B,direct,absolute_error,logN,log₂ N,b=\alpha+\beta_N\log_2N,2,486,2.3954456129630546,0.3964390740794626,0.35298826534693495,0.6464642286112531,0.6469995667939028,0.3832073530179444,0.600800976575047
Qwen3-8B,direct,absolute_error,logL,log₂ L,b=\alpha+\beta_L\log_2L_k,2,486,3.7123804867433288,0.5176716114018319,0.00039230153867630957,0.02148056198190218,0.023739684099527536,-0.17893879833107462,0.0012166702373419547
Qwen3-8B,direct,absolute_error,density,N/L,b=\alpha+\beta_DN/L_k,2,486,3.002234622834982,0.5482073541530348,0.1884707138123577,0.3089943076812728,0.3106742841129315,0.14513984686530723,0.1539523402446471
Qwen3-8B,direct,absolute_error,inv_density,L/N,b=\alpha+\beta_D L_k/N,2,486,3.5489766699510357,0.5242869995647584,0.043759325415473116,0.08490554126162853,0.08607608305003345,-0.21740385310569454,-0.18471919979674412
Qwen3-8B,direct,absolute_error,product,NL,b=\alpha+\beta_PNL_k,2,486,2.7018053743849575,0.34460785101688546,0.2712508239830749,0.4682134963608323,0.4761950232038785,0.41637787425788453,-0.60604839329009
Qwen3-8B,direct,absolute_error,log_product,log₂(NL),b=\alpha+\beta_P\log_2(NL_k),2,486,2.703402973633399,0.3633198869658833,0.2711240259593106,0.515035382279581,0.5151792083441618,0.32039646260674526,0.38908724781556814
Qwen3-8B,direct,absolute_error,N_L,N + L,b=\alpha+\beta_NN+\beta_LL_k,3,486,1.920185674544269,0.33499264867728823,0.4804178026505158,0.8671266397982713,0.8667395039537663,0.8536762110190199,0.7909624738260644
Qwen3-8B,direct,absolute_error,N_logL,N + log₂L,b=\alpha+\beta_NN+\beta_L\log_2L_k,3,486,1.9210926733415739,0.3297716013518095,0.4802979811254352,0.8667089645090855,0.8662762370651416,0.8522135534527828,0.8092941369260173
Qwen3-8B,direct,absolute_error,logN_L,log₂N + L,b=\alpha+\beta_N\log_2N+\beta_LL_k,3,486,2.357148340219264,0.37746811494234056,0.36330474533599244,0.6738951327550518,0.6740618878040585,0.40028187974120577,0.6042466270901721
Qwen3-8B,direct,absolute_error,logN_logL,log₂N + log₂L,b=\alpha+\beta_N\log_2N+\beta_L\log_2L_k,3,486,2.3569015981541184,0.3731354459175552,0.36347759091380705,0.6731226400165529,0.6734370215947717,0.39897943544459025,0.6240885492070901
Qwen3-8B,direct,absolute_error,N_density,N + N/L,b=\alpha+\beta_NN+\beta_DN/L_k,3,486,1.940837382575344,0.32330812011795457,0.47518716873957145,0.8581639250785024,0.8574746609770689,0.7826259151671782,0.6444797617776687
Qwen3-8B,direct,absolute_error,L_density,L + N/L,b=\alpha+\beta_LL_k+\beta_DN/L_k,3,486,2.6944473410660774,0.4825975787133621,0.2715207447995017,0.4984851238326409,0.4997608633564343,0.38152180918083867,-0.03821417178669084
Qwen3-8B,direct,absolute_error,N_L_density,N + L + N/L,b=\alpha+\beta_NN+\beta_LL_k+\beta_DN/L_k,4,486,1.9262741018795406,0.32685588254707665,0.4789130757126586,0.8690354991297358,0.8682830772087045,0.7997553792189527,0.6438116938650157
Qwen3-8B,direct,absolute_error,N_L_interaction,N + L + NL,b=\alpha+\beta_NN+\beta_LL_k+\beta_{NL}NL_k,4,486,1.92788383677319,0.3269517152550149,0.47827088043277977,0.8626507444017063,0.864476745777388,0.7411739209737955,0.602235431238094
Qwen3-8B,direct,absolute_error,N_logL_interaction,N + log₂L + Nlog₂L,b=\alpha+\beta_NN+\beta_L\log_2L_k+\beta_{NL}N\log_2L_k,4,486,1.920156724133577,0.3172421240275146,0.4806119142757248,0.868056924378056,0.8678116442392715,0.7414159855132283,0.7425185916402942
Qwen3-8B,direct,absolute_error,logN_logL_interaction,log₂N + log₂L + interaction,b=\alpha+\beta_N\log_2N+\beta_L\log_2L_k+\beta_{NL}\log_2N\log_2L_k,4,486,2.350303777353909,0.3605300804115765,0.365416218095697,0.6832774572791787,0.6833617097879081,0.3799662973707496,0.5952477508399223
Qwen3-8B,direct,absolute_error,N_piece10_logL,segmented N at 10 + log₂L,b=\alpha+\beta_NN+\beta_H(N-10)_++\beta_L\log_2L_k,4,486,1.9156327281753387,0.325176299521334,0.48180301510188595,0.8695240831042004,0.8689159234081303,0.8511246412788557,0.8012642277770362
Qwen3-8B,direct,absolute_error,logN_L_piece5,log₂N + segmented L at 5k,b=\alpha+\beta_N\log_2N+\beta_LL_k+\beta_H(L_k-5)_+,4,486,2.3645423558521594,0.3780851754539929,0.36133006308972104,0.6739705383046006,0.6740757508908197,0.3986183749606722,0.47562882330374323
Qwen3-8B,direct,absolute_error,N_piece10_L_piece5,segmented N at 10 + segmented L at 5k,b=\alpha+\beta_NN+\beta_{NH}(N-10)_++\beta_LL_k+\beta_{LH}(L_k-5)_+,5,486,1.9223833300095934,0.3314899326593502,0.4798719701282498,0.8698377128439176,0.8693701558008398,0.8504258309251993,0.6561902623231467
Qwen3-8B,direct,absolute_error,N2_L,quadratic N + L,b=\alpha+\beta_1N+\beta_2N^2+\beta_LL_k,4,486,1.9296386002383934,0.3336221798509061,0.4778249767874163,0.867972889549468,0.8674238453771641,0.8302025121265846,0.7767905188850612
Qwen3-8B,direct,absolute_error,N_L2,N + quadratic L,b=\alpha+\beta_NN+\beta_1L_k+\beta_2L_k^2,4,486,1.9269617564690265,0.33154308375416025,0.47870208531691705,0.8698824600520966,0.869678828880154,0.848928098577884,-1.0251069552980918
Qwen3-8B,direct,absolute_error,N2_L2,quadratic N + quadratic L,b=\alpha+\beta_1N+\beta_2N^2+\beta_3L_k+\beta_4L_k^2,5,486,1.9364035906154975,0.33029041216616495,0.4761099930482052,0.8707236851486221,0.8703701285214286,0.8257013066345791,-1.0393028369742892
Qwen3-8B,enumeration_index,signed_error,constant,constant,b=\alpha,1,500,0.24552148148148145,0.10970744939157169,-0.003947895293844983,0.0,0.0,-0.0419815599955049,-0.10185966604376362
