model,mode,target,candidate,label,formula,k,parsed_n,seed_cv_mse,seed_cv_se,request_oof_r2,cell_crossfit_r2,cell_fit_r2,leave_N_out_r2,leave_L_out_r2
Qwen3-1.7B,direct,signed_error,N_logL_interaction,N + log₂L + Nlog₂L,b=\alpha+\beta_NN+\beta_L\log_2L_k+\beta_{NL}N\log_2L_k,4,500,136.33563618697275,42.34039053514493,0.03945696520281827,0.5836630377840024,0.5836630377840024,0.19785216970108688,0.36600249462802836
Qwen3-1.7B,direct,signed_error,logN_logL_interaction,log₂N + log₂L + interaction,b=\alpha+\beta_N\log_2N+\beta_L\log_2L_k+\beta_{NL}\log_2N\log_2L_k,4,500,139.6704294085783,40.27863153936032,0.015961916578046798,0.4198069117117206,0.4198069117117209,-0.041062873672376154,0.11611365109091276
Qwen3-1.7B,direct,signed_error,N_piece10_logL,segmented N at 10 + log₂L,b=\alpha+\beta_NN+\beta_H(N-10)_++\beta_L\log_2L_k,4,500,132.29888194770223,40.68059583183543,0.06789763028616957,0.62557962120636,0.6255796212063602,0.4601331664726217,0.5104935124654792
Qwen3-1.7B,direct,signed_error,logN_L_piece5,log₂N + segmented L at 5k,b=\alpha+\beta_N\log_2N+\beta_LL_k+\beta_H(L_k-5)_+,4,500,137.47519887510958,39.36205888051846,0.03142825727715581,0.40253201670661654,0.40253201670661654,0.003554660773861351,-0.45326806061423075
Qwen3-1.7B,direct,signed_error,N_piece10_L_piece5,segmented N at 10 + segmented L at 5k,b=\alpha+\beta_NN+\beta_{NH}(N-10)_++\beta_LL_k+\beta_{LH}(L_k-5)_+,5,500,132.86932736897947,40.96904691015638,0.06387859761456194,0.6085699708490301,0.6085699708490301,0.43214424830197984,-0.25825307097883865
Qwen3-1.7B,direct,signed_error,N2_L,quadratic N + L,b=\alpha+\beta_1N+\beta_2N^2+\beta_LL_k,4,500,132.7818807244946,41.125467010139786,0.0644946967330724,0.6147358237735324,0.6147358237735325,0.5545571220017159,0.10299112348522887
Qwen3-1.7B,direct,signed_error,N_L2,N + quadratic L,b=\alpha+\beta_NN+\beta_1L_k+\beta_2L_k^2,4,500,133.17557738818854,40.49797566892898,0.061720934870726496,0.6030599690678038,0.6030599690678038,0.3591559280452504,-2.179636960125379
Qwen3-1.7B,direct,signed_error,N2_L2,quadratic N + quadratic L,b=\alpha+\beta_1N+\beta_2N^2+\beta_3L_k+\beta_4L_k^2,5,500,132.12166448250608,40.36365161124298,0.06914620334160393,0.6662006051543196,0.6662006051543196,0.5815134368584706,-2.1384966641046055
Qwen3-1.7B,direct,absolute_error,constant,constant,b=\alpha,1,500,111.99436641975308,37.18048394756,-0.007013178327205161,0.0,0.0,-0.11556670265841662,-0.15596451550722512
Qwen3-1.7B,direct,absolute_error,N,N,b=\alpha+\beta_NN,2,500,99.60659947277202,35.73412310378728,0.10437317943744628,0.44247207909017783,0.44247207909017794,0.41968460023974596,0.25349821325247446
Qwen3-1.7B,direct,absolute_error,L,L,b=\alpha+\beta_LL_k,2,500,105.20599120172157,34.08697405597588,0.05402545711956708,0.25851960415679043,0.25851960415679043,0.1082475526345561,0.11844276235288553
Qwen3-1.7B,direct,absolute_error,logN,log₂ N,b=\alpha+\beta_N\log_2N,2,500,102.70500780405261,35.997827752122525,0.07651340290418618,0.3409728537759663,0.3409728537759663,0.22669985198455522,0.16174542642503753
