model_label,layer,mode,metric,estimand,estimate,jackknife_se,ci_low_normal,ci_high_normal,jackknife_seed_count
Gemma4-E4B,0,non_thinking,centroid_nearest_squared,quality_slope_per_index,-12.367056551846591,16.475951261042006,-44.65992102348892,19.92580791979574,10
Gemma4-E4B,0,non_thinking,centroid_nearest_squared,quality_spearman,-0.859772080979937,0.4136953895477075,-1.6706150444934438,-0.04892911746643025,10
Gemma4-E4B,0,non_thinking,centroid_nearest_squared,late_8_10_minus_early_1_3,-81.26218414306642,123.76460649138967,-323.84081286619016,161.31644458005735,10
Gemma4-E4B,0,non_thinking,class_nc1_ratio,quality_slope_per_index,1.298365360787486,1.0171259065852416,-0.6952014161195874,3.29193213769456,10
Gemma4-E4B,0,non_thinking,class_nc1_ratio,quality_spearman,0.3696969696969697,0.5183572270896133,-0.6462831953986723,1.3856771347926116,10
Gemma4-E4B,0,non_thinking,class_nc1_ratio,late_8_10_minus_early_1_3,8.549484965070928,8.168026858969322,-7.459847678508943,24.5588176086508,10
Gemma4-E4B,0,non_thinking,fisher_nearest,quality_slope_per_index,0.0019269032541864206,0.007132476488235909,-0.01205275066275596,0.0159065571711288,10
Gemma4-E4B,0,non_thinking,fisher_nearest,quality_spearman,0.5878787878787878,1.0160757439066102,-1.403629670178168,2.5793872459357434,10
Gemma4-E4B,0,non_thinking,fisher_nearest,late_8_10_minus_early_1_3,0.017487563727359844,0.04940078754158084,-0.0793379798541386,0.11431310730885827,10
Gemma4-E4B,0,non_thinking,logistic_f1,quality_slope_per_index,-0.0046231282763790245,0.010699625073556264,-0.025594393420549304,0.016348136867791255,10
Gemma4-E4B,0,non_thinking,logistic_f1,quality_spearman,0.04255338805760452,0.24553462433399387,-0.43869447563702346,0.5238012517522325,10
Gemma4-E4B,0,non_thinking,logistic_f1,late_8_10_minus_early_1_3,-0.024088627803798085,0.08091915876496862,-0.18269017898313658,0.1345129233755404,10
Gemma4-E4B,0,non_thinking,logistic_precision,quality_slope_per_index,-0.0007845773754864551,0.010775973003368671,-0.02190548446208905,0.02033632971111614,10
Gemma4-E4B,0,non_thinking,logistic_precision,quality_spearman,0.012195348666382083,0.2534164549250395,-0.48450090298669535,0.5088916003194595,10
Gemma4-E4B,0,non_thinking,logistic_precision,late_8_10_minus_early_1_3,0.000330687830687848,0.08969570083808891,-0.1754728858119664,0.1761342614733421,10
