bank_size,confirmation_anchors,random_failure_rate,scope,selected_failure_rate,selected_minus_random_failure_rate
32,87,0.0421455938697318,all_registered_grammars,0.09195402298850575,0.04980842911877394
64,87,0.05747126436781609,all_registered_grammars,0.11494252873563218,0.05747126436781609
80,87,0.06130268199233716,all_registered_grammars,0.12643678160919541,0.06513409961685826
96,87,0.07279693486590039,all_registered_grammars,0.20689655172413793,0.13409961685823754
112,87,0.05363984674329502,all_registered_grammars,0.3218390804597701,0.2681992337164751
128,87,0.05363984674329502,all_registered_grammars,0.3448275862068966,0.29118773946360155
