model_label,head_bank,top_n,analysis_population,selection_status,examples,seed_clusters,random_replicates_min,ranked_mean_signed_count_shift,random_mean_signed_count_shift,ranked_minus_random_signed_count_shift,ranked_mean_absolute_count_shift,random_mean_absolute_count_shift,ranked_minus_random_absolute_count_shift,ranked_correct_to_wrong_rate,random_correct_to_wrong_rate,ranked_minus_random_correct_to_wrong,ranked_minus_random_accuracy_delta,ranked_minus_random_absolute_error_delta,ranked_minus_random_prediction_changed,ranked_valid_rate,random_valid_rate,random_overlap_mean,primary_metric,primary_effect,primary_effect_ci95_low,primary_effect_ci95_high,primary_ci95_excludes_zero_positive,effect_seed_clusters,bootstrap_repetitions
Qwen3-8B,broad_aggregation,18,all_examples_signed,discovery_only_unfrozen,50,10,3,0.9,-0.02666666666666666,0.9266666666666667,0.94,0.12,0.82,nan,nan,nan,-0.35333333333333333,0.6866666666666665,0.4666666666666666,1.0,1.0,1.333333333333333,ranked_minus_random_absolute_count_shift,0.82,0.5933333333333334,1.0199999999999998,True,10,10000
Qwen3-8B,broad_aggregation,19,all_examples_signed,discovery_only_unfrozen,50,10,3,0.92,0.14666666666666664,0.7733333333333333,1.0,0.24,0.7600000000000001,nan,nan,nan,-0.4,0.6933333333333332,0.43333333333333335,1.0,1.0,3.333333333333334,ranked_minus_random_absolute_count_shift,0.7600000000000001,0.4933333333333333,1.0133333333333332,True,10,10000
Qwen3-8B,broad_aggregation,20,all_examples_signed,discovery_only_unfrozen,50,10,3,0.76,0.006666666666666666,0.7533333333333333,0.92,0.12666666666666665,0.7933333333333334,nan,nan,nan,-0.4000000000000001,0.6466666666666667,0.5,1.0,1.0,2.3333333333333335,ranked_minus_random_absolute_count_shift,0.7933333333333334,0.5733333333333334,1.0000000000000002,True,10,10000
Qwen3-8B,broad_aggregation,21,all_examples_signed,discovery_only_unfrozen,50,10,3,0.82,0.039999999999999994,0.78,0.9,0.1733333333333333,0.7266666666666667,nan,nan,nan,-0.33333333333333326,0.5799999999999998,0.44,1.0,1.0,1.333333333333333,ranked_minus_random_absolute_count_shift,0.7266666666666667,0.5266666666666667,0.9266666666666667,True,10,10000
Qwen3-8B,broad_aggregation,22,all_examples_signed,discovery_only_unfrozen,50,10,3,0.84,0.2866666666666666,0.5533333333333333,0.92,0.3266666666666667,0.5933333333333334,nan,nan,nan,-0.34666666666666673,0.5266666666666667,0.38000000000000006,1.0,1.0,4.666666666666667,ranked_minus_random_absolute_count_shift,0.5933333333333334,0.39333333333333337,0.7666666666666667,True,10,10000
Qwen3-8B,broad_aggregation,23,all_examples_signed,discovery_only_unfrozen,50,10,3,2.6,0.21333333333333332,2.3866666666666663,2.64,0.29333333333333333,2.3466666666666667,nan,nan,nan,-0.4800000000000001,2.2933333333333334,0.52,1.0,1.0,5.333333333333332,ranked_minus_random_absolute_count_shift,2.3466666666666667,1.386666666666667,3.413333333333333,True,10,10000
Qwen3-8B,broad_aggregation,24,all_examples_signed,discovery_only_unfrozen,50,10,3,2.62,0.1,2.5200000000000005,2.66,0.20666666666666664,2.4533333333333336,nan,nan,nan,-0.48666666666666664,2.32,0.6,1.0,1.0,3.333333333333334,ranked_minus_random_absolute_count_shift,2.4533333333333336,1.4598333333333335,3.5268333333333315,True,10,10000
Qwen3-8B,broad_aggregation,25,all_examples_signed,discovery_only_unfrozen,50,10,3,2.26,0.05333333333333333,2.206666666666667,2.3,0.18666666666666665,2.1133333333333333,nan,nan,nan,-0.46666666666666673,1.9533333333333334,0.6133333333333333,1.0,1.0,3.333333333333334,ranked_minus_random_absolute_count_shift,2.1133333333333333,1.1733333333333333,3.233333333333333,True,10,10000
Qwen3-8B,broad_aggregation,26,all_examples_signed,discovery_only_unfrozen,50,10,3,2.32,0.01999999999999999,2.3,2.36,0.23333333333333328,2.126666666666667,nan,nan,nan,-0.4733333333333334,2.02,0.5666666666666668,1.0,1.0,4.666666666666667,ranked_minus_random_absolute_count_shift,2.126666666666667,1.2200000000000002,3.106666666666667,True,10,10000
Qwen3-8B,broad_aggregation,27,all_examples_signed,discovery_only_unfrozen,50,10,3,2.4,-0.03333333333333333,2.4333333333333336,2.44,0.14,2.3000000000000003,nan,nan,nan,-0.5333333333333333,2.1933333333333334,0.6266666666666666,1.0,1.0,3.666666666666666,ranked_minus_random_absolute_count_shift,2.3000000000000003,1.3266666666666669,3.4,True,10,10000
Qwen3-8B,broad_aggregation,28,all_examples_signed,discovery_only_unfrozen,50,10,3,2.52,-0.019999999999999997,2.54,2.56,0.12666666666666665,2.4333333333333336,nan,nan,nan,-0.5533333333333332,2.3266666666666667,0.64,1.0,1.0,3.333333333333334,ranked_minus_random_absolute_count_shift,2.4333333333333336,1.46,3.4866666666666664,True,10,10000
Qwen3-8B,broad_aggregation,29,all_examples_signed,discovery_only_unfrozen,50,10,3,2.52,-0.03333333333333335,2.5533333333333332,2.56,0.14,2.4200000000000004,nan,nan,nan,-0.5133333333333334,2.2733333333333334,0.6466666666666667,1.0,1.0,4.0,ranked_minus_random_absolute_count_shift,2.4200000000000004,1.4466666666666668,3.48,True,10,10000
