model_label,family,site,protocol,layer,k,held_out_seeds,evidence_scope,mean_control_adjusted_transport,ci95_low,ci95_high,exact_sign_flip_p,positive_seed_fraction,holm_p
Qwen3-8B,answer_patching,answer_query,cumulative_from_layer,14,1,5,held_out_only,0.8666666666666666,0.5,1.2500000000000002,0.0625,1.0,1.0
Qwen3-8B,answer_patching,answer_query,cumulative_from_layer,14,3,5,held_out_only,0.7777777777777777,0.7055555555555555,0.85,0.0625,1.0,1.0
Qwen3-8B,answer_patching,answer_query,cumulative_from_layer,14,5,5,held_out_only,0.72,0.6633333333333333,0.7766666666666667,0.0625,1.0,1.0
Qwen3-8B,answer_patching,answer_query,cumulative_from_layer,15,1,5,held_out_only,0.8666666666666666,0.5,1.25,0.0625,1.0,1.0
Qwen3-8B,answer_patching,answer_query,cumulative_from_layer,15,3,5,held_out_only,0.7777777777777777,0.7055555555555555,0.85,0.0625,1.0,1.0
Qwen3-8B,answer_patching,answer_query,cumulative_from_layer,15,5,5,held_out_only,0.72,0.6633333333333333,0.7766666666666667,0.0625,1.0,1.0
Qwen3-8B,answer_patching,answer_query,cumulative_from_layer,16,1,5,held_out_only,0.8666666666666666,0.5,1.2500000000000002,0.0625,1.0,1.0
Qwen3-8B,answer_patching,answer_query,cumulative_from_layer,16,3,5,held_out_only,0.7777777777777777,0.7055555555555555,0.85,0.0625,1.0,1.0
Qwen3-8B,answer_patching,answer_query,cumulative_from_layer,16,5,5,held_out_only,0.72,0.6633333333333333,0.7766666666666667,0.0625,1.0,1.0
Qwen3-8B,answer_patching,answer_query,cumulative_from_layer,17,1,5,held_out_only,0.8666666666666666,0.5,1.2500000000000002,0.0625,1.0,1.0
Qwen3-8B,answer_patching,answer_query,cumulative_from_layer,17,3,5,held_out_only,0.7777777777777777,0.7055555555555555,0.85,0.0625,1.0,1.0
Qwen3-8B,answer_patching,answer_query,cumulative_from_layer,17,5,5,held_out_only,0.72,0.6633333333333333,0.7766666666666667,0.0625,1.0,1.0
Qwen3-8B,answer_patching,answer_query,cumulative_from_layer,18,1,5,held_out_only,0.8666666666666666,0.5,1.2999999999999998,0.0625,1.0,1.0
Qwen3-8B,answer_patching,answer_query,cumulative_from_layer,18,3,5,held_out_only,0.7777777777777777,0.7055555555555555,0.85,0.0625,1.0,1.0
Qwen3-8B,answer_patching,answer_query,cumulative_from_layer,18,5,5,held_out_only,0.72,0.6633333333333333,0.7766666666666667,0.0625,1.0,1.0
Qwen3-8B,answer_patching,answer_query,cumulative_from_layer,19,1,5,held_out_only,0.8666666666666666,0.5,1.2999999999999998,0.0625,1.0,1.0
Qwen3-8B,answer_patching,answer_query,cumulative_from_layer,19,3,5,held_out_only,0.7777777777777777,0.7055555555555555,0.85,0.0625,1.0,1.0
Qwen3-8B,answer_patching,answer_query,cumulative_from_layer,19,5,5,held_out_only,0.72,0.6633333333333333,0.7766666666666667,0.0625,1.0,1.0
Qwen3-8B,answer_patching,answer_query,cumulative_from_layer,20,1,5,held_out_only,0.8666666666666666,0.5,1.2999999999999998,0.0625,1.0,1.0
Qwen3-8B,answer_patching,answer_query,cumulative_from_layer,20,3,5,held_out_only,0.7777777777777777,0.7055555555555555,0.85,0.0625,1.0,1.0
Qwen3-8B,answer_patching,answer_query,cumulative_from_layer,20,5,5,held_out_only,0.72,0.6633333333333333,0.7766666666666667,0.0625,1.0,1.0
Qwen3-8B,answer_patching,answer_query,cumulative_from_layer,21,1,5,held_out_only,0.8666666666666666,0.5,1.2999999999999998,0.0625,1.0,1.0
Qwen3-8B,answer_patching,answer_query,cumulative_from_layer,21,3,5,held_out_only,0.7777777777777777,0.7055555555555555,0.85,0.0625,1.0,1.0
Qwen3-8B,answer_patching,answer_query,cumulative_from_layer,21,5,5,held_out_only,0.72,0.6633333333333333,0.7766666666666667,0.0625,1.0,1.0
Qwen3-8B,answer_patching,answer_query,cumulative_from_layer,22,1,5,held_out_only,0.8666666666666666,0.5,1.25,0.0625,1.0,1.0
Qwen3-8B,answer_patching,answer_query,cumulative_from_layer,22,3,5,held_out_only,0.7777777777777777,0.7055555555555555,0.85,0.0625,1.0,1.0
Qwen3-8B,answer_patching,answer_query,cumulative_from_layer,22,5,5,held_out_only,0.72,0.6633333333333333,0.7766666666666667,0.0625,1.0,1.0
Qwen3-8B,answer_patching,answer_query,cumulative_from_layer,23,1,5,held_out_only,0.8666666666666666,0.5,1.3,0.0625,1.0,1.0
Qwen3-8B,answer_patching,answer_query,cumulative_from_layer,23,3,5,held_out_only,0.7777777777777777,0.7055555555555555,0.85,0.0625,1.0,1.0
Qwen3-8B,answer_patching,answer_query,cumulative_from_layer,23,5,5,held_out_only,0.72,0.6633333333333333,0.7766666666666667,0.0625,1.0,1.0
Qwen3-8B,answer_patching,answer_query,cumulative_from_layer,24,1,5,held_out_only,0.8666666666666666,0.5,1.2500000000000002,0.0625,1.0,1.0
Qwen3-8B,answer_patching,answer_query,cumulative_from_layer,24,3,5,held_out_only,0.7777777777777777,0.7055555555555555,0.85,0.0625,1.0,1.0
Qwen3-8B,answer_patching,answer_query,cumulative_from_layer,24,5,5,held_out_only,0.72,0.6633333333333333,0.7766666666666667,0.0625,1.0,1.0
Qwen3-8B,answer_patching,answer_query,cumulative_from_layer,25,1,5,held_out_only,0.8666666666666666,0.5,1.2999999999999998,0.0625,1.0,1.0
Qwen3-8B,answer_patching,answer_query,cumulative_from_layer,25,3,5,held_out_only,0.7777777777777777,0.7055555555555555,0.85,0.0625,1.0,1.0
Qwen3-8B,answer_patching,answer_query,cumulative_from_layer,25,5,5,held_out_only,0.72,0.6633333333333333,0.7766666666666666,0.0625,1.0,1.0
Qwen3-8B,answer_patching,answer_query,cumulative_from_layer,26,1,5,held_out_only,0.8666666666666666,0.5,1.25,0.0625,1.0,1.0
Qwen3-8B,answer_patching,answer_query,cumulative_from_layer,26,3,5,held_out_only,0.7777777777777777,0.7055555555555555,0.85,0.0625,1.0,1.0
Qwen3-8B,answer_patching,answer_query,cumulative_from_layer,26,5,5,held_out_only,0.72,0.6633333333333333,0.7766666666666667,0.0625,1.0,1.0
Qwen3-8B,answer_patching,answer_query,cumulative_from_layer,27,1,5,held_out_only,0.8666666666666666,0.5,1.2999999999999998,0.0625,1.0,1.0
Qwen3-8B,answer_patching,answer_query,cumulative_from_layer,27,3,5,held_out_only,0.7777777777777777,0.7055555555555555,0.85,0.0625,1.0,1.0
Qwen3-8B,answer_patching,answer_query,cumulative_from_layer,27,5,5,held_out_only,0.72,0.6633333333333333,0.7766666666666667,0.0625,1.0,1.0
Qwen3-8B,answer_patching,answer_query,cumulative_from_layer,28,1,5,held_out_only,0.8666666666666666,0.5,1.2999999999999998,0.0625,1.0,1.0
Qwen3-8B,answer_patching,answer_query,cumulative_from_layer,28,3,5,held_out_only,0.7777777777777777,0.7055555555555555,0.85,0.0625,1.0,1.0
Qwen3-8B,answer_patching,answer_query,cumulative_from_layer,28,5,5,held_out_only,0.72,0.6633333333333333,0.7766666666666666,0.0625,1.0,1.0
Qwen3-8B,answer_patching,answer_query,cumulative_from_layer,29,1,5,held_out_only,0.8666666666666666,0.5,1.2999999999999998,0.0625,1.0,1.0
Qwen3-8B,answer_patching,answer_query,cumulative_from_layer,29,3,5,held_out_only,0.7777777777777777,0.7055555555555555,0.85,0.0625,1.0,1.0
Qwen3-8B,answer_patching,answer_query,cumulative_from_layer,29,5,5,held_out_only,0.72,0.6633333333333333,0.7766666666666666,0.0625,1.0,1.0
Qwen3-8B,answer_patching,answer_query,cumulative_from_layer,30,1,5,held_out_only,0.8666666666666666,0.5,1.2999999999999998,0.0625,1.0,1.0
Qwen3-8B,answer_patching,answer_query,cumulative_from_layer,30,3,5,held_out_only,0.7777777777777777,0.7055555555555555,0.85,0.0625,1.0,1.0
Qwen3-8B,answer_patching,answer_query,cumulative_from_layer,30,5,5,held_out_only,0.72,0.6633333333333333,0.7766666666666667,0.0625,1.0,1.0
Qwen3-8B,answer_patching,answer_query,cumulative_from_layer,31,1,5,held_out_only,0.8666666666666666,0.5,1.2999999999999998,0.0625,1.0,1.0
Qwen3-8B,answer_patching,answer_query,cumulative_from_layer,31,3,5,held_out_only,0.7777777777777777,0.7055555555555555,0.85,0.0625,1.0,1.0
Qwen3-8B,answer_patching,answer_query,cumulative_from_layer,31,5,5,held_out_only,0.72,0.6633333333333333,0.7766666666666667,0.0625,1.0,1.0
Qwen3-8B,answer_patching,answer_query,cumulative_from_layer,32,1,5,held_out_only,0.8666666666666666,0.5,1.2999999999999998,0.0625,1.0,1.0
Qwen3-8B,answer_patching,answer_query,cumulative_from_layer,32,3,5,held_out_only,0.7777777777777777,0.7055555555555555,0.85,0.0625,1.0,1.0
Qwen3-8B,answer_patching,answer_query,cumulative_from_layer,32,5,5,held_out_only,0.72,0.6633333333333333,0.7766666666666666,0.0625,1.0,1.0
Qwen3-8B,answer_patching,answer_query,cumulative_from_layer,33,1,5,held_out_only,0.8666666666666666,0.5,1.2999999999999998,0.0625,1.0,1.0
Qwen3-8B,answer_patching,answer_query,cumulative_from_layer,33,3,5,held_out_only,0.7777777777777777,0.7055555555555555,0.85,0.0625,1.0,1.0
Qwen3-8B,answer_patching,answer_query,cumulative_from_layer,33,5,5,held_out_only,0.72,0.6633333333333333,0.7766666666666667,0.0625,1.0,1.0
Qwen3-8B,answer_patching,answer_query,cumulative_from_layer,34,3,5,held_out_only,0.7777777777777777,0.7055555555555555,0.85,0.0625,1.0,1.0
Qwen3-8B,answer_patching,answer_query,cumulative_from_layer,34,5,5,held_out_only,0.72,0.6633333333333333,0.7766666666666667,0.0625,1.0,1.0
Qwen3-8B,answer_patching,answer_query,cumulative_from_layer,35,1,5,held_out_only,0.8333333333333334,0.45,1.25,0.0625,1.0,1.0
Qwen3-8B,answer_patching,answer_query,cumulative_from_layer,35,3,5,held_out_only,0.7777777777777777,0.7055555555555555,0.85,0.0625,1.0,1.0
Qwen3-8B,answer_patching,answer_query,cumulative_from_layer,35,5,5,held_out_only,0.6933333333333334,0.65,0.7500000000000001,0.0625,1.0,1.0
Qwen3-8B,answer_patching,answer_query,single_layer,21,3,5,held_out_only,0.2166666666666666,0.1166666666666666,0.2999999999999999,0.0625,1.0,1.0
Qwen3-8B,answer_patching,answer_query,single_layer,21,5,5,held_out_only,0.2899999999999999,0.1466666666666666,0.4333333333333333,0.0625,1.0,1.0
Qwen3-8B,answer_patching,answer_query,single_layer,22,3,5,held_out_only,0.5499999999999999,0.3944444444444444,0.7277777777777777,0.0625,1.0,1.0
Qwen3-8B,answer_patching,answer_query,single_layer,22,5,5,held_out_only,0.5366666666666666,0.4566666666666667,0.6199999999999999,0.0625,1.0,1.0
Qwen3-8B,answer_patching,answer_query,single_layer,23,1,5,held_out_only,0.6333333333333334,0.4833333333333334,0.8333333333333334,0.0625,1.0,1.0
Qwen3-8B,answer_patching,answer_query,single_layer,23,3,5,held_out_only,0.5611111111111111,0.5,0.6,0.0625,1.0,1.0
Qwen3-8B,answer_patching,answer_query,single_layer,23,5,5,held_out_only,0.5900000000000001,0.4966666666666667,0.6733333333333335,0.0625,1.0,1.0
Qwen3-8B,answer_patching,answer_query,single_layer,24,1,5,held_out_only,0.5333333333333334,0.4666666666666667,0.5833333333333334,0.0625,1.0,1.0
Qwen3-8B,answer_patching,answer_query,single_layer,24,3,5,held_out_only,0.5777777777777777,0.5111111111111111,0.6222222222222222,0.0625,1.0,1.0
Qwen3-8B,answer_patching,answer_query,single_layer,24,5,5,held_out_only,0.5833333333333334,0.5066666666666666,0.6433333333333333,0.0625,1.0,1.0
Qwen3-8B,answer_patching,answer_query,single_layer,25,1,5,held_out_only,0.6666666666666667,0.4833333333333334,0.9333333333333332,0.0625,1.0,1.0
Qwen3-8B,answer_patching,answer_query,single_layer,25,3,5,held_out_only,0.5833333333333333,0.5111111111111111,0.6333333333333333,0.0625,1.0,1.0
Qwen3-8B,answer_patching,answer_query,single_layer,25,5,5,held_out_only,0.5833333333333334,0.5066666666666666,0.6433333333333333,0.0625,1.0,1.0
Qwen3-8B,answer_patching,answer_query,single_layer,26,1,5,held_out_only,0.6500000000000001,0.4833333333333333,0.9166666666666669,0.0625,1.0,1.0
Qwen3-8B,answer_patching,answer_query,single_layer,26,3,5,held_out_only,0.6611111111111112,0.6111111111111112,0.7055555555555556,0.0625,1.0,1.0
Qwen3-8B,answer_patching,answer_query,single_layer,26,5,5,held_out_only,0.6366666666666667,0.5966666666666667,0.6833333333333333,0.0625,1.0,1.0
Qwen3-8B,answer_patching,answer_query,single_layer,27,1,5,held_out_only,0.6666666666666667,0.4833333333333334,0.9333333333333332,0.0625,1.0,1.0
Qwen3-8B,answer_patching,answer_query,single_layer,27,3,5,held_out_only,0.6555555555555557,0.6055555555555556,0.7055555555555556,0.0625,1.0,1.0
Qwen3-8B,answer_patching,answer_query,single_layer,27,5,5,held_out_only,0.6433333333333333,0.5966666666666667,0.6900000000000001,0.0625,1.0,1.0
Qwen3-8B,answer_patching,answer_query,single_layer,28,1,5,held_out_only,0.8166666666666667,0.5,1.167499999999988,0.0625,1.0,1.0
Qwen3-8B,answer_patching,answer_query,single_layer,28,3,5,held_out_only,0.7833333333333332,0.7166666666666666,0.85,0.0625,1.0,1.0
Qwen3-8B,answer_patching,answer_query,single_layer,28,5,5,held_out_only,0.7300000000000001,0.6833333333333333,0.7766666666666667,0.0625,1.0,1.0
Qwen3-8B,answer_patching,answer_query,single_layer,29,1,5,held_out_only,0.8,0.5,1.15,0.0625,1.0,1.0
Qwen3-8B,answer_patching,answer_query,single_layer,29,3,5,held_out_only,0.7777777777777777,0.7055555555555555,0.85,0.0625,1.0,1.0
Qwen3-8B,answer_patching,answer_query,single_layer,29,5,5,held_out_only,0.7266666666666667,0.6633333333333333,0.79,0.0625,1.0,1.0
Qwen3-8B,answer_patching,answer_query,single_layer,30,1,5,held_out_only,0.8333333333333334,0.5333333333333333,1.1833333333333331,0.0625,1.0,1.0
Qwen3-8B,answer_patching,answer_query,single_layer,30,3,5,held_out_only,0.7777777777777777,0.7055555555555555,0.85,0.0625,1.0,1.0
Qwen3-8B,answer_patching,answer_query,single_layer,30,5,5,held_out_only,0.7266666666666667,0.6633333333333333,0.79,0.0625,1.0,1.0
Qwen3-8B,answer_patching,answer_query,single_layer,31,1,5,held_out_only,0.8666666666666666,0.5833333333333333,1.2,0.0625,1.0,1.0
Qwen3-8B,answer_patching,answer_query,single_layer,31,3,5,held_out_only,0.8111111111111111,0.7499999999999999,0.861111111111111,0.0625,1.0,1.0
Qwen3-8B,answer_patching,answer_query,single_layer,31,5,5,held_out_only,0.7266666666666668,0.6766666666666667,0.7766666666666667,0.0625,1.0,1.0
Qwen3-8B,answer_patching,answer_query,single_layer,32,1,5,held_out_only,0.85,0.5666666666666667,1.2,0.0625,1.0,1.0
Qwen3-8B,answer_patching,answer_query,single_layer,32,3,5,held_out_only,0.7888888888888889,0.7277777777777776,0.85,0.0625,1.0,1.0
Qwen3-8B,answer_patching,answer_query,single_layer,32,5,5,held_out_only,0.7466666666666667,0.69,0.8,0.0625,1.0,1.0
Qwen3-8B,answer_patching,answer_query,single_layer,33,1,5,held_out_only,0.85,0.5333333333333334,1.2,0.0625,1.0,1.0
Qwen3-8B,answer_patching,answer_query,single_layer,33,3,5,held_out_only,0.7888888888888889,0.7277777777777776,0.85,0.0625,1.0,1.0
Qwen3-8B,answer_patching,answer_query,single_layer,33,5,5,held_out_only,0.7333333333333334,0.6766666666666667,0.7933333333333333,0.0625,1.0,1.0
Qwen3-8B,answer_patching,answer_query,single_layer,34,3,5,held_out_only,0.7777777777777777,0.7055555555555555,0.85,0.0625,1.0,1.0
Qwen3-8B,answer_patching,answer_query,single_layer,34,5,5,held_out_only,0.72,0.6633333333333333,0.7766666666666667,0.0625,1.0,1.0
Qwen3-8B,answer_patching,answer_query,single_layer,35,1,5,held_out_only,0.8333333333333334,0.45,1.2833333333333332,0.0625,1.0,1.0
Qwen3-8B,answer_patching,answer_query,single_layer,35,3,5,held_out_only,0.7777777777777777,0.7055555555555555,0.85,0.0625,1.0,1.0
Qwen3-8B,answer_patching,answer_query,single_layer,35,5,5,held_out_only,0.6933333333333334,0.65,0.7533333333333334,0.0625,1.0,1.0
Qwen3-8B,steering,answer_query,multi_layer,21+22+23+24+25+26+27+28+29+30+31+32+33+34+35,3,5,held_out_only,0.7,0.6444444444444444,0.7666666666666667,0.0625,1.0,1.0
Qwen3-8B,steering,answer_query,multi_layer,21+22+23+24+25+26+27+28+29+30+31+32+33+34+35,5,5,held_out_only,0.7533333333333333,0.6933333333333332,0.7933333333333332,0.0625,1.0,1.0
Qwen3-8B,steering,answer_query,multi_layer,23+24+25+26+27+28+29+30+31+32+33+35,1,5,held_out_only,0.6666666666666667,0.4333333333333333,0.9333333333333332,0.0625,1.0,1.0
Qwen3-8B,steering,answer_query,single_layer,21,3,5,held_out_only,0.2888888888888888,0.1999999999999999,0.4222222222222221,0.0625,1.0,1.0
Qwen3-8B,steering,answer_query,single_layer,21,5,5,held_out_only,0.2733333333333333,0.1399999999999999,0.4066666666666666,0.0625,1.0,1.0
Qwen3-8B,steering,answer_query,single_layer,22,3,5,held_out_only,0.5555555555555555,0.4666666666666666,0.6333333333333332,0.0625,1.0,1.0
Qwen3-8B,steering,answer_query,single_layer,22,5,5,held_out_only,0.4933333333333333,0.3933333333333333,0.5933333333333334,0.0625,1.0,1.0
Qwen3-8B,steering,answer_query,single_layer,23,1,5,held_out_only,0.6333333333333334,0.3666666666666666,0.9333333333333332,0.0625,1.0,1.0
Qwen3-8B,steering,answer_query,single_layer,23,3,5,held_out_only,0.6888888888888889,0.611111111111111,0.7666666666666667,0.0625,1.0,1.0
Qwen3-8B,steering,answer_query,single_layer,23,5,5,held_out_only,0.62,0.5666666666666667,0.68,0.0625,1.0,1.0
Qwen3-8B,steering,answer_query,single_layer,24,1,5,held_out_only,0.7000000000000001,0.4333333333333333,0.9666666666666668,0.0625,1.0,1.0
Qwen3-8B,steering,answer_query,single_layer,24,3,5,held_out_only,0.6222222222222221,0.5222222222222221,0.711111111111111,0.0625,1.0,1.0
Qwen3-8B,steering,answer_query,single_layer,24,5,5,held_out_only,0.6333333333333333,0.5666666666666667,0.7200000000000001,0.0625,1.0,1.0
Qwen3-8B,steering,answer_query,single_layer,25,1,5,held_out_only,0.7333333333333333,0.4666666666666666,1.0666666666666669,0.0625,1.0,1.0
Qwen3-8B,steering,answer_query,single_layer,25,3,5,held_out_only,0.611111111111111,0.5666666666666667,0.6555555555555554,0.0625,1.0,1.0
Qwen3-8B,steering,answer_query,single_layer,25,5,5,held_out_only,0.62,0.5733333333333335,0.6666666666666667,0.0625,1.0,1.0
Qwen3-8B,steering,answer_query,single_layer,26,1,5,held_out_only,0.5666666666666667,0.3666666666666666,0.8666666666666668,0.0625,1.0,1.0
Qwen3-8B,steering,answer_query,single_layer,26,3,5,held_out_only,0.6555555555555556,0.5777777777777778,0.7333333333333333,0.0625,1.0,1.0
Qwen3-8B,steering,answer_query,single_layer,26,5,5,held_out_only,0.6866666666666668,0.6266666666666667,0.7466666666666667,0.0625,1.0,1.0
Qwen3-8B,steering,answer_query,single_layer,27,1,5,held_out_only,0.7,0.3999999999999999,1.0333333333333332,0.0625,1.0,1.0
Qwen3-8B,steering,answer_query,single_layer,27,3,5,held_out_only,0.6333333333333334,0.4888888888888889,0.7444444444444445,0.0625,1.0,1.0
Qwen3-8B,steering,answer_query,single_layer,27,5,5,held_out_only,0.6533333333333333,0.5866666666666667,0.746833333333331,0.0625,1.0,1.0
Qwen3-8B,steering,answer_query,single_layer,28,1,5,held_out_only,0.8333333333333334,0.5,1.2,0.0625,1.0,1.0
Qwen3-8B,steering,answer_query,single_layer,28,3,5,held_out_only,0.7333333333333334,0.6444444444444445,0.8,0.0625,1.0,1.0
Qwen3-8B,steering,answer_query,single_layer,28,5,5,held_out_only,0.7533333333333334,0.7066666666666668,0.8,0.0625,1.0,1.0
Qwen3-8B,steering,answer_query,single_layer,29,1,5,held_out_only,0.7333333333333333,0.4666666666666666,1.0666666666666669,0.0625,1.0,1.0
Qwen3-8B,steering,answer_query,single_layer,29,3,5,held_out_only,0.7888888888888889,0.7,0.8777777777777779,0.0625,1.0,1.0
Qwen3-8B,steering,answer_query,single_layer,29,5,5,held_out_only,0.78,0.7333333333333334,0.8266666666666668,0.0625,1.0,1.0
Qwen3-8B,steering,answer_query,single_layer,30,1,5,held_out_only,0.7,0.4666666666666666,0.9666666666666666,0.0625,1.0,1.0
Qwen3-8B,steering,answer_query,single_layer,30,3,5,held_out_only,0.7444444444444444,0.6333333333333334,0.8444444444444444,0.0625,1.0,1.0
Qwen3-8B,steering,answer_query,single_layer,30,5,5,held_out_only,0.7666666666666668,0.7333333333333334,0.8066666666666669,0.0625,1.0,1.0
Qwen3-8B,steering,answer_query,single_layer,31,1,5,held_out_only,0.8,0.5333333333333334,1.0333333333333334,0.0625,1.0,1.0
Qwen3-8B,steering,answer_query,single_layer,31,3,5,held_out_only,0.8111111111111111,0.7555555555555555,0.8666666666666666,0.0625,1.0,1.0
Qwen3-8B,steering,answer_query,single_layer,31,5,5,held_out_only,0.74,0.6666666666666667,0.7933333333333333,0.0625,1.0,1.0
Qwen3-8B,steering,answer_query,single_layer,32,1,5,held_out_only,0.7,0.4666666666666666,0.9666666666666668,0.0625,1.0,1.0
Qwen3-8B,steering,answer_query,single_layer,32,3,5,held_out_only,0.7222222222222221,0.6444444444444444,0.8222222222222222,0.0625,1.0,1.0
Qwen3-8B,steering,answer_query,single_layer,32,5,5,held_out_only,0.7533333333333334,0.7133333333333335,0.8133333333333332,0.0625,1.0,1.0
Qwen3-8B,steering,answer_query,single_layer,33,1,5,held_out_only,0.7666666666666667,0.5,1.0333333333333334,0.0625,1.0,1.0
Qwen3-8B,steering,answer_query,single_layer,33,3,5,held_out_only,0.7,0.6444444444444445,0.7444444444444445,0.0625,1.0,1.0
Qwen3-8B,steering,answer_query,single_layer,33,5,5,held_out_only,0.6933333333333334,0.6599999999999999,0.7266666666666668,0.0625,1.0,1.0
Qwen3-8B,steering,answer_query,single_layer,34,3,5,held_out_only,0.6555555555555556,0.5666666666666667,0.7555555555555556,0.0625,1.0,1.0
Qwen3-8B,steering,answer_query,single_layer,34,5,5,held_out_only,0.7533333333333334,0.6866666666666668,0.8,0.0625,1.0,1.0
Qwen3-8B,steering,answer_query,single_layer,35,1,5,held_out_only,0.7333333333333333,0.3999999999999999,1.0666666666666669,0.0625,1.0,1.0
Qwen3-8B,steering,answer_query,single_layer,35,3,5,held_out_only,0.711111111111111,0.6555555555555554,0.7777777777777779,0.0625,1.0,1.0
Qwen3-8B,steering,answer_query,single_layer,35,5,5,held_out_only,0.7,0.6333333333333334,0.7733333333333334,0.0625,1.0,1.0
Gemma4-E4B,prompt_patching,toggled_needle_span,cumulative_from_layer,0,1,5,held_out_only,0.7666666666666666,0.5999999999999999,0.9333333333333332,0.0625,1.0,1.0
Gemma4-E4B,prompt_patching,toggled_needle_span,cumulative_from_layer,0,3,5,held_out_only,0.7222222222222221,0.6333333333333332,0.8,0.0625,1.0,1.0
Gemma4-E4B,prompt_patching,toggled_needle_span,cumulative_from_layer,0,5,5,held_out_only,0.6733333333333332,0.6466666666666666,0.7066666666666667,0.0625,1.0,1.0
Gemma4-E4B,prompt_patching,toggled_needle_span,cumulative_from_layer,1,1,5,held_out_only,0.7333333333333333,0.5333333333333333,0.9333333333333332,0.0625,1.0,1.0
Gemma4-E4B,prompt_patching,toggled_needle_span,cumulative_from_layer,1,3,5,held_out_only,0.7222222222222221,0.6333333333333332,0.8,0.0625,1.0,1.0
Gemma4-E4B,prompt_patching,toggled_needle_span,cumulative_from_layer,1,5,5,held_out_only,0.6799999999999999,0.6666666666666666,0.7066666666666667,0.0625,1.0,1.0
Gemma4-E4B,prompt_patching,toggled_needle_span,cumulative_from_layer,2,1,5,held_out_only,0.7666666666666666,0.5999999999999999,0.9333333333333332,0.0625,1.0,1.0
Gemma4-E4B,prompt_patching,toggled_needle_span,cumulative_from_layer,2,3,5,held_out_only,0.7333333333333333,0.6555555555555556,0.8,0.0625,1.0,1.0
Gemma4-E4B,prompt_patching,toggled_needle_span,cumulative_from_layer,2,5,5,held_out_only,0.6799999999999999,0.6666666666666666,0.7066666666666667,0.0625,1.0,1.0
Gemma4-E4B,prompt_patching,toggled_needle_span,cumulative_from_layer,3,1,5,held_out_only,0.7999999999999999,0.6666666666666666,0.9333333333333332,0.0625,1.0,1.0
Gemma4-E4B,prompt_patching,toggled_needle_span,cumulative_from_layer,3,3,5,held_out_only,0.7444444444444444,0.6666666666666666,0.8222222222222222,0.0625,1.0,1.0
Gemma4-E4B,prompt_patching,toggled_needle_span,cumulative_from_layer,3,5,5,held_out_only,0.6799999999999999,0.6666666666666666,0.7066666666666667,0.0625,1.0,1.0
Gemma4-E4B,prompt_patching,toggled_needle_span,cumulative_from_layer,4,1,5,held_out_only,0.7333333333333333,0.5999999999999999,0.9,0.0625,1.0,1.0
Gemma4-E4B,prompt_patching,toggled_needle_span,cumulative_from_layer,4,3,5,held_out_only,0.7444444444444444,0.6555555555555556,0.8222222222222222,0.0625,1.0,1.0
Gemma4-E4B,prompt_patching,toggled_needle_span,cumulative_from_layer,4,5,5,held_out_only,0.6799999999999999,0.6666666666666666,0.7066666666666667,0.0625,1.0,1.0
Gemma4-E4B,prompt_patching,toggled_needle_span,cumulative_from_layer,5,1,5,held_out_only,0.7,0.5333333333333333,0.8666666666666668,0.0625,1.0,1.0
Gemma4-E4B,prompt_patching,toggled_needle_span,cumulative_from_layer,5,3,5,held_out_only,0.7555555555555555,0.7,0.8,0.0625,1.0,1.0
Gemma4-E4B,prompt_patching,toggled_needle_span,cumulative_from_layer,5,5,5,held_out_only,0.6799999999999999,0.6666666666666666,0.7066666666666667,0.0625,1.0,1.0
Gemma4-E4B,prompt_patching,toggled_needle_span,cumulative_from_layer,6,1,5,held_out_only,0.7,0.5333333333333333,0.8666666666666668,0.0625,1.0,1.0
Gemma4-E4B,prompt_patching,toggled_needle_span,cumulative_from_layer,6,3,5,held_out_only,0.7666666666666666,0.711111111111111,0.8333333333333333,0.0625,1.0,1.0
Gemma4-E4B,prompt_patching,toggled_needle_span,cumulative_from_layer,6,5,5,held_out_only,0.6799999999999999,0.6666666666666666,0.7066666666666667,0.0625,1.0,1.0
Gemma4-E4B,prompt_patching,toggled_needle_span,cumulative_from_layer,7,1,5,held_out_only,0.7333333333333333,0.5333333333333333,0.9333333333333332,0.0625,1.0,1.0
Gemma4-E4B,prompt_patching,toggled_needle_span,cumulative_from_layer,7,3,5,held_out_only,0.7444444444444445,0.7,0.8,0.0625,1.0,1.0
Gemma4-E4B,prompt_patching,toggled_needle_span,cumulative_from_layer,7,5,5,held_out_only,0.6799999999999999,0.6666666666666666,0.7066666666666667,0.0625,1.0,1.0
Gemma4-E4B,prompt_patching,toggled_needle_span,cumulative_from_layer,8,1,5,held_out_only,0.6666666666666667,0.5333333333333333,0.8,0.0625,1.0,1.0
Gemma4-E4B,prompt_patching,toggled_needle_span,cumulative_from_layer,8,3,5,held_out_only,0.7555555555555555,0.711111111111111,0.8,0.0625,1.0,1.0
Gemma4-E4B,prompt_patching,toggled_needle_span,cumulative_from_layer,8,5,5,held_out_only,0.6799999999999999,0.6666666666666666,0.7066666666666667,0.0625,1.0,1.0
Gemma4-E4B,prompt_patching,toggled_needle_span,cumulative_from_layer,9,1,5,held_out_only,0.7,0.5999999999999999,0.8,0.0625,1.0,1.0
Gemma4-E4B,prompt_patching,toggled_needle_span,cumulative_from_layer,9,3,5,held_out_only,0.7444444444444445,0.7,0.8,0.0625,1.0,1.0
