model_label,endpoint,mode,layer,pca_components,pca_explained_variance_ratio_sum,discovery_rows,confirmation_rows,discovery_support_min,discovery_support_max,confirmation_support_min,confirmation_support_max,discovery_isotropic_snr,discovery_isotropic_snr_db,confirmation_isotropic_snr,confirmation_isotropic_snr_db,discovery_fisher_trace,confirmation_fisher_trace,confirmation_fisher_trace_frozen,confirmation_fisher_noise_calibration,discovery_covariance_ridge,confirmation_covariance_ridge,discovery_covariance_condition,confirmation_covariance_condition,discovery_mahalanobis_silhouette,confirmation_mahalanobis_silhouette,discovery_ordinal_rsa,confirmation_ordinal_rsa,discovery_cv_fold_count,discovery_oof_isotropic_snr_db,discovery_oof_isotropic_snr_db_fold_sd,discovery_oof_fisher_trace,discovery_oof_fisher_trace_fold_sd,discovery_oof_fisher_noise_calibration,discovery_oof_mahalanobis_silhouette,discovery_oof_mahalanobis_silhouette_fold_sd,discovery_oof_ordinal_rsa,discovery_oof_ordinal_rsa_fold_sd
Gemma4-E4B,final_count,native_thinking,0,32,0.9384440779685974,200,100,20,20,10,10,0.07682416818321608,-11.14502133387171,0.14413339658744867,-8.412353788446763,7.481893692029662,16.699433974963625,10.420386718544972,1.079546359192299,6.603350787930264e-05,5.708273614430247e-05,132.2997842053351,679.6309136209445,-0.02952617916807216,-0.06985031866931117,0.8964244233771612,0.9113437391388438,5,-5.03946708011395,0.329136753395345,18.624292388758366,7.04345237678856,1.4890304434477133,-0.1306017317418889,0.03423622978201181,0.6831048496203909,0.09814486319959323
Gemma4-E4B,final_count,native_thinking,1,32,0.9195840358734131,200,100,20,20,10,10,0.08476863796210643,-10.717647949044288,0.14626119118202224,-8.348708939114116,7.8862355164976545,16.63738380991299,10.077822675535373,0.9957323973112363,6.469332748742113e-05,5.002526825223281e-05,78.76545203161918,318.0363604259287,-0.028903777693753824,-0.06885759326166511,0.9589656622174284,0.9630285115989579,5,-5.284386326983951,0.4106969129441579,17.7651374516851,5.899396575336183,1.4759707386918783,-0.1472301076937353,0.020778857970853135,0.7376802395093311,0.09820071622228156
Gemma4-E4B,final_count,native_thinking,2,32,0.9266976118087769,200,100,20,20,10,10,0.08484013101422261,-10.713986694964706,0.15436048373513558,-8.114638691057529,10.25678245051713,23.38518981680115,12.159674259071986,0.9688376568976852,6.37646129698415e-05,5.070267889283358e-05,85.94515470856462,547.0926081248382,-0.02482257246675296,-0.061011359515029465,0.9586326417763193,0.9612968053051912,5,-5.293677174490017,0.29397920026414,22.661322831319662,5.327332908026837,1.7604635383195273,-0.14686544074150962,0.032024596512840786,0.6996759467699739,0.22336980605942278
Gemma4-E4B,final_count,native_thinking,3,32,0.916582465171814,200,100,20,20,10,10,0.08918911424757255,-10.496881491071491,0.1874055045374231,-7.272176570175077,14.445179885072204,31.10768701421204,18.334483503251246,0.8780594761998215,6.142613749738559e-05,4.763386148569023e-05,109.64412606715159,485.4339316547065,-0.025093955126699867,-0.045832036219553916,0.9196026460783465,0.9401833093388816,5,-5.1415057380379805,0.36861378299192976,30.655243569992457,9.193849512796827,2.0111469179362897,-0.1438512807207266,0.018665088212969253,0.6912039067481615,0.21606327927925623
Gemma4-E4B,final_count,native_thinking,4,32,0.9212589859962463,200,100,20,20,10,10,0.09114949258293424,-10.402457446617209,0.18787522671262344,-7.261304823332754,14.263633464438225,32.100742432370524,18.6289254834424,0.8588843466990154,6.225563197055136e-05,4.600018579008473e-05,113.52389353074729,500.6176896969084,-0.023093050688721806,-0.045891479824962375,0.915806213049704,0.9331232759873713,5,-5.0564674249796715,0.30491722913466723,31.223514083162076,12.98854100066659,2.218795374087549,-0.14640396414462178,0.027507292594658197,0.6783892801742878,0.20290564412196677
Gemma4-E4B,final_count,native_thinking,5,32,0.902105987071991,200,100,20,20,10,10,0.08566228155098984,-10.672103626757385,0.1513295652727904,-8.200762155295715,18.767220754652683,47.563416780651586,20.427419202557044,0.8549326665346944,6.0642488936764956e-05,4.591474671553644e-05,106.29197795614978,359.49053222874375,-0.008796323105480232,-0.028518374505269044,0.9237987036363198,0.9220003932543311,5,-5.60465791777197,0.44849265003567695,30.373779664428593,7.06519824406853,1.863485248930417,-0.1399600130406274,0.012245671036031053,0.850374356780611,0.07603294412775653
Gemma4-E4B,final_count,native_thinking,6,32,0.8974467515945435,200,100,20,20,10,10,0.09012070813905648,-10.451754043907682,0.15887612168639303,-7.9894137025073615,18.228591611074773,25.809427612894858,19.435470510762975,0.8612215162887581,6.069140194001795e-05,4.985594258056863e-05,101.97705932610491,552.3200172650511,-0.004253720643949384,-0.03411985419621479,0.8641880446778116,0.8918953453780792,5,-5.380309197241578,0.31188131892281706,29.790147890112916,5.295771759489257,1.714346790933116,-0.12931054895020294,0.011448334141911806,0.7890719539812694,0.06890878409149748
Gemma4-E4B,final_count,native_thinking,7,32,0.9103838205337524,200,100,20,20,10,10,0.08464369350582182,-10.724053940541722,0.14366214334266264,-8.42657658472486,16.76689357972988,26.905069107758862,16.943244135077904,0.8245610425705148,6.097768319316566e-05,5.136865557090208e-05,116.25002773425366,925.5782727820573,-0.010578114016607153,-0.04324654500032084,0.8688503308533375,0.8883653287023238,5,-5.477210697665766,0.3365448735663737,27.387326487726295,7.577264855698548,1.662781227606463,-0.12956360203884834,0.010267283720383812,0.8043376110017052,0.07559509145289794
Gemma4-E4B,final_count,native_thinking,8,32,0.9226330518722534,200,100,20,20,10,10,0.08559338482684893,-10.675597989234575,0.14413364943308468,-8.412346169853794,15.533938949927506,27.516308428947855,15.831547943896577,0.8792232089444625,6.213762230546662e-05,5.3184194935797916e-05,107.48318157873553,855.7216213927535,-0.013643828819873341,-0.04551901234994757,0.9007536891115782,0.900154252317582,5,-5.515970301572176,0.22963744098871927,27.821403721249634,10.489643037533911,1.7723713163830976,-0.14107241325442954,0.010092297205253007,0.7881927800167416,0.11633394065225867
Gemma4-E4B,final_count,native_thinking,9,32,0.9365134835243225,200,100,20,20,10,10,0.08725461978628093,-10.592115695885605,0.14769757600825337,-8.306266322092306,17.860953282067385,30.847421055416675,17.769797537083495,0.9054059988584371,6.342935438953304e-05,5.599425408358474e-05,160.14284841703724,914.482714088776,-0.012003321437675431,-0.04610290126644294,0.8396111361239688,0.8779084868515017,5,-5.449282814241984,0.23038748946413223,32.191846842446445,13.30559598834957,1.8679108204598538,-0.13602016590208818,0.022407057872827613,0.7274498515584631,0.14643164409430262
Gemma4-E4B,final_count,native_thinking,10,32,0.9472070932388306,200,100,20,20,10,10,0.09143444264838567,-10.388901780686501,0.1511882579039987,-8.20481937178216,18.120781171798168,37.96748742010202,19.044489170108207,0.9783763450516959,6.43151481164945e-05,5.689279036081995e-05,204.9385750519364,1583.2164828861883,-0.006107866903708311,-0.041296452305484635,0.8465379612990356,0.878507923645498,5,-5.294715953731265,0.29933422355467076,39.69580178176448,28.276145246404905,2.4770042519120485,-0.13512883324361089,0.025561433307718377,0.7227342821123599,0.17912752797997133
Gemma4-E4B,final_count,native_thinking,11,32,0.9225665926933289,200,100,20,20,10,10,0.09601182131721436,-10.176752917857648,0.1722259757464075,-7.639013460730996,24.831671986189843,47.486645588704604,23.751322266227636,0.8279918886897154,6.301538509553648e-05,5.0640238317202984e-05,185.6677851250942,717.6065769016457,0.017209569465688503,-0.016202666905161856,0.8108381700121525,0.854930076414982,5,-5.507247799418527,0.19504713055497483,44.10249254839361,25.566837151888464,2.500192473231114,-0.12060190885306576,0.014753227339662838,0.7376003146034649,0.1115237536701164
Gemma4-E4B,final_count,native_thinking,12,32,0.9235225915908813,200,100,20,20,10,10,0.09533394976442662,-10.207524134253386,0.18382612889490582,-7.355927583015623,28.62675411461685,69.75611509511003,30.186627127315543,0.84039635460001,6.045567918416812e-05,4.813944547629141e-05,190.5971193701456,979.143940591113,0.018751787860787954,-0.011336932738027886,0.8019132221904318,0.829687126978921,5,-5.42020906035787,0.1830902799969605,48.60279204952589,22.93118031840934,2.674038334053047,-0.11589362520983129,0.030245570525934348,0.7006883289109453,0.11030469931381139
