model_label,population,layer,normalized_depth,endpoint,examples,seeds,mean_damage,bootstrap_95ci_low,bootstrap_95ci_high,seed_damage_min,seed_damage_max
Gemma4-E4B,all,0,0.0,candidate_absolute_error_damage,90,10,0.0,-0.03333333333333333,0.03333333333333333,-0.1111111111111111,0.1111111111111111
Gemma4-E4B,all,0,0.0,control_absolute_error_damage,90,10,0.01111111111111111,-0.02222222222222222,0.04444444444444444,-0.1111111111111111,0.1111111111111111
Gemma4-E4B,all,4,0.0975609756097561,candidate_absolute_error_damage,90,10,0.02222222222222222,0.0,0.05555555555555556,0.0,0.1111111111111111
Gemma4-E4B,all,4,0.0975609756097561,control_absolute_error_damage,90,10,0.01111111111111111,0.0,0.03333333333333333,0.0,0.1111111111111111
Gemma4-E4B,all,8,0.1951219512195122,candidate_absolute_error_damage,90,10,0.0,-0.03333333333333333,0.03333333333333333,-0.1111111111111111,0.1111111111111111
Gemma4-E4B,all,8,0.1951219512195122,control_absolute_error_damage,90,10,0.02222222222222222,0.0,0.05555555555555556,0.0,0.1111111111111111
Gemma4-E4B,all,9,0.2195121951219512,candidate_absolute_error_damage,90,10,0.01111111111111111,0.0,0.03333333333333333,0.0,0.1111111111111111
Gemma4-E4B,all,9,0.2195121951219512,control_absolute_error_damage,90,10,0.02222222222222222,0.0,0.05555555555555556,0.0,0.1111111111111111
Gemma4-E4B,all,12,0.2926829268292683,candidate_absolute_error_damage,90,10,0.0,0.0,0.0,0.0,0.0
Gemma4-E4B,all,12,0.2926829268292683,control_absolute_error_damage,90,10,-0.01111111111111111,-0.03333333333333333,0.0,-0.1111111111111111,0.0
Gemma4-E4B,all,16,0.3902439024390244,candidate_absolute_error_damage,90,10,0.01111111111111111,0.0,0.03333333333333333,0.0,0.1111111111111111
Gemma4-E4B,all,16,0.3902439024390244,control_absolute_error_damage,90,10,0.0,-0.03333333333333333,0.03333333333333333,-0.1111111111111111,0.1111111111111111
Gemma4-E4B,all,20,0.4878048780487805,candidate_absolute_error_damage,90,10,0.04444444444444444,0.0,0.08888888888888889,0.0,0.2222222222222222
Gemma4-E4B,all,20,0.4878048780487805,control_absolute_error_damage,90,10,-0.02222222222222222,-0.05555555555555556,0.0,-0.1111111111111111,0.0
Gemma4-E4B,all,24,0.5853658536585366,candidate_absolute_error_damage,90,10,0.2111111111111111,0.12222222222222223,0.31111111111111117,0.0,0.5555555555555556
Gemma4-E4B,all,24,0.5853658536585366,control_absolute_error_damage,90,10,0.1,0.04444444444444444,0.15555555555555559,0.0,0.2222222222222222
Gemma4-E4B,all,28,0.6829268292682927,candidate_absolute_error_damage,90,10,0.7777777777777778,0.711111111111111,0.8444444444444444,0.6666666666666666,1.0
Gemma4-E4B,all,28,0.6829268292682927,control_absolute_error_damage,90,10,-0.03333333333333333,-0.08888888888888888,0.02222222222222222,-0.2222222222222222,0.1111111111111111
Gemma4-E4B,all,32,0.7804878048780488,candidate_absolute_error_damage,90,10,1.1999999999999997,1.0333333333333332,1.3777777777777778,0.6666666666666666,1.7777777777777777
Gemma4-E4B,all,32,0.7804878048780488,control_absolute_error_damage,90,10,-0.02222222222222222,-0.07777777777777777,0.04444444444444444,-0.1111111111111111,0.2222222222222222
Gemma4-E4B,all,36,0.8780487804878049,candidate_absolute_error_damage,90,10,1.2666666666666666,1.0,1.5333333333333334,0.4444444444444444,2.0
Gemma4-E4B,all,36,0.8780487804878049,control_absolute_error_damage,90,10,0.07777777777777777,-0.07777777777777777,0.23333333333333334,-0.3333333333333333,0.5555555555555556
Gemma4-E4B,all,40,0.975609756097561,candidate_absolute_error_damage,90,10,1.211111111111111,0.9444444444444444,1.4555555555555557,0.3333333333333333,1.7777777777777777
Gemma4-E4B,all,40,0.975609756097561,control_absolute_error_damage,90,10,0.17777777777777776,0.02222222222222222,0.3777777777777777,-0.1111111111111111,0.8888888888888888
Gemma4-E4B,all,41,1.0,candidate_absolute_error_damage,90,10,1.3444444444444443,1.0,1.6777777777777778,0.4444444444444444,2.111111111111111
Gemma4-E4B,all,41,1.0,control_absolute_error_damage,90,10,0.21111111111111108,0.01111111111111111,0.4,-0.3333333333333333,0.6666666666666666
Qwen3-8B,all,0,0.0,candidate_absolute_error_damage,90,10,0.02222222222222222,0.0,0.06666666666666667,0.0,0.2222222222222222
Qwen3-8B,all,0,0.0,control_absolute_error_damage,90,10,-0.01111111111111111,-0.03333333333333333,0.0,-0.1111111111111111,0.0
Qwen3-8B,all,4,0.1142857142857142,candidate_absolute_error_damage,90,10,-0.01111111111111111,-0.07777777777777777,0.05555555555555556,-0.2222222222222222,0.2222222222222222
Qwen3-8B,all,4,0.1142857142857142,control_absolute_error_damage,90,10,-0.02222222222222222,-0.05555555555555556,0.0,-0.1111111111111111,0.0
Qwen3-8B,all,8,0.2285714285714285,candidate_absolute_error_damage,90,10,0.0,-0.03333333333333333,0.03333333333333333,-0.1111111111111111,0.1111111111111111
Qwen3-8B,all,8,0.2285714285714285,control_absolute_error_damage,90,10,0.02222222222222222,0.0,0.06666666666666667,0.0,0.2222222222222222
Qwen3-8B,all,12,0.3428571428571428,candidate_absolute_error_damage,90,10,0.01111111111111111,0.0,0.03333333333333333,0.0,0.1111111111111111
Qwen3-8B,all,12,0.3428571428571428,control_absolute_error_damage,90,10,0.01111111111111111,-0.03333333333333333,0.06666666666666667,-0.1111111111111111,0.2222222222222222
Qwen3-8B,all,16,0.4571428571428571,candidate_absolute_error_damage,90,10,-0.02222222222222222,-0.06666666666666667,0.0,-0.2222222222222222,0.0
Qwen3-8B,all,16,0.4571428571428571,control_absolute_error_damage,90,10,0.02222222222222222,0.0,0.06666666666666667,0.0,0.2222222222222222
Qwen3-8B,all,20,0.5714285714285714,candidate_absolute_error_damage,90,10,0.07777777777777779,-0.01111111111111111,0.16666666666666666,-0.1111111111111111,0.3333333333333333
Qwen3-8B,all,20,0.5714285714285714,control_absolute_error_damage,90,10,-0.03333333333333333,-0.08888888888888888,0.0,-0.2222222222222222,0.0
Qwen3-8B,all,24,0.6857142857142857,candidate_absolute_error_damage,90,10,0.7222222222222222,0.5333333333333333,0.9111111111111111,0.2222222222222222,1.1111111111111112
Qwen3-8B,all,24,0.6857142857142857,control_absolute_error_damage,90,10,-0.01111111111111111,-0.08888888888888888,0.07777777777777778,-0.2222222222222222,0.3333333333333333
Qwen3-8B,all,28,0.8,candidate_absolute_error_damage,90,10,1.1333333333333333,0.8555555555555555,1.4666666666666668,0.5555555555555556,2.3333333333333335
Qwen3-8B,all,28,0.8,control_absolute_error_damage,90,10,0.25555555555555554,0.08888888888888889,0.42222222222222217,-0.2222222222222222,0.7777777777777778
Qwen3-8B,all,32,0.9142857142857144,candidate_absolute_error_damage,90,10,0.9111111111111112,0.6444444444444445,1.222222222222222,0.3333333333333333,1.8888888888888888
Qwen3-8B,all,32,0.9142857142857144,control_absolute_error_damage,90,10,0.12222222222222223,0.03333333333333334,0.18888888888888888,-0.1111111111111111,0.2222222222222222
Qwen3-8B,all,35,1.0,candidate_absolute_error_damage,90,10,0.7777777777777779,0.5444444444444445,1.0444444444444443,0.2222222222222222,1.6666666666666667
Qwen3-8B,all,35,1.0,control_absolute_error_damage,90,10,0.07777777777777779,-0.05555555555555556,0.2111111111111111,-0.2222222222222222,0.4444444444444444
Gemma4-E4B,clean_correct,0,0.0,candidate_absolute_error_damage,26,10,0.0,0.0,0.0,0.0,0.0
Gemma4-E4B,clean_correct,0,0.0,control_absolute_error_damage,26,10,0.0,0.0,0.0,0.0,0.0
Gemma4-E4B,clean_correct,4,0.0975609756097561,candidate_absolute_error_damage,26,10,0.0,0.0,0.0,0.0,0.0
Gemma4-E4B,clean_correct,4,0.0975609756097561,control_absolute_error_damage,26,10,0.0,0.0,0.0,0.0,0.0
Gemma4-E4B,clean_correct,8,0.1951219512195122,candidate_absolute_error_damage,26,10,0.0,0.0,0.0,0.0,0.0
Gemma4-E4B,clean_correct,8,0.1951219512195122,control_absolute_error_damage,26,10,0.0,0.0,0.0,0.0,0.0
Gemma4-E4B,clean_correct,9,0.2195121951219512,candidate_absolute_error_damage,26,10,0.0,0.0,0.0,0.0,0.0
Gemma4-E4B,clean_correct,9,0.2195121951219512,control_absolute_error_damage,26,10,0.0,0.0,0.0,0.0,0.0
Gemma4-E4B,clean_correct,12,0.2926829268292683,candidate_absolute_error_damage,26,10,0.0,0.0,0.0,0.0,0.0
Gemma4-E4B,clean_correct,12,0.2926829268292683,control_absolute_error_damage,26,10,0.0,0.0,0.0,0.0,0.0
Gemma4-E4B,clean_correct,16,0.3902439024390244,candidate_absolute_error_damage,26,10,0.0,0.0,0.0,0.0,0.0
Gemma4-E4B,clean_correct,16,0.3902439024390244,control_absolute_error_damage,26,10,0.0,0.0,0.0,0.0,0.0
Gemma4-E4B,clean_correct,20,0.4878048780487805,candidate_absolute_error_damage,26,10,0.0,0.0,0.0,0.0,0.0
Gemma4-E4B,clean_correct,20,0.4878048780487805,control_absolute_error_damage,26,10,0.0,0.0,0.0,0.0,0.0
Gemma4-E4B,clean_correct,24,0.5853658536585366,candidate_absolute_error_damage,26,10,0.0,0.0,0.0,0.0,0.0
Gemma4-E4B,clean_correct,24,0.5853658536585366,control_absolute_error_damage,26,10,0.0,0.0,0.0,0.0,0.0
Gemma4-E4B,clean_correct,28,0.6829268292682927,candidate_absolute_error_damage,26,10,0.19166666666666665,0.06666666666666667,0.31666666666666665,0.0,0.5
Gemma4-E4B,clean_correct,28,0.6829268292682927,control_absolute_error_damage,26,10,0.0,0.0,0.0,0.0,0.0
Gemma4-E4B,clean_correct,32,0.7804878048780488,candidate_absolute_error_damage,26,10,0.6583333333333333,0.55,0.7833333333333333,0.5,1.0
Gemma4-E4B,clean_correct,32,0.7804878048780488,control_absolute_error_damage,26,10,0.0,0.0,0.0,0.0,0.0
Gemma4-E4B,clean_correct,36,0.8780487804878049,candidate_absolute_error_damage,26,10,0.9833333333333332,0.8,1.1833333333333331,0.5,1.5
Gemma4-E4B,clean_correct,36,0.8780487804878049,control_absolute_error_damage,26,10,0.0,0.0,0.0,0.0,0.0
Gemma4-E4B,clean_correct,40,0.975609756097561,candidate_absolute_error_damage,26,10,0.8333333333333333,0.7,0.9666666666666666,0.5,1.0
Gemma4-E4B,clean_correct,40,0.975609756097561,control_absolute_error_damage,26,10,0.5333333333333333,0.36666666666666664,0.7,0.0,1.0
