family,target,candidate,label,formula,k,cells,moderate_cells,strong_cells,median_cell_cv_r2,mean_cell_cv_r2,q25_cell_cv_r2,min_cell_cv_r2,median_cell_cv_rmse,median_cell_cv_mae,median_cell_cv_median_ae,median_cell_cv_nrmse_sd,median_request_oof_r2,median_request_oof_rmse,median_request_oof_mae,median_leave_N_out_r2,median_leave_L_out_r2,min_leave_N_out_r2,min_leave_L_out_r2,moderate_fraction,strong_fraction,selected
Direct,signed_error,lnN_lnL,ln N + ln L,b=\alpha+\beta_N\ln N+\beta_L\ln L_k,3,7,5,0,0.5909968903837084,0.5181569417556198,0.4605264323176705,0.1247912748724418,1.904242315075687,1.529055019044594,1.3807067414284013,0.6331058737872883,0.4601607136020154,2.505834025669182,1.5837957356114596,0.2331684326468546,0.500634180146879,0.030301833774386666,-0.4525761434058315,0.7142857142857143,0.0,False
Direct,signed_error,lnN_lnL_interaction,ln N + ln L + interaction,b=\alpha+\beta_N\ln N+\beta_L\ln L_k+\beta_{NL}\ln N\ln L_k,4,7,4,0,0.6458413328648169,0.5511245906331961,0.4557133798845597,0.13969946862791272,1.6199291366294122,1.2264495542608291,1.054350171453583,0.5891311346317383,0.45864367438226183,2.2283199599355514,1.5209389684015795,0.29070929036061166,0.5884614069385109,-0.041062873672368605,-1.2402360630376084,0.5714285714285714,0.0,False
Direct,signed_error,ln_density,ln(N/L),b=\alpha+\beta_R\ln(N/L_k),2,7,0,0,0.24117241546450474,0.23126662918714752,0.13188449940958824,-0.0018128484203701056,2.8440698595379965,1.9523174832422412,1.527950779385777,0.8621724347832497,0.20096294347611265,2.9191176045930587,2.003399895804182,0.05787004122794337,0.10253601071164886,-0.11440126809934292,-0.2915157348384303,0.0,0.0,False
Direct,signed_error,ln_product,ln(NL),b=\alpha+\beta_P\ln(NL_k),2,7,2,0,0.4102544502212401,0.3309947089169419,0.2179451403838461,0.0018838811601231686,2.2064885851405758,1.7318080155147637,1.486520528661111,0.7602306484108522,0.3094957341736996,2.590850713390637,1.7948820251459052,0.12566172907623052,0.22316297080906855,-0.3272651059864766,-0.33841086186351466,0.2857142857142857,0.0,False
Direct,signed_error,product,NL,b=\alpha+\beta_PNL_k,2,7,3,1,0.46934355530771366,0.4511708790178793,0.2993204727131717,0.01253192778123191,1.68290227415134,1.1233725633576739,0.6184376142420227,0.720990097942558,0.3890207185040102,2.296074774514448,1.3776428642730525,0.3542303880362372,0.06353533478299611,-0.640486712120846,-1.2329664335034698,0.42857142857142855,0.14285714285714285,False
Enumerate,absolute_error,L,L,b=\alpha+\beta_LL_k,2,14,1,0,0.10170889861866567,0.1655208621197076,0.048467723746657865,-0.025333411570705566,0.7687215270324992,0.48277467889908265,0.2477660550458718,0.9382547578042564,0.025760755484947828,1.2363810097355663,0.5975359429153927,-0.07485903697079266,0.01770751645977986,-0.2855546643229543,-0.14969242284121798,0.07142857142857142,0.0,False
Enumerate,absolute_error,L_density,L + N/L,b=\alpha+\beta_LL_k+\beta_DN/L_k,3,14,1,0,0.26222077312833936,0.28349060439953716,0.17158348172736315,0.09937434651858479,0.7162948249128294,0.40670501685561977,0.19110081798943457,0.8501927671725,0.09479593773123351,1.2156149388869997,0.5548493011374791,0.03628283361430429,-0.031057653164856647,-0.10710387503755303,-0.4202094442414903,0.07142857142857142,0.0,False
Enumerate,absolute_error,N,N,b=\alpha+\beta_NN,2,14,6,1,0.27433774713784886,0.36464780539399494,0.0934960739592069,3.22327065555017e-05,0.7024819828873983,0.4116580941145629,0.20822257176563103,0.8426470318404783,0.11684226924061314,1.2048163661547098,0.5172238621633825,0.11853676737954111,-0.042264550426732606,-0.14868465582124002,-0.3528589529172761,0.42857142857142855,0.07142857142857142,False
Enumerate,absolute_error,N2_L,quadratic N + L,b=\alpha+\beta_1N+\beta_2N^2+\beta_LL_k,4,14,9,3,0.6212668631734746,0.583319373977836,0.38816225902630697,0.10014699719041176,0.5292188447064918,0.34173595919795885,0.21498427078079366,0.608204126979188,0.23344693976652747,1.1486069818363198,0.4793629510980274,0.3835154370691825,0.22293786246485348,-0.12290224046857134,-0.26582862752091097,0.6428571428571429,0.21428571428571427,False
Enumerate,absolute_error,N2_L2,quadratic N + quadratic L,b=\alpha+\beta_1N+\beta_2N^2+\beta_3L_k+\beta_4L_k^2,5,14,9,3,0.6408934576614368,0.6021790262344447,0.40473267219312636,0.11396754315039848,0.5118766247128627,0.306318105638251,0.15714216102215012,0.5921865635975101,0.23711570852152353,1.1504858304182617,0.4539628087075631,0.40829068872730523,0.07112434760684394,-0.13789327255798556,-1.361652115499171,0.6428571428571429,0.21428571428571427,False
Enumerate,absolute_error,N_L,N + L,b=\alpha+\beta_NN+\beta_LL_k,3,14,9,2,0.5650989461377056,0.5345367126502248,0.3395681769877811,0.09826861593797276,0.5803514793357967,0.39879783756092485,0.29287231634239735,0.6527982896182423,0.2257355386477391,1.148146079239866,0.5270066756377466,0.39875060323865347,0.22824361753938172,-0.1346340082965034,-0.25871282198388057,0.6428571428571429,0.14285714285714285,False
Enumerate,absolute_error,N_L2,N + quadratic L,b=\alpha+\beta_NN+\beta_1L_k+\beta_2L_k^2,4,14,9,2,0.5865404987134861,0.5531577785008358,0.3786999220125069,0.1120891618979597,0.561889015753114,0.3636569230424048,0.2528954171408918,0.6365143466977868,0.22881009698613203,1.1500262120953417,0.5202317936884329,0.4016268171589622,0.05626320715257849,-0.145549438375572,-1.3384036953121883,0.6428571428571429,0.14285714285714285,False
Enumerate,absolute_error,N_L_density,N + L + N/L,b=\alpha+\beta_NN+\beta_LL_k+\beta_DN/L_k,4,14,9,4,0.6810671874440537,0.6009590215098644,0.4103715398853591,0.10048247017583234,0.5107736054360317,0.36395682697812515,0.24997201284672646,0.5590552093910156,0.22913907207824397,1.1325502005455652,0.49945916733289764,0.41108232844206166,0.05529987063850761,-0.19462161785792875,-0.8454516226969606,0.6428571428571429,0.2857142857142857,False
Enumerate,absolute_error,N_L_interaction,N + L + NL,b=\alpha+\beta_NN+\beta_LL_k+\beta_{NL}NL_k,4,14,12,5,0.7703845326098835,0.719352368543382,0.7079579860501359,0.09887254280613755,0.3844516901560855,0.2329150258936642,0.132990640494203,0.4743486049730678,0.24803342045429821,1.131997040704751,0.43667374684478943,0.5103236327614147,0.5187309401927904,-0.5622229452064953,-0.24570929347770964,0.8571428571428571,0.35714285714285715,True
Enumerate,absolute_error,N_density,N + N/L,b=\alpha+\beta_NN+\beta_DN/L_k,3,14,7,4,0.5327052738503526,0.5270624091809045,0.3319140225521971,0.021704363986250197,0.5753738903223031,0.3662230999984299,0.18400195781984638,0.6685154969124838,0.13783301512884544,1.1277441244825188,0.4980992638273551,0.28798403915811654,-0.02598446342742944,-0.09582095266786816,-0.9132515856085055,0.5,0.2857142857142857,False
Enumerate,absolute_error,N_lnL,N + ln L,b=\alpha+\beta_NN+\beta_L\ln L_k,3,14,8,2,0.5446218698404071,0.5106790883589305,0.28658716724890687,0.0717134474331057,0.6159560087496696,0.4156541140948815,0.3027262138078046,0.6680259958951984,0.23692105554315257,1.1563110305537316,0.5386664892234874,0.3513590908529892,0.2955936209718011,-0.1221571501457166,-0.40227209953950416,0.5714285714285714,0.14285714285714285,False
Enumerate,absolute_error,N_lnL_interaction,N + ln L + N ln L,b=\alpha+\beta_NN+\beta_L\ln L_k+\beta_{NL}N\ln L_k,4,14,12,6,0.7713045498798554,0.6642434875542211,0.5349479127756473,0.0718182875530482,0.44047753248646093,0.28185072400632616,0.16967223403344434,0.4733220098537088,0.2612294727199742,1.1299829701178365,0.45793028008754777,0.4734204177951472,0.6173731725743685,-0.4154755648018642,-0.5549659619135092,0.8571428571428571,0.42857142857142855,False
Enumerate,absolute_error,N_piece10_L_piece5,segmented N at 10 + segmented L at 5k,b=\alpha+\beta_NN+\beta_{NH}(N-10)_++\beta_LL_k+\beta_{LH}(L_k-5)_+,5,14,9,3,0.6049645952345677,0.5819954954642401,0.3785890855069637,0.10871095826071353,0.5434629110636956,0.35017959494773526,0.1967539743031359,0.6218230302594363,0.22894673766862284,1.1494242811212696,0.48722618789521244,0.45755630507307204,0.20699948432296128,-0.11751807431361816,-0.33031127601098165,0.6428571428571429,0.21428571428571427,False
Enumerate,absolute_error,N_piece10_lnL,segmented N at 10 + ln L,b=\alpha+\beta_NN+\beta_H(N-10)_++\beta_L\ln L_k,4,14,8,3,0.5836739558391711,0.5473963796297072,0.32265578986249965,0.07421023764655676,0.5845681282823161,0.38075230711672275,0.2511011872123548,0.6378900734449264,0.2452989749997515,1.1567195530597596,0.5109974407424761,0.3850305134668552,0.3210618852662131,-0.09679832112254982,-0.4038243901979006,0.5714285714285714,0.21428571428571427,False
Enumerate,absolute_error,constant,constant,b=\alpha,1,14,0,0,0.0,-0.0011137731594150293,-0.000564860690615343,-0.007759129870895665,0.8647866205944127,0.50492,0.36479896868157874,0.9899494936611666,-0.004803770978787036,1.2751309410769394,0.619247458597908,-0.07222235398089771,-0.0704299191483434,-0.25193163011988196,-0.36427954333733736,0.0,0.0,False
Enumerate,absolute_error,density,N/L,b=\alpha+\beta_DN/L_k,2,14,0,0,0.03912619695682967,0.08547284154040313,0.008108128732112557,0.0001655805340000649,0.8452052317363089,0.4554373918751493,0.27510272878599723,0.9703897244861859,0.012818646106375398,1.275617479200866,0.5770716723267018,-0.05326752836831006,-0.1299435021855887,-0.17969273144284892,-0.3149079546678428,0.0,0.0,False
Enumerate,absolute_error,inv_density,L/N,b=\alpha+\beta_D L_k/N,2,14,0,0,0.03160506331623136,0.06456697566830942,0.012821353086844983,0.003951153043815547,0.8380227853211948,0.4988207910488852,0.3912960101921127,0.9741795610496345,0.0067081531850084475,1.2717939389930577,0.6223307420550673,-0.18184364261753594,-0.08956633472493913,-0.5643673785008056,-0.2997530715146066,0.0,0.0,False
Enumerate,absolute_error,lnL,ln L,b=\alpha+\beta_L\ln L_k,2,14,1,0,0.06990052496073135,0.1422947530951725,0.04289878330451377,-0.02198739827798657,0.781029691947909,0.5077888283733683,0.2880536484849391,0.9547233370427342,0.025654367764882224,1.2369741543967834,0.6093544698132156,-0.07343526904108033,0.006542393847675021,-0.2839904262371409,-0.31875697287228544,0.07142857142857142,0.0,False
Enumerate,absolute_error,lnN,ln N,b=\alpha+\beta_N\ln N,2,14,1,0,0.19714011217705146,0.22372479632114772,0.04712370152920925,0.0003156117875856568,0.7824746820677109,0.4718118465121729,0.3013783481250909,0.8865319230423829,0.06422510310933777,1.2225210437141776,0.6062497321899848,-0.04891951943687234,-0.06399496461845988,-0.24813654882241765,-0.3686951254094839,0.07142857142857142,0.0,False
Enumerate,absolute_error,lnN_L,ln N + L,b=\alpha+\beta_N\ln N+\beta_LL_k,3,14,3,0,0.4279189064332681,0.3926991330554782,0.268852097256357,0.09855199501900336,0.618534104837124,0.43356447993222963,0.32351582849292776,0.7487576046672411,0.16443088638894038,1.1746846573564786,0.605974140990226,-0.0393524795295363,0.16958605621010164,-0.25320633399906356,-0.23845733994938634,0.21428571428571427,0.0,False
Enumerate,absolute_error,lnN_L_piece5,ln N + segmented L at 5k,b=\alpha+\beta_N\ln N+\beta_LL_k+\beta_H(L_k-5)_+,4,14,3,0,0.4339315545326424,0.4032051842346767,0.2959782012513523,0.10649754712829285,0.6101514646536387,0.43483274974454966,0.3100933222886846,0.7448134045038297,0.15969900905415713,1.175414292150223,0.6070493065714044,-0.02688196489916911,0.15920618635704936,-0.2565236278890499,-0.3085035033180894,0.21428571428571427,0.0,False
Enumerate,absolute_error,lnN_lnL,ln N + ln L,b=\alpha+\beta_N\ln N+\beta_L\ln L_k,3,14,2,0,0.4042622055827462,0.3689258721239617,0.22986241128185733,0.07199682651413641,0.6608499035307878,0.4555274730092376,0.3308035033140053,0.7638756429001029,0.1641866990744673,1.1756564657039237,0.6113063907719262,-0.04025606134804094,0.18800337747937762,-0.25965510229512545,-0.3820166175050099,0.14285714285714285,0.0,False
Enumerate,absolute_error,lnN_lnL_interaction,ln N + ln L + interaction,b=\alpha+\beta_N\ln N+\beta_L\ln L_k+\beta_{NL}\ln N\ln L_k,4,14,6,0,0.47221943313173614,0.4655330729042867,0.3855893433542178,0.07204366092114589,0.5420265875285765,0.37752461488384603,0.2669953553796277,0.7190808909527872,0.20442220698474206,1.154036007514055,0.5540018984419416,-0.010735139566757368,0.3975083881074675,-0.5455749499603186,-0.499622932932557,0.42857142857142855,0.0,False
Enumerate,absolute_error,ln_density,ln(N/L),b=\alpha+\beta_R\ln(N/L_k),2,14,0,0,0.07258424218739501,0.10808601270098728,0.018731276965443383,0.0026781442416136114,0.8325470220343592,0.4496897620932602,0.29243385256219956,0.953343884147366,0.01636003696264804,1.2751338443687645,0.5934245666559559,-0.10145680627697928,-0.06806525723296075,-0.1979120296117205,-0.31128195657078694,0.0,0.0,False
Enumerate,absolute_error,ln_product,ln(NL),b=\alpha+\beta_P\ln(NL_k),2,14,1,0,0.2692168124617479,0.26923973039149546,0.1605669747764938,0.034968569979272,0.6872386870656262,0.46621600904880556,0.35628796416422687,0.8462261710404853,0.07522740752619295,1.1818737645334774,0.6105741076089579,-0.017577038011301616,0.04649124325073073,-0.2916114052056895,-0.37890759773169136,0.07142857142857142,0.0,False
Enumerate,absolute_error,product,NL,b=\alpha+\beta_PNL_k,2,14,10,2,0.6136558652293855,0.5414018995783767,0.40807367472632766,-0.0039443021921985455,0.4483458538019768,0.26642002818690297,0.1510484944704045,0.6140829728877772,0.13751163623330753,1.1467252177397926,0.4289091550366594,0.3791834029990215,0.13581672817919854,-0.12917393517001008,-0.983578200412127,0.7142857142857143,0.14285714285714285,False
Enumerate,signed_error,L,L,b=\alpha+\beta_LL_k,2,14,0,0,0.07191360745401348,0.13033825690340128,0.04253038968377726,-0.016550795957334996,0.7695911178512462,0.4582985182142172,0.21528973948986194,0.9536803427621827,0.0214826056506624,1.2451304430922967,0.5271634454638126,-0.10740106117153636,0.006943911277097481,-0.27377565155642913,-0.8293534652998755,0.0,0.0,False
Enumerate,signed_error,L_density,L + N/L,b=\alpha+\beta_LL_k+\beta_DN/L_k,3,14,1,0,0.19018608270392667,0.2223179793146167,0.12113791908876834,0.03949921448384386,0.7682663675880614,0.39289769747806247,0.18305993848086333,0.8908496267000472,0.05345116393612115,1.2405395029822253,0.5320834456552623,0.01516952031497909,-0.09566120338757167,-0.20832551229494345,-0.4518848584920161,0.07142857142857142,0.0,False
Enumerate,signed_error,N,N,b=\alpha+\beta_NN,2,14,4,0,0.15108630709403015,0.28099170643389026,0.07892896462832044,0.002444925829294897,0.7496123657640624,0.4034641499541224,0.15400052431511352,0.912104909235564,0.049558160848206745,1.2637432780034907,0.49054966824942137,0.11062645698188067,-0.13612041911258388,-0.7193276665702057,-0.3285298227738569,0.2857142857142857,0.0,False
Enumerate,signed_error,N2_L,quadratic N + L,b=\alpha+\beta_1N+\beta_2N^2+\beta_LL_k,4,14,6,2,0.41937046086599317,0.47032709950668955,0.2809177612611833,0.0658658527550735,0.6521729135151818,0.403168904259418,0.25790717850976963,0.7542371706470659,0.15693907464412454,1.2343041077941528,0.510538233188806,0.19152011040790157,0.07060813736889682,-0.14880856520156938,-1.0939903103026234,0.42857142857142855,0.14285714285714285,False
Enumerate,signed_error,N2_L2,quadratic N + quadratic L,b=\alpha+\beta_1N+\beta_2N^2+\beta_3L_k+\beta_4L_k^2,5,14,6,2,0.44758662517499254,0.4940347695394491,0.3307553904431942,0.078783042665177,0.6505991854266657,0.40572683771918405,0.27219123733582634,0.7357714333928074,0.1625302913935482,1.2284614573715502,0.5352311066898698,0.2000502273083235,-0.17161746012512535,-0.1640212871910225,-1.186373990592132,0.42857142857142855,0.14285714285714285,False
Enumerate,signed_error,N_L,N + L,b=\alpha+\beta_NN+\beta_LL_k,3,14,5,1,0.4102131733786759,0.4154583885681825,0.20488524321077345,0.06583939486238888,0.706990134986232,0.4282074651168108,0.22793024935914874,0.7601503101344914,0.15516129362625208,1.2274939762163166,0.5351857848292533,0.19649908891343304,0.029089303171247416,-0.7772062403046496,-0.9974612109648622,0.35714285714285715,0.07142857142857142,False
