family,target,candidate,label,formula,k,cells,moderate_cells,strong_cells,median_cell_cv_r2,mean_cell_cv_r2,q25_cell_cv_r2,min_cell_cv_r2,median_cell_cv_rmse,median_cell_cv_mae,median_cell_cv_median_ae,median_cell_cv_nrmse_sd,median_request_oof_r2,median_request_oof_rmse,median_request_oof_mae,median_leave_N_out_r2,median_leave_L_out_r2,min_leave_N_out_r2,min_leave_L_out_r2,moderate_fraction,strong_fraction,selected,median_minimum_slope_sign_stability,min_minimum_slope_sign_stability
Direct,absolute_error,N_lnL_interaction,N + ln L + N ln L,b=\alpha+\beta_NN+\beta_L\ln L_k+\beta_{NL}N\ln L_k,4,7,7,6,0.9250997806759284,0.9162683782469132,0.8913792172225987,0.7632784862075084,0.6519259734028922,0.37941531754592583,0.328322048622541,0.2709284313939573,0.6592345167728482,1.394272447507638,0.8757486488702043,0.9023308909906075,0.8672698801436756,0.7124249496561603,0.7362190732992233,1.0,0.8571428571428571,False,0.7375,0.5075
Direct,signed_error,N_lnL_interaction,N + ln L + N ln L,b=\alpha+\beta_NN+\beta_L\ln L_k+\beta_{NL}N\ln L_k,4,7,6,4,0.9200577718745007,0.7586175932971031,0.6657124304171294,0.11393138037260431,0.9288781563397307,0.5686662675008936,0.35121576686583367,0.2798988809605879,0.6547350044074178,1.7260328642669864,1.0059497820056273,0.8889485074856098,0.857689890559303,-0.2013905686755677,-1.739941080587582,0.8571428571428571,0.5714285714285714,False,0.74,0.47
Enumerate,absolute_error,N_L_interaction,N + L + NL,b=\alpha+\beta_NN+\beta_LL_k+\beta_{NL}NL_k,4,14,12,5,0.7703845326098835,0.719352368543382,0.7079579860501359,0.09887254280613755,0.3844516901560855,0.2329150258936642,0.132990640494203,0.4743486049730678,0.24803342045429821,1.131997040704751,0.43667374684478943,0.5103236327614147,0.5187309401927904,-0.5622229452064953,-0.24570929347770964,0.8571428571428571,0.35714285714285715,False,0.89625,0.54
Enumerate,signed_error,N_L_interaction,N + L + NL,b=\alpha+\beta_NN+\beta_LL_k+\beta_{NL}NL_k,4,14,10,5,0.7629404710621319,0.6374587655398039,0.38982777290542103,0.11069464682568209,0.4592761533815515,0.25472162515254426,0.11194510459244354,0.48179677357859085,0.22938784766409542,1.2302801421021778,0.42251648670392183,0.5188767861012435,0.39866604633442126,-1.646253691098012,-3.9829696955658074,0.7142857142857143,0.35714285714285715,False,0.87,0.52
