model,mode,candidate,label,formula,seed_cv_mse,seed_cv_rmse,seed_cv_mae,seed_cv_se,request_oof_r2,request_oof_rmse,request_oof_mae,request_oof_median_ae,request_oof_nrmse_sd,cell_crossfit_r2,cell_crossfit_rmse,cell_crossfit_mae,cell_crossfit_median_ae,cell_crossfit_nrmse_sd,cell_fit_r2,cell_adjusted_r2,cell_fit_rmse,cell_fit_mae,cell_fit_median_ae,cell_fit_nrmse_sd,cell_sse_deviance,cell_log_likelihood,cell_aic,cell_aicc,cell_bic,leave_N_out_r2,leave_N_out_rmse,leave_N_out_mae,leave_L_out_r2,leave_L_out_rmse,leave_L_out_mae,residual_spearman_N,residual_spearman_L,abs_residual_spearman_fitted,max_abs_cell_residual,intercept,slope,intercept_ci_low,intercept_ci_high,slope_ci_low,slope_ci_high,overall_f_p,quality,numeric_formula,fdr_q
Qwen3-8B,enumeration_bullet,ln_density,ln(N/L),\overline{b/N}=\alpha+\beta\ln(N/L_k),0.003063212138557698,0.055346292907092684,0.021164345185157852,0.001401929248674133,-0.010422080374222098,0.055346292907092684,0.021164345185157855,0.00754475656215607,1.0041918323773968,0.0028602267391037994,0.03545415195745231,0.0180021766764431,0.008005771818000287,0.9885327398703992,0.0028602267391037994,-0.01791351853716483,0.03545415195745231,0.018002176676443094,0.008005771818000284,0.9885327398703992,0.06284984455110595,96.02881890748469,-186.05763781496938,-185.5358986845346,-180.32156879868495,-0.2104184832033198,0.039062214043398935,0.02065197322135903,-0.19294652089436504,0.03877926464756312,0.021465959802992155,0.15397764190918387,-0.7190830898783303,-0.8154385478054428,0.18507390157884485,-0.007656074565571045,-0.001488061924076766,-0.010786748161439659,-0.0033005583806960683,-0.005697792144189804,0.00369869037390872,0.7122264053772628,weak,\overline{b/N}=-0.00766 - 0.00149\ln(N/L_k),0.7122264053772628
Qwen3-8B,native_thinking,ln_density,ln(N/L),\overline{b/N}=\alpha+\beta\ln(N/L_k),0.00320425150008277,0.05660610832836656,0.011945610786627448,0.0019641935055332562,-0.006684168687337566,0.05656328286684563,0.011928986717255759,0.004661985013764311,1.0023306667680458,0.09480995336853404,0.01902729752116584,0.00980655809361502,0.004636518614554291,0.9418525604885494,0.0949196790795781,0.0760638390604026,0.019026144256704514,0.009804395104667905,0.0046360574860135305,0.9417954738169075,0.01809970826384651,127.15013494696461,-248.30026989392923,-247.77853076349444,-242.5642008776448,-0.037332279539849855,0.020368834072910763,0.009862793257986543,-0.028271336084039422,0.020279679587303288,0.010802144008997627,0.31765485135970606,-0.564760167946179,0.14555428153710143,0.08546493976098313,-3.0450093020819273e-06,-0.004828690072693225,-0.0041708867943021,0.004547105246551058,-0.011880756531387223,0.00015534943044018503,0.029499767739721152,weak,\overline{b/N}=-3.05e-06 - 0.00483\ln(N/L_k),0.05346832902824459
Qwen3-32B,direct,ln_density,ln(N/L),\overline{b/N}=\alpha+\beta\ln(N/L_k),0.01637396548806726,0.12796079668424726,0.09594719652083893,0.0022975036571859517,0.11790845234102987,0.12796079668424726,0.09594719652083893,0.07886864613131961,0.9382576216389892,0.25630150664729134,0.08655868628614571,0.07077035850875907,0.05942210196793052,0.8537122017903074,0.25630150664729123,0.2408077880357764,0.08655868628614571,0.07077035850875907,0.05942210196793046,0.8537122017903074,0.37462030857916956,51.399705385526254,-96.79941077105251,-96.27767164061773,-91.06334175476808,0.11847679302713399,0.09423865533093366,0.07768681356763388,-0.14022444848918303,0.10717842729630483,0.08818272441075672,0.4980029628667857,0.5645295622258971,0.15044725037618387,0.22755780866527675,0.08962922666881405,0.03982167066009354,0.07393995220383039,0.10557779914400083,0.02716967752598047,0.054216489765721555,0.00017612068857752203,weak,\overline{b/N}=0.0896 + 0.0398\ln(N/L_k),0.0007296428526783055
Qwen3-32B,enumeration_index,ln_density,ln(N/L),\overline{b/N}=\alpha+\beta\ln(N/L_k),0.09865622237927794,0.3140958808696446,0.033026574687870604,0.09800882808356869,-0.007433092029646593,0.3140958808696445,0.033026574687870604,0.01441777843520122,1.0027054531843274,0.03345531146993763,0.09655860911295244,0.03140507414080627,0.019062110251165023,0.9732490918359294,0.03345531146993763,0.013318963792228078,0.09655860911295244,0.03140507414080627,0.01906211025116503,0.9732490918359294,0.46617824969139704,45.93332867365605,-85.8666573473121,-85.34491821687732,-80.13058833102767,-0.09548381256490379,0.10279760921483302,0.03462185142337952,-0.0640360881858546,0.10131137530304643,0.029729130945540496,0.6169162940033428,-0.6056396092159615,0.7803493817793179,0.6644996304937428,0.012842530359304211,-0.014078107003634203,-0.0008355973749616847,0.03979561578740528,-0.04194600550538976,-5.0554114971114874e-05,0.20358671349897797,weak,\overline{b/N}=0.0128 - 0.0141\ln(N/L_k),0.27514790118587923
Qwen3-32B,enumeration_bullet,ln_density,ln(N/L),\overline{b/N}=\alpha+\beta\ln(N/L_k),0.0008462837240506933,0.02909095605253793,0.015436090502989802,0.00017653091532075346,0.034043985286444145,0.02909095605253793,0.015436090502989799,0.008688614091322178,0.9818472909185667,0.10870803541044394,0.018600237648941684,0.011667026478229797,0.008320780942094822,0.9345940965455353,0.10870803541044394,0.09013945281482816,0.018600237648941684,0.011667026478229798,0.008320780942094822,0.9345940965455353,0.01729844202985538,128.28211941575552,-250.56423883151103,-250.04249970107625,-244.8281698152266,-0.033822406317389975,0.020032330086486968,0.012416199719070342,-0.10913091038962697,0.02074913048817296,0.014027413085013629,-0.007483290633939611,0.7050205584158866,0.8120070858516137,0.08628181535464294,0.008320780942094822,0.005090623899944248,0.005842906511147996,0.011138270056445665,0.002628108416584611,0.0077890054905672265,0.019375453734886826,weak,\overline{b/N}=0.00832 + 0.00509\ln(N/L_k),0.04013486845083699
Qwen3-32B,native_thinking,ln_density,ln(N/L),\overline{b/N}=\alpha+\beta\ln(N/L_k),0.005619359756365674,0.07496238894516152,0.019949837029991917,0.0024696234379884036,0.01811628848205249,0.07496238894516152,0.019949837029991917,0.010515383886531221,0.9899090584972497,0.331466544318174,0.019278409197914823,0.013857701864578308,0.011687069194002269,0.8094212664417643,0.331466544318174,0.3175387639914694,0.019278409197914823,0.013857701864578314,0.011687069194002277,0.8094212664417643,0.018582853060112346,126.4915485240419,-246.9830970480838,-246.46135791764902,-241.24702803179937,0.15272893207653226,0.02170305193696029,0.014814629487285215,0.06472503445469435,0.022802332608774827,0.015922894134426043,0.28080485171025044,-0.22459617045829725,0.5445666488581201,0.06861512663154945,0.006889906777894581,-0.010638028824682967,0.0020152586942628115,0.011562987356987691,-0.01921598109292447,-0.00315718999408577,1.218182272490045e-05,weak,\overline{b/N}=0.00689 - 0.0106\ln(N/L_k),8.831821475552827e-05
Gemma4-E4B,direct,ln_density,ln(N/L),\overline{b/N}=\alpha+\beta\ln(N/L_k),0.04425293538235595,0.21036381671370186,0.15218054882233006,0.006934724735597033,0.18169779337918657,0.2071943748562779,0.15193373967230125,0.117212822615162,0.9032289316471139,0.20534273445870987,0.1450058633586563,0.11641090427285242,0.11173026362714385,0.8824761301193729,0.21125322524794787,0.19482100077394682,0.14446559558487504,0.11573006610251892,0.11019608898756955,0.8791881705624861,1.043515415384633,25.78876797059061,-45.57753594118122,-45.055796810746436,-39.84146692489678,0.0943001886821202,0.1548059941801676,0.1257441261300283,-0.12103988886885308,0.17222895525435908,0.14080546406945194,-0.3833763103447317,-0.5738128209896952,0.008798505785439807,0.32968276840982286,-0.11408292636117187,-0.06328039323030278,-0.1364966636160178,-0.09767036104534224,-0.07967937425478246,-0.04457304948453318,0.0002459146059419153,weak,\overline{b/N}=-0.114 - 0.0633\ln(N/L_k),0.000891440446539443
Gemma4-E4B,enumeration_index,ln_density,ln(N/L),\overline{b/N}=\alpha+\beta\ln(N/L_k),0.875458455758807,0.9356593695137173,0.1728053981833419,0.8502057297070396,-0.028463326519242216,0.9356593695137172,0.17280539818334187,0.09342240904669369,1.0131171698605268,0.1477220972838318,0.2700510414912724,0.14860328677679416,0.10173820211311407,0.9139104686247143,0.1477220972838318,0.1299663076439116,0.2700510414912724,0.14860328677679419,0.10173820211311412,0.9139104686247143,3.6463782505260465,-5.489711895744264,16.97942379148853,17.50116292192331,22.715492807772968,-0.03654978901367323,0.29781757708793133,0.15308467418778215,-0.2091121071980544,0.32165368205403383,0.161583104953113,0.40177063594782075,-0.5533117246452219,0.5105792178146337,1.5004818076756803,0.03557366360583078,-0.08810684821489664,-0.02235405632026104,0.1447223501944359,-0.2771670393683873,0.00831512091403592,0.0058562566969579235,weak,\overline{b/N}=0.0356 - 0.0881\ln(N/L_k),0.01415262035098165
Gemma4-E4B,enumeration_bullet,ln_density,ln(N/L),\overline{b/N}=\alpha+\beta\ln(N/L_k),0.00701598231735936,0.08376146081199491,0.054079318620622575,0.0012000950021351633,0.007424944221402163,0.08376146081199491,0.05407931862062259,0.03441947575549264,0.9952838317118593,0.036455919012457816,0.05560689442524916,0.038890741105051835,0.026832000241039995,0.9717372069483556,0.03645591901245804,0.016382083991884233,0.05560689442524915,0.038890741105051835,0.026832000241040002,0.9717372069483555,0.15460633538104027,73.52547758771135,-141.0509551754227,-140.52921604498792,-135.31488615913827,-0.10328561818968285,0.05950272092742721,0.04247784928743192,-0.22310528745899494,0.06265053281361722,0.04495016874315236,-0.5759503972309118,-0.2896223815924943,-0.4355814545707268,0.20340924831826943,-0.030715397873976646,0.008476343801914638,-0.04040526673340683,-0.0224484599098677,0.005802476501114514,0.01180637713992764,0.18410590564195797,weak,\overline{b/N}=-0.0307 + 0.00848\ln(N/L_k),0.27514790118587923
Gemma4-E4B,native_thinking,ln_density,ln(N/L),\overline{b/N}=\alpha+\beta\ln(N/L_k),0.009096283379886147,0.09537443776969878,0.05807493935705223,0.0017992394933681018,0.01756082891832922,0.09540879285249933,0.05809667964458403,0.03668116666889444,0.9901870303672732,0.07481833570233032,0.05710263916711987,0.040095990503203,0.027929621014942386,0.9521964245951128,0.07482510985633573,0.05555063297834273,0.057102430114781916,0.040086298431402746,0.027929222266170773,0.9521929386110732,0.16303437625067763,72.19850355466129,-138.39700710932257,-137.8752679788878,-132.66093809303814,-0.10660357371119877,0.06245090072500956,0.044359439344463375,-0.1897050082481273,0.06475336130149009,0.04663239346590022,-0.5977235851680793,-0.41168557362335717,-0.619894028209345,0.19715799688978644,-0.034670271418728714,0.012726179625478973,-0.046510234449595456,-0.02375237680614121,0.009260342186689172,0.016838548547105873,0.0545872388688923,weak,\overline{b/N}=-0.0347 + 0.0127\ln(N/L_k),0.0879461070665487
Gemma4-12B,direct,ln_density,ln(N/L),\overline{b/N}=\alpha+\beta\ln(N/L_k),0.017792755328464162,0.13338948732364242,0.10607430218608811,0.001607089873875884,0.13315632152415346,0.13338948732364242,0.10607430218608811,0.09005836496997069,0.93011289159913,0.17866846732782415,0.11625228698314181,0.09272754965559246,0.08,0.897164924648045,0.17866846732782415,0.16155739373048716,0.11625228698314181,0.09272754965559249,0.08,0.897164924648045,0.6757297114405383,36.652701426512316,-67.30540285302463,-66.78366372258985,-61.56933383674019,0.03952141582316948,0.12571471059564626,0.10223007506540054,-0.1414355758275605,0.13704650332235438,0.11157485214516245,-0.5551597798006467,-0.684557225382241,-0.08303289339592648,0.33012654288287,-0.10987345711713,-0.04249109313948459,-0.12508815800227696,-0.0963325003754372,-0.05092557177833544,-0.033953731993381295,0.002228052883316207,weak,\overline{b/N}=-0.11 - 0.0425\ln(N/L_k),0.006461353361617001
Gemma4-12B,enumeration_index,ln_density,ln(N/L),\overline{b/N}=\alpha+\beta\ln(N/L_k),0.0009578732990095044,0.030949528251808692,0.011913953195888113,0.0003221012617722899,0.0005136417343024613,0.03094952825180869,0.011913953195888113,0.006398984855102837,0.9987429026276813,0.031693502255385475,0.016015552936939043,0.009840832379614937,0.006290730708461029,0.9741357029642852,0.031693502255385475,0.011520450219039358,0.016015552936939043,0.009840832379614936,0.006290730708461028,0.9741357029642852,0.012824896793794841,135.76282185609855,-265.5256437121971,-265.0039045817623,-259.7895746959127,-0.07743467439654528,0.01689394158714347,0.01061613976195744,-0.25993546577301174,0.018268784998283247,0.011372417107797496,-0.7614376880478213,-0.0024516284957346694,-0.8637064617490308,0.058709269291538975,-0.006290730708461027,0.002270661109999197,-0.00943738037418116,-0.0035577154096428525,0.000691286313583356,0.0038628782679905873,0.21612114846490316,weak,\overline{b/N}=-0.00629 + 0.00227\ln(N/L_k),0.27514790118587923
Gemma4-12B,enumeration_bullet,ln_density,ln(N/L),\overline{b/N}=\alpha+\beta\ln(N/L_k),0.0018722762998278843,0.04326980817877385,0.026658152259540137,0.0006023807893017545,0.023018599886884927,0.04326980817877384,0.026658152259540137,0.019821163182569882,0.9874347762322779,0.08282101236551387,0.02782858726358237,0.02051149948881909,0.017455129970780817,0.9480693054211788,0.08282101236551376,0.06371311678979519,0.02782858726358237,0.020511499488819092,0.017455129970780817,0.9480693054211788,0.038721513454340946,108.13764673023023,-210.27529346046046,-209.75355433002568,-204.53922444417603,-0.06908284942433895,0.030044832877048386,0.02316569365095604,-0.2790626571151009,0.0328632129643837,0.02521451078237147,-0.45535099120394257,-0.6327215185092311,-0.27395363266687134,0.11497324775150104,-0.020026752248498952,-0.006553390840734238,-0.026099439363356715,-0.015868327250294346,-0.008978247180131578,-0.0033401049146411232,0.04270506690753194,weak,\overline{b/N}=-0.02 - 0.00655\ln(N/L_k),0.07284982001873096
Gemma4-12B,native_thinking,ln_density,ln(N/L),\overline{b/N}=\alpha+\beta\ln(N/L_k),0.002068916156159069,0.0454853400136689,0.022250241210062117,0.0005163886000215122,0.006807833975530531,0.04563633944748326,0.022296955954468206,0.012595383070758658,0.9955769597375143,0.03157784394572627,0.029326788080583175,0.018691259824201837,0.012241439446790573,0.9741938785135063,0.03199466827439479,0.011827890530111351,0.02932047604283998,0.018696018534447217,0.012242425034421718,0.9739842016640172,0.04298451576893766,105.52653163887926,-205.05306327775853,-204.53132414732374,-199.3169942614741,-0.08486326829669166,0.03103985222135835,0.0203540040005239,-0.26457858548070146,0.03351236319029041,0.021537632170616723,-0.7797833244648481,-0.10097553954665034,-0.8227488786380246,0.1312677511635117,-0.0125939632471444,0.0042006433463720304,-0.01712307162514525,-0.008854027655836302,0.0018623370585321996,0.007144311695557085,0.21133325187042934,weak,\overline{b/N}=-0.0126 + 0.0042\ln(N/L_k),0.27514790118587923
DeepSeek-R1-0528-Qwen3-8B,native_thinking,ln_density,ln(N/L),\overline{b/N}=\alpha+\beta\ln(N/L_k),0.6503322377033199,0.8064317935841319,0.20924586425099195,0.47942403875295947,0.002145958064580622,0.8198254046976846,0.21051780203508227,0.11156633699858531,0.9978809954990787,0.10322186086333718,0.2579595475842938,0.1371606175111993,0.07540341557159191,0.9374660401070162,0.10397478908230029,0.08530759718818148,0.2578512343912969,0.13708740734419134,0.07530902787478402,0.9370724127298518,3.3243629538557773,-3.1783030976859084,12.356606195371818,12.8783453258066,18.092675211656253,-0.0230759262556679,0.2755262827033417,0.15020764397615233,-0.11215145102972479,0.28727052399112907,0.1539286548876669,0.3857889995224833,-0.26510054325826227,0.5671430286614643,1.444625281142069,0.07340058628558718,-0.06884217058211896,0.028757191305527365,0.12528840385421475,-0.13199016717431367,-0.016796986202358005,0.022368089527106994,weak,\overline{b/N}=0.0734 - 0.0688\ln(N/L_k),0.043244973085740185
GLM-Z1-9B-0414,native_thinking,ln_density,ln(N/L),\overline{b/N}=\alpha+\beta\ln(N/L_k),0.03409449439286429,0.18464694525733236,0.0797966246928092,0.01035413769687605,-0.013385448465461414,0.17996976645439935,0.07755776117228044,0.020792101715257496,1.005573287747291,0.01478780756991871,0.0827258173775463,0.06041472659001844,0.040588949282838335,0.9826026402272078,0.02080302718305127,0.0004030902493648014,0.08247288920787807,0.06021668498492186,0.04014636584680941,0.9795984041231436,0.3400888727147465,53.81735610524358,-101.63471221048717,-101.11297308005238,-95.89864319420273,-0.09765839741599458,0.08731920643567077,0.06379774169943019,-0.12396024428118468,0.08835917516084392,0.06787544470016753,-0.28685496769415464,-0.407676636681621,0.10754815460616321,0.23402983758086243,-0.017675054824726068,-0.009620892341788508,-0.037159485425458647,0.0034036428286871056,-0.02209220827273095,0.004409478988131136,0.3073411647422109,weak,\overline{b/N}=-0.0177 - 0.00962\ln(N/L_k),0.34280360682785066
GLM-4-9B-0414,direct,ln_density,ln(N/L),\overline{b/N}=\alpha+\beta\ln(N/L_k),0.05885562254184373,0.24260177769720428,0.18032263349559483,0.01361636304912099,0.34787026220917205,0.2426017776972043,0.18032263349559485,0.14646453212887933,0.8067375523150304,0.4752814293881129,0.18791640450032338,0.15411261762808415,0.14347336125319948,0.7170942749734162,0.4752814293881129,0.46434979250036523,0.18791640450032338,0.15411261762808415,0.14347336125319948,0.7170942749734162,1.7656287540164577,12.640976937494475,-19.28195387498895,-18.76021474455417,-13.545884858704513,0.3585585096531301,0.20776864183143903,0.1728659667338659,0.24619053690717096,0.22523312859580624,0.18722456588831782,-0.613517395160837,-0.6418947043905331,-0.12394239721711613,0.41706137789860986,-0.30280547399084057,-0.14015499836083173,-0.3251883158252055,-0.27710421683894065,-0.15445760013562926,-0.1246274525731721,3.088074379592281e-08,weak,\overline{b/N}=-0.303 - 0.14\ln(N/L_k),4.4777078504088076e-07
