model,mode,target,candidate,label,formula,k,parsed_n,seed_cv_mse,seed_cv_rmse,seed_cv_mae,seed_cv_se,request_oof_r2,request_oof_rmse,request_oof_mae,request_oof_median_ae,request_oof_nrmse_sd,cell_crossfit_r2,cell_crossfit_rmse,cell_crossfit_mae,cell_crossfit_median_ae,cell_crossfit_nrmse_sd,cell_fit_r2,cell_adjusted_r2,cell_fit_rmse,cell_fit_mae,cell_fit_median_ae,cell_fit_nrmse_sd,cell_sse_deviance,cell_log_likelihood,cell_aic,cell_aicc,cell_bic,leave_N_out_r2,leave_N_out_rmse,leave_N_out_mae,leave_L_out_r2,leave_L_out_rmse,leave_L_out_mae,residual_spearman_N,residual_spearman_L,abs_residual_spearman_fitted,max_abs_cell_residual,selection_score,overall_f_p,quality,mean_abs_cell_target,max_abs_cell_target,bootstrap_valid_reps,minimum_slope_sign_stability,slopes_ci_excluding_zero,slope_terms,numeric_formula,fdr_q
Qwen3-32B,enumeration_index,absolute_error,L,L,b=\alpha+\beta_LL_k,2,500,1.604876903386567,1.266837362642327,0.16757708460754317,1.5635221764105969,-0.009214364382984952,1.266837362642327,0.16757708460754317,0.03918450560652373,1.0035915183251694,0.09823638323141726,0.37533600848580334,0.13311853211009161,0.03656880733944928,0.940068265836695,0.09823638323141759,0.07944964121540543,0.3753360084858033,0.1331185321100918,0.03656880733944963,0.9400682658366948,7.043855963302749,-21.950245081655552,49.900490163311105,50.422229293745886,55.636559179595544,-0.07982294542179669,0.41072406774570047,0.14334189602446468,-0.008964417659332202,0.3970194670093792,0.12163443310653645,0.1857647028722351,-0.7128243867707478,0.5965057629880736,2.4988623853211003,0.09823638323141726,0.026665289669753796,weak,0.07600000000000001,2.8,400,0.9975,1,1,\overline{|b|}=-0.0741 + 0.0188L_k,0.026665289669753796
Qwen3-32B,enumeration_bullet,signed_error,N_lnL_interaction,N + ln L + N ln L,b=\alpha+\beta_NN+\beta_L\ln L_k+\beta_{NL}N\ln L_k,4,500,0.4704688566275266,0.6859073236433086,0.3082667370362412,0.09276212680979136,0.32085403872827967,0.6859073236433086,0.30826673703624113,0.1030280338233966,0.8232786097969368,0.850071674880635,0.21388905865804025,0.14806517494639412,0.09201879584296346,0.3833141774275742,0.850071674880635,0.8402937406337199,0.21388905865804028,0.14806517494639407,0.09201879584296409,0.38331417742757423,2.2874264706811296,6.167964133310577,-2.3359282666211545,-0.972291902984791,7.224186760519574,0.5707339388123613,0.3619178482011509,0.2155165888856788,0.8285516826121169,0.2287248429324395,0.1561612854882523,-0.40024591371287016,0.04507962809460232,0.3402160864345738,0.6029426749615501,0.8200716748806349,5.648573956096106e-19,strong,0.20800000000000002,2.9,400,0.9,2,3,\bar b=0.0951 - 0.016N - 0.18\ln L_k + 0.0367N\ln L_k,1.260066497898362e-18
Qwen3-32B,enumeration_bullet,absolute_error,N_lnL_interaction,N + ln L + N ln L,b=\alpha+\beta_NN+\beta_L\ln L_k+\beta_{NL}N\ln L_k,4,500,0.34823091371604076,0.5901109333981541,0.30121730215464637,0.06999305909154803,0.48061206311443916,0.5901109333981542,0.3012173021546464,0.1437540853111045,0.7199646942814556,0.8545858936197283,0.2439523700102451,0.17615595000070244,0.12783261842776256,0.3774994360958256,0.8545858936197283,0.845102364942754,0.24395237001024514,0.1761559500007025,0.12783261842776325,0.37749943609582565,2.9756379416807777,-0.40781277923707115,10.815625558474142,12.179261922110506,20.37574058561487,0.5134157860048834,0.44625262100798624,0.2660672690718204,0.8407804569164046,0.2552701061240126,0.1786565204685867,-0.563818384778166,0.028419765537901466,0.2434093637454982,0.743803240589,0.8245858936197282,2.803230450011954e-19,strong,0.256,3.3,400,0.665,2,3,\overline{|b|}=-0.0181 + 0.00543N - 0.155\ln L_k + 0.032N\ln L_k,5.806691646453334e-19
Qwen3-32B,native_thinking,signed_error,N_L_interaction,N + L + NL,b=\alpha+\beta_NN+\beta_LL_k+\beta_{NL}NL_k,4,500,0.03433418863683727,0.185294869429343,0.0571812692300652,0.010184984049355781,0.04584847051919505,0.18529486942934298,0.0571812692300652,0.012260395408955911,0.9758295068411508,0.7078423242403796,0.03891716062533175,0.024653661246739605,0.01180843016928416,0.5350836591080202,0.7078423242403796,0.6887885627777957,0.03891716062533175,0.02465366124673956,0.011808430169284002,0.5350836591080202,0.07572726955689361,91.36907226245543,-172.73814452491087,-171.3745081612745,-163.17802949777013,0.644700679761692,0.04291703247098277,0.026828657554511883,-0.01187541280532467,0.07242625311296176,0.041628459445182585,-0.13968799520177924,-0.28027768771861444,0.2906602641056423,0.12132759953869893,0.6778423242403796,2.3886563541747207e-12,moderate,0.028000000000000004,0.3,400,0.9975,3,3,\bar b=-0.0391 + 0.00385N + 0.00917L_k - 0.000906NL_k,3.2986206795746145e-12
Qwen3-32B,native_thinking,absolute_error,N_L_interaction,N + L + NL,b=\alpha+\beta_NN+\beta_LL_k+\beta_{NL}NL_k,4,500,0.03474238766267357,0.18639309982580785,0.05966543981740365,0.01062819464018051,0.013448782863653697,0.18639309982580787,0.059665439817403666,0.012894958330711075,0.9922590965579876,0.5472426190805213,0.044714389117379405,0.029465705101610104,0.010845097353050451,0.6661097757134998,0.5472426190805214,0.5177149638031642,0.0447143891173794,0.029465705101610108,0.01084509735305047,0.6661097757134997,0.09996882970702087,84.42606958830233,-158.85213917660465,-157.48850281296828,-149.2920241494639,0.35699628614948264,0.053287000294292085,0.032140809326306065,-0.04755414129166158,0.06801469758768304,0.039417123291284634,0.008444006618414981,-0.22931810813341183,0.5694597839135654,0.11868911601193419,0.5172426190805213,5.0303908332944924e-08,moderate,0.028000000000000004,0.3,400,0.84,0,3,\overline{|b|}=-0.0118 - 0.00163N + 0.00394L_k + 0.00032NL_k,5.403012376501492e-08
Gemma4-E4B,direct,signed_error,N_lnL_interaction,N + ln L + N ln L,b=\alpha+\beta_NN+\beta_L\ln L_k+\beta_{NL}N\ln L_k,4,330,1.625035187844789,1.2747686801317284,0.8193535668356349,0.3010929837853335,0.8938167091216608,1.2850050303185685,0.7918246177795047,0.5034073194740182,0.32536367856634374,0.9818923289465329,0.4349368994186673,0.31814828831051917,0.22579068755453824,0.1332123028567475,0.982228475888862,0.9810694634468312,0.4308809498887505,0.31637092649683246,0.21686793636745316,0.13197004822653996,9.282919648851594,-28.85075439076999,67.70150878153999,69.06514514517634,77.26162380868071,0.9780893752954057,0.4784343312527312,0.34965584324391075,0.9693983668976581,0.5654149115741106,0.4104285523909639,0.17925419764235234,0.09799919151000505,-0.14909963985594235,1.2260050517380718,0.9518923289465329,2.817336637424586e-40,strong,1.9979444444444445,15.0,400,0.8225,2,3,\bar b=-0.634 + 0.0505N + 0.842\ln L_k - 0.207N\ln L_k,4.08513812426565e-39
Gemma4-E4B,direct,absolute_error,N_lnL_interaction,N + ln L + N ln L,b=\alpha+\beta_NN+\beta_L\ln L_k+\beta_{NL}N\ln L_k,4,330,1.2953458382210847,1.1381326101211073,0.8011575430840464,0.2374827276920986,0.9183542024939201,1.0956971958033423,0.7492606556606376,0.4853428051738651,0.285304023803531,0.9798009305299784,0.4553676483967246,0.360660359560524,0.29147648847848706,0.14069501796659747,0.9802054133310782,0.9789144620265834,0.4507852636320662,0.3567391881543643,0.2875467467369426,0.1392791977846776,10.160367695391571,-31.108717324199286,72.21743464839858,73.58107101203494,81.7775496755393,0.9711974079940577,0.5437662864414435,0.426782094525607,0.973191220643249,0.524608123941697,0.4091909031129739,-0.25500899987613246,-0.17443856088780899,0.04403361344537814,1.095506326092373,0.9498009305299784,3.3888396490662456e-39,strong,2.0852936507936506,15.0,400,0.5075,2,3,\overline{|b|}=0.336 + 0.00174N - 0.617\ln L_k + 0.181N\ln L_k,3.2758783274307045e-38
Gemma4-E4B,enumeration_index,signed_error,N_L_interaction,N + L + NL,b=\alpha+\beta_NN+\beta_LL_k+\beta_{NL}NL_k,4,500,1.9738141767911999,1.4049249719437689,0.3940385658084285,1.43222261049449,0.1238769225072085,1.4049249719437689,0.3940385658084285,0.0918797298093601,0.9350779814206973,0.7019199279887322,0.41439442221801603,0.23921155994569276,0.10800345374542733,0.5404798521416339,0.701919927988732,0.682479923292345,0.4143944222180161,0.23921155994569257,0.10800345374542603,0.540479852141634,8.58613685827017,-26.900074258930694,63.80014851786139,65.16378488149775,73.36026354500211,0.5156681501525153,0.5282249912392791,0.29364809445459916,0.11518273554112024,0.7139605638869018,0.37474382533260836,-0.11507974734239845,-0.21559822132201112,-0.06112845138055222,1.5622604956220885,0.6719199279887321,3.774801758879344e-12,moderate,0.304,3.3,400,0.9425,2,3,\bar b=-0.234 + 0.0385N + 0.0478L_k - 0.00903NL_k,4.9758750457954995e-12
Gemma4-E4B,enumeration_index,absolute_error,N_L_interaction,N + L + NL,b=\alpha+\beta_NN+\beta_LL_k+\beta_{NL}NL_k,4,500,1.9782701661449131,1.4065099239411407,0.4363467195898905,1.427672122377054,0.09402607541321406,1.4065099239411405,0.43634671958989046,0.1374941826276127,0.9508743222622075,0.6941507173208964,0.39369978774854175,0.26403819130526796,0.13432271354717232,0.5474781247004501,0.6941507173208964,0.6742040249722592,0.39369978774854175,0.264038191305268,0.1343227135471724,0.5474781247004501,7.749976143662342,-24.338595652615,58.67719130523,60.04082766886636,68.23730633237072,0.6193884521627939,0.43918998469811515,0.28253943878409965,0.04664820303613482,0.695085201304513,0.3970291300842645,0.11266717402285131,-0.42531649115342196,0.5894357743097238,1.3475510034741887,0.6641507173208964,6.786282031486769e-12,moderate,0.304,3.3,400,0.705,0,3,\overline{|b|}=-0.105 - 0.0209N + 0.03L_k + 0.00499NL_k,8.200090788046512e-12
Gemma4-E4B,enumeration_bullet,signed_error,N_L_interaction,N + L + NL,b=\alpha+\beta_NN+\beta_LL_k+\beta_{NL}NL_k,4,500,0.794312977177639,0.8912423784681914,0.4185813445636182,0.21515300406252968,0.5382019429865521,0.8912423784681914,0.4185813445636181,0.12324833121750042,0.6788773533558333,0.9317483333047425,0.2665576637485736,0.16906993185106103,0.08231381702605318,0.2586245026314257,0.9317483333047425,0.927297137650704,0.2665576637485736,0.16906993185106067,0.08231381702605073,0.2586245026314257,3.5526494051548823,-4.838692435698855,19.67738487139771,21.041021235034073,29.237499898538438,0.8993653847279879,0.3236743153560946,0.2032740939788065,0.8126240410188592,0.441663466727284,0.25072394142758986,-0.28058227706333205,0.19305840727470994,-0.3293637454981992,0.945394601237914,0.9017483333047425,8.132320868569843e-27,strong,0.42599999999999993,5.4,400,1.0,3,3,\bar b=-0.204 + 0.0565N + 0.0283L_k - 0.0125NL_k,3.3691043598360775e-26
Gemma4-E4B,enumeration_bullet,absolute_error,product,NL,b=\alpha+\beta_PNL_k,2,500,0.6821161316988169,0.825903221751082,0.4155383199360071,0.19441826825996988,0.5860654441096479,0.8259032217510819,0.41553831993600704,0.16717289163123458,0.6427337604160617,0.9326451287737247,0.2680165899433895,0.19381182264996105,0.1481292980151533,0.256919780868951,0.9326451287737247,0.931241902289844,0.2680165899433895,0.19381182264996105,0.14812929801515307,0.256919780868951,3.5916446242441493,-5.111606779566802,16.223213559133605,16.744952689568386,21.959282575418044,0.929262651493758,0.27466388620335763,0.20135342234289536,0.876345459219681,0.36314678749722923,0.2368668699932697,-0.2732214041771685,-0.28334014185760675,0.2652463175826132,0.7565175830620894,0.9326451287737247,9.003897560314107e-30,strong,0.45400000000000007,5.4,400,1.0,1,1,\overline{|b|}=-0.204 + 0.00924NL_k,5.222260584982182e-29
Gemma4-E4B,native_thinking,signed_error,N_L_interaction,N + L + NL,b=\alpha+\beta_NN+\beta_LL_k+\beta_{NL}NL_k,4,499,1.4651328493462032,1.2104267220060052,0.46230730609259696,0.4379256884514109,0.38497396886457547,1.2092146177808525,0.46192139509926505,0.12280373766925134,0.7834497520830298,0.8750688495752919,0.38619793792602475,0.21190530349073733,0.07626242434357283,0.34990359731819565,0.8750624284441254,0.866914325951351,0.38620786257549716,0.21197980992018292,0.07627035609915483,0.3499125892630288,7.457825655756704,-23.37794914138372,56.75589828276744,58.11953464640381,66.31601330990817,0.8385465059015423,0.4390341522405061,0.23315683905598894,0.1974405671980164,0.9788433230909502,0.43270452170190354,-0.19758975487091057,0.1489587710952077,-0.3411764705882353,1.5038397574847995,0.8450688495752918,8.64060218764985e-21,strong,0.3864444444444445,6.8,400,1.0,3,3,\bar b=-0.168 + 0.0541N + 0.0257L_k - 0.0127NL_k,2.2779769403804148e-20
Gemma4-E4B,native_thinking,absolute_error,N_L_interaction,N + L + NL,b=\alpha+\beta_NN+\beta_LL_k+\beta_{NL}NL_k,4,499,1.3543757588580072,1.1637765072633177,0.4556838268182563,0.3946207857467884,0.42454733408338863,1.1632932736642312,0.45541153589954686,0.12243900747200548,0.7578254773767292,0.9101379251434034,0.33101072505401197,0.18460666220489544,0.07794714702501122,0.2967571959691368,0.910133490761138,0.9042726314629514,0.33101889206987234,0.18464697216064635,0.07795131050025111,0.2967645178488909,5.47867534535829,-15.6679351855318,41.3358703710636,42.699506734699966,50.89598539820433,0.8932088069160822,0.3608457244452233,0.19559733310171182,0.566641602759688,0.7269046595579816,0.33437674380706894,0.22316303205811022,-0.116619037896906,0.4130132052821128,1.646025642063302,0.8801379251434034,4.5028857402141574e-24,strong,0.4184444444444445,6.8,400,1.0,3,3,\overline{|b|}=0.162 - 0.0511N - 0.0262L_k + 0.0129NL_k,1.187124422420096e-23
Gemma4-12B,direct,signed_error,N_lnL_interaction,N + ln L + N ln L,b=\alpha+\beta_NN+\beta_L\ln L_k+\beta_{NL}N\ln L_k,4,500,0.6524781550728066,0.8077611992865259,0.6086102862333559,0.08468320988857059,0.9388171486624459,0.807761199286526,0.608610286233356,0.4841381886789691,0.24710419995394453,0.9805049771338283,0.44717800657834034,0.36608343971749313,0.3540886384768359,0.13822128059328734,0.9805049771338283,0.979233562599078,0.44717800657834034,0.3660834397174932,0.3540886384768349,0.13822128059328734,9.99840847836891,-30.706999728652164,71.41399945730433,72.77763582094069,80.97411448444505,0.961744572562665,0.6264192432979777,0.49204167282747546,0.9778785497966462,0.47634911024382176,0.3836843743620406,0.4422246894729903,0.035279708943601815,0.018775510204081632,1.026858216225833,0.9505049771338283,2.537755660487598e-39,strong,1.91,13.4,400,1.0,3,3,\bar b=0.569 - 0.123N + 0.319\ln L_k - 0.125N\ln L_k,2.4531638051380117e-38
Gemma4-12B,direct,absolute_error,N_lnL_interaction,N + ln L + N ln L,b=\alpha+\beta_NN+\beta_L\ln L_k+\beta_{NL}N\ln L_k,4,500,0.6448809451505996,0.803044796478129,0.6029627853345343,0.08781756936746869,0.939180971508183,0.803044796478129,0.6029627853345344,0.48510394791726086,0.24636840388904052,0.9803706141312152,0.44751789248943974,0.36800319444464086,0.328322048622541,0.13869678493537296,0.9803706141312152,0.9790904367919466,0.44751789248943963,0.3680031944446411,0.3283220486225414,0.1386967849353729,10.013613204909483,-30.744988717738153,71.4899774354763,72.85361379911267,81.05009246261703,0.9612076262373,0.6291152682710289,0.495452509137788,0.9779187579208973,0.47464487631349234,0.3826814374053278,-0.4330569108587112,-0.03429971702850177,-0.007250900360144057,0.9823200365493405,0.9503706141312152,2.971867675328284e-39,strong,1.9180000000000001,13.4,400,1.0,3,3,\overline{|b|}=-0.574 + 0.123N - 0.301\ln L_k + 0.124N\ln L_k,3.2758783274307045e-38
Gemma4-12B,enumeration_index,signed_error,N_L_interaction,N + L + NL,b=\alpha+\beta_NN+\beta_LL_k+\beta_{NL}NL_k,4,500,0.1844263858032523,0.4294489327070825,0.13618215792013122,0.08409134572978559,0.14584196723145915,0.4294489327070825,0.1361821579201312,0.02980180247350054,0.9232820352974511,0.7493797922378546,0.12596931798921515,0.06925996818032591,0.026657473113818282,0.49558834087062886,0.7493797922378544,0.7330349960794537,0.12596931798921515,0.06925996818032594,0.026657473113818428,0.49558834087062886,0.7934134537334002,32.63891882504903,-55.277837650098064,-53.9142012864617,-45.71772262295734,0.5220854220499718,0.17395298047887534,0.08907223459246115,-0.24570929347770964,0.280843959568004,0.1269737450426793,-0.10977208603939474,0.5203757069181268,-0.38765906362545016,0.5258230003571593,0.7193797922378545,7.211333064310072e-14,moderate,0.07800000000000001,1.3,400,0.72,2,3,\bar b=-0.018 + 0.0115N + 0.00294L_k - 0.00261NL_k,1.100677151921011e-13
Gemma4-12B,enumeration_index,absolute_error,N_L_interaction,N + L + NL,b=\alpha+\beta_NN+\beta_LL_k+\beta_{NL}NL_k,4,500,0.1844263858032523,0.4294489327070825,0.13618215792013122,0.08409134572978559,0.14584196723145915,0.4294489327070825,0.1361821579201312,0.02980180247350054,0.9232820352974511,0.7493797922378546,0.12596931798921515,0.06925996818032591,0.026657473113818282,0.49558834087062886,0.7493797922378544,0.7330349960794537,0.12596931798921515,0.06925996818032594,0.026657473113818428,0.49558834087062886,0.7934134537334002,32.63891882504903,-55.277837650098064,-53.9142012864617,-45.71772262295734,0.5220854220499718,0.17395298047887534,0.08907223459246115,-0.24570929347770964,0.280843959568004,0.1269737450426793,0.10977208603939474,-0.5203757069181268,0.38765906362545016,0.5258230003571593,0.7193797922378545,7.211333064310072e-14,moderate,0.07800000000000001,1.3,400,0.72,2,3,\overline{|b|}=0.018 - 0.0115N - 0.00294L_k + 0.00261NL_k,9.092550385434439e-14
Gemma4-12B,enumeration_bullet,signed_error,N_L_interaction,N + L + NL,b=\alpha+\beta_NN+\beta_LL_k+\beta_{NL}NL_k,4,500,0.21903651754403114,0.46801337325340514,0.24862633806913875,0.0722121722043961,0.6394484356579856,0.4680133732534052,0.24862633806913875,0.15620724824222756,0.5998587010399452,0.9239685328110849,0.1822175783157815,0.12706483348786196,0.09504076068983539,0.27296673395330934,0.9239685328110849,0.9190099588639817,0.1822175783157815,0.12706483348786188,0.09504076068983433,0.27296673395330934,1.6601622923633985,14.180764373630128,-18.361528747260255,-16.997892383623892,-8.801413720119527,0.8576400283849037,0.24933746017034633,0.1604696448497171,0.8863945660713206,0.22273739564426537,0.1444348328861262,0.3915606497625004,0.17345856897270898,-0.2703001200480192,0.8498601305256022,0.8939685328110849,9.698793025341105e-26,strong,0.36400000000000005,2.7,400,0.955,2,3,\bar b=0.194 - 0.04N + 0.00441L_k - 0.00333NL_k,3.1251666414988003e-25
Gemma4-12B,enumeration_bullet,absolute_error,N_L_interaction,N + L + NL,b=\alpha+\beta_NN+\beta_LL_k+\beta_{NL}NL_k,4,500,0.21903651754403114,0.46801337325340514,0.24862633806913875,0.0722121722043961,0.6394484356579856,0.4680133732534052,0.24862633806913875,0.15620724824222756,0.5998587010399452,0.9239685328110849,0.1822175783157815,0.12706483348786196,0.09504076068983539,0.27296673395330934,0.9239685328110849,0.9190099588639817,0.1822175783157815,0.12706483348786188,0.09504076068983433,0.27296673395330934,1.6601622923633985,14.180764373630128,-18.361528747260255,-16.997892383623892,-8.801413720119527,0.8576400283849037,0.24933746017034633,0.1604696448497171,0.8863945660713206,0.22273739564426537,0.1444348328861262,-0.3915606497625004,-0.17345856897270898,0.2703001200480192,0.8498601305256022,0.8939685328110849,9.698793025341105e-26,strong,0.36400000000000005,2.7,400,0.955,2,3,\overline{|b|}=-0.194 + 0.04N - 0.00441L_k + 0.00333NL_k,3.1251666414988003e-25
Gemma4-12B,native_thinking,signed_error,N_L_interaction,N + L + NL,b=\alpha+\beta_NN+\beta_LL_k+\beta_{NL}NL_k,4,492,0.2836215369398585,0.5325612987627419,0.23084059627356215,0.06097970394970018,0.48089075318026187,0.534050021172158,0.23120511595867382,0.057289814848256314,0.7197597840422706,0.8208254011728352,0.2732744284191148,0.13686308659458463,0.05025080213077264,0.4190359254892371,0.8229999038364326,0.8114564193040261,0.27161110687286427,0.13642404520060625,0.05026206192033,0.4164854069956065,3.6886296688351248,-5.777727165045832,21.555454330091663,22.919090693728027,31.115569357232392,0.7335882554887667,0.33322490853033804,0.15123418789117848,-0.13915954955767584,0.6890536726150067,0.2718797635034031,0.005066403971048989,0.18815844769920967,-0.19635054021608642,1.1314404352987562,0.7908254011728352,2.1829655261904587e-17,strong,0.17522222222222222,4.25,400,1.0,3,3,\bar b=-0.107 + 0.0332N + 0.0226L_k - 0.00764NL_k,3.723882368207253e-17
Gemma4-12B,native_thinking,absolute_error,N_L_interaction,N + L + NL,b=\alpha+\beta_NN+\beta_LL_k+\beta_{NL}NL_k,4,492,0.2836215369398585,0.5325612987627419,0.23084059627356215,0.06097970394970018,0.48089075318026187,0.534050021172158,0.23120511595867382,0.057289814848256314,0.7197597840422706,0.8208254011728352,0.2732744284191148,0.13686308659458463,0.05025080213077264,0.4190359254892371,0.8229999038364326,0.8114564193040261,0.27161110687286427,0.13642404520060625,0.05026206192033,0.4164854069956065,3.6886296688351248,-5.777727165045832,21.555454330091663,22.919090693728027,31.115569357232392,0.7335882554887667,0.33322490853033804,0.15123418789117848,-0.13915954955767584,0.6890536726150067,0.2718797635034031,-0.005066403971048989,-0.18815844769920967,0.19635054021608642,1.1314404352987562,0.7908254011728352,2.1829655261904587e-17,strong,0.17522222222222222,4.25,400,1.0,3,3,\overline{|b|}=0.107 - 0.0332N - 0.0226L_k + 0.00764NL_k,3.9566250162202065e-17
DeepSeek-R1-0528-Qwen3-8B,native_thinking,signed_error,N_L_interaction,N + L + NL,b=\alpha+\beta_NN+\beta_LL_k+\beta_{NL}NL_k,4,478,25.99622911567132,5.0986497345543675,1.4899421693939534,16.83509687201859,0.016546555798337192,5.178063947411058,1.496954653357562,0.4965268286074346,0.9906543343760109,0.32089339429780295,1.597691002175503,0.8962419804111807,0.34883322175741704,0.8157968335242256,0.3225096625188967,0.2783255100744768,1.5957886237676384,0.895540877959692,0.34874053285467344,0.81482546028673,127.32706658731065,-94.31532911064131,198.63065822128263,199.994294584919,208.19077324842337,-0.11908929100069798,2.050955237091722,1.1075377108425628,0.15695844180627483,1.7801160006296985,0.8909239789005012,0.2554915145400418,-0.4419763537101228,0.30967587034813926,8.02006696582238,0.2908933942978029,0.0003965201559069869,weak,0.8114365079365079,9.6,400,0.6975,2,3,\bar b=-0.448 + 0.0155N + 0.171L_k - 0.0125NL_k,0.0004599633808521048
DeepSeek-R1-0528-Qwen3-8B,native_thinking,absolute_error,product,NL,b=\alpha+\beta_PNL_k,2,478,22.69139408233613,4.763548475909123,1.3004961552947938,16.567017372600574,0.09372013221598885,4.848063499062415,1.3105001385262147,0.5394252631708936,0.9509910014279921,0.5995026279078248,1.374206174750294,0.702444554462579,0.35911291395074785,0.6264881680050564,0.600237977620614,0.5919096021543768,1.3729440111689695,0.7008943351788881,0.3427152069101571,0.6259127590421834,94.24876289023696,-86.79479403475364,179.58958806950727,180.11132719994205,185.3256570857917,0.4994615709895003,1.5362814029800969,0.7921316952113847,0.580301324045752,1.4067627493645036,0.7246532182298401,-0.09747030236114496,-0.20482322803951103,0.7652224782227062,7.764372062438861,0.5995026279078248,3.895989280156646e-11,moderate,1.2406904761904762,9.8,400,1.0,1,1,\overline{|b|}=0.131 + 0.0156NL_k,4.5193475649817086e-11
GLM-Z1-9B-0414,native_thinking,signed_error,product,NL,b=\alpha+\beta_PNL_k,2,459,1.9874529966234462,1.4097705475088653,0.6655428610071039,0.7534082974158076,0.411825862229225,1.3759475489621618,0.6535780266133879,0.24585324566235353,0.766089232814311,0.8638505192522093,0.4918183483636389,0.33250326464755886,0.2142626979849626,0.3652759109670864,0.8645010554998314,0.8616781608227445,0.49064196208502725,0.33196114122993703,0.21447418142289523,0.36440220308083376,12.036476747932266,-35.344895728210005,76.68979145642001,77.21153058685479,82.42586047270444,0.8516690505594958,0.5133488821179351,0.35186254651034327,0.8290844481408941,0.5510455799154903,0.37281670323718447,0.17782373238024277,0.3582214496416067,-0.22328009028816767,1.8358000383672375,0.8638505192522093,1.7819036023236245e-22,strong,0.6433888888888889,6.0,400,1.0,1,1,\bar b=0.331 - 0.0115NL_k,5.167520446738511e-22
GLM-Z1-9B-0414,native_thinking,absolute_error,N_lnL_interaction,N + ln L + N ln L,b=\alpha+\beta_NN+\beta_L\ln L_k+\beta_{NL}N\ln L_k,4,459,1.537408742510489,1.2399228776462223,0.6002836376404205,0.4480837705217212,0.49103622286222004,1.2197347695876943,0.5939736045067437,0.2241576363791017,0.7126394064271337,0.9637009695150083,0.24852784758918947,0.17150680590200348,0.11838484783545153,0.18860819143211127,0.9639117117418651,0.9615581277250302,0.24780535511498716,0.17124700877759672,0.11815882502282907,0.18805989070764736,3.070374701183245,-1.1913416908797547,12.38268338175951,13.746319745395873,21.942798408900238,0.9501530594631193,0.29123716822313533,0.1942236987097042,0.9535178779753457,0.2812357452767625,0.1991641909285719,-0.1088070567115759,0.008819927235900454,0.42837935174069625,0.8461289084905301,0.9337009695150082,3.518557779551496e-33,strong,0.7493253968253968,6.0,400,0.9575,2,3,\overline{|b|}=0.132 - 0.0736N - 0.155\ln L_k + 0.0996N\ln L_k,2.550954390174835e-32
GLM-4-9B-0414,direct,signed_error,N_piece10_lnL,segmented N at 10 + ln L,b=\alpha+\beta_NN+\beta_H(N-10)_++\beta_L\ln L_k,4,500,0.9736437448469287,0.9867338774193013,0.6831056418040691,0.14928036082786622,0.9805025801912125,0.9867338774193013,0.6831056418040691,0.5247295570978217,0.13949345851748707,0.9930239534581464,0.5866665142089148,0.4531127069038138,0.3688985198778747,0.08268328495540411,0.9930239534581463,0.9925689939010689,0.5866665142089152,0.4531127069038151,0.36889851987788785,0.08268328495540417,17.208879944701966,-44.281989685771116,98.56397937154223,99.92761573517859,108.12409439868296,0.989649933026505,0.7145920751555229,0.5587150852376579,0.9840226184674381,0.8878496310780172,0.67125583190188,0.03594734246125234,-0.04997958767010258,-0.16379351740696277,1.801119232625826,0.9630239534581464,1.3863018395533646e-49,strong,4.736000000000001,23.4,400,0.5925,2,3,\bar b=1.22 - 0.537N - 0.372(N-10)_+ - 0.0174\ln L_k,4.020275334704757e-48
GLM-4-9B-0414,direct,absolute_error,N_piece10_lnL,segmented N at 10 + ln L,b=\alpha+\beta_NN+\beta_H(N-10)_++\beta_L\ln L_k,4,500,0.8488354463926113,0.9213226613910087,0.6470118667549447,0.09469751494012994,0.982805963958677,0.9213226613910087,0.6470118667549448,0.5039359950048876,0.13099483947560822,0.9936389348759659,0.5574913944494996,0.42429385801314135,0.3329229270721076,0.07895469474042308,0.9936389348759659,0.9932240828026593,0.5574913944494995,0.4242938580131424,0.3329229270721138,0.07895469474042306,15.539832744262371,-41.73151607363252,93.46303214726504,94.8266685109014,103.02314717440576,0.9907013419525368,0.6740364545416989,0.5266597059638913,0.9861163443580911,0.8236167372495783,0.6092224859374047,-0.05428289968981059,0.09211924001940475,0.20605042016806724,1.9301622872862403,0.9636389348759659,1.6601887530250992e-50,strong,4.772,23.4,400,0.92,2,3,\overline{|b|}=-1.26 + 0.528N + 0.379(N-10)_+ + 0.111\ln L_k,4.8145473837727874e-49
GLM-4-9B-0414,enumeration_index,signed_error,N2_L2,quadratic N + quadratic L,b=\alpha+\beta_1N+\beta_2N^2+\beta_3L_k+\beta_4L_k^2,5,489,135.13657723757518,11.624825901387736,4.181490967690186,54.089959314513514,0.08028036841206798,11.704920613588406,4.192575501066956,1.5268864146508365,0.9580390463574127,0.3293846282977201,6.0500213994184415,3.3943508012918038,1.3980883987192523,0.8106806179181999,0.3331051697780866,0.2738256293139165,6.033215445042102,3.390317160470999,1.398958232302308,0.8084286818374737,1819.9844303147283,-160.81093215608303,333.62186431216605,335.5753526842591,345.0940023447349,0.14173373409527723,6.844333771836297,3.6354076751329285,-0.2769921840945653,8.348612011151138,3.6118107332611147,0.1681563603724355,-0.10583912683080544,0.42069627851140456,27.609891090268835,0.2843846282977201,0.0009077847626482526,weak,2.3039126984126987,40.111111111111114,400,1.0,4,4,\bar b=4.54 - 0.812N + 0.0288N^2 - 0.896L_k + 0.0624L_k^2,0.0010125291583384355
