model,mode,target,candidate,label,formula,k,parsed_n,seed_cv_mse,seed_cv_rmse,seed_cv_mae,seed_cv_se,request_oof_r2,request_oof_rmse,request_oof_mae,request_oof_median_ae,request_oof_nrmse_sd,cell_crossfit_r2,cell_crossfit_rmse,cell_crossfit_mae,cell_crossfit_median_ae,cell_crossfit_nrmse_sd,cell_fit_r2,cell_adjusted_r2,cell_fit_rmse,cell_fit_mae,cell_fit_median_ae,cell_fit_nrmse_sd,cell_sse_deviance,cell_log_likelihood,cell_aic,cell_aicc,cell_bic,leave_N_out_r2,leave_N_out_rmse,leave_N_out_mae,leave_L_out_r2,leave_L_out_rmse,leave_L_out_mae,residual_spearman_N,residual_spearman_L,abs_residual_spearman_fitted,max_abs_cell_residual,family,bootstrap_valid_reps,minimum_slope_sign_stability,slopes_ci_excluding_zero,slope_terms,numeric_formula
GLM-4-9B-0414,enumeration_index,signed_error,N_L_interaction,N + L + NL,b=\alpha+\beta_NN+\beta_LL_k+\beta_{NL}NL_k,4,489,136.83910885358418,11.697824962512653,3.9219626446545375,56.09459238912584,0.06838518655005932,11.78037015996099,3.934991862587188,1.3382673421312798,0.9642145356102808,0.28579705454431736,6.243541133307079,3.3225928663913527,1.2402780361326633,0.836611550569659,0.2938495254668131,0.24779623364943137,6.2082441279848695,3.3123838765764946,1.2402275616266834,0.8318818816650133,1927.1147576329306,-162.2408320026112,334.4816640052224,335.8453003688588,344.04177903236314,-0.7010243352107979,9.635525878944545,3.935957571417485,-0.6418518853312098,9.46645003066807,4.114141769537026,0.006031433298867845,-0.6242548499187323,0.44412965186074427,27.14667239221778,Enumerate,400,0.8225,2,3,\bar b=-0.359 - 0.254N + 0.145L_k + 0.0393NL_k
Gemma4-12B,enumeration_bullet,signed_error,N_L_interaction,N + L + NL,b=\alpha+\beta_NN+\beta_LL_k+\beta_{NL}NL_k,4,500,0.21903651754403114,0.46801337325340514,0.24862633806913875,0.0722121722043961,0.6394484356579856,0.4680133732534052,0.24862633806913875,0.15620724824222756,0.5998587010399452,0.9239685328110849,0.1822175783157815,0.12706483348786196,0.09504076068983539,0.27296673395330934,0.9239685328110849,0.9190099588639817,0.1822175783157815,0.12706483348786188,0.09504076068983433,0.27296673395330934,1.6601622923633985,14.180764373630128,-18.361528747260255,-16.997892383623892,-8.801413720119527,0.8576400283849037,0.24933746017034633,0.1604696448497171,0.8863945660713206,0.22273739564426537,0.1444348328861262,0.3915606497625004,0.17345856897270898,-0.2703001200480192,0.8498601305256022,Enumerate,400,0.955,2,3,\bar b=0.194 - 0.04N + 0.00441L_k - 0.00333NL_k
Gemma4-12B,enumeration_index,signed_error,N_L_interaction,N + L + NL,b=\alpha+\beta_NN+\beta_LL_k+\beta_{NL}NL_k,4,500,0.1844263858032523,0.4294489327070825,0.13618215792013122,0.08409134572978559,0.14584196723145915,0.4294489327070825,0.1361821579201312,0.02980180247350054,0.9232820352974511,0.7493797922378546,0.12596931798921515,0.06925996818032591,0.026657473113818282,0.49558834087062886,0.7493797922378544,0.7330349960794537,0.12596931798921515,0.06925996818032594,0.026657473113818428,0.49558834087062886,0.7934134537334002,32.63891882504903,-55.277837650098064,-53.9142012864617,-45.71772262295734,0.5220854220499718,0.17395298047887534,0.08907223459246115,-0.24570929347770964,0.280843959568004,0.1269737450426793,-0.10977208603939474,0.5203757069181268,-0.38765906362545016,0.5258230003571593,Enumerate,400,0.72,2,3,\bar b=-0.018 + 0.0115N + 0.00294L_k - 0.00261NL_k
Gemma4-E4B,enumeration_bullet,signed_error,N_L_interaction,N + L + NL,b=\alpha+\beta_NN+\beta_LL_k+\beta_{NL}NL_k,4,500,0.794312977177639,0.8912423784681914,0.4185813445636182,0.21515300406252968,0.5382019429865521,0.8912423784681914,0.4185813445636181,0.12324833121750042,0.6788773533558333,0.9317483333047425,0.2665576637485736,0.16906993185106103,0.08231381702605318,0.2586245026314257,0.9317483333047425,0.927297137650704,0.2665576637485736,0.16906993185106067,0.08231381702605073,0.2586245026314257,3.5526494051548823,-4.838692435698855,19.67738487139771,21.041021235034073,29.237499898538438,0.8993653847279879,0.3236743153560946,0.2032740939788065,0.8126240410188592,0.441663466727284,0.25072394142758986,-0.28058227706333205,0.19305840727470994,-0.3293637454981992,0.945394601237914,Enumerate,400,1.0,3,3,\bar b=-0.204 + 0.0565N + 0.0283L_k - 0.0125NL_k
Gemma4-E4B,enumeration_index,signed_error,N_L_interaction,N + L + NL,b=\alpha+\beta_NN+\beta_LL_k+\beta_{NL}NL_k,4,500,1.9738141767911999,1.4049249719437689,0.3940385658084285,1.43222261049449,0.1238769225072085,1.4049249719437689,0.3940385658084285,0.0918797298093601,0.9350779814206973,0.7019199279887322,0.41439442221801603,0.23921155994569276,0.10800345374542733,0.5404798521416339,0.701919927988732,0.682479923292345,0.4143944222180161,0.23921155994569257,0.10800345374542603,0.540479852141634,8.58613685827017,-26.900074258930694,63.80014851786139,65.16378488149775,73.36026354500211,0.5156681501525153,0.5282249912392791,0.29364809445459916,0.11518273554112024,0.7139605638869018,0.37474382533260836,-0.11507974734239845,-0.21559822132201112,-0.06112845138055222,1.5622604956220885,Enumerate,400,0.9425,2,3,\bar b=-0.234 + 0.0385N + 0.0478L_k - 0.00903NL_k
Qwen3-1.7B,enumeration_bullet,signed_error,N_L_interaction,N + L + NL,b=\alpha+\beta_NN+\beta_LL_k+\beta_{NL}NL_k,4,348,33.985804575385444,5.829734520146303,3.6854688428158378,3.879197330726901,0.490423130080468,5.729187527039673,3.5794818051732284,2.190246171867142,0.7128201516295596,0.7765011498864092,2.936101413253941,2.312068266749657,1.9937955126454125,0.4680052062865529,0.7813404281125133,0.7670800212502858,2.904140693442013,2.2824413735411095,1.9755871188168643,0.4629107694250989,421.70165836529276,-124.25380385743057,258.50760771486114,259.8712440784975,268.0677227420019,0.25659345020570246,5.354841211588726,3.6061042863866573,0.6865599913921958,3.477047477684598,2.5839781209284225,-0.43064433753916403,0.0989791834251051,0.38957983193277307,7.6849577591811356,Enumerate,400,0.6875,1,3,\bar b=-2.97 + 0.695N + 0.028L_k - 0.00861NL_k
Qwen3-1.7B,enumeration_index,signed_error,N_L_interaction,N + L + NL,b=\alpha+\beta_NN+\beta_LL_k+\beta_{NL}NL_k,4,391,810.6984273869386,28.472766416120134,19.81551790661162,137.7279671102334,0.3214479677057477,28.82847798196237,20.041799391032356,11.260574028810211,0.822688644082124,0.7901095625889734,10.361481612677359,7.654871964739576,6.065981117887732,0.4535334923275305,0.7897565147724993,0.7760449831272276,10.370192255985243,7.65243437328439,5.670143394075735,0.45391476680424336,5377.044371304816,-187.89370474531935,385.7874094906387,387.1510458542751,395.34752451777945,0.7268935566539235,11.81929323520161,8.88428997936432,0.2604475506030346,19.449570897488204,13.559940326714315,0.07937366221310083,0.26459781707701363,0.40993997599039617,37.74327893501278,Enumerate,400,0.71,2,3,\bar b=-1.7 + 0.0783N + 3.66L_k - 0.146NL_k
Qwen3-32B,enumeration_bullet,signed_error,N_L_interaction,N + L + NL,b=\alpha+\beta_NN+\beta_LL_k+\beta_{NL}NL_k,4,500,0.48196824012717654,0.694239324820466,0.31436883398278115,0.09944546144976707,0.30425408795388653,0.694239324820466,0.3143688339827811,0.10208069188216148,0.8332793170492241,0.8189401239950866,0.23504868926381028,0.15841049303659016,0.08789542799626202,0.42123470712278105,0.8189401239950866,0.8071318712121576,0.23504868926381026,0.15841049303659016,0.08789542799626202,0.421234707122781,2.7623943162317617,1.4512032368604655,7.097593526279069,8.461229889915433,16.6577085534198,0.5482280494829064,0.37128410401333356,0.21704507031401354,0.6489536743794158,0.3272871393968339,0.20262160876735527,-0.4697280253158277,0.11955901364220617,0.38957983193277307,0.8087476444903027,Enumerate,400,0.9175,2,3,\bar b=-0.0473 + 0.0132N - 0.0213L_k + 0.00433NL_k
Qwen3-32B,enumeration_index,signed_error,N_L_interaction,N + L + NL,b=\alpha+\beta_NN+\beta_LL_k+\beta_{NL}NL_k,4,500,1.611828783634812,1.2695781912252635,0.16824314731237072,1.5678225371844214,-0.010738534320357873,1.269578191225264,0.16824314731237072,0.045145468716199205,1.0043490714147731,0.13375834675606235,0.37310655132671383,0.13079951945798335,0.04451540536412839,0.9213668217268618,0.13375834675606235,0.07726432589232723,0.37310655132671383,0.1307995194579833,0.044515405364128444,0.9213668217268618,6.9604249321456875,-21.652364673326208,53.304729346652415,54.66836571028878,62.86484437379315,-0.10951955250634304,0.42226085559281873,0.1468499530399061,-0.01278607227316142,0.403433728087509,0.11259064980592237,0.05959056099281429,-0.6722744537586347,0.4343337334933973,2.476207229535776,Enumerate,400,0.9675,2,3,\bar b=-0.123 + 0.00704N + 0.0282L_k - 0.00181NL_k
Qwen3-4B,enumeration_bullet,signed_error,N_L_interaction,N + L + NL,b=\alpha+\beta_NN+\beta_LL_k+\beta_{NL}NL_k,4,487,1.4752558774832498,1.2146011186736367,0.4777860233955965,0.5878543139299702,-0.03410100958543394,1.1909820929790917,0.46984695782947417,0.13006704996452373,1.0158629823397116,0.11069464682568209,0.5591867110727792,0.27023169035939576,0.11588675543945975,0.9335519514793119,0.11531086127426249,0.05761374353127968,0.5577335070182426,0.26876796103510325,0.11582750820052565,0.931125853980665,15.553333242543406,-41.75322582672611,93.50645165345222,94.87008801708858,103.06656668059294,-0.12023692040250777,0.6276049057400378,0.29660593418159914,-3.9829696955658074,1.323657155342031,0.5645061975926727,0.03594734246125234,0.1528787387556079,-0.19452581032412963,3.0070881793892106,Enumerate,400,0.71,0,3,\bar b=0.23 - 0.012N - 0.00921L_k - 0.000852NL_k
Qwen3-4B,enumeration_index,signed_error,N_L_interaction,N + L + NL,b=\alpha+\beta_NN+\beta_LL_k+\beta_{NL}NL_k,4,495,11.483037926468716,3.388663147388468,0.7594343503605228,7.02480373631959,-0.09126166907178912,3.4042941951422208,0.7627547595680761,0.16318557794335603,1.0435789860108153,0.15925593331019494,0.7635921917599278,0.4558092139015624,0.20507038296396846,0.9077054507691408,0.1593395808361887,0.10451390132550542,0.7635542050592028,0.45579072470111925,0.2050738515832543,0.9076602948132826,29.15075120317956,-57.458368592727574,124.91673718545515,126.28037354909151,134.47685221259587,-1.646253691098012,1.3547068027487408,0.6530646446018187,-0.04949729865920216,0.8531398648172845,0.5105184239379441,-0.20675753348518972,-0.3126174209169161,0.554093637454982,2.6613382265992027,Enumerate,400,0.52,0,3,\bar b=0.184 - 0.019N - 0.00889L_k + 0.0042NL_k
Qwen3-8B,enumeration_bullet,signed_error,N_L_interaction,N + L + NL,b=\alpha+\beta_NN+\beta_LL_k+\beta_{NL}NL_k,4,500,0.8667945187276149,0.9310180012908531,0.42645162884422544,0.2614296187995349,0.44273212222964153,0.9310180012908531,0.4264516288442255,0.12688362943641743,0.7457568920330658,0.7425385900139609,0.5041578845450869,0.3178190833865462,0.17026694974872553,0.502306860182417,0.7425385900139609,0.7257476284931323,0.504157884545087,0.3178190833865466,0.17026694974872567,0.5023068601824171,12.708758627448862,-36.70363681117917,83.40727362235835,84.7709099859947,92.96738864949907,-0.02342859286053356,1.0051694137314673,0.5236051895699062,0.6928535014411122,0.5506596777060058,0.3344372155520656,0.5030215371255781,-0.11857902172710612,-0.30785114045618245,1.681106689707672,Enumerate,400,0.685,2,3,\bar b=0.0177 + 0.00921N + 0.0426L_k - 0.00959NL_k
Qwen3-8B,enumeration_index,signed_error,N_L_interaction,N + L + NL,b=\alpha+\beta_NN+\beta_LL_k+\beta_{NL}NL_k,4,500,0.20676681378696954,0.4547161903725988,0.14587751159833387,0.07487378157335622,0.15452160737430432,0.4547161903725988,0.14587751159833387,0.030897058530749998,0.9185790308081522,0.8621445888451141,0.09564273972755909,0.06115140079921968,0.02706485753901364,0.36755721042007616,0.8621445888451141,0.8531540185524042,0.09564273972755907,0.06115140079921984,0.02706485753901404,0.3675572104200761,0.4573766831296804,46.40984786727251,-82.81969573454502,-81.45605937090866,-73.2595807074043,0.7640320458257258,0.12513148911120708,0.06946811603765082,0.5368845420658079,0.17530113897713628,0.08742343436772443,0.17539408033107692,0.07643936937780395,0.19903961584633853,0.2951016702322493,Enumerate,400,1.0,3,3,\bar b=-0.0414 + 0.0148N + 0.0132L_k - 0.00329NL_k
