model_label,seed,gold_count,condition,layer,gold_centroid_squared_distance
Gemma4-E4B,1258,10,clean,41,51.492171114418035
Gemma4-E4B,1258,10,needle_corrupt,41,1152.5522771232233
Gemma4-E4B,1258,10,ordinary_control,41,71.38787250034811
Gemma4-E4B,1259,1,clean,41,28.988436966613527
Gemma4-E4B,1259,1,needle_corrupt,41,773.8247539851914
Gemma4-E4B,1259,1,ordinary_control,41,27.0638718326622
Gemma4-E4B,1259,2,clean,41,48.958058357890934
Gemma4-E4B,1259,2,needle_corrupt,41,894.3159798318475
Gemma4-E4B,1259,2,ordinary_control,41,54.020216225781354
Gemma4-E4B,1259,3,clean,41,58.70685646440553
Gemma4-E4B,1259,3,needle_corrupt,41,934.7930505733768
Gemma4-E4B,1259,3,ordinary_control,41,49.354881820192205
Gemma4-E4B,1259,4,clean,41,59.45448063209811
Gemma4-E4B,1259,4,needle_corrupt,41,994.147968470678
Gemma4-E4B,1259,4,ordinary_control,41,54.77366982519026
Gemma4-E4B,1259,5,clean,41,54.23516808804492
Gemma4-E4B,1259,5,needle_corrupt,41,1014.6411809959747
Gemma4-E4B,1259,5,ordinary_control,41,56.08079896443063
Gemma4-E4B,1259,6,clean,41,61.78111213272766
Gemma4-E4B,1259,6,needle_corrupt,41,926.6595013533247
Gemma4-E4B,1259,6,ordinary_control,41,67.68852614759945
Gemma4-E4B,1259,7,clean,41,47.19622519759401
Gemma4-E4B,1259,7,needle_corrupt,41,931.1902338552749
Gemma4-E4B,1259,7,ordinary_control,41,56.857459308969965
Gemma4-E4B,1259,8,clean,41,47.833530322979904
Gemma4-E4B,1259,8,needle_corrupt,41,873.3795525461643
Gemma4-E4B,1259,8,ordinary_control,41,48.24926313659838
Gemma4-E4B,1259,9,clean,41,50.911154060112835
Gemma4-E4B,1259,9,needle_corrupt,41,877.7148303788542
Gemma4-E4B,1259,9,ordinary_control,41,59.16404359136348
Gemma4-E4B,1259,10,clean,41,52.11032601191036
Gemma4-E4B,1259,10,needle_corrupt,41,943.4051497196525
Gemma4-E4B,1259,10,ordinary_control,41,56.779309982336216
Gemma4-E4B,1260,1,clean,41,11.099590975261641
Gemma4-E4B,1260,1,needle_corrupt,41,963.2987575893535
Gemma4-E4B,1260,1,ordinary_control,41,22.27532588469121
Gemma4-E4B,1260,2,clean,41,34.42831112698863
Gemma4-E4B,1260,2,needle_corrupt,41,917.4351877605544
Gemma4-E4B,1260,2,ordinary_control,41,35.437894494509365
Gemma4-E4B,1260,3,clean,41,38.09935026787256
Gemma4-E4B,1260,3,needle_corrupt,41,887.8019571031314
Gemma4-E4B,1260,3,ordinary_control,41,42.40468895829983
Gemma4-E4B,1260,4,clean,41,51.060512619628156
Gemma4-E4B,1260,4,needle_corrupt,41,905.258298546179
Gemma4-E4B,1260,4,ordinary_control,41,43.328494078641626
Gemma4-E4B,1260,5,clean,41,48.846579378475454
Gemma4-E4B,1260,5,needle_corrupt,41,872.9382840155154
Gemma4-E4B,1260,5,ordinary_control,41,45.45599435040634
Gemma4-E4B,1260,6,clean,41,37.937509054903295
Gemma4-E4B,1260,6,needle_corrupt,41,896.2743656968939
Gemma4-E4B,1260,6,ordinary_control,41,56.66548401827441
Gemma4-E4B,1260,7,clean,41,46.116558616331304
Gemma4-E4B,1260,7,needle_corrupt,41,867.7659660297577
Gemma4-E4B,1260,7,ordinary_control,41,71.62190906181186
Gemma4-E4B,1260,8,clean,41,30.743186921395683
Gemma4-E4B,1260,8,needle_corrupt,41,887.7762829470524
Gemma4-E4B,1260,8,ordinary_control,41,58.21863698127357
Gemma4-E4B,1260,9,clean,41,55.8034281693747
Gemma4-E4B,1260,9,needle_corrupt,41,908.5294802602756
Gemma4-E4B,1260,9,ordinary_control,41,61.713026985950684
Gemma4-E4B,1260,10,clean,41,67.78516629220289
Gemma4-E4B,1260,10,needle_corrupt,41,917.898970968695
Gemma4-E4B,1260,10,ordinary_control,41,37.21360012235047
Gemma4-E4B,1261,1,clean,41,47.71589742499301
Gemma4-E4B,1261,1,needle_corrupt,41,635.9213403467006
Gemma4-E4B,1261,1,ordinary_control,41,42.560774315224705
Gemma4-E4B,1261,2,clean,41,146.5311638910166
Gemma4-E4B,1261,2,needle_corrupt,41,945.614837976431
Gemma4-E4B,1261,2,ordinary_control,41,123.58120785974475
Gemma4-E4B,1261,3,clean,41,127.55035255282151
Gemma4-E4B,1261,3,needle_corrupt,41,1019.0494636908749
Gemma4-E4B,1261,3,ordinary_control,41,111.00963566986667
Gemma4-E4B,1261,4,clean,41,228.65964264638365
Gemma4-E4B,1261,4,needle_corrupt,41,1250.240073699919
Gemma4-E4B,1261,4,ordinary_control,41,241.09649253932963
Gemma4-E4B,1261,5,clean,41,93.5338927521023
Gemma4-E4B,1261,5,needle_corrupt,41,1107.562132293257
Gemma4-E4B,1261,5,ordinary_control,41,122.58267448143657
Gemma4-E4B,1261,6,clean,41,63.179222710177136
Gemma4-E4B,1261,6,needle_corrupt,41,1038.1311487887933
Gemma4-E4B,1261,6,ordinary_control,41,70.12312178745992
Gemma4-E4B,1261,7,clean,41,63.689925063456506
Gemma4-E4B,1261,7,needle_corrupt,41,967.945500355203
Gemma4-E4B,1261,7,ordinary_control,41,72.28546058638268
Gemma4-E4B,1261,8,clean,41,74.8288664567819
Gemma4-E4B,1261,8,needle_corrupt,41,879.03572273378
Gemma4-E4B,1261,8,ordinary_control,41,82.31884052186669
Gemma4-E4B,1261,9,clean,41,105.41093065270478
Gemma4-E4B,1261,9,needle_corrupt,41,860.4919928139532
Gemma4-E4B,1261,9,ordinary_control,41,117.9824374935993
Gemma4-E4B,1261,10,clean,41,101.63431679547763
Gemma4-E4B,1261,10,needle_corrupt,41,948.0678746313961
Gemma4-E4B,1261,10,ordinary_control,41,102.30200558152652
Gemma4-E4B,1262,1,clean,41,18.477973535243784
Gemma4-E4B,1262,1,needle_corrupt,41,1241.6304942342335
Gemma4-E4B,1262,1,ordinary_control,41,32.76331985682194
Gemma4-E4B,1262,2,clean,41,35.629811975820644
Gemma4-E4B,1262,2,needle_corrupt,41,997.6315295048714
Gemma4-E4B,1262,2,ordinary_control,41,47.763336671684804
Gemma4-E4B,1262,3,clean,41,83.33803690265168
Gemma4-E4B,1262,3,needle_corrupt,41,912.2946679084309
Gemma4-E4B,1262,3,ordinary_control,41,80.14738459766616
Gemma4-E4B,1262,4,clean,41,93.20991287578515
Gemma4-E4B,1262,4,needle_corrupt,41,922.8516420244935
Gemma4-E4B,1262,4,ordinary_control,41,73.62892473022646
Gemma4-E4B,1262,5,clean,41,97.90889795749648
Gemma4-E4B,1262,5,needle_corrupt,41,911.2191767917552
Gemma4-E4B,1262,5,ordinary_control,41,60.15473889766744
Gemma4-E4B,1262,6,clean,41,107.54266469100502
Gemma4-E4B,1262,6,needle_corrupt,41,918.0650398531318
Gemma4-E4B,1262,6,ordinary_control,41,108.79028568130194
Gemma4-E4B,1262,7,clean,41,68.16276912088584
Gemma4-E4B,1262,7,needle_corrupt,41,928.3390174514466
Gemma4-E4B,1262,7,ordinary_control,41,56.55732325352753
Gemma4-E4B,1262,8,clean,41,67.8932654625101
Gemma4-E4B,1262,8,needle_corrupt,41,919.8576616398994
Gemma4-E4B,1262,8,ordinary_control,41,66.21888603724561
Gemma4-E4B,1262,9,clean,41,49.22088943808293
Gemma4-E4B,1262,9,needle_corrupt,41,952.4671928943004
Gemma4-E4B,1262,9,ordinary_control,41,48.064363147669155
Gemma4-E4B,1262,10,clean,41,42.00402972968229
Gemma4-E4B,1262,10,needle_corrupt,41,936.483314699313
Gemma4-E4B,1262,10,ordinary_control,41,45.63389904881054
Gemma4-E4B,1263,1,clean,41,43.32770442618024
Gemma4-E4B,1263,1,needle_corrupt,41,776.4555616847681
Gemma4-E4B,1263,1,ordinary_control,41,37.64355903938237
Gemma4-E4B,1263,2,clean,41,32.08678681405742
Gemma4-E4B,1263,2,needle_corrupt,41,936.8184409011519
Gemma4-E4B,1263,2,ordinary_control,41,23.24492287693768
Gemma4-E4B,1263,3,clean,41,94.13210809589891
Gemma4-E4B,1263,3,needle_corrupt,41,1090.0209583786232
Gemma4-E4B,1263,3,ordinary_control,41,148.84361193451537
Gemma4-E4B,1263,4,clean,41,146.56236192549716
Gemma4-E4B,1263,4,needle_corrupt,41,1160.1403063410196
Gemma4-E4B,1263,4,ordinary_control,41,135.13498961096374
Gemma4-E4B,1263,5,clean,41,140.8590661043542
Gemma4-E4B,1263,5,needle_corrupt,41,1127.4296282758157
Gemma4-E4B,1263,5,ordinary_control,41,110.38295882335298
Gemma4-E4B,1263,6,clean,41,71.03280388997715
Gemma4-E4B,1263,6,needle_corrupt,41,1106.4022849806863
Gemma4-E4B,1263,6,ordinary_control,41,61.732253281391245
Gemma4-E4B,1263,7,clean,41,47.363268526911774
Gemma4-E4B,1263,7,needle_corrupt,41,1083.3950735801582
Gemma4-E4B,1263,7,ordinary_control,41,40.38117498126884
Gemma4-E4B,1263,8,clean,41,47.23164674491727
Gemma4-E4B,1263,8,needle_corrupt,41,1065.0907081263626
Gemma4-E4B,1263,8,ordinary_control,41,88.3381035467524
Gemma4-E4B,1263,9,clean,41,47.41823682152071
Gemma4-E4B,1263,9,needle_corrupt,41,1048.86366445663
Gemma4-E4B,1263,9,ordinary_control,41,55.12111542332565
Gemma4-E4B,1263,10,clean,41,42.06733625018242
Gemma4-E4B,1263,10,needle_corrupt,41,1094.3907746260222
Gemma4-E4B,1263,10,ordinary_control,41,62.26530461705228
Qwen3-8B,1254,1,clean,29,1348.8895738400388
Qwen3-8B,1254,1,needle_corrupt,29,32890.20405276376
Qwen3-8B,1254,1,ordinary_control,29,1161.3932484569432
Qwen3-8B,1254,2,clean,29,1025.4092372332386
Qwen3-8B,1254,2,needle_corrupt,29,50967.85069930629
Qwen3-8B,1254,2,ordinary_control,29,1152.1222470733946
Qwen3-8B,1254,3,clean,29,1053.650031677637
Qwen3-8B,1254,3,needle_corrupt,29,50856.49115980171
Qwen3-8B,1254,3,ordinary_control,29,1280.9891798564645
Qwen3-8B,1254,4,clean,29,1303.6759551158057
Qwen3-8B,1254,4,needle_corrupt,29,51529.098377109134
Qwen3-8B,1254,4,ordinary_control,29,1577.3807372013412
Qwen3-8B,1254,5,clean,29,1729.5774584322985
Qwen3-8B,1254,5,needle_corrupt,29,51900.27848337163
Qwen3-8B,1254,5,ordinary_control,29,2042.203151997775
Qwen3-8B,1254,6,clean,29,2440.985198565271
Qwen3-8B,1254,6,needle_corrupt,29,51939.588634522595
Qwen3-8B,1254,6,ordinary_control,29,2817.6045039225896
Qwen3-8B,1254,7,clean,29,2773.716994994477
Qwen3-8B,1254,7,needle_corrupt,29,52872.74586003435
Qwen3-8B,1254,7,ordinary_control,29,2894.500129190457
Qwen3-8B,1254,8,clean,29,2907.420462616995
Qwen3-8B,1254,8,needle_corrupt,29,53885.237267920515
Qwen3-8B,1254,8,ordinary_control,29,3249.980972087895
Qwen3-8B,1254,9,clean,29,1921.0447773011401
Qwen3-8B,1254,9,needle_corrupt,29,54839.296476525444
Qwen3-8B,1254,9,ordinary_control,29,1839.7362724308769
Qwen3-8B,1254,10,clean,29,1940.1376265160502
Qwen3-8B,1254,10,needle_corrupt,29,55702.774013255395
Qwen3-8B,1254,10,ordinary_control,29,2538.4994408891307
Qwen3-8B,1255,1,clean,29,2321.589870361884
Qwen3-8B,1255,1,needle_corrupt,29,33997.47918223878
Qwen3-8B,1255,1,ordinary_control,29,2815.3264558030623
Qwen3-8B,1255,2,clean,29,1940.5405259492368
Qwen3-8B,1255,2,needle_corrupt,29,50610.347897979314
Qwen3-8B,1255,2,ordinary_control,29,2519.1078651591624
Qwen3-8B,1255,3,clean,29,2146.7975755308657
Qwen3-8B,1255,3,needle_corrupt,29,50825.82759951071
Qwen3-8B,1255,3,ordinary_control,29,2042.0306236383447
Qwen3-8B,1255,4,clean,29,2213.8064995317227
Qwen3-8B,1255,4,needle_corrupt,29,52390.96115292968
Qwen3-8B,1255,4,ordinary_control,29,1793.6857505279345
Qwen3-8B,1255,5,clean,29,2802.923381400642
Qwen3-8B,1255,5,needle_corrupt,29,52363.021290714074
Qwen3-8B,1255,5,ordinary_control,29,2283.0785503763855
Qwen3-8B,1255,6,clean,29,2915.392309161179
Qwen3-8B,1255,6,needle_corrupt,29,52328.93426522372
Qwen3-8B,1255,6,ordinary_control,29,2916.912494197189
Qwen3-8B,1255,7,clean,29,3139.3534877763573
Qwen3-8B,1255,7,needle_corrupt,29,52585.562315968644
Qwen3-8B,1255,7,ordinary_control,29,3209.0816840795646
Qwen3-8B,1255,8,clean,29,2713.897643088504
Qwen3-8B,1255,8,needle_corrupt,29,54021.35008374968
Qwen3-8B,1255,8,ordinary_control,29,3185.92205133989
Qwen3-8B,1255,9,clean,29,2478.2047553519315
Qwen3-8B,1255,9,needle_corrupt,29,53237.03581466918
Qwen3-8B,1255,9,ordinary_control,29,2707.4981417960817
Qwen3-8B,1255,10,clean,29,2445.1521011000277
Qwen3-8B,1255,10,needle_corrupt,29,54462.495253672794
Qwen3-8B,1255,10,ordinary_control,29,2554.2431534189127
Qwen3-8B,1256,1,clean,29,1392.9911693657505
Qwen3-8B,1256,1,needle_corrupt,29,28736.749456991656
Qwen3-8B,1256,1,ordinary_control,29,1276.7624522928363
Qwen3-8B,1256,2,clean,29,1415.7585165992555
Qwen3-8B,1256,2,needle_corrupt,29,45372.12129928115
Qwen3-8B,1256,2,ordinary_control,29,1910.8976844518481
Qwen3-8B,1256,3,clean,29,2789.737282547485
Qwen3-8B,1256,3,needle_corrupt,29,45508.59326395931
Qwen3-8B,1256,3,ordinary_control,29,4259.431860535733
Qwen3-8B,1256,4,clean,29,4718.197546181911
Qwen3-8B,1256,4,needle_corrupt,29,45859.24172660858
Qwen3-8B,1256,4,ordinary_control,29,6749.357245359826
Qwen3-8B,1256,5,clean,29,4183.348703137708
Qwen3-8B,1256,5,needle_corrupt,29,46500.888409702835
Qwen3-8B,1256,5,ordinary_control,29,6330.516526093651
Qwen3-8B,1256,6,clean,29,4199.104224907779
Qwen3-8B,1256,6,needle_corrupt,29,46707.908004860095
Qwen3-8B,1256,6,ordinary_control,29,4898.440689993491
Qwen3-8B,1256,7,clean,29,4997.9013955837845
Qwen3-8B,1256,7,needle_corrupt,29,46994.11292259274
Qwen3-8B,1256,7,ordinary_control,29,5755.389661998077
Qwen3-8B,1256,8,clean,29,4604.423844142146
Qwen3-8B,1256,8,needle_corrupt,29,47918.15166913255
Qwen3-8B,1256,8,ordinary_control,29,5144.846196782159
Qwen3-8B,1256,9,clean,29,4140.182373120329
Qwen3-8B,1256,9,needle_corrupt,29,49695.39278766457
Qwen3-8B,1256,9,ordinary_control,29,3543.436230583826
Qwen3-8B,1256,10,clean,29,4458.438857691282
Qwen3-8B,1256,10,needle_corrupt,29,48068.126458239916
Qwen3-8B,1256,10,ordinary_control,29,3522.8388096269155
Qwen3-8B,1257,1,clean,29,3371.0617259409864
Qwen3-8B,1257,1,needle_corrupt,29,36157.89341707573
Qwen3-8B,1257,1,ordinary_control,29,3025.102371643554
Qwen3-8B,1257,2,clean,29,2184.9377961569644
Qwen3-8B,1257,2,needle_corrupt,29,52085.636444067015
Qwen3-8B,1257,2,ordinary_control,29,2045.1243002620752
Qwen3-8B,1257,3,clean,29,1968.4703774119448
Qwen3-8B,1257,3,needle_corrupt,29,53068.818180872506
Qwen3-8B,1257,3,ordinary_control,29,2329.756990121461
Qwen3-8B,1257,4,clean,29,3370.119896276423
Qwen3-8B,1257,4,needle_corrupt,29,54613.336043018935
Qwen3-8B,1257,4,ordinary_control,29,3074.657514921103
Qwen3-8B,1257,5,clean,29,2820.2226412412074
Qwen3-8B,1257,5,needle_corrupt,29,55266.13550804933
Qwen3-8B,1257,5,ordinary_control,29,2740.718844587507
Qwen3-8B,1257,6,clean,29,2898.1382787509715
Qwen3-8B,1257,6,needle_corrupt,29,54633.8493695588
Qwen3-8B,1257,6,ordinary_control,29,2805.5524985494208
Qwen3-8B,1257,7,clean,29,4023.4934448853783
Qwen3-8B,1257,7,needle_corrupt,29,54799.92555844178
Qwen3-8B,1257,7,ordinary_control,29,4281.494683574409
Qwen3-8B,1257,8,clean,29,4201.366777454354
Qwen3-8B,1257,8,needle_corrupt,29,54630.88360428322
Qwen3-8B,1257,8,ordinary_control,29,5267.3359362199235
Qwen3-8B,1257,9,clean,29,4188.198799288773
Qwen3-8B,1257,9,needle_corrupt,29,55699.82261049766
Qwen3-8B,1257,9,ordinary_control,29,4255.091384134255
Qwen3-8B,1257,10,clean,29,3978.7993689186774
Qwen3-8B,1257,10,needle_corrupt,29,56003.39259848989
Qwen3-8B,1257,10,ordinary_control,29,3891.429043253732
Qwen3-8B,1258,1,clean,29,1415.8319716800943
Qwen3-8B,1258,1,needle_corrupt,29,33884.46831565787
Qwen3-8B,1258,1,ordinary_control,29,1571.0703273342588
Qwen3-8B,1258,2,clean,29,1278.6538180513674
Qwen3-8B,1258,2,needle_corrupt,29,52354.32240333938
Qwen3-8B,1258,2,ordinary_control,29,1235.7131160113397
Qwen3-8B,1258,3,clean,29,2923.561500971242
Qwen3-8B,1258,3,needle_corrupt,29,51230.59161290691
Qwen3-8B,1258,3,ordinary_control,29,2511.3697115673276
Qwen3-8B,1258,4,clean,29,2083.441464411599
Qwen3-8B,1258,4,needle_corrupt,29,53088.811564390155
Qwen3-8B,1258,4,ordinary_control,29,1683.651316307999
Qwen3-8B,1258,5,clean,29,2624.9766032515936
Qwen3-8B,1258,5,needle_corrupt,29,53088.703782169556
Qwen3-8B,1258,5,ordinary_control,29,2227.567327471996
Qwen3-8B,1258,6,clean,29,2824.833015138845
Qwen3-8B,1258,6,needle_corrupt,29,53934.88821624019
Qwen3-8B,1258,6,ordinary_control,29,3107.3612421769753
Qwen3-8B,1258,7,clean,29,2044.9164426947405
Qwen3-8B,1258,7,needle_corrupt,29,54904.693625019114
Qwen3-8B,1258,7,ordinary_control,29,2085.865254853033
Qwen3-8B,1258,8,clean,29,2091.473516650284
Qwen3-8B,1258,8,needle_corrupt,29,54857.7717255078
Qwen3-8B,1258,8,ordinary_control,29,2261.4705185077255
Qwen3-8B,1258,9,clean,29,1975.2054766991314
Qwen3-8B,1258,9,needle_corrupt,29,56521.67653093611
Qwen3-8B,1258,9,ordinary_control,29,2079.6422933249596
Qwen3-8B,1258,10,clean,29,1966.5799479088919
Qwen3-8B,1258,10,needle_corrupt,29,57146.57282713524
Qwen3-8B,1258,10,ordinary_control,29,1660.9744011459757
Qwen3-8B,1259,1,clean,29,2168.1177968585744
Qwen3-8B,1259,1,needle_corrupt,29,33139.85793371663
Qwen3-8B,1259,1,ordinary_control,29,2173.7753546539425
Qwen3-8B,1259,2,clean,29,1712.4041702167667
Qwen3-8B,1259,2,needle_corrupt,29,50327.961531853565
Qwen3-8B,1259,2,ordinary_control,29,1980.8484151724795
Qwen3-8B,1259,3,clean,29,5049.4662729732045
Qwen3-8B,1259,3,needle_corrupt,29,51785.57898576054
Qwen3-8B,1259,3,ordinary_control,29,8089.691011528648
Qwen3-8B,1259,4,clean,29,3962.084826992791
Qwen3-8B,1259,4,needle_corrupt,29,52245.98467812379
Qwen3-8B,1259,4,ordinary_control,29,3534.892480269168
Qwen3-8B,1259,5,clean,29,3070.5377276960844
Qwen3-8B,1259,5,needle_corrupt,29,52169.6991697218
Qwen3-8B,1259,5,ordinary_control,29,2888.87549447574
Qwen3-8B,1259,6,clean,29,2384.679980953642
Qwen3-8B,1259,6,needle_corrupt,29,52096.347818476934
Qwen3-8B,1259,6,ordinary_control,29,3186.0890756286894
Qwen3-8B,1259,7,clean,29,2505.8630260375303
Qwen3-8B,1259,7,needle_corrupt,29,52981.04684083626
Qwen3-8B,1259,7,ordinary_control,29,3008.1316061945126
Qwen3-8B,1259,8,clean,29,2366.085329053493
Qwen3-8B,1259,8,needle_corrupt,29,53772.19066159178
Qwen3-8B,1259,8,ordinary_control,29,2216.5196746888414
Qwen3-8B,1259,9,clean,29,2451.0093542458762
Qwen3-8B,1259,9,needle_corrupt,29,54350.684511545944
Qwen3-8B,1259,9,ordinary_control,29,2724.761395330879
Qwen3-8B,1259,10,clean,29,2356.5742983451046
Qwen3-8B,1259,10,needle_corrupt,29,54535.82843750482
Qwen3-8B,1259,10,ordinary_control,29,2446.632601683482
Qwen3-8B,1260,1,clean,29,3389.152980468012
Qwen3-8B,1260,1,needle_corrupt,29,18947.268923571977
Qwen3-8B,1260,1,ordinary_control,29,3376.0502661444098
Qwen3-8B,1260,2,clean,29,1465.950144644503
Qwen3-8B,1260,2,needle_corrupt,29,52151.117232952
Qwen3-8B,1260,2,ordinary_control,29,1350.5802068893204
Qwen3-8B,1260,3,clean,29,3127.5495035771146
Qwen3-8B,1260,3,needle_corrupt,29,52808.92629329845
Qwen3-8B,1260,3,ordinary_control,29,3017.3047483687315
Qwen3-8B,1260,4,clean,29,2388.738316896439
Qwen3-8B,1260,4,needle_corrupt,29,54053.90236564733
Qwen3-8B,1260,4,ordinary_control,29,2815.3138616945107
Qwen3-8B,1260,5,clean,29,2509.776568002804
Qwen3-8B,1260,5,needle_corrupt,29,54694.785883732475
Qwen3-8B,1260,5,ordinary_control,29,3146.083686645454
Qwen3-8B,1260,6,clean,29,2337.145883505001
Qwen3-8B,1260,6,needle_corrupt,29,54843.51127581087
Qwen3-8B,1260,6,ordinary_control,29,2450.0073652719107
Qwen3-8B,1260,7,clean,29,2136.620073887075
Qwen3-8B,1260,7,needle_corrupt,29,54314.44878002592
Qwen3-8B,1260,7,ordinary_control,29,2130.403901953441
Qwen3-8B,1260,8,clean,29,1879.0740540227378
Qwen3-8B,1260,8,needle_corrupt,29,55272.97810660183
Qwen3-8B,1260,8,ordinary_control,29,1913.1927571467002
Qwen3-8B,1260,9,clean,29,1679.0822436372437
Qwen3-8B,1260,9,needle_corrupt,29,56242.935035333314
Qwen3-8B,1260,9,ordinary_control,29,1556.0533683592366
Qwen3-8B,1260,10,clean,29,1443.4117034743938
Qwen3-8B,1260,10,needle_corrupt,29,57273.91178088107
Qwen3-8B,1260,10,ordinary_control,29,1386.9393625333296
Qwen3-8B,1261,1,clean,29,6657.855413588259
Qwen3-8B,1261,1,needle_corrupt,29,31685.044171414287
Qwen3-8B,1261,1,ordinary_control,29,6410.221272741086
Qwen3-8B,1261,2,clean,29,6553.614907824989
Qwen3-8B,1261,2,needle_corrupt,29,43681.23922825658
Qwen3-8B,1261,2,ordinary_control,29,6559.17860834779
Qwen3-8B,1261,3,clean,29,7314.890439139606
Qwen3-8B,1261,3,needle_corrupt,29,44540.538258598615
Qwen3-8B,1261,3,ordinary_control,29,5827.7688778722695
Qwen3-8B,1261,4,clean,29,11005.482735875179
Qwen3-8B,1261,4,needle_corrupt,29,45934.60537419812
Qwen3-8B,1261,4,ordinary_control,29,11033.186560330527
Qwen3-8B,1261,5,clean,29,12964.564450458143
Qwen3-8B,1261,5,needle_corrupt,29,45284.00541040981
Qwen3-8B,1261,5,ordinary_control,29,13959.506470977394
Qwen3-8B,1261,6,clean,29,15056.786089266301
Qwen3-8B,1261,6,needle_corrupt,29,42390.69672546609
Qwen3-8B,1261,6,ordinary_control,29,18084.392914013668
Qwen3-8B,1261,7,clean,29,14895.934712907969
Qwen3-8B,1261,7,needle_corrupt,29,41868.45761072605
Qwen3-8B,1261,7,ordinary_control,29,16836.047177111726
Qwen3-8B,1261,8,clean,29,12375.660907397447
Qwen3-8B,1261,8,needle_corrupt,29,41898.92360559923
Qwen3-8B,1261,8,ordinary_control,29,12635.834416096975
Qwen3-8B,1261,9,clean,29,10826.91132364242
Qwen3-8B,1261,9,needle_corrupt,29,42378.587011800424
Qwen3-8B,1261,9,ordinary_control,29,12815.036781441544
Qwen3-8B,1261,10,clean,29,7384.150890056691
Qwen3-8B,1261,10,needle_corrupt,29,43387.606094863804
Qwen3-8B,1261,10,ordinary_control,29,7245.405912776908
Qwen3-8B,1262,1,clean,29,2656.4962584732457
Qwen3-8B,1262,1,needle_corrupt,29,36094.925301985
Qwen3-8B,1262,1,ordinary_control,29,2308.5315356283336
Qwen3-8B,1262,2,clean,29,1650.568432396264
Qwen3-8B,1262,2,needle_corrupt,29,51381.6385413508
Qwen3-8B,1262,2,ordinary_control,29,1407.010615660812
Qwen3-8B,1262,3,clean,29,8253.037917117192
Qwen3-8B,1262,3,needle_corrupt,29,52554.92747764399
Qwen3-8B,1262,3,ordinary_control,29,7361.839201196501
Qwen3-8B,1262,4,clean,29,5067.993604782908
Qwen3-8B,1262,4,needle_corrupt,29,53980.43789214794
Qwen3-8B,1262,4,ordinary_control,29,3845.0261314271042
Qwen3-8B,1262,5,clean,29,4134.654559185046
Qwen3-8B,1262,5,needle_corrupt,29,55177.06559348633
Qwen3-8B,1262,5,ordinary_control,29,3160.3132716245836
Qwen3-8B,1262,6,clean,29,3585.070463322106
Qwen3-8B,1262,6,needle_corrupt,29,54668.08331238334
Qwen3-8B,1262,6,ordinary_control,29,4145.282267938443
Qwen3-8B,1262,7,clean,29,2554.5042939342675
Qwen3-8B,1262,7,needle_corrupt,29,55976.603877839356
Qwen3-8B,1262,7,ordinary_control,29,2584.6677065403983
Qwen3-8B,1262,8,clean,29,1954.6773933850352
Qwen3-8B,1262,8,needle_corrupt,29,56850.71060890074
Qwen3-8B,1262,8,ordinary_control,29,1668.2097020659733
Qwen3-8B,1262,9,clean,29,2091.5313397006867
Qwen3-8B,1262,9,needle_corrupt,29,57162.28936417589
Qwen3-8B,1262,9,ordinary_control,29,1819.3497233427497
Qwen3-8B,1262,10,clean,29,1969.332614079686
Qwen3-8B,1262,10,needle_corrupt,29,58247.69855715289
Qwen3-8B,1262,10,ordinary_control,29,1830.4540406229073
Qwen3-8B,1263,1,clean,29,2797.2792500289306
Qwen3-8B,1263,1,needle_corrupt,29,35490.25592279139
Qwen3-8B,1263,1,ordinary_control,29,2824.124726883305
Qwen3-8B,1263,2,clean,29,1983.7001367382893
Qwen3-8B,1263,2,needle_corrupt,29,52009.10150971333
Qwen3-8B,1263,2,ordinary_control,29,2021.5266888009849
Qwen3-8B,1263,3,clean,29,3927.034226127006
Qwen3-8B,1263,3,needle_corrupt,29,53446.2621171002
Qwen3-8B,1263,3,ordinary_control,29,3894.370263960165
Qwen3-8B,1263,4,clean,29,6879.44720540299
Qwen3-8B,1263,4,needle_corrupt,29,54361.16044141166
Qwen3-8B,1263,4,ordinary_control,29,6628.828303864608
Qwen3-8B,1263,5,clean,29,7659.186225111251
Qwen3-8B,1263,5,needle_corrupt,29,55523.28821841855
Qwen3-8B,1263,5,ordinary_control,29,5476.802220872427
Qwen3-8B,1263,6,clean,29,6833.035041140625
Qwen3-8B,1263,6,needle_corrupt,29,54899.25646725057
Qwen3-8B,1263,6,ordinary_control,29,5899.753909974366
Qwen3-8B,1263,7,clean,29,7838.338019232875
Qwen3-8B,1263,7,needle_corrupt,29,55957.999178638805
Qwen3-8B,1263,7,ordinary_control,29,5361.9022971628965
Qwen3-8B,1263,8,clean,29,7551.318612771494
Qwen3-8B,1263,8,needle_corrupt,29,56623.349684205525
Qwen3-8B,1263,8,ordinary_control,29,8619.627336779777
Qwen3-8B,1263,9,clean,29,7876.982021951593
Qwen3-8B,1263,9,needle_corrupt,29,58860.14234617792
Qwen3-8B,1263,9,ordinary_control,29,9159.604124775455
Qwen3-8B,1263,10,clean,29,5709.196242020903
Qwen3-8B,1263,10,needle_corrupt,29,59465.23340704544
Qwen3-8B,1263,10,ordinary_control,29,8819.545553560838
Qwen3-8B,1254,1,clean,35,5463.4074268022505
Qwen3-8B,1254,1,needle_corrupt,35,180685.10726590938
Qwen3-8B,1254,1,ordinary_control,35,5058.640988737619
Qwen3-8B,1254,2,clean,35,4168.07556412221
