model_label,layer,metric,estimand,native_minus_nonthinking,jackknife_se,ci_low_normal,ci_high_normal,jackknife_seed_count
Gemma4-E4B,0,centroid_nearest_squared,quality_slope_per_index,278.54623897436903,40.12464471783516,199.9019353274121,357.19054262132596,10
Gemma4-E4B,0,centroid_nearest_squared,quality_spearman,0.9751996586935876,0.3789871293953108,0.2323848850787784,1.7180144323083968,10
Gemma4-E4B,0,centroid_nearest_squared,late_8_10_minus_early_1_3,1719.6775334676108,268.54955944065864,1193.3203969639198,2246.034669971302,10
Gemma4-E4B,0,class_nc1_ratio,quality_slope_per_index,2.1010867755086604,2.2802230092041733,-2.368150322531519,6.57032387354884,10
Gemma4-E4B,0,class_nc1_ratio,quality_spearman,-0.08484848484848484,0.7216235139376824,-1.4992305721663426,1.3295336024693727,10
Gemma4-E4B,0,class_nc1_ratio,late_8_10_minus_early_1_3,22.09592801886629,18.85715278234281,-14.864091434525612,59.05594747225819,10
Gemma4-E4B,0,fisher_nearest,quality_slope_per_index,34.08350697392141,522.5650643967123,-990.1440192436346,1058.3110331914775,10
Gemma4-E4B,0,fisher_nearest,quality_spearman,-0.2545454545454545,0.8639329634232369,-1.947854062854999,1.4387631537640897,10
Gemma4-E4B,0,fisher_nearest,late_8_10_minus_early_1_3,208.28890408366044,3193.449961236694,-6050.873019940259,6467.4508281075805,10
Gemma4-E4B,0,logistic_f1,quality_slope_per_index,-0.015186076112335665,0.02420371932924562,-0.06262536599765707,0.03225321377298575,10
Gemma4-E4B,0,logistic_f1,quality_spearman,0.06707441766510147,0.45654158005127754,-0.8277470792354025,0.9618959145656054,10
Gemma4-E4B,0,logistic_f1,late_8_10_minus_early_1_3,-0.22340285006435684,0.17136724635000547,-0.5592826529103676,0.11247695278165387,10
Gemma4-E4B,0,logistic_precision,quality_slope_per_index,-0.05206004235416009,0.030331493137750673,-0.1115097689041514,0.007389684195831227,10
Gemma4-E4B,0,logistic_precision,quality_spearman,-0.13883046692108292,0.4465785511521873,-1.01412442717937,0.7364634933372042,10
