model_label,mode,layer,metric,quality_direction,quality_slope_per_index,quality_spearman,late_8_10_minus_early_1_3
Gemma4-E4B,non_thinking,0,centroid_nearest_squared,higher,-16.312154966412173,-0.8353813836471727,-104.46796671549478
Gemma4-E4B,non_thinking,0,class_nc1_ratio,lower,0.9187618352130091,0.3696969696969697,5.915850491206802
Gemma4-E4B,non_thinking,0,fisher_nearest,higher,0.001771904846528853,0.3696969696969697,0.017670676645428374
Gemma4-E4B,non_thinking,0,logistic_f1,higher,-0.020777246957939307,-0.58537673598634,-0.10200119033968363
Gemma4-E4B,non_thinking,0,logistic_precision,higher,-0.016817191523073868,-0.5504818825631803,-0.06946778711484597
Gemma4-E4B,non_thinking,0,logistic_recall,higher,-0.029696969696969677,-0.5720775535473555,-0.16666666666666663
Gemma4-E4B,non_thinking,0,mean_bhattacharyya,higher,-0.0439927340757967,-0.6363636363636362,-0.34800012244118617
Gemma4-E4B,non_thinking,0,min_bhattacharyya,higher,-0.03961941274729635,-0.8318392892065836,-0.2993081112702689
Gemma4-E4B,non_thinking,0,nc2_class_cosine_deviation,lower,-0.016016651081249486,-0.4666666666666666,-0.09594805684293245
Gemma4-E4B,non_thinking,0,ncc_recall,higher,-0.020606060606060576,-0.2032404582259038,-0.1333333333333333
Gemma4-E4B,non_thinking,0,silhouette_cosine,higher,-0.003972226268414291,-0.05454545454545454,-0.027765687555074692
Gemma4-E4B,non_thinking,0,within_trace,lower,263.9665164831913,0.9030303030303028,1891.7737223307292
Gemma4-E4B,native_thinking,0,centroid_nearest_squared,higher,262.2340840079569,0.13981827504641486,1615.209566752116
Gemma4-E4B,native_thinking,0,class_nc1_ratio,lower,3.0198486107216693,0.28484848484848485,28.01177851007309
Gemma4-E4B,native_thinking,0,fisher_nearest,higher,34.08527887876794,0.11515151515151514,208.30657476030586
Gemma4-E4B,native_thinking,0,logistic_f1,higher,-0.03596332307027497,-0.5183023183212385,-0.3254040404040405
Gemma4-E4B,native_thinking,0,logistic_precision,higher,-0.06887723387723396,-0.6893123494842632,-0.47863247863247854
Gemma4-E4B,native_thinking,0,logistic_recall,higher,0.0025974025974026304,-0.19694638556693236,-0.08571428571428563
Gemma4-E4B,native_thinking,0,mean_bhattacharyya,higher,3.4717547804317896,0.43030303030303024,21.308794708991492
Gemma4-E4B,native_thinking,0,min_bhattacharyya,higher,3.7547683428634304,0.13981827504641486,22.994127675890923
Gemma4-E4B,native_thinking,0,nc2_class_cosine_deviation,lower,-0.011722144246480444,-0.17575757575757575,-0.0660821720804452
Gemma4-E4B,native_thinking,0,ncc_recall,higher,0.05818181818181821,0.39520337841945463,0.4
Gemma4-E4B,native_thinking,0,silhouette_cosine,higher,0.07121617053494311,0.28484848484848485,0.455056111017863
Gemma4-E4B,native_thinking,0,within_trace,lower,145.16783407384693,0.6969696969696969,908.6280832290649
Gemma4-E4B,non_thinking,1,centroid_nearest_squared,higher,-14.40382394501657,-0.8109906863144085,-93.36235809326173
Gemma4-E4B,non_thinking,1,class_nc1_ratio,lower,0.7191636461708325,0.38181818181818183,4.131899431240994
Gemma4-E4B,non_thinking,1,fisher_nearest,higher,0.001633303420598127,0.0303030303030303,0.016359811504767133
Gemma4-E4B,non_thinking,1,logistic_f1,higher,-0.0007619996750431514,-0.09090909090909088,-0.011996336996336981
Gemma4-E4B,non_thinking,1,logistic_precision,higher,-0.004724123173321032,-0.15197638592001614,-0.024004753416518115
Gemma4-E4B,non_thinking,1,logistic_recall,higher,0.0018181818181818225,-0.06854301009605542,0.0
Gemma4-E4B,non_thinking,1,mean_bhattacharyya,higher,-0.03871422540459167,-0.6242424242424242,-0.2632885398688143
