model_label,role,layer,algorithm,rows,seeds,count_classes,count_class_count,accuracy,accuracy_ci95_low,accuracy_ci95_high,seed_accuracy_sd,chance_accuracy,balanced_accuracy,count_mae,signed_error,pca_components
Qwen3-8B,prompt_running,17,shrinkage_lda,300,30,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.4533333333333333,0.4066666666666666,0.5000000000000001,0.13578211078487254,0.1,0.4533333333333333,0.91,0.08333333333333333,32
Qwen3-8B,prompt_running,17,knn_k5_cosine,300,30,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.38,0.34,0.42000000000000004,0.11264836959500919,0.1,0.38000000000000006,1.3133333333333332,-0.42,32
Qwen3-8B,prompt_running,18,logistic_l2,300,30,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.44,0.38999999999999996,0.4933333333333333,0.14762487408386116,0.1,0.44000000000000006,0.78,0.02666666666666667,32
Qwen3-8B,prompt_running,18,ridge_classifier,300,30,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.4066666666666667,0.37333333333333335,0.44000000000000006,0.09444331755018488,0.1,0.4066666666666666,0.97,0.09,32
Qwen3-8B,prompt_running,18,linear_svm,300,30,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.46,0.4100000000000001,0.5099999999999999,0.13796551293211173,0.1,0.45999999999999996,0.8466666666666667,0.05333333333333334,32
Qwen3-8B,prompt_running,18,nearest_centroid,300,30,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.43666666666666665,0.40000000000000013,0.47333333333333333,0.09994251221140299,0.1,0.4366666666666667,0.88,0.19333333333333333,32
Qwen3-8B,prompt_running,18,shrinkage_lda,300,30,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.42333333333333334,0.3733333333333333,0.4766666666666666,0.1478193989726777,0.1,0.42333333333333334,0.9766666666666667,0.05,32
Qwen3-8B,prompt_running,18,knn_k5_cosine,300,30,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.36,0.3233333333333334,0.3966666666666667,0.1037237710925281,0.1,0.36,1.2766666666666666,-0.4633333333333333,32
Qwen3-8B,prompt_running,19,logistic_l2,300,30,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.45666666666666667,0.41333333333333333,0.5,0.1250746903290971,0.1,0.45666666666666667,0.79,0.03666666666666667,32
Qwen3-8B,prompt_running,19,ridge_classifier,300,30,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.4166666666666667,0.38333333333333347,0.45,0.09128709291752767,0.1,0.4166666666666667,0.9766666666666667,0.016666666666666666,32
Qwen3-8B,prompt_running,19,linear_svm,300,30,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.4633333333333333,0.42666666666666675,0.49666666666666676,0.09994251221140299,0.1,0.4633333333333334,0.8666666666666667,0.02666666666666667,32
Qwen3-8B,prompt_running,19,nearest_centroid,300,30,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.41333333333333333,0.38000000000000006,0.4433333333333334,0.08995528902176073,0.1,0.4133333333333333,0.96,0.12,32
Qwen3-8B,prompt_running,19,shrinkage_lda,300,30,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.43666666666666665,0.38999999999999996,0.4800000000000001,0.12994251602637363,0.1,0.4366666666666667,0.99,0.03666666666666667,32
Qwen3-8B,prompt_running,19,knn_k5_cosine,300,30,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.41,0.3666666666666666,0.4566666666666667,0.132222383206058,0.1,0.41,1.1766666666666667,-0.43,32
Qwen3-8B,prompt_running,20,logistic_l2,300,30,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.47333333333333333,0.4266666666666667,0.5200833333333322,0.13628907749221197,0.1,0.4733333333333333,0.8233333333333334,0.08333333333333333,32
Qwen3-8B,prompt_running,20,ridge_classifier,300,30,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.41,0.3766666666666667,0.44666666666666666,0.09948141396330237,0.1,0.41000000000000003,1.0833333333333333,-0.023333333333333334,32
Qwen3-8B,prompt_running,20,linear_svm,300,30,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.45666666666666667,0.4066666666666667,0.5033333333333334,0.13817363722139075,0.1,0.45666666666666667,0.9066666666666666,0.0,32
Qwen3-8B,prompt_running,20,nearest_centroid,300,30,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.4166666666666667,0.3766666666666667,0.45999999999999996,0.11768846465411839,0.1,0.41666666666666663,1.0133333333333334,0.013333333333333334,32
Qwen3-8B,prompt_running,20,shrinkage_lda,300,30,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.41333333333333333,0.36666666666666664,0.45999999999999996,0.13321834121764767,0.1,0.4133333333333334,1.0166666666666666,-0.07666666666666666,32
Qwen3-8B,prompt_running,20,knn_k5_cosine,300,30,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.35333333333333333,0.3166666666666667,0.39,0.10416609195243756,0.1,0.35333333333333333,1.4066666666666667,-0.5333333333333333,32
Qwen3-8B,prompt_running,21,logistic_l2,300,30,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.4766666666666667,0.43333333333333346,0.5199999999999999,0.11943352886058402,0.1,0.4766666666666667,0.82,-0.1,32
Qwen3-8B,prompt_running,21,ridge_classifier,300,30,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.43,0.3933333333333333,0.46666666666666673,0.10875470659652645,0.1,0.43,1.04,-0.07333333333333333,32
Qwen3-8B,prompt_running,21,linear_svm,300,30,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.4533333333333333,0.42000000000000004,0.4866666666666667,0.09371024061116426,0.1,0.4533333333333334,0.9066666666666666,-0.06666666666666667,32
Qwen3-8B,prompt_running,21,nearest_centroid,300,30,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.42333333333333334,0.3833333333333334,0.4666666666666667,0.119433528860584,0.1,0.42333333333333334,0.99,-0.13,32
Qwen3-8B,prompt_running,21,shrinkage_lda,300,30,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.43,0.38,0.4833333333333333,0.1465699785791403,0.1,0.43,0.9433333333333334,-0.08333333333333333,32
Qwen3-8B,prompt_running,21,knn_k5_cosine,300,30,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.37666666666666665,0.3366666666666667,0.41666666666666674,0.11351236704106019,0.1,0.37666666666666665,1.39,-0.5033333333333333,32
Qwen3-8B,prompt_running,22,logistic_l2,300,30,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.43666666666666665,0.39666666666666667,0.4766666666666667,0.1159171325093724,0.1,0.43666666666666665,0.99,-0.023333333333333334,32
Qwen3-8B,prompt_running,22,ridge_classifier,300,30,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.4066666666666667,0.36666666666666664,0.4466666666666668,0.11724814044061257,0.1,0.40666666666666673,1.23,0.056666666666666664,32
Qwen3-8B,prompt_running,22,linear_svm,300,30,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.42,0.3766666666666667,0.4666666666666667,0.12972118642263702,0.1,0.42000000000000004,1.0366666666666666,-0.12333333333333334,32
Qwen3-8B,prompt_running,22,nearest_centroid,300,30,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.4,0.36,0.4400000000000001,0.1174440439029407,0.1,0.4,1.2266666666666666,-0.013333333333333334,32
Qwen3-8B,prompt_running,22,shrinkage_lda,300,30,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.41333333333333333,0.3633333333333334,0.46333333333333326,0.13829836145670416,0.1,0.4133333333333333,1.12,-0.04666666666666667,32
Qwen3-8B,prompt_running,22,knn_k5_cosine,300,30,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.3466666666666667,0.31,0.3866666666666667,0.11058881072455415,0.1,0.3466666666666667,1.7133333333333334,-0.72,32
Qwen3-8B,prompt_running,23,logistic_l2,300,30,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.38333333333333336,0.33333333333333337,0.4366666666666667,0.14641305136221772,0.1,0.38333333333333336,1.22,0.013333333333333334,32
Qwen3-8B,prompt_running,23,ridge_classifier,300,30,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.3433333333333333,0.30333333333333334,0.3866666666666667,0.1222866427231762,0.1,0.3433333333333334,1.4266666666666667,-0.02,32
Qwen3-8B,prompt_running,23,linear_svm,300,30,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.4033333333333333,0.35333333333333344,0.45333333333333337,0.14259499757471622,0.1,0.4033333333333333,1.16,0.006666666666666667,32
Qwen3-8B,prompt_running,23,nearest_centroid,300,30,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.35333333333333333,0.30666666666666675,0.4033333333333333,0.1332183412176477,0.1,0.3533333333333334,1.3533333333333333,0.08666666666666667,32
Qwen3-8B,prompt_running,23,shrinkage_lda,300,30,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.3566666666666667,0.30333333333333334,0.41666666666666663,0.15687318254659988,0.1,0.3566666666666667,1.36,0.013333333333333334,32
Qwen3-8B,prompt_running,23,knn_k5_cosine,300,30,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.30333333333333334,0.26666666666666666,0.3400000000000001,0.10661996103898191,0.1,0.30333333333333334,1.8,-0.84,32
Qwen3-8B,prompt_running,24,logistic_l2,300,30,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.37,0.3200000000000001,0.4233333333333334,0.14419813954512678,0.1,0.37,1.2633333333333334,-0.056666666666666664,32
Qwen3-8B,prompt_running,24,ridge_classifier,300,30,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.3466666666666667,0.3100000000000001,0.3866666666666667,0.10416609195243756,0.1,0.3466666666666667,1.4866666666666666,-0.18,32
Qwen3-8B,prompt_running,24,linear_svm,300,30,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.3433333333333333,0.3032499999999999,0.38666666666666666,0.119433528860584,0.1,0.3433333333333334,1.35,0.016666666666666666,32
Qwen3-8B,prompt_running,24,nearest_centroid,300,30,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.3433333333333333,0.30666666666666664,0.3833333333333334,0.11043279539543756,0.1,0.3433333333333334,1.5066666666666666,0.11333333333333333,32
Qwen3-8B,prompt_running,24,shrinkage_lda,300,30,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.3466666666666667,0.2966666666666667,0.4000000000000001,0.14558640835892125,0.1,0.3466666666666667,1.4433333333333334,0.023333333333333334,32
Qwen3-8B,prompt_running,24,knn_k5_cosine,300,30,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.3,0.2700000000000001,0.33000000000000007,0.08709883407113855,0.1,0.3,1.8966666666666667,-0.8433333333333334,32
Qwen3-8B,prompt_running,25,logistic_l2,300,30,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.36666666666666664,0.31333333333333335,0.42000000000000004,0.15610194134588468,0.1,0.3666666666666667,1.26,0.06666666666666667,32
Qwen3-8B,prompt_running,25,ridge_classifier,300,30,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.32,0.27666666666666667,0.37000000000000005,0.13235271579877136,0.1,0.32,1.5833333333333333,-0.07,32
Qwen3-8B,prompt_running,25,linear_svm,300,30,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.3466666666666667,0.30333333333333334,0.39333333333333337,0.13060425438846857,0.1,0.3466666666666667,1.39,0.15,32
Qwen3-8B,prompt_running,25,nearest_centroid,300,30,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.31333333333333335,0.2666666666666667,0.36666666666666664,0.14076964145021822,0.1,0.31333333333333335,1.6766666666666667,0.20333333333333334,32
Qwen3-8B,prompt_running,25,shrinkage_lda,300,30,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.30333333333333334,0.25,0.3666666666666666,0.1650148025404729,0.1,0.30333333333333334,1.6033333333333333,0.13666666666666666,32
Qwen3-8B,prompt_running,25,knn_k5_cosine,300,30,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.28,0.25000000000000006,0.31333333333333335,0.08866830868758716,0.1,0.28,2.1033333333333335,-1.0366666666666666,32
Qwen3-8B,prompt_running,26,logistic_l2,300,30,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.36333333333333334,0.3133333333333334,0.41666666666666674,0.14499306364701425,0.1,0.3633333333333333,1.33,0.11,32
Qwen3-8B,prompt_running,26,ridge_classifier,300,30,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.3466666666666667,0.30333333333333334,0.3966666666666667,0.13321834121764772,0.1,0.3466666666666667,1.52,0.02666666666666667,32
Qwen3-8B,prompt_running,26,linear_svm,300,30,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.32,0.2800000000000001,0.3600000000000001,0.1126483695950092,0.1,0.31999999999999995,1.48,0.17333333333333334,32
Qwen3-8B,prompt_running,26,nearest_centroid,300,30,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.3466666666666667,0.29666666666666663,0.4066666666666668,0.15698305055298023,0.1,0.3466666666666667,1.5266666666666666,0.16,32
Qwen3-8B,prompt_running,26,shrinkage_lda,300,30,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.3233333333333333,0.2733333333333333,0.38000000000000006,0.15465943304527224,0.1,0.32333333333333336,1.58,0.11333333333333333,32
Qwen3-8B,prompt_running,26,knn_k5_cosine,300,30,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.29333333333333333,0.25666666666666665,0.3333333333333333,0.10806553992619584,0.1,0.29333333333333333,2.25,-1.03,32
Qwen3-8B,prompt_running,27,logistic_l2,300,30,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.33666666666666667,0.2933333333333333,0.3833333333333334,0.13256965204630416,0.1,0.33666666666666667,1.4133333333333333,0.07333333333333333,32
Qwen3-8B,prompt_running,27,ridge_classifier,300,30,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.32,0.2733333333333333,0.37000000000000005,0.13995073024658256,0.1,0.31999999999999995,1.66,-0.013333333333333334,32
Qwen3-8B,prompt_running,27,linear_svm,300,30,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.3233333333333333,0.27666666666666667,0.37333333333333335,0.13565507307349295,0.1,0.3233333333333333,1.5166666666666666,0.22333333333333333,32
Qwen3-8B,prompt_running,27,nearest_centroid,300,30,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.30666666666666664,0.26333333333333336,0.3533333333333334,0.1311312407431981,0.1,0.30666666666666664,1.7,0.16666666666666666,32
Qwen3-8B,prompt_running,27,shrinkage_lda,300,30,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.31666666666666665,0.2733333333333333,0.3666666666666666,0.13152509484776145,0.1,0.31666666666666665,1.66,0.25333333333333335,32
Qwen3-8B,prompt_running,27,knn_k5_cosine,300,30,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.26,0.2333333333333333,0.29,0.08136762043449726,0.1,0.26,2.3366666666666664,-0.8966666666666666,32
Qwen3-8B,prompt_running,28,logistic_l2,300,30,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.3233333333333333,0.2733333333333333,0.37666666666666676,0.15013403972802927,0.1,0.3233333333333333,1.5533333333333332,0.19333333333333333,32
Qwen3-8B,prompt_running,28,ridge_classifier,300,30,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.3333333333333333,0.2866666666666667,0.38333333333333347,0.1422318004437519,0.1,0.3333333333333333,1.67,0.05,32
Qwen3-8B,prompt_running,28,linear_svm,300,30,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.30666666666666664,0.2566666666666667,0.36333333333333334,0.14840144374549438,0.1,0.30666666666666664,1.6433333333333333,0.15666666666666668,32
Qwen3-8B,prompt_running,28,nearest_centroid,300,30,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.32,0.2766666666666666,0.37000000000000005,0.1349329335326411,0.1,0.32000000000000006,1.7066666666666668,0.22,32
Qwen3-8B,prompt_running,28,shrinkage_lda,300,30,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.30666666666666664,0.25666666666666665,0.36333333333333334,0.15297809925141154,0.1,0.3066666666666667,1.76,0.29333333333333333,32
Qwen3-8B,prompt_running,28,knn_k5_cosine,300,30,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.24333333333333335,0.20333333333333334,0.2834166666666655,0.11351236704106017,0.1,0.24333333333333332,2.4633333333333334,-0.87,32
Qwen3-8B,prompt_running,29,logistic_l2,300,30,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.32,0.27666666666666667,0.36666666666666675,0.12703515668696896,0.1,0.32,1.5766666666666667,0.14333333333333334,32
Qwen3-8B,prompt_running,29,ridge_classifier,300,30,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.30666666666666664,0.26666666666666666,0.35,0.11724814044061257,0.1,0.3066666666666667,1.84,-0.05333333333333334,32
Qwen3-8B,prompt_running,29,linear_svm,300,30,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.2866666666666667,0.24333333333333332,0.3333333333333333,0.1252124631158585,0.1,0.2866666666666666,1.7366666666666666,0.22333333333333333,32
Qwen3-8B,prompt_running,29,nearest_centroid,300,30,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.31,0.26666666666666666,0.36,0.132222383206058,0.1,0.31000000000000005,1.8033333333333332,0.17666666666666667,32
Qwen3-8B,prompt_running,29,shrinkage_lda,300,30,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.30333333333333334,0.25333333333333335,0.3566666666666667,0.1473521078171633,0.1,0.30333333333333334,1.8166666666666667,0.18333333333333332,32
Qwen3-8B,prompt_running,29,knn_k5_cosine,300,30,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.24,0.21,0.2733333333333333,0.08944271909999157,0.1,0.24,2.4433333333333334,-0.9833333333333333,32
Qwen3-8B,prompt_running,30,logistic_l2,300,30,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.30333333333333334,0.25333333333333335,0.35666666666666663,0.14259499757471625,0.1,0.30333333333333334,1.74,0.06666666666666667,32
Qwen3-8B,prompt_running,30,ridge_classifier,300,30,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.29,0.2533333333333333,0.32666666666666677,0.10618786215460559,0.1,0.29,1.9666666666666666,-0.013333333333333334,32
Qwen3-8B,prompt_running,30,linear_svm,300,30,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.31666666666666665,0.2700000000000001,0.36666666666666675,0.1366680683976335,0.1,0.31666666666666665,1.73,0.13,32
Qwen3-8B,prompt_running,30,nearest_centroid,300,30,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.31333333333333335,0.2666666666666667,0.3633333333333333,0.1332183412176477,0.1,0.31333333333333335,1.8533333333333333,0.04666666666666667,32
Qwen3-8B,prompt_running,30,shrinkage_lda,300,30,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.31666666666666665,0.2733333333333334,0.36333333333333334,0.12617266038997935,0.1,0.31666666666666665,1.8566666666666667,0.05,32
Qwen3-8B,prompt_running,30,knn_k5_cosine,300,30,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.22333333333333333,0.1933333333333333,0.25666666666666665,0.0897634182970313,0.1,0.22333333333333338,2.4766666666666666,-0.9433333333333334,32
Qwen3-8B,prompt_running,31,logistic_l2,300,30,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.29333333333333333,0.24666666666666667,0.3400000000000001,0.1311312407431981,0.1,0.29333333333333333,1.87,0.09,32
Qwen3-8B,prompt_running,31,ridge_classifier,300,30,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.26666666666666666,0.22666666666666663,0.31,0.12129568697262454,0.1,0.2666666666666667,2.1,-0.16,32
Qwen3-8B,prompt_running,31,linear_svm,300,30,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.29,0.24333333333333335,0.3399999999999999,0.13222238320605803,0.1,0.29,1.92,0.23333333333333334,32
Qwen3-8B,prompt_running,31,nearest_centroid,300,30,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.3,0.2566666666666667,0.34333333333333343,0.12317635241028795,0.1,0.3,1.98,0.09333333333333334,32
Qwen3-8B,prompt_running,31,shrinkage_lda,300,30,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.31333333333333335,0.2733333333333333,0.35666666666666674,0.12242755305537409,0.1,0.31333333333333335,1.9,0.06,32
Qwen3-8B,prompt_running,31,knn_k5_cosine,300,30,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.22,0.19333333333333333,0.2533333333333333,0.08469010445797932,0.1,0.22000000000000003,2.52,-0.9533333333333334,32
Qwen3-8B,prompt_running,32,logistic_l2,300,30,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.2866666666666667,0.24666666666666665,0.33000000000000007,0.11957780134587125,0.1,0.2866666666666667,1.99,0.19,32
Qwen3-8B,prompt_running,32,ridge_classifier,300,30,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.2633333333333333,0.22333333333333336,0.30666666666666664,0.11591713250937238,0.1,0.2633333333333333,2.0933333333333333,-0.12666666666666668,32
Qwen3-8B,prompt_running,32,linear_svm,300,30,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.27,0.23,0.31,0.1118804780974337,0.1,0.26999999999999996,2.08,0.08666666666666667,32
Qwen3-8B,prompt_running,32,nearest_centroid,300,30,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.28,0.24333333333333335,0.31666666666666665,0.10305673027596216,0.1,0.28,2.0733333333333333,0.18666666666666668,32
Qwen3-8B,prompt_running,32,shrinkage_lda,300,30,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.29,0.2533333333333333,0.32666666666666677,0.10618786215460559,0.1,0.29,1.9866666666666666,0.02666666666666667,32
Qwen3-8B,prompt_running,32,knn_k5_cosine,300,30,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.24,0.20666666666666667,0.2766666666666666,0.09684683962230045,0.1,0.24,2.3666666666666667,-0.82,32
Qwen3-8B,prompt_running,33,logistic_l2,300,30,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.28,0.24000000000000002,0.3200000000000001,0.1126483695950092,0.1,0.28,1.9266666666666667,0.16666666666666666,32
Qwen3-8B,prompt_running,33,ridge_classifier,300,30,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.2733333333333333,0.22999999999999998,0.3266666666666666,0.13879613761229795,0.1,0.2733333333333333,2.026666666666667,-0.15333333333333332,32
Qwen3-8B,prompt_running,33,linear_svm,300,30,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.28,0.23999999999999996,0.32333333333333336,0.11566896880679618,0.1,0.27999999999999997,2.006666666666667,0.2,32
Qwen3-8B,prompt_running,33,nearest_centroid,300,30,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.3,0.26,0.3433333333333334,0.1174440439029407,0.1,0.3,2.033333333333333,0.11333333333333333,32
Qwen3-8B,prompt_running,33,shrinkage_lda,300,30,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.30666666666666664,0.26999999999999996,0.34666666666666673,0.11121068335350712,0.1,0.30666666666666664,1.97,-0.0033333333333333335,32
Qwen3-8B,prompt_running,33,knn_k5_cosine,300,30,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.23333333333333334,0.19666666666666666,0.2733333333333334,0.11244411127720093,0.1,0.2333333333333333,2.4833333333333334,-0.93,32
Qwen3-8B,prompt_running,34,logistic_l2,300,30,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.2866666666666667,0.24000000000000002,0.33333333333333337,0.1306042543884686,0.1,0.2866666666666666,1.8533333333333333,0.16666666666666666,32
Qwen3-8B,prompt_running,34,ridge_classifier,300,30,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.26666666666666666,0.22666666666666666,0.3133333333333333,0.12129568697262455,0.1,0.26666666666666666,2.0966666666666667,-0.2633333333333333,32
Qwen3-8B,prompt_running,34,linear_svm,300,30,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.26,0.22,0.30333333333333334,0.11626367179523595,0.1,0.25999999999999995,2.013333333333333,0.28,32
Qwen3-8B,prompt_running,34,nearest_centroid,300,30,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.26666666666666666,0.23333333333333334,0.30333333333333334,0.09589266029707684,0.1,0.2666666666666667,2.0833333333333335,0.03666666666666667,32
Qwen3-8B,prompt_running,34,shrinkage_lda,300,30,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.2633333333333333,0.23000000000000004,0.2966666666666667,0.09278574999588488,0.1,0.26333333333333336,2.1233333333333335,0.08333333333333333,32
Qwen3-8B,prompt_running,34,knn_k5_cosine,300,30,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.24666666666666667,0.21666666666666665,0.27999999999999997,0.08995528902176074,0.1,0.24666666666666667,2.5166666666666666,-0.83,32
Qwen3-8B,prompt_running,35,logistic_l2,300,30,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.31333333333333335,0.26666666666666666,0.36333333333333334,0.13578211078487257,0.1,0.31333333333333335,1.87,0.16333333333333333,32
Qwen3-8B,prompt_running,35,ridge_classifier,300,30,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.27666666666666667,0.23666666666666666,0.32,0.11651056880677461,0.1,0.2766666666666667,2.09,-0.15,32
Qwen3-8B,prompt_running,35,linear_svm,300,30,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.2966666666666667,0.24666666666666667,0.3466666666666667,0.14015590662158886,0.1,0.2966666666666667,1.9566666666666668,0.06333333333333334,32
Qwen3-8B,prompt_running,35,nearest_centroid,300,30,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.2833333333333333,0.25,0.3166666666666667,0.0949894125981792,0.1,0.2833333333333333,2.08,0.03333333333333333,32
Qwen3-8B,prompt_running,35,shrinkage_lda,300,30,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.27666666666666667,0.24333333333333332,0.3100000000000001,0.09714309861845773,0.1,0.27666666666666667,2.1,0.02666666666666667,32
Qwen3-8B,prompt_running,35,knn_k5_cosine,300,30,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,0.24,0.20666666666666667,0.2733333333333333,0.09321831993987979,0.1,0.24,2.5533333333333332,-0.8466666666666667,32
