model_label,layer,metric,estimand,native_minus_nonthinking,jackknife_se,ci_low_normal,ci_high_normal,jackknife_seed_count
Gemma4-E4B,0,centroid_nearest_squared,quality_slope_per_index,278.7329492677342,42.571753260098944,195.2923128779403,362.1735856575282,3
Gemma4-E4B,0,centroid_nearest_squared,quality_spearman,-0.5721794095595101,0.5283674060132593,-1.6077795253454983,0.46342070622647813,3
Gemma4-E4B,0,centroid_nearest_squared,late_8_10_minus_early_1_3,1597.517006536325,351.4281441279426,908.7178440455575,2286.3161690270927,3
Gemma4-E4B,0,class_nc1_ratio,quality_slope_per_index,-0.5538385659334246,0.20080280964994332,-0.9474120728473135,-0.1602650590195357,3
Gemma4-E4B,0,class_nc1_ratio,quality_spearman,-0.8484848484848484,0.34483375019558576,-1.5243589988681965,-0.17261069810150032,3
Gemma4-E4B,0,class_nc1_ratio,late_8_10_minus_early_1_3,-2.9701549813293298,1.4501900468035123,-5.812527473064214,-0.12778248959444571,3
Gemma4-E4B,0,fisher_nearest,quality_slope_per_index,18.925684729238167,450.5159578823562,-864.08559272018,901.9369621786562,3
Gemma4-E4B,0,fisher_nearest,quality_spearman,-1.1393939393939392,0.3934781034000759,-1.9106110220580879,-0.3681768567297905,3
Gemma4-E4B,0,fisher_nearest,late_8_10_minus_early_1_3,114.85571122829116,2751.7691143198313,-5278.611752838578,5508.323175295161,3
Gemma4-E4B,0,logistic_f1,quality_slope_per_index,-0.06455988455988454,0.022953086929027054,-0.10954793494077757,-0.019571834178991512,3
Gemma4-E4B,0,logistic_f1,quality_spearman,-0.7702658432368411,0.3137289583787546,-1.3851746016592,-0.15535708481448218,3
Gemma4-E4B,0,logistic_f1,late_8_10_minus_early_1_3,-0.561904761904762,0.1310504149107714,-0.818763575129874,-0.30504594867965007,3
Gemma4-E4B,0,logistic_precision,quality_slope_per_index,-0.07020202020202018,0.0264889371188592,-0.12212033695498421,-0.018283703449056152,3
Gemma4-E4B,0,logistic_precision,quality_spearman,-0.8237175317249015,0.33947165883043695,-1.489081983032558,-0.15835308041724505,3
Gemma4-E4B,0,logistic_precision,late_8_10_minus_early_1_3,-0.5833333333333333,0.13353893612829582,-0.845069648144793,-0.32159701852187345,3
Gemma4-E4B,0,logistic_recall,quality_slope_per_index,-0.058585858585858575,0.019896682427870925,-0.09758335614448559,-0.019588361027231563,3
Gemma4-E4B,0,logistic_recall,quality_spearman,-0.7279127772889844,0.23099309990222808,-1.1806592530973514,-0.2751663014806174,3
Gemma4-E4B,0,logistic_recall,late_8_10_minus_early_1_3,-0.5555555555555556,0.11111111111111116,-0.7733333333333334,-0.33777777777777773,3
Gemma4-E4B,0,mean_bhattacharyya,quality_slope_per_index,162.75991422889214,1556.4341084130785,-2887.8509382607417,3213.3707667185263,3
Gemma4-E4B,0,mean_bhattacharyya,quality_spearman,-0.8363636363636363,0.2892206895866389,-1.4032361879534485,-0.2694910847738241,3
Gemma4-E4B,0,mean_bhattacharyya,late_8_10_minus_early_1_3,980.1956034876684,9368.946076964945,-17382.938707363624,19343.32991433896,3
Gemma4-E4B,0,min_bhattacharyya,quality_slope_per_index,173.6219168410157,205.84974703100903,-229.84358733976202,577.0874210217934,3
Gemma4-E4B,0,min_bhattacharyya,quality_spearman,-1.0614966385045592,0.4094234175578972,-1.8639665369180376,-0.25902674009108073,3
Gemma4-E4B,0,min_bhattacharyya,late_8_10_minus_early_1_3,1058.3605695168178,1258.3086012254537,-1407.9242888850715,3524.6454279187074,3
Gemma4-E4B,0,nc2_class_cosine_deviation,quality_slope_per_index,-0.03589880114948749,0.005032571150261151,-0.04576264060399935,-0.026034961694975635,3
Gemma4-E4B,0,nc2_class_cosine_deviation,quality_spearman,-0.2303030303030303,0.14701741736291113,-0.5184571683343361,0.05785110772827551,3
Gemma4-E4B,0,nc2_class_cosine_deviation,late_8_10_minus_early_1_3,-0.27260692712157153,0.03396142760754427,-0.33917132523235827,-0.20604252901078476,3
Gemma4-E4B,0,ncc_recall,quality_slope_per_index,-0.036363636363636286,0.024493647783802298,-0.08437118601988879,0.011643913292616215,3
Gemma4-E4B,0,ncc_recall,quality_spearman,-0.21320071635561041,0.46901764712096555,-1.1324753047127027,0.706073872001482,3
Gemma4-E4B,0,ncc_recall,late_8_10_minus_early_1_3,-0.3333333333333333,0.19245008972987526,-0.7105355092038887,0.043868842537222175,3
Gemma4-E4B,0,silhouette_cosine,quality_slope_per_index,-0.06618555422985187,0.014725808539402745,-0.09504813896708125,-0.03732296949262249,3
Gemma4-E4B,0,silhouette_cosine,quality_spearman,-0.4848484848484848,0.36827568048826964,-1.2066688186054932,0.23697184890852369,3
Gemma4-E4B,0,silhouette_cosine,late_8_10_minus_early_1_3,-0.5382211556037266,0.13042893345399822,-0.7938618651735632,-0.2825804460338901,3
Gemma4-E4B,0,within_trace,quality_slope_per_index,-324.48864127650415,216.9184590029278,-749.6488209222426,100.67153836923433,3
Gemma4-E4B,0,within_trace,quality_spearman,-1.2242424242424241,0.8782466695236216,-2.9456058965087224,0.49712104802387413,3
Gemma4-E4B,0,within_trace,late_8_10_minus_early_1_3,-2082.421812693278,1495.070317872495,-5012.759635723368,847.9160103368122,3
Gemma4-E4B,1,centroid_nearest_squared,quality_slope_per_index,307.07093545162337,21.26880958463289,265.3840686657429,348.7578022375038,3
Gemma4-E4B,1,centroid_nearest_squared,quality_spearman,0.22518692063671117,0.5241768080376117,-0.8021996231170077,1.25257346439043,3
Gemma4-E4B,1,centroid_nearest_squared,late_8_10_minus_early_1_3,1793.708552042643,136.0230877779817,1527.103299997799,2060.3138040874874,3
Gemma4-E4B,1,class_nc1_ratio,quality_slope_per_index,-0.5515659739273326,0.24861921345415808,-1.0388596322974823,-0.06427231555718282,3
Gemma4-E4B,1,class_nc1_ratio,quality_spearman,-0.8242424242424241,0.38339155278469356,-1.5756898677004236,-0.0727949807844247,3
Gemma4-E4B,1,class_nc1_ratio,late_8_10_minus_early_1_3,-3.2930658819119953,1.7408513912035275,-6.705134608670909,0.1190028448469187,3
Gemma4-E4B,1,fisher_nearest,quality_slope_per_index,11.885315563122322,96.651020966925,-177.55068553205066,201.32131665829533,3
Gemma4-E4B,1,fisher_nearest,quality_spearman,-0.509090909090909,0.7183742940589234,-1.9171045254463988,0.8989227072645807,3
Gemma4-E4B,1,fisher_nearest,late_8_10_minus_early_1_3,72.2823019899939,588.7966272145394,-1081.7590873505035,1226.323691330491,3
Gemma4-E4B,1,logistic_f1,quality_slope_per_index,-0.023549783549783498,0.00704468516127786,-0.0373573664658881,-0.009742200633678892,3
Gemma4-E4B,1,logistic_f1,quality_spearman,-0.6292532049656927,0.20491260417956944,-1.0308819091576489,-0.22762450077373658,3
Gemma4-E4B,1,logistic_f1,late_8_10_minus_early_1_3,-0.17142857142857146,0.07524397390320071,-0.31890676027884485,-0.02395038257829807,3
Gemma4-E4B,1,logistic_precision,quality_slope_per_index,-0.019696969696969685,0.005648543293066876,-0.03076811455138076,-0.008625824842558609,3
Gemma4-E4B,1,logistic_precision,quality_spearman,-0.4146675815871439,0.06748842312873757,-0.5469448909194695,-0.2823902722548183,3
Gemma4-E4B,1,logistic_precision,late_8_10_minus_early_1_3,-0.1547619047619048,0.07066216306792193,-0.2932597443750318,-0.016264065148777818,3
Gemma4-E4B,1,logistic_recall,quality_slope_per_index,-0.01818181818181813,0.010497277621629584,-0.038756482320212116,0.0023928459565758543,3
Gemma4-E4B,1,logistic_recall,quality_spearman,-0.4906412992269026,0.06747008078978828,-0.6228826575748876,-0.3583999408789176,3
Gemma4-E4B,1,logistic_recall,late_8_10_minus_early_1_3,-0.11111111111111116,0.1111111111111111,-0.3288888888888889,0.1066666666666666,3
Gemma4-E4B,1,mean_bhattacharyya,quality_slope_per_index,89.72295693869543,369.93392126078817,-635.3475287324493,814.7934426098402,3
Gemma4-E4B,1,mean_bhattacharyya,quality_spearman,-0.4606060606060605,0.3283434287500613,-1.1041591809561806,0.18294705974405961,3
Gemma4-E4B,1,mean_bhattacharyya,late_8_10_minus_early_1_3,541.1850103780075,2209.192866900207,-3788.833008746398,4871.203029502412,3
Gemma4-E4B,1,min_bhattacharyya,quality_slope_per_index,43.26605911110387,81.28649226682272,-116.05546573186867,202.58758395407642,3
Gemma4-E4B,1,min_bhattacharyya,quality_spearman,-0.8009750969681868,0.6433432741099121,-2.0619279142236144,0.4599777202872408,3
Gemma4-E4B,1,min_bhattacharyya,late_8_10_minus_early_1_3,262.1679622332255,493.82977658700514,-705.7383998773046,1230.0743243437555,3
