model_label,mode_native,layer,occurrence,n_confirmation_class_native,metric,value_native,quality_direction_native,quality_value_native,mode_nonthinking,n_confirmation_class_nonthinking,value_nonthinking,quality_direction_nonthinking,quality_value_nonthinking,native_minus_nonthinking_quality
Gemma4-E4B,native_thinking,0,1,3,logistic_precision,1.0,higher,1.0,non_thinking,3,0.0,higher,0.0,1.0
Gemma4-E4B,native_thinking,0,1,3,logistic_recall,1.0,higher,1.0,non_thinking,3,0.0,higher,0.0,1.0
Gemma4-E4B,native_thinking,0,1,3,logistic_f1,1.0,higher,1.0,non_thinking,3,0.0,higher,0.0,1.0
Gemma4-E4B,native_thinking,0,1,3,ncc_recall,1.0,higher,1.0,non_thinking,3,0.0,higher,0.0,1.0
Gemma4-E4B,native_thinking,0,1,3,silhouette_cosine,0.9472410082817078,higher,0.9472410082817078,non_thinking,3,-0.25493118166923523,higher,-0.25493118166923523,1.202172189950943
Gemma4-E4B,native_thinking,0,1,3,within_trace,9.801004409790039,lower,-9.801004409790039,non_thinking,3,3206.04833984375,lower,-3206.04833984375,3196.24733543396
Gemma4-E4B,native_thinking,0,1,3,class_nc1_ratio,0.01481348301310503,lower,-0.01481348301310503,non_thinking,3,4.759013753115957,lower,-4.759013753115957,4.744200270102851
Gemma4-E4B,native_thinking,0,1,3,centroid_nearest_squared,499.40118408203125,higher,499.40118408203125,non_thinking,3,602.1275634765625,higher,602.1275634765625,-102.72637939453125
Gemma4-E4B,native_thinking,0,1,3,fisher_nearest,50.95408217378096,higher,50.95408217378096,non_thinking,3,0.18780988296199794,higher,0.18780988296199794,50.76627229081896
Gemma4-E4B,native_thinking,0,1,3,min_bhattacharyya,208.4620819091797,higher,208.4620819091797,non_thinking,3,1.2563475966453552,higher,1.2563475966453552,207.20573431253433
Gemma4-E4B,native_thinking,0,1,3,mean_bhattacharyya,768.7418467203776,higher,768.7418467203776,non_thinking,3,3.6067044933636985,higher,3.6067044933636985,765.1351422270138
Gemma4-E4B,native_thinking,0,1,3,nc2_class_cosine_deviation,0.1969090773275605,lower,-0.1969090773275605,non_thinking,3,0.45696800542466437,lower,-0.45696800542466437,0.26005892809710385
Gemma4-E4B,native_thinking,0,2,3,logistic_precision,1.0,higher,1.0,non_thinking,3,0.0,higher,0.0,1.0
Gemma4-E4B,native_thinking,0,2,3,logistic_recall,1.0,higher,1.0,non_thinking,3,0.0,higher,0.0,1.0
Gemma4-E4B,native_thinking,0,2,3,logistic_f1,1.0,higher,1.0,non_thinking,3,0.0,higher,0.0,1.0
Gemma4-E4B,native_thinking,0,2,3,ncc_recall,1.0,higher,1.0,non_thinking,3,0.3333333333333333,higher,0.3333333333333333,0.6666666666666667
Gemma4-E4B,native_thinking,0,2,3,silhouette_cosine,0.5585439801216125,higher,0.5585439801216125,non_thinking,3,-0.322541743516922,higher,-0.322541743516922,0.8810857236385345
Gemma4-E4B,native_thinking,0,2,3,within_trace,6.343659400939941,lower,-6.343659400939941,non_thinking,3,3727.696533203125,lower,-3727.696533203125,3721.352873802185
Gemma4-E4B,native_thinking,0,2,3,class_nc1_ratio,0.06465000091417253,lower,-0.06465000091417253,non_thinking,3,5.361758882048956,lower,-5.361758882048956,5.2971088811347835
Gemma4-E4B,native_thinking,0,2,3,centroid_nearest_squared,37.53544616699219,higher,37.53544616699219,non_thinking,3,293.01806640625,higher,293.01806640625,-255.4826202392578
Gemma4-E4B,native_thinking,0,2,3,fisher_nearest,5.91700212678987,higher,5.91700212678987,non_thinking,3,0.0786056654012193,higher,0.0786056654012193,5.838396461388651
Gemma4-E4B,native_thinking,0,2,3,min_bhattacharyya,18.046043395996094,higher,18.046043395996094,non_thinking,3,1.0458921790122986,higher,1.0458921790122986,17.000151216983795
Gemma4-E4B,native_thinking,0,2,3,mean_bhattacharyya,480.2578739590115,higher,480.2578739590115,non_thinking,3,3.9411569833755493,higher,3.9411569833755493,476.3167169756359
Gemma4-E4B,native_thinking,0,2,3,nc2_class_cosine_deviation,0.6098675779354426,lower,-0.6098675779354426,non_thinking,3,0.5169540735674494,lower,-0.5169540735674494,-0.09291350436799317
Gemma4-E4B,native_thinking,0,3,3,logistic_precision,0.75,higher,0.75,non_thinking,3,0.0,higher,0.0,0.75
Gemma4-E4B,native_thinking,0,3,3,logistic_recall,1.0,higher,1.0,non_thinking,3,0.0,higher,0.0,1.0
Gemma4-E4B,native_thinking,0,3,3,logistic_f1,0.8571428571428571,higher,0.8571428571428571,non_thinking,3,0.0,higher,0.0,0.8571428571428571
Gemma4-E4B,native_thinking,0,3,3,ncc_recall,0.0,higher,0.0,non_thinking,3,0.0,higher,0.0,0.0
Gemma4-E4B,native_thinking,0,3,3,silhouette_cosine,0.3988308012485504,higher,0.3988308012485504,non_thinking,3,-0.20462960004806519,higher,-0.20462960004806519,0.6034604012966156
Gemma4-E4B,native_thinking,0,3,3,within_trace,5.162356376647949,lower,-5.162356376647949,non_thinking,3,3029.5517578125,lower,-3029.5517578125,3024.389401435852
Gemma4-E4B,native_thinking,0,3,3,class_nc1_ratio,0.0640396640902185,lower,-0.0640396640902185,non_thinking,3,4.2834884116210565,lower,-4.2834884116210565,4.219448747530838
Gemma4-E4B,native_thinking,0,3,3,centroid_nearest_squared,14.199869155883789,higher,14.199869155883789,non_thinking,3,293.01806640625,higher,293.01806640625,-278.8181972503662
Gemma4-E4B,native_thinking,0,3,3,fisher_nearest,2.7506565064196766,higher,2.7506565064196766,non_thinking,3,0.09671994071420813,higher,0.09671994071420813,2.6539365657054685
Gemma4-E4B,native_thinking,0,3,3,min_bhattacharyya,11.592296600341797,higher,11.592296600341797,non_thinking,3,1.0458921790122986,higher,1.0458921790122986,10.546404421329498
Gemma4-E4B,native_thinking,0,3,3,mean_bhattacharyya,573.1395242479113,higher,573.1395242479113,non_thinking,3,3.605681081612905,higher,3.605681081612905,569.5338431662983
Gemma4-E4B,native_thinking,0,3,3,nc2_class_cosine_deviation,0.7538553147036353,lower,-0.7538553147036353,non_thinking,3,0.4309592662367648,lower,-0.4309592662367648,-0.32289604846687053
Gemma4-E4B,native_thinking,0,4,3,logistic_precision,0.5,higher,0.5,non_thinking,3,0.1111111111111111,higher,0.1111111111111111,0.3888888888888889
Gemma4-E4B,native_thinking,0,4,3,logistic_recall,0.3333333333333333,higher,0.3333333333333333,non_thinking,3,0.3333333333333333,higher,0.3333333333333333,0.0
Gemma4-E4B,native_thinking,0,4,3,logistic_f1,0.4,higher,0.4,non_thinking,3,0.16666666666666666,higher,0.16666666666666666,0.23333333333333336
Gemma4-E4B,native_thinking,0,4,3,ncc_recall,0.0,higher,0.0,non_thinking,3,0.0,higher,0.0,0.0
Gemma4-E4B,native_thinking,0,4,3,silhouette_cosine,-0.10103845596313477,higher,-0.10103845596313477,non_thinking,3,-0.4690946638584137,higher,-0.4690946638584137,0.36805620789527893
Gemma4-E4B,native_thinking,0,4,3,within_trace,7.431524276733398,lower,-7.431524276733398,non_thinking,3,3630.79296875,lower,-3630.79296875,3623.3614444732666
Gemma4-E4B,native_thinking,0,4,3,class_nc1_ratio,0.1027387595587527,lower,-0.1027387595587527,non_thinking,3,11.396956314218393,lower,-11.396956314218393,11.29421755465964
Gemma4-E4B,native_thinking,0,4,3,centroid_nearest_squared,7.7437357902526855,higher,7.7437357902526855,non_thinking,3,543.1314697265625,higher,543.1314697265625,-535.3877339363098
Gemma4-E4B,native_thinking,0,4,3,fisher_nearest,1.0420117733446366,higher,1.0420117733446366,non_thinking,3,0.1495903166061133,higher,0.1495903166061133,0.8924214567385232
Gemma4-E4B,native_thinking,0,4,3,min_bhattacharyya,5.292565822601318,higher,5.292565822601318,non_thinking,3,0.9752212762832642,higher,0.9752212762832642,4.317344546318054
Gemma4-E4B,native_thinking,0,4,3,mean_bhattacharyya,500.82917250527277,higher,500.82917250527277,non_thinking,3,3.2340898911158242,higher,3.2340898911158242,497.5950826141569
Gemma4-E4B,native_thinking,0,4,3,nc2_class_cosine_deviation,0.8432763382148596,lower,-0.8432763382148596,non_thinking,3,0.33795516685594196,lower,-0.33795516685594196,-0.5053211713589176
Gemma4-E4B,native_thinking,0,5,3,logistic_precision,0.3333333333333333,higher,0.3333333333333333,non_thinking,3,0.5,higher,0.5,-0.16666666666666669
Gemma4-E4B,native_thinking,0,5,3,logistic_recall,0.3333333333333333,higher,0.3333333333333333,non_thinking,3,0.3333333333333333,higher,0.3333333333333333,0.0
Gemma4-E4B,native_thinking,0,5,3,logistic_f1,0.3333333333333333,higher,0.3333333333333333,non_thinking,3,0.4,higher,0.4,-0.06666666666666671
Gemma4-E4B,native_thinking,0,5,3,ncc_recall,0.0,higher,0.0,non_thinking,3,0.0,higher,0.0,0.0
Gemma4-E4B,native_thinking,0,5,3,silhouette_cosine,-0.3620511293411255,higher,-0.3620511293411255,non_thinking,3,-0.36100634932518005,higher,-0.36100634932518005,-0.0010447800159454346
Gemma4-E4B,native_thinking,0,5,3,within_trace,8.68507194519043,lower,-8.68507194519043,non_thinking,3,3783.858154296875,lower,-3783.858154296875,3775.1730823516846
Gemma4-E4B,native_thinking,0,5,3,class_nc1_ratio,0.11592553387784785,lower,-0.11592553387784785,non_thinking,3,4.792623506877994,lower,-4.792623506877994,4.676697973000146
Gemma4-E4B,native_thinking,0,5,3,centroid_nearest_squared,2.770845413208008,higher,2.770845413208008,non_thinking,3,543.1314697265625,higher,543.1314697265625,-540.3606243133545
Gemma4-E4B,native_thinking,0,5,3,fisher_nearest,0.3190354012832825,higher,0.3190354012832825,non_thinking,3,0.1435390671581579,higher,0.1435390671581579,0.1754963341251246
Gemma4-E4B,native_thinking,0,5,3,min_bhattacharyya,2.3079047203063965,higher,2.3079047203063965,non_thinking,3,0.9752212762832642,higher,0.9752212762832642,1.3326834440231323
