model_label,fixed_grammar,site,layer,states,trajectories,discovery_oof_logistic_balanced_accuracy,discovery_oof_ncc_balanced_accuracy,discovery_selection_score,discovery_oof_rows,discovery_fold_count,discovery_pca_components_min,discovery_pca_components_max,confirmation_logistic_balanced_accuracy,confirmation_ncc_balanced_accuracy,confirmation_class_balanced_snr,confirmation_class_balanced_snr_db,confirmation_signal_power,confirmation_noise_power,confirmation_rows,confirmation_seed_count,confirmation_support_min,confirmation_support_max,confirmation_pca_components,chance_balanced_accuracy
Gemma4-E4B,same_unit_rank_before_city,city_end,14,508,111,0.36204251451629854,0.36004415604135975,0.36104333527882915,296,5,16,16,0.41381712881712873,0.3646993096993097,0.28375042689440466,-5.470634764146981,4.379014015197754,15.43262529373169,212,10,2,44,16,0.1
Gemma4-E4B,same_unit_rank_before_city,city_end,15,508,111,0.4017317937132178,0.39841834305631363,0.4000750683847657,296,5,16,16,0.35290101790101785,0.4298753948753949,0.30788121214689806,-5.11616812265628,5.123895168304443,16.642441844940187,212,10,2,44,16,0.1
Gemma4-E4B,same_unit_rank_before_city,city_end,16,508,111,0.5423327089890557,0.515814018352718,0.5290733636708869,296,5,16,16,0.49642857142857133,0.45296536796536796,0.33048349374610286,-4.808502268107206,4.363783836364746,13.204241418838501,212,10,2,44,16,0.1
Gemma4-E4B,same_unit_rank_before_city,city_end,17,508,111,0.43071745331208033,0.4189028566397986,0.42481015497593944,296,5,16,16,0.5238732888732889,0.4543927693927694,0.3352271188105602,-4.746608555746191,4.040866851806641,12.054116821289062,212,10,2,44,16,0.1
Gemma4-E4B,same_unit_rank_before_city,city_end,18,508,111,0.40339089744662504,0.3580691746606058,0.38073003605361544,296,5,16,16,0.4465473265473266,0.4766888966888967,0.28631927979089344,-5.431494070434299,3.8908188343048096,13.589091300964355,212,10,2,44,16,0.1
Gemma4-E4B,same_unit_rank_before_city,city_end,19,508,111,0.3728608207805252,0.3368029474406557,0.3548318841105904,296,5,16,16,0.4577231777231777,0.4422387972387972,0.30329212491106833,-5.1813886615511064,4.024322509765625,13.268799877166748,212,10,2,44,16,0.1
Gemma4-E4B,same_unit_rank_before_city,city_end,20,508,111,0.37528899748414385,0.3545376504694764,0.3649133239768101,296,5,16,16,0.437958347958348,0.3887521937521937,0.3003057414251129,-5.224363646195044,3.850459337234497,12.821797275543213,212,10,2,44,16,0.1
Gemma4-E4B,same_unit_rank_before_city,city_end,21,508,111,0.4669823552361626,0.4039710598065483,0.4354767075213555,296,5,16,16,0.45973616473616474,0.44458640458640464,0.3264561476387632,-4.861751485928231,4.051281452178955,12.40987949371338,212,10,2,44,16,0.1
Gemma4-E4B,same_unit_rank_before_city,city_end,22,508,111,0.4849025186176889,0.4083790966448884,0.44664080763128866,296,5,16,16,0.49504504504504504,0.441009126009126,0.3442230791184212,-4.63160014898175,3.842541456222534,11.162939643859863,212,10,2,44,16,0.1
Gemma4-E4B,same_unit_rank_before_city,city_end,23,508,111,0.5015241232828369,0.4421646866778941,0.4718444049803655,296,5,16,16,0.4654633204633205,0.4301737451737452,0.2640103281020566,-5.783790831680657,3.65852427482605,13.85750436782837,212,10,2,44,16,0.1
Gemma4-E4B,same_unit_rank_before_city,city_end,24,508,111,0.5555752303709958,0.40868880809619046,0.4821320192335931,296,5,16,16,0.471984321984322,0.41128934128934125,0.26941873897563734,-5.695722009267357,3.712149143218994,13.778362846374511,212,10,2,44,16,0.1
Gemma4-E4B,same_unit_rank_before_city,city_end,25,508,111,0.4620244380890913,0.44174753554959284,0.4518859868193421,296,5,16,16,0.4812267462267462,0.3936989586989587,0.2680583539238586,-5.717706536261398,3.5938034057617188,13.406795024871826,212,10,2,44,16,0.1
Gemma4-E4B,same_unit_rank_before_city,city_end,26,508,111,0.45203440447722887,0.3997176218469284,0.4258760131620786,296,5,16,16,0.45622967122967123,0.4512659412659413,0.27712091822206003,-5.573306906539672,3.618967056274414,13.05916233062744,212,10,2,44,16,0.1
Gemma4-E4B,same_unit_rank_before_city,city_end,27,508,111,0.4554830529044051,0.39934575890287194,0.42741440590363855,296,5,16,16,0.4764835614835615,0.3831303381303381,0.24876864749366276,-6.042043550040947,3.2539641857147217,13.080282497406007,212,10,2,44,16,0.1
Gemma4-E4B,same_unit_rank_before_city,city_end,28,508,111,0.5354001426696923,0.433777115256729,0.48458862896321064,296,5,16,16,0.39961916461916464,0.31862817362817364,0.24667740670918764,-6.078706259089801,3.218238115310669,13.046343231201172,212,10,2,44,16,0.1
Gemma4-E4B,same_unit_rank_before_city,city_end,29,508,111,0.46126432713423354,0.35907890761135275,0.4101716173727932,296,5,16,16,0.44607815607815604,0.3295647595647596,0.18975192960180196,-7.21813799036414,3.048157215118408,16.063906288146974,212,10,2,44,16,0.1
Gemma4-E4B,same_unit_rank_before_city,city_end,30,508,111,0.3873337258971307,0.3533429506340095,0.3703383382655701,296,5,16,16,0.4341055341055341,0.3205879255879256,0.18306800804462817,-7.373875439758885,2.9395298957824707,16.05703763961792,212,10,2,44,16,0.1
Gemma4-E4B,same_unit_rank_before_city,city_end,31,508,111,0.39658849718925354,0.3571027918771225,0.37684564453318803,296,5,16,16,0.41327015327015326,0.31429214929214927,0.17884328224289286,-7.475273682890422,3.0147876739501953,16.85714797973633,212,10,2,44,16,0.1
Gemma4-E4B,same_unit_rank_before_city,city_end,32,508,111,0.42417151106608547,0.3618253005714679,0.39299840581877665,296,5,16,16,0.40388381888381886,0.2999186849186849,0.1792824311071784,-7.46462267309263,2.957274913787842,16.49506254196167,212,10,2,44,16,0.1
Gemma4-E4B,same_unit_rank_before_city,city_end,33,508,111,0.43104349709616596,0.3606064346467196,0.3958249658714428,296,5,16,16,0.3962530712530713,0.3258002808002808,0.17387179760150945,-7.597708558312477,2.990065813064575,17.19695692062378,212,10,2,44,16,0.1
Gemma4-E4B,same_unit_rank_before_city,city_end,34,508,111,0.3723758744996509,0.35602327563631603,0.3641995750679835,296,5,16,16,0.4376067626067626,0.31736164736164735,0.1716853186202122,-7.652668412097244,2.8833250999450684,16.794243812561035,212,10,2,44,16,0.1
Gemma4-E4B,same_unit_rank_before_city,city_end,35,508,111,0.4077391773272502,0.380934293119527,0.3943367352233886,296,5,16,16,0.35579735579735583,0.303032643032643,0.16483689184721034,-7.8294558309631945,2.8287668228149414,17.161005592346193,212,10,2,44,16,0.1
Gemma4-E4B,same_unit_rank_before_city,city_end,36,508,111,0.40234580063655995,0.37646991732088575,0.3894078589787229,296,5,16,16,0.3820568620568621,0.2996747396747397,0.1638839359754001,-7.8546361420955835,2.740520477294922,16.722325229644774,212,10,2,44,16,0.1
Gemma4-E4B,same_unit_rank_before_city,city_end,37,508,111,0.40486277389357117,0.37472473560666375,0.38979375475011746,296,5,16,16,0.3796355446355446,0.29145255645255647,0.16490569315508766,-7.827643506431788,2.792595386505127,16.934499549865723,212,10,2,44,16,0.1
Gemma4-E4B,same_unit_rank_before_city,city_end,38,508,111,0.4505820678481592,0.3762060165900546,0.4133940422191069,296,5,16,16,0.3900830700830701,0.30538200538200533,0.163400445250377,-7.867467643916184,2.755716323852539,16.86480302810669,212,10,2,44,16,0.1
Gemma4-E4B,same_unit_rank_before_city,city_end,39,508,111,0.3994102127469496,0.3254934045242018,0.3624518086355757,296,5,16,16,0.3257166257166257,0.28075874575874576,0.17006220432599975,-7.6939219594973345,2.8805439472198486,16.93817834854126,212,10,2,44,16,0.1
Gemma4-E4B,same_unit_rank_before_city,city_end,40,508,111,0.374382675087833,0.3297714362914975,0.3520770556896653,296,5,16,16,0.3628290628290628,0.31646133146133143,0.161686639691612,-7.913258647437394,2.6922740936279297,16.65118465423584,212,10,2,44,16,0.1
Gemma4-E4B,same_unit_rank_before_city,city_end,41,508,111,0.40289193833186643,0.38064423235654365,0.39176808534420504,296,5,16,16,0.3792026442026442,0.3206908856908857,0.16106635475662054,-7.929951701306539,2.742098808288574,17.024653053283693,212,10,2,44,16,0.1
Gemma4-E4B,same_unit_rank_before_city,item_end,0,508,111,0.32018452886745,0.18829778763223495,0.2542411582498425,296,5,16,16,0.312017082017082,0.23566924066924066,0.13281891315425087,-8.767400778770478,2.528601884841919,19.037965488433837,212,10,2,44,16,0.1
Gemma4-E4B,same_unit_rank_before_city,item_end,1,508,111,0.33221654628846176,0.2717328379282913,0.3019746921083765,296,5,16,16,0.24279922779922777,0.19545279045279046,0.16660798329837823,-7.7830419248886065,2.8206186294555664,16.929672718048096,212,10,2,44,16,0.1
Gemma4-E4B,same_unit_rank_before_city,item_end,2,508,111,0.30671229386675425,0.254238661108253,0.2804754774875036,296,5,16,16,0.2994875394875395,0.295978120978121,0.1388400051096564,-8.574853790175116,2.2728052139282227,16.369959163665772,212,10,2,44,16,0.1
Gemma4-E4B,same_unit_rank_before_city,item_end,3,508,111,0.3248949648935041,0.26400053212027497,0.29444774850688954,296,5,16,16,0.27934187434187435,0.2677097227097227,0.15787670935937692,-8.016819342271047,2.5317776203155518,16.036422538757325,212,10,2,44,16,0.1
Gemma4-E4B,same_unit_rank_before_city,item_end,4,508,111,0.37539708012293643,0.2963418683957357,0.33586947425933605,296,5,16,16,0.3822762372762373,0.33786942786942786,0.19198311834506238,-7.1673695844187035,2.845689058303833,14.82260046005249,212,10,2,44,16,0.1
Gemma4-E4B,same_unit_rank_before_city,item_end,5,508,111,0.43289770630128166,0.39632003953140205,0.41460887291634185,296,5,16,16,0.4791102141102141,0.36996021996021994,0.18532488809519662,-7.32066253446357,3.049314022064209,16.45388298034668,212,10,2,44,16,0.1
Gemma4-E4B,same_unit_rank_before_city,item_end,6,508,111,0.44114568649526936,0.4143597333251529,0.42775270991021114,296,5,16,16,0.4605399555399556,0.36956651456651457,0.19206128086649876,-7.165601791304685,3.0414021015167236,15.83558168411255,212,10,2,44,16,0.1
Gemma4-E4B,same_unit_rank_before_city,item_end,7,508,111,0.44097638573934317,0.47909351855475624,0.4600349521470497,296,5,16,16,0.46629460629460623,0.3670960570960571,0.20485484262275483,-6.885537651768775,2.9743893146514893,14.519497203826905,212,10,2,44,16,0.1
Gemma4-E4B,same_unit_rank_before_city,item_end,8,508,111,0.49143681474651213,0.45449752051369946,0.4729671676301058,296,5,16,16,0.4706639756639756,0.3865795015795016,0.1976351940908498,-7.04135715424198,2.816789150238037,14.252467346191406,212,10,2,44,16,0.1
Gemma4-E4B,same_unit_rank_before_city,item_end,9,508,111,0.5038842380857761,0.49179393676647243,0.49783908742612426,296,5,16,16,0.5294173394173394,0.39849128349128343,0.19669211049455154,-7.062130596912262,2.7079219818115234,13.76731367111206,212,10,2,44,16,0.1
Gemma4-E4B,same_unit_rank_before_city,item_end,10,508,111,0.6459984757168418,0.5814573248899371,0.6137279003033894,296,5,16,16,0.601029016029016,0.4766467766467767,0.2949782464270513,-5.302100104796082,3.676708936691284,12.464339256286621,212,10,2,44,16,0.1
Gemma4-E4B,same_unit_rank_before_city,item_end,11,508,111,0.6813449577226667,0.5816518733546597,0.6314984155386631,296,5,16,16,0.5554633204633206,0.4552457002457002,0.2704650444219665,-5.678888562344008,3.8730545043945312,14.31998176574707,212,10,2,44,16,0.1
Gemma4-E4B,same_unit_rank_before_city,item_end,12,508,111,0.5826954508688255,0.5104052874021914,0.5465503691355085,296,5,16,16,0.5243564993564993,0.4064864864864865,0.23520989217643115,-6.285444171737209,3.5089046955108643,14.918185043334962,212,10,2,44,16,0.1
Gemma4-E4B,same_unit_rank_before_city,item_end,13,508,111,0.571219739356162,0.5199123231316752,0.5455660312439186,296,5,16,16,0.5008488358488359,0.45074353574353576,0.25590705747519643,-5.919177368550201,4.0309739112854,15.751710605621337,212,10,2,44,16,0.1
Gemma4-E4B,same_unit_rank_before_city,item_end,14,508,111,0.5938020711674962,0.6377350753791381,0.6157685732733171,296,5,16,16,0.5362542412542413,0.473032058032058,0.2628435235202757,-5.803027195550431,4.04087495803833,15.373690414428712,212,10,2,44,16,0.1
Gemma4-E4B,same_unit_rank_before_city,item_end,15,508,111,0.6278773228898067,0.6671488997774826,0.6475131113336446,296,5,16,16,0.4958488358488358,0.5336626886626886,0.2659190842806342,-5.7525049343055095,3.816157817840576,14.350823402404785,212,10,2,44,16,0.1
Gemma4-E4B,same_unit_rank_before_city,item_end,16,508,111,0.7218550534340008,0.7101976951792193,0.71602637430661,296,5,16,16,0.6584532584532585,0.6235614835614836,0.3297746820195344,-4.817826897505621,4.49744176864624,13.63792314529419,212,10,2,44,16,0.1
Gemma4-E4B,same_unit_rank_before_city,item_end,17,508,111,0.6010515373673269,0.5479166639847755,0.5744841006760512,296,5,16,16,0.48152685152685154,0.4894085644085644,0.2719248012152009,-5.655511802767913,3.5768074989318848,13.153664112091064,212,10,2,44,16,0.1
Gemma4-E4B,same_unit_rank_before_city,item_end,18,508,111,0.560214508387883,0.5293490728165651,0.5447817906022241,296,5,16,16,0.5249034749034749,0.632955422955423,0.25131407505775677,-5.997831876957686,3.5593101978302,14.162796878814698,212,10,2,44,16,0.1
Gemma4-E4B,same_unit_rank_before_city,item_end,19,508,111,0.5607832195138697,0.5193979905125417,0.5400906050132057,296,5,16,16,0.5743564993564994,0.5229150579150579,0.25544274500074937,-5.927064274929114,3.410874128341675,13.352793121337891,212,10,2,44,16,0.1
Gemma4-E4B,same_unit_rank_before_city,item_end,20,508,111,0.5830522067673771,0.6126743175659585,0.5978632621666677,296,5,16,16,0.5473522873522874,0.5375874575874576,0.24852162419379914,-6.046358167517459,3.1562037467956543,12.699915981292724,212,10,2,44,16,0.1
Gemma4-E4B,same_unit_rank_before_city,item_end,21,508,111,0.6415705660257742,0.6144210655046569,0.6279958157652156,296,5,16,16,0.6303550953550954,0.5962671112671113,0.3024478345974553,-5.193495205160048,3.541170120239258,11.708366584777831,212,10,2,44,16,0.1
Gemma4-E4B,same_unit_rank_before_city,item_end,22,508,111,0.6586322430874513,0.619001842995651,0.6388170430415512,296,5,16,16,0.6407476307476307,0.5990405990405991,0.3339742918985316,-4.7628696227919205,3.788977861404419,11.34511833190918,212,10,2,44,16,0.1
Gemma4-E4B,same_unit_rank_before_city,item_end,23,508,111,0.4608871156339448,0.46050476999443346,0.46069594281418913,296,5,16,16,0.48332221832221833,0.4407727857727858,0.20866087506138742,-6.805589756487889,2.578625202178955,12.35797176361084,212,10,2,44,16,0.1
Gemma4-E4B,same_unit_rank_before_city,item_end,24,508,111,0.44302068295277114,0.37289152445549134,0.40795610370413127,296,5,16,16,0.45363987363987357,0.4344653094653094,0.22921603829086742,-6.397549979719511,2.6433513164520264,11.532139444351197,212,10,2,44,16,0.1
Gemma4-E4B,same_unit_rank_before_city,item_end,25,508,111,0.41017944586105975,0.4104111259659048,0.4102952859134823,296,5,16,16,0.4177161577161577,0.40475839475839476,0.2069829745480263,-6.840653761079912,2.4595789909362793,11.883001470565796,212,10,2,44,16,0.1
Gemma4-E4B,same_unit_rank_before_city,item_end,26,508,111,0.43133227289623977,0.36634529442978464,0.3988387836630122,296,5,16,16,0.39137709137709137,0.39938165438165435,0.21006243155542706,-6.776516116924523,2.5098624229431152,11.948173713684081,212,10,2,44,16,0.1
Gemma4-E4B,same_unit_rank_before_city,item_end,27,508,111,0.40205127582237343,0.4115020777909023,0.40677667680663787,296,5,16,16,0.39398326898326896,0.43811044811044814,0.199031247461886,-7.0107873497251525,2.3358397483825684,11.736045360565186,212,10,2,44,16,0.1
Gemma4-E4B,same_unit_rank_before_city,item_end,28,508,111,0.4079825907539879,0.4181069675257231,0.4130447791398555,296,5,16,16,0.45124137124137126,0.41752310752310756,0.2005164944593093,-6.978498965698856,2.4725213050842285,12.330762672424317,212,10,2,44,16,0.1
Gemma4-E4B,same_unit_rank_before_city,item_end,29,508,111,0.42941134460059854,0.44278111774166906,0.43609623117113383,296,5,16,16,0.36523575523575524,0.34246109746109743,0.20768118669414887,-6.826028433059184,2.535247325897217,12.207400035858154,212,10,2,44,16,0.1
Gemma4-E4B,same_unit_rank_before_city,item_end,30,508,111,0.387747236977238,0.39352978203872047,0.39063850950797924,296,5,16,16,0.35175558675558677,0.3222031122031122,0.203425497125876,-6.9159461401362705,2.553192138671875,12.550993728637696,212,10,2,44,16,0.1
Gemma4-E4B,same_unit_rank_before_city,item_end,31,508,111,0.40228075020145326,0.3812666070490899,0.39177367862527157,296,5,16,16,0.3408710658710659,0.30852053352053355,0.18528136024152714,-7.321682695717166,2.3280909061431885,12.56516523361206,212,10,2,44,16,0.1
Gemma4-E4B,same_unit_rank_before_city,item_end,32,508,111,0.3817175356070166,0.3377074861584999,0.35971251088275824,296,5,16,16,0.3616619866619866,0.3033140283140283,0.1783270395790742,-7.487828001244845,2.2792623043060303,12.781361198425293,212,10,2,44,16,0.1
Gemma4-E4B,same_unit_rank_before_city,item_end,33,508,111,0.3919704673639931,0.3863707921213165,0.3891706297426548,296,5,16,16,0.40507137007137006,0.36911781911781916,0.1903416702245642,-7.204661241275899,2.4086971282958984,12.654596996307372,212,10,2,44,16,0.1
Gemma4-E4B,same_unit_rank_before_city,item_end,34,508,111,0.3904590013578329,0.3808592357309026,0.38565911854436774,296,5,16,16,0.4068521118521119,0.3446876096876097,0.1898089984738041,-7.216832023677241,2.311713695526123,12.179157543182374,212,10,2,44,16,0.1
Gemma4-E4B,same_unit_rank_before_city,item_end,35,508,111,0.38612369200704366,0.38215358218653933,0.3841386370967915,296,5,16,16,0.40988943488943497,0.36502223002223005,0.19358911585204178,-7.131190636509556,2.2869701385498047,11.813526439666749,212,10,2,44,16,0.1
Gemma4-E4B,same_unit_rank_before_city,item_end,36,508,111,0.37928556355601195,0.35462364968506976,0.36695460662054086,296,5,16,16,0.35098338598338596,0.4190107640107641,0.1870980659201485,-7.27930701888277,2.2157492637634277,11.842716026306153,212,10,2,44,16,0.1
Gemma4-E4B,same_unit_rank_before_city,item_end,37,508,111,0.3670475789650862,0.3428202830429935,0.35493393100403986,296,5,16,16,0.33685211185211184,0.42338013338013336,0.18501827935594117,-7.3278536223889565,2.21110200881958,11.950721931457519,212,10,2,44,16,0.1
Gemma4-E4B,same_unit_rank_before_city,item_end,38,508,111,0.3667008502252685,0.34055401297786203,0.3536274316015653,296,5,16,16,0.34870363870363874,0.33498946998947005,0.1816635479814628,-7.407322080727488,2.194666624069214,12.080941104888916,212,10,2,44,16,0.1
Gemma4-E4B,same_unit_rank_before_city,item_end,39,508,111,0.35918011436137876,0.3283479612332104,0.3437640377972946,296,5,16,16,0.3546805896805897,0.3191336141336142,0.18206550020217,-7.397723413622152,2.175178050994873,11.947228050231933,212,10,2,44,16,0.1
Gemma4-E4B,same_unit_rank_before_city,item_end,40,508,111,0.36977400896506063,0.3462834109143907,0.3580287099397257,296,5,16,16,0.33653328653328657,0.38747864747864746,0.1850727698482535,-7.326574752210966,2.1977391242980957,11.874999904632569,212,10,2,44,16,0.1
Gemma4-E4B,same_unit_rank_before_city,item_end,41,508,111,0.362857567906005,0.33947449673705543,0.3511660323215302,296,5,16,16,0.3302029952029952,0.3548654498654499,0.1805691250416783,-7.43356506349919,2.1780495643615723,12.062137222290039,212,10,2,44,16,0.1
