model_label,scope,target_ordinal,rank,layer,head,raw_attention_mass,n_seeds,n_events
Qwen3-8B,same_unit_rank_before_city,8,1,20,30,0.28310795875,1,2
Qwen3-8B,same_unit_rank_before_city,9,1,20,30,0.4316203892,1,1
Qwen3-8B,same_unit_rank_before_city,10,1,20,30,,0,0
Qwen3-8B,same_unit_rank_before_city,2,2,21,11,0.19213828070641023,13,19
Qwen3-8B,same_unit_rank_before_city,3,2,21,11,0.2741866344348484,11,18
Qwen3-8B,same_unit_rank_before_city,4,2,21,11,0.5727991461696971,11,17
Qwen3-8B,same_unit_rank_before_city,5,2,21,11,0.5056089323055555,9,12
Qwen3-8B,same_unit_rank_before_city,6,2,21,11,0.4755919547333334,7,9
Qwen3-8B,same_unit_rank_before_city,7,2,21,11,0.2578233679333333,1,3
Qwen3-8B,same_unit_rank_before_city,8,2,21,11,0.6501835287,1,2
Qwen3-8B,same_unit_rank_before_city,9,2,21,11,0.317299664,1,1
Qwen3-8B,same_unit_rank_before_city,10,2,21,11,,0,0
Qwen3-8B,same_unit_rank_before_city,2,3,23,10,0.09801043703333333,13,19
Qwen3-8B,same_unit_rank_before_city,3,3,23,10,0.3047426074136364,11,18
Qwen3-8B,same_unit_rank_before_city,4,3,23,10,0.490668460289394,11,17
Qwen3-8B,same_unit_rank_before_city,5,3,23,10,0.5669947509425926,9,12
Qwen3-8B,same_unit_rank_before_city,6,3,23,10,0.6826609160190477,7,9
Qwen3-8B,same_unit_rank_before_city,7,3,23,10,0.5982951323,1,3
Qwen3-8B,same_unit_rank_before_city,8,3,23,10,0.35334159435,1,2
Qwen3-8B,same_unit_rank_before_city,9,3,23,10,0.6986379027,1,1
Qwen3-8B,same_unit_rank_before_city,10,3,23,10,,0,0
Qwen3-8B,same_unit_rank_before_city,2,4,23,30,0.2581793686935898,13,19
Qwen3-8B,same_unit_rank_before_city,3,4,23,30,0.20680962446060605,11,18
Qwen3-8B,same_unit_rank_before_city,4,4,23,30,0.30544079840151517,11,17
Qwen3-8B,same_unit_rank_before_city,5,4,23,30,0.3777605609833333,9,12
Qwen3-8B,same_unit_rank_before_city,6,4,23,30,0.5267947571619047,7,9
Qwen3-8B,same_unit_rank_before_city,7,4,23,30,0.5544445216666666,1,3
Qwen3-8B,same_unit_rank_before_city,8,4,23,30,0.5886003077,1,2
Qwen3-8B,same_unit_rank_before_city,9,4,23,30,0.9145684242,1,1
Qwen3-8B,same_unit_rank_before_city,10,4,23,30,,0,0
Qwen3-8B,same_unit_rank_before_city,2,5,21,8,0.2191081152179487,13,19
Qwen3-8B,same_unit_rank_before_city,3,5,21,8,0.210465733419697,11,18
Qwen3-8B,same_unit_rank_before_city,4,5,21,8,0.34510325031363637,11,17
Qwen3-8B,same_unit_rank_before_city,5,5,21,8,0.32770191546666666,9,12
Qwen3-8B,same_unit_rank_before_city,6,5,21,8,0.5568234225142857,7,9
Qwen3-8B,same_unit_rank_before_city,7,5,21,8,0.1147695606,1,3
Qwen3-8B,same_unit_rank_before_city,8,5,21,8,0.19434015454999998,1,2
Qwen3-8B,same_unit_rank_before_city,9,5,21,8,0.0948809236,1,1
Qwen3-8B,same_unit_rank_before_city,10,5,21,8,,0,0
Qwen3-8B,same_unit_rank_before_city,2,6,20,31,0.10051344219871793,13,19
Qwen3-8B,same_unit_rank_before_city,3,6,20,31,0.30793131256212125,11,18
Qwen3-8B,same_unit_rank_before_city,4,6,20,31,0.45312014787272725,11,17
Qwen3-8B,same_unit_rank_before_city,5,6,20,31,0.27952717795555554,9,12
Qwen3-8B,same_unit_rank_before_city,6,6,20,31,0.4634292948904762,7,9
Qwen3-8B,same_unit_rank_before_city,7,6,20,31,0.1961879035,1,3
Qwen3-8B,same_unit_rank_before_city,8,6,20,31,0.32415598635,1,2
Qwen3-8B,same_unit_rank_before_city,9,6,20,31,0.248939991,1,1
Qwen3-8B,same_unit_rank_before_city,10,6,20,31,,0,0
Qwen3-8B,same_unit_rank_before_city,2,7,24,29,0.1786298573333333,13,19
Qwen3-8B,same_unit_rank_before_city,3,7,24,29,0.3699926297090909,11,18
Qwen3-8B,same_unit_rank_before_city,4,7,24,29,0.37638983921060604,11,17
Qwen3-8B,same_unit_rank_before_city,5,7,24,29,0.29917460832407405,9,12
Qwen3-8B,same_unit_rank_before_city,6,7,24,29,0.37519844869999996,7,9
Qwen3-8B,same_unit_rank_before_city,7,7,24,29,0.17290503776666666,1,3
Qwen3-8B,same_unit_rank_before_city,8,7,24,29,0.20436423274999999,1,2
Qwen3-8B,same_unit_rank_before_city,9,7,24,29,0.1085411906,1,1
Qwen3-8B,same_unit_rank_before_city,10,7,24,29,,0,0
Qwen3-8B,same_unit_rank_before_city,2,8,21,18,0.1382352108846154,13,19
Qwen3-8B,same_unit_rank_before_city,3,8,21,18,0.17461729626212125,11,18
Qwen3-8B,same_unit_rank_before_city,4,8,21,18,0.26144348174393944,11,17
Qwen3-8B,same_unit_rank_before_city,5,8,21,18,0.2672787396925925,9,12
Qwen3-8B,same_unit_rank_before_city,6,8,21,18,0.3617871049,7,9
Qwen3-8B,same_unit_rank_before_city,7,8,21,18,0.2044356912333333,1,3
Qwen3-8B,same_unit_rank_before_city,8,8,21,18,0.19500204175000002,1,2
Qwen3-8B,same_unit_rank_before_city,9,8,21,18,0.1650532186,1,1
Qwen3-8B,same_unit_rank_before_city,10,8,21,18,,0,0
Qwen3-8B,same_unit_rank_before_city,2,9,20,29,0.08489072532564103,13,19
Qwen3-8B,same_unit_rank_before_city,3,9,20,29,0.30051425551212124,11,18
Qwen3-8B,same_unit_rank_before_city,4,9,20,29,0.35820658482575757,11,17
Qwen3-8B,same_unit_rank_before_city,5,9,20,29,0.22660059475185182,9,12
Qwen3-8B,same_unit_rank_before_city,6,9,20,29,0.38163597898095236,7,9
Qwen3-8B,same_unit_rank_before_city,7,9,20,29,0.06396155683333334,1,3
Qwen3-8B,same_unit_rank_before_city,8,9,20,29,0.22002232075,1,2
Qwen3-8B,same_unit_rank_before_city,9,9,20,29,0.0709604025,1,1
Qwen3-8B,same_unit_rank_before_city,10,9,20,29,,0,0
Qwen3-8B,same_unit_rank_before_city,2,10,21,31,0.07602951116923076,13,19
Qwen3-8B,same_unit_rank_before_city,3,10,21,31,0.14400542843939393,11,18
Qwen3-8B,same_unit_rank_before_city,4,10,21,31,0.2995453190151515,11,17
Qwen3-8B,same_unit_rank_before_city,5,10,21,31,0.25703657191111107,9,12
Qwen3-8B,same_unit_rank_before_city,6,10,21,31,0.4219915356,7,9
Qwen3-8B,same_unit_rank_before_city,7,10,21,31,0.13604215779999998,1,3
Qwen3-8B,same_unit_rank_before_city,8,10,21,31,0.18239475039999997,1,2
Qwen3-8B,same_unit_rank_before_city,9,10,21,31,0.0884800553,1,1
Qwen3-8B,same_unit_rank_before_city,10,10,21,31,,0,0
Qwen3-8B,same_unit_rank_before_city,2,11,20,15,0.10538953179615382,13,19
Qwen3-8B,same_unit_rank_before_city,3,11,20,15,0.13450639108939394,11,18
Qwen3-8B,same_unit_rank_before_city,4,11,20,15,0.19174373444545456,11,17
Qwen3-8B,same_unit_rank_before_city,5,11,20,15,0.21971205924259257,9,12
Qwen3-8B,same_unit_rank_before_city,6,11,20,15,0.27098190216190476,7,9
Qwen3-8B,same_unit_rank_before_city,7,11,20,15,0.07546761506666666,1,3
Qwen3-8B,same_unit_rank_before_city,8,11,20,15,0.0795896314,1,2
Qwen3-8B,same_unit_rank_before_city,9,11,20,15,0.0592672825,1,1
Qwen3-8B,same_unit_rank_before_city,10,11,20,15,,0,0
Qwen3-8B,same_unit_rank_before_city,2,12,19,13,0.1083621046448718,13,19
Qwen3-8B,same_unit_rank_before_city,3,12,19,13,0.09673485577272727,11,18
Qwen3-8B,same_unit_rank_before_city,4,12,19,13,0.18442220829242426,11,17
Qwen3-8B,same_unit_rank_before_city,5,12,19,13,0.13303279862962963,9,12
Qwen3-8B,same_unit_rank_before_city,6,12,19,13,0.17615793574285715,7,9
Qwen3-8B,same_unit_rank_before_city,7,12,19,13,0.07844492543333333,1,3
Qwen3-8B,same_unit_rank_before_city,8,12,19,13,0.0984340459,1,2
Qwen3-8B,same_unit_rank_before_city,9,12,19,13,0.0367564186,1,1
Qwen3-8B,same_unit_rank_before_city,10,12,19,13,,0,0
Qwen3-8B,same_unit_rank_before_city,2,13,21,10,0.12471180702051281,13,19
Qwen3-8B,same_unit_rank_before_city,3,13,21,10,0.08934962151515152,11,18
Qwen3-8B,same_unit_rank_before_city,4,13,21,10,0.11871021625757573,11,17
Qwen3-8B,same_unit_rank_before_city,5,13,21,10,0.10220665264074073,9,12
Qwen3-8B,same_unit_rank_before_city,6,13,21,10,0.1314683334952381,7,9
Qwen3-8B,same_unit_rank_before_city,7,13,21,10,0.03954797113333333,1,3
Qwen3-8B,same_unit_rank_before_city,8,13,21,10,0.16663890334999998,1,2
Qwen3-8B,same_unit_rank_before_city,9,13,21,10,0.0470702648,1,1
Qwen3-8B,same_unit_rank_before_city,10,13,21,10,,0,0
Qwen3-8B,same_unit_rank_before_city,2,14,20,28,0.04961332535641025,13,19
Qwen3-8B,same_unit_rank_before_city,3,14,20,28,0.12492596809696971,11,18
Qwen3-8B,same_unit_rank_before_city,4,14,20,28,0.13750135108484848,11,17
Qwen3-8B,same_unit_rank_before_city,5,14,20,28,0.09015716199259259,9,12
Qwen3-8B,same_unit_rank_before_city,6,14,20,28,0.1333197312809524,7,9
Qwen3-8B,same_unit_rank_before_city,7,14,20,28,0.05249081303333333,1,3
Qwen3-8B,same_unit_rank_before_city,8,14,20,28,0.06616705654999999,1,2
Qwen3-8B,same_unit_rank_before_city,9,14,20,28,0.0480474234,1,1
Qwen3-8B,same_unit_rank_before_city,10,14,20,28,,0,0
Qwen3-8B,same_unit_rank_before_city,2,15,24,23,0.1937522139217949,13,19
Qwen3-8B,same_unit_rank_before_city,3,15,24,23,0.04537344724545455,11,18
Qwen3-8B,same_unit_rank_before_city,4,15,24,23,0.05286290683636363,11,17
Qwen3-8B,same_unit_rank_before_city,5,15,24,23,0.04563913799074074,9,12
Qwen3-8B,same_unit_rank_before_city,6,15,24,23,0.06260402891904762,7,9
Qwen3-8B,same_unit_rank_before_city,7,15,24,23,0.051795537266666664,1,3
Qwen3-8B,same_unit_rank_before_city,8,15,24,23,0.128008537,1,2
Qwen3-8B,same_unit_rank_before_city,9,15,24,23,0.2975772619,1,1
Qwen3-8B,same_unit_rank_before_city,10,15,24,23,,0,0
Qwen3-8B,same_unit_rank_before_city,2,16,26,26,0.14179517576410255,13,19
Qwen3-8B,same_unit_rank_before_city,3,16,26,26,0.06404715815757576,11,18
Qwen3-8B,same_unit_rank_before_city,4,16,26,26,0.08291744768030304,11,17
Qwen3-8B,same_unit_rank_before_city,5,16,26,26,0.05931693142777778,9,12
Qwen3-8B,same_unit_rank_before_city,6,16,26,26,0.12524861134285717,7,9
Qwen3-8B,same_unit_rank_before_city,7,16,26,26,0.03902492673333333,1,3
Qwen3-8B,same_unit_rank_before_city,8,16,26,26,0.061283603299999996,1,2
Qwen3-8B,same_unit_rank_before_city,9,16,26,26,0.2082462758,1,1
Qwen3-8B,same_unit_rank_before_city,10,16,26,26,,0,0
Qwen3-8B,same_unit_rank_before_city,2,17,23,13,0.07500327110641025,13,19
Qwen3-8B,same_unit_rank_before_city,3,17,23,13,0.06062257284545455,11,18
Qwen3-8B,same_unit_rank_before_city,4,17,23,13,0.09235423604090909,11,17
Qwen3-8B,same_unit_rank_before_city,5,17,23,13,0.05365562032037037,9,12
Qwen3-8B,same_unit_rank_before_city,6,17,23,13,0.16790631086666669,7,9
Qwen3-8B,same_unit_rank_before_city,7,17,23,13,0.16531020403333332,1,3
Qwen3-8B,same_unit_rank_before_city,8,17,23,13,0.21137103435,1,2
Qwen3-8B,same_unit_rank_before_city,9,17,23,13,0.576825738,1,1
Qwen3-8B,same_unit_rank_before_city,10,17,23,13,,0,0
Qwen3-8B,same_unit_rank_before_city,2,18,22,4,0.07061535731153847,13,19
Qwen3-8B,same_unit_rank_before_city,3,18,22,4,0.03343751015909091,11,18
Qwen3-8B,same_unit_rank_before_city,4,18,22,4,0.1147481339818182,11,17
Qwen3-8B,same_unit_rank_before_city,5,18,22,4,0.0504957356074074,9,12
Qwen3-8B,same_unit_rank_before_city,6,18,22,4,0.11959085435714287,7,9
Qwen3-8B,same_unit_rank_before_city,7,18,22,4,0.08936225126666665,1,3
Qwen3-8B,same_unit_rank_before_city,8,18,22,4,0.12861036509999998,1,2
Qwen3-8B,same_unit_rank_before_city,9,18,22,4,0.0295919403,1,1
Qwen3-8B,same_unit_rank_before_city,10,18,22,4,,0,0
Qwen3-8B,same_unit_rank_before_city,2,19,23,28,0.04354786122179487,13,19
Qwen3-8B,same_unit_rank_before_city,3,19,23,28,0.03700936376969696,11,18
Qwen3-8B,same_unit_rank_before_city,4,19,23,28,0.05488758112575758,11,17
Qwen3-8B,same_unit_rank_before_city,5,19,23,28,0.0870751435,9,12
Qwen3-8B,same_unit_rank_before_city,6,19,23,28,0.17440197298095242,7,9
Qwen3-8B,same_unit_rank_before_city,7,19,23,28,0.3735409577666667,1,3
Qwen3-8B,same_unit_rank_before_city,8,19,23,28,0.2682386786,1,2
Qwen3-8B,same_unit_rank_before_city,9,19,23,28,0.56413275,1,1
Qwen3-8B,same_unit_rank_before_city,10,19,23,28,,0,0
Qwen3-8B,same_unit_rank_before_city,2,20,24,5,0.07189966861538462,13,19
Qwen3-8B,same_unit_rank_before_city,3,20,24,5,0.03744953704393939,11,18
Qwen3-8B,same_unit_rank_before_city,4,20,24,5,0.049569466792424244,11,17
Qwen3-8B,same_unit_rank_before_city,5,20,24,5,0.06883836636296298,9,12
Qwen3-8B,same_unit_rank_before_city,6,20,24,5,0.13841409040000002,7,9
Qwen3-8B,same_unit_rank_before_city,7,20,24,5,0.22205371659999998,1,3
Qwen3-8B,same_unit_rank_before_city,8,20,24,5,0.17336056379999998,1,2
Qwen3-8B,same_unit_rank_before_city,9,20,24,5,0.079216063,1,1
Qwen3-8B,same_unit_rank_before_city,10,20,24,5,,0,0
Qwen3-8B,same_unit_rank_before_city,2,21,18,19,0.10054268789102563,13,19
Qwen3-8B,same_unit_rank_before_city,3,21,18,19,0.049018470553030304,11,18
Qwen3-8B,same_unit_rank_before_city,4,21,18,19,0.04348543790757576,11,17
Qwen3-8B,same_unit_rank_before_city,5,21,18,19,0.023051666551851854,9,12
Qwen3-8B,same_unit_rank_before_city,6,21,18,19,0.023793637838095242,7,9
Qwen3-8B,same_unit_rank_before_city,7,21,18,19,0.006401734733333333,1,3
Qwen3-8B,same_unit_rank_before_city,8,21,18,19,0.0048677474499999995,1,2
Qwen3-8B,same_unit_rank_before_city,9,21,18,19,0.0071814237,1,1
Qwen3-8B,same_unit_rank_before_city,10,21,18,19,,0,0
Qwen3-8B,same_unit_rank_before_city,2,22,18,15,0.019598235497435904,13,19
Qwen3-8B,same_unit_rank_before_city,3,22,18,15,0.04216480726363636,11,18
Qwen3-8B,same_unit_rank_before_city,4,22,18,15,0.10501382375606062,11,17
Qwen3-8B,same_unit_rank_before_city,5,22,18,15,0.10388000881666666,9,12
Qwen3-8B,same_unit_rank_before_city,6,22,18,15,0.09780502477619048,7,9
Qwen3-8B,same_unit_rank_before_city,7,22,18,15,0.04044806086666667,1,3
Qwen3-8B,same_unit_rank_before_city,8,22,18,15,0.037128197,1,2
Qwen3-8B,same_unit_rank_before_city,9,22,18,15,0.0141986161,1,1
Qwen3-8B,same_unit_rank_before_city,10,22,18,15,,0,0
Qwen3-8B,same_unit_rank_before_city,2,23,18,23,0.02026588637307692,13,19
Qwen3-8B,same_unit_rank_before_city,3,23,18,23,0.060439374409090904,11,18
Qwen3-8B,same_unit_rank_before_city,4,23,18,23,0.08758124149696968,11,17
Qwen3-8B,same_unit_rank_before_city,5,23,18,23,0.06513471764444444,9,12
Qwen3-8B,same_unit_rank_before_city,6,23,18,23,0.10451648233809525,7,9
Qwen3-8B,same_unit_rank_before_city,7,23,18,23,0.03756861016666666,1,3
Qwen3-8B,same_unit_rank_before_city,8,23,18,23,0.052356030799999995,1,2
Qwen3-8B,same_unit_rank_before_city,9,23,18,23,0.0194390938,1,1
Qwen3-8B,same_unit_rank_before_city,10,23,18,23,,0,0
Qwen3-8B,same_unit_rank_before_city,2,24,9,19,0.09435415550000001,13,19
Qwen3-8B,same_unit_rank_before_city,3,24,9,19,0.03431838203333333,11,18
Qwen3-8B,same_unit_rank_before_city,4,24,9,19,0.027248365812121214,11,17
Qwen3-8B,same_unit_rank_before_city,5,24,9,19,0.01976480237777778,9,12
Qwen3-8B,same_unit_rank_before_city,6,24,9,19,0.026985213195238094,7,9
Qwen3-8B,same_unit_rank_before_city,7,24,9,19,0.0152754492,1,3
Qwen3-8B,same_unit_rank_before_city,8,24,9,19,0.006116217950000001,1,2
Qwen3-8B,same_unit_rank_before_city,9,24,9,19,0.0040657064,1,1
Qwen3-8B,same_unit_rank_before_city,10,24,9,19,,0,0
Qwen3-8B,same_unit_rank_before_city,2,25,26,18,0.04876902243846155,13,19
Qwen3-8B,same_unit_rank_before_city,3,25,26,18,0.04670895966060606,11,18
Qwen3-8B,same_unit_rank_before_city,4,25,26,18,0.05889331928333333,11,17
Qwen3-8B,same_unit_rank_before_city,5,25,26,18,0.06566500533333335,9,12
Qwen3-8B,same_unit_rank_before_city,6,25,26,18,0.05320868186666667,7,9
Qwen3-8B,same_unit_rank_before_city,7,25,26,18,0.13874012483333334,1,3
Qwen3-8B,same_unit_rank_before_city,8,25,26,18,0.0074558905,1,2
Qwen3-8B,same_unit_rank_before_city,9,25,26,18,0.0553646348,1,1
Qwen3-8B,same_unit_rank_before_city,10,25,26,18,,0,0
Qwen3-8B,same_unit_rank_before_city,2,26,17,4,0.013207222851282055,13,19
Qwen3-8B,same_unit_rank_before_city,3,26,17,4,0.05550761891060605,11,18
Qwen3-8B,same_unit_rank_before_city,4,26,17,4,0.10186896295303031,11,17
Qwen3-8B,same_unit_rank_before_city,5,26,17,4,0.08720506749074072,9,12
Qwen3-8B,same_unit_rank_before_city,6,26,17,4,0.08099424414285715,7,9
Qwen3-8B,same_unit_rank_before_city,7,26,17,4,0.03810638933333333,1,3
Qwen3-8B,same_unit_rank_before_city,8,26,17,4,0.050480561300000004,1,2
Qwen3-8B,same_unit_rank_before_city,9,26,17,4,0.0204720199,1,1
Qwen3-8B,same_unit_rank_before_city,10,26,17,4,,0,0
Qwen3-8B,same_unit_rank_before_city,2,27,24,13,0.026271178448717944,13,19
Qwen3-8B,same_unit_rank_before_city,3,27,24,13,0.031010187993939394,11,18
Qwen3-8B,same_unit_rank_before_city,4,27,24,13,0.04878644740303029,11,17
Qwen3-8B,same_unit_rank_before_city,5,27,24,13,0.05460336464074075,9,12
Qwen3-8B,same_unit_rank_before_city,6,27,24,13,0.15138384140952382,7,9
Qwen3-8B,same_unit_rank_before_city,7,27,24,13,0.18379848573333332,1,3
Qwen3-8B,same_unit_rank_before_city,8,27,24,13,0.43796056510000003,1,2
Qwen3-8B,same_unit_rank_before_city,9,27,24,13,0.3228437901,1,1
Qwen3-8B,same_unit_rank_before_city,10,27,24,13,,0,0
Qwen3-8B,same_unit_rank_before_city,2,28,19,12,0.029138617203846154,13,19
Qwen3-8B,same_unit_rank_before_city,3,28,19,12,0.030092199084848482,11,18
Qwen3-8B,same_unit_rank_before_city,4,28,19,12,0.048159991706060605,11,17
Qwen3-8B,same_unit_rank_before_city,5,28,19,12,0.056804600688888894,9,12
Qwen3-8B,same_unit_rank_before_city,6,28,19,12,0.09609376106666667,7,9
Qwen3-8B,same_unit_rank_before_city,7,28,19,12,0.027324805633333334,1,3
Qwen3-8B,same_unit_rank_before_city,8,28,19,12,0.0344376266,1,2
Qwen3-8B,same_unit_rank_before_city,9,28,19,12,0.0195307434,1,1
Qwen3-8B,same_unit_rank_before_city,10,28,19,12,,0,0
Qwen3-8B,same_unit_rank_before_city,2,29,15,11,0.014866199967948716,13,19
Qwen3-8B,same_unit_rank_before_city,3,29,15,11,0.0382785421090909,11,18
Qwen3-8B,same_unit_rank_before_city,4,29,15,11,0.0687071635969697,11,17
Qwen3-8B,same_unit_rank_before_city,5,29,15,11,0.08504815329074074,9,12
Qwen3-8B,same_unit_rank_before_city,6,29,15,11,0.06592242303809524,7,9
Qwen3-8B,same_unit_rank_before_city,7,29,15,11,0.013590716099999999,1,3
Qwen3-8B,same_unit_rank_before_city,8,29,15,11,0.01224783065,1,2
Qwen3-8B,same_unit_rank_before_city,9,29,15,11,0.024356842,1,1
Qwen3-8B,same_unit_rank_before_city,10,29,15,11,,0,0
Qwen3-8B,same_unit_rank_before_city,2,30,15,8,0.005881934208974358,13,19
Qwen3-8B,same_unit_rank_before_city,3,30,15,8,0.020421744915151516,11,18
Qwen3-8B,same_unit_rank_before_city,4,30,15,8,0.09076324286515151,11,17
Qwen3-8B,same_unit_rank_before_city,5,30,15,8,0.05046631479444444,9,12
Qwen3-8B,same_unit_rank_before_city,6,30,15,8,0.10924565010476191,7,9
Qwen3-8B,same_unit_rank_before_city,7,30,15,8,0.1334083428,1,3
Qwen3-8B,same_unit_rank_before_city,8,30,15,8,0.038140654600000004,1,2
Qwen3-8B,same_unit_rank_before_city,9,30,15,8,0.0532314777,1,1
Qwen3-8B,same_unit_rank_before_city,10,30,15,8,,0,0
Qwen3-8B,same_unit_rank_before_city,2,31,20,16,0.034881099257692304,13,19
Qwen3-8B,same_unit_rank_before_city,3,31,20,16,0.029597601407575756,11,18
Qwen3-8B,same_unit_rank_before_city,4,31,20,16,0.04304708116969697,11,17
Qwen3-8B,same_unit_rank_before_city,5,31,20,16,0.0313907034462963,9,12
Qwen3-8B,same_unit_rank_before_city,6,31,20,16,0.06247669405714286,7,9
Qwen3-8B,same_unit_rank_before_city,7,31,20,16,0.013000336166666666,1,3
Qwen3-8B,same_unit_rank_before_city,8,31,20,16,0.027006762099999998,1,2
Qwen3-8B,same_unit_rank_before_city,9,31,20,16,0.0245494843,1,1
Qwen3-8B,same_unit_rank_before_city,10,31,20,16,,0,0
Qwen3-8B,same_unit_rank_before_city,2,32,19,14,0.03184807013589744,13,19
Qwen3-8B,same_unit_rank_before_city,3,32,19,14,0.03610484584545455,11,18
Qwen3-8B,same_unit_rank_before_city,4,32,19,14,0.0511362962969697,11,17
Qwen3-8B,same_unit_rank_before_city,5,32,19,14,0.039034442749999995,9,12
Qwen3-8B,same_unit_rank_before_city,6,32,19,14,0.04952319765238095,7,9
Qwen3-8B,same_unit_rank_before_city,7,32,19,14,0.0367269963,1,3
Qwen3-8B,same_unit_rank_before_city,8,32,19,14,0.0177174881,1,2
Qwen3-8B,same_unit_rank_before_city,9,32,19,14,0.0166443288,1,1
Qwen3-8B,same_unit_rank_before_city,10,32,19,14,,0,0
Qwen3-8B,same_unit_rank_before_city,2,33,17,26,0.0412514406525641,13,19
Qwen3-8B,same_unit_rank_before_city,3,33,17,26,0.05556917134848485,11,18
Qwen3-8B,same_unit_rank_before_city,4,33,17,26,0.03336155702272727,11,17
Qwen3-8B,same_unit_rank_before_city,5,33,17,26,0.015856657583333333,9,12
Qwen3-8B,same_unit_rank_before_city,6,33,17,26,0.012767248833333331,7,9
Qwen3-8B,same_unit_rank_before_city,7,33,17,26,0.007050401099999999,1,3
Qwen3-8B,same_unit_rank_before_city,8,33,17,26,0.00445862115,1,2
Qwen3-8B,same_unit_rank_before_city,9,33,17,26,0.0070669502,1,1
Qwen3-8B,same_unit_rank_before_city,10,33,17,26,,0,0
Qwen3-8B,same_unit_rank_before_city,2,34,21,23,0.027722736787179483,13,19
Qwen3-8B,same_unit_rank_before_city,3,34,21,23,0.026683509166666664,11,18
Qwen3-8B,same_unit_rank_before_city,4,34,21,23,0.03943753606666666,11,17
Qwen3-8B,same_unit_rank_before_city,5,34,21,23,0.04276721927407407,9,12
Qwen3-8B,same_unit_rank_before_city,6,34,21,23,0.04779785597142857,7,9
Qwen3-8B,same_unit_rank_before_city,7,34,21,23,0.023754812166666667,1,3
Qwen3-8B,same_unit_rank_before_city,8,34,21,23,0.01798795815,1,2
Qwen3-8B,same_unit_rank_before_city,9,34,21,23,0.0239121318,1,1
Qwen3-8B,same_unit_rank_before_city,10,34,21,23,,0,0
Qwen3-8B,same_unit_rank_before_city,2,35,23,12,0.022258982650000005,13,19
Qwen3-8B,same_unit_rank_before_city,3,35,23,12,0.021454053263636363,11,18
Qwen3-8B,same_unit_rank_before_city,4,35,23,12,0.026544519674242425,11,17
Qwen3-8B,same_unit_rank_before_city,5,35,23,12,0.03438845658888889,9,12
Qwen3-8B,same_unit_rank_before_city,6,35,23,12,0.05976933631904762,7,9
Qwen3-8B,same_unit_rank_before_city,7,35,23,12,0.16867644586666666,1,3
Qwen3-8B,same_unit_rank_before_city,8,35,23,12,0.11765224860000001,1,2
Qwen3-8B,same_unit_rank_before_city,9,35,23,12,0.1554985195,1,1
Qwen3-8B,same_unit_rank_before_city,10,35,23,12,,0,0
Qwen3-8B,same_unit_rank_before_city,2,36,17,27,0.027193951446153847,13,19
Qwen3-8B,same_unit_rank_before_city,3,36,17,27,0.04112001173333334,11,18
Qwen3-8B,same_unit_rank_before_city,4,36,17,27,0.03938808308181818,11,17
Qwen3-8B,same_unit_rank_before_city,5,36,17,27,0.024616432288888893,9,12
Qwen3-8B,same_unit_rank_before_city,6,36,17,27,0.042864349266666664,7,9
Qwen3-8B,same_unit_rank_before_city,7,36,17,27,0.021030250900000002,1,3
Qwen3-8B,same_unit_rank_before_city,8,36,17,27,0.00852324815,1,2
Qwen3-8B,same_unit_rank_before_city,9,36,17,27,0.0074123219,1,1
Qwen3-8B,same_unit_rank_before_city,10,36,17,27,,0,0
Qwen3-8B,same_unit_rank_before_city,2,37,23,31,0.025634705212820515,13,19
Qwen3-8B,same_unit_rank_before_city,3,37,23,31,0.02821555680757576,11,18
Qwen3-8B,same_unit_rank_before_city,4,37,23,31,0.030526766622727273,11,17
Qwen3-8B,same_unit_rank_before_city,5,37,23,31,0.03564183752037037,9,12
Qwen3-8B,same_unit_rank_before_city,6,37,23,31,0.04062278835714285,7,9
Qwen3-8B,same_unit_rank_before_city,7,37,23,31,0.16618357103333334,1,3
Qwen3-8B,same_unit_rank_before_city,8,37,23,31,0.15227127075,1,2
Qwen3-8B,same_unit_rank_before_city,9,37,23,31,0.2079696655,1,1
Qwen3-8B,same_unit_rank_before_city,10,37,23,31,,0,0
Qwen3-8B,same_unit_rank_before_city,2,38,19,28,0.04162035377564102,13,19
Qwen3-8B,same_unit_rank_before_city,3,38,19,28,0.023518429763636363,11,18
Qwen3-8B,same_unit_rank_before_city,4,38,19,28,0.02241641874545455,11,17
Qwen3-8B,same_unit_rank_before_city,5,38,19,28,0.024421686053703703,9,12
Qwen3-8B,same_unit_rank_before_city,6,38,19,28,0.024077902933333332,7,9
Qwen3-8B,same_unit_rank_before_city,7,38,19,28,0.009228448666666667,1,3
Qwen3-8B,same_unit_rank_before_city,8,38,19,28,0.00895496085,1,2
Qwen3-8B,same_unit_rank_before_city,9,38,19,28,0.0059974268,1,1
Qwen3-8B,same_unit_rank_before_city,10,38,19,28,,0,0
Qwen3-8B,same_unit_rank_before_city,2,39,17,24,0.01950429514230769,13,19
Qwen3-8B,same_unit_rank_before_city,3,39,17,24,0.036110240395454546,11,18
Qwen3-8B,same_unit_rank_before_city,4,39,17,24,0.04754764936666666,11,17
Qwen3-8B,same_unit_rank_before_city,5,39,17,24,0.025643688901851855,9,12
Qwen3-8B,same_unit_rank_before_city,6,39,17,24,0.03346925519047619,7,9
Qwen3-8B,same_unit_rank_before_city,7,39,17,24,0.016092202933333334,1,3
Qwen3-8B,same_unit_rank_before_city,8,39,17,24,0.012947082549999999,1,2
