model_label,scope,target_ordinal,rank,layer,head,raw_attention_mass,n_seeds,n_events
Qwen3-8B,all,2,1,20,30,0.18874908288179562,20,169
Qwen3-8B,all,3,1,20,30,0.43312989255336304,20,151
Qwen3-8B,all,4,1,20,30,0.6441592136186906,20,135
Qwen3-8B,all,5,1,20,30,0.5710608521868333,20,116
Qwen3-8B,all,6,1,20,30,0.6984865947452501,20,97
Qwen3-8B,all,7,1,20,30,0.6123089481995834,20,78
Qwen3-8B,all,8,1,20,30,0.6297687184049999,20,59
Qwen3-8B,all,9,1,20,30,0.5159423808549999,20,38
Qwen3-8B,all,10,1,20,30,0.5663396800421051,19,19
Qwen3-8B,all,2,2,24,29,0.13842980450388892,20,169
Qwen3-8B,all,3,2,24,29,0.30943862990767856,20,151
Qwen3-8B,all,4,2,24,29,0.4402266606252381,20,135
Qwen3-8B,all,5,2,24,29,0.5218507318600001,20,116
Qwen3-8B,all,6,2,24,29,0.5052600236375,20,97
Qwen3-8B,all,7,2,24,29,0.50088980970875,20,78
Qwen3-8B,all,8,2,24,29,0.5271908190716666,20,59
Qwen3-8B,all,9,2,24,29,0.486804630185,20,38
Qwen3-8B,all,10,2,24,29,0.4573687241368422,19,19
Qwen3-8B,all,2,3,21,11,0.16236516889941469,20,169
Qwen3-8B,all,3,3,21,11,0.2545409100114286,20,151
Qwen3-8B,all,4,3,21,11,0.49085960769297615,20,135
Qwen3-8B,all,5,3,21,11,0.44835919114183326,20,116
Qwen3-8B,all,6,3,21,11,0.5253301532094998,20,97
Qwen3-8B,all,7,3,21,11,0.4710759681220834,20,78
Qwen3-8B,all,8,3,21,11,0.5880030630025,20,59
Qwen3-8B,all,9,3,21,11,0.4908515254475,20,38
Qwen3-8B,all,10,3,21,11,0.5851119181210528,19,19
Qwen3-8B,all,2,4,23,10,0.06361921611673611,20,169
Qwen3-8B,all,3,4,23,10,0.2299008448122321,20,151
Qwen3-8B,all,4,4,23,10,0.39551470584285714,20,135
Qwen3-8B,all,5,4,23,10,0.5361103742994999,20,116
Qwen3-8B,all,6,4,23,10,0.61718412377825,20,97
Qwen3-8B,all,7,4,23,10,0.58646858591875,20,78
Qwen3-8B,all,8,4,23,10,0.6496552016508333,20,59
Qwen3-8B,all,9,4,23,10,0.4424417010125,20,38
Qwen3-8B,all,10,4,23,10,0.5552364923263158,19,19
Qwen3-8B,all,2,5,23,30,0.1553547774573909,20,169
Qwen3-8B,all,3,5,23,30,0.16236491170297618,20,151
Qwen3-8B,all,4,5,23,30,0.2573291140055952,20,135
Qwen3-8B,all,5,5,23,30,0.4436505391921668,20,116
Qwen3-8B,all,6,5,23,30,0.5436488428135,20,97
Qwen3-8B,all,7,5,23,30,0.5820504585174999,20,78
Qwen3-8B,all,8,5,23,30,0.6556474997941668,20,59
Qwen3-8B,all,9,5,23,30,0.5554222668500002,20,38
Qwen3-8B,all,10,5,23,30,0.6246658475526314,19,19
Qwen3-8B,all,2,6,20,31,0.11644721306432534,20,169
Qwen3-8B,all,3,6,20,31,0.28891806265377984,20,151
Qwen3-8B,all,4,6,20,31,0.3926934005027381,20,135
Qwen3-8B,all,5,6,20,31,0.3612761570055,20,116
Qwen3-8B,all,6,6,20,31,0.4734242904975,20,97
Qwen3-8B,all,7,6,20,31,0.42291679390625003,20,78
Qwen3-8B,all,8,6,20,31,0.47597598039583333,20,59
Qwen3-8B,all,9,6,20,31,0.4288911402875,20,38
Qwen3-8B,all,10,6,20,31,0.4846763746105263,19,19
Qwen3-8B,all,2,7,21,8,0.1308292013608532,20,169
Qwen3-8B,all,3,7,21,8,0.17176568630625003,20,151
Qwen3-8B,all,4,7,21,8,0.30634542473797627,20,135
Qwen3-8B,all,5,7,21,8,0.4231615414676666,20,116
Qwen3-8B,all,6,7,21,8,0.5733754008005001,20,97
Qwen3-8B,all,7,7,21,8,0.4705429150841668,20,78
Qwen3-8B,all,8,7,21,8,0.5710924743700001,20,59
Qwen3-8B,all,9,7,21,8,0.40464695515000004,20,38
Qwen3-8B,all,10,7,21,8,0.4066748985210526,19,19
Qwen3-8B,all,2,8,21,31,0.0528495456270139,20,169
Qwen3-8B,all,3,8,21,31,0.12544458759699406,20,151
Qwen3-8B,all,4,8,21,31,0.25465393755785715,20,135
Qwen3-8B,all,5,8,21,31,0.3312368219,20,116
Qwen3-8B,all,6,8,21,31,0.46564195301975,20,97
Qwen3-8B,all,7,8,21,31,0.4150031386054166,20,78
Qwen3-8B,all,8,8,21,31,0.5219768421108333,20,59
Qwen3-8B,all,9,8,21,31,0.4152468188949999,20,38
Qwen3-8B,all,10,8,21,31,0.45954279429473677,19,19
Qwen3-8B,all,2,9,21,18,0.08241969541357141,20,169
Qwen3-8B,all,3,9,21,18,0.1509505257961905,20,151
Qwen3-8B,all,4,9,21,18,0.24195148474821426,20,135
Qwen3-8B,all,5,9,21,18,0.268459358005,20,116
Qwen3-8B,all,6,9,21,18,0.33046646199549995,20,97
Qwen3-8B,all,7,9,21,18,0.27891343879541675,20,78
Qwen3-8B,all,8,9,21,18,0.3926645609208333,20,59
Qwen3-8B,all,9,9,21,18,0.31804914922999994,20,38
Qwen3-8B,all,10,9,21,18,0.37336321744210527,19,19
Qwen3-8B,all,2,10,20,29,0.036685340576646824,20,169
Qwen3-8B,all,3,10,20,29,0.15069627884669642,20,151
Qwen3-8B,all,4,10,20,29,0.24592976586785711,20,135
Qwen3-8B,all,5,10,20,29,0.31547554377399994,20,116
Qwen3-8B,all,6,10,20,29,0.34690720283550003,20,97
Qwen3-8B,all,7,10,20,29,0.2758860419775,20,78
Qwen3-8B,all,8,10,20,29,0.31228636856833336,20,59
Qwen3-8B,all,9,10,20,29,0.19978798943999998,20,38
Qwen3-8B,all,10,10,20,29,0.1893448582578947,19,19
Qwen3-8B,all,2,11,23,28,0.030258300047896824,20,169
Qwen3-8B,all,3,11,23,28,0.04344462606619047,20,151
Qwen3-8B,all,4,11,23,28,0.09111704456690477,20,135
Qwen3-8B,all,5,11,23,28,0.2308577878045,20,116
Qwen3-8B,all,6,11,23,28,0.37011387620525005,20,97
Qwen3-8B,all,7,11,23,28,0.4658005821683333,20,78
Qwen3-8B,all,8,11,23,28,0.5534290976841667,20,59
Qwen3-8B,all,9,11,23,28,0.44686229358749985,20,38
Qwen3-8B,all,10,11,23,28,0.44543575534736835,19,19
Qwen3-8B,all,2,12,24,13,0.02127996567415675,20,169
Qwen3-8B,all,3,12,24,13,0.06583525712529761,20,151
Qwen3-8B,all,4,12,24,13,0.11664737665845237,20,135
Qwen3-8B,all,5,12,24,13,0.2592448094558334,20,116
Qwen3-8B,all,6,12,24,13,0.35398225073699996,20,97
Qwen3-8B,all,7,12,24,13,0.39613035561791665,20,78
Qwen3-8B,all,8,12,24,13,0.4506866882141668,20,59
Qwen3-8B,all,9,12,24,13,0.4213404488475,20,38
Qwen3-8B,all,10,12,24,13,0.4960599680421053,19,19
Qwen3-8B,all,2,13,22,4,0.0609740276790278,20,169
Qwen3-8B,all,3,13,22,4,0.05547556919270834,20,151
Qwen3-8B,all,4,13,22,4,0.16191046446107143,20,135
Qwen3-8B,all,5,13,22,4,0.251527405655,20,116
Qwen3-8B,all,6,13,22,4,0.35667747510175,20,97
Qwen3-8B,all,7,13,22,4,0.30732183593708334,20,78
Qwen3-8B,all,8,13,22,4,0.4320369373358333,20,59
Qwen3-8B,all,9,13,22,4,0.2112998243575,20,38
Qwen3-8B,all,10,13,22,4,0.1964033951315789,19,19
Qwen3-8B,all,2,14,20,15,0.09529645396644841,20,169
Qwen3-8B,all,3,14,20,15,0.0998617686470238,20,151
Qwen3-8B,all,4,14,20,15,0.14478877568023807,20,135
Qwen3-8B,all,5,14,20,15,0.18572619339266663,20,116
Qwen3-8B,all,6,14,20,15,0.22183413479224998,20,97
Qwen3-8B,all,7,14,20,15,0.208500264085,20,78
Qwen3-8B,all,8,14,20,15,0.24330150065999998,20,59
Qwen3-8B,all,9,14,20,15,0.21694617016750004,20,38
Qwen3-8B,all,10,14,20,15,0.17825377458947372,19,19
Qwen3-8B,all,2,15,20,28,0.050010110009325405,20,169
Qwen3-8B,all,3,15,20,28,0.10370124545877979,20,151
Qwen3-8B,all,4,15,20,28,0.14281990565976194,20,135
Qwen3-8B,all,5,15,20,28,0.17036858186116668,20,116
Qwen3-8B,all,6,15,20,28,0.21260740427400004,20,97
Qwen3-8B,all,7,15,20,28,0.19653536965375001,20,78
Qwen3-8B,all,8,15,20,28,0.21488210541583327,20,59
Qwen3-8B,all,9,15,20,28,0.20869159843750004,20,38
Qwen3-8B,all,10,15,20,28,0.17660921134736843,19,19
Qwen3-8B,all,2,16,23,13,0.06511747266699405,20,169
Qwen3-8B,all,3,16,23,13,0.03925369136952381,20,151
Qwen3-8B,all,4,16,23,13,0.06211197372345238,20,135
Qwen3-8B,all,5,16,23,13,0.11407968876916666,20,116
Qwen3-8B,all,6,16,23,13,0.2454415860055,20,97
Qwen3-8B,all,7,16,23,13,0.23651178283500002,20,78
Qwen3-8B,all,8,16,23,13,0.3139502308858333,20,59
Qwen3-8B,all,9,16,23,13,0.24887743319750003,20,38
Qwen3-8B,all,10,16,23,13,0.33776563445789465,19,19
Qwen3-8B,all,2,17,19,13,0.08395200319507937,20,169
Qwen3-8B,all,3,17,19,13,0.07011597963205356,20,151
Qwen3-8B,all,4,17,19,13,0.1162147796272619,20,135
Qwen3-8B,all,5,17,19,13,0.12188372912449999,20,116
Qwen3-8B,all,6,17,19,13,0.168333671433,20,97
Qwen3-8B,all,7,17,19,13,0.16351227487458336,20,78
Qwen3-8B,all,8,17,19,13,0.20038025038166668,20,59
Qwen3-8B,all,9,17,19,13,0.18427966167000004,20,38
Qwen3-8B,all,10,17,19,13,0.17198947629473682,19,19
Qwen3-8B,all,2,18,21,10,0.08642874993492064,20,169
Qwen3-8B,all,3,18,21,10,0.06962700269886905,20,151
Qwen3-8B,all,4,18,21,10,0.11110355104119049,20,135
Qwen3-8B,all,5,18,21,10,0.15109900019033332,20,116
Qwen3-8B,all,6,18,21,10,0.18064717882649997,20,97
Qwen3-8B,all,7,18,21,10,0.14507057093458334,20,78
Qwen3-8B,all,8,18,21,10,0.19483895174083332,20,59
Qwen3-8B,all,9,18,21,10,0.11875475492749998,20,38
Qwen3-8B,all,10,18,21,10,0.11813140228421054,19,19
Qwen3-8B,all,2,19,24,5,0.08271273577928571,20,169
Qwen3-8B,all,3,19,24,5,0.050376172896101176,20,151
Qwen3-8B,all,4,19,24,5,0.07346620258738096,20,135
Qwen3-8B,all,5,19,24,5,0.1320277161066667,20,116
Qwen3-8B,all,6,19,24,5,0.16790361497175,20,97
Qwen3-8B,all,7,19,24,5,0.19974632276666662,20,78
Qwen3-8B,all,8,19,24,5,0.18974068552583337,20,59
Qwen3-8B,all,9,19,24,5,0.17194504372,20,38
Qwen3-8B,all,10,19,24,5,0.2312931375052631,19,19
Qwen3-8B,all,2,20,23,12,0.035633331080039674,20,169
Qwen3-8B,all,3,20,23,12,0.036010534648273806,20,151
Qwen3-8B,all,4,20,23,12,0.04662872142309525,20,135
Qwen3-8B,all,5,20,23,12,0.08967518933766665,20,116
Qwen3-8B,all,6,20,23,12,0.18274108968999997,20,97
Qwen3-8B,all,7,20,23,12,0.21260101306458337,20,78
Qwen3-8B,all,8,20,23,12,0.2264795827408333,20,59
Qwen3-8B,all,9,20,23,12,0.18107682191499994,20,38
Qwen3-8B,all,10,20,23,12,0.19511680578947366,19,19
Qwen3-8B,all,2,21,21,23,0.05144089846349207,20,169
Qwen3-8B,all,3,21,21,23,0.035962923762470234,20,151
Qwen3-8B,all,4,21,21,23,0.058189974611785725,20,135
Qwen3-8B,all,5,21,21,23,0.1152860805761667,20,116
Qwen3-8B,all,6,21,21,23,0.18137673782699998,20,97
Qwen3-8B,all,7,21,21,23,0.16696271079833336,20,78
Qwen3-8B,all,8,21,21,23,0.18921129349416665,20,59
Qwen3-8B,all,9,21,21,23,0.14809202524249995,20,38
Qwen3-8B,all,10,21,21,23,0.13463687318947368,19,19
Qwen3-8B,all,2,22,26,26,0.08935000322541667,20,169
Qwen3-8B,all,3,22,26,26,0.04180718621854167,20,151
Qwen3-8B,all,4,22,26,26,0.07420186083785713,20,135
Qwen3-8B,all,5,22,26,26,0.10531593381850002,20,116
Qwen3-8B,all,6,22,26,26,0.13041049653450001,20,97
Qwen3-8B,all,7,22,26,26,0.14245413772249996,20,78
Qwen3-8B,all,8,22,26,26,0.15353546872250004,20,59
Qwen3-8B,all,9,22,26,26,0.12439916742249997,20,38
Qwen3-8B,all,10,22,26,26,0.14733020240000003,19,19
Qwen3-8B,all,2,23,24,14,0.02261480443825397,20,169
Qwen3-8B,all,3,23,24,14,0.02473365372348214,20,151
Qwen3-8B,all,4,23,24,14,0.054424859867738096,20,135
Qwen3-8B,all,5,23,24,14,0.10094499576666668,20,116
Qwen3-8B,all,6,23,24,14,0.16790784959324997,20,97
Qwen3-8B,all,7,23,24,14,0.16024548689916665,20,78
Qwen3-8B,all,8,23,24,14,0.2191302077833333,20,59
Qwen3-8B,all,9,23,24,14,0.22516165957750006,20,38
Qwen3-8B,all,10,23,24,14,0.30394558059473686,19,19
Qwen3-8B,all,2,24,23,31,0.022642577410277774,20,169
Qwen3-8B,all,3,24,23,31,0.030994534702291666,20,151
Qwen3-8B,all,4,24,23,31,0.04413122302345239,20,135
Qwen3-8B,all,5,24,23,31,0.08588052540666667,20,116
Qwen3-8B,all,6,24,23,31,0.16043540828600006,20,97
Qwen3-8B,all,7,24,23,31,0.19400893177874998,20,78
Qwen3-8B,all,8,24,23,31,0.2511927630433334,20,59
Qwen3-8B,all,9,24,23,31,0.140083005805,20,38
Qwen3-8B,all,10,24,23,31,0.1331624331894737,19,19
Qwen3-8B,all,2,25,24,23,0.12411220458127974,20,169
Qwen3-8B,all,3,25,24,23,0.0356413193702381,20,151
Qwen3-8B,all,4,25,24,23,0.03948879609119048,20,135
Qwen3-8B,all,5,25,24,23,0.07763597209433334,20,116
Qwen3-8B,all,6,25,24,23,0.08879675863849998,20,97
Qwen3-8B,all,7,25,24,23,0.07839369522958334,20,78
Qwen3-8B,all,8,25,24,23,0.11255706650916666,20,59
Qwen3-8B,all,9,25,24,23,0.11751579382000002,20,38
Qwen3-8B,all,10,25,24,23,0.09754429718947367,19,19
Qwen3-8B,all,2,26,26,18,0.039117607513849205,20,169
Qwen3-8B,all,3,26,26,18,0.05199685010630952,20,151
Qwen3-8B,all,4,26,26,18,0.06126320168833334,20,135
Qwen3-8B,all,5,26,26,18,0.0780512397715,20,116
Qwen3-8B,all,6,26,26,18,0.117801921417,20,97
Qwen3-8B,all,7,26,26,18,0.09787613557291666,20,78
Qwen3-8B,all,8,26,26,18,0.08728314625,20,59
Qwen3-8B,all,9,26,26,18,0.061798700235000004,20,38
Qwen3-8B,all,10,26,26,18,0.0852091823473684,19,19
Qwen3-8B,all,2,27,24,31,0.006437570552182539,20,169
Qwen3-8B,all,3,27,24,31,0.022462342685684526,20,151
Qwen3-8B,all,4,27,24,31,0.05165746128952382,20,135
Qwen3-8B,all,5,27,24,31,0.11038504995116667,20,116
Qwen3-8B,all,6,27,24,31,0.1147939824765,20,97
Qwen3-8B,all,7,27,24,31,0.1139219230325,20,78
Qwen3-8B,all,8,27,24,31,0.09045046077916667,20,59
Qwen3-8B,all,9,27,24,31,0.10735948851000002,20,38
Qwen3-8B,all,10,27,24,31,0.10951486689473684,19,19
Qwen3-8B,all,2,28,21,28,0.003945090334662698,20,169
Qwen3-8B,all,3,28,21,28,0.010938729266190479,20,151
Qwen3-8B,all,4,28,21,28,0.03225084845666666,20,135
Qwen3-8B,all,5,28,21,28,0.08148737467916665,20,116
Qwen3-8B,all,6,28,21,28,0.12193797061799996,20,97
Qwen3-8B,all,7,28,21,28,0.12248878357208333,20,78
Qwen3-8B,all,8,28,21,28,0.1633818852358333,20,59
Qwen3-8B,all,9,28,21,28,0.1184644261025,20,38
Qwen3-8B,all,10,28,21,28,0.11697209703157894,19,19
Qwen3-8B,all,2,29,15,8,0.016380264020694445,20,169
Qwen3-8B,all,3,29,15,8,0.026595947151517852,20,151
Qwen3-8B,all,4,29,15,8,0.04381753364797618,20,135
Qwen3-8B,all,5,29,15,8,0.07574063167416666,20,116
Qwen3-8B,all,6,29,15,8,0.118011220034,20,97
Qwen3-8B,all,7,29,15,8,0.09575223681208334,20,78
Qwen3-8B,all,8,29,15,8,0.10940930217833333,20,59
Qwen3-8B,all,9,29,15,8,0.12224558600499999,20,38
Qwen3-8B,all,10,29,15,8,0.09336145987894735,19,19
Qwen3-8B,all,2,30,18,23,0.02470042959746032,20,169
Qwen3-8B,all,3,30,18,23,0.03906796057449404,20,151
Qwen3-8B,all,4,30,18,23,0.07741339601619047,20,135
Qwen3-8B,all,5,30,18,23,0.06897621113266666,20,116
Qwen3-8B,all,6,30,18,23,0.08537286841374998,20,97
Qwen3-8B,all,7,30,18,23,0.09726791032,20,78
Qwen3-8B,all,8,30,18,23,0.09187156059666668,20,59
Qwen3-8B,all,9,30,18,23,0.05281722885000001,20,38
Qwen3-8B,all,10,30,18,23,0.03995106314736842,19,19
Qwen3-8B,all,2,31,22,5,0.00971211589126984,20,169
Qwen3-8B,all,3,31,22,5,0.012466842896011904,20,151
Qwen3-8B,all,4,31,22,5,0.024594417928928573,20,135
Qwen3-8B,all,5,31,22,5,0.05998928045916666,20,116
Qwen3-8B,all,6,31,22,5,0.09646410660225,20,97
Qwen3-8B,all,7,31,22,5,0.1379526365258333,20,78
Qwen3-8B,all,8,31,22,5,0.18946342802083332,20,59
Qwen3-8B,all,9,31,22,5,0.0992684938925,20,38
Qwen3-8B,all,10,31,22,5,0.1029052080894737,19,19
Qwen3-8B,all,2,32,19,12,0.02875915940326389,20,169
Qwen3-8B,all,3,32,19,12,0.021573747861607144,20,151
Qwen3-8B,all,4,32,19,12,0.03003192600095238,20,135
Qwen3-8B,all,5,32,19,12,0.059942890545,20,116
Qwen3-8B,all,6,32,19,12,0.09351339982000001,20,97
Qwen3-8B,all,7,32,19,12,0.09105252871083333,20,78
Qwen3-8B,all,8,32,19,12,0.1266132700858333,20,59
Qwen3-8B,all,9,32,19,12,0.10508807384999999,20,38
Qwen3-8B,all,10,32,19,12,0.1104992843736842,19,19
Qwen3-8B,all,2,33,25,30,0.018839074633660715,20,169
Qwen3-8B,all,3,33,25,30,0.019918619418601194,20,151
Qwen3-8B,all,4,33,25,30,0.03704115273595238,20,135
Qwen3-8B,all,5,33,25,30,0.07353853444150002,20,116
Qwen3-8B,all,6,33,25,30,0.08575844110875,20,97
Qwen3-8B,all,7,33,25,30,0.08605437547625001,20,78
Qwen3-8B,all,8,33,25,30,0.09159571454166668,20,59
Qwen3-8B,all,9,33,25,30,0.10453766229999999,20,38
Qwen3-8B,all,10,33,25,30,0.10687994212631577,19,19
Qwen3-8B,all,2,34,20,14,0.009188829686537697,20,169
Qwen3-8B,all,3,34,20,14,0.015445502920803569,20,151
Qwen3-8B,all,4,34,20,14,0.031339656064285716,20,135
Qwen3-8B,all,5,34,20,14,0.0563788814895,20,116
Qwen3-8B,all,6,34,20,14,0.09152009933575,20,97
Qwen3-8B,all,7,34,20,14,0.08849105043958333,20,78
Qwen3-8B,all,8,34,20,14,0.11059659404499997,20,59
Qwen3-8B,all,9,34,20,14,0.08412264668,20,38
Qwen3-8B,all,10,34,20,14,0.0479073593,19,19
Qwen3-8B,all,2,35,23,11,0.006500069391299603,20,169
Qwen3-8B,all,3,35,23,11,0.00808443139782738,20,151
Qwen3-8B,all,4,35,23,11,0.02480083725547619,20,135
Qwen3-8B,all,5,35,23,11,0.055287848718,20,116
Qwen3-8B,all,6,35,23,11,0.11311007768849998,20,97
Qwen3-8B,all,7,35,23,11,0.08576513710583333,20,78
Qwen3-8B,all,8,35,23,11,0.0994768756325,20,59
Qwen3-8B,all,9,35,23,11,0.0787308696175,20,38
Qwen3-8B,all,10,35,23,11,0.08070034004736844,19,19
Qwen3-8B,all,2,36,20,16,0.039759303612380954,20,169
Qwen3-8B,all,3,36,20,16,0.025711279624285717,20,151
Qwen3-8B,all,4,36,20,16,0.028409900892499996,20,135
Qwen3-8B,all,5,36,20,16,0.03906247574916667,20,116
Qwen3-8B,all,6,36,20,16,0.05916325498175,20,97
Qwen3-8B,all,7,36,20,16,0.06374062852916666,20,78
Qwen3-8B,all,8,36,20,16,0.10866864912833334,20,59
Qwen3-8B,all,9,36,20,16,0.07407047641749998,20,38
Qwen3-8B,all,10,36,20,16,0.03740882925789474,19,19
Qwen3-8B,all,2,37,17,24,0.021306649651398807,20,169
Qwen3-8B,all,3,37,17,24,0.02877556137994048,20,151
Qwen3-8B,all,4,37,17,24,0.040745635880595245,20,135
Qwen3-8B,all,5,37,17,24,0.0533110579575,20,116
Qwen3-8B,all,6,37,17,24,0.0857072515795,20,97
Qwen3-8B,all,7,37,17,24,0.05993459491041666,20,78
Qwen3-8B,all,8,37,17,24,0.05346247852,20,59
Qwen3-8B,all,9,37,17,24,0.04717297938000001,20,38
Qwen3-8B,all,10,37,17,24,0.030367652542105262,19,19
Qwen3-8B,all,2,38,23,15,0.01835602500696429,20,169
Qwen3-8B,all,3,38,23,15,0.013164616558928569,20,151
Qwen3-8B,all,4,38,23,15,0.010442194458809523,20,135
Qwen3-8B,all,5,38,23,15,0.032359777983166665,20,116
Qwen3-8B,all,6,38,23,15,0.07679684589524996,20,97
Qwen3-8B,all,7,38,23,15,0.09791938026541668,20,78
Qwen3-8B,all,8,38,23,15,0.11944668947333333,20,59
Qwen3-8B,all,9,38,23,15,0.09777115645,20,38
Qwen3-8B,all,10,38,23,15,0.06552437287894737,19,19
Qwen3-8B,all,2,39,23,5,0.005497446950416667,20,169
Qwen3-8B,all,3,39,23,5,0.0063437576462797626,20,151
Qwen3-8B,all,4,39,23,5,0.005603294480119049,20,135
Qwen3-8B,all,5,39,23,5,0.029344618692166667,20,116
Qwen3-8B,all,6,39,23,5,0.07843943580525001,20,97
Qwen3-8B,all,7,39,23,5,0.11947212962,20,78
Qwen3-8B,all,8,39,23,5,0.15487309521333334,20,59
Qwen3-8B,all,9,39,23,5,0.07391566082,20,38
Qwen3-8B,all,10,39,23,5,0.09900066792631577,19,19
Qwen3-8B,all,2,40,19,14,0.017615093546875002,20,169
Qwen3-8B,all,3,40,19,14,0.02577379919747024,20,151
Qwen3-8B,all,4,40,19,14,0.03710731413095239,20,135
Qwen3-8B,all,5,40,19,14,0.05415418230133332,20,116
Qwen3-8B,all,6,40,19,14,0.06985417869825002,20,97
Qwen3-8B,all,7,40,19,14,0.0638316724025,20,78
Qwen3-8B,all,8,40,19,14,0.0721881491175,20,59
Qwen3-8B,all,9,40,19,14,0.0521998208425,20,38
Qwen3-8B,all,10,40,19,14,0.043761191447368425,19,19
Qwen3-8B,all,2,41,24,8,0.0192573561893254,20,169
Qwen3-8B,all,3,41,24,8,0.013449041499255954,20,151
Qwen3-8B,all,4,41,24,8,0.0248249217225,20,135
Qwen3-8B,all,5,41,24,8,0.03880822321783334,20,116
Qwen3-8B,all,6,41,24,8,0.05526950509175001,20,97
Qwen3-8B,all,7,41,24,8,0.07099089648541666,20,78
Qwen3-8B,all,8,41,24,8,0.09350175868750002,20,59
Qwen3-8B,all,9,41,24,8,0.11646042909499998,20,38
Qwen3-8B,all,10,41,24,8,0.14378923537894733,19,19
Qwen3-8B,all,2,42,22,0,0.0014348557960714287,20,169
Qwen3-8B,all,3,42,22,0,0.00906821160342262,20,151
Qwen3-8B,all,4,42,22,0,0.013530933657738095,20,135
Qwen3-8B,all,5,42,22,0,0.042974629682,20,116
Qwen3-8B,all,6,42,22,0,0.09285692193350001,20,97
Qwen3-8B,all,7,42,22,0,0.09478184385041667,20,78
Qwen3-8B,all,8,42,22,0,0.10980310333583335,20,59
Qwen3-8B,all,9,42,22,0,0.08738207674000001,20,38
Qwen3-8B,all,10,42,22,0,0.09408525221052631,19,19
Qwen3-8B,all,2,43,23,4,0.010046832228621027,20,169
Qwen3-8B,all,3,43,23,4,0.009414285590595237,20,151
Qwen3-8B,all,4,43,23,4,0.012354415914285715,20,135
Qwen3-8B,all,5,43,23,4,0.047900087835833334,20,116
Qwen3-8B,all,6,43,23,4,0.06952973109149999,20,97
Qwen3-8B,all,7,43,23,4,0.09429369011333331,20,78
Qwen3-8B,all,8,43,23,4,0.13270116125333334,20,59
Qwen3-8B,all,9,43,23,4,0.07270832807000001,20,38
Qwen3-8B,all,10,43,23,4,0.06747690011578948,19,19
Qwen3-8B,all,2,44,17,27,0.03600668135462301,20,169
Qwen3-8B,all,3,44,17,27,0.03915346806666666,20,151
Qwen3-8B,all,4,44,17,27,0.030388621018214285,20,135
Qwen3-8B,all,5,44,17,27,0.045982194424666674,20,116
Qwen3-8B,all,6,44,17,27,0.054631435061,20,97
Qwen3-8B,all,7,44,17,27,0.04147557837291667,20,78
Qwen3-8B,all,8,44,17,27,0.04979158010666667,20,59
Qwen3-8B,all,9,44,17,27,0.04746507443249999,20,38
Qwen3-8B,all,10,44,17,27,0.04127512051578948,19,19
Qwen3-8B,all,2,45,17,4,0.016072803978710314,20,169
Qwen3-8B,all,3,45,17,4,0.03722364346309524,20,151
Qwen3-8B,all,4,45,17,4,0.04303215434440476,20,135
Qwen3-8B,all,5,45,17,4,0.06494973631266668,20,116
Qwen3-8B,all,6,45,17,4,0.05616489778599999,20,97
Qwen3-8B,all,7,45,17,4,0.03955559237291668,20,78
Qwen3-8B,all,8,45,17,4,0.04990054775666668,20,59
Qwen3-8B,all,9,45,17,4,0.0444421706225,20,38
Qwen3-8B,all,10,45,17,4,0.0373542638,19,19
Qwen3-8B,all,2,46,28,3,0.018010281297559525,20,169
Qwen3-8B,all,3,46,28,3,0.018176931802499997,20,151
Qwen3-8B,all,4,46,28,3,0.033496427604404765,20,135
Qwen3-8B,all,5,46,28,3,0.062659647786,20,116
Qwen3-8B,all,6,46,28,3,0.058980889661,20,97
Qwen3-8B,all,7,46,28,3,0.047816724430000006,20,78
Qwen3-8B,all,8,46,28,3,0.06847110579416667,20,59
Qwen3-8B,all,9,46,28,3,0.06790951556999998,20,38
Qwen3-8B,all,10,46,28,3,0.07111160173157895,19,19
Qwen3-8B,all,2,47,21,9,0.00357963781563492,20,169
Qwen3-8B,all,3,47,21,9,0.00625023748485119,20,151
Qwen3-8B,all,4,47,21,9,0.01670309941083333,20,135
Qwen3-8B,all,5,47,21,9,0.05299264679833334,20,116
Qwen3-8B,all,6,47,21,9,0.06892801324699997,20,97
Qwen3-8B,all,7,47,21,9,0.07140709550541666,20,78
Qwen3-8B,all,8,47,21,9,0.10347819726916667,20,59
Qwen3-8B,all,9,47,21,9,0.11122073835499999,20,38
Qwen3-8B,all,10,47,21,9,0.08440661097894737,19,19
Qwen3-8B,all,2,48,15,11,0.018038268105535712,20,169
Qwen3-8B,all,3,48,15,11,0.030071779857023813,20,151
Qwen3-8B,all,4,48,15,11,0.035319117714285725,20,135
Qwen3-8B,all,5,48,15,11,0.05747691271016666,20,116
Qwen3-8B,all,6,48,15,11,0.06861442933725001,20,97
Qwen3-8B,all,7,48,15,11,0.033452449307083326,20,78
Qwen3-8B,all,8,48,15,11,0.05058789654833333,20,59
Qwen3-8B,all,9,48,15,11,0.031710162737500006,20,38
Qwen3-8B,all,10,48,15,11,0.027327514994736846,19,19
Qwen3-8B,all,2,49,31,30,0.01386833013763889,20,169
Qwen3-8B,all,3,49,31,30,0.02529662324571429,20,151
Qwen3-8B,all,4,49,31,30,0.03550900185821428,20,135
Qwen3-8B,all,5,49,31,30,0.052779644253,20,116
Qwen3-8B,all,6,49,31,30,0.054259062566750005,20,97
Qwen3-8B,all,7,49,31,30,0.04983636025708334,20,78
Qwen3-8B,all,8,49,31,30,0.054483114535,20,59
