model_label,role,source_layer,target_layer,normalized_depth,rank,discovery_rows,discovery_seeds,confirmation_rows,source_centroid_capture,target_centroid_capture,map_training_r2,map_training_normalized_rmse,map_ridge,map_singular_1,map_singular_last,map_condition_number,orthogonal_factor_determinant,subspace_principal_angle_mean_degrees,subspace_principal_angle_max_degrees,cv_sample_r2,cv_sample_normalized_rmse,cv_direct_identity_r2,cv_centroid_r2,cv_centroid_normalized_rmse,cv_fold_r2_min,cv_fold_r2_max,cv_folds,confirmation_sample_r2,confirmation_sample_normalized_rmse,confirmation_centroid_r2,confirmation_centroid_normalized_rmse,proper_rotation_angle_pca_gauge_degrees,centroid_rdm_spearman,permutation_repeats,permutation_r2_mean,permutation_r2_ci95_low,permutation_r2_ci95_high,permutation_p_ge_observed,bootstrap_repeats,bootstrap_map_relative_frobenius_median,bootstrap_map_relative_frobenius_ci95_low,bootstrap_map_relative_frobenius_ci95_high,bootstrap_rotation_geodesic_degrees_median,bootstrap_rotation_geodesic_degrees_ci95_low,bootstrap_rotation_geodesic_degrees_ci95_high,bootstrap_source_basis_max_angle_degrees_median,bootstrap_source_basis_max_angle_degrees_ci95_low,bootstrap_source_basis_max_angle_degrees_ci95_high,bootstrap_target_basis_max_angle_degrees_median,bootstrap_target_basis_max_angle_degrees_ci95_low,bootstrap_target_basis_max_angle_degrees_ci95_high,bootstrap_stretch_singular_1_mean,bootstrap_stretch_singular_1_sd,bootstrap_stretch_singular_2_mean,bootstrap_stretch_singular_2_sd,bootstrap_stretch_singular_3_mean,bootstrap_stretch_singular_3_sd,full_operator_inner_product_to_next,full_operator_cosine_to_next,full_operator_relative_drift_to_next
Qwen3-8B,prompt_running,29,30,0.8571428571428571,2,200,20,100,0.7485363156929493,0.7152296910703868,0.9996026226225178,0.019934326612208765,27.145270732841873,1.114968875099035,1.0689261335006919,1.0430738291031907,0.9999999999999994,17.347373396793593,18.861153241112707,0.9849675253316847,0.12260699273824188,0.9741236970299372,0.9948624882199572,0.07167643810934551,0.9761012260696029,0.990814518544945,5,0.9927433566018311,0.0851859342742036,0.9984675318246892,0.039146751784928636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen3-8B,prompt_running,29,30,0.8571428571428571,3,200,20,100,0.7939817344399054,0.7675906917739493,0.9613753988728159,0.19653142529169265,19.19554975619344,1.115640771232027,0.7909000111619012,1.4105964793110235,1.0,29.08306466721646,52.70549046059831,0.9586633571040574,0.20331414829259326,0.8462244988466969,0.9839581278151915,0.12665651260321523,0.8989220045695877,0.9861339118877059,5,0.9650618198777562,0.18691757574461473,0.9974085023526008,0.05090675443788512,2.6902711124293455,0.9926218708827402,500.0,-0.30552132530070064,-0.6954070917327597,0.8426994129841845,0.001996007984031936,500.0,0.25758268269135115,0.15073529847652842,1.1628635302618855,8.11759053872425,0.6422123589373298,178.19110076293066,68.93912999395448,42.22717671150682,88.33395927056696,62.125458023455494,39.059969880000466,87.9427776674052,1.178747810631185,0.030367711711417045,1.1184796126215555,0.02065527882087488,1.0174073877884915,0.174971828264909,2.5087893621534585,0.8021412995243041,0.6299248479432672
Qwen3-8B,prompt_running,30,31,0.8857142857142857,1,200,20,100,0.6368128802322784,0.6168645250856785,0.9999126783335086,0.009344606278032519,58.33500111244168,1.0803140521533936,1.0803140521533936,1.0,1.0,17.25328457682152,17.25328457682152,0.9960659239217299,0.06272221359510657,0.9896566798463355,0.9991338087135558,0.029431127848659182,0.9954227941036625,0.9967932358039385,5,0.9958489470144659,0.06442866586802846,0.9994345654089056,0.02377886858314223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen3-8B,prompt_running,30,31,0.8857142857142857,2,200,20,100,0.7152296910703868,0.6911094537513485,0.9991503391778157,0.02914894204228195,32.75917158665497,1.0812957230413458,1.0599647356590423,1.0201242425004269,1.0000000000000002,17.75623851793432,18.561271502076675,0.990126270715692,0.0993666407015351,0.9841719927147096,0.9959401377584064,0.06371704828061037,0.9868987110304058,0.9943205730359831,5,0.9939074168495978,0.07805500080329374,0.9985761810215456,0.03773352592131324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen3-8B,prompt_running,30,31,0.8857142857142857,3,200,20,100,0.7675906917739493,0.7468732481761431,0.9799268667301871,0.1416796854521242,23.438284226810136,1.0816704287341345,0.9663270997501628,1.1193626143919517,0.9999999999999997,23.86944362754888,36.58055606272355,0.9826801072554624,0.13160506352165008,0.8792527463701093,0.9942861590007882,0.07558995303088788,0.9750236647689667,0.9894993610274441,5,0.9745400877628828,0.15956162520204273,0.9978288745345848,0.04659533737848843,4.269534870005149,0.9864295125164689,500.0,-0.31930883207499483,-0.7267615165721487,0.864027643564616,0.001996007984031936,500.0,0.1205455603963846,0.06680490810769016,1.1754044716293648,5.094295843340191,0.5189074042339377,171.21227528715693,61.604784474838176,38.99165950781344,87.86268053636306,72.13758676505864,41.043089889519386,89.00677467700531,1.1264938312248398,0.019463207191319443,1.0882206977958677,0.01232270180096203,1.0145577690385097,0.15547599200507073,2.9058962460699207,0.8465694756511783,0.5567725245571861
Qwen3-8B,prompt_running,31,32,0.9142857142857143,1,200,20,100,0.6168645250856785,0.6281655152771652,0.9997493666392373,0.015831404257447602,68.22364320145643,1.1323383353675716,1.1323383353675716,1.0,1.0,18.664050080382694,18.664050080382694,0.9974789209853339,0.05021034768517506,0.9828791049891721,0.999270015431822,0.027018226592024346,0.9965039352213892,0.9986077943325757,5,0.9978636517749511,0.04622064717254523,0.9995129849602394,0.02206841724638546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen3-8B,prompt_running,31,32,0.9142857142857143,2,200,20,100,0.6911094537513485,0.699208065667058,0.9995780722164964,0.020540880786946544,38.21747147749874,1.1420255372900354,1.0830175906749844,1.0544847536393889,0.9999999999999996,19.762208870286546,20.924114706348043,0.9942627543342382,0.0757446081629701,0.9796952824276378,0.9981190655862326,0.04336974076204899,0.991738669950537,0.9972809500501368,5,0.996048372091061,0.06286197506393655,0.9994667191971993,0.023092873420185334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen3-8B,prompt_running,31,32,0.9142857142857143,3,200,20,100,0.7468732481761431,0.7545694824444362,0.9947111547896816,0.07272444712968533,27.53409213214456,1.1432569320205441,1.072186792939851,1.0662852215198664,0.9999999999999997,21.282047809504252,24.65806186907275,0.9937188299109632,0.07925383327661084,0.9773462841284902,0.9981021504369444,0.04356431524832734,0.9930619487585338,0.9945858548015036,5,0.9892923685290219,0.10347768586018001,0.9987859448413516,0.034843294313947656,3.454343939535787,0.9960474308300393,500.0,-0.34578156729455,-0.740792169506948,0.7840107134467144,0.001996007984031936,500.0,0.0760210521769815,0.01974967014635319,1.1494681529352038,4.99946460377884,0.4688978736671442,164.83396849084107,71.34310442598563,42.017679099829984,89.43832165497551,69.89326357130813,40.68042398989372,88.4918171528379,1.1398553985580775,0.005069509038001055,1.107347227687093,0.00987760207027503,1.060025637140672,0.11045350340348283,3.0175774663598816,0.849166297631985,0.5497124604377075
Qwen3-8B,prompt_running,32,33,0.9428571428571428,1,200,20,100,0.6281655152771652,0.6413719019227027,0.9998322462998033,0.012951976690711057,87.67260533095052,1.1236311855088865,1.1236311855088865,1.0,1.0,22.98949816519551,22.98949816519551,0.9962796708310121,0.06099450113729881,0.9861438059765132,0.9991682969321085,0.028839262610050563,0.9949626925741023,0.9976283460336416,5,0.9944682028309256,0.07437605238969328,0.9981581408947438,0.04291688601536957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen3-8B,prompt_running,32,33,0.9428571428571428,2,200,20,100,0.699208065667058,0.707183276878445,0.9993906588306433,0.024684836830668817,48.793981279278995,1.1257403381992512,1.0618489154392792,1.0601699750604734,1.000000000000001,22.50326077431456,23.73335202096233,0.9845686437458522,0.12422301016376895,0.975191511027192,0.9949599023986166,0.07099364479573779,0.9615471897784581,0.9952176456457756,5,0.991024893268593,0.09473703991262883,0.9974231651613457,0.050762533808453615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen3-8B,prompt_running,32,33,0.9428571428571428,3,200,20,100,0.7545694824444362,0.7615091667738254,0.9915731207405093,0.09179803516138382,35.104905114029314,1.1259983277897723,1.0298094814695762,1.0934045064169842,0.9999999999999994,24.173684348914616,28.61509144626041,0.9859653843706079,0.11846778308634007,0.9668215263734556,0.995451080122201,0.0674456809425115,0.9796762655646678,0.993993633369,5,0.983052973462091,0.13018074564968904,0.9958332218207315,0.0645505862039107,1.1774023690932236,0.9907773386034254,500.0,-0.33673455442428724,-0.7451379286607287,0.7911393318532172,0.001996007984031936,500.0,0.08177457375992168,0.0325774235500129,1.1439958259320138,4.988190704956634,0.7166526944454986,111.75138240018354,68.64951239052064,42.958239639774334,89.12853458899059,66.8525464319444,43.24810976982372,87.09927311906432,1.131994898929302,0.011325931159404584,1.094403440431202,0.011516347880861103,1.038308009671573,0.11829875144917437,2.8443279667197765,0.7697324532476403,0.6811853742710119
Qwen3-8B,prompt_running,33,34,0.9714285714285714,1,200,20,100,0.6413719019227027,0.7024356722507975,0.9997785320047845,0.014881800805532017,110.93077906710732,1.2931435134799252,1.2931435134799252,1.0,1.0,32.86102178828585,32.86102178828585,0.9938027884648675,0.07872236997913964,0.9419197063229863,0.9976533966108896,0.048441752539627084,0.990092680126906,0.9970617282983246,5,0.989320058196342,0.10334380389582197,0.9957264041976839,0.06537274510310971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen3-8B,prompt_running,33,34,0.9714285714285714,2,200,20,100,0.707183276878445,0.7589974201283874,0.9971426111036296,0.05345454981917245,61.156710803968295,1.2942898206308064,1.119544691870978,1.1560858892268027,1.0000000000000002,30.20409725706667,33.86071081563701,0.9680333060115702,0.17879232083182373,0.914797373072184,0.9879873919545995,0.10960204398368004,0.9344480531994964,0.9908275185594638,5,0.9817853991504596,0.13496147913215978,0.9953874424848689,0.06791581196695765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen3-8B,prompt_running,33,34,0.9714285714285714,3,200,20,100,0.7615091667738254,0.8047900218533734,0.9852516652054252,0.12144272227916679,43.90318362026038,1.2955599587486901,0.9756662908873196,1.327872009978374,1.0000000000000004,32.08826060690232,37.816356243168634,0.9782993218986725,0.14731150023446052,0.8145862081465413,0.9915757844175994,0.09178352565902308,0.9686703130468566,0.9880674628409297,5,0.9426870434377648,0.23940124594963003,0.9904333757560279,0.09780912147633329,10.292984433660715,0.9884057971014492,500.0,-0.3165827956868552,-0.8886809267927867,0.8600838983436228,0.001996007984031936,500.0,0.14004419229044146,0.05737974078505332,1.077784105858173,7.706347071180492,0.9149437567656992,70.9892671763557,66.65044036155652,43.19337583729344,88.1711818203807,65.9758713467105,41.74311629173646,88.56394865685007,1.2941100520026052,0.010848408342350865,1.1404255373340562,0.028131735513176947,1.0324921336028952,0.15975316209061854,2.672455497256005,0.6452193366105491,0.8436433566239419
Qwen3-8B,prompt_running,34,35,1.0,1,200,20,100,0.7024356722507975,0.7484074412026661,0.9992938228568117,0.026573993738020125,185.91285873333277,1.3407121248946923,1.3407121248946923,1.0,1.0,38.63782909812268,38.63782909812268,0.9870123162912656,0.11396351920125292,0.9254088552130384,0.9961329408638625,0.06218568272631201,0.9847032220898749,0.9896031287515091,5,0.9860944916479336,0.11792161952783017,0.9987090248297741,0.03593014291964194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen3-8B,prompt_running,34,35,1.0,2,200,20,100,0.7589974201283874,0.8204131402651199,0.9749485160631202,0.1582766057788701,100.44149643991315,1.3553087160098365,1.223187819616251,1.1080135808048153,0.9999999999999994,43.625446896843606,51.03429933795996,0.604846623219634,0.6286122626710093,0.5496852536874898,0.8495595000662741,0.38786660069375123,0.5427865397544084,0.6706249165637861,5,0.4798255112290455,0.7212312311394693,0.7713289571767624,0.47819561146379996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen3-8B,prompt_running,34,35,1.0,3,200,20,100,0.8047900218533734,0.8590187081866801,0.9655679083982275,0.1855588629027796,71.0009564118499,1.3798656219559615,0.8745048438051848,1.5778821943990935,0.9999999999999984,40.24022445344941,51.78016010248129,0.6005881934725503,0.6319903531917632,0.4638628577609868,0.8435122730160164,0.3955852967237074,0.5539561435978085,0.6654110428762101,5,0.5178413529218631,0.6943764447892345,0.7778082367359826,0.47137221308008526,22.90044132911827,0.9346508563899866,500.0,-0.3276959326781348,-0.9837554725608355,0.8584546696352391,0.001996007984031936,500.0,0.31275192034317545,0.10391659796658859,0.95515713113782,13.529730684935041,1.869560491691685,65.08038316797082,68.39145256694323,41.65551926689222,88.01183328038915,54.98596223265464,36.442363662089505,86.58187537046496,1.4071048864436393,0.1147716097492669,1.2283294340659252,0.09656677341344945,0.8079262468643292,0.3075504951344014,,,
Qwen3-8B,answer_query,0,1,0.02857142857142857,1,200,20,0,0.6278879649826556,0.8207706712440631,0.9933991308341649,0.08124573321618296,1.307712221463618e-07,3.555858727714226,3.555858727714226,1.0,1.0,71.08348418552497,71.08348418552497,-2.91030857603604,1.9774500185936532,0.042581153501547675,-17.28651318765161,4.276273282620232,-12.754962311437367,-0.9328225376955559,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen3-8B,answer_query,0,1,0.02857142857142857,2,200,20,0,0.7788298137575744,0.8780840248956219,0.9643934595181242,0.1886969540874357,8.110406017410662e-08,3.5586598749973177,1.4172450633985803,2.510970026922221,0.9999999999999991,57.216011467416095,71.15739123827818,-1.3539218795457995,1.5342496144844877,-0.10158167619841407,-18.187307517459296,4.380331895811012,-6.787905937258648,-0.5954134784698626,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen3-8B,answer_query,0,1,0.02857142857142857,3,200,20,0,0.8384939170628236,0.9146719853213796,0.952526102907767,0.21788505477024595,5.8211485918842445e-08,3.5666456055948186,1.4170499763770759,2.516951176777506,0.9999999999999994,60.43544229887337,72.68159952604145,-1.7061491118121168,1.6450377235225084,-0.349095237273944,-18.75302217295236,4.444437216673486,-6.865835364715803,-0.13451927399605035,5,,,,,13.895083265778567,0.9071146245059287,500.0,-0.3670231533202239,-1.6473492835564356,0.7685042168880426,0.001996007984031936,500.0,0.3800837298019421,0.14533682899244402,0.7856649675608087,18.91068086708332,3.6582563365069496,74.21232163438019,54.069583695686816,31.518349580177897,84.95776876590934,49.574005799531065,28.32846190599714,87.08507681654034,3.560595983123624,0.6650841360741884,1.9970382798543305,0.4283052452339983,1.004418871024511,0.57912639759052,2.5103438440072448,0.18558394396502378,1.2963646554482156
Qwen3-8B,answer_query,1,2,0.05714285714285714,1,200,20,0,0.8207706712440631,0.8593859436752695,0.9835138647839528,0.1283983458462267,1.6678044378558805e-06,2.094487808588709,2.094487808588709,1.0,1.0,62.18586647591318,62.18586647591318,-0.01599383517487074,1.0079651954184086,0.4323021642502175,-0.8566137742704387,1.3625761535673662,-0.7173771349771729,0.46787947196652135,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen3-8B,answer_query,1,2,0.05714285714285714,2,200,20,0,0.8780840248956219,0.8949277739613728,0.9749565921310565,0.15825109120932965,8.921325315581352e-07,2.1499658148398835,1.3307343437186845,1.6156236028536612,-0.9999999999999998,55.809405456626656,63.13358980846378,-0.028890734879311264,1.014342513591593,-0.423550285956628,-1.4308544179039875,1.5591197573964573,-0.418792128628662,0.3665107560245412,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen3-8B,answer_query,1,2,0.05714285714285714,3,200,20,0,0.9146719853213796,0.9279643164588544,0.977086785462402,0.15137111526839586,6.195372429626477e-07,2.501330045692637,1.2689436360278392,1.9711908194145833,0.9999999999999992,58.145964260602135,70.13161961811028,-0.481349073737094,1.2171068456536978,-0.8067711238282498,-4.0733772753506665,2.252415875310478,-2.249180007272008,0.5429603020941163,5,,,,,160.67002951751687,0.9638998682476942,500.0,-0.3550558700437015,-1.6849546798678339,0.6779781970660056,0.001996007984031936,500.0,0.2721171602833883,0.1198961544703042,0.9072886447588694,12.809897594863145,2.9902841526187736,73.63434745638858,47.802377600146706,28.727982950205924,85.58054676479384,52.796927596926075,31.786201658632947,86.61437318304006,2.4334718067757306,0.17009512928930337,1.580967130419038,0.15333684403718562,1.0059832283302388,0.4031099820493831,1.7956555890549084,0.2176750922189703,1.2602054826174838
Qwen3-8B,answer_query,2,3,0.08571428571428572,1,200,20,0,0.8593859436752695,0.8650768301870935,0.9944560970028246,0.0744573904805658,7.453976746964795e-06,1.6467562938847473,1.6467562938847473,1.0,1.0,54.55514290173451,54.55514290173451,0.1248529715722676,0.9354929333927288,0.5035972126479635,0.7128732718872994,0.5358420738545085,-2.274982008592425,0.6904464187234789,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen3-8B,answer_query,2,3,0.08571428571428572,2,200,20,0,0.8949277739613728,0.9119834930879858,0.9469954960363679,0.23022707044053725,3.881126324217421e-06,1.7209888519451344,0.05047987905644489,34.09257082452165,-0.9999999999999991,69.99911619591735,85.9196434825832,-0.06976391550841354,1.034293921237292,0.3516415720007674,-0.7795691724909211,1.3340049372063512,-2.662158356697494,0.6629786467314782,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen3-8B,answer_query,2,3,0.08571428571428572,3,200,20,0,0.9279643164588544,0.9398703697598141,0.9696967804740744,0.17407819945623756,2.6829328886141947e-06,1.9355913672566523,0.6095560058699717,3.1754118548863017,-0.9999999999999988,61.602277211748486,76.60900977356042,0.31991967289385914,0.8246698291474842,0.15185697959560185,-0.3835276559726939,1.1762345242223993,-0.0903115228841398,0.6931882401506957,5,,,,,120.81149172684096,0.98498023715415,500.0,-0.3381052065799956,-1.7669035533325996,0.7232243545154454,0.001996007984031936,500.0,0.45371787431365257,0.18278982986935916,0.9248493206394942,46.561929501215076,7.51684491421717,122.76840347864001,51.88606037728284,31.524971181133257,87.12610591106579,53.655520976264384,26.60980618087949,88.44712382696837,1.8873569174459122,0.2194478832155077,1.5450114241811248,0.14775716182789775,0.9200524016592581,0.3521522924134527,1.715632684500914,0.2704704846541563,1.2090516779737883
Qwen3-8B,answer_query,3,4,0.11428571428571428,1,200,20,0,0.8650768301870935,0.8488942516261644,0.9952937221883248,0.06860231637251933,2.0367081645791175e-05,1.4772309184822512,1.4772309184822512,1.0,1.0,56.953142194806205,56.953142194806205,0.2939944364299286,0.8402413722080527,0.4274134144985321,0.8997149416171297,0.3166781621502662,-2.0542127236191536,0.8895383242875315,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen3-8B,answer_query,3,4,0.11428571428571428,2,200,20,0,0.9119834930879858,0.9006729369394746,0.9890678117539584,0.10455710519157257,1.0735718271011643e-05,1.6291648391279647,1.29329917106575,1.25969680919647,1.0000000000000009,56.18096416996649,64.05133525903743,-0.33446416073120555,1.155190097226948,-0.06762508665770417,-0.41923132056223644,1.1913149543937727,-2.5549956425994136,0.4052965432146395,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen3-8B,answer_query,3,4,0.11428571428571428,3,200,20,0,0.9398703697598141,0.9400795052155827,0.9708420907132004,0.1707568718582055,7.37599863556553e-06,1.737988242556819,0.9915447487574649,1.7528086803290979,-1.0,62.06901127835573,81.71444230155599,-0.48015809486804883,1.2166174809150363,-0.38915131835574246,-1.0078760156971662,1.416995418375503,-0.9696527163692559,0.014314335838882752,5,,,,,40.66781737436468,0.9843214756258235,500.0,-0.30213417776042434,-1.70311878259582,0.7166660097111961,0.001996007984031936,500.0,0.29542527990601275,0.10030409675279076,0.8915719789160975,47.68524316566386,6.135323151298829,167.57990839389095,45.835641964213295,28.47038432559022,88.1864915100635,38.92788737626111,23.66365801335161,78.34914022975823,1.718992188889137,0.13575512081587116,1.4132658189317093,0.09802279586995538,0.9384652706047923,0.3754607522688766,1.712964056319604,0.2888629588070088,1.1925919910436666
Qwen3-8B,answer_query,4,5,0.14285714285714285,1,200,20,0,0.8488942516261644,0.8831855932385811,0.9989062532539128,0.03307184219373283,4.4744745152317776e-05,1.5688923552614766,1.5688923552614766,1.0,1.0,54.090628381630026,54.090628381630026,-0.21896758273688843,1.1040686494674543,-0.02596044253130092,0.6290701897238948,0.6090400727998981,-0.8551422861053968,0.20489053191146067,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen3-8B,answer_query,4,5,0.14285714285714285,2,200,20,0,0.9006729369394746,0.9355582080369274,0.9960052124895774,0.06320433142137184,2.3736985467710433e-05,1.569782839357764,1.4946539859197254,1.050265047392764,1.0000000000000002,53.12318468246277,54.6638860695268,-0.0817079778633345,1.0400519111387347,0.10903433242129401,0.43851474123064627,0.7493232004745041,-0.6118395865598538,0.3034031894822393,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen3-8B,answer_query,4,5,0.14285714285714285,3,200,20,0,0.9400795052155827,0.9573851565396898,0.99488898052281,0.0714913944275107,1.6517023097286092e-05,1.5819750829317005,1.0306737546181335,1.534894117409466,0.9999999999999998,49.0372925057882,54.112698520518,-0.0497604357394259,1.024578174537905,0.007444163237006252,0.1039660730022115,0.9465906860928796,-0.5375200657763168,0.4532203811470843,5,,,,,13.028642752515847,0.9888010540184451,500.0,-0.32799520896837625,-1.7606047399393954,0.7055700613550726,0.001996007984031936,500.0,0.1279370958613104,0.05229629601242511,0.4114347282281777,4.62903247889675,1.0380228332307642,16.05154591604855,38.51203674734204,23.524101434785646,75.00852502298682,39.98947748365985,26.09792792278866,64.33629965527227,1.611320717821643,0.06710346401905692,1.4516669943927731,0.11223644230987141,0.9518508780241719,0.2132226497319598,2.1388303616254016,0.410696541106678,1.0909567925995705
Qwen3-8B,answer_query,5,6,0.17142857142857143,1,200,20,0,0.8831855932385811,0.9029070250428348,0.9995488560591886,0.021240149265278774,0.00011047686001394555,1.3741199392342347,1.3741199392342347,1.0,1.0,49.827893167137454,49.827893167137454,0.7331312312244413,0.5165934269573691,0.847400315791221,0.8763855527776818,0.35158846286861895,0.6903797932319411,0.7749858980175274,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen3-8B,answer_query,5,6,0.17142857142857143,2,200,20,0,0.9355582080369274,0.9415709786354188,0.9991234523225028,0.02960654788213572,5.851405071338878e-05,1.3769084073603113,1.1499302558247906,1.1973842764687672,0.999999999999999,49.16754784185446,50.86201763317106,0.41890858970347555,0.7622935197786509,0.5914272993950477,0.4807148217039372,0.7206144449676698,0.13885996185074123,0.7108704203994491,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen3-8B,answer_query,5,6,0.17142857142857143,3,200,20,0,0.9573851565396898,0.958519813308001,0.998610760755616,0.03727249984082205,3.991947133505553e-05,1.400927679323632,1.126771531098926,1.2433112131945019,0.999999999999999,48.86256006018335,51.64390790357849,0.4499502278469343,0.7416534043291824,0.4828472731873046,0.20861071810653564,0.8896006305604017,0.15341948496328228,0.6075568054769079,5,,,,,3.897797629759185,0.9928853754940711,500.0,-0.3440585432771027,-1.7887475648104292,0.6667804470771855,0.001996007984031936,500.0,0.07790354890333076,0.03217967053651016,0.41896022596295135,3.0259919877439234,0.8381242100777534,11.35721661955747,40.03019625507223,26.371531286385174,65.10363434120508,45.0399830995305,29.908189349052062,80.31098086757264,1.4038702399081737,0.030090283756526524,1.2190854222862928,0.0511398659913102,1.0329502144999783,0.1927433184356381,2.0513504349540135,0.3855693375066728,1.1154928679721283
Qwen3-8B,answer_query,6,7,0.2,1,200,20,0,0.9029070250428348,0.9162303611061474,0.9967079281355992,0.057376579406591036,0.000209114573392252,1.5550903390353605,1.5550903390353605,1.0,1.0,54.40639750174559,54.40639750174559,0.8284891154053747,0.4141387262676907,0.7766482766983358,0.8913587263307501,0.32960775729531894,0.6055819213605109,0.9250473070644897,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen3-8B,answer_query,6,7,0.2,2,200,20,0,0.9415709786354188,0.9522402208103636,0.9988840695686835,0.033405544918718125,0.00010903460049307395,1.724662888755798,1.3178054372567902,1.3087386347000833,0.9999999999999999,52.991771872055665,54.7030993647895,0.5782303452331521,0.6494379529769168,0.6026528595886533,0.7703519243064454,0.4792161054196265,0.38157954073784117,0.716429058348512,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen3-8B,answer_query,6,7,0.2,3,200,20,0,0.958519813308001,0.9642022511296827,0.9976058285088616,0.04893027172557352,7.399819187304641e-05,1.7292984087480252,1.1427172734759532,1.5133213165560988,0.9999999999999993,53.28331581143623,55.24819858294945,0.4645760065764153,0.7317267204520993,0.4114653693134245,0.5438012326225812,0.6754248791519445,0.20600999991490443,0.6407000313102962,5,,,,,10.982446473785005,0.9903820816864294,500.0,-0.363233708216578,-1.6826231294531506,0.657505699636921,0.001996007984031936,500.0,0.10712298429340647,0.04745703351511812,0.8746082531962339,4.3632900446753595,1.1160431452795927,24.069900934677246,43.656292958244904,29.905228792664342,75.78266291795859,54.21419588595425,35.78975707491845,87.28286325176147,1.691795007189784,0.06426227229321291,1.3598661271440924,0.04850441445846714,1.0324721498478036,0.28539812722973956,1.8045780888403606,0.2422570215916318,1.2397785872128793
Qwen3-8B,answer_query,7,8,0.22857142857142856,1,200,20,0,0.9162303611061474,0.8899349071878472,0.978218727663517,0.1475847971048609,0.0005083880758128726,1.4843409505309537,1.4843409505309537,1.0,1.0,56.17852993109235,56.17852993109235,0.5796644036255856,0.648332936364037,0.6597033204063908,0.8814181444428536,0.3443571627789182,-0.13129863497852035,0.884561710853043,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen3-8B,answer_query,7,8,0.22857142857142856,2,200,20,0,0.9522402208103636,0.9619926287883648,0.986014773752933,0.11825914868231975,0.00026418442027229477,2.3245655493641197,1.2687916395240169,1.8321097625108667,0.9999999999999994,61.42487015087349,70.36021001187073,0.15130814003113124,0.9212447340250411,0.5243909206489927,0.5503957069471237,0.6705253858377596,-0.049798007540018174,0.5898148645542923,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen3-8B,answer_query,7,8,0.22857142857142856,3,200,20,0,0.9642022511296827,0.974645579260291,0.9848915427929676,0.12291646434482405,0.00017833540121011483,2.487700782005176,1.0716073342325296,2.321466737428438,1.0000000000000007,61.918037382083604,73.05424224371207,-0.03720993836025244,1.018435043760893,0.3488534019778764,0.32711714547506554,0.8202943706529592,-0.7191909426376968,0.3276259141925302,5,,,,,26.615595864942748,0.9471673254281949,500.0,-0.3068897188386945,-1.5398759205770016,0.7368506017139801,0.001996007984031936,500.0,0.20397850015197422,0.06749584249967978,0.7182970554682822,7.540602975304275,1.5799740829067082,26.90721209006646,54.09550090025081,33.006535485826404,86.17359723137663,37.61187406911736,24.414620141686523,77.45402524488075,2.2233561726642863,0.15059036302746623,1.2802798823170238,0.028767969786330845,0.9147062149251004,0.29683437741196056,1.4552792101699663,0.26372693821977683,1.2714662504775323
Qwen3-8B,answer_query,8,9,0.2571428571428571,1,200,20,0,0.8899349071878472,0.889073806897722,0.9985327903360814,0.03830417293087733,0.001147346096420066,1.0893766650013248,1.0893766650013248,1.0,1.0,50.48849616252724,50.48849616252724,0.6846139305588446,0.5615924406908942,0.6912419720714795,0.8586274973325283,0.3759953492630882,0.5292100175667451,0.8509063965774245,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
