model_label,mode_native,layer,occurrence,n_confirmation_class_native,metric,value_native,quality_direction_native,quality_value_native,mode_nonthinking,n_confirmation_class_nonthinking,value_nonthinking,quality_direction_nonthinking,quality_value_nonthinking,native_minus_nonthinking_quality
Gemma4-E4B,native_thinking,0,1,10,logistic_precision,0.5714285714285714,higher,0.5714285714285714,non_thinking,10,0.375,higher,0.375,0.1964285714285714
Gemma4-E4B,native_thinking,0,1,10,logistic_recall,0.4,higher,0.4,non_thinking,10,0.3,higher,0.3,0.10000000000000003
Gemma4-E4B,native_thinking,0,1,10,logistic_f1,0.47058823529411764,higher,0.47058823529411764,non_thinking,10,0.3333333333333333,higher,0.3333333333333333,0.13725490196078433
Gemma4-E4B,native_thinking,0,1,10,ncc_recall,0.5,higher,0.5,non_thinking,10,0.5,higher,0.5,0.0
Gemma4-E4B,native_thinking,0,1,10,silhouette_cosine,-0.17320190370082855,higher,-0.17320190370082855,non_thinking,10,-0.09075124561786652,higher,-0.09075124561786652,-0.08245065808296204
Gemma4-E4B,native_thinking,0,1,10,within_trace,2048.83349609375,lower,-2048.83349609375,non_thinking,10,3465.6328125,lower,-3465.6328125,1416.79931640625
Gemma4-E4B,native_thinking,0,1,10,class_nc1_ratio,21.86106400225319,lower,-21.86106400225319,non_thinking,10,15.581255882208357,lower,-15.581255882208357,-6.279808120044834
Gemma4-E4B,native_thinking,0,1,10,centroid_nearest_squared,170.7565460205078,higher,170.7565460205078,non_thinking,10,287.9381408691406,higher,287.9381408691406,-117.18159484863281
Gemma4-E4B,native_thinking,0,1,10,fisher_nearest,0.08334330063720043,higher,0.08334330063720043,non_thinking,10,0.08308385695985807,higher,0.08308385695985807,0.00025944367734236085
Gemma4-E4B,native_thinking,0,1,10,min_bhattacharyya,1.6166594326496124,higher,1.6166594326496124,non_thinking,10,3.0050772428512573,higher,3.0050772428512573,-1.388417810201645
Gemma4-E4B,native_thinking,0,1,10,mean_bhattacharyya,2.534130040142271,higher,2.534130040142271,non_thinking,10,4.144508706198798,higher,4.144508706198798,-1.6103786660565271
Gemma4-E4B,native_thinking,0,1,10,nc2_class_cosine_deviation,0.13723966194155776,lower,-0.13723966194155776,non_thinking,10,0.2618207319835086,lower,-0.2618207319835086,0.12458107004195082
Gemma4-E4B,native_thinking,0,2,7,logistic_precision,0.5,higher,0.5,non_thinking,10,0.16666666666666666,higher,0.16666666666666666,0.33333333333333337
Gemma4-E4B,native_thinking,0,2,7,logistic_recall,0.2857142857142857,higher,0.2857142857142857,non_thinking,10,0.1,higher,0.1,0.1857142857142857
Gemma4-E4B,native_thinking,0,2,7,logistic_f1,0.36363636363636365,higher,0.36363636363636365,non_thinking,10,0.125,higher,0.125,0.23863636363636365
Gemma4-E4B,native_thinking,0,2,7,ncc_recall,0.2857142857142857,higher,0.2857142857142857,non_thinking,10,0.0,higher,0.0,0.2857142857142857
Gemma4-E4B,native_thinking,0,2,7,silhouette_cosine,-0.24450354278087616,higher,-0.24450354278087616,non_thinking,10,-0.041058070957660675,higher,-0.041058070957660675,-0.20344547182321548
Gemma4-E4B,native_thinking,0,2,7,within_trace,2304.5400390625,lower,-2304.5400390625,non_thinking,10,3543.938720703125,lower,-3543.938720703125,1239.398681640625
Gemma4-E4B,native_thinking,0,2,7,class_nc1_ratio,19.709456006596625,lower,-19.709456006596625,non_thinking,10,8.083728330523714,lower,-8.083728330523714,-11.625727676072911
Gemma4-E4B,native_thinking,0,2,7,centroid_nearest_squared,165.86947631835938,higher,165.86947631835938,non_thinking,10,291.86212158203125,higher,291.86212158203125,-125.99264526367188
Gemma4-E4B,native_thinking,0,2,7,fisher_nearest,0.07197508982566257,higher,0.07197508982566257,non_thinking,10,0.08235529578347935,higher,0.08235529578347935,-0.010380205957816774
Gemma4-E4B,native_thinking,0,2,7,min_bhattacharyya,1.3005610704421997,higher,1.3005610704421997,non_thinking,10,2.9413044452667236,higher,2.9413044452667236,-1.640743374824524
Gemma4-E4B,native_thinking,0,2,7,mean_bhattacharyya,2.22174608707428,higher,2.22174608707428,non_thinking,10,4.178110712104374,higher,4.178110712104374,-1.9563646250300941
Gemma4-E4B,native_thinking,0,2,7,nc2_class_cosine_deviation,0.21929928853555963,lower,-0.21929928853555963,non_thinking,10,0.44756446042914455,lower,-0.44756446042914455,0.22826517189358492
Gemma4-E4B,native_thinking,0,3,7,logistic_precision,0.3333333333333333,higher,0.3333333333333333,non_thinking,10,0.14285714285714285,higher,0.14285714285714285,0.19047619047619047
Gemma4-E4B,native_thinking,0,3,7,logistic_recall,0.14285714285714285,higher,0.14285714285714285,non_thinking,10,0.3,higher,0.3,-0.15714285714285714
Gemma4-E4B,native_thinking,0,3,7,logistic_f1,0.2,higher,0.2,non_thinking,10,0.1935483870967742,higher,0.1935483870967742,0.006451612903225823
Gemma4-E4B,native_thinking,0,3,7,ncc_recall,0.0,higher,0.0,non_thinking,10,0.1,higher,0.1,-0.1
Gemma4-E4B,native_thinking,0,3,7,silhouette_cosine,-0.2535924017429352,higher,-0.2535924017429352,non_thinking,10,-0.1557825356721878,higher,-0.1557825356721878,-0.09780986607074738
Gemma4-E4B,native_thinking,0,3,7,within_trace,2181.782470703125,lower,-2181.782470703125,non_thinking,10,3728.083740234375,lower,-3728.083740234375,1546.30126953125
Gemma4-E4B,native_thinking,0,3,7,class_nc1_ratio,34.40246316234371,lower,-34.40246316234371,non_thinking,10,20.76277022229499,lower,-20.76277022229499,-13.639692940048718
Gemma4-E4B,native_thinking,0,3,7,centroid_nearest_squared,94.96040344238281,higher,94.96040344238281,non_thinking,10,235.9039306640625,higher,235.9039306640625,-140.9435272216797
Gemma4-E4B,native_thinking,0,3,7,fisher_nearest,0.04352423063137905,higher,0.04352423063137905,non_thinking,10,0.06327752998628508,higher,0.06327752998628508,-0.01975329935490603
Gemma4-E4B,native_thinking,0,3,7,min_bhattacharyya,1.1120427399873734,higher,1.1120427399873734,non_thinking,10,2.9413044452667236,higher,2.9413044452667236,-1.8292617052793503
Gemma4-E4B,native_thinking,0,3,7,mean_bhattacharyya,1.9346726818217173,higher,1.9346726818217173,non_thinking,10,3.711410535706414,higher,3.711410535706414,-1.776737853884697
Gemma4-E4B,native_thinking,0,3,7,nc2_class_cosine_deviation,0.19160204679693704,lower,-0.19160204679693704,non_thinking,10,0.17192902691938258,lower,-0.17192902691938258,-0.01967301987755446
